univ,v,q,g,m,slots,exit,cagr,mdd,calmar,total,alpha,sharpe
KP200+KQ150,0.2,0.25,0.05,0.5,10,14,31.57,26.87,1.175,727.56,9.54,1.245
KP200+KQ150,0.2,0.25,0.1,0.45,3,4,48.55,29.07,1.67,2008.19,26.51,1.349
KP200+KQ150,0.2,0.25,0.1,0.45,5,7,40.11,28.35,1.415,1243.14,18.08,1.353
KP200+KQ150,0.2,0.25,0.1,0.45,7,10,40.8,25.61,1.593,1294.69,18.76,1.455
KP200+KQ150,0.2,0.25,0.1,0.45,10,14,36.11,28.35,1.274,974.49,14.07,1.352
KP200+KQ150,0.2,0.25,0.15,0.4,3,4,36.61,34.5,1.061,1005.72,14.58,1.115
KP200+KQ150,0.2,0.25,0.15,0.4,5,7,48.21,28.06,1.718,1970.95,26.18,1.533
KP200+KQ150,0.2,0.25,0.15,0.4,7,10,43.87,25.0,1.755,1547.6,21.84,1.546
KP200+KQ150,0.2,0.25,0.15,0.4,10,14,41.47,26.7,1.553,1346.75,19.43,1.316
KP200+KQ150,0.2,0.25,0.2,0.35,3,4,47.15,31.97,1.475,1859.74,25.12,1.345
KP200+KQ150,0.2,0.25,0.2,0.35,5,7,47.04,27.79,1.693,1848.5,25.01,1.506
KP200+KQ150,0.2,0.25,0.2,0.35,7,10,38.65,25.06,1.542,1138.94,16.61,1.419
KP200+KQ150,0.2,0.25,0.2,0.35,10,14,35.0,26.25,1.333,909.04,12.97,1.402
KP200+KQ150,0.2,0.25,0.25,0.3,3,4,48.1,38.24,1.258,1959.28,26.07,1.353
KP200+KQ150,0.2,0.25,0.25,0.3,5,7,39.83,31.18,1.278,1223.04,17.8,1.332
KP200+KQ150,0.2,0.25,0.25,0.3,7,10,40.18,25.68,1.565,1248.57,18.15,1.459
KP200+KQ150,0.2,0.25,0.25,0.3,10,14,37.27,24.97,1.493,1047.38,15.24,1.465
KP200+KQ150,0.2,0.25,0.3,0.25,3,4,39.4,34.76,1.134,1192.0,17.37,1.191
KP200+KQ150,0.2,0.25,0.3,0.25,5,7,39.74,32.85,1.21,1216.32,17.71,1.334
KP200+KQ150,0.2,0.25,0.3,0.25,7,10,40.61,27.45,1.48,1280.62,18.58,1.448
KP200+KQ150,0.2,0.25,0.3,0.25,10,14,47.75,23.7,2.014,1921.92,25.72,1.121
KP200+KQ150,0.2,0.25,0.35,0.2,3,4,48.01,30.66,1.566,1949.06,25.97,1.398
KP200+KQ150,0.2,0.25,0.35,0.2,5,7,40.01,34.66,1.154,1236.09,17.98,1.349
KP200+KQ150,0.2,0.25,0.35,0.2,7,10,47.56,24.8,1.918,1902.18,25.53,1.624
KP200+KQ150,0.2,0.25,0.35,0.2,10,14,44.34,23.29,1.904,1589.32,22.31,1.367
KP200+KQ150,0.2,0.25,0.4,0.15,3,4,41.94,33.15,1.265,1384.4,19.91,1.255
KP200+KQ150,0.2,0.25,0.4,0.15,5,7,41.41,32.06,1.292,1341.92,19.37,1.395
KP200+KQ150,0.2,0.25,0.4,0.15,7,10,47.84,25.1,1.906,1931.22,25.8,1.627
KP200+KQ150,0.2,0.25,0.4,0.15,10,14,46.17,22.89,2.017,1761.56,24.14,1.085
KP200+KQ150,0.2,0.25,0.45,0.1,3,4,40.38,37.53,1.076,1263.01,18.34,1.223
KP200+KQ150,0.2,0.25,0.45,0.1,5,7,44.09,26.91,1.639,1566.59,22.06,1.465
KP200+KQ150,0.2,0.25,0.45,0.1,7,10,45.46,27.62,1.646,1692.63,23.43,1.548
KP200+KQ150,0.2,0.25,0.45,0.1,10,14,45.17,21.83,2.069,1665.54,23.14,1.067
KP200+KQ150,0.2,0.25,0.5,0.05,3,4,38.53,35.58,1.083,1130.64,16.49,1.188
KP200+KQ150,0.2,0.25,0.5,0.05,5,7,47.12,27.83,1.693,1856.83,25.09,1.518
KP200+KQ150,0.2,0.25,0.5,0.05,7,10,56.15,30.99,1.812,2995.23,34.11,1.352
KP200+KQ150,0.2,0.25,0.5,0.05,10,14,48.17,26.58,1.812,1967.04,26.14,1.117
KP200+KQ150,0.2,0.25,0.55,0.0,3,4,40.61,33.56,1.21,1280.95,18.58,1.224
KP200+KQ150,0.2,0.25,0.55,0.0,5,7,46.3,22.3,2.076,1773.64,24.26,1.483
KP200+KQ150,0.2,0.25,0.55,0.0,7,10,54.36,30.92,1.758,2733.14,32.33,1.324
KP200+KQ150,0.2,0.25,0.55,0.0,10,14,45.39,24.79,1.831,1685.77,23.35,1.061
KP200+KQ150,0.2,0.3,0.0,0.5,3,4,36.86,40.82,0.903,1020.97,15.22,1.103
KP200+KQ150,0.2,0.3,0.0,0.5,5,7,28.46,31.35,0.908,588.2,6.42,1.052
KP200+KQ150,0.2,0.3,0.0,0.5,7,10,32.58,24.83,1.312,777.52,10.54,1.239
KP200+KQ150,0.2,0.3,0.0,0.5,10,14,35.95,23.63,1.521,964.88,13.92,1.346
KP200+KQ150,0.2,0.3,0.05,0.45,3,4,35.93,51.6,0.696,963.95,14.07,1.09
KP200+KQ150,0.2,0.3,0.05,0.45,5,7,39.27,26.43,1.486,1182.79,17.24,1.341
KP200+KQ150,0.2,0.3,0.05,0.45,7,10,36.63,27.75,1.32,1006.68,14.6,1.35
KP200+KQ150,0.2,0.3,0.05,0.45,10,14,36.87,24.44,1.508,1021.46,14.83,1.391
KP200+KQ150,0.2,0.3,0.1,0.4,3,4,33.72,34.92,0.966,837.4,11.51,1.059
KP200+KQ150,0.2,0.3,0.1,0.4,5,7,43.87,29.1,1.507,1546.92,21.83,1.458
KP200+KQ150,0.2,0.3,0.1,0.4,7,10,35.28,26.09,1.352,925.44,13.25,1.326
KP200+KQ150,0.2,0.3,0.1,0.4,10,14,35.16,26.59,1.322,917.94,13.12,1.341
KP200+KQ150,0.2,0.3,0.15,0.35,3,4,49.92,29.81,1.675,2162.04,27.89,1.376
KP200+KQ150,0.2,0.3,0.15,0.35,5,7,45.58,28.59,1.594,1704.05,23.55,1.492
KP200+KQ150,0.2,0.3,0.15,0.35,7,10,39.67,25.71,1.543,1211.21,17.64,1.47
KP200+KQ150,0.2,0.3,0.15,0.35,10,14,32.77,26.52,1.236,787.74,10.74,1.331
KP200+KQ150,0.2,0.3,0.2,0.3,3,4,44.73,34.23,1.307,1625.0,22.7,1.297
KP200+KQ150,0.2,0.3,0.2,0.3,5,7,43.8,28.07,1.56,1540.75,21.76,1.447
KP200+KQ150,0.2,0.3,0.2,0.3,7,10,38.67,32.13,1.204,1140.53,16.64,1.432
KP200+KQ150,0.2,0.3,0.2,0.3,10,14,32.74,25.42,1.288,785.76,10.7,1.351
KP200+KQ150,0.2,0.3,0.25,0.25,3,4,31.95,35.6,0.898,746.13,9.92,1.029
KP200+KQ150,0.2,0.3,0.25,0.25,5,7,41.46,30.76,1.348,1346.17,19.43,1.385
KP200+KQ150,0.2,0.3,0.25,0.25,7,10,40.08,28.5,1.407,1241.3,18.05,1.457
KP200+KQ150,0.2,0.3,0.25,0.25,10,14,37.52,24.28,1.546,1063.74,15.49,1.485
KP200+KQ150,0.2,0.3,0.3,0.2,3,4,37.59,36.8,1.022,1067.87,15.55,1.152
KP200+KQ150,0.2,0.3,0.3,0.2,5,7,42.25,28.56,1.479,1409.7,20.22,1.4
KP200+KQ150,0.2,0.3,0.3,0.2,7,10,41.34,25.44,1.625,1336.69,19.31,1.505
KP200+KQ150,0.2,0.3,0.3,0.2,10,14,39.75,24.06,1.652,1217.09,17.72,1.272
KP200+KQ150,0.2,0.3,0.35,0.15,3,4,37.53,35.12,1.069,1064.07,15.5,1.156
KP200+KQ150,0.2,0.3,0.35,0.15,5,7,41.69,30.84,1.352,1364.48,19.66,1.385
KP200+KQ150,0.2,0.3,0.35,0.15,7,10,43.42,23.46,1.851,1507.68,21.38,1.508
KP200+KQ150,0.2,0.3,0.35,0.15,10,14,34.53,26.51,1.303,882.48,12.5,1.361
KP200+KQ150,0.2,0.3,0.4,0.1,3,4,33.5,36.78,0.911,825.72,11.47,1.08
KP200+KQ150,0.2,0.3,0.4,0.1,5,7,35.73,30.12,1.186,951.53,13.69,1.234
KP200+KQ150,0.2,0.3,0.4,0.1,7,10,40.62,29.41,1.381,1281.18,18.58,1.427
KP200+KQ150,0.2,0.3,0.4,0.1,10,14,46.72,26.21,1.783,1816.18,24.69,1.096
KP200+KQ150,0.2,0.3,0.45,0.05,3,4,33.83,35.24,0.96,843.64,11.8,1.08
KP200+KQ150,0.2,0.3,0.45,0.05,5,7,39.67,29.66,1.338,1211.27,17.64,1.343
KP200+KQ150,0.2,0.3,0.45,0.05,7,10,52.56,26.97,1.949,2488.12,30.53,1.287
KP200+KQ150,0.2,0.3,0.45,0.05,10,14,49.83,24.42,2.041,2151.7,27.8,1.147
KP200+KQ150,0.2,0.3,0.5,0.0,3,4,34.22,34.79,0.984,864.87,12.34,1.086
KP200+KQ150,0.2,0.3,0.5,0.0,5,7,41.32,29.16,1.417,1335.02,19.28,1.369
KP200+KQ150,0.2,0.3,0.5,0.0,7,10,50.81,28.18,1.803,2267.86,28.78,1.258
KP200+KQ150,0.2,0.3,0.5,0.0,10,14,48.16,22.4,2.15,1966.08,26.13,1.111
KP200+KQ150,0.2,0.35,0.0,0.45,3,4,29.79,48.59,0.613,645.06,8.04,0.964
KP200+KQ150,0.2,0.35,0.0,0.45,5,7,34.2,25.11,1.362,863.99,12.17,1.22
KP200+KQ150,0.2,0.35,0.0,0.45,7,10,30.98,27.6,1.123,699.21,8.94,1.211
KP200+KQ150,0.2,0.35,0.0,0.45,10,14,29.85,23.22,1.285,647.72,7.82,1.21
KP200+KQ150,0.2,0.35,0.05,0.4,3,4,33.11,41.27,0.802,805.3,11.27,1.063
KP200+KQ150,0.2,0.35,0.05,0.4,5,7,34.76,26.96,1.289,895.19,12.73,1.242
KP200+KQ150,0.2,0.35,0.05,0.4,7,10,35.61,27.87,1.278,944.37,13.57,1.348
KP200+KQ150,0.2,0.35,0.05,0.4,10,14,38.47,23.9,1.609,1126.64,16.43,1.452
KP200+KQ150,0.2,0.35,0.1,0.35,3,4,34.22,29.16,1.174,865.06,12.19,1.078
KP200+KQ150,0.2,0.35,0.1,0.35,5,7,39.92,26.45,1.509,1229.18,17.89,1.378
KP200+KQ150,0.2,0.35,0.1,0.35,7,10,37.96,27.25,1.393,1092.76,15.93,1.414
KP200+KQ150,0.2,0.35,0.1,0.35,10,14,32.23,26.94,1.196,759.84,10.19,1.324
KP200+KQ150,0.2,0.35,0.15,0.3,3,4,40.48,30.78,1.315,1271.16,18.45,1.209
KP200+KQ150,0.2,0.35,0.15,0.3,5,7,36.91,26.74,1.381,1024.53,14.88,1.296
KP200+KQ150,0.2,0.35,0.15,0.3,7,10,38.11,28.86,1.32,1102.5,16.08,1.41
KP200+KQ150,0.2,0.35,0.15,0.3,10,14,33.33,27.0,1.234,816.49,11.29,1.372
KP200+KQ150,0.2,0.35,0.2,0.25,3,4,34.36,32.58,1.055,872.88,12.33,1.1
KP200+KQ150,0.2,0.35,0.2,0.25,5,7,34.72,31.27,1.11,892.97,12.69,1.215
KP200+KQ150,0.2,0.35,0.2,0.25,7,10,44.42,28.12,1.58,1596.23,22.39,1.581
KP200+KQ150,0.2,0.35,0.2,0.25,10,14,36.82,26.72,1.378,1018.55,14.79,1.282
KP200+KQ150,0.2,0.35,0.25,0.2,3,4,30.65,32.43,0.945,684.03,8.62,1.005
KP200+KQ150,0.2,0.35,0.25,0.2,5,7,37.01,32.68,1.133,1030.74,14.98,1.268
KP200+KQ150,0.2,0.35,0.25,0.2,7,10,45.23,28.31,1.598,1670.9,23.2,1.279
KP200+KQ150,0.2,0.35,0.25,0.2,10,14,36.89,26.68,1.383,1023.03,14.86,1.201
KP200+KQ150,0.2,0.35,0.3,0.15,3,4,30.84,43.15,0.715,692.98,8.81,1.003
KP200+KQ150,0.2,0.35,0.3,0.15,5,7,35.67,25.06,1.423,948.0,13.63,1.253
KP200+KQ150,0.2,0.35,0.3,0.15,7,10,45.74,28.09,1.629,1719.88,23.71,1.278
KP200+KQ150,0.2,0.35,0.3,0.15,10,14,36.55,26.35,1.387,1001.81,14.52,1.179
KP200+KQ150,0.2,0.35,0.35,0.1,3,4,36.32,40.99,0.886,987.73,14.29,1.121
KP200+KQ150,0.2,0.35,0.35,0.1,5,7,33.32,25.38,1.313,816.31,11.29,1.188
KP200+KQ150,0.2,0.35,0.35,0.1,7,10,46.1,24.77,1.861,1754.62,24.07,1.185
KP200+KQ150,0.2,0.35,0.35,0.1,10,14,46.38,28.65,1.619,1781.56,24.34,1.097
KP200+KQ150,0.2,0.35,0.4,0.05,3,4,30.0,38.4,0.781,654.5,7.97,0.996
KP200+KQ150,0.2,0.35,0.4,0.05,5,7,35.04,29.93,1.171,911.56,13.01,1.229
KP200+KQ150,0.2,0.35,0.4,0.05,7,10,50.58,28.87,1.752,2240.15,28.55,1.0
KP200+KQ150,0.2,0.35,0.4,0.05,10,14,46.71,27.09,1.724,1814.72,24.68,1.097
KP200+KQ150,0.2,0.35,0.45,0.0,3,4,33.57,36.69,0.915,829.32,11.6,1.084
KP200+KQ150,0.2,0.35,0.45,0.0,5,7,34.1,27.22,1.253,858.45,12.07,1.206
KP200+KQ150,0.2,0.35,0.45,0.0,7,10,49.73,28.81,1.726,2140.72,27.7,0.989
KP200+KQ150,0.2,0.35,0.45,0.0,10,14,45.43,27.17,1.672,1690.02,23.4,1.067
KP200+KQ150,0.2,0.4,0.0,0.4,3,4,35.35,33.5,1.055,929.21,13.29,1.105
KP200+KQ150,0.2,0.4,0.0,0.4,5,7,32.52,26.14,1.244,774.63,10.49,1.199
KP200+KQ150,0.2,0.4,0.0,0.4,7,10,34.51,21.8,1.583,881.0,12.47,1.333
KP200+KQ150,0.2,0.4,0.0,0.4,10,14,32.85,22.98,1.43,791.84,10.82,1.341
KP200+KQ150,0.2,0.4,0.05,0.35,3,4,35.92,28.83,1.246,962.97,13.88,1.124
KP200+KQ150,0.2,0.4,0.05,0.35,5,7,39.23,25.46,1.541,1179.35,17.19,1.357
KP200+KQ150,0.2,0.4,0.05,0.35,7,10,32.78,25.99,1.261,787.97,10.75,1.279
KP200+KQ150,0.2,0.4,0.05,0.35,10,14,35.14,21.59,1.628,917.18,13.11,1.416
KP200+KQ150,0.2,0.4,0.1,0.3,3,4,40.31,32.36,1.246,1257.82,18.27,1.215
KP200+KQ150,0.2,0.4,0.1,0.3,5,7,36.97,25.25,1.464,1028.37,14.94,1.307
KP200+KQ150,0.2,0.4,0.1,0.3,7,10,36.67,29.56,1.241,1009.38,14.64,1.359
KP200+KQ150,0.2,0.4,0.1,0.3,10,14,32.93,26.11,1.261,795.78,10.9,1.367
KP200+KQ150,0.2,0.4,0.15,0.25,3,4,37.5,34.2,1.097,1062.08,15.47,1.164
KP200+KQ150,0.2,0.4,0.15,0.25,5,7,33.17,30.04,1.104,808.48,11.14,1.183
KP200+KQ150,0.2,0.4,0.15,0.25,7,10,35.82,27.94,1.282,957.0,13.78,1.348
KP200+KQ150,0.2,0.4,0.15,0.25,10,14,38.93,24.12,1.614,1158.32,16.89,1.337
KP200+KQ150,0.2,0.4,0.2,0.2,3,4,27.58,34.46,0.8,552.9,5.55,0.945
KP200+KQ150,0.2,0.4,0.2,0.2,5,7,42.75,28.55,1.497,1451.07,20.72,1.053
KP200+KQ150,0.2,0.4,0.2,0.2,7,10,41.76,28.66,1.457,1369.77,19.72,1.207
KP200+KQ150,0.2,0.4,0.2,0.2,10,14,38.11,24.33,1.566,1102.71,16.08,1.32
KP200+KQ150,0.2,0.4,0.25,0.15,3,4,32.94,32.13,1.025,796.34,10.91,1.06
KP200+KQ150,0.2,0.4,0.25,0.15,5,7,43.92,25.39,1.729,1551.28,21.88,1.076
KP200+KQ150,0.2,0.4,0.25,0.15,7,10,41.31,28.66,1.441,1334.61,19.28,1.199
KP200+KQ150,0.2,0.4,0.25,0.15,10,14,32.89,25.84,1.273,793.53,10.85,1.175
KP200+KQ150,0.2,0.4,0.3,0.1,3,4,29.85,43.22,0.691,647.84,7.82,0.988
KP200+KQ150,0.2,0.4,0.3,0.1,5,7,48.5,26.12,1.856,2002.22,26.47,1.146
KP200+KQ150,0.2,0.4,0.3,0.1,7,10,40.1,23.62,1.698,1242.88,18.07,1.173
KP200+KQ150,0.2,0.4,0.3,0.1,10,14,36.32,24.84,1.462,987.49,14.29,1.267
KP200+KQ150,0.2,0.4,0.35,0.05,3,4,30.72,39.99,0.768,687.22,8.69,1.009
KP200+KQ150,0.2,0.4,0.35,0.05,5,7,43.29,24.89,1.739,1497.04,21.26,1.056
KP200+KQ150,0.2,0.4,0.35,0.05,7,10,40.31,24.61,1.638,1258.18,18.28,1.179
KP200+KQ150,0.2,0.4,0.35,0.05,10,14,44.52,27.62,1.612,1605.59,22.49,1.069
KP200+KQ150,0.2,0.4,0.4,0.0,3,4,30.52,35.45,0.861,678.14,8.49,1.011
KP200+KQ150,0.2,0.4,0.4,0.0,5,7,46.53,24.33,1.913,1796.79,24.5,1.1
KP200+KQ150,0.2,0.4,0.4,0.0,7,10,48.22,27.23,1.771,1971.87,26.19,0.97
KP200+KQ150,0.2,0.4,0.4,0.0,10,14,43.08,25.24,1.707,1479.23,21.05,1.039
KP200+KQ150,0.2,0.45,0.0,0.35,3,4,32.91,37.64,0.874,794.62,10.87,1.071
KP200+KQ150,0.2,0.45,0.0,0.35,5,7,29.2,25.32,1.153,619.55,7.17,1.094
KP200+KQ150,0.2,0.45,0.0,0.35,7,10,32.36,21.93,1.476,766.71,10.33,1.246
KP200+KQ150,0.2,0.45,0.0,0.35,10,14,32.87,21.83,1.506,792.9,10.84,1.354
KP200+KQ150,0.2,0.45,0.05,0.3,3,4,34.6,35.71,0.969,886.44,12.57,1.099
KP200+KQ150,0.2,0.45,0.05,0.3,5,7,34.45,25.25,1.364,877.56,12.41,1.262
KP200+KQ150,0.2,0.45,0.05,0.3,7,10,32.58,23.79,1.37,777.94,10.55,1.277
KP200+KQ150,0.2,0.45,0.05,0.3,10,14,39.76,22.76,1.747,1217.81,17.73,1.371
KP200+KQ150,0.2,0.45,0.1,0.25,3,4,31.59,33.75,0.936,728.53,9.56,1.044
KP200+KQ150,0.2,0.45,0.1,0.25,5,7,32.43,26.48,1.225,770.3,10.4,1.207
KP200+KQ150,0.2,0.45,0.1,0.25,7,10,28.54,28.69,0.995,591.63,6.51,1.16
KP200+KQ150,0.2,0.45,0.1,0.25,10,14,38.35,23.05,1.664,1118.94,16.32,1.325
KP200+KQ150,0.2,0.45,0.15,0.2,3,4,32.14,33.75,0.952,755.51,10.11,1.068
KP200+KQ150,0.2,0.45,0.15,0.2,5,7,38.4,25.49,1.506,1122.17,16.37,0.983
KP200+KQ150,0.2,0.45,0.15,0.2,7,10,41.46,25.93,1.599,1346.14,19.43,1.215
KP200+KQ150,0.2,0.45,0.15,0.2,10,14,37.05,22.74,1.629,1033.45,15.02,1.303
KP200+KQ150,0.2,0.45,0.2,0.15,3,4,31.78,32.2,0.987,737.72,9.75,1.042
KP200+KQ150,0.2,0.45,0.2,0.15,5,7,36.62,28.05,1.305,1005.97,14.59,0.951
KP200+KQ150,0.2,0.45,0.2,0.15,7,10,39.43,27.12,1.454,1194.01,17.4,1.175
KP200+KQ150,0.2,0.45,0.2,0.15,10,14,32.91,25.38,1.297,794.64,10.88,1.186
KP200+KQ150,0.2,0.45,0.25,0.1,3,4,25.18,37.96,0.663,464.06,3.15,0.876
KP200+KQ150,0.2,0.45,0.25,0.1,5,7,42.13,24.58,1.714,1400.21,20.1,1.048
KP200+KQ150,0.2,0.45,0.25,0.1,7,10,38.29,26.5,1.445,1114.72,16.26,1.154
KP200+KQ150,0.2,0.45,0.25,0.1,10,14,29.61,26.77,1.106,637.3,7.58,1.099
KP200+KQ150,0.2,0.45,0.3,0.05,3,4,30.06,40.46,0.743,657.22,8.03,0.99
KP200+KQ150,0.2,0.45,0.3,0.05,5,7,43.96,30.57,1.438,1554.77,21.92,1.069
KP200+KQ150,0.2,0.45,0.3,0.05,7,10,41.7,24.48,1.703,1364.92,19.66,1.152
KP200+KQ150,0.2,0.45,0.3,0.05,10,14,38.4,26.48,1.45,1121.72,16.36,1.014
KP200+KQ150,0.2,0.45,0.35,0.0,3,4,30.84,39.46,0.781,692.87,8.81,1.006
KP200+KQ150,0.2,0.45,0.35,0.0,5,7,48.96,24.68,1.984,2052.64,26.92,1.152
KP200+KQ150,0.2,0.45,0.35,0.0,7,10,47.68,24.21,1.97,1914.98,25.65,0.968
KP200+KQ150,0.2,0.45,0.35,0.0,10,14,39.4,27.69,1.423,1191.71,17.37,1.028
KP200+KQ150,0.2,0.5,0.0,0.3,3,4,29.18,37.32,0.782,618.57,7.15,0.979
KP200+KQ150,0.2,0.5,0.0,0.3,5,7,32.02,26.61,1.203,749.72,9.99,1.204
KP200+KQ150,0.2,0.5,0.0,0.3,7,10,28.67,21.91,1.308,597.0,6.64,1.159
KP200+KQ150,0.2,0.5,0.0,0.3,10,14,35.65,21.4,1.666,946.89,13.61,1.28
KP200+KQ150,0.2,0.5,0.05,0.25,3,4,30.36,38.84,0.782,670.65,8.33,1.02
KP200+KQ150,0.2,0.5,0.05,0.25,5,7,29.38,27.36,1.074,626.98,7.34,1.129
KP200+KQ150,0.2,0.5,0.05,0.25,7,10,27.41,23.34,1.175,546.32,5.38,1.157
KP200+KQ150,0.2,0.5,0.05,0.25,10,14,39.89,20.25,1.97,1227.36,17.86,1.065
KP200+KQ150,0.2,0.5,0.1,0.2,3,4,31.71,37.07,0.855,734.32,9.68,1.056
KP200+KQ150,0.2,0.5,0.1,0.2,5,7,24.4,25.56,0.955,437.43,2.37,0.978
KP200+KQ150,0.2,0.5,0.1,0.2,7,10,35.8,23.1,1.55,956.25,13.77,1.109
KP200+KQ150,0.2,0.5,0.1,0.2,10,14,35.38,21.35,1.657,931.25,13.35,1.258
KP200+KQ150,0.2,0.5,0.15,0.15,3,4,31.32,32.31,0.97,715.71,9.29,1.039
KP200+KQ150,0.2,0.5,0.15,0.15,5,7,22.75,24.79,0.918,384.96,0.72,0.928
KP200+KQ150,0.2,0.5,0.15,0.15,7,10,31.95,26.16,1.221,746.08,9.92,1.013
KP200+KQ150,0.2,0.5,0.15,0.15,10,14,34.63,26.7,1.297,887.8,12.6,1.243
KP200+KQ150,0.2,0.5,0.2,0.1,3,4,28.05,37.89,0.74,571.49,6.02,0.943
KP200+KQ150,0.2,0.5,0.2,0.1,5,7,29.55,24.52,1.205,634.59,7.52,1.123
KP200+KQ150,0.2,0.5,0.2,0.1,7,10,34.89,24.65,1.416,902.79,12.86,1.084
KP200+KQ150,0.2,0.5,0.2,0.1,10,14,29.91,25.63,1.167,650.25,7.87,1.108
KP200+KQ150,0.2,0.5,0.25,0.05,3,4,27.77,38.54,0.721,560.36,5.74,0.937
KP200+KQ150,0.2,0.5,0.25,0.05,5,7,43.74,27.83,1.572,1535.57,21.7,1.074
KP200+KQ150,0.2,0.5,0.25,0.05,7,10,38.25,27.36,1.398,1112.03,16.22,1.159
KP200+KQ150,0.2,0.5,0.25,0.05,10,14,28.87,26.78,1.078,605.26,6.83,1.047
KP200+KQ150,0.2,0.5,0.3,0.0,3,4,33.73,36.82,0.916,838.25,11.88,1.079
KP200+KQ150,0.2,0.5,0.3,0.0,5,7,43.76,28.64,1.528,1537.28,21.72,1.075
KP200+KQ150,0.2,0.5,0.3,0.0,7,10,37.74,25.95,1.455,1078.16,15.71,1.087
KP200+KQ150,0.2,0.5,0.3,0.0,10,14,32.72,25.95,1.261,784.68,10.68,0.858
KP200+KQ150,0.25,0.0,0.05,0.7,3,4,20.91,32.84,0.637,331.64,-0.6,0.742
KP200+KQ150,0.25,0.0,0.05,0.7,5,7,24.83,25.46,0.975,451.79,2.69,0.904
KP200+KQ150,0.25,0.0,0.05,0.7,7,10,23.73,27.94,0.85,415.67,1.7,0.933
KP200+KQ150,0.25,0.0,0.05,0.7,10,14,30.23,24.6,1.229,665.01,8.2,1.183
KP200+KQ150,0.25,0.0,0.1,0.65,3,4,25.02,32.27,0.775,458.35,3.26,0.835
KP200+KQ150,0.25,0.0,0.1,0.65,5,7,26.23,28.59,0.917,501.41,4.13,0.945
KP200+KQ150,0.25,0.0,0.1,0.65,7,10,26.82,26.77,1.002,523.27,4.78,1.029
KP200+KQ150,0.25,0.0,0.1,0.65,10,14,31.87,26.33,1.21,741.97,9.83,1.193
KP200+KQ150,0.25,0.0,0.15,0.6,3,4,31.58,37.48,0.843,728.09,9.88,0.974
KP200+KQ150,0.25,0.0,0.15,0.6,5,7,29.52,29.08,1.015,633.09,7.48,1.041
KP200+KQ150,0.25,0.0,0.15,0.6,7,10,33.03,30.28,1.091,801.02,11.0,1.194
KP200+KQ150,0.25,0.0,0.15,0.6,10,14,31.52,27.37,1.152,725.36,9.49,1.218
KP200+KQ150,0.25,0.0,0.2,0.55,3,4,41.25,37.55,1.099,1329.44,19.51,1.169
KP200+KQ150,0.25,0.0,0.2,0.55,5,7,37.06,27.87,1.33,1033.94,15.03,1.241
KP200+KQ150,0.25,0.0,0.2,0.55,7,10,34.84,27.44,1.269,899.66,12.8,1.258
KP200+KQ150,0.25,0.0,0.2,0.55,10,14,32.27,27.71,1.165,762.13,10.24,1.245
KP200+KQ150,0.25,0.0,0.25,0.5,3,4,41.08,31.82,1.291,1316.3,19.64,1.192
KP200+KQ150,0.25,0.0,0.25,0.5,5,7,38.2,32.47,1.177,1108.48,16.17,1.267
KP200+KQ150,0.25,0.0,0.25,0.5,7,10,39.29,33.49,1.173,1183.73,17.25,1.396
KP200+KQ150,0.25,0.0,0.25,0.5,10,14,36.63,27.17,1.348,1006.38,14.59,1.377
KP200+KQ150,0.25,0.0,0.3,0.45,3,4,47.86,36.47,1.312,1933.43,26.03,1.3
KP200+KQ150,0.25,0.0,0.3,0.45,5,7,39.35,35.8,1.099,1188.3,17.32,1.245
KP200+KQ150,0.25,0.0,0.3,0.45,7,10,41.35,28.03,1.475,1337.26,19.31,1.411
KP200+KQ150,0.25,0.0,0.3,0.45,10,14,42.24,24.63,1.715,1409.1,20.21,1.274
KP200+KQ150,0.25,0.0,0.35,0.4,3,4,66.73,28.08,2.376,5029.97,45.15,1.59
KP200+KQ150,0.25,0.0,0.35,0.4,5,7,39.55,35.93,1.101,1202.33,17.51,1.302
KP200+KQ150,0.25,0.0,0.35,0.4,7,10,40.57,32.55,1.246,1277.53,18.54,1.405
KP200+KQ150,0.25,0.0,0.35,0.4,10,14,36.25,28.16,1.287,983.0,14.21,1.363
KP200+KQ150,0.25,0.0,0.4,0.35,3,4,75.51,38.34,1.969,7514.76,53.62,1.671
KP200+KQ150,0.25,0.0,0.4,0.35,5,7,40.95,33.47,1.224,1306.44,18.92,1.331
KP200+KQ150,0.25,0.0,0.4,0.35,7,10,48.14,25.33,1.9,1962.91,26.1,1.61
KP200+KQ150,0.25,0.0,0.4,0.35,10,14,36.61,24.65,1.485,1005.41,14.58,1.384
KP200+KQ150,0.25,0.0,0.45,0.3,3,4,61.75,41.93,1.473,3960.2,40.05,1.545
KP200+KQ150,0.25,0.0,0.45,0.3,5,7,47.46,28.19,1.684,1891.82,25.43,1.475
KP200+KQ150,0.25,0.0,0.45,0.3,7,10,41.21,24.73,1.666,1326.55,19.18,1.443
KP200+KQ150,0.25,0.0,0.45,0.3,10,14,35.49,24.65,1.44,937.73,13.46,1.352
KP200+KQ150,0.25,0.0,0.5,0.25,3,4,69.22,27.7,2.499,5648.64,47.2,1.717
KP200+KQ150,0.25,0.0,0.5,0.25,5,7,43.25,28.28,1.529,1493.61,21.22,1.368
KP200+KQ150,0.25,0.0,0.5,0.25,7,10,35.7,24.22,1.474,949.75,13.66,1.297
