univ,v,q,g,m,slots,exit,cagr,mdd,calmar,total,alpha,sharpe
KP200+KQ150,0.5,0.1,0.4,0.0,3,4,7.14,42.09,0.17,70.09,-14.89,0.385
KP200+KQ150,0.5,0.1,0.4,0.0,5,7,15.79,37.07,0.426,209.36,-6.24,0.719
KP200+KQ150,0.5,0.1,0.4,0.0,7,10,14.64,37.96,0.386,186.36,-7.4,0.711
KP200+KQ150,0.5,0.1,0.4,0.0,10,14,21.12,32.93,0.642,337.54,-0.91,1.013
KP200+KQ150,0.5,0.2,0.0,0.3,3,4,21.14,31.98,0.661,337.97,-1.05,0.836
KP200+KQ150,0.5,0.2,0.0,0.3,5,7,18.49,30.03,0.616,269.48,-3.54,0.819
KP200+KQ150,0.5,0.2,0.0,0.3,7,10,10.35,34.26,0.302,113.51,-11.68,0.554
KP200+KQ150,0.5,0.2,0.0,0.3,10,14,15.72,30.49,0.516,207.9,-6.31,0.809
KP200+KQ150,0.5,0.2,0.1,0.2,3,4,18.39,29.48,0.624,267.07,-3.59,0.756
KP200+KQ150,0.5,0.2,0.1,0.2,5,7,12.08,36.24,0.333,140.78,-9.95,0.6
KP200+KQ150,0.5,0.2,0.1,0.2,7,10,11.41,37.31,0.306,129.82,-10.62,0.601
KP200+KQ150,0.5,0.2,0.1,0.2,10,14,13.16,40.22,0.327,159.2,-8.87,0.706
KP200+KQ150,0.5,0.2,0.2,0.1,3,4,16.39,26.27,0.624,221.86,-5.64,0.695
KP200+KQ150,0.5,0.2,0.2,0.1,5,7,13.67,33.42,0.409,168.31,-8.36,0.665
KP200+KQ150,0.5,0.2,0.2,0.1,7,10,19.72,39.77,0.496,299.93,-2.32,0.939
KP200+KQ150,0.5,0.2,0.2,0.1,10,14,16.2,36.85,0.44,217.82,-5.84,0.831
KP200+KQ150,0.5,0.2,0.3,0.0,3,4,10.39,33.33,0.312,114.14,-11.6,0.498
KP200+KQ150,0.5,0.2,0.3,0.0,5,7,16.06,35.19,0.456,214.87,-5.98,0.744
KP200+KQ150,0.5,0.2,0.3,0.0,7,10,16.4,40.47,0.405,222.16,-5.63,0.808
KP200+KQ150,0.5,0.2,0.3,0.0,10,14,20.6,31.46,0.655,323.2,-1.43,1.016
KP200+KQ150,0.5,0.3,0.0,0.2,3,4,14.99,29.09,0.515,193.17,-6.78,0.667
KP200+KQ150,0.5,0.3,0.0,0.2,5,7,16.43,29.16,0.564,222.85,-5.6,0.772
KP200+KQ150,0.5,0.3,0.0,0.2,7,10,16.95,29.61,0.572,233.95,-5.09,0.831
KP200+KQ150,0.5,0.3,0.0,0.2,10,14,13.37,29.62,0.452,162.96,-8.66,0.735
KP200+KQ150,0.5,0.3,0.1,0.1,3,4,6.84,42.06,0.163,66.41,-14.45,0.382
KP200+KQ150,0.5,0.3,0.1,0.1,5,7,13.51,32.62,0.414,165.45,-8.52,0.672
KP200+KQ150,0.5,0.3,0.1,0.1,7,10,13.48,35.33,0.382,164.88,-8.55,0.703
KP200+KQ150,0.5,0.3,0.1,0.1,10,14,18.52,32.23,0.575,270.18,-3.51,0.949
KP200+KQ150,0.5,0.3,0.2,0.0,3,4,10.07,32.48,0.31,109.39,-11.3,0.494
KP200+KQ150,0.5,0.3,0.2,0.0,5,7,16.96,39.92,0.425,234.15,-5.08,0.805
KP200+KQ150,0.5,0.3,0.2,0.0,7,10,17.44,36.07,0.483,244.97,-4.59,0.881
KP200+KQ150,0.5,0.3,0.2,0.0,10,14,15.92,33.53,0.475,211.94,-6.12,0.835
KP200+KQ150,0.5,0.4,0.0,0.1,3,4,6.14,34.17,0.18,58.2,-15.84,0.359
KP200+KQ150,0.5,0.4,0.0,0.1,5,7,13.02,28.99,0.449,156.77,-9.01,0.659
KP200+KQ150,0.5,0.4,0.0,0.1,7,10,18.19,32.91,0.553,262.37,-3.84,0.885
KP200+KQ150,0.5,0.4,0.0,0.1,10,14,18.41,30.96,0.595,267.45,-3.63,0.974
KP200+KQ150,0.5,0.4,0.1,0.0,3,4,1.05,52.57,0.02,8.38,-20.78,0.166
KP200+KQ150,0.5,0.4,0.1,0.0,5,7,10.81,31.58,0.342,120.53,-11.22,0.573
KP200+KQ150,0.5,0.4,0.1,0.0,7,10,13.2,38.96,0.339,159.83,-8.84,0.717
KP200+KQ150,0.5,0.4,0.1,0.0,10,14,16.3,28.16,0.579,219.94,-5.73,0.888
KP200+KQ150,0.5,0.5,0.0,0.0,3,4,3.09,55.5,0.056,26.41,-19.09,0.245
KP200+KQ150,0.5,0.5,0.0,0.0,5,7,5.74,35.44,0.162,53.7,-16.29,0.362
KP200+KQ150,0.5,0.5,0.0,0.0,7,10,10.07,30.22,0.333,109.41,-11.96,0.573
KP200+KQ150,0.5,0.5,0.0,0.0,10,14,16.07,28.98,0.554,215.1,-5.96,0.887
KP200+KQ150,0.6,0.0,0.0,0.4,3,4,19.36,39.13,0.495,290.94,-2.98,0.759
KP200+KQ150,0.6,0.0,0.0,0.4,5,7,14.25,36.86,0.386,178.93,-7.79,0.648
KP200+KQ150,0.6,0.0,0.0,0.4,7,10,18.4,33.99,0.541,267.18,-3.64,0.829
KP200+KQ150,0.6,0.0,0.0,0.4,10,14,19.66,22.72,0.865,298.43,-2.37,0.944
KP200+KQ150,0.6,0.0,0.1,0.3,3,4,6.03,43.05,0.14,56.94,-16.42,0.346
KP200+KQ150,0.6,0.0,0.1,0.3,5,7,9.12,44.05,0.207,95.8,-12.92,0.475
KP200+KQ150,0.6,0.0,0.1,0.3,7,10,14.38,36.24,0.397,181.54,-7.65,0.704
KP200+KQ150,0.6,0.0,0.1,0.3,10,14,16.81,26.0,0.647,230.87,-5.23,0.837
KP200+KQ150,0.6,0.0,0.2,0.2,3,4,17.06,33.11,0.515,236.55,-4.81,0.695
KP200+KQ150,0.6,0.0,0.2,0.2,5,7,10.24,38.79,0.264,111.94,-11.79,0.519
KP200+KQ150,0.6,0.0,0.2,0.2,7,10,11.69,42.29,0.277,134.37,-10.34,0.607
KP200+KQ150,0.6,0.0,0.2,0.2,10,14,16.4,29.11,0.563,222.11,-5.63,0.818
KP200+KQ150,0.6,0.0,0.3,0.1,3,4,11.34,40.34,0.281,128.77,-10.45,0.526
KP200+KQ150,0.6,0.0,0.3,0.1,5,7,20.73,36.11,0.574,326.76,-1.3,0.884
KP200+KQ150,0.6,0.0,0.3,0.1,7,10,18.21,38.49,0.473,262.81,-3.82,0.846
KP200+KQ150,0.6,0.0,0.3,0.1,10,14,16.56,36.85,0.449,225.63,-5.47,0.836
KP200+KQ150,0.6,0.0,0.4,0.0,3,4,9.83,34.71,0.283,105.92,-11.5,0.473
KP200+KQ150,0.6,0.0,0.4,0.0,5,7,17.86,33.21,0.538,254.46,-4.18,0.781
KP200+KQ150,0.6,0.0,0.4,0.0,7,10,14.79,40.56,0.365,189.27,-7.25,0.724
KP200+KQ150,0.6,0.0,0.4,0.0,10,14,17.07,34.98,0.488,236.61,-4.97,0.853
KP200+KQ150,0.6,0.1,0.0,0.3,3,4,13.32,35.39,0.376,162.01,-9.03,0.58
KP200+KQ150,0.6,0.1,0.0,0.3,5,7,13.5,35.54,0.38,165.16,-8.54,0.642
KP200+KQ150,0.6,0.1,0.0,0.3,7,10,16.32,33.19,0.492,220.31,-5.72,0.787
KP200+KQ150,0.6,0.1,0.0,0.3,10,14,17.3,31.13,0.556,241.83,-4.73,0.863
KP200+KQ150,0.6,0.1,0.1,0.2,3,4,12.5,42.21,0.296,147.79,-9.57,0.555
KP200+KQ150,0.6,0.1,0.1,0.2,5,7,12.24,38.25,0.32,143.37,-9.79,0.596
KP200+KQ150,0.6,0.1,0.1,0.2,7,10,9.59,40.82,0.235,102.5,-12.44,0.525
KP200+KQ150,0.6,0.1,0.1,0.2,10,14,14.38,35.3,0.407,181.46,-7.65,0.753
KP200+KQ150,0.6,0.1,0.2,0.1,3,4,16.98,32.78,0.518,234.64,-5.2,0.702
KP200+KQ150,0.6,0.1,0.2,0.1,5,7,14.67,37.86,0.387,186.94,-7.37,0.692
KP200+KQ150,0.6,0.1,0.2,0.1,7,10,14.17,38.69,0.366,177.51,-7.86,0.706
KP200+KQ150,0.6,0.1,0.2,0.1,10,14,16.05,35.58,0.451,214.69,-5.98,0.82
KP200+KQ150,0.6,0.1,0.3,0.0,3,4,6.06,35.93,0.169,57.28,-15.48,0.351
KP200+KQ150,0.6,0.1,0.3,0.0,5,7,15.42,36.38,0.424,201.79,-6.61,0.724
KP200+KQ150,0.6,0.1,0.3,0.0,7,10,20.72,36.73,0.564,326.53,-1.31,0.958
KP200+KQ150,0.6,0.1,0.3,0.0,10,14,18.29,38.93,0.47,264.73,-3.74,0.911
KP200+KQ150,0.6,0.2,0.0,0.2,3,4,16.82,30.68,0.548,231.08,-5.58,0.705
KP200+KQ150,0.6,0.2,0.0,0.2,5,7,14.55,39.49,0.369,184.76,-7.48,0.693
KP200+KQ150,0.6,0.2,0.0,0.2,7,10,14.92,31.92,0.467,191.78,-7.12,0.727
KP200+KQ150,0.6,0.2,0.0,0.2,10,14,13.68,33.93,0.403,168.53,-8.35,0.73
KP200+KQ150,0.6,0.2,0.1,0.1,3,4,15.97,37.66,0.424,212.95,-6.5,0.686
KP200+KQ150,0.6,0.2,0.1,0.1,5,7,18.75,37.72,0.497,275.76,-3.28,0.836
KP200+KQ150,0.6,0.2,0.1,0.1,7,10,12.78,33.78,0.378,152.45,-9.26,0.659
KP200+KQ150,0.6,0.2,0.1,0.1,10,14,15.76,34.85,0.452,208.68,-6.27,0.817
KP200+KQ150,0.6,0.2,0.2,0.0,3,4,12.05,32.89,0.366,140.17,-10.21,0.557
KP200+KQ150,0.6,0.2,0.2,0.0,5,7,13.34,34.52,0.386,162.39,-8.69,0.658
KP200+KQ150,0.6,0.2,0.2,0.0,7,10,17.97,36.02,0.499,257.14,-4.06,0.871
KP200+KQ150,0.6,0.2,0.2,0.0,10,14,18.79,33.28,0.565,276.66,-3.24,0.946
KP200+KQ150,0.6,0.3,0.0,0.1,3,4,15.2,39.11,0.389,197.38,-7.2,0.661
KP200+KQ150,0.6,0.3,0.0,0.1,5,7,18.12,32.73,0.554,260.57,-3.92,0.836
KP200+KQ150,0.6,0.3,0.0,0.1,7,10,19.49,28.14,0.693,294.11,-2.54,0.922
KP200+KQ150,0.6,0.3,0.0,0.1,10,14,16.32,31.12,0.524,220.42,-5.71,0.859
KP200+KQ150,0.6,0.3,0.1,0.0,3,4,10.43,44.57,0.234,114.78,-11.7,0.507
KP200+KQ150,0.6,0.3,0.1,0.0,5,7,16.87,33.67,0.501,232.24,-5.16,0.807
KP200+KQ150,0.6,0.3,0.1,0.0,7,10,17.17,31.41,0.547,238.82,-4.87,0.866
KP200+KQ150,0.6,0.3,0.1,0.0,10,14,19.39,35.39,0.548,291.54,-2.65,0.982
KP200+KQ150,0.6,0.4,0.0,0.0,3,4,5.31,42.0,0.127,49.0,-16.85,0.33
KP200+KQ150,0.6,0.4,0.0,0.0,5,7,12.71,32.19,0.395,151.4,-9.32,0.653
KP200+KQ150,0.6,0.4,0.0,0.0,7,10,18.57,31.48,0.59,271.37,-3.46,0.913
KP200+KQ150,0.6,0.4,0.0,0.0,10,14,15.52,32.7,0.475,203.84,-6.51,0.843
KP200+KQ150,0.7,0.0,0.0,0.3,3,4,10.55,37.7,0.28,116.48,-11.31,0.493
KP200+KQ150,0.7,0.0,0.0,0.3,5,7,7.11,37.39,0.19,69.75,-14.92,0.403
KP200+KQ150,0.7,0.0,0.0,0.3,7,10,13.5,39.8,0.339,165.29,-8.53,0.672
KP200+KQ150,0.7,0.0,0.0,0.3,10,14,17.37,28.08,0.618,243.27,-4.67,0.855
KP200+KQ150,0.7,0.0,0.1,0.2,3,4,15.23,43.47,0.35,198.07,-6.68,0.634
KP200+KQ150,0.7,0.0,0.1,0.2,5,7,11.33,38.02,0.298,128.61,-10.7,0.554
KP200+KQ150,0.7,0.0,0.1,0.2,7,10,11.71,41.16,0.284,134.63,-10.32,0.6
KP200+KQ150,0.7,0.0,0.1,0.2,10,14,18.6,36.21,0.514,272.01,-3.44,0.907
KP200+KQ150,0.7,0.0,0.2,0.1,3,4,12.2,41.83,0.292,142.73,-9.82,0.545
KP200+KQ150,0.7,0.0,0.2,0.1,5,7,15.76,38.62,0.408,208.7,-6.27,0.718
KP200+KQ150,0.7,0.0,0.2,0.1,7,10,19.36,38.81,0.499,290.74,-2.68,0.899
KP200+KQ150,0.7,0.0,0.2,0.1,10,14,19.54,35.83,0.545,295.51,-2.49,0.932
KP200+KQ150,0.7,0.0,0.3,0.0,3,4,8.42,32.63,0.258,86.37,-12.68,0.43
KP200+KQ150,0.7,0.0,0.3,0.0,5,7,21.4,34.03,0.629,345.29,-0.63,0.913
KP200+KQ150,0.7,0.0,0.3,0.0,7,10,22.7,35.31,0.643,383.38,0.67,1.025
KP200+KQ150,0.7,0.0,0.3,0.0,10,14,23.62,36.17,0.653,412.05,1.59,1.095
KP200+KQ150,0.7,0.1,0.0,0.2,3,4,20.75,36.1,0.575,327.37,-1.44,0.821
KP200+KQ150,0.7,0.1,0.0,0.2,5,7,18.47,36.0,0.513,269.02,-3.56,0.812
KP200+KQ150,0.7,0.1,0.0,0.2,7,10,15.15,38.23,0.396,196.47,-6.88,0.74
KP200+KQ150,0.7,0.1,0.0,0.2,10,14,13.85,34.31,0.404,171.53,-8.19,0.723
KP200+KQ150,0.7,0.1,0.1,0.1,3,4,14.03,40.82,0.344,174.82,-8.17,0.617
KP200+KQ150,0.7,0.1,0.1,0.1,5,7,12.98,38.76,0.335,156.02,-9.05,0.626
KP200+KQ150,0.7,0.1,0.1,0.1,7,10,16.1,41.42,0.389,215.81,-5.93,0.773
KP200+KQ150,0.7,0.1,0.1,0.1,10,14,17.99,32.44,0.555,257.66,-4.04,0.885
KP200+KQ150,0.7,0.1,0.2,0.0,3,4,13.19,43.13,0.306,159.62,-8.24,0.584
KP200+KQ150,0.7,0.1,0.2,0.0,5,7,18.67,36.52,0.511,273.66,-3.37,0.826
KP200+KQ150,0.7,0.1,0.2,0.0,7,10,19.69,38.1,0.517,299.27,-2.34,0.911
KP200+KQ150,0.7,0.1,0.2,0.0,10,14,20.48,32.82,0.624,319.92,-1.56,0.981
KP200+KQ150,0.7,0.2,0.0,0.1,3,4,16.79,35.81,0.469,230.43,-5.74,0.713
KP200+KQ150,0.7,0.2,0.0,0.1,5,7,21.51,37.08,0.58,348.37,-0.53,0.934
KP200+KQ150,0.7,0.2,0.0,0.1,7,10,16.84,37.22,0.452,231.63,-5.19,0.819
KP200+KQ150,0.7,0.2,0.0,0.1,10,14,17.61,31.43,0.56,248.72,-4.43,0.89
KP200+KQ150,0.7,0.2,0.1,0.0,3,4,14.1,37.5,0.376,176.18,-8.35,0.627
KP200+KQ150,0.7,0.2,0.1,0.0,5,7,21.91,35.05,0.625,359.96,-0.12,0.959
KP200+KQ150,0.7,0.2,0.1,0.0,7,10,18.41,38.42,0.479,267.53,-3.62,0.879
KP200+KQ150,0.7,0.2,0.1,0.0,10,14,17.91,32.81,0.546,255.62,-4.13,0.907
KP200+KQ150,0.7,0.3,0.0,0.0,3,4,13.88,39.96,0.347,172.21,-8.16,0.618
KP200+KQ150,0.7,0.3,0.0,0.0,5,7,15.12,30.71,0.492,195.9,-6.91,0.735
KP200+KQ150,0.7,0.3,0.0,0.0,7,10,20.68,33.23,0.622,325.28,-1.36,0.977
KP200+KQ150,0.7,0.3,0.0,0.0,10,14,19.18,30.37,0.631,286.31,-2.85,0.978
KOSPI 200,0.0,0.0,0.3,0.7,3,4,47.93,31.16,1.538,1941.45,25.81,1.326
KOSPI 200,0.0,0.0,0.3,0.7,5,7,47.55,27.88,1.706,1901.23,25.52,0.994
KOSPI 200,0.0,0.0,0.3,0.7,7,10,41.62,27.47,1.515,1358.65,19.58,1.097
KOSPI 200,0.0,0.0,0.3,0.7,10,14,39.8,25.86,1.539,1220.77,17.77,1.23
KOSPI 200,0.0,0.0,0.4,0.6,3,4,61.86,39.02,1.585,3982.39,39.91,1.539
KOSPI 200,0.0,0.0,0.4,0.6,5,7,44.43,28.71,1.548,1596.99,22.39,0.949
KOSPI 200,0.0,0.0,0.4,0.6,7,10,39.84,26.71,1.492,1223.55,17.81,1.067
KOSPI 200,0.0,0.0,0.4,0.6,10,14,37.3,28.93,1.289,1049.46,15.27,1.168
KOSPI 200,0.0,0.0,0.5,0.5,3,4,83.87,34.28,2.446,10797.54,61.83,1.087
KOSPI 200,0.0,0.0,0.5,0.5,5,7,50.16,29.44,1.704,2189.76,28.12,1.035
KOSPI 200,0.0,0.0,0.5,0.5,7,10,41.36,26.04,1.588,1338.12,19.32,1.007
KOSPI 200,0.0,0.0,0.5,0.5,10,14,34.41,24.69,1.394,875.24,12.37,1.099
KOSPI 200,0.0,0.0,0.6,0.4,3,4,73.32,36.13,2.029,6814.56,51.29,1.001
KOSPI 200,0.0,0.0,0.6,0.4,5,7,46.83,30.97,1.512,1826.66,24.79,0.994
KOSPI 200,0.0,0.0,0.6,0.4,7,10,39.38,26.07,1.511,1190.31,17.35,1.058
KOSPI 200,0.0,0.0,0.6,0.4,10,14,36.38,22.89,1.589,991.29,14.35,1.139
KOSPI 200,0.0,0.0,0.7,0.3,3,4,53.59,34.16,1.569,2625.62,31.56,1.396
KOSPI 200,0.0,0.0,0.7,0.3,5,7,46.73,30.55,1.53,1817.28,24.7,0.994
KOSPI 200,0.0,0.0,0.7,0.3,7,10,41.38,27.91,1.483,1339.7,19.34,1.069
KOSPI 200,0.0,0.0,0.7,0.3,10,14,37.35,23.2,1.61,1052.53,15.32,1.174
KOSPI 200,0.0,0.0,0.8,0.2,3,4,57.61,33.03,1.744,3225.69,35.21,1.466
KOSPI 200,0.0,0.0,0.8,0.2,5,7,48.37,33.47,1.445,1988.23,26.34,1.03
KOSPI 200,0.0,0.0,0.8,0.2,7,10,42.99,26.25,1.638,1471.45,20.96,1.109
KOSPI 200,0.0,0.0,0.8,0.2,10,14,37.03,23.65,1.566,1032.06,15.0,1.155
KOSPI 200,0.0,0.1,0.2,0.7,3,4,53.71,32.11,1.673,2641.55,31.84,1.492
KOSPI 200,0.0,0.1,0.2,0.7,5,7,40.87,31.63,1.292,1300.8,18.86,0.894
KOSPI 200,0.0,0.1,0.2,0.7,7,10,40.71,29.44,1.383,1287.84,18.67,1.161
KOSPI 200,0.0,0.1,0.2,0.7,10,14,39.36,26.54,1.483,1189.14,17.33,1.22
KOSPI 200,0.0,0.1,0.3,0.6,3,4,54.01,31.68,1.705,2682.97,32.07,1.385
KOSPI 200,0.0,0.1,0.3,0.6,5,7,49.01,27.97,1.752,2058.91,26.98,1.014
KOSPI 200,0.0,0.1,0.3,0.6,7,10,38.7,27.96,1.384,1142.25,16.66,1.043
KOSPI 200,0.0,0.1,0.3,0.6,10,14,41.96,23.7,1.771,1386.47,19.93,1.29
KOSPI 200,0.0,0.1,0.4,0.5,3,4,56.23,34.55,1.628,3007.51,34.34,1.414
KOSPI 200,0.0,0.1,0.4,0.5,5,7,44.67,25.51,1.751,1618.97,22.64,0.957
KOSPI 200,0.0,0.1,0.4,0.5,7,10,41.09,27.09,1.517,1317.52,19.06,1.003
KOSPI 200,0.0,0.1,0.4,0.5,10,14,37.67,23.72,1.588,1073.38,15.64,1.185
KOSPI 200,0.0,0.1,0.5,0.4,3,4,75.79,29.72,2.55,7611.15,53.76,1.025
KOSPI 200,0.0,0.1,0.5,0.4,5,7,45.63,33.23,1.373,1708.53,23.59,0.978
KOSPI 200,0.0,0.1,0.5,0.4,7,10,36.84,28.06,1.313,1020.13,14.81,0.933
KOSPI 200,0.0,0.1,0.5,0.4,10,14,36.85,24.75,1.489,1020.67,14.82,1.123
KOSPI 200,0.0,0.1,0.6,0.3,3,4,51.92,35.19,1.475,2405.53,29.89,1.368
KOSPI 200,0.0,0.1,0.6,0.3,5,7,47.18,29.42,1.604,1862.58,25.15,1.003
KOSPI 200,0.0,0.1,0.6,0.3,7,10,39.6,27.56,1.437,1206.03,17.57,1.038
KOSPI 200,0.0,0.1,0.6,0.3,10,14,37.22,23.61,1.576,1044.14,15.19,1.175
KOSPI 200,0.0,0.1,0.7,0.2,3,4,47.48,31.86,1.49,1893.62,25.07,1.388
KOSPI 200,0.0,0.1,0.7,0.2,5,7,46.66,34.77,1.342,1809.82,24.63,1.011
KOSPI 200,0.0,0.1,0.7,0.2,7,10,41.06,28.45,1.443,1314.85,19.02,1.06
KOSPI 200,0.0,0.1,0.7,0.2,10,14,40.3,24.34,1.656,1257.34,18.27,1.228
KOSPI 200,0.0,0.1,0.8,0.1,3,4,49.38,34.48,1.432,2100.06,26.97,1.434
KOSPI 200,0.0,0.1,0.8,0.1,5,7,49.49,34.72,1.425,2112.91,27.46,0.929
KOSPI 200,0.0,0.1,0.8,0.1,7,10,37.78,29.8,1.268,1080.32,15.74,1.031
KOSPI 200,0.0,0.1,0.8,0.1,10,14,38.66,23.87,1.62,1139.79,16.63,1.212
KOSPI 200,0.0,0.2,0.1,0.7,3,4,40.24,40.99,0.982,1252.78,18.3,1.202
KOSPI 200,0.0,0.2,0.1,0.7,5,7,58.61,28.23,2.076,3392.02,36.58,1.146
KOSPI 200,0.0,0.2,0.1,0.7,7,10,41.19,27.97,1.472,1324.94,19.15,1.099
KOSPI 200,0.0,0.2,0.1,0.7,10,14,32.75,25.03,1.308,786.28,10.71,1.142
KOSPI 200,0.0,0.2,0.2,0.6,3,4,53.64,30.39,1.765,2632.31,31.69,1.514
KOSPI 200,0.0,0.2,0.2,0.6,5,7,40.02,27.44,1.458,1236.57,17.99,1.277
KOSPI 200,0.0,0.2,0.2,0.6,7,10,41.96,28.67,1.463,1385.95,19.93,1.088
KOSPI 200,0.0,0.2,0.2,0.6,10,14,39.28,23.93,1.641,1182.83,17.24,1.238
KOSPI 200,0.0,0.2,0.3,0.5,3,4,49.43,33.51,1.475,2106.23,27.4,1.303
KOSPI 200,0.0,0.2,0.3,0.5,5,7,52.73,27.74,1.901,2509.5,30.69,1.074
KOSPI 200,0.0,0.2,0.3,0.5,7,10,37.65,29.86,1.261,1071.79,15.61,0.945
KOSPI 200,0.0,0.2,0.3,0.5,10,14,40.87,26.35,1.551,1300.13,18.83,1.287
KOSPI 200,0.0,0.2,0.4,0.4,3,4,72.73,33.78,2.153,6634.71,50.7,1.0
KOSPI 200,0.0,0.2,0.4,0.4,5,7,44.7,28.79,1.553,1621.91,22.67,0.963
KOSPI 200,0.0,0.2,0.4,0.4,7,10,41.84,28.26,1.481,1376.75,19.81,0.931
KOSPI 200,0.0,0.2,0.4,0.4,10,14,36.5,25.77,1.416,998.62,14.47,1.179
KOSPI 200,0.0,0.2,0.5,0.3,3,4,59.95,33.55,1.787,3625.06,37.71,1.511
KOSPI 200,0.0,0.2,0.5,0.3,5,7,41.93,31.37,1.337,1383.88,19.9,0.925
KOSPI 200,0.0,0.2,0.5,0.3,7,10,33.6,35.56,0.945,830.99,11.56,0.939
KOSPI 200,0.0,0.2,0.5,0.3,10,14,36.17,25.54,1.416,978.03,14.13,1.174
KOSPI 200,0.0,0.2,0.6,0.2,3,4,42.67,42.6,1.002,1444.3,20.64,1.287
KOSPI 200,0.0,0.2,0.6,0.2,5,7,44.26,38.44,1.151,1581.8,22.23,0.973
KOSPI 200,0.0,0.2,0.6,0.2,7,10,37.15,28.37,1.31,1039.56,15.12,1.029
KOSPI 200,0.0,0.2,0.6,0.2,10,14,35.49,25.46,1.394,937.74,13.46,1.129
KOSPI 200,0.0,0.2,0.7,0.1,3,4,46.35,43.01,1.078,1779.32,24.15,1.363
KOSPI 200,0.0,0.2,0.7,0.1,5,7,43.34,37.78,1.147,1501.33,21.31,0.961
KOSPI 200,0.0,0.2,0.7,0.1,7,10,38.13,29.07,1.312,1103.79,16.1,1.04
KOSPI 200,0.0,0.2,0.7,0.1,10,14,38.82,24.05,1.614,1150.7,16.78,1.237
KOSPI 200,0.0,0.2,0.8,0.0,3,4,41.55,35.25,1.179,1352.95,19.7,1.26
KOSPI 200,0.0,0.2,0.8,0.0,5,7,41.73,36.89,1.131,1367.96,19.7,0.935
KOSPI 200,0.0,0.2,0.8,0.0,7,10,38.37,30.23,1.27,1120.17,16.34,1.041
KOSPI 200,0.0,0.2,0.8,0.0,10,14,38.22,24.89,1.536,1109.82,16.19,1.221
KOSPI 200,0.0,0.3,0.0,0.7,3,4,46.33,39.28,1.179,1776.62,24.48,1.325
KOSPI 200,0.0,0.3,0.0,0.7,5,7,48.5,24.45,1.984,2001.99,26.46,1.568
KOSPI 200,0.0,0.3,0.0,0.7,7,10,41.88,27.35,1.531,1379.3,19.84,1.185
KOSPI 200,0.0,0.3,0.0,0.7,10,14,35.05,25.46,1.377,911.99,13.02,1.219
KOSPI 200,0.0,0.3,0.1,0.6,3,4,53.38,39.13,1.364,2597.53,31.35,1.492
KOSPI 200,0.0,0.3,0.1,0.6,5,7,41.64,29.23,1.424,1360.29,19.6,1.4
KOSPI 200,0.0,0.3,0.1,0.6,7,10,45.19,24.63,1.835,1667.08,23.15,1.251
KOSPI 200,0.0,0.3,0.1,0.6,10,14,33.7,25.7,1.311,836.38,11.66,1.182
KOSPI 200,0.0,0.3,0.2,0.5,3,4,43.95,33.84,1.299,1554.1,21.91,1.344
KOSPI 200,0.0,0.3,0.2,0.5,5,7,46.92,27.54,1.704,1836.33,24.89,0.988
KOSPI 200,0.0,0.3,0.2,0.5,7,10,45.93,24.17,1.901,1737.44,23.89,1.169
KOSPI 200,0.0,0.3,0.2,0.5,10,14,39.49,24.79,1.593,1197.91,17.45,1.235
KOSPI 200,0.0,0.3,0.3,0.4,3,4,53.66,49.44,1.085,2635.27,31.63,0.827
KOSPI 200,0.0,0.3,0.3,0.4,5,7,45.13,26.19,1.723,1661.99,23.1,0.971
KOSPI 200,0.0,0.3,0.3,0.4,7,10,40.04,26.37,1.518,1237.97,18.0,0.995
KOSPI 200,0.0,0.3,0.3,0.4,10,14,40.78,24.56,1.66,1293.5,18.75,1.27
KOSPI 200,0.0,0.3,0.4,0.3,3,4,39.15,44.42,0.881,1174.28,17.12,1.157
KOSPI 200,0.0,0.3,0.4,0.3,5,7,42.21,31.47,1.341,1406.16,20.17,0.839
KOSPI 200,0.0,0.3,0.4,0.3,7,10,42.43,32.46,1.307,1424.44,20.4,1.038
KOSPI 200,0.0,0.3,0.4,0.3,10,14,35.82,28.16,1.272,956.98,13.78,1.159
KOSPI 200,0.0,0.3,0.5,0.2,3,4,46.73,41.61,1.123,1817.13,24.7,1.37
KOSPI 200,0.0,0.3,0.5,0.2,5,7,42.57,33.79,1.26,1435.97,20.54,0.95
KOSPI 200,0.0,0.3,0.5,0.2,7,10,38.74,30.9,1.254,1145.47,16.71,1.064
KOSPI 200,0.0,0.3,0.5,0.2,10,14,33.3,25.25,1.319,815.28,11.27,1.101
KOSPI 200,0.0,0.3,0.6,0.1,3,4,51.1,51.07,1.001,2302.83,28.85,1.457
KOSPI 200,0.0,0.3,0.6,0.1,5,7,43.52,36.5,1.192,1516.25,21.48,0.965
KOSPI 200,0.0,0.3,0.6,0.1,7,10,36.41,33.69,1.081,993.34,14.38,1.016
KOSPI 200,0.0,0.3,0.6,0.1,10,14,37.7,23.88,1.579,1075.11,15.66,1.197
KOSPI 200,0.0,0.3,0.7,0.0,3,4,40.87,42.83,0.954,1300.79,18.63,1.228
KOSPI 200,0.0,0.3,0.7,0.0,5,7,44.58,37.08,1.202,1611.03,22.55,0.981
KOSPI 200,0.0,0.3,0.7,0.0,7,10,38.36,30.37,1.263,1119.01,16.32,1.049
KOSPI 200,0.0,0.3,0.7,0.0,10,14,37.42,26.59,1.407,1057.1,15.39,1.21
