univ,v,q,g,m,slots,exit,cagr,mdd,calmar,total,alpha,sharpe
KOSDAQ 150,0.0,0.0,0.3,0.7,3,4,49.58,34.93,1.419,2123.0,27.55,1.118
KOSDAQ 150,0.0,0.0,0.3,0.7,5,7,51.61,28.92,1.784,2366.57,29.58,0.773
KOSDAQ 150,0.0,0.0,0.3,0.7,7,10,50.87,25.87,1.967,2275.63,28.84,0.923
KOSDAQ 150,0.0,0.0,0.3,0.7,10,14,58.33,21.68,2.691,3343.69,36.29,1.226
KOSDAQ 150,0.0,0.0,0.4,0.6,3,4,30.78,33.61,0.916,690.22,8.75,0.91
KOSDAQ 150,0.0,0.0,0.4,0.6,5,7,40.0,27.66,1.446,1234.81,17.96,1.229
KOSDAQ 150,0.0,0.0,0.4,0.6,7,10,53.01,23.95,2.213,2547.21,30.98,0.989
KOSDAQ 150,0.0,0.0,0.4,0.6,10,14,57.13,22.42,2.548,3147.92,35.09,1.216
KOSDAQ 150,0.0,0.0,0.5,0.5,3,4,45.98,29.44,1.562,1742.47,23.94,1.216
KOSDAQ 150,0.0,0.0,0.5,0.5,5,7,49.37,26.55,1.859,2098.9,27.34,1.436
KOSDAQ 150,0.0,0.0,0.5,0.5,7,10,44.99,22.0,2.045,1648.44,22.96,1.44
KOSDAQ 150,0.0,0.0,0.5,0.5,10,14,50.8,21.0,2.419,2266.87,28.77,1.247
KOSDAQ 150,0.0,0.0,0.6,0.4,3,4,57.24,33.38,1.715,3166.37,35.21,1.394
KOSDAQ 150,0.0,0.0,0.6,0.4,5,7,56.71,25.71,2.205,3082.26,34.68,1.575
KOSDAQ 150,0.0,0.0,0.6,0.4,7,10,47.82,22.49,2.127,1929.52,25.79,1.494
KOSDAQ 150,0.0,0.0,0.6,0.4,10,14,42.48,23.53,1.806,1428.76,20.45,1.284
KOSDAQ 150,0.0,0.0,0.7,0.3,3,4,46.15,35.51,1.3,1759.6,24.12,1.242
KOSDAQ 150,0.0,0.0,0.7,0.3,5,7,51.72,23.17,2.232,2380.54,29.69,1.492
KOSDAQ 150,0.0,0.0,0.7,0.3,7,10,47.25,22.46,2.104,1870.07,25.22,1.48
KOSDAQ 150,0.0,0.0,0.7,0.3,10,14,47.98,22.56,2.127,1946.53,25.95,1.149
KOSDAQ 150,0.0,0.0,0.8,0.2,3,4,52.46,31.98,1.641,2475.37,30.34,1.357
KOSDAQ 150,0.0,0.0,0.8,0.2,5,7,61.09,23.66,2.582,3833.87,39.05,1.289
KOSDAQ 150,0.0,0.0,0.8,0.2,7,10,53.92,24.62,2.19,2671.1,31.89,1.355
KOSDAQ 150,0.0,0.0,0.8,0.2,10,14,46.92,23.79,1.972,1835.77,24.88,1.128
KOSDAQ 150,0.0,0.1,0.2,0.7,3,4,60.57,37.13,1.631,3737.66,38.53,0.732
KOSDAQ 150,0.0,0.1,0.2,0.7,5,7,51.41,26.19,1.963,2341.29,29.38,0.77
KOSDAQ 150,0.0,0.1,0.2,0.7,7,10,49.46,23.63,2.094,2109.61,27.43,0.906
KOSDAQ 150,0.0,0.1,0.2,0.7,10,14,50.25,23.07,2.178,2201.01,28.22,1.1
KOSDAQ 150,0.0,0.1,0.3,0.6,3,4,36.49,30.21,1.208,997.99,14.46,1.022
KOSDAQ 150,0.0,0.1,0.3,0.6,5,7,55.5,28.86,1.923,2897.23,33.46,0.915
KOSDAQ 150,0.0,0.1,0.3,0.6,7,10,43.07,24.57,1.753,1477.69,21.03,0.928
KOSDAQ 150,0.0,0.1,0.3,0.6,10,14,56.68,22.04,2.572,3077.04,34.64,1.207
KOSDAQ 150,0.0,0.1,0.4,0.5,3,4,48.0,30.5,1.574,1948.85,25.97,1.241
KOSDAQ 150,0.0,0.1,0.4,0.5,5,7,45.58,26.55,1.717,1704.08,23.55,1.365
KOSDAQ 150,0.0,0.1,0.4,0.5,7,10,34.85,24.27,1.436,900.51,12.82,1.192
KOSDAQ 150,0.0,0.1,0.4,0.5,10,14,48.95,22.16,2.209,2051.57,26.91,1.446
KOSDAQ 150,0.0,0.1,0.5,0.4,3,4,44.95,26.96,1.667,1644.98,22.92,1.185
KOSDAQ 150,0.0,0.1,0.5,0.4,5,7,51.34,24.86,2.065,2332.68,29.31,1.496
KOSDAQ 150,0.0,0.1,0.5,0.4,7,10,43.11,21.41,2.014,1481.74,21.08,1.388
KOSDAQ 150,0.0,0.1,0.5,0.4,10,14,45.64,21.59,2.114,1710.34,23.61,1.377
KOSDAQ 150,0.0,0.1,0.6,0.3,3,4,47.61,27.55,1.728,1906.76,25.57,1.264
KOSDAQ 150,0.0,0.1,0.6,0.3,5,7,51.26,26.14,1.961,2322.89,29.23,1.488
KOSDAQ 150,0.0,0.1,0.6,0.3,7,10,53.98,22.03,2.45,2679.59,31.95,1.311
KOSDAQ 150,0.0,0.1,0.6,0.3,10,14,50.84,21.63,2.351,2271.08,28.8,1.198
KOSDAQ 150,0.0,0.1,0.7,0.2,3,4,49.81,26.9,1.852,2149.4,27.68,1.307
KOSDAQ 150,0.0,0.1,0.7,0.2,5,7,63.48,25.21,2.518,4307.33,41.45,1.321
KOSDAQ 150,0.0,0.1,0.7,0.2,7,10,67.86,21.3,3.186,5302.29,45.82,1.198
KOSDAQ 150,0.0,0.1,0.7,0.2,10,14,48.45,22.06,2.196,1996.85,26.42,1.161
KOSDAQ 150,0.0,0.1,0.8,0.1,3,4,53.89,30.93,1.742,2666.33,31.76,1.367
KOSDAQ 150,0.0,0.1,0.8,0.1,5,7,57.04,23.66,2.411,3134.24,35.01,1.234
KOSDAQ 150,0.0,0.1,0.8,0.1,7,10,58.86,21.71,2.711,3434.49,36.83,1.09
KOSDAQ 150,0.0,0.1,0.8,0.1,10,14,43.49,22.76,1.911,1514.23,21.46,1.071
KOSDAQ 150,0.0,0.2,0.1,0.7,3,4,53.17,44.8,1.187,2568.19,31.13,0.683
KOSDAQ 150,0.0,0.2,0.1,0.7,5,7,52.64,26.45,1.99,2497.96,30.6,0.783
KOSDAQ 150,0.0,0.2,0.1,0.7,7,10,51.79,23.81,2.176,2389.39,29.76,0.93
KOSDAQ 150,0.0,0.2,0.1,0.7,10,14,50.62,23.77,2.129,2244.44,28.58,1.104
KOSDAQ 150,0.0,0.2,0.2,0.6,3,4,48.27,33.49,1.441,1977.05,26.24,1.095
KOSDAQ 150,0.0,0.2,0.2,0.6,5,7,63.17,28.31,2.232,4242.73,41.13,0.874
KOSDAQ 150,0.0,0.2,0.2,0.6,7,10,52.16,24.71,2.111,2436.07,30.13,0.862
KOSDAQ 150,0.0,0.2,0.2,0.6,10,14,55.69,23.61,2.358,2925.58,33.65,0.983
KOSDAQ 150,0.0,0.2,0.3,0.5,3,4,41.6,33.01,1.26,1357.48,19.57,1.123
KOSDAQ 150,0.0,0.2,0.3,0.5,5,7,44.12,25.34,1.741,1569.67,22.09,1.319
KOSDAQ 150,0.0,0.2,0.3,0.5,7,10,34.8,24.29,1.433,897.75,12.77,1.188
KOSDAQ 150,0.0,0.2,0.3,0.5,10,14,55.93,22.09,2.532,2962.39,33.9,1.077
KOSDAQ 150,0.0,0.2,0.4,0.4,3,4,45.14,27.21,1.659,1662.5,23.11,1.187
KOSDAQ 150,0.0,0.2,0.4,0.4,5,7,61.01,25.99,2.347,3819.33,38.97,1.3
KOSDAQ 150,0.0,0.2,0.4,0.4,7,10,50.28,24.06,2.089,2204.03,28.24,1.316
KOSDAQ 150,0.0,0.2,0.4,0.4,10,14,45.53,21.63,2.105,1699.03,23.49,1.373
KOSDAQ 150,0.0,0.2,0.5,0.3,3,4,45.8,28.08,1.631,1725.57,23.77,1.239
KOSDAQ 150,0.0,0.2,0.5,0.3,5,7,60.27,26.67,2.26,3682.99,38.24,1.285
KOSDAQ 150,0.0,0.2,0.5,0.3,7,10,49.7,23.46,2.119,2136.61,27.67,1.309
KOSDAQ 150,0.0,0.2,0.5,0.3,10,14,42.18,21.63,1.95,1403.82,20.15,1.298
KOSDAQ 150,0.0,0.2,0.6,0.2,3,4,47.16,26.02,1.813,1861.07,25.23,1.277
KOSDAQ 150,0.0,0.2,0.6,0.2,5,7,64.44,23.66,2.723,4510.27,42.4,1.354
KOSDAQ 150,0.0,0.2,0.6,0.2,7,10,58.4,23.82,2.452,3356.17,36.37,1.086
KOSDAQ 150,0.0,0.2,0.6,0.2,10,14,46.99,22.42,2.096,1843.44,24.96,1.136
KOSDAQ 150,0.0,0.2,0.7,0.1,3,4,47.57,29.1,1.635,1903.05,25.64,1.279
KOSDAQ 150,0.0,0.2,0.7,0.1,5,7,62.86,23.66,2.657,4180.81,40.83,1.316
KOSDAQ 150,0.0,0.2,0.7,0.1,7,10,56.6,23.39,2.42,3065.63,34.57,1.066
KOSDAQ 150,0.0,0.2,0.7,0.1,10,14,44.66,21.68,2.06,1618.61,22.63,1.097
KOSDAQ 150,0.0,0.2,0.8,0.0,3,4,51.2,30.11,1.7,2315.09,29.26,1.341
KOSDAQ 150,0.0,0.2,0.8,0.0,5,7,59.68,23.66,2.522,3576.61,37.64,1.267
KOSDAQ 150,0.0,0.2,0.8,0.0,7,10,59.2,23.96,2.471,3492.8,37.17,1.097
KOSDAQ 150,0.0,0.2,0.8,0.0,10,14,42.91,23.21,1.848,1464.02,20.87,1.062
KOSDAQ 150,0.0,0.3,0.0,0.7,3,4,53.44,36.65,1.458,2604.95,31.41,0.684
KOSDAQ 150,0.0,0.3,0.0,0.7,5,7,55.36,27.72,1.997,2877.09,33.33,0.807
KOSDAQ 150,0.0,0.3,0.0,0.7,7,10,41.05,24.82,1.654,1314.5,19.02,0.801
KOSDAQ 150,0.0,0.3,0.0,0.7,10,14,57.41,23.85,2.407,3193.15,35.38,0.862
KOSDAQ 150,0.0,0.3,0.1,0.6,3,4,46.25,31.83,1.453,1769.24,24.22,1.07
KOSDAQ 150,0.0,0.3,0.1,0.6,5,7,55.43,25.79,2.149,2886.55,33.39,0.915
KOSDAQ 150,0.0,0.3,0.1,0.6,7,10,51.02,23.75,2.148,2293.56,28.99,0.849
KOSDAQ 150,0.0,0.3,0.1,0.6,10,14,50.5,25.19,2.005,2230.29,28.46,0.923
KOSDAQ 150,0.0,0.3,0.2,0.5,3,4,38.81,34.96,1.11,1149.89,16.77,1.071
KOSDAQ 150,0.0,0.3,0.2,0.5,5,7,42.03,25.24,1.666,1391.93,20.0,1.284
KOSDAQ 150,0.0,0.3,0.2,0.5,7,10,51.1,24.41,2.094,2303.48,29.07,0.828
KOSDAQ 150,0.0,0.3,0.2,0.5,10,14,50.93,22.51,2.263,2282.41,28.9,1.01
KOSDAQ 150,0.0,0.3,0.3,0.4,3,4,40.94,35.2,1.163,1305.96,18.91,1.118
KOSDAQ 150,0.0,0.3,0.3,0.4,5,7,58.91,23.02,2.559,3442.31,36.87,1.269
KOSDAQ 150,0.0,0.3,0.3,0.4,7,10,43.66,23.82,1.833,1528.54,21.62,1.188
KOSDAQ 150,0.0,0.3,0.3,0.4,10,14,41.63,22.69,1.834,1359.81,19.6,1.283
KOSDAQ 150,0.0,0.3,0.4,0.3,3,4,45.37,26.98,1.682,1684.38,23.34,1.225
KOSDAQ 150,0.0,0.3,0.4,0.3,5,7,53.65,25.45,2.108,2633.96,31.62,1.193
KOSDAQ 150,0.0,0.3,0.4,0.3,7,10,46.86,23.16,2.023,1830.23,24.83,1.259
KOSDAQ 150,0.0,0.3,0.4,0.3,10,14,42.41,22.52,1.883,1422.54,20.37,1.307
KOSDAQ 150,0.0,0.3,0.5,0.2,3,4,40.12,28.16,1.425,1243.97,17.99,1.133
KOSDAQ 150,0.0,0.3,0.5,0.2,5,7,64.34,24.02,2.678,4489.83,42.31,1.351
KOSDAQ 150,0.0,0.3,0.5,0.2,7,10,50.32,23.16,2.173,2208.72,28.28,0.985
KOSDAQ 150,0.0,0.3,0.5,0.2,10,14,44.52,22.24,2.002,1605.84,22.49,1.084
KOSDAQ 150,0.0,0.3,0.6,0.1,3,4,48.45,29.1,1.665,1997.2,26.52,1.305
KOSDAQ 150,0.0,0.3,0.6,0.1,5,7,58.39,24.02,2.431,3354.3,36.36,1.256
KOSDAQ 150,0.0,0.3,0.6,0.1,7,10,52.47,23.39,2.243,2475.81,30.43,1.013
KOSDAQ 150,0.0,0.3,0.6,0.1,10,14,45.78,22.84,2.005,1722.97,23.74,1.107
KOSDAQ 150,0.0,0.3,0.7,0.0,3,4,39.37,30.17,1.305,1189.31,17.43,1.129
KOSDAQ 150,0.0,0.3,0.7,0.0,5,7,56.69,24.55,2.31,3079.04,34.66,1.231
KOSDAQ 150,0.0,0.3,0.7,0.0,7,10,55.12,23.96,2.301,2841.99,33.09,1.048
KOSDAQ 150,0.0,0.3,0.7,0.0,10,14,46.51,22.86,2.035,1794.94,24.48,1.12
KOSDAQ 150,0.0,0.4,0.0,0.6,3,4,41.04,37.9,1.083,1313.22,19.0,0.993
KOSDAQ 150,0.0,0.4,0.0,0.6,5,7,48.15,27.61,1.744,1964.83,26.12,0.837
KOSDAQ 150,0.0,0.4,0.0,0.6,7,10,49.56,24.31,2.039,2121.16,27.53,0.749
KOSDAQ 150,0.0,0.4,0.0,0.6,10,14,53.26,23.62,2.254,2580.43,31.23,0.825
KOSDAQ 150,0.0,0.4,0.1,0.5,3,4,29.67,38.47,0.771,639.7,7.63,0.911
KOSDAQ 150,0.0,0.4,0.1,0.5,5,7,33.45,24.73,1.352,822.93,11.41,1.102
KOSDAQ 150,0.0,0.4,0.1,0.5,7,10,52.03,24.17,2.153,2419.19,30.0,0.711
KOSDAQ 150,0.0,0.4,0.1,0.5,10,14,50.9,22.7,2.242,2278.83,28.87,0.854
KOSDAQ 150,0.0,0.4,0.2,0.4,3,4,44.49,24.05,1.85,1603.0,22.46,1.215
KOSDAQ 150,0.0,0.4,0.2,0.4,5,7,44.73,22.35,2.001,1624.14,22.69,1.058
KOSDAQ 150,0.0,0.4,0.2,0.4,7,10,47.93,25.06,1.912,1941.04,25.9,0.969
KOSDAQ 150,0.0,0.4,0.2,0.4,10,14,48.69,23.07,2.11,2022.87,26.65,0.975
KOSDAQ 150,0.0,0.4,0.3,0.3,3,4,37.23,27.03,1.377,1044.61,15.2,1.073
KOSDAQ 150,0.0,0.4,0.3,0.3,5,7,53.39,25.28,2.112,2597.94,31.35,1.199
KOSDAQ 150,0.0,0.4,0.3,0.3,7,10,42.4,22.91,1.851,1422.32,20.37,1.169
KOSDAQ 150,0.0,0.4,0.3,0.3,10,14,45.76,21.84,2.095,1721.68,23.73,1.116
KOSDAQ 150,0.0,0.4,0.4,0.2,3,4,35.91,35.08,1.024,962.32,13.87,1.058
KOSDAQ 150,0.0,0.4,0.4,0.2,5,7,52.74,23.81,2.215,2511.11,30.7,1.184
KOSDAQ 150,0.0,0.4,0.4,0.2,7,10,44.39,22.61,1.963,1593.39,22.35,1.194
KOSDAQ 150,0.0,0.4,0.4,0.2,10,14,44.75,22.26,2.01,1626.54,22.72,1.089
KOSDAQ 150,0.0,0.4,0.5,0.1,3,4,31.05,34.98,0.887,702.48,8.92,0.982
KOSDAQ 150,0.0,0.4,0.5,0.1,5,7,61.0,23.95,2.547,3817.14,38.96,1.311
KOSDAQ 150,0.0,0.4,0.5,0.1,7,10,51.23,23.5,2.18,2319.07,29.2,1.0
KOSDAQ 150,0.0,0.4,0.5,0.1,10,14,45.69,21.96,2.08,1714.58,23.66,1.107
KOSDAQ 150,0.0,0.4,0.6,0.0,3,4,29.36,28.42,1.033,626.48,7.24,0.94
KOSDAQ 150,0.0,0.4,0.6,0.0,5,7,59.31,24.54,2.416,3511.19,37.27,1.278
KOSDAQ 150,0.0,0.4,0.6,0.0,7,10,52.85,24.01,2.202,2526.39,30.82,1.01
KOSDAQ 150,0.0,0.4,0.6,0.0,10,14,42.87,23.0,1.864,1460.63,20.83,1.058
KOSDAQ 150,0.0,0.5,0.0,0.5,3,4,33.09,40.81,0.811,803.99,11.05,0.982
KOSDAQ 150,0.0,0.5,0.0,0.5,5,7,42.16,29.23,1.442,1401.92,20.12,1.003
KOSDAQ 150,0.0,0.5,0.0,0.5,7,10,51.59,25.29,2.04,2363.35,29.55,0.707
KOSDAQ 150,0.0,0.5,0.0,0.5,10,14,53.57,22.32,2.4,2622.97,31.54,0.828
KOSDAQ 150,0.0,0.5,0.1,0.4,3,4,32.21,39.58,0.814,758.92,10.17,0.966
KOSDAQ 150,0.0,0.5,0.1,0.4,5,7,44.75,27.28,1.64,1626.84,22.72,1.05
KOSDAQ 150,0.0,0.5,0.1,0.4,7,10,41.0,25.47,1.61,1310.51,18.97,0.873
KOSDAQ 150,0.0,0.5,0.1,0.4,10,14,48.63,22.32,2.179,2016.89,26.6,1.161
KOSDAQ 150,0.0,0.5,0.2,0.3,3,4,34.59,27.78,1.245,885.55,12.56,1.024
KOSDAQ 150,0.0,0.5,0.2,0.3,5,7,46.96,25.65,1.83,1839.94,24.92,1.101
KOSDAQ 150,0.0,0.5,0.2,0.3,7,10,40.86,23.11,1.768,1299.33,18.82,1.123
KOSDAQ 150,0.0,0.5,0.2,0.3,10,14,41.12,24.2,1.699,1319.87,19.09,1.035
KOSDAQ 150,0.0,0.5,0.3,0.2,3,4,31.25,29.58,1.057,712.32,9.22,0.976
KOSDAQ 150,0.0,0.5,0.3,0.2,5,7,49.02,24.18,2.027,2059.43,26.98,1.126
KOSDAQ 150,0.0,0.5,0.3,0.2,7,10,42.8,22.87,1.872,1455.27,20.77,1.17
KOSDAQ 150,0.0,0.5,0.3,0.2,10,14,45.13,24.4,1.85,1661.89,23.1,0.905
KOSDAQ 150,0.0,0.5,0.4,0.1,3,4,28.04,31.07,0.902,571.1,6.01,0.908
KOSDAQ 150,0.0,0.5,0.4,0.1,5,7,49.48,24.39,2.029,2111.39,27.44,1.137
KOSDAQ 150,0.0,0.5,0.4,0.1,7,10,46.81,22.79,2.054,1825.19,24.78,1.25
KOSDAQ 150,0.0,0.5,0.4,0.1,10,14,49.3,22.62,2.18,2091.48,27.27,0.963
KOSDAQ 150,0.0,0.5,0.5,0.0,3,4,24.7,40.21,0.614,447.59,2.73,0.83
KOSDAQ 150,0.0,0.5,0.5,0.0,5,7,49.05,23.48,2.089,2062.76,27.01,1.128
KOSDAQ 150,0.0,0.5,0.5,0.0,7,10,45.55,23.62,1.928,1700.83,23.51,1.22
KOSDAQ 150,0.0,0.5,0.5,0.0,10,14,49.07,21.87,2.243,2065.17,27.04,0.958
KOSDAQ 150,0.1,0.0,0.2,0.7,3,4,53.91,35.08,1.537,2669.65,31.88,1.173
KOSDAQ 150,0.1,0.0,0.2,0.7,5,7,46.31,30.81,1.503,1774.75,24.27,0.721
KOSDAQ 150,0.1,0.0,0.2,0.7,7,10,53.18,25.78,2.063,2570.17,31.15,0.948
KOSDAQ 150,0.1,0.0,0.2,0.7,10,14,55.29,21.47,2.575,2866.03,33.25,1.169
KOSDAQ 150,0.1,0.0,0.3,0.6,3,4,47.02,37.43,1.256,1846.55,24.99,0.97
KOSDAQ 150,0.1,0.0,0.3,0.6,5,7,53.23,28.85,1.845,2576.81,31.2,0.787
KOSDAQ 150,0.1,0.0,0.3,0.6,7,10,53.48,25.3,2.114,2610.64,31.45,0.954
KOSDAQ 150,0.1,0.0,0.3,0.6,10,14,57.92,21.58,2.684,3276.04,35.89,1.162
KOSDAQ 150,0.1,0.0,0.4,0.5,3,4,33.39,30.86,1.082,819.67,11.35,0.973
KOSDAQ 150,0.1,0.0,0.4,0.5,5,7,43.59,26.55,1.642,1523.03,21.56,1.308
KOSDAQ 150,0.1,0.0,0.4,0.5,7,10,38.21,22.33,1.711,1109.34,16.18,1.285
KOSDAQ 150,0.1,0.0,0.4,0.5,10,14,54.46,21.88,2.488,2746.26,32.42,1.309
KOSDAQ 150,0.1,0.0,0.5,0.4,3,4,48.62,28.49,1.707,2015.28,26.59,1.26
KOSDAQ 150,0.1,0.0,0.5,0.4,5,7,51.3,25.42,2.018,2327.5,29.27,1.482
KOSDAQ 150,0.1,0.0,0.5,0.4,7,10,43.12,22.76,1.894,1482.16,21.09,1.389
KOSDAQ 150,0.1,0.0,0.5,0.4,10,14,43.88,22.16,1.98,1548.08,21.85,1.129
KOSDAQ 150,0.1,0.0,0.6,0.3,3,4,63.02,27.48,2.294,4213.76,40.99,1.498
KOSDAQ 150,0.1,0.0,0.6,0.3,5,7,51.46,25.59,2.011,2347.89,29.43,1.489
KOSDAQ 150,0.1,0.0,0.6,0.3,7,10,45.56,22.92,1.988,1702.4,23.53,1.449
KOSDAQ 150,0.1,0.0,0.6,0.3,10,14,44.21,21.84,2.025,1577.75,22.18,1.088
KOSDAQ 150,0.1,0.0,0.7,0.2,3,4,52.61,31.68,1.661,2494.84,30.68,1.375
KOSDAQ 150,0.1,0.0,0.7,0.2,5,7,48.92,23.66,2.068,2048.73,26.89,1.432
KOSDAQ 150,0.1,0.0,0.7,0.2,7,10,53.08,23.13,2.295,2556.9,31.05,1.342
KOSDAQ 150,0.1,0.0,0.7,0.2,10,14,46.09,23.6,1.953,1753.21,24.05,1.116
KOSDAQ 150,0.1,0.0,0.8,0.1,3,4,54.72,31.32,1.747,2783.35,32.78,1.393
KOSDAQ 150,0.1,0.0,0.8,0.1,5,7,59.24,24.77,2.392,3500.1,37.21,1.256
KOSDAQ 150,0.1,0.0,0.8,0.1,7,10,52.4,21.3,2.46,2467.46,30.37,1.329
KOSDAQ 150,0.1,0.0,0.8,0.1,10,14,45.56,23.22,1.962,1702.0,23.52,1.105
KOSDAQ 150,0.1,0.1,0.1,0.7,3,4,38.8,41.72,0.93,1149.34,16.76,0.947
KOSDAQ 150,0.1,0.1,0.1,0.7,5,7,50.65,25.24,2.007,2248.78,28.62,0.76
KOSDAQ 150,0.1,0.1,0.1,0.7,7,10,54.53,24.43,2.232,2756.92,32.5,0.955
KOSDAQ 150,0.1,0.1,0.1,0.7,10,14,57.36,22.85,2.51,3185.29,35.33,1.199
KOSDAQ 150,0.1,0.1,0.2,0.6,3,4,67.37,33.94,1.985,5182.67,45.34,0.776
KOSDAQ 150,0.1,0.1,0.2,0.6,5,7,60.73,24.08,2.522,3768.36,38.7,0.752
KOSDAQ 150,0.1,0.1,0.2,0.6,7,10,49.27,22.99,2.143,2087.98,27.24,0.903
KOSDAQ 150,0.1,0.1,0.2,0.6,10,14,51.57,22.88,2.254,2360.93,29.53,1.125
KOSDAQ 150,0.1,0.1,0.3,0.5,3,4,39.98,37.17,1.076,1233.92,17.95,1.086
KOSDAQ 150,0.1,0.1,0.3,0.5,5,7,41.43,26.97,1.536,1343.6,19.39,1.262
KOSDAQ 150,0.1,0.1,0.3,0.5,7,10,42.35,23.51,1.801,1417.82,20.32,0.921
KOSDAQ 150,0.1,0.1,0.3,0.5,10,14,56.72,21.87,2.593,3083.6,34.69,1.213
KOSDAQ 150,0.1,0.1,0.4,0.4,3,4,41.82,31.87,1.312,1375.19,19.79,1.129
KOSDAQ 150,0.1,0.1,0.4,0.4,5,7,47.15,25.75,1.831,1859.57,25.12,1.412
KOSDAQ 150,0.1,0.1,0.4,0.4,7,10,40.44,21.96,1.842,1268.12,18.41,1.328
KOSDAQ 150,0.1,0.1,0.4,0.4,10,14,44.38,22.12,2.007,1593.16,22.35,1.357
KOSDAQ 150,0.1,0.1,0.5,0.3,3,4,51.41,27.13,1.895,2341.34,29.38,1.329
KOSDAQ 150,0.1,0.1,0.5,0.3,5,7,48.75,25.46,1.915,2029.69,26.72,1.434
KOSDAQ 150,0.1,0.1,0.5,0.3,7,10,47.07,21.41,2.199,1851.65,25.04,1.492
KOSDAQ 150,0.1,0.1,0.5,0.3,10,14,45.18,21.69,2.083,1666.39,23.15,1.366
KOSDAQ 150,0.1,0.1,0.6,0.2,3,4,48.27,27.02,1.787,1977.22,26.33,1.312
KOSDAQ 150,0.1,0.1,0.6,0.2,5,7,49.15,25.38,1.937,2074.07,27.12,1.44
KOSDAQ 150,0.1,0.1,0.6,0.2,7,10,51.33,23.07,2.224,2330.88,29.29,1.323
KOSDAQ 150,0.1,0.1,0.6,0.2,10,14,39.94,21.92,1.822,1230.68,17.91,1.248
KOSDAQ 150,0.1,0.1,0.7,0.1,3,4,52.85,29.51,1.791,2525.61,30.91,1.372
KOSDAQ 150,0.1,0.1,0.7,0.1,5,7,57.06,23.66,2.412,3137.91,35.03,1.228
KOSDAQ 150,0.1,0.1,0.7,0.1,7,10,49.36,21.3,2.317,2098.14,27.33,1.29
KOSDAQ 150,0.1,0.1,0.7,0.1,10,14,41.63,22.76,1.829,1359.5,19.59,1.04
KOSDAQ 150,0.1,0.1,0.8,0.0,3,4,63.11,28.37,2.225,4231.59,41.18,1.535
KOSDAQ 150,0.1,0.1,0.8,0.0,5,7,61.2,23.66,2.587,3855.92,39.17,1.286
KOSDAQ 150,0.1,0.1,0.8,0.0,7,10,54.93,23.78,2.311,2814.6,32.9,1.042
KOSDAQ 150,0.1,0.1,0.8,0.0,10,14,40.91,22.56,1.813,1303.86,18.88,1.026
KOSDAQ 150,0.1,0.2,0.0,0.7,3,4,27.18,49.53,0.549,537.01,5.09,0.749
KOSDAQ 150,0.1,0.2,0.0,0.7,5,7,50.36,27.43,1.836,2213.82,28.33,0.757
KOSDAQ 150,0.1,0.2,0.0,0.7,7,10,49.02,23.83,2.057,2059.64,26.99,0.891
KOSDAQ 150,0.1,0.2,0.0,0.7,10,14,56.36,22.42,2.514,3027.85,34.33,0.989
KOSDAQ 150,0.1,0.2,0.1,0.6,3,4,40.5,33.79,1.199,1272.63,18.47,0.973
KOSDAQ 150,0.1,0.2,0.1,0.6,5,7,52.55,25.93,2.027,2486.2,30.51,0.78
KOSDAQ 150,0.1,0.2,0.1,0.6,7,10,49.15,24.05,2.043,2073.82,27.11,0.903
KOSDAQ 150,0.1,0.2,0.1,0.6,10,14,50.66,22.6,2.241,2249.89,28.63,1.103
KOSDAQ 150,0.1,0.2,0.2,0.5,3,4,36.45,34.39,1.06,995.4,14.41,1.018
KOSDAQ 150,0.1,0.2,0.2,0.5,5,7,66.02,25.98,2.541,4863.97,43.99,0.894
KOSDAQ 150,0.1,0.2,0.2,0.5,7,10,48.06,25.1,1.915,1954.65,26.03,0.89
KOSDAQ 150,0.1,0.2,0.2,0.5,10,14,49.07,23.35,2.101,2064.91,27.03,1.094
KOSDAQ 150,0.1,0.2,0.3,0.4,3,4,47.95,26.46,1.812,1942.71,25.91,1.261
KOSDAQ 150,0.1,0.2,0.3,0.4,5,7,41.25,27.44,1.503,1330.14,19.22,1.271
KOSDAQ 150,0.1,0.2,0.3,0.4,7,10,37.31,24.01,1.554,1049.74,15.28,1.262
KOSDAQ 150,0.1,0.2,0.3,0.4,10,14,44.23,22.71,1.948,1579.23,22.2,1.312
KOSDAQ 150,0.1,0.2,0.4,0.3,3,4,43.59,26.02,1.676,1522.7,21.56,1.207
KOSDAQ 150,0.1,0.2,0.4,0.3,5,7,41.39,27.06,1.53,1341.1,19.36,1.279
KOSDAQ 150,0.1,0.2,0.4,0.3,7,10,51.27,21.41,2.395,2324.0,29.24,1.345
KOSDAQ 150,0.1,0.2,0.4,0.3,10,14,40.6,22.36,1.816,1279.61,18.56,1.266
KOSDAQ 150,0.1,0.2,0.5,0.2,3,4,45.78,26.98,1.697,1723.36,23.82,1.249
KOSDAQ 150,0.1,0.2,0.5,0.2,5,7,58.93,23.66,2.491,3445.69,36.89,1.278
KOSDAQ 150,0.1,0.2,0.5,0.2,7,10,49.41,22.37,2.209,2103.76,27.38,1.297
KOSDAQ 150,0.1,0.2,0.5,0.2,10,14,40.48,21.91,1.848,1271.1,18.45,1.267
KOSDAQ 150,0.1,0.2,0.6,0.1,3,4,44.12,31.91,1.383,1569.52,22.19,1.231
KOSDAQ 150,0.1,0.2,0.6,0.1,5,7,56.64,23.66,2.394,3070.48,34.6,1.228
