ticker,name,price,high_52w,pct_from_high,rsi,vol_ratio,daily_change,rsi_score,w52_score,vol_score,daily_score,entry_score
119850,지엔씨에너지,39850,46750,-14.759358288770052,62.82051282051282,2.752547986309238,9.77961432506887,20,25,20,10,75
204620,글로벌텍스프리,5180,7830,-33.84418901660281,83.87096774193549,3.0529527289222242,5.070993914807302,10,30,20,10,70
123330,제닉,22000,44100,-50.11337868480725,69.68911917098445,2.0935098602628064,-2.6548672566371683,20,30,20,0,70
018290,브이티,20100,45550,-55.87266739846323,74.29718875502007,0.7114771991066798,0.9036144578313252,10,30,5,10,55
402340,SK스퀘어,569000,581000,-2.065404475043031,71.83098591549296,1.6664486957578568,4.212454212454213,10,15,15,10,50
001060,JW중외제약,35350,36000,-1.8055555555555602,75.5952380952381,1.5964075285731971,6.475903614457831,10,15,15,10,50
124500,아이티센글로벌,51200,55900,-8.407871198568873,72.69180754226268,0.3627611517165206,0.7874015748031495,10,20,5,10,45
000660,SK하이닉스,900000,931000,-3.329752953813103,67.43648960739031,0.8020035090105205,-0.7717750826901874,20,15,5,0,40
