종목코드,기준일,당기순이익,세전계속사업이익,법인세비용,자산,총부채,유동부채,유동자산,비유동자산,현금,감가상각비,자본,매출액,매출총이익,영업현금흐름,영업이익,종목명,시가총액,PER,PBR,PCR,PSR,ROE,GPA,CFO,모멘텀,PER_z,PBR_z,PCR_z,PSR_z,ROE_z,GPA_z,CFO_z,모멘텀_z,밸류_점수,퀄리티_점수,모멘텀_점수,멀티팩터_점수,멀티팩터_순위
036620,2025-09-30,305.0,388.0,83.0,1674.0,516.0,393.0,1169.0,506.0,29.0,62.0,1158.0,2363.0,1640.0,211.0,380.0,감성코퍼레이션,5991.3496402,19.64376931213115,5.1738770640759935,28.395021991469196,2.5354844012695725,26.338514680483595,97.9689366786141,12.604540023894861,76.37795275590551,-0.08561872262353497,0.10444153892509044,,,0.7935459856302067,4.967476663171963,0.8147336727229059,-0.028837064494149103,0.009411408150777734,2.191918773841692,-0.028837064494149103,0.874764659898158,11.0
108490,2025-09-30,38.0,34.0,-4.0,1077.0,57.0,54.0,718.0,359.0,243.0,24.0,1021.0,341.0,205.0,81.0,5.0,로보티즈,45822.92676,1205.8664936842106,44.88043757100882,565.7151451851852,134.37808434017595,3.721841332027424,19.03435468895079,7.520891364902507,1213.2911392405063,-2.4778943643688556,-2.409578725068253,,,0.16238612161371563,0.13912971920561773,0.3682363062133339,8.548857980713075,-2.443736544718554,0.22325071567755575,8.548857980713075,0.8215772645262157,12.0
458870,2025-09-30,82.0,82.0,,407.0,103.0,69.0,282.0,125.0,95.0,3.0,304.0,237.0,168.0,-3.0,82.0,씨어스테크놀로지,20379.40092,248.52927951219513,67.03750302631579,-6793.13364,85.98903341772152,26.973684210526315,41.27764127764127,-0.7371007371007371,1008.8372093023256,-0.5472160428821816,-3.8124529814658263,,,0.8112715595036317,1.499728611568605,-0.35706396009817365,7.00630971700039,-2.179834512174004,0.6513120703246877,7.00630971700039,0.7898529666603513,13.0
352820,2025-09-30,-82.0,529.0,612.0,56580.0,21553.0,7311.0,23587.0,32993.0,5147.0,618.0,35027.0,26598.0,10003.0,1536.0,1099.0,하이브,157896.990255,-1925.573051890244,4.507865082793274,102.79751969726563,5.93642342488157,-0.23410511890827077,17.679392011311418,2.7147401908801694,64.46078431372548,3.8373332860213902,0.14661007721273095,,,0.05198816053605212,0.056248050121397636,-0.05388842863669669,-0.11874879910553413,1.9919716816170605,0.018115927340251022,-0.11874879910553413,0.7802852837618178,14.0
402340,2025-09-30,70010.0,72941.0,2932.0,272542.0,23882.0,12049.0,26117.0,246425.0,15574.0,906.0,248660.0,92917.0,92030.0,3913.0,73509.0,SK스퀘어,751575.68435,10.735261881874019,3.022503355384863,192.0714756836187,8.088677899092739,28.15491031931151,33.76727256716396,1.4357420140748949,405.2631578947368,-0.06765278343535046,0.24065573199597265,,,0.8442358464571984,1.040327105951684,-0.1662229655059878,2.4525107007510076,0.0865014742803111,0.5727799956342983,2.4525107007510076,0.7542147281160453,15.0
000250,2025-09-30,-47.0,91.0,138.0,5300.0,1750.0,892.0,2213.0,3086.0,1031.0,89.0,3550.0,2207.0,1037.0,54.0,25.0,삼천당제약,126435.77408,-2690.1228527659573,35.6157110084507,2341.4032237037036,57.28852473040326,-1.323943661971831,19.566037735849058,1.0188679245283019,105.66194837635305,5.379213936220857,-1.8229827061418158,,,0.021574211674431347,0.17165222265013017,-0.20283705818514694,0.19210257023211696,1.7781156150395208,-0.003203541286861807,0.19210257023211696,0.7483853435474871,16.0
437730,2025-09-30,66.0,47.0,-20.0,1445.0,289.0,240.0,758.0,687.0,43.0,41.0,1156.0,1001.0,121.0,76.0,21.0,삼현,19626.983973,297.37854504545453,16.978359838235292,258.249789118421,19.607376596403594,5.709342560553633,8.37370242214533,5.259515570934256,746.0365853658537,-0.6457311915564962,-0.6429591052333287,,,0.21785099860080087,-0.5129713814229838,0.1696194456816205,5.023551810227026,-0.6443451483949124,-0.04183364571352082,5.023551810227026,0.7302388444020319,17.0
049630,2025-09-30,32.0,39.0,-11.0,2039.0,1236.0,1044.0,660.0,1379.0,130.0,89.0,803.0,1422.0,181.0,99.0,51.0,재영솔루텍,5505.875076,172.058596125,6.856631476961395,55.61489975757576,3.871923400843882,3.9850560398505603,8.87690044139284,4.855321235899951,608.2132564841498,-0.3929963087495017,-0.002102030684255929,,,0.16973161211257057,-0.4821912777320338,0.13411901710033522,3.9837129735274486,-0.1975491697168788,-0.05944688283970934,3.9837129735274486,0.6939441736828545,18.0
204620,2025-09-30,239.0,289.0,49.0,2038.0,537.0,481.0,1771.0,267.0,1210.0,20.0,1501.0,1621.0,1621.0,344.0,281.0,글로벌텍스프리,3640.676494,15.232956041841003,2.425500662225183,10.58336190116279,2.2459447834669954,15.922718187874752,79.5387634936212,16.8792934249264,24.243297780340157,-0.07672336011698062,0.2784549482740983,,,0.5028740288569004,3.840121983746613,1.1901856884050324,-0.4221785939826473,0.10086579407855883,1.8443939003361818,-0.4221785939826473,0.6936681589693668,19.0
417200,2025-09-30,-5.0,13.0,16.0,2782.0,729.0,364.0,1250.0,1532.0,192.0,67.0,2052.0,1502.0,139.0,59.0,6.0,LS머트리얼즈,10905.6086308,-2181.12172616,5.314624089083821,184.84082425084745,7.260724787483356,-0.24366471734892786,4.996405463695183,2.12077641984184,11.689419795221845,4.352702664954387,0.09553014321493634,,,0.051721382360548726,-0.7195571520340832,-0.10605632562572172,-0.5168941257147123,2.2241164040846617,-0.25796403176641874,-0.5168941257147123,0.6830821237843546,20.0
039130,2025-09-30,834.0,554.0,25.0,7401.0,5630.0,4628.0,5576.0,1825.0,1472.0,204.0,1771.0,5539.0,5539.0,1188.0,439.0,하나투어,7373.207632,8.840776537170264,4.163301881422925,6.20640373063973,1.3311441834266113,47.09203839638622,74.84123767058506,16.051884880421564,-18.34782608695652,-0.06383214246240218,0.16842609097499656,,,1.3727112326397213,3.5527791755610987,1.1175143137821146,-0.7435168250009275,0.05229697425629719,2.014334907327645,-0.7435168250009275,0.6779493876333914,21.0
008770,2025-09-30,-2203.0,-2527.0,-324.0,35912.0,24664.0,13036.0,14143.0,21769.0,2778.0,1336.0,11248.0,39707.0,39707.0,1633.0,-103.0,호텔신라,18721.353717,-8.49811789241943,1.6644162266180655,11.464392968156767,0.4714874887803159,-19.58570412517781,110.56749832924928,4.547226553798174,14.468629961587709,-0.028864497730542952,0.3266429975359363,,,-0.4880537991773766,5.73811768147978,0.10705903057850619,-0.495925754904151,0.14888924990269667,1.78570763762697,-0.495925754904151,0.6746536040310365,22.0
397030,2025-09-30,-9.0,-9.0,,970.0,66.0,64.0,940.0,30.0,47.0,8.0,904.0,90.0,90.0,35.0,-16.0,에이프릴바이오,14402.400242,-1600.2666935555555,15.931858674778761,411.49714977142855,160.02666935555555,-0.995575221238938,9.278350515463918,3.608247422680412,213.85542168674698,3.1812823934194987,-0.5766999002648457,,,0.030737936914086328,-0.45763499087477283,0.02458840025476782,1.0083923546860298,1.3022912465773264,-0.13410288456863956,1.0083923546860298,0.6689538157406807,23.0
123330,2025-09-30,183.0,184.0,0.0,502.0,153.0,145.0,329.0,173.0,118.0,18.0,349.0,854.0,254.0,148.0,185.0,제닉,1753.1096,9.57983387978142,5.023236676217765,11.845335135135135,2.0528215456674475,52.43553008595988,50.59760956175299,29.482071713147413,-14.702920443101707,-0.06532261203633283,0.11397933275100691,,,1.5218311954301278,2.0698214561515655,2.2970889568756077,-0.7160170216270094,0.024328360357337042,1.962913869485767,-0.7160170216270094,0.6516934876118399,24.0
032640,2025-09-30,3134.0,4619.0,1487.0,195892.0,106428.0,50812.0,56934.0,138958.0,5297.0,21796.0,89464.0,153565.0,153565.0,28026.0,8638.0,LG유플러스,69761.1420165,22.259458205647736,0.7797677503409193,2.4891579967351745,0.4542776154494839,3.5030850397925426,78.39268576562596,14.306862965307415,34.73108477666362,-0.09089382711932503,0.3826545021205065,,,0.15628132496513403,3.7700175915267566,0.9642488657024679,-0.34305114641409806,0.14588033750059073,1.6301825940647863,-0.34305114641409806,0.6418149433433312,25.0
071970,2025-09-30,1033.0,575.0,-456.0,6650.0,2893.0,2863.0,4592.0,2058.0,929.0,36.0,3757.0,3800.0,918.0,1446.0,572.0,HD현대마린엔진,30325.81653,29.357034394966117,8.07181701623636,20.97221060165975,7.980478034210527,27.495342028213997,13.80451127819549,21.74436090225564,328.4403669724771,-0.10520763032363126,-0.0790414842971049,,,0.8258293802848817,-0.18077440663177036,1.6174850480247112,1.8729040246331887,-0.09212455731036809,0.7541800072259409,1.8729040246331887,0.6394029848928668,26.0
042000,2025-09-30,370.0,441.0,85.0,4024.0,1440.0,1291.0,2401.0,1624.0,334.0,245.0,2584.0,3145.0,3135.0,858.0,402.0,카페24,9531.450222,25.760676275675674,3.6886417267801854,11.108916342657341,3.0306677971383147,14.318885448916408,77.9075546719682,21.3220675944334,-21.072319201995015,-0.09795479343979417,0.1984791913203087,,,0.45811612667429474,3.7403426230345915,1.5803949848662906,-0.7640723708168996,0.05026219894025726,1.9262845781917257,-0.7640723708168996,0.6378042366894134,27.0
194480,2025-09-30,202.0,194.0,-8.0,3223.0,1419.0,359.0,1842.0,1381.0,158.0,95.0,1804.0,2862.0,2862.0,335.0,195.0,데브시스터즈,4366.494,21.616306930693067,2.420451219512195,13.034310447761193,1.5256792452830188,11.197339246119734,88.79925535215638,10.394042817251007,0.6269592476489061,-0.08959677295114936,0.27877465366132537,,,0.3710036390629003,4.406576716738532,0.6205854835679775,-0.6003573260318124,0.094588940355088,1.7993886131231367,-0.6003573260318124,0.6375195561849275,28.0
098120,2025-09-30,159.0,180.0,22.0,902.0,152.0,100.0,522.0,380.0,46.0,19.0,750.0,949.0,248.0,151.0,167.0,마이크로컨텍솔,1787.24469,11.240532641509434,2.38299292,11.836057549668874,1.8832926132771337,21.2,27.494456762749447,16.74057649667406,246.0377358490566,-0.06867177161179244,0.2811463253152312,,,0.6501462832508047,0.6566254348226117,1.178002166822476,1.2511989999206652,0.10623727685171938,0.8282579616319641,1.2511989999206652,0.6240378953776065,29.0
008930,2025-09-30,727.0,824.0,97.0,14463.0,5244.0,4738.0,3486.0,10977.0,945.0,51.0,9219.0,13423.0,13423.0,732.0,521.0,한미사이언스,30571.02285,42.050925515818435,3.3160888219980476,41.76369241803279,2.277510455933845,7.8858878403297545,92.80923736430893,5.061190624351794,25.82781456953642,-0.13080761749590278,0.22206737272091992,,,0.278591497508126,4.65186317934718,0.15220054593024138,-0.41022385374978737,0.04562987761250857,1.6942184075951825,-0.41022385374978737,0.6138945433331191,30.0
