ticker,name,strategy,current_price,daily_return,per,rsi,from_52w_high,volume_signal,quality_score,price_score,category,reasoning
018290,브이티,A+B,20100,0.9036144578313252,7.829776408026756,74.29718875502007,-54.729729729729726,0.7114771991066798,80,58,DIP_BUYING,PER 7.8 초저평가 + 고점 대비 55% 급락
041510,에스엠,A+C,108400,-0.27598896044158233,8.147683506237689,44.63007159904535,-29.150326797385624,0.5925731810299364,68,75,DIP_BUYING,PER 8.1 저평가 + 볼린저 하단
419530,SAMG엔터,A+B,38850,1.4360313315926894,11.160304320175438,53.383458646616546,-59.01898734177215,0.5218300176772637,67,58,DIP_BUYING,PER 11.2 저평가 + 고점 대비 59% 급락
200670,휴메딕스,A,42950,1.0588235294117647,8.721979990958408,57.081545064377686,-43.3377308707124,0.6878430116605768,66,56,DIP_BUYING,PER 8.7 저평가 + 고점 대비 43% 조정
462870,시프트업,A,34000,0.7407407407407408,10.430223517169614,44.44444444444444,-50.58139534883721,0.6364398044666026,66,70,DIP_BUYING,PER 10.4 저평가 + 고점 대비 51% 급락
439260,대한조선,A,74600,3.18118948824343,10.728118235162373,59.59183673469388,-31.370745170193192,1.1349859147363315,64,53,DIP_BUYING,PER 10.7 저평가 + 고점 대비 31% 조정
067160,SOOP,A,71000,-1.3888888888888888,8.056549427443239,60.18099547511313,-44.48788115715402,0.5289949779324614,63,50,DIP_BUYING,PER 8.1 저평가 + 고점 대비 44% 조정
259960,크래프톤,A,244000,-0.6109979633401221,9.270285135849965,57.66423357664233,-36.787564766839374,1.0569671579218558,63,60,DIP_BUYING,PER 9.3 저평가 + 고점 대비 37% 조정
257720,실리콘투,A,44900,-2.0719738276990185,16.666375419902913,53.2312925170068,-27.346278317152105,1.1154319339359515,52,54,DIP_BUYING,기술적 저점 매수
037460,삼지전자,A,22000,-0.9009009009009009,3.5300637561455264,77.7666999002991,-3.508771929824561,0.5388152528453296,73,44,NO_ENTRY,60일선 +43% 괴리
402340,SK스퀘어,A+B,569000,4.212454212454213,10.735261881874019,71.83098591549296,-0.17543859649122806,1.384418604865624,71,48,NO_ENTRY,60일선 +55% 괴리
124500,아이티센글로벌,A+B,51200,0.7874015748031495,11.47895441932367,72.69180754226268,-4.83271375464684,0.3627611517165206,71,44,NO_ENTRY,60일선 +73% 괴리
110990,디아이티,A,21450,-1.1520737327188941,11.23005540166205,72.11413748378729,-2.054794520547945,0.8461672095548317,64,44,NO_ENTRY,60일선 +34% 괴리
033100,제룡전기,A,60400,26.75760755508919,16.08904649419569,81.30193905817174,-0.9836065573770493,5.024400807175561,55,54,NO_ENTRY,60일선 +60% 괴리
000660,SK하이닉스,B,900000,-0.7717750826901874,18.34868346103438,67.43648960739031,-0.9900990099009901,0.7906049506456357,52,33,NO_ENTRY,60일선 +38% 괴리
043260,성호전자,B+C,21950,12.046962736089842,999.0,76.55897821187077,0.0,1.2218889386538414,52,48,NO_ENTRY,60일선 +166% 괴리
006910,보성파워텍,B,8140,4.896907216494846,19.134773557894736,75.55555555555556,-0.6105006105006106,0.532917719316698,52,48,NO_ENTRY,60일선 +40% 괴리
090710,휴림로봇,C,14340,-2.1160409556313993,999.0,57.9528349222278,-33.30232558139535,0.25944934105090034,52,47,NO_ENTRY,60일선 +67% 괴리
290650,엘앤씨바이오,C,94300,5.363128491620111,16.61423078652482,86.35514018691589,0.0,1.0301344042751326,52,28,NO_ENTRY,60일선 +51% 괴리 + RSI 86 극과열
319400,현대무벡스,C,34700,0.5797101449275363,143.67094993680297,58.68725868725869,-25.13484358144552,0.297004609632776,49,44,NO_ENTRY,60일선 +82% 괴리
174900,앱클론,C,64300,-2.13089802130898,999.0,60.869565217391305,-5.022156573116692,0.4363701577835879,46,38,NO_ENTRY,60일선 +43% 괴리
056080,유진로봇,C,31300,-4.427480916030534,999.0,63.72549019607843,-13.535911602209943,0.21042255664015613,46,38,NO_ENTRY,60일선 +74% 괴리
140410,메지온,C,153700,-2.0395156150414278,999.0,81.02613746369796,-11.001737116386797,0.6176753938569648,46,30,NO_ENTRY,60일선 +64% 괴리
166090,하나머티리얼즈,C,63300,-2.314814814814815,39.36876616981132,62.628865979381445,-5.381165919282512,0.6580293593859552,46,38,NO_ENTRY,60일선 +33% 괴리
095610,테스,C,68200,-2.987197724039829,31.573606866510538,73.19587628865979,-5.540166204986149,0.549070495877946,46,45,NO_ENTRY,60일선 +45% 괴리
084670,동양고속,B,69900,19.897084048027445,999.0,56.105990783410135,-47.67964071856288,4.221535297448505,44,66,NO_ENTRY,60일선 +44% 괴리
058610,에스피지,C,155600,-0.4478566858605247,263.4196348091603,75.63318777292577,-1.5812776723592663,0.2337188552748882,44,44,NO_ENTRY,60일선 +94% 괴리
099320,쎄트렉아이,C,214000,0.4694835680751174,377.99572451612903,84.76040848389631,0.0,0.7712918166852266,44,24,NO_ENTRY,60일선 +140% 괴리
397030,에이프릴바이오,C,61700,-1.5948963317384368,72.01200121,77.18446601941747,-1.5948963317384368,0.5543912855273606,44,44,NO_ENTRY,60일선 +32% 괴리
032820,우리기술,C,9480,3.380588876772083,999.0,80.50420168067227,0.0,0.9224011110910242,44,28,NO_ENTRY,60일선 +94% 괴리
323280,태성,C,75900,1.742627345844504,386.30544699999996,96.20733249051833,0.0,0.7622480450031538,44,24,NO_ENTRY,60일선 +62% 괴리 + RSI 96 극과열
098460,고영,C,33800,3.840245775729647,110.5014628095238,71.484375,-0.14771048744460857,0.574033920003165,44,44,NO_ENTRY,60일선 +32% 괴리
277810,레인보우로보틱스,C,757000,0.13227513227513227,6993.186907619048,74.38524590163934,-0.39473684210526316,0.32763140646209427,44,44,NO_ENTRY,60일선 +57% 괴리
347700,스피어,C,28550,0.0,999.0,89.20415224913495,0.0,0.5007548879598838,44,24,NO_ENTRY,60일선 +99% 괴리 + RSI 89 극과열
281740,레이크머티리얼즈,C,27550,7.4074074074074066,86.23221892380953,86.10957387935805,0.0,0.9867443267374879,44,24,NO_ENTRY,60일선 +70% 괴리 + RSI 86 극과열
160980,싸이맥스,A,18400,-0.05431830526887561,7.362859750915751,82.88854003139717,-6.170321264660887,0.4843982070710545,78,28,STRONG_MOMENTUM,52주 고점 근접 + 정배열 확산
271560,오리온,A,122000,3.389830508474576,8.973782519069767,72.1311475409836,-3.8613081166272654,0.9573786591835366,67,50,STRONG_MOMENTUM,52주 신고가 돌파 + 정배열 확산
282330,BGF리테일,B,123300,1.0655737704918031,11.275691057142858,71.38364779874215,-5.007704160246533,0.8633979690091568,62,51,STRONG_MOMENTUM,52주 고점 근접 + 정배열 확산
001060,JW중외제약,A,35350,6.475903614457831,13.107605501592356,75.5952380952381,0.0,1.5964075285731971,60,71,STRONG_MOMENTUM,52주 신고가 돌파 + 거래량 1.6배
204620,글로벌텍스프리,A+B,5180,5.070993914807302,15.232956041841003,83.87096774193549,-32.46414602346806,3.0439645921958505,59,60,STRONG_MOMENTUM,거래량 3.0배 폭발
119850,지엔씨에너지,A+B,39850,9.77961432506887,16.184914164197533,62.82051282051282,-9.328782707622297,2.752547986309238,56,58,STRONG_MOMENTUM,52주 고점 근접 + 거래량 2.8배 폭발
383220,F&F,A+B,72500,2.2566995768688294,7.894437002558272,70.05988023952096,-12.333736396614269,0.9609942266552718,72,51,WAIT_OBSERVE,RSI 70 중립~과열 + 고점권 부담
250060,모비스,A,4420,-1.1185682326621924,10.230014955395683,50.82793376529877,-42.74611398963731,0.4068554306573395,64,56,WAIT_OBSERVE,단기 과열 해소 대기
