날짜,returns
2015-01-05,0.014519175136185503
2015-01-06,-0.004444061851010983
2015-01-07,0.004950281020319913
2015-01-08,0.006657488868334394
2015-01-09,0.010630682607348563
2015-01-12,0.0010677435723951412
2015-01-13,-0.006294023845479502
2015-01-14,0.003953367269944774
2015-01-15,0.015751198805957545
2015-01-16,-0.010098273184864115
2015-01-19,-0.0025055796521665785
2015-01-20,0.00708179419525079
2015-01-21,0.004317707842089291
2015-01-22,-0.013700917220581643
2015-01-23,0.023793906051629232
2015-01-26,-0.0010540565677025215
2015-01-27,-0.0068068730797479216
2015-01-28,0.013009197054442811
2015-01-29,-0.0034650105903885065
2015-01-30,-0.0034461055911515492
2015-02-02,-0.0046797188027374315
2015-02-03,0.00818640453528885
2015-02-04,0.00043333814820156746
2015-02-05,0.00491935151190126
2015-02-06,0.008230621606921007
2015-02-09,-0.019329621448856305
2015-02-10,0.0012974341941376366
2015-02-11,0.016481978666721853
2015-02-12,-0.0003977197401564547
2015-02-13,0.016006937359722473
2015-02-16,0.00856520298426533
2015-02-17,-0.002060890862388143
2015-02-23,0.017029979548061958
2015-02-24,0.005405034235153483
2015-02-25,-0.012508171289746683
2015-02-26,-0.0036458487713786347
2015-02-27,0.01306995101247499
2015-03-02,-0.009485121378230321
2015-03-03,0.0069670227589411216
2015-03-04,0.007321190233178898
2015-03-05,-0.00152958827770322
2015-03-06,0.01597306922964359
2015-03-09,-0.012687040202839062
2015-03-10,-0.0164589838620246
2015-03-11,-0.007022124637767191
2015-03-12,0.014621659578282653
2015-03-13,0.011780066164705172
2015-03-16,0.002697274588374432
2015-03-17,-0.00011611592239602064
2015-03-18,-0.01761296004180657
2015-03-19,0.009900209825342676
2015-03-20,0.014202383971595234
2015-03-23,-0.0022986515859735324
2015-03-24,-0.0014749120354750067
2015-03-25,0.024009963121005784
2015-03-26,-0.02237222939784478
2015-03-27,-0.00099328807282828
2015-03-30,0.008755417837112534
2015-03-31,0.004899521531100293
2015-04-01,-0.005304155715537218
2015-04-02,-0.00042123402422100664
2015-04-03,0.011617549875013289
2015-04-06,0.0030106793910475993
2015-04-07,0.0048989069490852355
2015-04-08,-0.0011553526643557355
2015-04-09,0.014162387857586056
2015-04-10,0.004432328177738087
2015-04-13,0.018666568194826594
2015-04-14,0.0002809396070468928
2015-04-15,0.013399773499433776
2015-04-16,0.0028698124340658104
2015-04-17,0.012114998885669692
2015-04-20,5.284760512291875e-05
2015-04-21,0.00755680817333082
2015-04-22,-0.013286945575971654
2015-04-23,-0.01778025833200436
2015-04-24,-0.006701481902391171
2015-04-27,0.009643324131919373
2015-04-28,0.00016188506160608185
2015-04-29,-0.002832530033810343
2015-04-30,-0.004265372927055866
2015-05-04,-0.016835718166998914
2015-05-06,-0.018763644402685964
2015-05-07,0.010805076790206813
2015-05-08,0.010801021592756088
2015-05-11,0.013193921240743034
2015-05-12,-0.014291673467907162
2015-05-13,0.007497838046698346
2015-05-14,0.014884077689406805
2015-05-15,0.013559108535850184
2015-05-18,0.0044651575676875055
2015-05-19,0.0025629015580674874
2015-05-20,0.015144169318512146
2015-05-21,0.001076753414784637
2015-05-22,-0.007060762458255487
2015-05-26,-0.011662342427339767
2015-05-27,-0.014628411822938725
2015-05-28,0.013526968721127464
2015-05-29,-0.00011505544787560051
2015-06-01,0.008311499787565513
2015-06-02,-0.018092437343633527
2015-06-03,-0.015716916694977323
2015-06-04,0.01964649033570698
2015-06-05,0.012693859735076973
2015-06-08,0.015323176524401072
2015-06-09,0.004115190684941039
2015-06-10,-0.011604731624403675
2015-06-11,-0.0008554767973741884
2015-06-12,-0.00244631218438196
2015-06-15,-0.007243076599695142
2015-06-16,0.00553149067939418
2015-06-17,0.022662268157012777
2015-06-18,0.014653271677490975
2015-06-19,0.004379845944414651
2015-06-22,0.004689065301758832
2015-06-23,0.0016087947446037365
2015-06-24,0.009009838040423102
2015-06-25,0.010023795113296208
2015-06-26,-0.004555827354664976
2015-06-29,-0.020417755861033893
2015-06-30,0.009722958810010729
2015-07-01,0.03145582178647066
2015-07-02,0.011663527833234877
2015-07-03,-9.587574503433505e-05
2015-07-06,-0.020679184978026455
2015-07-07,-0.03848664349472086
2015-07-08,-0.004887776316347736
2015-07-09,0.004297811015698816
2015-07-10,0.005807782768546099
2015-07-13,0.02490355149970025
2015-07-14,0.006721194000345987
2015-07-15,0.009204486880538099
2015-07-16,0.013603787657683997
2015-07-17,-0.00017596339961289953
2015-07-20,0.013991552270327334
2015-07-21,-0.0047257264127871235
2015-07-22,-0.007435356786150149
2015-07-23,-5.590339892680429e-05
2015-07-24,0.0008465845106981895
2015-07-27,-0.03723416989187256
2015-07-28,-0.005155450936186856
2015-07-29,-0.024077915802277916
2015-07-30,-0.02736112415376868
2015-07-31,0.02110030544535335
2015-08-03,-0.02037202585614073
2015-08-04,0.026218345822438094
2015-08-05,0.01681857824443811
2015-08-06,0.012218195272491794
2015-08-07,0.004909698107564919
2015-08-10,-0.003108337122308069
2015-08-11,-0.02321107232002917
2015-08-12,-0.015400288649291216
2015-08-13,0.01747775401807261
2015-08-17,-0.009626873893036514
2015-08-18,-0.029187024566387554
2015-08-19,-0.04133761105626843
2015-08-20,-0.02238751080300838
2015-08-21,-0.03732683789299451
2015-08-24,-0.022586506711474996
2015-08-25,0.05906046976511736
2015-08-26,0.030747742051170812
2015-08-27,0.004797787890163718
2015-08-28,0.019892291850812205
2015-08-31,-0.0035113112469176144
2015-09-01,-0.025741722032439407
2015-09-02,0.00492361494570237
2015-09-03,-0.004789596593250622
2015-09-04,-0.047730786219081334
2015-09-07,0.0002415809054452378
2015-09-08,-0.018606897884262286
2015-09-09,0.04165025988344628
2015-09-10,0.011756367244719401
2015-09-11,0.007621965458298741
2015-09-14,-0.014164542294322069
2015-09-15,0.005171749085540744
2015-09-16,0.01501445316519634
2015-09-17,-0.009299367753589749
2015-09-18,0.03335100890290521
2015-09-21,-0.006463926250022567
2015-09-22,0.002691192461036662
2015-09-23,-0.023116477041669192
2015-09-24,0.003459791487432806
2015-09-25,-0.0066375964525734465
