종목코드,종목명,시가총액,PER,PBR,성장주_점수,rebalance_date
042000,카페24,7360.801889,70.58,4.02,0.6659259259259259,20240930
241710,코스메카코리아,9804.24,43.92,5.78,0.6638518518518518,20240930
145020,휴젤,30186.659035,29.15,3.5,0.6531851851851851,20240930
025320,시노펙스,6236.0544384,41.33,4.6,0.6432592592592593,20240930
183300,코미코,6014.8933,18.57,2.84,0.6382222222222222,20240930
067160,SOOP,11529.251301,14.59,3.69,0.630962962962963,20240930
340570,티앤엘,5990.336,21.68,4.59,0.6234074074074074,20240930
204270,제이앤티씨,12090.329394,67.2,3.36,0.6176296296296296,20240930
214450,파마리서치,20164.420904,25.45,4.54,0.6042962962962963,20240930
195940,HK이노엔,13839.1517535,29.32,1.15,0.5934814814814815,20240930
357780,솔브레인,17268.41652,13.19,1.93,0.5906666666666667,20240930
352480,씨앤씨인터내셔널,9413.10454,29.92,5.44,0.5857777777777777,20240930
237880,클리오,5611.1551065,19.9,2.54,0.5745185185185185,20240930
