date,ticker,foreign,inst,fwd20
20260306,037460,-0.438393,0.5950155,0.36190476190476195
20260306,161390,77.886629,-166.402815,-0.12310286677908933
20260306,095610,-19.9642375,59.074933,-0.22308690012970167
20260306,036170,-1.3109057,,0.16666666666666674
20260306,309960,2.801282,,-0.16507936507936505
20260306,031330,1.78578352,-2.67578541,0.045174537987679564
20260312,089970,6.004146,-9.01472025,-0.005056890012642201
20260312,000660,-5260.43569,-3410.17595,-0.01505376344086018
20260312,187870,-0.6935888,-0.0826483,0.13661202185792343
20260312,006910,-171.3179795,-0.0327923,-0.21447253705318226
20260312,037460,-22.99945325,-6.31230375,0.16304347826086962
20260312,095610,20.7414845,-72.63951,-0.034055727554179516
20260312,161390,-46.5117515,8.606861,-0.07465277777777779
20260312,036170,6.43608774,,-0.25096153846153846
20260312,031330,0.84660291,-4.56271064,0.03600000000000003
20260312,267250,-53.69911,29.3630575,-0.1446654611211573
20260324,000660,-2843.08794,5177.463065,0.15212981744421916
20260324,006910,-3.95475925,-0.2966093,-0.06976744186046513
20260324,031330,5.12582515,0.4522623,0.26923076923076916
20260324,089970,-7.42680625,30.5386695,0.06496272630457933
20260324,037460,-2.21075375,1.022991,0.2987012987012987
20260324,007810,-29.204814,100.7288905,0.3328220858895705
20260324,017960,112.32457225,-105.62766925,0.09188034188034178
20260324,327260,-9.1443455,-6.866915,0.564516129032258
20260324,265740,-3.4269784,-0.27806,-0.1785714285714286
20260324,005930,-11672.45848,-396.052465,0.11228255139694254
20260403,000660,3655.56898,587.25617,0.39840182648401834
20260403,006910,25.5540914,0.1290305,0.2211934156378601
20260403,037460,-12.77904175,3.477138,0.22552447552447563
20260403,089970,-12.65039525,12.9092485,0.37756332931242453
20260403,031330,-1.6604077,2.43046885,0.3889980353634577
20260403,019180,-0.68603845,0.0043559,-0.01072386058981234
20260403,007810,20.0394675,-108.7246815,0.3411764705882352
20260403,265740,1.20780845,-0.56056255,-0.06839945280437754
20260403,017960,15.9287305,118.1161735,0.14444444444444438
20260403,327260,5.8770265,7.3622065,0.17146596858638752
20260407,000660,5323.523695,-1247.43707,0.41048034934497823
20260407,006910,17.01954905,-0.0447425,0.3529411764705883
20260407,017960,-57.73004325,-23.45881775,0.20843091334894615
20260407,037460,0.07635325,2.449321,0.2691588785046728
20260407,089970,19.8423105,-22.56099475,0.42058449809402787
20260407,100840,-40.160643,-1.477387,0.13412228796844183
20260407,000880,46.183596,-16.4196015,0.1411255411255412
20260407,265740,4.3259314,-4.8162531,-0.00694444444444442
20260407,031330,2.26270615,-2.7889522,0.4131274131274132
20260407,005960,1.9796355,0.1477483,0.18022528160200246
