ma_w,cd,V_b,Q_b,G_b,M_b,V_d,Q_d,G_d,M_d,gs1_b,gs2_b,gs1_d,gs2_d,g_rev_b,g_rev_d,mom_b,mom_d,eb,xb,sb,ed,xd,sd,sl,ts,ts_cd,cal_78,cagr_78,mdd_78,wf_min,wf_mean,wf_cv,wf_2018,wf_2020,wf_2022,wf_2024,score
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.15,-0.15,3,1.273,57.11,44.85,0.51,1.39275,0.3667016262598136,0.51,1.634,1.705,1.722,0.51
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.1,1,1.118,56.36,50.4,0.507,1.34125,0.36145590344807926,0.507,1.53,1.654,1.674,0.507
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.1,-0.15,3,1.309,58.71,44.85,0.506,1.56125,0.4051000160564791,0.506,2.188,1.806,1.745,0.506
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.1,-0.15,1,1.394,62.54,44.85,0.502,1.6025,0.4256226508086982,0.502,2.374,1.781,1.753,0.502
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.1,2,1.174,56.05,47.76,0.501,1.25,0.3732932359419334,0.501,1.377,1.785,1.337,0.501
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.15,-0.15,1,1.296,58.13,44.85,0.5,1.5174999999999998,0.4063236240962084,0.5,2.162,1.72,1.688,0.5
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.05,-0.1,1,1.231,61.58,50.01,0.495,1.31475,0.3604013863845173,0.495,1.553,1.617,1.594,0.495
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.15,1,1.296,59.17,45.66,0.477,1.55375,0.4398156141673523,0.477,2.376,1.687,1.675,0.477
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.15,-0.1,5,0.808,42.81,52.95,0.476,0.93925,0.3415076993225324,0.476,1.352,1.077,0.852,0.476
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.1,5,0.757,40.09,52.95,0.476,0.93925,0.3415076993225324,0.476,1.352,1.077,0.852,0.476
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.05,-0.1,2,1.429,66.24,46.35,0.464,1.393,0.38538393907864266,0.464,1.666,1.726,1.716,0.464
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.15,-0.1,3,1.16,52.17,44.98,0.442,1.2345,0.38389980421425424,0.442,1.601,1.598,1.297,0.442
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.1,3,1.153,51.85,44.98,0.442,1.2345,0.38389980421425424,0.442,1.601,1.598,1.297,0.442
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.1,-0.1,3,1.283,59.57,46.44,0.414,1.32575,0.413785789297089,0.414,1.652,1.836,1.401,0.414
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.1,-0.1,5,1.052,55.22,52.5,0.373,1.0642500000000001,0.41914628784182434,0.373,1.348,1.546,0.99,0.373
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.05,-0.1,3,1.451,64.24,44.29,0.349,1.34675,0.4380386444416392,0.349,1.49,1.7,1.848,0.349
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.1,3,1.161,53.92,46.44,0.311,1.1,0.4615989100063044,0.311,1.063,1.695,1.331,0.311
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.05,-0.1,5,1.357,64.09,47.21,0.287,0.8975,0.4031398095821604,0.287,0.975,1.126,1.202,0.287
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.1,5,0.975,51.81,53.14,0.25,0.7172499999999999,0.4538325890982104,0.25,0.611,1.126,0.882,0.25
