V,Q,G,M,mom,gs,E,X,S,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
25,5,25,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.102,62.34,56.57,2.307,93.34,40.45,1.7045
30,0,30,40,6m,2f_rev_accel_opm_0.5,5,8,5,0.894,54.04,60.43,2.514,83.9,33.38,1.704
25,0,30,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.234,61.75,50.03,2.171,87.11,40.13,1.7025
30,5,5,60,6m,2f_rev_oca_0.7,3,4,5,0.943,61.92,65.63,2.461,104.24,42.36,1.702
25,10,10,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.235,62.82,50.88,2.168,90.22,41.62,1.7015000000000002
35,5,5,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.105,67.11,60.76,2.297,99.27,43.22,1.701
30,5,15,50,6m,2f_rev_oca_0.7,5,8,5,1.027,59.3,57.72,2.375,92.31,38.86,1.701
20,0,30,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.08,65.09,60.27,2.32,96.16,41.44,1.7
25,10,15,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.182,69.69,58.95,2.217,107.2,48.34,1.6995
20,0,30,50,6m,2f_rev_oca_0.7,3,6,7,1.056,68.28,64.64,2.343,102.48,43.75,1.6995
35,0,15,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.937,65.07,69.44,2.461,103.95,42.23,1.6989999999999998
20,5,15,60,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.384,65.62,47.43,2.012,95.43,47.43,1.698
35,10,15,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.231,67.94,55.2,2.164,101.23,46.78,1.6975000000000002
20,15,20,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.104,59.27,53.69,2.291,83.41,36.41,1.6975
20,15,10,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.08,63.24,58.54,2.302,97.45,42.32,1.691
30,10,5,55,6m,2f_rev_oca_0.7,5,8,5,1.273,61.31,48.15,2.109,90.27,42.8,1.6909999999999998
25,15,5,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.035,60.36,58.32,2.346,90.98,38.79,1.6905000000000001
35,5,0,60,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.181,66.95,56.7,2.199,105.14,47.81,1.69
25,10,20,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.071,63.1,58.94,2.309,94.92,41.11,1.69
35,5,0,60,6m-1m,2f_rev_oca_0.7,3,4,5,1.181,66.95,56.7,2.199,105.14,47.81,1.69
40,0,5,55,6m,2f_rev_oca_0.7,3,4,5,1.121,68.74,61.31,2.258,105.5,46.72,1.6895
20,10,25,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.404,67.02,47.72,1.97,83.84,42.55,1.6869999999999998
20,0,30,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.947,61.08,64.52,2.426,92.21,38.0,1.6865
20,10,15,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.041,66.86,64.23,2.331,109.94,47.17,1.686
35,5,0,60,6m,2f_rev_accel_opm_0.5,3,4,5,1.303,67.74,52.01,2.067,100.96,48.84,1.685
35,5,0,60,6m,2f_rev_oca_0.7,3,4,5,1.303,67.74,52.01,2.067,100.96,48.84,1.685
20,15,10,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.182,64.02,54.18,2.182,94.64,43.38,1.682
20,5,15,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.9,63.11,70.1,2.464,113.63,46.12,1.682
35,5,15,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.098,64.94,59.15,2.265,92.34,40.77,1.6815000000000002
30,10,25,35,6m,2f_rev_oca_0.7,3,6,7,1.544,83.76,54.23,1.819,79.7,43.8,1.6815
25,15,0,60,6m,2f_rev_accel_opm_0.5,3,4,5,1.005,60.24,59.94,2.357,98.47,41.77,1.681
25,15,0,60,6m,2f_rev_oca_0.7,3,4,5,1.005,60.24,59.94,2.357,98.47,41.77,1.681
20,0,30,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.212,60.11,49.61,2.148,85.29,39.71,1.6800000000000002
20,10,20,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.083,64.44,59.49,2.277,94.63,41.56,1.6800000000000002
35,0,10,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.835,58.57,70.15,2.524,102.1,40.45,1.6795
40,5,10,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.208,64.35,53.29,2.151,94.12,43.75,1.6795
25,10,5,60,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.054,63.03,59.78,2.304,103.05,44.73,1.6789999999999998
25,5,10,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.198,63.23,52.78,2.158,94.59,43.83,1.678
25,5,20,50,6m,2f_rev_oca_0.7,3,6,7,1.076,64.83,60.26,2.28,99.89,43.81,1.678
25,5,15,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.895,64.09,71.61,2.46,114.82,46.67,1.6775
30,15,10,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.13,65.82,58.26,2.224,93.39,41.98,1.677
30,10,5,55,6m,2f_rev_oca_0.7,3,6,7,1.167,66.9,57.35,2.187,100.11,45.78,1.677
20,0,20,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.947,59.02,62.29,2.407,97.59,40.55,1.677
25,15,25,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.071,59.36,55.4,2.282,81.62,35.76,1.6764999999999999
20,15,25,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.087,59.36,54.63,2.265,85.3,37.66,1.6760000000000002
20,15,30,35,6m-1m,2f_rev_oca_0.7,3,6,7,1.831,82.86,45.25,1.521,68.84,45.25,1.676
40,0,5,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.173,70.0,59.69,2.175,103.15,47.42,1.674
20,15,20,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.954,57.7,60.46,2.394,86.81,36.26,1.674
40,15,5,40,6m,2f_rev_oca_0.7,3,4,5,1.813,94.69,52.22,1.527,79.76,52.22,1.67
25,15,5,55,6m,2f_rev_oca_0.7,3,6,7,1.102,61.3,55.63,2.237,95.03,42.48,1.6695000000000002
20,5,30,45,6m,2f_rev_oca_0.7,5,8,5,1.373,61.32,44.66,1.966,83.3,42.36,1.6695
25,0,15,60,6m,2f_rev_oca_0.7,3,4,5,0.767,54.44,70.99,2.569,106.53,41.46,1.668
30,0,25,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.976,61.81,63.35,2.36,92.46,39.19,1.668
30,5,30,35,6m,2f_rev_oca_0.7,3,6,7,1.592,81.45,51.17,1.742,79.84,45.82,1.667
35,0,10,55,6m,2f_rev_oca_0.7,5,8,5,1.124,59.48,52.92,2.209,86.99,39.38,1.6665
20,15,30,35,6m,2f_rev_oca_0.7,3,6,7,1.696,83.3,49.12,1.635,80.31,49.12,1.6655
25,10,20,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.277,68.34,53.51,2.053,92.38,44.99,1.665
35,15,10,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.492,69.88,46.84,1.834,85.92,46.84,1.663
20,10,25,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.265,63.92,50.51,2.058,87.63,42.59,1.6614999999999998
40,10,15,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.37,65.21,47.61,1.952,85.94,44.03,1.661
30,10,30,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.021,55.08,53.96,2.299,79.14,34.43,1.66
25,10,20,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.198,66.05,55.13,2.12,92.85,43.8,1.659
40,5,5,50,6m,2f_rev_oca_0.7,3,4,5,1.102,65.0,58.97,2.215,106.58,48.12,1.6585
30,5,20,45,6m,2f_rev_accel_opm_0.5,5,8,5,0.952,57.56,60.48,2.361,89.78,38.03,1.6565
20,15,15,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.183,62.67,52.99,2.125,95.21,44.81,1.654
30,10,5,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.179,64.64,54.83,2.127,94.75,44.55,1.653
20,10,10,60,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.84,59.44,70.75,2.465,104.67,42.47,1.6524999999999999
40,10,20,30,6m,2f_rev_oca_0.7,5,8,5,1.722,80.19,46.56,1.582,73.64,46.56,1.6520000000000001
25,10,15,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.056,60.08,56.89,2.248,92.95,41.35,1.6520000000000001
40,10,20,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.254,64.68,51.57,2.048,82.48,40.28,1.651
35,15,15,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.766,89.73,50.81,1.534,77.93,50.81,1.65
35,10,10,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.277,69.4,54.34,2.022,93.62,46.31,1.6494999999999997
20,15,30,35,6m-1m,2f_rev_oca_0.7,5,8,5,1.753,81.08,46.24,1.543,71.35,46.24,1.648
20,15,15,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.924,59.09,63.97,2.37,99.14,41.83,1.647
30,0,25,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.955,59.89,62.73,2.338,99.69,42.64,1.6465
35,0,30,35,6m-1m,2f_rev_oca_0.7,3,4,5,1.725,87.59,50.76,1.568,75.47,48.13,1.6465
20,5,30,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.951,55.64,58.51,2.337,80.83,34.59,1.6440000000000001
30,5,25,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.076,58.76,54.62,2.212,84.1,38.01,1.6440000000000001
30,0,10,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.716,53.89,75.23,2.57,105.42,41.01,1.6429999999999998
20,15,20,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.898,57.3,63.82,2.386,92.25,38.66,1.6420000000000001
35,10,5,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.356,69.23,51.06,1.924,98.25,51.06,1.6400000000000001
20,10,25,45,6m,2f_rev_oca_0.7,5,8,5,1.464,62.31,42.55,1.814,77.2,42.55,1.639
30,10,10,50,6m,2f_rev_oca_0.7,5,8,5,1.135,61.17,53.91,2.143,91.73,42.8,1.6389999999999998
20,5,25,50,6m,2f_rev_oca_0.7,3,6,7,0.981,63.95,65.2,2.296,99.4,43.3,1.6384999999999998
20,10,20,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.14,64.44,56.53,2.135,95.47,44.71,1.6374999999999997
40,0,25,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.191,63.99,53.72,2.082,94.69,45.48,1.6364999999999998
30,10,15,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.071,61.67,57.6,2.198,94.08,42.8,1.6345
20,15,25,40,6m-1m,2f_rev_oca_0.7,3,4,5,1.724,92.14,53.45,1.543,82.5,53.45,1.6335
30,15,20,35,6m,2f_rev_oca_0.7,5,8,5,1.786,85.25,47.73,1.48,70.63,47.73,1.633
20,15,20,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.015,58.04,57.16,2.248,84.29,37.49,1.6315
30,10,20,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.032,63.17,61.19,2.23,92.93,41.68,1.631
40,5,5,50,6m,2f_rev_oca_0.7,3,6,7,1.048,66.62,63.56,2.209,105.98,47.98,1.6285
35,15,0,50,6m,2f_rev_oca_0.7,5,8,5,1.617,80.97,50.09,1.638,82.03,50.09,1.6275
35,15,0,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.617,80.97,50.09,1.638,82.03,50.09,1.6275
40,5,25,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.16,60.33,52.01,2.094,84.15,40.2,1.6269999999999998
35,0,15,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.983,57.16,58.12,2.269,84.53,37.25,1.6260000000000001
35,10,20,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.34,69.24,51.66,1.912,93.0,48.65,1.626
35,5,20,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.123,63.25,56.33,2.128,98.39,46.24,1.6255000000000002
35,5,20,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.129,59.7,52.9,2.122,84.49,39.82,1.6255
35,5,25,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.304,68.09,52.21,1.944,93.28,47.98,1.624
20,5,15,60,6m,2f_rev_oca_0.7,3,6,7,0.92,60.48,65.74,2.326,100.71,43.3,1.623
40,5,5,50,6m,2f_rev_oca_0.7,5,8,5,1.27,61.81,48.67,1.975,86.49,43.79,1.6225
20,10,20,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.089,58.32,53.56,2.151,83.78,38.95,1.6199999999999999
25,5,10,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.877,61.36,70.0,2.359,105.69,44.81,1.6179999999999999
25,10,5,60,6m,2f_rev_oca_0.7,3,6,7,0.972,59.05,60.75,2.264,94.26,41.63,1.6179999999999999
35,15,15,35,6m,2f_rev_oca_0.7,3,4,5,1.881,98.39,52.32,1.353,70.79,52.32,1.617
40,0,20,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.051,62.07,59.03,2.182,92.71,42.49,1.6164999999999998
20,10,15,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.907,61.99,68.35,2.325,104.21,44.82,1.616
30,5,25,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.932,54.81,58.81,2.296,80.96,35.26,1.6139999999999999
35,0,5,60,6m-1m,2f_rev_oca_0.7,3,4,5,1.172,66.11,56.41,2.054,107.33,52.24,1.613
35,5,25,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.073,59.57,55.51,2.152,82.75,38.45,1.6125
25,10,25,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.245,62.62,50.3,1.978,84.4,42.68,1.6115
25,15,25,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.326,65.0,49.03,1.896,81.91,43.19,1.611
30,5,5,60,6m,2f_rev_accel_opm_0.5,5,8,5,0.991,56.7,57.21,2.227,92.57,41.56,1.609
30,0,20,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.978,56.94,58.25,2.24,87.7,39.15,1.609
25,5,30,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.096,57.97,52.88,2.122,80.25,37.81,1.609
35,0,10,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.035,65.13,62.92,2.182,101.39,46.47,1.6084999999999998
40,5,25,30,6m,2f_rev_oca_0.7,5,8,5,1.663,79.47,47.79,1.547,73.92,47.79,1.605
25,15,15,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.27,60.02,47.27,1.937,83.4,43.05,1.6035
20,0,20,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.957,61.84,64.65,2.249,103.15,45.86,1.603
30,10,25,35,6m-1m,2f_rev_oca_0.7,3,4,5,1.76,91.8,52.15,1.442,75.19,52.15,1.601
30,0,20,50,6m,2f_rev_oca_0.7,5,8,5,1.134,60.89,53.7,2.065,91.1,44.12,1.5995
40,0,25,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.12,60.72,54.23,2.077,86.95,41.86,1.5985
35,10,5,50,6m,2f_rev_oca_0.7,3,4,5,1.105,64.41,58.3,2.091,97.89,46.81,1.598
40,0,30,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.099,63.44,57.71,2.095,93.58,44.67,1.597
40,0,25,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.241,64.7,52.12,1.953,95.38,48.84,1.597
40,10,0,50,6m,2f_rev_oca_0.7,3,6,7,1.112,64.7,58.16,2.078,98.39,47.35,1.595
40,10,0,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.112,64.7,58.16,2.078,98.39,47.35,1.595
30,5,30,35,6m-1m,2f_rev_oca_0.7,3,4,5,1.606,82.03,51.07,1.582,77.09,48.72,1.594
40,5,10,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.22,58.45,47.93,1.968,82.62,41.97,1.5939999999999999
40,5,15,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.22,65.89,54.01,1.968,91.08,46.27,1.5939999999999999
25,10,25,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.007,56.71,56.3,2.179,81.68,37.48,1.593
25,10,25,40,6m,2f_rev_accel_opm_0.5,3,6,7,0.907,54.49,60.08,2.277,81.71,35.88,1.592
25,0,25,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.115,62.64,56.17,2.069,92.9,44.9,1.592
30,10,15,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.131,65.17,57.61,2.051,88.98,43.39,1.5910000000000002
30,15,10,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.104,60.69,54.98,2.078,83.7,40.29,1.591
25,10,30,35,6m,2f_rev_oca_0.7,5,8,5,1.717,85.91,50.03,1.464,73.25,50.03,1.5905
25,5,20,50,6m,2f_rev_oca_0.7,3,4,5,0.906,60.29,66.54,2.274,99.96,43.96,1.59
35,15,15,35,6m,2f_rev_oca_0.7,5,8,5,1.724,85.63,49.66,1.455,72.27,49.66,1.5895000000000001
30,0,30,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.971,57.05,58.78,2.208,83.11,37.63,1.5895000000000001
30,15,20,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.229,59.26,48.24,1.947,78.07,40.1,1.588
25,15,20,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.057,56.68,53.61,2.119,79.23,37.4,1.588
35,5,5,55,6m,2f_rev_oca_0.7,3,4,5,1.018,61.43,60.31,2.157,99.63,46.18,1.5875
30,0,25,45,6m,2f_rev_oca_0.7,3,4,5,1.1,63.02,57.27,2.074,93.65,45.15,1.587
35,5,20,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.911,56.44,61.97,2.262,85.62,37.86,1.5865
25,0,25,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.049,57.16,54.5,2.124,83.98,39.53,1.5865
35,0,5,60,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.948,60.59,63.92,2.217,101.84,45.95,1.5825
30,15,25,30,6m,2f_rev_oca_0.7,3,6,7,1.702,87.43,51.37,1.462,72.1,49.31,1.5819999999999999
20,10,15,55,6m,2f_rev_oca_0.7,3,4,5,1.098,62.63,57.02,2.065,96.9,46.92,1.5815000000000001
30,0,25,45,6m,2f_rev_accel_opm_0.5,5,8,5,0.925,56.09,60.61,2.237,87.81,39.26,1.581
30,10,10,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.172,60.65,51.73,1.99,85.27,42.85,1.581
20,15,20,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.067,59.02,55.29,2.09,88.04,42.12,1.5785
20,10,30,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.102,57.12,51.82,2.054,78.88,38.41,1.5779999999999998
25,15,20,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.063,57.93,54.47,2.092,82.3,39.35,1.5775000000000001
30,0,30,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.079,58.94,54.65,2.076,80.06,38.56,1.5775000000000001
35,5,10,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.0,59.55,59.53,2.152,88.78,41.26,1.576
35,10,25,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.15,58.7,51.04,2.001,80.86,40.4,1.5755
20,0,30,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.952,56.92,59.81,2.194,84.7,38.6,1.573
25,15,25,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.054,53.57,50.83,2.089,72.9,34.9,1.5715
20,5,20,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.05,56.8,54.11,2.09,83.45,39.92,1.5699999999999998
25,15,30,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.068,57.27,53.63,2.07,75.59,36.52,1.569
20,0,30,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.956,56.86,59.47,2.182,82.31,37.72,1.569
35,15,20,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.681,89.14,53.02,1.455,77.16,53.02,1.568
20,5,15,60,6m,2f_rev_oca_0.7,3,4,5,0.87,58.07,66.72,2.262,102.59,45.36,1.566
30,5,20,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.088,59.59,54.76,2.041,85.51,41.89,1.5645
25,15,5,55,6m,2f_rev_oca_0.7,3,4,5,1.071,57.53,53.71,2.055,90.37,43.98,1.5630000000000002
35,10,0,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.066,62.95,59.03,2.057,99.2,48.24,1.5615
35,10,0,55,6m,2f_rev_oca_0.7,3,6,7,1.066,62.95,59.03,2.057,99.2,48.24,1.5615
20,5,30,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.207,57.26,47.44,1.916,75.11,39.19,1.5615
25,0,30,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.022,54.1,52.95,2.1,75.31,35.86,1.561
40,0,10,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.112,64.12,57.68,2.008,93.4,46.51,1.56
20,0,25,55,6m,2f_rev_accel_opm_0.5,5,8,5,0.862,54.75,63.52,2.257,87.63,38.83,1.5595
30,0,25,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.091,60.29,55.29,2.027,86.7,42.77,1.5590000000000002
30,10,30,30,6m-1m,2f_rev_oca_0.7,3,4,5,1.703,85.65,50.29,1.413,71.08,50.29,1.558
25,0,30,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.077,61.76,57.33,2.032,87.42,43.03,1.5545
35,10,5,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.083,55.65,51.39,2.02,80.34,39.78,1.5514999999999999
30,10,15,45,6m,2f_rev_oca_0.7,3,4,5,1.306,68.37,52.36,1.796,92.8,51.68,1.5510000000000002
30,5,25,40,6m,2f_rev_accel_opm_0.5,5,8,5,0.875,52.92,60.45,2.227,81.51,36.61,1.551
35,5,15,45,6m,2f_rev_accel_opm_0.5,3,4,5,0.88,58.42,66.38,2.214,91.14,41.17,1.547
35,5,10,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.984,54.43,55.29,2.106,79.98,37.98,1.545
35,15,20,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.594,79.27,49.73,1.493,74.24,49.73,1.5435
30,15,15,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.142,61.98,54.29,1.943,88.46,45.53,1.5425
30,10,30,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.877,52.85,60.26,2.206,77.44,35.1,1.5415
30,0,15,55,6m,2f_rev_accel_opm_0.5,5,8,5,0.922,56.46,61.27,2.16,86.27,39.94,1.5410000000000001
20,5,20,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.931,58.12,62.44,2.148,92.6,43.11,1.5395
20,0,25,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.116,62.16,55.72,1.963,88.14,44.89,1.5395
35,15,5,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.359,68.69,50.55,1.72,86.93,50.55,1.5394999999999999
30,10,20,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.983,57.86,58.86,2.094,84.33,40.28,1.5385
30,15,25,30,6m,2f_rev_oca_0.7,5,8,5,1.674,86.14,51.45,1.403,72.19,51.45,1.5385
20,5,25,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.987,60.79,61.58,2.089,89.34,42.78,1.538
35,5,5,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.097,56.73,51.72,1.976,84.79,42.9,1.5365
35,15,5,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.574,81.41,51.71,1.494,77.26,51.71,1.534
25,15,25,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.25,58.83,47.05,1.816,76.51,42.12,1.533
30,5,20,45,6m,2f_rev_oca_0.7,3,4,5,1.034,64.96,62.84,2.032,100.74,49.56,1.533
25,10,5,60,6m,2f_rev_oca_0.7,3,4,5,0.893,56.05,62.79,2.172,95.95,44.18,1.5325000000000002
20,10,30,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.169,58.86,50.34,1.891,76.98,40.7,1.53
40,5,25,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.117,61.8,55.35,1.943,92.2,47.45,1.53
25,15,10,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.109,62.06,55.95,1.95,89.41,45.85,1.5295
20,15,30,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.358,59.28,43.66,1.7,74.2,43.66,1.529
30,15,10,45,6m,2f_rev_oca_0.7,3,4,5,1.19,60.21,50.59,1.867,81.4,43.59,1.5285
30,5,5,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.957,58.84,61.46,2.099,93.11,44.37,1.528
25,10,25,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.103,58.86,53.39,1.952,79.87,40.92,1.5274999999999999
35,0,5,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.084,53.27,49.13,1.969,80.88,41.08,1.5265
30,0,20,50,6m,2f_rev_oca_0.7,3,4,5,0.878,58.08,66.14,2.171,100.05,46.09,1.5245
20,10,30,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.171,57.93,49.47,1.876,78.82,42.02,1.5234999999999999
35,10,10,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.323,67.61,51.09,1.724,88.1,51.09,1.5234999999999999
35,0,20,45,6m,2f_rev_accel_opm_0.5,5,8,5,0.918,54.9,59.8,2.128,82.91,38.96,1.5230000000000001
20,10,15,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.123,61.96,55.16,1.923,91.87,47.76,1.5230000000000001
35,15,20,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.694,99.36,58.66,1.352,79.29,58.66,1.5230000000000001
40,0,10,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.06,57.47,54.22,1.983,84.46,42.6,1.5215
30,15,5,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.117,58.37,52.26,1.923,84.72,44.06,1.52
30,0,30,40,6m,2f_rev_oca_0.7,3,4,5,1.556,80.5,51.72,1.483,76.72,51.72,1.5195
30,10,20,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.136,63.49,55.89,1.902,82.04,43.14,1.519
25,15,25,35,6m,2f_rev_oca_0.7,5,8,5,1.664,87.12,52.35,1.372,71.86,52.35,1.518
30,5,5,60,6m,2f_rev_oca_0.7,5,8,5,1.078,55.13,51.16,1.955,82.69,42.3,1.5165000000000002
25,10,25,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.107,58.52,52.88,1.925,80.14,41.63,1.516
20,15,10,55,6m,2f_rev_oca_0.7,5,8,5,1.073,59.32,55.28,1.959,89.58,45.74,1.516
25,0,30,45,6m,2f_rev_oca_0.7,5,8,5,1.299,58.85,45.32,1.724,78.15,45.32,1.5114999999999998
30,5,25,40,6m,2f_rev_oca_0.7,3,4,5,1.393,82.94,59.56,1.629,80.21,49.23,1.5110000000000001
35,10,25,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.067,62.05,58.13,1.952,90.56,46.4,1.5095
20,15,10,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.747,53.92,72.23,2.268,93.84,41.38,1.5074999999999998
