V,Q,G,M,mom,gs,E,X,S,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
30,15,15,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.609,81.07,50.37,2.157,80.8,37.46,1.883
40,10,10,40,6m,2f_rev_oca_0.7,3,6,7,1.899,96.27,50.7,1.866,94.63,50.7,1.8825
30,5,25,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.205,65.71,54.53,2.559,94.75,37.03,1.8820000000000001
25,10,25,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.162,62.08,53.41,2.599,87.06,33.5,1.8805
25,10,30,35,6m,2f_rev_oca_0.7,3,6,7,1.861,85.04,45.69,1.899,78.46,41.32,1.88
30,5,15,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.034,61.39,59.39,2.723,94.44,34.69,1.8784999999999998
35,0,5,60,6m-1m,2f_rev_oca_0.7,3,6,7,1.165,71.67,61.5,2.591,114.4,44.14,1.8780000000000001
20,10,15,55,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.231,64.03,52.03,2.518,98.84,39.25,1.8744999999999998
25,0,20,55,6m,2f_rev_oca_0.7,3,4,5,0.909,63.26,69.56,2.838,110.47,38.93,1.8735
20,0,20,60,6m,2f_rev_oca_0.7,3,6,7,0.85,59.45,69.96,2.897,104.93,36.22,1.8735
25,0,15,60,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.315,67.31,51.19,2.432,102.73,42.24,1.8735
35,5,5,55,6m-1m,2f_rev_oca_0.7,3,4,5,1.3,71.17,54.77,2.445,105.24,43.04,1.8725
30,10,5,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.038,64.57,62.19,2.705,104.26,38.55,1.8715000000000002
35,0,10,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.05,64.78,61.69,2.69,105.01,39.03,1.87
40,10,10,40,6m,2f_rev_oca_0.7,3,4,5,1.988,99.16,49.88,1.751,87.35,49.88,1.8695
40,15,5,40,6m,2f_rev_oca_0.7,3,6,7,1.997,102.3,51.24,1.741,89.19,51.24,1.8690000000000002
30,0,15,55,6m,2f_rev_oca_0.7,3,4,5,0.97,62.82,64.76,2.766,108.12,39.09,1.8679999999999999
25,5,25,45,6m,2f_rev_oca_0.7,5,8,5,1.523,65.11,42.76,2.209,88.9,40.24,1.866
30,10,0,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.215,64.16,52.79,2.517,100.84,40.06,1.866
30,10,0,60,6m,2f_rev_oca_0.7,5,8,5,1.215,64.16,52.79,2.517,100.84,40.06,1.866
40,10,20,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.402,70.92,50.59,2.329,95.88,41.16,1.8655
25,5,20,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.317,67.94,51.58,2.413,100.46,41.63,1.8649999999999998
40,15,5,40,6m,2f_rev_accel_opm_0.5,3,4,5,2.092,99.89,47.75,1.632,77.94,47.75,1.862
40,5,5,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.429,73.97,51.77,2.294,106.06,46.23,1.8615
25,10,5,60,6m,2f_rev_accel_opm_0.5,3,6,7,1.0,61.85,61.87,2.722,98.92,36.34,1.861
40,10,15,35,6m,2f_rev_oca_0.7,5,8,5,1.859,89.37,48.06,1.861,89.43,48.06,1.8599999999999999
20,10,10,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.939,65.71,70.01,2.778,115.77,41.67,1.8585
25,5,25,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.043,64.49,61.84,2.672,96.41,36.08,1.8575
20,10,20,50,6m-1m,2f_rev_oca_0.7,3,4,5,1.215,76.46,62.92,2.5,116.4,46.56,1.8575
30,10,5,55,6m-1m,2f_rev_oca_0.7,3,6,7,1.395,70.86,50.8,2.316,105.03,45.35,1.8555
35,0,25,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.192,66.91,56.12,2.517,92.98,36.94,1.8544999999999998
30,0,25,45,6m,2f_rev_oca_0.7,3,6,7,1.164,67.29,57.81,2.544,101.82,40.02,1.854
30,15,10,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.637,81.86,50.01,2.067,85.19,41.21,1.852
30,15,15,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.481,72.57,48.99,2.222,100.49,45.22,1.8515000000000001
25,10,10,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.96,65.83,68.59,2.743,108.9,39.71,1.8515
40,0,25,35,6m,2f_rev_oca_0.7,5,8,5,1.91,89.96,47.11,1.793,84.48,47.11,1.8515
25,15,20,40,6m,2f_rev_oca_0.7,3,6,7,1.87,87.87,47.0,1.83,84.36,46.11,1.85
30,10,10,50,6m,2f_rev_oca_0.7,3,6,7,1.291,69.61,53.94,2.408,96.53,40.08,1.8495
35,0,15,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.209,68.04,56.3,2.489,108.0,43.38,1.849
40,15,15,30,6m,2f_rev_oca_0.7,5,8,5,1.899,83.0,43.71,1.797,78.55,43.71,1.8479999999999999
40,0,5,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.281,69.46,54.23,2.415,105.85,43.83,1.8479999999999999
30,0,25,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.015,61.08,60.19,2.68,99.01,36.95,1.8475000000000001
25,0,20,55,6m-1m,2f_rev_oca_0.7,3,6,7,1.062,68.99,64.94,2.632,111.66,42.42,1.847
25,0,20,55,6m-1m,2f_rev_oca_0.7,3,4,5,1.074,71.12,66.2,2.619,113.45,43.32,1.8465000000000003
40,15,0,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.795,84.05,46.83,1.898,88.85,46.83,1.8464999999999998
40,15,0,45,6m,2f_rev_oca_0.7,5,8,5,1.795,84.05,46.83,1.898,88.85,46.83,1.8464999999999998
40,10,5,45,6m,2f_rev_oca_0.7,3,6,7,1.887,94.9,50.3,1.805,90.8,50.3,1.846
40,0,25,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.514,73.94,48.83,2.178,104.19,47.85,1.846
20,0,20,60,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.107,66.07,59.69,2.584,104.4,40.4,1.8455
30,10,20,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.236,71.59,57.91,2.452,102.53,41.81,1.8439999999999999
25,15,30,30,6m-1m,2f_rev_oca_0.7,5,8,5,2.018,88.38,43.79,1.67,73.12,43.79,1.8439999999999999
25,5,15,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.009,66.89,66.29,2.676,107.74,40.26,1.8425
35,0,30,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.497,69.85,46.67,2.185,89.77,41.08,1.8410000000000002
40,10,20,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.91,84.76,44.37,1.772,78.64,44.37,1.841
20,15,15,50,6m,2f_rev_oca_0.7,3,6,7,1.303,69.52,53.37,2.374,100.31,42.25,1.8385
25,5,25,45,6m,2f_rev_oca_0.7,3,6,7,1.122,68.29,60.84,2.554,100.18,39.22,1.838
25,5,20,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.994,66.57,66.96,2.682,107.2,39.98,1.838
25,0,20,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.955,64.67,67.74,2.721,106.92,39.29,1.838
40,5,0,55,6m-1m,2f_rev_oca_0.7,3,4,5,1.179,69.69,59.1,2.495,108.52,43.5,1.8370000000000002
40,5,0,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.179,69.69,59.1,2.495,108.52,43.5,1.8370000000000002
25,10,5,60,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.105,66.93,60.6,2.569,112.36,43.73,1.837
25,10,10,55,6m,2f_rev_oca_0.7,5,8,5,1.392,67.48,48.47,2.282,96.81,42.43,1.837
20,15,15,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.86,60.21,70.0,2.811,105.34,37.47,1.8355
20,10,20,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.324,64.5,48.72,2.342,92.36,39.44,1.8330000000000002
30,5,25,40,6m,2f_rev_oca_0.7,3,6,7,1.861,90.38,48.56,1.804,86.23,47.8,1.8325
30,0,20,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.986,66.79,67.74,2.678,109.72,40.98,1.8319999999999999
20,15,20,45,6m,2f_rev_oca_0.7,3,4,5,1.325,75.48,56.98,2.337,110.58,47.31,1.831
25,0,25,50,6m,2f_rev_oca_0.7,3,4,5,1.049,69.88,66.6,2.611,113.18,43.34,1.83
30,5,5,60,6m,2f_rev_oca_0.7,3,6,7,0.968,61.79,63.84,2.686,102.9,38.31,1.827
35,0,15,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.937,63.53,67.8,2.717,103.34,38.04,1.827
20,15,5,60,6m,2f_rev_accel_opm_0.5,3,4,5,1.11,62.18,56.0,2.543,96.34,37.89,1.8265000000000002
30,0,20,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.141,65.14,57.08,2.512,101.8,40.52,1.8265
40,15,0,45,6m,2f_rev_oca_0.7,3,6,7,1.936,97.87,50.56,1.711,86.49,50.56,1.8235000000000001
40,15,0,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.936,97.87,50.56,1.711,86.49,50.56,1.8235000000000001
35,15,20,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.988,96.77,48.69,1.659,80.76,48.69,1.8235000000000001
40,0,20,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.382,70.91,51.3,2.265,99.86,44.09,1.8235000000000001
25,10,15,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.361,64.8,47.61,2.285,90.36,39.54,1.823
25,5,20,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.236,61.99,50.17,2.406,87.51,36.37,1.8210000000000002
40,0,5,55,6m,2f_rev_oca_0.7,3,6,7,1.135,69.63,61.35,2.504,107.29,42.84,1.8195000000000001
40,0,15,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.082,66.54,61.5,2.552,101.53,39.78,1.8170000000000002
20,15,5,60,6m,2f_rev_oca_0.7,5,8,5,1.166,63.05,54.05,2.466,100.33,40.68,1.816
35,10,25,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.804,81.01,44.91,1.824,76.8,42.1,1.814
40,0,10,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.159,67.05,57.86,2.468,102.5,41.54,1.8135
25,10,20,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.02,63.79,62.53,2.606,102.66,39.4,1.813
30,0,20,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.137,61.54,54.13,2.488,93.67,37.65,1.8125
30,0,15,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.812,59.33,73.04,2.812,106.4,37.84,1.8119999999999998
25,10,20,45,6m,2f_rev_oca_0.7,5,8,5,1.449,61.92,42.74,2.173,83.7,38.52,1.811
30,15,10,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.466,71.0,48.43,2.156,92.7,43.0,1.811
35,0,25,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.225,65.2,53.21,2.389,98.19,41.1,1.807
20,10,10,60,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.883,63.05,71.37,2.731,111.44,40.81,1.807
35,0,30,35,6m-1m,2f_rev_oca_0.7,3,6,7,1.845,93.75,50.82,1.767,81.05,45.87,1.806
25,5,25,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.19,63.15,53.09,2.413,91.54,37.94,1.8014999999999999
25,10,10,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.069,66.74,62.44,2.531,104.7,41.38,1.8
30,10,5,55,6m,2f_rev_oca_0.7,3,4,5,1.166,65.52,56.18,2.431,97.53,40.12,1.7985
20,15,25,40,6m,2f_rev_oca_0.7,3,4,5,1.387,69.84,50.34,2.21,96.25,43.56,1.7985
25,15,10,50,6m,2f_rev_oca_0.7,5,8,5,1.263,65.4,51.76,2.333,95.72,41.03,1.798
40,0,15,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.062,66.34,62.49,2.534,104.21,41.12,1.798
20,15,30,35,6m-1m,2f_rev_oca_0.7,3,4,5,1.896,79.37,41.86,1.7,67.7,39.82,1.798
35,0,25,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.145,63.17,55.15,2.447,89.02,36.39,1.796
20,15,25,40,6m,2f_rev_oca_0.7,3,6,7,1.362,69.41,50.95,2.227,96.02,43.11,1.7945
30,10,15,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.142,64.14,56.19,2.446,87.87,35.92,1.794
20,10,10,60,6m,2f_rev_oca_0.7,5,8,5,1.476,68.58,46.47,2.11,98.05,46.47,1.793
20,10,20,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.067,63.07,59.09,2.518,97.97,38.91,1.7925
35,0,25,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.949,59.26,62.46,2.634,90.82,34.47,1.7914999999999999
40,5,20,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.844,81.95,44.45,1.737,77.21,44.45,1.7905000000000002
25,15,15,45,6m,2f_rev_oca_0.7,3,4,5,1.549,72.0,46.47,2.031,94.38,46.47,1.79
20,10,20,50,6m,2f_rev_oca_0.7,5,8,5,1.375,64.33,46.77,2.205,90.69,41.12,1.79
30,10,25,35,6m-1m,2f_rev_oca_0.7,3,6,7,1.947,94.31,48.45,1.631,78.13,47.9,1.7890000000000001
20,10,15,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.979,65.73,67.14,2.597,109.17,42.04,1.788
30,10,25,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.204,65.05,54.01,2.37,87.32,36.84,1.787
25,0,25,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.993,62.26,62.69,2.579,97.08,37.65,1.786
35,5,5,55,6m,2f_rev_oca_0.7,3,6,7,1.139,67.07,58.86,2.432,107.01,43.99,1.7854999999999999
25,10,30,35,6m-1m,2f_rev_oca_0.7,3,4,5,1.621,80.97,49.96,1.949,78.2,40.12,1.7850000000000001
35,10,10,45,6m,2f_rev_oca_0.7,3,4,5,1.373,68.04,49.55,2.197,91.93,41.85,1.7850000000000001
40,5,20,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.22,68.47,56.11,2.349,103.31,43.98,1.7845
20,15,20,45,6m,2f_rev_oca_0.7,3,6,7,1.301,70.43,54.14,2.268,100.12,44.14,1.7845
30,10,5,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.086,62.39,57.46,2.481,94.55,38.12,1.7835
35,0,25,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.287,69.6,54.07,2.278,103.85,45.59,1.7825
40,10,15,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.84,87.11,47.34,1.724,81.61,47.34,1.782
25,15,30,30,6m-1m,2f_rev_oca_0.7,3,4,5,1.805,78.21,43.34,1.759,70.02,39.8,1.782
20,5,30,45,6m,2f_rev_accel_opm_0.5,3,4,5,0.986,61.73,62.63,2.578,92.01,35.68,1.782
20,10,15,55,6m,2f_rev_oca_0.7,5,8,5,1.316,64.83,49.27,2.244,93.44,41.64,1.7800000000000002
20,15,25,40,6m,2f_rev_oca_0.7,5,8,5,1.849,87.35,47.24,1.709,80.74,47.24,1.779
25,0,30,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.192,65.96,55.34,2.365,90.58,38.29,1.7785000000000002
25,10,30,35,6m-1m,2f_rev_oca_0.7,3,6,7,1.588,75.87,47.78,1.968,80.8,41.06,1.778
25,5,15,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.876,63.84,72.89,2.679,118.96,44.41,1.7774999999999999
35,0,15,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.112,66.83,60.12,2.442,105.2,43.07,1.7770000000000001
40,0,5,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.071,67.75,63.26,2.478,104.81,42.29,1.7745000000000002
20,5,15,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.103,61.9,56.14,2.446,96.17,39.33,1.7745000000000002
30,15,20,35,6m,2f_rev_oca_0.7,3,4,5,1.919,95.45,49.73,1.63,81.07,49.73,1.7745
35,10,25,30,6m,2f_rev_oca_0.7,3,6,7,1.829,94.25,51.54,1.72,79.75,46.37,1.7745
35,5,25,35,6m,2f_rev_oca_0.7,3,6,7,1.533,91.4,59.63,2.013,84.82,42.15,1.773
35,5,25,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.484,69.02,46.51,2.062,95.91,46.51,1.773
35,5,20,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.419,73.07,51.48,2.125,107.25,50.46,1.772
40,5,20,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.266,68.38,54.0,2.277,94.45,41.49,1.7715
20,5,25,50,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.156,63.25,54.73,2.385,93.52,39.21,1.7704999999999997
30,10,30,30,6m,2f_rev_oca_0.7,3,6,7,1.874,86.0,45.88,1.665,76.4,45.88,1.7695
25,15,5,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.026,60.47,58.91,2.512,98.75,39.31,1.7690000000000001
35,5,30,30,6m-1m,2f_rev_oca_0.7,3,6,7,1.748,90.08,51.53,1.789,83.13,46.48,1.7685
25,15,15,45,6m,2f_rev_oca_0.7,3,6,7,1.497,69.84,46.66,2.036,94.97,46.64,1.7665000000000002
40,10,5,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.811,83.06,45.86,1.722,78.97,45.86,1.7665
30,5,30,35,6m,2f_rev_oca_0.7,3,4,5,2.102,107.19,51.01,1.431,73.0,51.01,1.7665
25,15,30,30,6m,2f_rev_oca_0.7,5,8,5,1.915,86.55,45.19,1.616,73.04,45.19,1.7655
25,5,15,55,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.139,63.74,55.96,2.39,97.55,40.81,1.7645
40,0,10,50,6m,2f_rev_oca_0.7,3,6,7,1.417,71.37,50.36,2.111,98.96,46.89,1.7640000000000002
25,0,25,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.008,60.3,59.84,2.517,91.57,36.37,1.7625
25,10,5,60,6m,2f_rev_accel_opm_0.5,3,4,5,1.022,62.84,61.51,2.499,102.99,41.21,1.7605
20,5,25,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.227,64.39,52.48,2.291,93.77,40.93,1.759
40,0,0,60,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.256,65.83,52.42,2.26,101.25,44.81,1.758
40,0,0,60,6m-1m,2f_rev_oca_0.7,5,8,5,1.256,65.83,52.42,2.26,101.25,44.81,1.758
25,5,15,55,6m,2f_rev_oca_0.7,5,8,5,1.132,65.35,57.74,2.384,101.08,42.41,1.758
25,15,20,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.302,63.82,49.02,2.212,84.33,38.12,1.7570000000000001
35,15,15,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.849,86.79,46.94,1.665,78.13,46.94,1.7570000000000001
30,15,15,40,6m,2f_rev_oca_0.7,3,6,7,1.92,95.78,49.89,1.591,79.4,49.89,1.7555
20,5,20,55,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.178,66.0,56.03,2.333,101.7,43.6,1.7555
25,0,20,55,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.077,64.22,59.64,2.432,100.68,41.41,1.7545
30,15,15,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.182,59.69,50.47,2.326,83.02,35.69,1.754
35,5,30,30,6m,2f_rev_oca_0.7,3,4,5,1.735,90.89,52.38,1.771,78.87,44.54,1.7530000000000001
30,5,30,35,6m,2f_rev_oca_0.7,5,8,5,1.835,85.3,46.48,1.669,77.58,46.48,1.752
40,10,0,50,6m,2f_rev_oca_0.7,3,4,5,1.16,67.59,58.27,2.344,105.23,44.89,1.7519999999999998
40,10,0,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.16,67.59,58.27,2.344,105.23,44.89,1.7519999999999998
25,10,10,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.984,63.67,64.71,2.518,102.91,40.87,1.751
40,5,20,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.223,67.47,55.18,2.268,97.59,43.03,1.7454999999999998
20,0,20,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.001,57.98,57.9,2.489,90.44,36.33,1.7449999999999999
30,5,10,55,6m,2f_rev_oca_0.7,5,8,5,1.274,62.52,49.09,2.214,91.41,41.28,1.744
40,10,10,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.767,86.57,49.0,1.721,84.32,49.0,1.744
35,10,25,30,6m-1m,2f_rev_oca_0.7,3,4,5,1.957,97.9,50.04,1.531,76.63,50.04,1.744
30,15,0,55,6m,2f_rev_oca_0.7,5,8,5,1.248,63.36,50.76,2.239,95.3,42.56,1.7435
30,15,0,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.248,63.36,50.76,2.239,95.3,42.56,1.7435
20,15,15,50,6m,2f_rev_oca_0.7,5,8,5,1.07,61.68,57.67,2.416,96.53,39.95,1.7429999999999999
30,5,30,35,6m-1m,2f_rev_oca_0.7,3,6,7,1.683,80.51,47.84,1.801,83.3,46.25,1.742
30,10,10,50,6m,2f_rev_oca_0.7,3,4,5,1.127,65.35,57.99,2.355,96.23,40.86,1.741
35,0,15,50,6m-1m,2f_rev_oca_0.7,3,4,5,1.105,65.71,59.48,2.374,108.68,45.78,1.7395
30,15,25,30,6m,2f_rev_oca_0.7,3,4,5,1.567,86.06,54.91,1.909,77.13,40.4,1.738
30,5,10,55,6m,2f_rev_oca_0.7,3,6,7,0.934,62.55,66.94,2.54,102.28,40.28,1.737
35,10,15,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.485,70.66,47.59,1.987,94.58,47.59,1.7360000000000002
25,10,20,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.054,61.44,58.31,2.417,93.47,38.67,1.7355
30,15,10,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.177,63.99,54.36,2.293,92.01,40.12,1.735
20,5,20,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.123,63.9,56.9,2.345,100.97,43.05,1.734
20,15,25,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.502,63.79,42.47,1.965,83.45,42.47,1.7335
25,15,15,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.118,60.67,54.26,2.347,89.71,38.23,1.7325
35,10,5,50,6m,2f_rev_oca_0.7,3,6,7,1.22,69.06,56.6,2.245,100.97,44.97,1.7325
40,0,10,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.08,65.01,60.16,2.385,99.73,41.81,1.7325
25,0,20,55,6m,2f_rev_oca_0.7,3,6,7,0.974,63.89,65.62,2.489,109.7,44.08,1.7315
25,15,20,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.357,67.54,49.79,2.104,86.96,41.33,1.7305000000000001
30,15,5,50,6m,2f_rev_oca_0.7,5,8,5,1.142,60.41,52.92,2.319,88.86,38.31,1.7305
20,10,10,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.997,64.9,65.09,2.459,108.67,44.19,1.728
25,15,25,35,6m,2f_rev_oca_0.7,3,6,7,1.814,84.77,46.74,1.642,76.75,46.74,1.728
30,0,25,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.238,69.01,55.76,2.217,95.88,43.24,1.7275
40,0,0,60,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.144,67.27,58.82,2.31,105.13,45.5,1.7269999999999999
40,0,0,60,6m-1m,2f_rev_oca_0.7,3,6,7,1.144,67.27,58.82,2.31,105.13,45.5,1.7269999999999999
35,15,15,35,6m,2f_rev_oca_0.7,3,6,7,2.0,104.19,52.09,1.454,75.76,52.09,1.7269999999999999
35,5,30,30,6m-1m,2f_rev_oca_0.7,3,4,5,1.813,89.59,49.43,1.639,80.43,49.06,1.726
30,10,25,35,6m,2f_rev_oca_0.7,3,4,5,1.639,90.76,55.37,1.813,80.67,44.5,1.726
20,15,15,50,6m,2f_rev_oca_0.7,3,4,5,1.242,68.24,54.93,2.21,102.21,46.25,1.726
25,5,30,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.323,62.98,47.61,2.128,80.99,38.06,1.7255
30,15,15,40,6m,2f_rev_oca_0.7,3,4,5,2.088,113.31,54.26,1.363,73.97,54.26,1.7255
20,15,30,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.157,59.14,51.12,2.291,84.31,36.8,1.724
30,10,15,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.032,59.31,57.49,2.414,89.32,37.01,1.723
20,15,30,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.453,63.98,44.03,1.992,85.03,42.68,1.7225000000000001
30,0,10,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.827,57.88,69.98,2.615,104.3,39.88,1.721
20,15,10,55,6m,2f_rev_oca_0.7,3,4,5,0.94,62.39,66.41,2.502,102.87,41.11,1.7209999999999999
30,15,15,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.314,67.08,51.03,2.123,85.58,40.3,1.7185000000000001
40,0,0,60,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.096,67.9,61.92,2.338,109.79,46.96,1.717
40,0,0,60,6m-1m,2f_rev_oca_0.7,3,4,5,1.096,67.9,61.92,2.338,109.79,46.96,1.717
20,5,20,55,6m,2f_rev_oca_0.7,5,8,5,1.191,62.3,52.31,2.242,92.1,41.08,1.7165
20,0,25,55,6m,2f_rev_oca_0.7,3,6,7,0.901,62.64,69.53,2.53,108.03,42.69,1.7155
40,0,5,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.227,69.4,56.55,2.201,104.31,47.39,1.714
35,5,10,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.202,66.35,55.2,2.226,101.82,45.74,1.714
35,0,5,60,6m,2f_rev_oca_0.7,3,4,5,1.0,64.87,64.88,2.427,104.97,43.25,1.7135
20,0,25,55,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.999,60.22,60.29,2.427,94.52,38.95,1.713
35,0,5,60,6m,2f_rev_oca_0.7,3,6,7,0.946,63.63,67.27,2.479,108.54,43.79,1.7125
30,0,30,40,6m,2f_rev_oca_0.7,3,6,7,1.606,82.87,51.6,1.817,86.1,47.4,1.7115
30,10,0,60,6m,2f_rev_oca_0.7,3,6,7,1.208,64.11,53.09,2.208,97.33,44.07,1.7080000000000002
30,10,0,60,6m,2f_rev_accel_opm_0.5,3,6,7,1.208,64.11,53.09,2.208,97.33,44.07,1.7080000000000002
30,15,20,35,6m,2f_rev_oca_0.7,3,6,7,1.803,89.64,49.72,1.613,80.21,49.72,1.708
20,5,25,50,6m,2f_rev_oca_0.7,5,8,5,1.359,63.7,46.86,2.057,91.02,44.26,1.708
35,5,10,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.03,62.67,60.86,2.385,93.45,39.18,1.7075
35,0,10,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.092,59.67,54.63,2.321,89.33,38.49,1.7065000000000001
25,0,20,55,6m,2f_rev_oca_0.7,5,8,5,1.139,62.05,54.49,2.272,94.15,41.44,1.7054999999999998
20,0,25,55,6m-1m,2f_rev_oca_0.7,3,4,5,1.139,69.05,60.62,2.272,103.97,45.76,1.7054999999999998
20,15,10,55,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.904,59.5,65.85,2.506,95.15,37.97,1.7049999999999998
