eb,xb,sb,ed,xd,sd,cagr,sharpe,sortino,calmar,mdd,total,b_cagr,alpha,avg_holdings
5,5,5,3,6,3,69.04,1.489,2.297,1.847,37.37,5462.09,0.0,69.04,3.4
5,8,5,3,6,5,71.91,1.547,2.343,1.847,38.93,6226.86,0.0,71.91,3.8
3,5,3,5,8,3,75.6,1.53,2.446,1.844,41.01,7342.96,0.0,75.6,2.8
5,8,2,5,5,7,84.53,1.541,2.508,1.843,45.87,10779.11,0.0,84.53,2.8
5,5,2,2,8,5,84.28,1.472,2.41,1.84,45.8,10667.62,0.0,84.28,2.1
5,5,2,2,8,7,84.28,1.472,2.41,1.84,45.8,10667.62,0.0,84.28,2.1
2,5,3,2,8,5,78.77,1.433,2.252,1.838,42.85,8437.77,0.0,78.77,2.2
2,5,3,2,8,7,78.77,1.433,2.252,1.838,42.85,8437.77,0.0,78.77,2.2
2,6,2,3,8,3,84.74,1.481,2.426,1.838,46.11,10874.28,0.0,84.74,2.2
2,6,2,2,6,5,89.82,1.497,2.436,1.837,48.89,13410.33,0.0,89.82,2.0
2,6,2,2,6,7,89.82,1.497,2.436,1.837,48.89,13410.33,0.0,89.82,2.0
5,5,2,2,5,5,84.03,1.467,2.388,1.832,45.86,10557.95,0.0,84.03,2.0
5,5,2,2,5,7,84.03,1.467,2.388,1.832,45.86,10557.95,0.0,84.03,2.0
5,5,3,5,5,3,77.44,1.561,2.449,1.832,42.27,7961.7,0.0,77.44,2.9
3,8,5,3,8,5,76.73,1.569,2.421,1.831,41.9,7718.3,0.0,76.73,3.3
5,6,5,5,8,7,75.3,1.649,2.48,1.831,41.12,7245.46,0.0,75.3,4.5
2,5,3,2,5,5,78.54,1.428,2.232,1.83,42.91,8350.81,0.0,78.54,2.1
2,5,3,2,5,7,78.54,1.428,2.232,1.83,42.91,8350.81,0.0,78.54,2.1
3,8,2,5,5,3,82.95,1.496,2.454,1.828,45.38,10087.85,0.0,82.95,2.4
3,8,2,3,8,7,86.9,1.532,2.513,1.824,47.65,11896.09,0.0,86.9,2.5
5,5,5,5,5,3,72.83,1.576,2.4,1.823,39.94,6489.39,0.0,72.83,3.6
5,6,3,3,8,3,78.9,1.563,2.453,1.821,43.32,8483.55,0.0,78.9,2.8
5,6,3,2,5,3,80.96,1.532,2.378,1.819,44.51,9268.85,0.0,80.96,2.5
5,5,3,5,6,7,76.09,1.561,2.452,1.818,41.85,7502.47,0.0,76.09,3.5
5,6,5,5,6,3,75.52,1.613,2.478,1.818,41.55,7316.02,0.0,75.52,3.7
3,8,5,5,6,3,71.26,1.503,2.344,1.817,39.22,6047.2,0.0,71.26,3.2
2,5,5,2,8,3,78.03,1.423,2.236,1.816,42.97,8169.75,0.0,78.03,2.2
2,6,5,5,8,3,72.67,1.42,2.221,1.816,40.02,6444.18,0.0,72.67,2.6
5,5,2,3,8,3,80.23,1.464,2.415,1.814,44.23,8984.25,0.0,80.23,2.3
5,8,5,3,8,7,71.68,1.564,2.335,1.814,39.51,6163.12,0.0,71.68,4.0
2,8,2,2,5,3,88.52,1.49,2.419,1.813,48.82,12715.45,0.0,88.52,1.9
5,6,5,5,6,5,74.55,1.625,2.47,1.813,41.12,7010.16,0.0,74.55,4.2
2,6,3,2,5,3,79.19,1.425,2.244,1.812,43.7,8590.16,0.0,79.19,2.1
5,5,5,5,6,7,71.51,1.579,2.408,1.81,39.5,6114.03,0.0,71.51,4.2
2,5,3,3,8,3,74.85,1.424,2.249,1.809,41.38,7103.01,0.0,74.85,2.4
3,8,2,3,8,5,86.25,1.525,2.501,1.809,47.67,11579.95,0.0,86.25,2.5
5,5,2,2,6,5,85.19,1.479,2.42,1.809,47.1,11083.54,0.0,85.19,2.1
5,5,2,2,6,7,85.19,1.479,2.42,1.809,47.1,11083.54,0.0,85.19,2.1
2,5,5,2,8,5,77.45,1.419,2.223,1.808,42.85,7965.75,0.0,77.45,2.3
2,5,5,2,8,7,77.45,1.419,2.223,1.808,42.85,7965.75,0.0,77.45,2.3
3,8,5,5,6,7,72.28,1.539,2.373,1.805,40.03,6331.05,0.0,72.28,3.7
3,5,2,2,8,3,87.88,1.504,2.465,1.804,48.7,12386.81,0.0,87.88,2.0
2,5,3,2,6,5,79.66,1.44,2.262,1.801,44.22,8767.56,0.0,79.66,2.2
2,5,3,2,6,7,79.66,1.44,2.262,1.801,44.22,8767.56,0.0,79.66,2.2
2,5,5,2,5,5,77.21,1.413,2.202,1.799,42.91,7883.61,0.0,77.21,2.2
2,5,5,2,5,7,77.21,1.413,2.202,1.799,42.91,7883.61,0.0,77.21,2.2
5,6,5,5,8,5,73.96,1.628,2.445,1.799,41.12,6829.11,0.0,73.96,4.4
5,8,5,3,8,5,71.09,1.555,2.322,1.799,39.51,5998.07,0.0,71.09,4.0
3,5,2,2,8,5,87.27,1.5,2.451,1.796,48.59,12078.78,0.0,87.27,2.1
3,5,2,2,8,7,87.27,1.5,2.451,1.796,48.59,12078.78,0.0,87.27,2.1
5,6,5,3,5,5,78.05,1.622,2.487,1.795,43.47,8176.34,0.0,78.05,3.6
5,6,5,3,5,7,78.05,1.622,2.487,1.795,43.47,8176.34,0.0,78.05,3.6
2,6,2,2,5,3,86.86,1.466,2.38,1.794,48.41,11878.3,0.0,86.86,1.9
2,8,2,2,6,3,89.63,1.501,2.449,1.793,50.0,13305.56,0.0,89.63,2.0
5,6,3,2,6,3,82.02,1.545,2.412,1.792,45.78,9700.26,0.0,82.02,2.5
2,5,2,2,8,3,85.52,1.465,2.361,1.791,47.74,11237.37,0.0,85.52,2.0
5,6,5,5,5,5,73.65,1.616,2.45,1.791,41.12,6733.68,0.0,73.65,4.1
3,5,2,2,5,5,87.02,1.494,2.429,1.789,48.65,11954.74,0.0,87.02,2.0
3,5,2,2,5,7,87.02,1.494,2.429,1.789,48.65,11954.74,0.0,87.02,2.0
5,5,3,3,5,5,77.58,1.539,2.438,1.788,43.39,8009.93,0.0,77.58,2.8
5,5,3,3,5,7,77.58,1.539,2.438,1.788,43.39,8009.93,0.0,77.58,2.8
5,5,3,5,8,7,74.83,1.555,2.42,1.788,41.85,7097.77,0.0,74.83,3.7
3,5,5,3,5,3,76.39,1.532,2.432,1.786,42.78,7605.14,0.0,76.39,2.8
5,8,3,3,5,3,74.61,1.5,2.333,1.786,41.77,7027.05,0.0,74.61,2.7
2,6,3,2,6,3,80.25,1.437,2.274,1.784,44.99,8990.31,0.0,80.25,2.2
5,6,5,5,5,7,73.37,1.612,2.444,1.784,41.12,6649.67,0.0,73.37,4.1
2,5,2,2,8,5,84.92,1.461,2.348,1.783,47.63,10957.7,0.0,84.92,2.0
2,5,2,2,8,7,84.92,1.461,2.348,1.783,47.63,10957.7,0.0,84.92,2.0
2,6,5,2,8,3,76.51,1.41,2.206,1.78,42.97,7642.29,0.0,76.51,2.2
5,5,5,5,8,7,70.29,1.573,2.376,1.779,39.5,5783.24,0.0,70.29,4.4
2,5,5,3,8,3,73.55,1.41,2.217,1.778,41.38,6704.79,0.0,73.55,2.4
2,5,2,2,5,5,84.67,1.456,2.327,1.775,47.69,10845.07,0.0,84.67,1.9
2,5,2,2,5,7,84.67,1.456,2.327,1.775,47.69,10845.07,0.0,84.67,1.9
5,5,3,5,6,3,75.05,1.527,2.424,1.775,42.27,7166.92,0.0,75.05,2.9
2,6,2,2,6,3,87.96,1.477,2.41,1.774,49.59,12429.87,0.0,87.96,1.9
3,8,2,5,6,7,81.55,1.492,2.446,1.774,45.98,9507.51,0.0,81.55,3.0
2,6,5,2,8,5,75.93,1.406,2.192,1.772,42.85,7451.3,0.0,75.93,2.3
2,6,5,2,8,7,75.93,1.406,2.192,1.772,42.85,7451.3,0.0,75.93,2.3
2,5,5,2,6,5,78.33,1.426,2.233,1.771,44.22,8277.31,0.0,78.33,2.2
2,5,5,2,6,7,78.33,1.426,2.233,1.771,44.22,8277.31,0.0,78.33,2.2
3,5,2,2,6,5,88.2,1.507,2.461,1.77,49.83,12549.22,0.0,88.2,2.0
3,5,2,2,6,7,88.2,1.507,2.461,1.77,49.83,12549.22,0.0,88.2,2.0
5,5,3,5,6,5,74.09,1.534,2.41,1.77,41.85,6867.21,0.0,74.09,3.4
3,6,3,2,8,3,84.18,1.559,2.454,1.768,47.61,10623.9,0.0,84.18,2.5
5,5,2,2,5,3,82.3,1.447,2.362,1.766,46.6,9815.36,0.0,82.3,2.0
3,5,2,3,8,3,83.15,1.492,2.456,1.765,47.1,10174.81,0.0,83.15,2.3
5,5,5,5,6,3,70.5,1.539,2.374,1.765,39.94,5839.76,0.0,70.5,3.6
5,8,2,3,5,3,84.71,1.507,2.468,1.765,48.01,10863.86,0.0,84.71,2.2
2,6,5,2,5,5,75.7,1.4,2.172,1.764,42.91,7374.39,0.0,75.7,2.2
2,6,5,2,5,7,75.7,1.4,2.172,1.764,42.91,7374.39,0.0,75.7,2.2
3,8,5,5,6,5,70.33,1.511,2.331,1.764,39.86,5793.67,0.0,70.33,3.7
5,5,5,5,6,5,69.56,1.55,2.365,1.761,39.5,5594.79,0.0,69.56,4.1
3,6,3,2,8,5,83.58,1.556,2.44,1.76,47.5,10359.36,0.0,83.58,2.6
3,6,3,2,8,7,83.58,1.556,2.44,1.76,47.5,10359.36,0.0,83.58,2.6
5,8,3,5,8,3,70.26,1.476,2.274,1.76,39.93,5777.6,0.0,70.26,2.9
2,5,3,2,5,3,76.86,1.408,2.205,1.759,43.7,7762.01,0.0,76.86,2.1
5,8,2,5,8,3,80.12,1.481,2.406,1.758,45.57,8941.77,0.0,80.12,2.4
3,8,3,3,6,3,70.07,1.425,2.255,1.757,39.87,5726.03,0.0,70.07,2.7
2,5,2,2,6,5,85.84,1.468,2.357,1.756,48.89,11384.82,0.0,85.84,2.0
2,5,2,2,6,7,85.84,1.468,2.357,1.756,48.89,11384.82,0.0,85.84,2.0
5,5,3,5,8,5,73.5,1.536,2.386,1.756,41.85,6689.79,0.0,73.5,3.6
2,5,2,3,8,3,80.86,1.452,2.344,1.753,46.11,9228.98,0.0,80.86,2.2
3,6,3,2,5,5,83.33,1.549,2.414,1.752,47.55,10252.84,0.0,83.33,2.4
3,6,3,2,5,7,83.33,1.549,2.414,1.752,47.55,10252.84,0.0,83.33,2.4
5,5,3,5,5,5,73.19,1.526,2.392,1.749,41.85,6596.28,0.0,73.19,3.4
5,5,5,5,8,5,68.99,1.552,2.34,1.747,39.5,5449.77,0.0,68.99,4.3
3,5,5,5,8,3,72.01,1.509,2.373,1.746,41.24,6254.34,0.0,72.01,3.0
3,8,3,5,6,3,71.53,1.468,2.321,1.744,41.01,6121.63,0.0,71.53,2.8
5,5,2,2,6,3,83.38,1.459,2.392,1.743,47.83,10271.93,0.0,83.38,2.0
2,6,5,3,8,3,72.07,1.396,2.186,1.742,41.38,6270.76,0.0,72.07,2.5
5,5,3,5,5,7,72.91,1.522,2.386,1.742,41.85,6513.96,0.0,72.91,3.4
5,5,5,3,5,5,72.96,1.55,2.386,1.739,41.95,6528.81,0.0,72.96,3.5
5,5,5,3,5,7,72.96,1.55,2.386,1.739,41.95,6528.81,0.0,72.96,3.5
5,5,5,5,5,5,68.69,1.541,2.345,1.739,39.5,5373.34,0.0,68.69,4.0
2,6,5,2,6,5,76.8,1.413,2.202,1.737,44.22,7742.98,0.0,76.8,2.2
2,6,5,2,6,7,76.8,1.413,2.202,1.737,44.22,7742.98,0.0,76.8,2.2
3,8,2,5,6,5,79.5,1.469,2.408,1.735,45.83,8704.7,0.0,79.5,2.9
2,8,5,5,8,3,69.38,1.392,2.182,1.734,40.02,5547.95,0.0,69.38,2.7
3,6,3,2,6,5,84.49,1.563,2.449,1.733,48.76,10763.38,0.0,84.49,2.5
3,6,3,2,6,7,84.49,1.563,2.449,1.733,48.76,10763.38,0.0,84.49,2.5
2,5,3,2,6,3,77.9,1.419,2.235,1.732,44.99,8124.03,0.0,77.9,2.1
5,5,5,5,5,7,68.41,1.537,2.339,1.732,39.5,5306.05,0.0,68.41,4.0
3,6,3,3,8,3,79.55,1.556,2.46,1.73,45.97,8724.19,0.0,79.55,2.7
2,5,5,2,5,3,75.55,1.393,2.176,1.729,43.7,7327.35,0.0,75.55,2.1
2,8,3,5,8,3,69.11,1.386,2.168,1.727,40.02,5478.12,0.0,69.11,2.6
3,5,2,2,5,3,85.26,1.475,2.402,1.727,49.35,11114.84,0.0,85.26,2.0
2,5,2,2,5,3,82.94,1.437,2.301,1.713,48.41,10082.48,0.0,82.94,1.9
3,5,3,2,8,3,79.5,1.507,2.394,1.711,46.47,8705.62,0.0,79.5,2.5
3,5,2,2,6,3,86.35,1.486,2.433,1.709,50.52,11631.25,0.0,86.35,2.0
3,8,5,3,5,5,73.74,1.516,2.359,1.709,43.15,6760.32,0.0,73.74,3.1
3,8,5,3,5,7,73.74,1.516,2.359,1.709,43.15,6760.32,0.0,73.74,3.1
5,6,5,3,5,3,73.55,1.556,2.376,1.708,43.05,6702.26,0.0,73.55,3.5
3,5,3,2,8,5,78.91,1.503,2.38,1.703,46.35,8488.41,0.0,78.91,2.5
3,5,3,2,8,7,78.91,1.503,2.38,1.703,46.35,8488.41,0.0,78.91,2.5
3,6,5,2,8,3,78.86,1.525,2.368,1.703,46.32,8468.11,0.0,78.86,2.7
3,8,2,3,5,5,83.09,1.481,2.448,1.703,48.79,10148.8,0.0,83.09,2.3
3,8,2,3,5,7,83.09,1.481,2.448,1.703,48.79,10148.8,0.0,83.09,2.3
2,5,5,2,6,3,76.59,1.405,2.206,1.702,44.99,7669.36,0.0,76.59,2.2
2,6,5,2,5,3,74.05,1.38,2.146,1.695,43.7,6853.62,0.0,74.05,2.2
3,5,3,2,5,5,78.67,1.496,2.355,1.695,46.41,8400.93,0.0,78.67,2.4
3,5,3,2,5,7,78.67,1.496,2.355,1.695,46.41,8400.93,0.0,78.67,2.4
2,5,2,2,6,3,84.02,1.448,2.331,1.694,49.59,10551.35,0.0,84.02,1.9
3,6,5,2,8,5,78.27,1.521,2.354,1.694,46.2,8256.75,0.0,78.27,2.8
3,6,5,2,8,7,78.27,1.521,2.354,1.694,46.2,8256.75,0.0,78.27,2.8
5,8,5,5,5,3,68.06,1.524,2.27,1.694,40.18,5219.05,0.0,68.06,3.8
3,8,3,5,5,3,73.88,1.502,2.347,1.692,43.66,6802.09,0.0,73.88,2.8
3,6,3,2,5,3,81.61,1.528,2.387,1.691,48.27,9531.51,0.0,81.61,2.4
3,8,5,5,8,7,71.05,1.533,2.341,1.691,42.03,5988.71,0.0,71.05,4.0
3,8,3,3,8,7,77.63,1.54,2.41,1.688,45.99,8027.14,0.0,77.63,3.0
3,6,5,2,5,5,78.04,1.514,2.328,1.687,46.26,8171.64,0.0,78.04,2.7
3,6,5,2,5,7,78.04,1.514,2.328,1.687,46.26,8171.64,0.0,78.04,2.7
2,8,5,2,8,3,73.14,1.382,2.165,1.684,43.43,6581.98,0.0,73.14,2.3
5,6,5,2,8,3,72.99,1.501,2.263,1.684,43.35,6536.77,0.0,72.99,3.3
3,8,2,5,8,7,80.26,1.485,2.415,1.68,47.78,8996.07,0.0,80.26,3.2
5,8,5,5,6,7,66.78,1.526,2.276,1.68,39.74,4916.05,0.0,66.78,4.4
2,8,3,2,8,3,72.86,1.377,2.153,1.678,43.43,6499.37,0.0,72.86,2.2
5,5,3,3,5,3,73.09,1.478,2.334,1.678,43.54,6565.49,0.0,73.09,2.7
2,8,5,2,8,5,72.58,1.378,2.151,1.676,43.31,6417.15,0.0,72.58,2.4
2,8,5,2,8,7,72.58,1.378,2.151,1.676,43.31,6417.15,0.0,72.58,2.4
5,6,5,2,8,5,72.42,1.497,2.248,1.676,43.23,6373.06,0.0,72.42,3.4
5,6,5,2,8,7,72.42,1.497,2.248,1.676,43.23,6373.06,0.0,72.42,3.4
3,5,3,2,6,5,79.8,1.51,2.389,1.675,47.64,8820.15,0.0,79.8,2.5
3,5,3,2,6,7,79.8,1.51,2.389,1.675,47.64,8820.15,0.0,79.8,2.5
3,5,3,3,8,3,74.98,1.501,2.398,1.674,44.8,7145.73,0.0,74.98,2.7
3,8,3,3,8,5,77.01,1.532,2.397,1.674,46.01,7812.96,0.0,77.01,3.0
3,6,3,2,6,3,82.68,1.54,2.42,1.672,49.46,9975.01,0.0,82.68,2.5
2,6,5,2,6,3,75.07,1.392,2.175,1.669,44.99,7173.81,0.0,75.07,2.2
2,8,3,2,8,5,72.3,1.373,2.139,1.669,43.31,6336.57,0.0,72.3,2.3
2,8,3,2,8,7,72.3,1.373,2.139,1.669,43.31,6336.57,0.0,72.3,2.3
5,8,5,3,6,3,64.38,1.436,2.169,1.669,38.58,4389.79,0.0,64.38,3.7
2,8,5,2,5,5,72.35,1.372,2.131,1.668,43.37,6350.77,0.0,72.35,2.3
2,8,5,2,5,7,72.35,1.372,2.131,1.668,43.37,6350.77,0.0,72.35,2.3
5,6,5,2,5,5,72.19,1.49,2.222,1.668,43.29,6307.13,0.0,72.19,3.3
5,6,5,2,5,7,72.19,1.49,2.222,1.668,43.29,6307.13,0.0,72.19,3.3
3,6,5,2,6,5,79.16,1.529,2.363,1.667,47.49,8579.55,0.0,79.16,2.7
3,6,5,2,6,7,79.16,1.529,2.363,1.667,47.49,8579.55,0.0,79.16,2.7
3,6,5,3,8,3,74.36,1.523,2.372,1.666,44.64,6950.29,0.0,74.36,3.0
5,6,5,5,8,3,69.23,1.536,2.321,1.666,41.55,5509.74,0.0,69.23,3.7
2,8,3,2,5,5,72.07,1.367,2.119,1.662,43.37,6271.02,0.0,72.07,2.2
2,8,3,2,5,7,72.07,1.367,2.119,1.662,43.37,6271.02,0.0,72.07,2.2
3,8,5,5,8,5,69.75,1.513,2.307,1.653,42.21,5643.59,0.0,69.75,3.8
5,5,5,3,5,3,68.59,1.484,2.276,1.652,41.51,5348.17,0.0,68.59,3.4
5,8,5,5,8,7,65.59,1.52,2.243,1.651,39.74,4649.03,0.0,65.59,4.6
3,8,2,5,8,5,78.89,1.468,2.384,1.646,47.94,8480.5,0.0,78.89,3.1
2,8,5,2,6,5,73.43,1.385,2.162,1.644,44.67,6668.89,0.0,73.43,2.3
2,8,5,2,6,7,73.43,1.385,2.162,1.644,44.67,6668.89,0.0,73.43,2.3
2,8,5,3,8,3,68.79,1.368,2.145,1.644,41.85,5398.29,0.0,68.79,2.6
5,6,5,2,6,5,73.28,1.505,2.258,1.643,44.59,6623.09,0.0,73.28,3.4
5,6,5,2,6,7,73.28,1.505,2.258,1.643,44.59,6623.09,0.0,73.28,3.4
5,8,2,2,8,3,84.12,1.47,2.38,1.641,51.27,10597.14,0.0,84.12,2.0
3,8,3,5,6,7,72.55,1.5,2.346,1.639,44.27,6408.92,0.0,72.55,3.4
2,8,3,2,6,5,73.15,1.38,2.15,1.638,44.67,6585.2,0.0,73.15,2.2
2,8,3,2,6,7,73.15,1.38,2.15,1.638,44.67,6585.2,0.0,73.15,2.2
5,8,5,5,6,3,65.79,1.486,2.243,1.638,40.18,4694.65,0.0,65.79,3.8
2,8,3,3,8,3,68.51,1.362,2.132,1.637,41.85,5330.31,0.0,68.51,2.5
5,6,5,3,8,3,68.64,1.502,2.269,1.637,41.93,5361.09,0.0,68.64,3.6
3,5,5,2,8,3,75.83,1.484,2.323,1.635,46.37,7417.7,0.0,75.83,2.6
5,8,3,2,8,3,74.05,1.454,2.235,1.635,45.3,6853.67,0.0,74.05,2.6
3,5,3,2,5,3,77.0,1.475,2.327,1.633,47.15,7808.64,0.0,77.0,2.4
5,8,5,5,6,5,64.88,1.496,2.233,1.633,39.74,4496.91,0.0,64.88,4.4
5,8,2,2,8,5,83.52,1.466,2.367,1.632,51.17,10333.26,0.0,83.52,2.1
5,8,2,2,8,7,83.52,1.466,2.367,1.632,51.17,10333.26,0.0,83.52,2.1
3,5,5,2,8,5,75.25,1.48,2.309,1.627,46.25,7232.25,0.0,75.25,2.7
3,5,5,2,8,7,75.25,1.48,2.309,1.627,46.25,7232.25,0.0,75.25,2.7
5,5,3,5,8,3,68.78,1.453,2.273,1.627,42.27,5396.95,0.0,68.78,2.9
5,8,2,2,5,5,83.27,1.461,2.345,1.626,51.22,10227.0,0.0,83.27,2.0
5,8,2,2,5,7,83.27,1.461,2.345,1.626,51.22,10227.0,0.0,83.27,2.0
5,8,3,2,8,5,73.48,1.45,2.221,1.626,45.18,6682.14,0.0,73.48,2.6
5,8,3,2,8,7,73.48,1.45,2.221,1.626,45.18,6682.14,0.0,73.48,2.6
3,6,5,2,5,3,76.36,1.492,2.3,1.625,47.0,7595.32,0.0,76.36,2.6
3,5,5,2,5,5,75.02,1.473,2.284,1.62,46.31,7157.57,0.0,75.02,2.6
3,5,5,2,5,7,75.02,1.473,2.284,1.62,46.31,7157.57,0.0,75.02,2.6
3,8,5,5,5,5,69.45,1.503,2.312,1.62,42.87,5564.49,0.0,69.45,3.6
3,8,2,5,5,5,78.57,1.46,2.392,1.619,48.54,8362.33,0.0,78.57,2.8
5,8,3,2,5,5,73.25,1.443,2.198,1.619,45.24,6613.06,0.0,73.25,2.5
5,8,3,2,5,7,73.25,1.443,2.198,1.619,45.24,6613.06,0.0,73.25,2.5
5,8,5,5,8,5,64.33,1.499,2.209,1.619,39.74,4379.85,0.0,64.33,4.5
3,5,3,2,6,3,78.04,1.487,2.36,1.614,48.36,8172.8,0.0,78.04,2.4
5,8,2,2,6,5,84.43,1.473,2.376,1.613,52.34,10736.27,0.0,84.43,2.1
5,8,2,2,6,7,84.43,1.473,2.376,1.613,52.34,10736.27,0.0,84.43,2.1
5,5,5,5,8,3,64.39,1.462,2.217,1.612,39.94,4393.04,0.0,64.39,3.6
5,8,5,5,5,5,64.03,1.487,2.213,1.611,39.74,4318.15,0.0,64.03,4.3
3,8,2,5,5,7,78.28,1.457,2.387,1.609,48.66,8258.29,0.0,78.28,2.8
3,8,5,5,5,7,69.17,1.499,2.306,1.608,43.01,5494.86,0.0,69.17,3.6
3,6,5,2,6,3,77.41,1.505,2.334,1.605,48.21,7949.66,0.0,77.41,2.7
5,8,5,5,5,7,63.77,1.483,2.207,1.605,39.74,4263.84,0.0,63.77,4.3
2,8,5,2,5,3,70.73,1.352,2.104,1.602,44.15,5901.32,0.0,70.73,2.2
5,6,5,2,5,3,70.58,1.467,2.193,1.602,44.07,5860.72,0.0,70.58,3.3
3,5,5,2,6,5,76.12,1.487,2.319,1.601,47.54,7515.47,0.0,76.12,2.7
3,5,5,2,6,7,76.12,1.487,2.319,1.601,47.54,7515.47,0.0,76.12,2.7
3,8,3,5,6,5,70.59,1.474,2.305,1.6,44.11,5865.03,0.0,70.59,3.4
5,8,3,2,6,5,74.34,1.457,2.231,1.599,46.5,6944.11,0.0,74.34,2.6
5,8,3,2,6,7,74.34,1.457,2.231,1.599,46.5,6944.11,0.0,74.34,2.6
3,5,5,3,8,3,71.41,1.479,2.325,1.598,44.7,6085.96,0.0,71.41,2.9
5,8,2,3,8,3,79.49,1.458,2.368,1.598,49.75,8702.17,0.0,79.49,2.3
5,8,3,3,8,3,69.67,1.447,2.229,1.598,43.59,5621.85,0.0,69.67,2.8
2,8,3,2,5,3,70.45,1.347,2.092,1.596,44.15,5827.12,0.0,70.45,2.2
2,8,5,2,6,3,71.74,1.364,2.134,1.579,45.43,6177.66,0.0,71.74,2.3
5,6,5,2,6,3,71.58,1.48,2.228,1.578,45.35,6135.19,0.0,71.58,3.3
2,8,3,2,6,3,71.46,1.359,2.122,1.573,45.43,6100.04,0.0,71.46,2.2
5,8,2,2,5,3,81.55,1.441,2.319,1.572,51.89,9507.47,0.0,81.55,2.0
3,8,3,3,5,5,74.01,1.481,2.338,1.569,47.17,6843.38,0.0,74.01,2.8
3,8,3,3,5,7,74.01,1.481,2.338,1.569,47.17,6843.38,0.0,74.01,2.8
5,5,5,2,8,3,68.04,1.433,2.168,1.566,43.46,5215.63,0.0,68.04,3.2
5,8,5,3,5,5,68.19,1.498,2.257,1.564,43.59,5250.87,0.0,68.19,3.7
5,8,5,3,5,7,68.19,1.498,2.257,1.564,43.59,5250.87,0.0,68.19,3.7
3,5,5,2,5,3,73.38,1.451,2.255,1.559,47.05,6651.9,0.0,73.38,2.6
5,8,2,2,6,3,82.62,1.453,2.349,1.559,52.99,9949.87,0.0,82.62,2.0
5,5,5,2,8,5,67.5,1.428,2.153,1.557,43.34,5084.5,0.0,67.5,3.3
5,5,5,2,8,7,67.5,1.428,2.153,1.557,43.34,5084.5,0.0,67.5,3.3
5,8,3,2,5,3,71.62,1.422,2.17,1.557,45.99,6145.33,0.0,71.62,2.5
5,5,5,2,5,5,67.27,1.421,2.128,1.55,43.4,5031.7,0.0,67.27,3.2
5,5,5,2,5,7,67.27,1.421,2.128,1.55,43.4,5031.7,0.0,67.27,3.2
3,8,2,3,5,3,78.46,1.426,2.353,1.548,50.69,8323.41,0.0,78.46,2.2
3,8,3,5,8,7,71.32,1.493,2.313,1.546,46.13,6062.43,0.0,71.32,3.6
3,5,5,2,6,3,74.4,1.464,2.289,1.541,48.27,6962.81,0.0,74.4,2.6
5,5,3,2,8,3,72.53,1.433,2.234,1.54,47.09,6403.34,0.0,72.53,2.6
5,8,3,2,6,3,72.63,1.434,2.202,1.538,47.23,6432.91,0.0,72.63,2.5
3,8,5,3,5,3,69.34,1.453,2.253,1.532,45.26,5538.44,0.0,69.34,3.0
5,5,3,2,8,5,71.97,1.429,2.219,1.532,46.97,6242.91,0.0,71.97,2.6
5,5,3,2,8,7,71.97,1.429,2.219,1.532,46.97,6242.91,0.0,71.97,2.6
3,8,2,5,8,3,74.02,1.398,2.288,1.53,48.38,6846.69,0.0,74.02,2.4
5,5,5,3,8,3,63.82,1.429,2.167,1.53,41.7,4273.98,0.0,63.82,3.5
5,5,5,2,6,5,68.33,1.436,2.164,1.529,44.7,5284.77,0.0,68.33,3.3
5,5,5,2,6,7,68.33,1.436,2.164,1.529,44.7,5284.77,0.0,68.33,3.3
3,8,5,5,8,3,65.13,1.428,2.192,1.526,42.69,4549.96,0.0,65.13,3.2
5,5,3,2,5,5,71.74,1.422,2.196,1.525,47.03,6178.31,0.0,71.74,2.5
5,5,3,2,5,7,71.74,1.422,2.196,1.525,47.03,6178.31,0.0,71.74,2.5
3,8,3,5,8,5,70.02,1.474,2.28,1.512,46.3,5713.13,0.0,70.02,3.5
5,5,3,2,6,5,72.82,1.436,2.23,1.509,48.24,6487.92,0.0,72.82,2.6
5,5,3,2,6,7,72.82,1.436,2.23,1.509,48.24,6487.92,0.0,72.82,2.6
5,5,3,3,8,3,68.19,1.425,2.228,1.501,45.43,5251.29,0.0,68.19,2.8
5,8,5,5,8,3,59.86,1.407,2.088,1.49,40.18,3526.84,0.0,59.86,3.8
5,5,5,2,5,3,65.7,1.398,2.099,1.487,44.18,4674.15,0.0,65.7,3.2
3,8,3,5,5,5,69.71,1.465,2.287,1.486,46.91,5633.08,0.0,69.71,3.3
5,8,5,3,5,3,63.93,1.431,2.148,1.481,43.17,4297.84,0.0,63.93,3.6
3,8,3,5,5,7,69.44,1.461,2.281,1.476,47.04,5562.6,0.0,69.44,3.3
5,5,3,2,5,3,70.13,1.401,2.167,1.468,47.76,5740.87,0.0,70.13,2.5
5,5,5,2,6,3,66.68,1.412,2.133,1.467,45.46,4893.99,0.0,66.68,3.2
5,5,3,2,6,3,71.13,1.414,2.2,1.453,48.96,6009.83,0.0,71.13,2.5
3,8,2,2,8,3,77.89,1.393,2.272,1.448,53.78,8118.49,0.0,77.89,2.0
3,8,2,2,8,5,77.31,1.388,2.258,1.44,53.68,7915.76,0.0,77.31,2.1
3,8,2,2,8,7,77.31,1.388,2.258,1.44,53.68,7915.76,0.0,77.31,2.1
3,8,2,2,5,5,77.07,1.383,2.238,1.434,53.73,7834.12,0.0,77.07,2.0
