cfg,mean,std,min,max,count,cv
0,2.8213333333333335,0.5703044458177932,1.4725000000000001,3.536,30,0.20214004459515353
1,2.8952666666666667,0.29422861546919493,2.3555,3.3175,30,0.10162401234285671
2,2.8767333333333336,0.34797769779242976,2.145,3.4210000000000003,30,0.1209627926788822
