V,Q,G,M,mom,gs,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
15,10,55,20,12m,3f_rev_oca_gp,2.249,89.25,39.68,2.175,65.14,29.95,2.2116905298888447
20,5,50,25,12m-1m,2f_rev_oca_60,2.347,90.37,38.5,2.083,62.8,30.15,2.2110633188581463
10,0,55,35,6m-1m,3f_rev_oca_opm,2.434,92.24,37.9,2.008,70.12,34.91,2.2107627642965224
0,15,60,25,6m,3f_rev_oca_gp,2.378,97.86,41.15,2.055,68.08,33.13,2.210608513509346
5,15,65,15,6m,2f_rev_oca_60,2.378,94.55,39.76,2.055,68.82,33.5,2.210608513509346
10,5,45,40,12m-1m,2f_rev_oca_70,2.478,93.35,37.68,1.972,70.79,35.9,2.2105691574795845
0,15,45,40,12m,2f_rev_oca_70,2.413,91.11,37.76,2.024,74.4,36.76,2.2099574656540337
5,15,40,40,6m,2f_rev_oca_60,2.478,94.78,38.25,1.969,75.3,38.25,2.208887050077482
0,15,45,40,12m-1m,3f_rev_oca_opm,2.524,96.68,38.3,1.931,73.97,38.3,2.2076784186108265
10,15,35,40,12m-1m,3f_rev_oca_opm,2.472,92.18,37.29,1.968,73.37,37.29,2.2056509243305022
20,0,45,35,6m-1m,3f_rev_oca_gp,2.505,91.12,36.38,1.941,59.55,30.68,2.205040815948766
25,0,30,45,12m-1m,2f_rev_oca_70,2.454,92.67,37.76,1.98,69.82,35.26,2.2042958059207933
15,15,50,20,6m,3f_rev_oca_opm,2.53,95.1,37.59,1.92,72.16,37.59,2.2039963702329457
0,5,55,40,12m,2f_rev_oca_60,2.512,98.92,39.38,1.933,76.12,39.38,2.2035643852631126
10,15,55,20,6m,3f_rev_oca_opm,2.528,94.27,37.29,1.92,68.76,35.82,2.203125053191489
20,15,50,15,6m-1m,2f_rev_oca_70,2.419,92.69,38.32,2.006,68.95,34.37,2.2028422549061473
5,15,55,25,12m-1m,3f_rev_oca_gp,2.416,101.19,41.88,2.008,84.09,41.88,2.202573040786616
20,0,35,45,12m,2f_rev_oca_70,2.587,100.38,38.8,1.875,72.74,38.8,2.202413448923703
10,5,45,40,6m-1m,2f_rev_oca_60,2.381,86.98,36.52,2.037,63.7,31.27,2.2022935771599568
20,10,55,15,6m-1m,3f_rev_oca_opm,2.304,97.41,42.28,2.105,67.96,32.28,2.202253391415257
25,10,30,35,12m,2f_rev_oca_70,2.454,93.51,38.1,1.976,69.03,34.94,2.2020681188373805
15,15,25,45,12m,2f_rev_oca_60,2.393,88.12,36.82,2.026,68.88,34.0,2.2018669351257354
10,0,65,25,6m,3f_rev_oca_opm,2.587,104.45,40.38,1.874,75.68,40.38,2.201826060341734
0,15,65,20,12m-1m,2f_rev_oca_70,2.306,94.9,41.15,2.102,76.8,36.53,2.201638480768357
5,15,45,35,12m-1m,2f_rev_oca_60,2.474,90.5,36.58,1.959,71.67,36.58,2.2014917669616665
5,0,55,40,6m,3f_rev_oca_opm,2.549,97.47,38.24,1.901,70.92,37.3,2.201283489239857
5,15,55,25,6m,3f_rev_oca_gp,2.469,99.21,40.19,1.962,68.67,35.0,2.20094934062554
15,10,45,30,6m-1m,3f_rev_oca_opm,2.624,95.66,36.46,1.846,67.3,36.46,2.2008870938782845
15,15,45,25,12m,2f_rev_oca_60,2.349,90.08,38.35,2.062,76.93,37.31,2.2008266628701136
0,10,55,35,12m-1m,3f_rev_oca_gp,2.337,90.37,38.67,2.072,73.69,35.56,2.2005144852965635
15,10,40,35,6m,3f_rev_oca_gp,2.587,96.18,37.17,1.871,69.57,37.17,2.200062953644736
5,0,50,45,6m,2f_rev_oca_60,2.584,104.65,40.49,1.873,75.83,40.49,2.1999618178504825
20,5,45,30,12m-1m,3f_rev_oca_opm,2.666,96.97,36.37,1.815,62.8,34.59,2.199724982810351
5,15,60,20,6m,3f_rev_oca_opm,2.481,93.68,37.76,1.95,69.62,35.71,2.199534041564258
15,10,55,20,6m-1m,3f_rev_oca_gp,2.35,93.84,39.93,2.058,71.64,34.81,2.199158930136701
20,15,50,15,6m-1m,2f_rev_oca_60,2.298,91.71,39.9,2.103,69.99,33.28,2.19833891836541
15,5,65,15,12m-1m,2f_rev_oca_60,2.298,94.18,40.98,2.103,64.52,30.68,2.19833891836541
20,5,60,15,6m-1m,3f_rev_oca_opm,2.66,104.21,39.18,1.815,68.9,37.96,2.1972482790981998
5,15,45,35,6m-1m,3f_rev_oca_gp,2.484,93.07,37.46,1.943,71.53,36.81,2.196909647664191
15,5,40,40,12m-1m,2f_rev_oca_70,2.56,92.87,36.28,1.883,67.9,36.07,2.195559154293047
5,10,40,45,12m,2f_rev_oca_60,2.41,93.04,38.61,2.0,77.23,38.61,2.195449840010015
15,5,40,40,12m,2f_rev_oca_70,2.493,98.1,39.35,1.932,75.77,39.21,2.194647124254831
10,10,60,20,6m,2f_rev_oca_60,2.352,97.31,41.38,2.046,73.72,36.04,2.1936708960096998
0,15,55,30,6m,3f_rev_oca_gp,2.456,98.81,40.23,1.959,70.63,36.05,2.193468486210823
15,15,45,25,6m,2f_rev_oca_60,2.546,93.92,36.89,1.888,65.89,34.91,2.1924525080375172
25,5,50,20,12m,3f_rev_oca_gp,2.302,93.39,40.58,2.088,61.39,29.4,2.1923904761697903
15,0,40,45,12m,2f_rev_oca_60,2.475,96.06,38.81,1.942,75.37,38.81,2.1923617402244546
20,5,30,45,12m,2f_rev_oca_60,2.442,92.35,37.82,1.967,74.39,37.82,2.19166922686796
25,15,40,20,6m,3f_rev_oca_opm,2.576,103.14,40.03,1.864,74.19,39.8,2.1912699514208653
15,5,55,25,12m-1m,2f_rev_oca_70,2.367,92.23,38.97,2.027,63.21,31.18,2.190412974760696
25,0,40,35,12m,3f_rev_oca_opm,2.585,98.49,38.1,1.855,70.44,37.97,2.1897888026017487
20,10,25,45,12m-1m,3f_rev_oca_opm,2.264,86.27,38.1,2.117,68.41,32.31,2.1892665438452212
15,15,50,20,6m,3f_rev_oca_gp,2.423,95.05,39.22,1.977,68.49,34.64,2.1886687734785273
25,0,40,35,12m-1m,2f_rev_oca_60,2.548,93.07,36.53,1.88,65.11,34.64,2.188661691536634
20,10,55,15,6m-1m,2f_rev_oca_60,2.27,93.14,41.03,2.109,67.43,31.97,2.1880196525625633
5,15,35,45,12m,2f_rev_oca_60,2.354,87.92,37.34,2.033,72.31,35.57,2.1876201681279133
15,10,55,20,12m-1m,2f_rev_oca_60,2.215,88.92,40.15,2.16,65.34,30.25,2.187327136026982
15,0,50,35,6m-1m,3f_rev_oca_gp,2.453,90.13,36.74,1.95,59.92,30.73,2.1870871038895547
20,10,40,30,6m,3f_rev_oca_opm,2.674,96.53,36.1,1.788,64.53,36.1,2.1865754045996217
15,10,35,40,12m-1m,2f_rev_oca_70,2.334,86.79,37.19,2.046,74.31,36.31,2.185260625188675
5,10,45,40,6m,3f_rev_oca_opm,2.364,95.74,40.5,2.02,81.03,40.11,2.1852414054287
10,15,60,15,6m,2f_rev_oca_60,2.393,93.97,39.28,1.995,65.96,33.06,2.184956521306545
25,15,40,20,12m,2f_rev_oca_60,2.355,89.0,37.79,2.027,69.86,34.46,2.184853542002301
0,10,50,40,6m,2f_rev_oca_60,2.429,95.42,39.28,1.965,77.17,39.28,2.184716228712553
20,10,40,30,6m-1m,2f_rev_oca_60,2.38,87.41,36.72,2.005,63.14,31.49,2.1844678985968184
10,10,65,15,6m-1m,3f_rev_oca_opm,2.323,98.55,42.43,2.054,68.13,33.17,2.184363065060385
10,15,35,40,12m-1m,2f_rev_oca_70,2.399,92.81,38.69,1.988,76.92,38.69,2.18385255912573
20,0,40,40,6m-1m,2f_rev_oca_60,2.283,85.94,37.65,2.088,60.48,28.96,2.1833240712271738
5,10,55,30,6m-1m,2f_rev_oca_60,2.333,91.23,39.11,2.043,65.08,31.85,2.1831900970827074
0,15,40,45,12m,3f_rev_oca_gp,2.333,95.61,40.97,2.043,83.7,40.97,2.1831900970827074
10,10,50,30,6m-1m,2f_rev_oca_60,2.377,88.09,37.06,2.005,64.78,32.3,2.183090698986187
10,5,55,30,6m-1m,3f_rev_oca_opm,2.599,94.24,36.27,1.833,62.8,34.26,2.182651369321267
20,0,35,45,12m,2f_rev_oca_60,2.559,97.96,38.27,1.861,70.67,37.98,2.1822692317860324
0,5,50,45,12m-1m,2f_rev_oca_70,2.243,84.13,37.5,2.123,67.77,31.93,2.182175290850852
25,10,30,35,12m,3f_rev_oca_gp,2.362,89.99,38.1,2.016,67.04,33.26,2.182153065208763
25,10,45,20,12m,2f_rev_oca_60,2.379,91.23,38.35,2.0,63.63,31.82,2.181284025522582
5,10,40,45,12m-1m,3f_rev_oca_opm,2.464,87.89,35.67,1.929,68.82,35.67,2.180150453523793
10,15,45,30,12m-1m,3f_rev_oca_gp,2.374,94.3,39.73,2.001,79.51,39.73,2.1795352715659364
30,15,40,15,12m,2f_rev_oca_60,2.37,90.88,38.35,2.004,61.89,30.88,2.1793301723235974
10,0,55,35,6m-1m,2f_rev_oca_70,2.358,91.06,38.62,2.014,65.3,32.42,2.1792227972375837
0,15,40,45,6m,2f_rev_oca_60,2.4,91.88,38.28,1.978,75.69,38.28,2.178807013023411
20,15,40,25,6m,3f_rev_oca_opm,2.488,93.08,37.41,1.908,71.39,37.41,2.1787849825074526
10,10,40,40,6m-1m,2f_rev_oca_70,2.322,85.35,36.75,2.042,60.84,29.8,2.177504075771157
0,5,50,45,12m,3f_rev_oca_opm,2.372,97.41,41.07,1.997,82.01,41.07,2.176438374960339
20,15,45,20,12m,2f_rev_oca_70,2.493,88.04,35.31,1.9,61.68,32.46,2.176396103653928
5,5,50,40,6m,3f_rev_oca_gp,2.508,96.63,38.52,1.887,67.78,35.92,2.175453056262074
0,10,55,35,12m-1m,2f_rev_oca_60,2.3,88.96,38.67,2.057,66.89,32.53,2.175109192661371
0,5,60,35,6m-1m,3f_rev_oca_opm,2.223,95.3,42.86,2.128,68.97,32.41,2.174981379230636
15,15,55,15,12m-1m,3f_rev_oca_gp,2.321,93.05,40.1,2.038,65.05,31.92,2.174901836865287
10,5,45,40,6m-1m,2f_rev_oca_70,2.333,85.86,36.81,2.026,63.39,31.29,2.1740878547105678
10,15,35,40,6m-1m,3f_rev_oca_opm,2.194,85.45,38.94,2.152,69.74,32.41,2.172898525012155
0,10,60,30,6m-1m,3f_rev_oca_gp,2.311,92.55,40.05,2.043,70.96,34.73,2.17287206250161
15,10,60,15,6m-1m,3f_rev_oca_gp,2.412,96.09,39.84,1.957,63.93,32.66,2.172621458054762
10,0,50,40,12m-1m,3f_rev_oca_opm,2.608,95.83,36.74,1.809,64.21,35.5,2.1720662973307236
20,5,35,40,12m-1m,2f_rev_oca_70,2.524,96.23,38.13,1.868,71.2,38.13,2.171366390087127
0,15,65,20,6m,2f_rev_oca_60,2.427,99.87,41.15,1.942,78.41,40.37,2.1709983878391066
10,15,45,30,12m,2f_rev_oca_70,2.433,90.36,37.14,1.937,71.94,37.14,2.170880236217558
0,5,65,30,12m-1m,2f_rev_oca_60,2.345,92.47,39.44,2.009,68.25,33.98,2.170508005053195
15,15,30,40,12m-1m,2f_rev_oca_60,2.413,93.99,38.95,1.952,76.0,38.95,2.17029398930191
15,10,35,40,6m-1m,2f_rev_oca_60,2.229,86.68,38.88,2.113,72.71,34.41,2.1702251035318896
0,15,50,35,6m,2f_rev_oca_70,2.504,93.13,37.19,1.88,67.56,35.93,2.169682004349946
5,10,60,25,12m-1m,3f_rev_oca_opm,2.501,99.29,39.71,1.882,71.05,37.75,2.169534973214306
5,15,40,40,12m-1m,3f_rev_oca_opm,2.463,91.82,37.29,1.911,71.25,37.29,2.16951446180937
10,15,40,35,6m-1m,2f_rev_oca_60,2.41,89.3,37.06,1.953,70.49,36.09,2.169499942383037
25,0,45,30,12m-1m,3f_rev_oca_opm,2.699,98.14,36.37,1.743,61.09,35.04,2.168952973210807
20,15,50,15,12m-1m,3f_rev_oca_opm,2.507,98.09,39.13,1.876,73.39,39.13,2.168670560504753
5,15,60,20,6m-1m,3f_rev_oca_gp,2.367,94.53,39.93,1.986,68.5,34.49,2.1681471352286033
0,0,65,35,6m,2f_rev_oca_70,2.336,90.68,38.82,2.01,70.53,35.09,2.1668779384173904
10,0,60,30,6m-1m,2f_rev_oca_60,2.353,92.85,39.46,1.994,65.86,33.03,2.166075252617046
20,0,50,30,6m-1m,3f_rev_oca_opm,2.486,91.28,36.72,1.887,62.01,32.86,2.165890578953609
5,5,55,35,6m,2f_rev_oca_60,2.601,96.39,37.06,1.803,63.02,34.96,2.165549122047339
10,5,40,45,12m,3f_rev_oca_gp,2.476,98.64,39.83,1.894,75.46,39.83,2.165535499593576
20,10,35,35,12m,3f_rev_oca_opm,2.419,92.48,38.23,1.938,71.74,37.02,2.165184056841358
20,0,45,35,12m,2f_rev_oca_60,2.509,100.26,39.96,1.868,74.65,39.96,2.1649046168365014
20,5,45,30,6m,3f_rev_oca_opm,2.547,92.75,36.41,1.84,63.06,34.26,2.164827937735468
10,10,35,45,6m,2f_rev_oca_70,2.483,92.36,37.2,1.886,70.16,37.2,2.1640097042296276
5,10,55,30,12m-1m,2f_rev_oca_60,2.339,92.45,39.52,2.001,79.09,39.52,2.163409115262298
10,10,65,15,12m-1m,3f_rev_oca_opm,2.203,94.92,43.09,2.124,69.68,32.8,2.1631393852454353
15,5,60,20,12m-1m,2f_rev_oca_60,2.255,88.18,39.11,2.072,60.57,29.23,2.1615642484090083
5,0,55,40,6m,2f_rev_oca_70,2.506,99.41,39.67,1.864,73.95,39.67,2.1612922060656214
5,15,50,30,6m-1m,3f_rev_oca_gp,2.403,91.18,37.95,1.942,67.18,34.59,2.160237486944433
20,0,40,40,12m,2f_rev_oca_70,2.601,98.61,37.91,1.794,68.0,37.91,2.160137495623832
20,15,45,20,12m-1m,2f_rev_oca_70,2.368,89.2,37.67,1.97,67.2,34.11,2.159851846770977
20,10,50,20,12m-1m,2f_rev_oca_60,2.358,90.42,38.34,1.978,68.07,34.41,2.1596583063068104
20,0,45,35,6m-1m,2f_rev_oca_60,2.355,89.13,37.85,1.98,59.05,29.83,2.159374909551373
20,15,30,35,12m-1m,3f_rev_oca_gp,2.368,89.8,37.92,1.968,70.73,35.94,2.158755196866935
5,15,35,45,12m-1m,3f_rev_oca_opm,2.37,93.79,39.58,1.963,77.71,39.58,2.1569214172055506
10,15,55,20,12m,3f_rev_oca_gp,2.282,94.8,41.53,2.038,73.0,35.82,2.156551877419136
15,15,30,40,12m-1m,3f_rev_oca_gp,2.43,88.84,36.56,1.913,69.95,36.56,2.1560589045756613
15,15,45,25,6m-1m,2f_rev_oca_60,2.364,86.8,36.72,1.966,66.22,33.68,2.1558348730828154
15,5,65,15,6m-1m,2f_rev_oca_60,2.328,95.26,40.91,1.995,64.56,32.37,2.155077724816439
0,15,60,25,6m-1m,3f_rev_oca_opm,2.237,93.35,41.73,2.076,74.89,36.07,2.1549969837565897
20,0,40,40,6m,3f_rev_oca_opm,2.484,93.26,37.54,1.869,68.77,36.79,2.1546684199662836
5,0,65,30,6m,2f_rev_oca_60,2.469,97.45,39.46,1.88,72.86,38.76,2.1544651308387426
15,0,60,25,6m-1m,2f_rev_oca_60,2.382,92.67,38.91,1.947,63.63,32.68,2.153544520087755
10,10,65,15,6m,2f_rev_oca_60,2.115,90.9,42.97,2.192,68.18,31.11,2.1531558234368458
0,5,50,45,6m-1m,2f_rev_oca_60,2.285,88.48,38.72,2.028,70.82,34.93,2.1526681119020648
30,5,35,30,12m,2f_rev_oca_60,2.363,90.05,38.1,1.961,61.2,31.2,2.1526362906910217
15,15,50,20,6m,2f_rev_oca_70,2.514,91.89,36.55,1.843,64.33,34.89,2.1525106271514667
20,15,40,25,12m,3f_rev_oca_opm,2.312,92.78,40.13,2.004,65.57,32.72,2.1524980836228402
20,15,50,15,6m,3f_rev_oca_opm,2.593,100.74,38.86,1.786,69.39,38.86,2.1519986059475036
5,0,50,45,12m,3f_rev_oca_opm,2.468,100.97,40.91,1.876,76.73,40.91,2.1517360432915558
0,0,60,40,6m,2f_rev_oca_70,2.476,97.31,39.3,1.869,73.47,39.3,2.1511959464446746
25,15,45,15,12m,3f_rev_oca_opm,2.575,97.69,37.94,1.795,68.11,37.94,2.1499127889288907
15,10,60,15,6m-1m,3f_rev_oca_opm,2.469,97.61,39.54,1.87,63.47,33.95,2.1487275304235296
5,15,65,15,6m-1m,2f_rev_oca_70,2.329,93.92,40.32,1.982,70.07,35.35,2.1485059925445866
5,10,45,40,6m-1m,2f_rev_oca_70,2.515,97.98,38.95,1.834,71.46,38.95,2.147675487591177
20,10,45,25,12m,2f_rev_oca_70,2.366,90.68,38.32,1.947,63.66,32.69,2.1462996062991766
0,10,55,35,6m-1m,2f_rev_oca_60,2.372,92.78,39.11,1.942,67.78,34.9,2.1462581391808393
20,15,40,25,6m-1m,3f_rev_oca_gp,2.468,103.69,42.02,1.866,78.43,42.02,2.1459934762249393
15,10,40,35,6m-1m,3f_rev_oca_opm,2.364,86.45,36.57,1.948,64.86,33.3,2.1459431492935686
10,15,40,35,12m-1m,2f_rev_oca_60,2.351,91.07,38.74,1.958,75.84,38.74,2.145520449681149
15,15,30,40,6m-1m,2f_rev_oca_60,2.192,83.08,37.89,2.099,69.47,33.09,2.144996037292377
25,15,45,15,6m-1m,2f_rev_oca_60,2.424,92.89,38.32,1.897,67.12,35.39,2.1443712365166623
5,10,65,20,12m,3f_rev_oca_opm,2.344,96.54,41.18,1.961,71.11,36.26,2.1439645519457637
5,5,60,30,6m,3f_rev_oca_gp,2.326,91.78,39.46,1.976,71.07,35.97,2.1438693990073183
5,15,40,40,12m-1m,3f_rev_oca_gp,2.339,90.8,38.82,1.965,76.29,38.82,2.1438598368363544
10,15,50,25,12m-1m,3f_rev_oca_opm,2.429,92.74,38.18,1.891,72.2,38.18,2.1431843131191495
15,15,25,45,12m-1m,2f_rev_oca_60,2.286,86.07,37.66,2.008,71.52,35.62,2.142495740952593
10,0,45,45,6m-1m,3f_rev_oca_gp,2.462,90.22,36.65,1.863,62.79,33.7,2.1416596368237415
20,15,40,25,12m-1m,2f_rev_oca_60,2.305,88.06,38.2,1.989,67.72,34.05,2.141178413864665
15,0,40,45,12m,3f_rev_oca_opm,2.419,92.66,38.3,1.895,72.6,38.3,2.1410289582348017
15,0,55,30,6m,3f_rev_oca_opm,2.503,103.03,41.17,1.831,75.38,41.17,2.1407926102264088
15,10,30,45,12m-1m,2f_rev_oca_60,2.272,86.45,38.06,2.016,73.33,36.38,2.1401756937223633
25,10,40,25,12m-1m,3f_rev_oca_opm,2.514,98.77,39.29,1.821,65.03,35.72,2.139624733452107
0,10,50,40,12m-1m,3f_rev_oca_gp,2.205,88.91,40.32,2.076,77.71,37.44,2.139527985327605
10,0,55,35,6m-1m,2f_rev_oca_60,2.343,92.48,39.46,1.953,62.89,32.21,2.1391304308059387
0,5,65,30,6m,2f_rev_oca_60,2.31,94.1,40.74,1.98,63.55,32.09,2.138644430474594
25,5,30,40,12m,2f_rev_oca_60,2.45,94.8,38.69,1.866,72.18,38.69,2.138153408902177
20,10,45,25,12m,3f_rev_oca_gp,2.374,92.0,38.75,1.925,63.44,32.96,2.137744138104465
10,0,60,30,6m-1m,3f_rev_oca_gp,2.421,95.79,39.56,1.887,66.8,35.41,2.1373878917969007
0,10,45,45,6m,3f_rev_oca_opm,2.298,93.22,40.57,1.987,79.69,40.11,2.1368495501555556
0,15,55,30,6m,3f_rev_oca_opm,2.403,94.37,39.27,1.9,74.62,39.27,2.136749868374864
5,10,60,25,6m-1m,2f_rev_oca_70,2.422,97.0,40.05,1.884,70.11,37.22,2.1361292095751137
10,15,30,45,12m-1m,3f_rev_oca_opm,2.374,86.34,36.37,1.922,68.2,35.48,2.1360777139420746
20,5,50,25,6m-1m,3f_rev_oca_opm,2.639,95.26,36.1,1.727,59.66,34.56,2.1348426171500323
15,15,35,35,12m-1m,3f_rev_oca_opm,2.421,91.79,37.92,1.882,70.68,37.55,2.134554286027882
5,5,65,25,6m-1m,3f_rev_oca_gp,2.223,86.43,38.89,2.048,65.5,31.98,2.133706634005715
15,15,35,35,6m,2f_rev_oca_60,2.382,88.11,36.99,1.91,66.63,34.89,2.1329838255364244
20,15,20,45,12m,3f_rev_oca_gp,2.364,90.99,38.49,1.924,72.09,37.48,2.1326828174859944
10,10,50,30,6m-1m,2f_rev_oca_70,2.426,92.06,37.95,1.874,63.93,34.12,2.1322110589714143
15,15,40,30,12m-1m,3f_rev_oca_opm,2.29,86.85,37.92,1.985,67.37,33.95,2.132053001217371
15,15,55,15,6m-1m,3f_rev_oca_gp,2.385,93.74,39.3,1.905,70.24,36.87,2.131531139814758
5,5,50,40,12m-1m,2f_rev_oca_60,2.35,88.54,37.68,1.93,70.37,36.45,2.1296713361455564
10,10,65,15,6m-1m,2f_rev_oca_60,2.245,88.49,39.41,2.02,62.8,31.09,2.129530464679949
10,15,60,15,6m,2f_rev_oca_70,2.313,91.36,39.5,1.959,65.84,33.61,2.128653799940235
20,5,40,35,6m-1m,2f_rev_oca_60,2.31,85.6,37.06,1.961,58.34,29.75,2.128358522429903
20,10,45,25,6m-1m,3f_rev_oca_opm,2.556,97.44,38.12,1.772,67.54,38.12,2.1281992387932105
10,0,60,30,12m-1m,2f_rev_oca_70,2.622,95.47,36.41,1.727,60.49,35.03,2.127955356674571
10,15,30,45,12m-1m,3f_rev_oca_gp,2.237,86.66,38.73,2.024,71.26,35.2,2.127836459881257
20,10,50,20,6m-1m,2f_rev_oca_60,2.438,89.93,36.89,1.857,66.15,35.61,2.1277607948263357
15,15,55,15,6m,2f_rev_oca_60,2.422,92.55,38.22,1.869,62.62,33.5,2.1276085166214203
20,5,60,15,12m-1m,2f_rev_oca_60,2.288,93.13,40.7,1.978,62.47,31.59,2.1273608062573683
0,0,55,45,6m,3f_rev_oca_gp,2.542,95.53,37.58,1.779,66.84,37.58,2.12655072829218
15,5,40,40,12m,3f_rev_oca_opm,2.382,99.32,41.69,1.898,79.14,41.69,2.126272795292269
20,15,50,15,12m,2f_rev_oca_70,2.257,90.85,40.26,2.003,60.9,30.4,2.1262104787626273
20,15,40,25,6m-1m,2f_rev_oca_70,2.402,94.66,39.41,1.882,74.19,39.41,2.126161800051915
20,15,50,15,6m,3f_rev_oca_gp,2.456,91.43,37.23,1.84,65.79,35.76,2.1258033775492975
15,10,50,25,6m-1m,2f_rev_oca_70,2.393,92.91,38.82,1.888,67.76,35.89,2.1255549863506236
20,15,25,40,12m,3f_rev_oca_opm,2.337,89.03,38.1,1.933,66.84,34.58,2.1254225462246326
5,10,40,45,12m-1m,2f_rev_oca_70,2.387,85.83,35.96,1.892,67.02,35.41,2.1251362309273256
25,10,50,15,12m,3f_rev_oca_gp,2.316,96.02,41.46,1.95,65.81,33.75,2.1251352898109803
15,5,45,35,6m,3f_rev_oca_opm,2.392,94.26,39.4,1.887,70.51,37.37,2.1245479519182426
0,5,55,40,6m-1m,2f_rev_oca_70,2.219,85.68,38.62,2.034,65.19,32.04,2.124487232251585
0,5,60,35,6m-1m,2f_rev_oca_70,2.283,90.11,39.46,1.976,67.04,33.92,2.1239604516092103
10,0,65,25,6m-1m,2f_rev_oca_60,2.502,97.61,39.01,1.803,68.93,38.22,2.123936439726952
15,10,30,45,12m-1m,2f_rev_oca_70,2.31,83.29,36.05,1.952,68.37,35.04,2.1234688601437037
25,5,50,20,12m,2f_rev_oca_60,2.433,93.3,38.34,1.852,66.04,35.66,2.1227143001355597
10,10,40,40,6m-1m,2f_rev_oca_60,2.2,82.78,37.63,2.047,65.45,31.98,2.1221215799289164
5,10,40,45,6m,3f_rev_oca_opm,2.276,91.73,40.31,1.975,79.6,40.31,2.120165087911788
20,10,45,25,6m,2f_rev_oca_60,2.265,83.8,36.99,1.984,55.26,27.85,2.1198490512298274
20,0,55,25,12m,2f_rev_oca_70,2.509,92.13,36.72,1.791,61.53,34.35,2.1198157938839874
5,5,50,40,6m,3f_rev_oca_opm,2.382,96.47,40.5,1.886,72.59,38.48,2.1195405162440277
10,10,65,15,12m-1m,2f_rev_oca_60,2.137,89.7,41.98,2.102,63.41,30.17,2.1194277529559717
0,5,55,40,6m-1m,3f_rev_oca_gp,2.248,88.72,39.46,1.998,62.09,31.07,2.1193168710695436
25,10,30,35,6m-1m,3f_rev_oca_opm,2.081,86.21,41.42,2.158,69.13,32.03,2.1191503014179998
10,10,40,40,6m,3f_rev_oca_opm,2.243,91.56,40.81,2.0,79.86,39.94,2.1180179413782123
15,10,50,25,6m,3f_rev_oca_gp,2.321,86.96,37.46,1.932,61.17,31.66,2.1175863618752366
5,15,40,40,6m,2f_rev_oca_70,2.412,92.25,38.25,1.859,71.11,38.25,2.1175240258377235
15,0,55,30,6m,2f_rev_oca_60,2.545,99.64,39.15,1.759,68.86,39.15,2.1158107193225013
5,5,60,30,12m-1m,2f_rev_oca_70,2.5,91.84,36.74,1.789,62.34,34.86,2.1148285982556603
20,10,25,45,12m-1m,3f_rev_oca_gp,2.27,86.49,38.1,1.97,67.97,34.5,2.114686738030009
15,0,65,20,12m-1m,3f_rev_oca_gp,2.472,99.14,40.1,1.809,72.56,40.1,2.1146744430289974
20,15,35,30,12m-1m,3f_rev_oca_opm,2.271,86.11,37.92,1.969,63.81,32.41,2.1146155678988086
15,5,40,40,6m-1m,2f_rev_oca_70,2.26,83.08,36.75,1.978,58.63,29.64,2.114303667877441
15,15,45,25,6m,3f_rev_oca_gp,2.475,91.57,36.99,1.806,63.95,35.42,2.1142019771062555
5,15,35,45,6m,3f_rev_oca_opm,2.226,94.84,42.6,2.008,80.52,40.1,2.1141920442570963
15,10,55,20,6m,2f_rev_oca_60,2.368,90.83,38.36,1.887,63.92,33.87,2.1138628148486833
25,5,50,20,6m-1m,3f_rev_oca_opm,2.644,106.39,40.24,1.69,68.02,40.24,2.1138495689144956
25,0,40,35,6m,3f_rev_oca_gp,2.55,89.65,35.15,1.752,56.42,32.2,2.1136697944570244
10,0,65,25,12m-1m,2f_rev_oca_60,2.342,92.38,39.44,1.906,64.93,34.06,2.112782998795664
25,0,30,45,12m,3f_rev_oca_gp,2.458,92.78,37.75,1.816,68.57,37.75,2.1127536534106386
25,0,35,40,12m,2f_rev_oca_60,2.496,96.95,38.84,1.788,69.45,38.84,2.1125453841278774
15,15,40,30,6m-1m,2f_rev_oca_70,2.232,82.72,37.06,1.999,63.19,31.62,2.1122897528511566
20,0,45,35,6m,3f_rev_oca_gp,2.57,96.33,37.48,1.736,65.07,37.48,2.112231047968001
15,0,40,45,12m-1m,2f_rev_oca_70,2.465,90.88,36.86,1.809,66.7,36.86,2.1116782425360165
10,5,40,45,12m-1m,2f_rev_oca_60,2.358,84.82,35.96,1.891,67.31,35.59,2.1116292288183547
10,15,60,15,6m-1m,2f_rev_oca_70,2.271,91.56,40.32,1.963,63.38,32.29,2.111391247495357
20,0,50,30,12m-1m,3f_rev_oca_opm,2.501,95.31,38.1,1.781,61.33,34.43,2.110516761364382
25,5,55,15,12m-1m,3f_rev_oca_opm,2.443,99.39,40.69,1.823,70.61,38.73,2.1103528141047887
0,10,45,45,6m,2f_rev_oca_60,2.377,91.02,38.29,1.873,71.73,38.29,2.1100049762974495
20,5,55,20,12m-1m,3f_rev_oca_opm,2.577,93.1,36.13,1.727,57.41,33.25,2.1096158418062756
10,5,60,25,6m,3f_rev_oca_gp,2.383,94.29,39.56,1.867,68.64,36.77,2.1092797348858214
15,15,45,25,6m,3f_rev_oca_opm,2.259,90.67,40.13,1.969,68.7,34.9,2.1090213370186657
5,5,45,45,12m-1m,3f_rev_oca_gp,2.407,92.48,38.42,1.847,70.97,38.42,2.1084897438688195
