dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
30,0,25,45,6m,2f_60,3,8,7,2.058,2.434,2.238117959357817
30,5,20,45,6m,2f_60,3,8,7,2.023,2.475,2.237615918784991
40,10,10,40,6m,2f_60,3,6,5,2.271,2.203,2.236741603314965
35,0,15,50,6m,2f_70,3,6,7,1.406,3.558,2.23663765505278
35,0,15,50,6m,2f_70,3,6,5,1.406,3.558,2.23663765505278
30,15,5,50,6m,2f_70,5,8,7,2.126,2.35,2.235195740869242
35,0,25,40,6m-1m,2f_80,3,6,7,2.006,2.49,2.2349362407012867
35,0,25,40,6m-1m,2f_80,3,6,5,2.006,2.49,2.2349362407012867
35,0,20,45,6m,2f_60,5,8,7,2.233,2.231,2.231999775985652
30,15,15,40,6m,2f_70,5,8,7,2.24,2.221,2.230479769018316
35,15,20,30,6m,2f_70,5,8,7,2.33,2.134,2.2298475284198247
35,10,25,30,6m,2f_60,3,8,7,2.017,2.464,2.229324561386251
30,10,5,55,6m,2f_70,5,10,7,1.618,3.071,2.2290980238652587
30,5,25,40,6m,2f_60,5,10,7,2.287,2.171,2.2282452737524205
30,10,20,40,6m,2f_70,3,6,7,2.263,2.187,2.2246754819523678
30,10,20,40,6m,2f_70,3,6,5,2.263,2.187,2.2246754819523678
20,20,15,45,6m-1m,2f_60,5,8,7,2.218,2.231,2.224490503463658
30,15,20,35,6m-1m,2f_80,5,8,7,2.345,2.11,2.2243987951803965
30,15,5,50,6m,2f_60,5,8,7,2.073,2.386,2.224000449640242
35,20,15,30,6m,2f_60,3,8,7,2.506,1.972,2.2230231667708726
35,20,10,35,6m,2f_60,5,10,7,2.243,2.203,2.2229100296683173
30,20,15,35,6m,2f_60,3,6,5,2.466,2.0,2.22081066279861
30,20,15,35,6m,2f_60,3,6,7,2.466,2.0,2.22081066279861
35,20,10,35,6m,2f_70,5,10,7,2.234,2.207,2.2204589615662793
35,0,15,50,6m,2f_80,3,8,7,1.349,3.649,2.2186709985935273
25,15,20,40,6m,2f_70,5,10,7,2.25,2.186,2.2177691493931464
30,5,15,50,6m,2f_70,3,6,5,1.589,3.093,2.216929633524709
30,5,15,50,6m,2f_70,3,6,7,1.589,3.093,2.216929633524709
25,20,25,30,6m-1m,2f_70,5,8,7,2.363,2.079,2.2164559548973672
35,0,15,50,6m,2f_60,3,6,7,1.397,3.51,2.2143780165093765
35,0,15,50,6m,2f_60,3,6,5,1.397,3.51,2.2143780165093765
35,5,10,50,6m,2f_80,5,10,7,2.102,2.331,2.2135406027448425
25,15,15,45,6m,2f_70,3,6,5,1.806,2.713,2.2135216285367534
25,15,15,45,6m,2f_70,3,6,7,1.806,2.713,2.2135216285367534
25,10,10,55,6m-1m,2f_70,5,8,7,1.453,3.367,2.21184334888346
35,10,5,50,6m,2f_80,5,8,7,2.033,2.405,2.211190855625086
35,15,20,30,6m-1m,2f_80,5,10,7,2.274,2.15,2.2111309323511352
35,20,15,30,6m,2f_60,3,6,5,2.474,1.976,2.211023292505079
35,20,15,30,6m,2f_60,3,6,7,2.474,1.976,2.211023292505079
40,20,10,30,6m-1m,2f_60,3,6,7,2.38,2.054,2.210999773857971
25,10,10,55,6m-1m,2f_80,5,10,7,1.409,3.468,2.21052301503513
30,0,25,45,6m,2f_60,3,6,5,2.025,2.413,2.2105033363467244
30,0,25,45,6m,2f_60,3,6,7,2.025,2.413,2.2105033363467244
25,15,20,40,6m,2f_70,3,8,7,2.241,2.179,2.209782568489488
30,0,25,45,6m,2f_80,5,10,7,2.186,2.233,2.2093750247524753
25,0,25,50,6m-1m,2f_70,3,6,5,1.476,3.307,2.2093284047420383
40,15,10,35,6m-1m,2f_60,3,8,7,2.342,2.084,2.209236972350409
35,0,10,55,6m-1m,2f_60,3,8,7,1.415,3.448,2.208827743396936
40,0,25,35,6m-1m,2f_80,5,8,7,2.203,2.211,2.206996375166937
30,10,20,40,6m,2f_70,5,8,7,2.351,2.071,2.206563164742854
30,20,5,45,6m,2f_80,5,10,7,2.163,2.251,2.206561351968261
40,20,10,30,6m-1m,2f_60,3,6,5,2.37,2.054,2.2063499269154927
35,20,5,40,6m,2f_70,3,8,7,2.52,1.931,2.205928375990481
25,0,25,50,6m-1m,2f_70,3,6,7,1.47,3.307,2.2048333270340414
40,15,15,30,6m-1m,2f_80,5,10,7,2.226,2.183,2.2043951551389327
35,20,15,30,6m-1m,2f_80,3,8,7,2.487,1.952,2.203321129567817
40,15,10,35,6m,2f_80,3,8,7,2.476,1.96,2.2029434854303456
40,0,10,50,6m,2f_80,3,6,5,1.693,2.866,2.2027569089665797
40,0,10,50,6m,2f_80,3,6,7,1.693,2.866,2.2027569089665797
30,15,25,30,6m-1m,2f_60,5,8,7,2.316,2.095,2.202730124186801
35,10,5,50,6m,2f_60,3,6,7,1.427,3.4,2.2026801855920892
35,10,5,50,6m,2f_60,3,6,5,1.427,3.4,2.2026801855920892
30,15,15,40,6m,2f_80,5,10,7,2.252,2.154,2.2024549938648006
30,15,5,50,6m-1m,2f_80,3,6,5,1.611,3.011,2.202435243088886
30,15,5,50,6m-1m,2f_80,3,6,7,1.611,3.011,2.202435243088886
40,0,5,55,6m-1m,2f_70,3,6,7,1.422,3.407,2.201080189361578
40,0,5,55,6m-1m,2f_70,3,6,5,1.422,3.407,2.201080189361578
35,20,10,35,6m,2f_80,3,8,7,2.578,1.879,2.2009229882029038
35,20,15,30,6m-1m,2f_80,3,6,5,2.501,1.936,2.2004399560087977
30,15,15,40,6m,2f_60,3,8,7,2.412,2.007,2.200200899918005
30,15,25,30,6m-1m,2f_60,3,6,7,2.447,1.978,2.200037726949245
35,15,15,35,6m,2f_70,3,6,5,2.504,1.929,2.197775238735754
35,15,15,35,6m,2f_70,3,6,7,2.504,1.929,2.197775238735754
35,5,25,35,6m,2f_70,5,10,7,2.236,2.16,2.1976714950146667
25,20,10,45,6m,2f_70,5,10,7,2.129,2.268,2.1974011923178707
40,10,20,30,6m-1m,2f_70,5,10,7,2.22,2.175,2.1973848092675983
35,20,15,30,6m-1m,2f_80,3,6,7,2.498,1.932,2.1968468312561074
20,15,25,40,6m,2f_70,3,6,7,1.641,2.939,2.196109969924093
20,15,25,40,6m,2f_70,3,6,5,1.641,2.939,2.196109969924093
30,5,15,50,6m,2f_80,3,8,7,1.411,3.417,2.195765697883087
25,10,10,55,6m,2f_70,5,8,7,1.805,2.671,2.1957128682958524
35,5,5,55,6m,2f_80,3,6,5,1.417,3.401,2.195271509403791
35,5,5,55,6m,2f_80,3,6,7,1.417,3.401,2.195271509403791
35,10,5,50,6m,2f_80,5,10,7,2.012,2.395,2.1951628641173757
25,0,25,50,6m-1m,2f_80,3,8,7,1.452,3.316,2.194272544603336
30,15,15,40,6m,2f_80,5,8,7,2.264,2.126,2.1939152216984135
30,10,20,40,6m,2f_80,5,10,7,2.218,2.17,2.1938687289808385
25,0,20,55,6m-1m,2f_70,3,8,7,1.311,3.667,2.192586828383314
35,20,10,35,6m,2f_80,5,10,7,2.223,2.16,2.191273602268781
25,10,25,40,6m,2f_80,5,8,7,2.232,2.149,2.190106846708626
20,10,20,50,6m,2f_60,5,8,7,1.878,2.554,2.1900712317182744
25,20,15,40,6m-1m,2f_80,3,6,7,2.436,1.968,2.189531456727672
35,5,5,55,6m-1m,2f_60,3,6,7,1.612,2.972,2.188804239761976
40,10,5,45,6m,2f_70,3,8,7,2.207,2.17,2.1884218057769393
40,0,5,55,6m-1m,2f_60,3,6,5,1.39,3.443,2.18764028121627
40,0,5,55,6m-1m,2f_60,3,6,7,1.39,3.443,2.18764028121627
30,5,20,45,6m,2f_70,5,8,7,2.221,2.153,2.1867356950486725
30,20,15,35,6m-1m,2f_60,5,8,7,2.251,2.123,2.1860633568128804
30,5,10,55,6m-1m,2f_80,3,8,7,1.551,3.079,2.1852983777964967
30,20,15,35,6m,2f_60,3,8,7,2.397,1.992,2.18513706663907
25,15,15,45,6m,2f_60,5,8,7,2.14,2.231,2.185026315631004
30,5,20,45,6m,2f_70,3,8,7,2.156,2.214,2.184807543011512
20,15,15,50,6m,2f_80,3,6,7,1.715,2.78,2.183506354467511
20,15,15,50,6m,2f_80,3,6,5,1.715,2.78,2.183506354467511
25,20,20,35,6m,2f_70,3,6,7,2.31,2.062,2.1824802404603805
35,10,5,50,6m,2f_70,5,10,7,1.993,2.389,2.1820350592967106
40,10,10,40,6m,2f_60,3,8,7,2.229,2.135,2.181493754288561
35,5,15,45,6m,2f_60,5,10,7,2.077,2.289,2.180424958580322
35,0,15,50,6m,2f_70,3,8,7,1.319,3.604,2.180292640908555
35,15,15,35,6m,2f_70,5,10,7,2.258,2.104,2.1796403373033817
25,20,20,35,6m,2f_70,3,6,5,2.305,2.06,2.1790594301211703
35,5,10,50,6m,2f_80,5,8,7,2.076,2.287,2.1789474523264665
35,5,25,35,6m,2f_80,5,10,7,2.254,2.105,2.1782263426926045
25,20,20,35,6m,2f_70,3,8,7,2.246,2.109,2.1764222935818314
40,10,20,30,6m-1m,2f_80,5,10,7,2.195,2.158,2.1764213746423278
20,20,20,40,6m,2f_60,3,6,5,1.985,2.385,2.175827428818747
25,0,20,55,6m-1m,2f_80,3,8,7,1.312,3.607,2.1754043302338073
30,15,20,35,6m-1m,2f_80,5,10,7,2.283,2.072,2.174942757867434
30,5,25,40,6m,2f_60,5,8,7,2.25,2.102,2.174741363932732
30,10,25,35,6m,2f_80,3,8,7,2.234,2.116,2.174199622849751
20,20,5,55,6m,2f_60,3,8,7,1.31,3.604,2.172841457630998
20,5,20,55,6m-1m,2f_60,3,6,5,1.281,3.685,2.1726677150452622
20,5,20,55,6m-1m,2f_60,3,6,7,1.281,3.685,2.1726677150452622
35,5,5,55,6m-1m,2f_60,3,6,5,1.609,2.933,2.1723712850247305
20,20,25,35,6m-1m,2f_70,5,8,7,2.263,2.085,2.1721774789367467
25,20,15,40,6m-1m,2f_80,3,6,5,2.421,1.948,2.1716601944134815
20,15,20,45,6m,2f_60,3,6,7,1.629,2.895,2.171624967622172
20,15,20,45,6m,2f_60,3,6,5,1.629,2.895,2.171624967622172
25,0,25,50,6m-1m,2f_80,3,6,7,1.464,3.218,2.170518831984648
25,0,25,50,6m-1m,2f_80,3,6,5,1.464,3.218,2.170518831984648
20,20,20,40,6m,2f_60,3,6,7,1.981,2.378,2.170441890491427
40,10,20,30,6m-1m,2f_60,5,8,7,2.145,2.194,2.1693616572623386
30,5,20,45,6m,2f_60,3,6,7,1.88,2.503,2.1692487178744626
30,5,20,45,6m,2f_60,3,6,5,1.88,2.503,2.1692487178744626
30,15,25,30,6m-1m,2f_60,3,6,5,2.417,1.946,2.168751253601943
25,10,15,50,6m,2f_60,5,10,7,1.804,2.606,2.1682306150407524
30,20,5,45,6m,2f_70,5,10,7,2.134,2.203,2.1682255417737335
40,10,15,35,6m,2f_80,5,10,7,2.018,2.327,2.1669993077986898
30,5,15,50,6m,2f_80,3,6,5,1.421,3.303,2.166463246861114
30,5,15,50,6m,2f_80,3,6,7,1.421,3.303,2.166463246861114
25,15,20,40,6m-1m,2f_70,3,8,7,2.169,2.162,2.1654971715520666
20,20,10,50,6m-1m,2f_60,3,6,7,1.233,3.798,2.164008780019157
20,20,10,50,6m-1m,2f_60,3,6,5,1.233,3.798,2.164008780019157
30,5,25,40,6m,2f_60,3,6,7,2.014,2.323,2.1629891354327233
35,20,10,35,6m,2f_70,5,8,7,2.212,2.11,2.1603981114600153
35,0,10,55,6m,2f_80,3,8,7,1.299,3.593,2.160395102753198
35,15,15,35,6m,2f_80,5,8,7,2.262,2.063,2.1602097120418655
35,0,15,50,6m,2f_70,5,8,7,1.88,2.479,2.158823753806688
30,20,20,30,6m-1m,2f_70,5,10,7,2.238,2.082,2.1585912072460594
30,10,10,50,6m,2f_60,5,8,7,2.064,2.254,2.156908899327925
40,0,10,50,6m-1m,2f_60,3,8,7,1.295,3.59,2.156165578057492
25,20,25,30,6m-1m,2f_70,5,10,7,2.288,2.031,2.1556734446571446
30,5,25,40,6m,2f_60,3,6,5,2.008,2.314,2.1555769529293083
25,15,5,55,6m,2f_70,5,8,7,1.602,2.896,2.1539247897733107
30,20,5,45,6m,2f_80,3,6,5,2.422,1.915,2.1536318162582946
30,20,5,45,6m,2f_80,3,6,7,2.422,1.915,2.1536318162582946
35,15,20,30,6m-1m,2f_80,5,8,7,2.189,2.117,2.152699003576673
25,15,5,55,6m,2f_80,5,8,7,1.75,2.648,2.1526727572949866
30,15,5,50,6m,2f_70,5,10,7,2.063,2.245,2.152076903830344
30,10,25,35,6m,2f_60,5,10,7,2.257,2.05,2.1510113900209826
25,15,15,45,6m,2f_60,5,10,7,2.086,2.218,2.1509876801134866
40,15,10,35,6m-1m,2f_60,3,6,7,2.273,2.035,2.150710347768848
25,10,20,45,6m,2f_70,5,10,7,2.142,2.159,2.1504832015154176
35,15,10,40,6m,2f_80,5,8,7,2.171,2.13,2.1504022879452114
35,5,25,35,6m,2f_80,5,8,7,2.243,2.061,2.1500751149669166
30,5,15,50,6m,2f_70,3,8,7,1.443,3.203,2.149867205201289
40,15,10,35,6m-1m,2f_60,3,6,5,2.27,2.035,2.1492905806335263
40,15,15,30,6m-1m,2f_80,5,8,7,2.188,2.111,2.149155182856743
20,10,20,50,6m-1m,2f_60,3,6,5,1.283,3.6,2.149139362628678
20,10,20,50,6m-1m,2f_60,3,6,7,1.283,3.6,2.149139362628678
25,10,20,45,6m,2f_80,3,8,7,1.661,2.78,2.1488555093351436
25,15,15,45,6m-1m,2f_70,3,6,7,1.415,3.262,2.148425004509117
35,20,5,40,6m,2f_60,3,8,7,2.409,1.915,2.1478442680976664
40,15,15,30,6m,2f_70,5,8,7,2.19,2.106,2.1475893462205478
35,5,25,35,6m,2f_80,3,6,7,2.105,2.19,2.147079411665996
35,10,25,30,6m-1m,2f_70,5,10,7,2.227,2.07,2.1470654391517736
30,15,15,40,6m,2f_80,3,6,5,2.289,2.012,2.146035414432856
30,15,15,40,6m,2f_80,3,6,7,2.289,2.012,2.146035414432856
30,5,20,45,6m,2f_80,5,10,7,2.162,2.13,2.14594035331833
30,5,25,40,6m,2f_60,3,8,7,1.892,2.433,2.1455153227138695
35,0,20,45,6m,2f_60,5,10,7,2.153,2.138,2.1454868911275127
35,5,25,35,6m,2f_80,3,6,5,2.101,2.19,2.145038461193645
25,10,20,45,6m,2f_80,5,10,7,2.125,2.165,2.1449067578801646
40,20,10,30,6m-1m,2f_70,3,8,7,2.279,2.016,2.143470083766041
40,0,10,50,6m,2f_70,3,8,7,1.695,2.707,2.1420469182536594
30,5,15,50,6m,2f_60,3,6,7,1.454,3.155,2.1418146511778278
30,5,15,50,6m,2f_60,3,6,5,1.454,3.155,2.1418146511778278
30,5,15,50,6m,2f_60,3,8,7,1.451,3.159,2.140959831477461
30,0,15,55,6m-1m,2f_70,3,6,5,1.253,3.657,2.1406122955827382
25,10,15,50,6m,2f_70,5,8,7,1.715,2.67,2.1398714914685883
30,10,25,35,6m,2f_80,3,6,7,2.168,2.111,2.1393101691900593
30,10,25,35,6m,2f_80,3,6,5,2.168,2.111,2.1393101691900593
30,0,15,55,6m-1m,2f_70,3,6,7,1.249,3.663,2.1389453008433854
35,20,15,30,6m-1m,2f_80,5,8,7,2.136,2.138,2.136999766027128
35,5,5,55,6m-1m,2f_60,3,8,7,1.613,2.829,2.136159404164399
35,0,25,40,6m,2f_60,5,10,7,2.141,2.131,2.1359941479320583
30,10,25,35,6m-1m,2f_70,3,6,5,2.07,2.202,2.1349800935840126
30,10,25,35,6m-1m,2f_70,3,6,7,2.07,2.202,2.1349800935840126
35,10,25,30,6m-1m,2f_80,5,10,7,2.209,2.063,2.134752210445044
30,10,25,35,6m,2f_80,5,8,7,2.285,1.994,2.1345467903046775
35,20,15,30,6m-1m,2f_60,3,8,7,2.471,1.843,2.134022727151705
35,10,5,50,6m,2f_70,5,8,7,2.029,2.244,2.1337938044712756
25,10,10,55,6m,2f_70,5,10,7,1.648,2.76,2.1327165775132895
30,20,5,45,6m,2f_70,3,6,5,2.264,2.009,2.1326921953249607
30,20,5,45,6m,2f_70,3,6,7,2.264,2.009,2.1326921953249607
20,20,5,55,6m,2f_70,3,8,7,1.266,3.592,2.1324802460984253
35,0,20,45,6m,2f_80,5,10,7,2.147,2.115,2.1309399334565957
35,0,15,50,6m-1m,2f_70,3,8,7,1.335,3.396,2.1292393007832633
35,15,15,35,6m,2f_70,3,8,7,2.453,1.848,2.129118127300597
30,15,20,35,6m,2f_60,3,8,7,2.324,1.95,2.12880248026913
30,20,5,45,6m,2f_60,5,10,7,2.105,2.152,2.1283702685388177
35,15,15,35,6m,2f_80,3,6,7,2.434,1.86,2.127731186028912
35,15,15,35,6m,2f_80,3,6,5,2.434,1.86,2.127731186028912
40,5,20,35,6m,2f_60,5,8,7,2.132,2.121,2.1264928873617235
30,5,10,55,6m-1m,2f_80,3,6,7,1.483,3.048,2.126072435266494
30,5,10,55,6m-1m,2f_80,3,6,5,1.483,3.048,2.126072435266494
40,5,20,35,6m,2f_60,5,10,7,2.121,2.131,2.1259941204057924
35,5,5,55,6m-1m,2f_70,3,6,7,1.54,2.934,2.1256434319988853
40,15,15,30,6m-1m,2f_70,5,10,7,2.17,2.082,2.1255446360874193
25,15,15,45,6m-1m,2f_70,3,6,5,1.4,3.222,2.1238644024513427
25,0,20,55,6m,2f_60,3,8,7,1.3,3.468,2.1232993194554552
35,5,5,55,6m-1m,2f_70,3,8,7,1.588,2.839,2.1232833065796943
35,5,5,55,6m,2f_80,3,8,7,1.285,3.502,2.121336842653707
20,10,15,55,6m-1m,2f_60,3,6,5,1.117,4.026,2.120623021661323
20,10,15,55,6m-1m,2f_60,3,6,7,1.117,4.026,2.120623021661323
30,15,25,30,6m,2f_80,3,6,5,2.231,2.013,2.1191986693087554
40,10,20,30,6m-1m,2f_80,5,8,7,2.141,2.095,2.1178751143540073
30,5,20,45,6m,2f_80,5,8,7,2.157,2.079,2.1176409044028217
35,15,20,30,6m,2f_70,5,10,7,2.22,2.018,2.116591599718755
40,15,15,30,6m-1m,2f_70,5,8,7,2.148,2.085,2.1162655787967632
35,20,15,30,6m-1m,2f_70,5,8,7,2.136,2.095,2.115400671267739
30,10,10,50,6m,2f_70,5,8,7,1.999,2.238,2.115126946544817
40,10,20,30,6m-1m,2f_70,5,8,7,2.123,2.107,2.1149848699222416
35,5,5,55,6m,2f_70,3,6,5,1.328,3.362,2.112992191182921
35,5,5,55,6m,2f_70,3,6,7,1.328,3.362,2.112992191182921
40,0,25,35,6m-1m,2f_70,5,8,7,2.091,2.135,2.112885467790434
35,0,20,45,6m,2f_70,5,8,7,2.139,2.087,2.112840031805532
30,15,10,45,6m,2f_60,3,6,7,2.177,2.047,2.1109995262908043
30,15,10,45,6m,2f_60,3,6,5,2.177,2.047,2.1109995262908043
30,0,20,50,6m,2f_60,3,6,5,1.326,3.36,2.110772370484321
25,15,5,55,6m,2f_70,5,10,7,1.661,2.681,2.110246668046179
35,10,25,30,6m,2f_80,3,8,7,2.341,1.902,2.1101142149182355
40,5,20,35,6m,2f_70,5,10,7,2.125,2.095,2.1099466817907984
25,10,25,40,6m,2f_70,5,10,7,2.145,2.074,2.1092012706235503
35,10,5,50,6m,2f_70,3,6,5,1.405,3.165,2.108749629519825
35,10,5,50,6m,2f_70,3,6,7,1.405,3.165,2.108749629519825
35,5,5,55,6m-1m,2f_70,3,6,5,1.536,2.895,2.1087247331029246
30,15,25,30,6m,2f_60,3,8,7,2.266,1.962,2.1085283967734463
30,0,20,50,6m,2f_60,3,6,7,1.323,3.36,2.10838326686587
35,10,25,30,6m,2f_70,3,8,7,2.268,1.96,2.10838326686587
20,15,15,50,6m-1m,2f_60,3,6,7,1.124,3.951,2.1073499946615417
20,15,15,50,6m-1m,2f_60,3,6,5,1.124,3.951,2.1073499946615417
40,0,10,50,6m,2f_70,3,6,5,1.626,2.728,2.1061168058775848
40,0,10,50,6m,2f_70,3,6,7,1.626,2.728,2.1061168058775848
25,0,20,55,6m-1m,2f_60,3,8,7,1.206,3.678,2.1061025616052036
40,20,10,30,6m-1m,2f_70,3,6,7,2.261,1.959,2.104589983821077
40,15,10,35,6m-1m,2f_80,3,6,7,2.232,1.984,2.1043497808111655
40,15,10,35,6m-1m,2f_80,3,6,5,2.232,1.984,2.1043497808111655
40,20,10,30,6m-1m,2f_70,3,6,5,2.26,1.959,2.104124521030065
35,10,25,30,6m,2f_60,5,10,7,2.146,2.061,2.103070612223945
25,10,25,40,6m,2f_60,3,6,5,2.185,2.023,2.102440248853698
25,10,25,40,6m,2f_60,3,6,7,2.185,2.023,2.102440248853698
35,10,25,30,6m,2f_70,5,8,7,2.216,1.993,2.101544194158191
40,5,25,30,6m-1m,2f_60,5,8,7,2.095,2.107,2.1009914326336507
30,15,20,35,6m,2f_60,3,6,7,2.314,1.906,2.10011523493355
40,10,5,45,6m,2f_80,3,8,7,2.126,2.073,2.0993327511378466
20,20,5,55,6m,2f_60,3,6,7,1.289,3.415,2.0980788831690766
20,20,5,55,6m,2f_60,3,6,5,1.289,3.415,2.0980788831690766
20,20,25,35,6m-1m,2f_70,5,10,7,2.173,2.023,2.096659008995025
30,10,25,35,6m-1m,2f_60,3,6,5,2.059,2.135,2.0966556703474226
30,10,25,35,6m-1m,2f_60,3,6,7,2.059,2.135,2.0966556703474226
30,15,15,40,6m,2f_60,5,8,7,2.113,2.079,2.0959310580264803
30,15,20,35,6m,2f_60,3,6,5,2.309,1.902,2.0956426222044637
25,10,10,55,6m-1m,2f_60,5,8,7,1.387,3.162,2.094204861039149
40,0,5,55,6m-1m,2f_80,3,8,7,1.428,3.071,2.094131801009669
25,20,10,45,6m,2f_60,5,10,7,2.031,2.159,2.09402220618598
40,0,25,35,6m,2f_60,3,8,7,1.742,2.517,2.093946990733051
35,5,5,55,6m-1m,2f_80,3,6,7,1.501,2.919,2.0931839384057964
30,10,15,45,6m,2f_80,5,8,7,2.055,2.132,2.0931459576436615
30,15,10,45,6m,2f_60,5,10,7,2.053,2.133,2.0926177386230864
25,15,5,55,6m,2f_60,5,8,7,1.541,2.84,2.0919942638544686
20,20,10,50,6m-1m,2f_80,3,8,7,1.414,3.088,2.089600918835939
30,5,15,50,6m-1m,2f_80,3,6,5,1.427,3.055,2.087937978006052
25,15,5,55,6m,2f_80,5,10,7,1.738,2.506,2.086966219180368
35,0,20,45,6m,2f_70,5,10,7,2.098,2.075,2.086468307930892
30,20,5,45,6m,2f_60,3,6,5,2.2,1.978,2.086048896838231
30,20,5,45,6m,2f_60,3,6,7,2.2,1.978,2.086048896838231
25,0,25,50,6m,2f_80,5,10,7,1.718,2.532,2.0856596078938674
25,10,10,55,6m-1m,2f_80,5,8,7,1.403,3.1,2.085497542554294
30,5,15,50,6m-1m,2f_80,3,6,7,1.425,3.052,2.0854495918146765
25,5,15,55,6m,2f_70,5,10,7,1.75,2.483,2.0845263250916264
40,0,10,50,6m,2f_60,3,8,7,1.512,2.872,2.083857960610559
40,0,25,35,6m-1m,2f_70,5,10,7,2.056,2.112,2.08381189170232
30,10,5,55,6m,2f_80,5,10,7,1.526,2.843,2.0828869388423366
35,5,5,55,6m-1m,2f_80,3,8,7,1.533,2.83,2.082880217391293
25,5,15,55,6m-1m,2f_80,3,6,5,1.214,3.573,2.0826958491340015
30,5,15,50,6m-1m,2f_80,3,8,7,1.302,3.329,2.0819121018909517
25,0,25,50,6m,2f_60,5,10,7,1.706,2.538,2.080823875295552
25,15,20,40,6m,2f_70,3,6,5,2.039,2.121,2.0795958742024854
25,10,25,40,6m,2f_60,3,8,7,2.075,2.084,2.079495131035416
25,15,20,40,6m,2f_70,3,6,7,2.039,2.119,2.0786151639974153
35,0,15,50,6m,2f_80,5,10,7,1.937,2.23,2.078343090059964
35,5,5,55,6m-1m,2f_80,3,6,5,1.497,2.885,2.078183100691563
25,10,25,40,6m,2f_80,5,10,7,2.119,2.037,2.0775954851702965
25,0,25,50,6m-1m,2f_70,3,8,7,1.345,3.209,2.077523766410387
30,20,10,40,6m,2f_60,5,10,7,2.065,2.09,2.0774623943648174
25,5,15,55,6m-1m,2f_80,3,6,7,1.211,3.562,2.076916464376938
20,20,25,35,6m-1m,2f_60,5,8,7,2.151,2.005,2.0767173616070145
25,15,25,35,6m,2f_80,3,6,5,2.139,2.015,2.0760744206313992
30,15,20,35,6m,2f_70,3,6,5,2.169,1.987,2.076006502879989
20,20,20,40,6m,2f_70,3,8,7,1.466,2.936,2.074650813992562
30,15,20,35,6m,2f_70,3,6,7,2.166,1.987,2.074570316957225
35,10,5,50,6m,2f_60,5,8,7,1.997,2.154,2.0740149469085316
30,10,25,35,6m,2f_70,5,8,7,2.223,1.935,2.074006991309335
30,10,20,40,6m,2f_70,5,10,7,2.185,1.968,2.07366342495594
25,15,5,55,6m,2f_70,3,8,7,1.266,3.39,2.071651515096108
25,0,20,55,6m,2f_60,3,6,5,1.408,3.048,2.0716138636338575
25,0,20,55,6m,2f_60,3,6,7,1.408,3.048,2.0716138636338575
25,15,25,35,6m,2f_80,3,6,7,2.133,2.006,2.068525561843508
40,10,20,30,6m-1m,2f_60,5,10,7,2.069,2.067,2.0679997582204885
20,15,15,50,6m,2f_80,3,8,7,1.746,2.449,2.0678380013917916
40,15,15,30,6m,2f_60,3,6,5,2.284,1.864,2.063340980061221
40,15,15,30,6m,2f_60,3,6,7,2.284,1.864,2.063340980061221
40,15,15,30,6m,2f_70,5,10,7,2.076,2.048,2.061952472779138
20,10,20,50,6m,2f_60,5,10,7,1.747,2.433,2.061662193473994
25,10,20,45,6m,2f_70,3,6,7,1.706,2.49,2.0610531288639797
40,0,5,55,6m-1m,2f_70,3,8,7,1.295,3.277,2.0600279124322562
35,0,15,50,6m,2f_70,5,10,7,1.855,2.287,2.0597050759756845
30,5,10,55,6m-1m,2f_60,3,6,5,1.441,2.94,2.0582856944554613
30,5,10,55,6m-1m,2f_60,3,6,7,1.441,2.94,2.0582856944554613
25,10,20,45,6m,2f_70,3,6,5,1.706,2.483,2.0581540272778422
25,15,15,45,6m,2f_70,3,8,7,1.646,2.572,2.0575499993924815
25,20,10,45,6m,2f_60,5,8,7,2.037,2.077,2.0569027687277783
40,10,20,30,6m,2f_70,5,10,7,2.089,2.025,2.056751078764759
25,5,15,55,6m-1m,2f_70,3,8,7,1.19,3.546,2.0542005744327887
30,5,15,50,6m-1m,2f_70,3,8,7,1.234,3.417,2.0534307877306213
35,15,20,30,6m,2f_80,5,8,7,2.15,1.961,2.053326569252928
20,10,15,55,6m-1m,2f_60,3,8,7,1.094,3.85,2.052291402311085
35,0,15,50,6m,2f_60,5,8,7,1.846,2.278,2.0506555049544524
25,15,5,55,6m,2f_60,3,6,5,1.292,3.251,2.049461392659057
40,15,15,30,6m,2f_60,5,10,7,2.058,2.04,2.0489802341652785
20,5,25,50,6m,2f_60,5,8,7,1.765,2.378,2.0486995875432785
40,15,15,30,6m,2f_60,3,8,7,2.269,1.849,2.0482629225761033
30,15,10,45,6m,2f_80,5,10,7,1.973,2.125,2.0475900468599666
40,0,10,50,6m,2f_60,3,6,7,1.459,2.871,2.0466531215621275
40,0,10,50,6m,2f_60,3,6,5,1.459,2.871,2.0466531215621275
40,0,5,55,6m,2f_80,3,6,5,1.323,3.158,2.0440239724621625
40,0,5,55,6m,2f_80,3,6,7,1.323,3.158,2.0440239724621625
35,20,10,35,6m,2f_60,5,8,7,2.114,1.975,2.0433183794993868
30,15,25,30,6m,2f_70,3,8,7,2.172,1.92,2.0421165490735342
35,20,10,35,6m,2f_80,5,8,7,2.102,1.983,2.0416331697932417
20,20,5,55,6m,2f_70,3,6,7,1.249,3.337,2.041546717564896
20,20,5,55,6m,2f_70,3,6,5,1.249,3.337,2.041546717564896
