cfg,variant,period,confirm,oV,oQ,oG,oM,oE,oX,oS,o_mom,dV,dQ,dG,dM,dE,dX,dS,d_mom,cal,cagr,mdd,total
1,dE-1,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,1.91,72.18,37.79,121.59
1,dE-1,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,5.159,90.2,17.48,249.98
1,dE-1,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,2.121,76.44,36.04,205.75
1,dE-1,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,2.815,110.16,39.13,27910.44
1,dE-1,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,5.963,207.1,34.73,1083.52
1,dE-1,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,4,8,5,6m-1m,3.596,124.88,34.73,6315.31
1,dE+1,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,1.571,61.5,39.14,101.75
1,dE+1,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,3.158,76.22,24.13,201.6
1,dE+1,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,1.95,68.67,35.21,179.82
1,dE+1,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,7.1,207.45,29.22,1086.51
1,dE+1,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,2.309,100.04,43.33,19157.72
1,dE+1,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,6,8,5,6m-1m,3.096,113.4,36.63,4802.07
1,conf-2,2018H2-2019,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,1.309,51.61,39.42,83.92
1,conf-2,2022-2023,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,5.848,91.53,15.65,254.76
1,conf-2,2020-2021,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,2.11,75.96,35.99,204.1
1,conf-2,2024-2026,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,8.075,225.0,27.86,1240.84
1,conf-2,full,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,2.331,109.2,46.84,26948.03
1,conf-2,5.25y,5,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,4.102,129.42,31.55,7009.08
1,conf+2,2018H2-2019,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,2.039,76.91,37.73,130.56
1,conf+2,2022-2023,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,5.859,91.71,15.65,255.39
1,conf+2,2020-2021,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,1.89,70.53,37.31,185.91
1,conf+2,2024-2026,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,6.449,206.11,31.96,1075.12
1,conf+2,5.25y,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,3.794,121.26,31.96,5803.29
1,conf+2,full,9,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,15.0,10.0,50.0,5,8,5,6m-1m,2.841,110.97,39.06,28740.33
2,base,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.365,102.93,30.59,181.86
2,base,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.913,70.48,36.83,185.75
2,base,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.723,87.3,18.48,239.65
2,base,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.859,110.57,38.67,28322.52
2,base,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,5.777,203.43,35.21,1052.56
2,base,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.361,118.36,35.21,5415.41
2,oV-5,2018H2-2019,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.52,107.67,30.59,191.57
2,oV-5,2022-2023,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.955,73.11,18.48,191.32
2,oV-5,2020-2021,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.301,83.62,36.34,230.7
2,oV-5,2024-2026,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.837,179.65,37.14,862.97
2,oV-5,full,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.887,110.09,38.14,27836.4
2,oV-5,5.25y,7,10.0,5.0,55.00000000000001,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.193,118.59,37.14,5445.65
2,oV+5,2018H2-2019,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.409,104.28,30.59,184.61
2,oV+5,2020-2021,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.885,69.43,36.83,182.32
2,oV+5,2022-2023,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.441,92.34,20.79,257.66
2,oV+5,2024-2026,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.681,164.85,35.21,754.32
2,oV+5,full,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.841,106.0,37.31,23968.26
2,oV+5,5.25y,7,20.0,5.0,45.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.145,110.76,35.21,4498.46
2,oG-5,2018H2-2019,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.029,92.66,30.59,161.22
2,oG-5,2022-2023,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.229,78.7,18.61,209.92
2,oG-5,2020-2021,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.116,72.47,34.26,192.35
2,oG-5,full,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.419,98.85,40.86,18307.34
2,oG-5,2024-2026,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.008,159.65,39.83,717.79
2,oG-5,5.25y,7,15.0,5.0,45.0,35.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.587,103.06,39.83,3698.31
2,oG+5,2018H2-2019,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.498,107.0,30.59,190.19
2,oG+5,2022-2023,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.127,71.75,22.95,186.87
2,oG+5,2020-2021,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.762,66.67,37.84,173.32
2,oG+5,2024-2026,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.438,138.4,31.18,577.59
2,oG+5,full,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.416,93.25,38.59,14723.43
2,oG+5,5.25y,7,15.0,5.0,55.00000000000001,25.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.788,89.95,32.27,2596.28
2,dV-5,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,-0.382,-17.09,44.73,-24.0
2,dV-5,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,3.941,85.07,21.59,231.8
2,dV-5,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,2.221,78.77,35.46,213.76
2,dV-5,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,6.122,203.26,33.2,1051.14
2,dV-5,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,1.602,79.5,49.63,8366.25
2,dV-5,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,25.0,0.0,20.0,55.00000000000001,5,8,5,6m-1m,3.623,120.28,33.2,5669.95
2,dV+5,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,3.355,102.92,30.68,181.85
2,dV+5,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,4.93,83.84,17.01,227.51
2,dV+5,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,1.583,58.29,36.83,146.93
2,dV+5,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,6.218,211.11,33.95,1117.79
2,dV+5,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,2.757,107.75,39.08,25564.8
2,dV+5,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,35.0,0.0,20.0,45.0,5,8,5,6m-1m,2.952,115.37,39.08,5038.64
2,dG-5,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,-0.505,-19.7,38.99,-27.48
2,dG-5,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,1.728,63.97,37.03,164.67
2,dG-5,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,4.937,83.06,16.83,224.83
2,dG-5,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,3.296,122.92,37.3,6034.33
2,dG-5,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,1.484,78.8,53.1,8116.83
2,dG-5,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,15.0,55.00000000000001,5,8,5,6m-1m,7.058,233.4,33.07,1318.3
2,dG+5,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,3.979,115.13,28.93,207.02
2,dG+5,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,1.804,64.32,35.66,165.78
2,dG+5,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,2.089,40.98,19.62,95.25
2,dG+5,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,2.204,93.0,42.21,14577.66
2,dG+5,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,4.842,183.38,37.88,891.5
2,dG+5,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,25.0,45.0,5,8,5,6m-1m,2.086,88.06,42.21,2461.33
2,oE-1,2018H2-2019,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.515,107.54,30.59,191.29
2,oE-1,2022-2023,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.486,81.53,23.39,219.54
2,oE-1,2020-2021,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.523,93.15,36.92,265.36
2,oE-1,2024-2026,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.626,183.57,39.68,892.93
2,oE-1,full,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.9,115.06,39.68,33261.28
2,oE-1,5.25y,7,15.0,5.0,50.0,30.0,2,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.942,116.73,39.68,5208.01
2,oE+1,2018H2-2019,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.365,102.93,30.59,181.86
2,oE+1,2022-2023,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.747,87.7,18.47,241.04
2,oE+1,2020-2021,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.992,73.14,36.72,194.61
2,oE+1,2024-2026,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,5.005,181.15,36.19,874.37
2,oE+1,full,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.801,108.6,38.78,26371.0
2,oE+1,5.25y,7,15.0,5.0,50.0,30.0,4,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.228,116.83,36.19,5221.03
2,dE-1,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,4.475,121.89,27.24,221.25
2,dE-1,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,1.769,68.31,38.6,178.62
2,dE-1,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,4.761,88.96,18.69,245.54
2,dE-1,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,6.383,211.77,33.18,1123.54
2,dE-1,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,3.056,119.38,39.06,38689.71
2,dE-1,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,4,8,5,6m-1m,3.786,125.63,33.18,6425.87
2,dE+1,2018H2-2019,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,3.552,108.47,30.54,193.21
2,dE+1,2020-2021,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,1.882,69.71,37.05,183.22
2,dE+1,2022-2023,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,4.547,84.95,18.68,231.39
2,dE+1,2024-2026,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,5.884,201.86,34.31,1039.48
2,dE+1,full,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,2.945,110.51,37.52,28259.07
2,dE+1,5.25y,7,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,6,8,5,6m-1m,3.414,117.12,34.31,5256.52
2,conf-2,2018H2-2019,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.162,96.74,30.59,169.36
2,conf-2,2020-2021,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.739,67.35,38.73,175.51
2,conf-2,2022-2023,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.932,93.84,19.03,263.14
2,conf-2,full,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.734,113.8,41.62,31809.12
2,conf-2,2024-2026,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,6.594,209.47,31.77,1103.74
2,conf-2,5.25y,5,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.754,124.8,33.24,6303.31
2,conf+2,2018H2-2019,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.934,120.34,30.59,217.97
2,conf+2,2020-2021,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,1.571,62.48,39.78,159.95
2,conf+2,2022-2023,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,4.486,91.61,20.42,255.04
2,conf+2,2024-2026,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,5.98,191.14,31.96,952.25
2,conf+2,full,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,2.847,112.21,39.42,30054.1
2,conf+2,5.25y,9,15.0,5.0,50.0,30.0,3,6,3,12m,30.0,0.0,20.0,50.0,5,8,5,6m-1m,3.395,115.01,33.88,4994.71
