ma_w,cd,V_b,Q_b,G_b,M_b,V_d,Q_d,G_d,M_d,gs1_b,gs2_b,gs1_d,gs2_d,g_rev_b,g_rev_d,mom_b,mom_d,eb,xb,sb,ed,xd,sd,sl,ts,ts_cd,cal_78,cagr_78,mdd_78,sharpe_78,sortino_78,total_78,wf_min,wf_mean,wf_cv,wf_2018,wf_2020,wf_2022,wf_2024
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.8,0.7,12m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,1.293,64.44,49.84,1.347,2.162,4403.17,0.388,0.966,0.5162264427492008,0.388,1.553,1.359,0.564
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,rev_z,gp_growth_z,rev_z,oca_z,0.5,0.7,6m-1m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,1.214,60.89,50.15,1.31,2.052,3709.17,0.387,0.68175,0.3175411643006883,0.387,0.618,0.988,0.734
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,rev_z,rev_accel_z,rev_z,oca_z,0.8,0.7,12m-1m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,0.844,44.72,53.0,1.056,1.657,1593.39,0.385,0.5645,0.34296884706087555,0.414,0.587,0.872,0.385
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.6,0.7,6m-1m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,1.026,52.48,51.13,1.183,1.808,2425.8,0.382,0.6912499999999999,0.3202868071076756,0.382,0.581,0.913,0.889
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,rev_z,oca_z,rev_z,oca_z,0.8,0.7,6m-1m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,0.834,40.39,48.42,0.996,1.534,1242.2,0.375,1.00475,0.3645003634328451,0.375,1.164,1.196,1.284
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,rev_z,oca_z,rev_z,oca_z,0.7,0.7,12m-1m,6m-1m,3,6,3,3,6,5,-0.1,-0.15,2,1.251,62.89,50.25,1.321,2.035,4087.75,0.368,0.7097499999999999,0.32218916207969733,0.368,0.785,1.003,0.683
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.1,-0.15,2,1.247,58.05,46.57,1.179,1.913,3225.18,0.523,1.4525,0.3915757597532453,0.523,2.068,1.64,1.579
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,8,2,3,6,3,-0.1,-0.15,2,1.258,58.57,46.57,1.181,1.948,3308.95,0.523,1.76025,0.43373532429055467,0.523,2.375,1.733,2.41
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,6,2,3,6,3,-0.1,-0.15,2,1.339,62.33,46.57,1.231,2.03,3979.66,0.523,1.7175,0.4253275109170305,0.523,2.292,1.723,2.332
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,5,3,3,6,3,-0.1,-0.15,2,1.277,62.02,48.55,1.308,2.065,3918.87,0.522,0.96925,0.31991926051576336,0.522,0.946,1.396,1.013
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,5,5,3,6,3,-0.1,-0.15,2,1.256,61.2,48.72,1.314,2.064,3767.19,0.522,1.0467499999999998,0.3299059950128672,0.522,1.159,1.481,1.025
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,6,3,3,6,3,-0.1,-0.15,2,1.182,57.81,48.92,1.263,1.979,3186.51,0.522,1.00075,0.3123160589083262,0.522,1.056,1.398,1.027
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,6,5,3,6,3,-0.1,-0.15,2,1.211,59.44,49.09,1.299,2.032,3455.77,0.522,1.083,0.3235968771856648,0.522,1.21,1.482,1.118
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,3,3,6,3,-0.1,-0.15,2,1.097,53.67,48.91,1.206,1.882,2580.51,0.522,1.07125,0.334444062841656,0.522,1.309,1.458,0.996
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,5,3,6,3,-0.1,-0.15,2,1.071,52.27,48.8,1.201,1.858,2399.88,0.522,1.12275,0.3422007731872747,0.522,1.377,1.525,1.067
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,6,5,3,6,3,-0.1,-0.15,2,1.236,57.42,46.46,1.196,1.919,3125.14,0.518,1.8395,0.4470186761991171,0.518,2.759,1.914,2.167
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,8,5,3,6,3,-0.1,-0.15,2,1.16,53.9,46.46,1.156,1.837,2611.93,0.518,1.84775,0.44438636459189046,0.518,2.737,1.925,2.211
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,8,3,3,6,3,-0.1,-0.15,2,1.109,51.51,46.46,1.117,1.774,2305.92,0.518,1.82025,0.43176205078133334,0.518,2.572,1.925,2.266
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,6,3,3,6,3,-0.1,-0.15,2,1.22,56.69,46.46,1.186,1.899,3011.88,0.518,1.8402499999999997,0.4390469660075435,0.518,2.662,1.914,2.267
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,5,3,6,3,-0.1,-0.15,2,1.199,55.73,46.46,1.172,1.871,2867.97,0.518,1.6702500000000002,0.43678802109022663,0.518,2.543,1.826,1.794
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,3,3,6,3,-0.1,-0.15,2,1.193,55.42,46.46,1.17,1.869,2824.2,0.518,1.6307500000000004,0.42831008361428635,0.518,2.446,1.826,1.733
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,5,5,3,6,7,-0.1,-0.15,2,1.347,65.15,48.38,1.381,2.156,4554.22,0.476,0.95525,0.3157429716526431,0.476,1.104,1.29,0.951
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,5,3,6,7,-0.1,-0.15,2,1.148,56.0,48.8,1.268,1.949,2908.65,0.476,1.0310000000000001,0.3378713623593749,0.476,1.321,1.334,0.993
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,5,3,6,5,-0.1,-0.15,2,1.141,55.67,48.8,1.264,1.941,2859.79,0.476,1.0310000000000001,0.3378713623593749,0.476,1.321,1.334,0.993
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,3,3,6,7,-0.1,-0.15,2,1.174,57.43,48.91,1.273,1.972,3126.04,0.476,0.9804999999999999,0.3288616350334681,0.476,1.253,1.27,0.923
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,3,8,3,3,6,5,-0.1,-0.15,2,1.167,57.09,48.91,1.268,1.964,3073.65,0.476,0.9804999999999999,0.3288616350334681,0.476,1.253,1.27,0.923
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.15,5,1.142,56.62,49.6,1.164,1.839,3001.14,0.712,1.60175,0.34011660977451746,0.712,2.179,1.676,1.84
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.05,-0.1,0,1.409,68.74,48.78,1.302,2.101,5385.71,0.698,1.5677500000000002,0.32136032606659004,0.698,1.922,1.841,1.81
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.2,2,1.358,68.36,50.35,1.306,2.121,5293.45,0.695,1.3439999999999999,0.3041303175501356,0.695,1.826,1.448,1.407
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.25,5,1.471,71.9,48.86,1.35,2.148,6224.2,0.695,1.6595,0.3515711365642767,0.695,2.178,1.705,2.06
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.25,2,1.487,72.68,48.86,1.36,2.186,6447.72,0.695,1.43025,0.3126943781256689,0.695,1.831,1.451,1.744
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.25,1,1.557,76.1,48.86,1.395,2.249,7508.45,0.695,1.4725000000000001,0.3205981435619043,0.695,1.894,1.499,1.802
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.25,0,1.564,76.42,48.86,1.396,2.252,7614.46,0.695,1.54075,0.3326630979893263,0.695,1.997,1.575,1.896
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.2,5,1.348,67.86,50.35,1.309,2.13,5172.17,0.695,1.35675,0.3067773127308658,0.695,1.846,1.463,1.423
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.2,3,1.375,69.23,50.35,1.318,2.149,5508.83,0.695,1.3515000000000001,0.30574064557007524,0.695,1.838,1.457,1.416
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.25,3,1.471,71.89,48.86,1.35,2.161,6221.8,0.695,1.40025,0.3066273642432183,0.695,1.785,1.418,1.703
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.2,1,1.435,72.25,50.35,1.346,2.201,6322.64,0.695,1.2422499999999999,0.2808722734615115,0.695,1.665,1.327,1.282
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.2,0,1.43,72.01,50.35,1.345,2.178,6253.87,0.695,1.3439999999999999,0.3041303175501356,0.695,1.826,1.448,1.407
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.15,5,1.513,67.69,44.73,1.286,2.108,5130.83,0.695,1.6832500000000001,0.3603309984513318,0.695,2.326,1.961,1.751
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.15,3,1.426,65.07,45.62,1.252,2.059,4536.42,0.695,1.6680000000000001,0.3710413685488916,0.695,2.368,1.975,1.634
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.15,2,1.466,68.29,46.57,1.295,2.121,5274.41,0.695,1.5389999999999997,0.3540729970802283,0.695,2.179,1.791,1.491
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.15,0,1.466,71.49,48.78,1.331,2.156,6109.05,0.695,1.554,0.33544072040036566,0.695,2.008,1.582,1.931
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.07,-0.15,1,1.459,65.41,44.85,1.252,2.047,4610.7,0.695,1.68675,0.37976964540078584,0.695,2.443,1.975,1.634
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.2,2,1.268,64.51,50.87,1.268,2.047,4416.92,0.679,1.3205,0.29516519099497107,0.679,1.732,1.449,1.422
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.2,3,1.185,64.75,54.63,1.268,2.002,4469.19,0.679,1.32725,0.29659152284060875,0.679,1.742,1.457,1.431
250,8,0.1,0.0,0.6,0.3,0.3,0.1,0.15,0.45,oca_z,gp_growth_z,rev_z,oca_z,0.7,0.7,6m-1m,6m-1m,2,5,2,3,6,3,-0.2,-0.2,5,1.123,61.36,54.63,1.231,1.939,3796.45,0.679,1.333,0.2978693317110765,0.679,1.751,1.464,1.438
