date,factor,ic,n
20220804,score,-0.012126,101
20220805,value_s,0.120463,104
20220805,growth_s,-0.109352,104
20220805,momentum_s,0.150032,104
20220805,mom_10_z,0.115491,104
20220805,vol_low_z,0.023749,104
20220805,score,0.020324,104
20220808,value_s,0.167465,118
20220808,growth_s,-0.053272,118
20220808,momentum_s,0.085565,118
20220808,mom_10_z,0.147423,118
20220808,vol_low_z,-0.015459,118
20220808,score,0.015328,118
20220809,value_s,0.15262,122
20220809,growth_s,-0.01069,122
20220809,momentum_s,0.161755,122
20220809,mom_10_z,0.143781,122
20220809,vol_low_z,-0.06033,122
20220809,score,0.100776,122
20220810,value_s,0.036489,120
20220810,growth_s,-0.035009,120
20220810,momentum_s,0.177896,120
20220810,mom_10_z,0.243052,120
20220810,vol_low_z,-0.113029,120
20220810,score,0.030328,120
20220811,value_s,0.105801,136
20220811,growth_s,-0.009017,136
20220811,momentum_s,0.081027,136
20220811,mom_10_z,0.133572,136
20220811,vol_low_z,-0.049308,136
20220811,score,0.035337,136
20220812,value_s,0.000587,138
20220812,growth_s,-0.006667,138
20220812,momentum_s,0.165604,138
20220812,mom_10_z,0.157497,138
20220812,vol_low_z,-0.12159,138
20220812,score,0.054465,138
20220816,value_s,0.169243,142
20220816,growth_s,0.091005,142
20220816,momentum_s,0.236823,142
20220816,mom_10_z,0.154657,142
20220816,vol_low_z,-0.07777,142
20220816,score,0.225618,142
20220817,value_s,0.129136,133
20220817,growth_s,0.131834,133
20220817,momentum_s,0.236973,133
20220817,mom_10_z,0.172351,133
20220817,vol_low_z,-0.123065,133
20220817,score,0.220575,133
20220818,value_s,0.173333,142
20220818,growth_s,0.04914,142
20220818,momentum_s,0.153175,142
20220818,mom_10_z,0.064312,142
20220818,vol_low_z,-0.035275,142
20220818,score,0.150146,142
20220819,value_s,0.103659,130
20220819,growth_s,0.145645,130
20220819,momentum_s,0.108229,130
20220819,mom_10_z,0.011943,130
20220819,vol_low_z,-0.009526,130
20220819,score,0.175152,130
20220822,value_s,0.061541,119
20220822,growth_s,0.122301,119
20220822,momentum_s,0.098132,119
20220822,mom_10_z,-0.074349,119
20220822,vol_low_z,-0.056634,119
20220822,score,0.145295,119
20220823,value_s,-0.076939,111
20220823,growth_s,0.059468,111
20220823,momentum_s,0.114867,111
20220823,mom_10_z,-0.163005,111
20220823,vol_low_z,-0.018577,111
20220823,score,0.056774,111
20220824,value_s,0.088302,124
20220824,growth_s,0.031943,124
20220824,momentum_s,0.072224,124
20220824,mom_10_z,-0.099002,124
20220824,vol_low_z,0.080459,124
20220824,score,0.084299,124
20220825,value_s,0.090653,131
20220825,growth_s,0.032584,131
20220825,momentum_s,0.070636,131
20220825,mom_10_z,-0.087757,131
20220825,vol_low_z,0.12526,131
20220825,score,0.113746,131
20220826,value_s,0.016811,137
20220826,growth_s,0.03914,137
20220826,momentum_s,0.064076,137
20220826,mom_10_z,-0.119239,137
20220826,vol_low_z,0.194558,137
20220826,score,0.100564,137
20220829,value_s,-0.110457,112
20220829,growth_s,-0.018032,112
20220829,momentum_s,0.054558,112
20220829,mom_10_z,-0.114293,112
20220829,vol_low_z,0.083276,112
20220829,score,-0.003425,112
20220830,value_s,-0.064383,128
20220830,growth_s,-0.018795,128
20220830,momentum_s,0.012985,128
20220830,mom_10_z,-0.017113,128
20220830,vol_low_z,0.086468,128
20220830,score,-0.01412,128
20220831,value_s,-0.054547,138
20220831,growth_s,-0.031076,138
20220831,momentum_s,-0.007936,138
20220831,mom_10_z,0.029357,138
20220831,vol_low_z,0.093708,138
20220831,score,-0.025316,138
20220901,value_s,-0.051644,118
20220901,growth_s,-0.006,118
20220901,momentum_s,0.014192,118
20220901,mom_10_z,0.045862,118
20220901,vol_low_z,0.156246,118
20220901,score,0.024874,118
20220902,value_s,-0.051679,123
20220902,growth_s,0.007852,123
20220902,momentum_s,0.159589,123
20220902,mom_10_z,0.142382,123
20220902,vol_low_z,0.082364,123
20220902,score,0.07755,123
20220905,value_s,-0.163812,111
20220905,growth_s,0.062417,111
20220905,momentum_s,0.112123,111
20220905,mom_10_z,0.12113,111
20220905,vol_low_z,0.027711,111
20220905,score,0.067252,111
20220906,value_s,-0.074505,120
20220906,growth_s,0.083735,120
20220906,momentum_s,0.075808,120
20220906,mom_10_z,-0.021745,120
20220906,vol_low_z,0.172852,120
20220906,score,0.071158,120
20220907,value_s,-0.122967,112
20220907,growth_s,0.031999,112
20220907,momentum_s,0.009947,112
20220907,mom_10_z,0.031221,112
20220907,vol_low_z,0.222307,112
20220907,score,-0.009597,112
20220908,value_s,0.00456,117
20220908,growth_s,0.06665,117
20220908,momentum_s,0.036472,117
20220908,mom_10_z,-0.039923,117
20220908,vol_low_z,0.230544,117
20220908,score,0.097162,117
20220913,value_s,0.034048,134
20220913,growth_s,0.106343,134
20220913,momentum_s,0.13617,134
20220913,mom_10_z,-0.085664,134
20220913,vol_low_z,0.284654,134
20220913,score,0.102233,134
20220914,value_s,0.022903,121
20220914,growth_s,0.123825,121
20220914,momentum_s,0.054766,121
20220914,mom_10_z,-0.098503,121
20220914,vol_low_z,0.254735,121
20220914,score,0.109108,121
20220915,value_s,0.052564,122
20220915,growth_s,0.031131,122
20220915,momentum_s,0.069617,122
20220915,mom_10_z,-0.076442,122
20220915,vol_low_z,0.317311,122
20220915,score,0.062726,122
20220916,value_s,0.029426,124
20220916,growth_s,-0.065492,124
20220916,momentum_s,0.029243,124
20220916,mom_10_z,-0.091185,124
20220916,vol_low_z,0.252277,124
20220916,score,-0.023884,124
20220919,value_s,-0.048761,110
20220919,growth_s,-0.183045,110
20220919,momentum_s,0.126687,110
20220919,mom_10_z,0.071476,110
20220919,vol_low_z,0.030773,110
20220919,score,-0.122999,110
20220920,value_s,-0.000381,127
20220920,growth_s,-0.07028,127
20220920,momentum_s,0.070341,127
20220920,mom_10_z,-0.147046,127
20220920,vol_low_z,0.133032,127
20220920,score,-0.010206,127
20220921,value_s,0.0533,125
20220921,growth_s,0.01345,125
20220921,momentum_s,-0.008722,125
20220921,mom_10_z,-0.164983,125
20220921,vol_low_z,0.293978,125
20220921,score,0.070258,125
20220922,value_s,0.048559,120
20220922,growth_s,0.042329,120
20220922,momentum_s,-0.017237,120
20220922,mom_10_z,-0.093506,120
20220922,vol_low_z,0.329481,120
20220922,score,0.088368,120
20220923,value_s,-0.052132,112
20220923,growth_s,-0.049868,112
20220923,momentum_s,-0.119629,112
20220923,mom_10_z,-0.149691,112
20220923,vol_low_z,0.27121,112
20220923,score,-0.045734,112
20220926,value_s,-0.089776,79
20220926,growth_s,-0.076388,79
20220926,momentum_s,0.002751,79
20220926,mom_10_z,-0.161807,79
20220926,vol_low_z,0.262634,79
20220926,score,-0.067429,79
20220927,value_s,-0.195145,81
20220927,growth_s,-0.143812,81
20220927,momentum_s,0.110222,81
20220927,mom_10_z,-0.171025,81
20220927,vol_low_z,0.291576,81
20220927,score,-0.093609,81
20220928,value_s,-0.126673,64
20220928,growth_s,-0.166279,64
20220928,momentum_s,0.226192,64
20220928,mom_10_z,-0.258087,64
20220928,vol_low_z,0.155657,64
20220928,score,-0.049772,64
20220929,value_s,-0.052794,64
20220929,growth_s,-0.210806,64
20220929,momentum_s,0.15305,64
20220929,mom_10_z,-0.239332,64
20220929,vol_low_z,0.069918,64
20220929,score,-0.114173,64
20220930,value_s,-0.116438,64
20220930,growth_s,-0.169597,64
20220930,momentum_s,0.148195,64
20220930,mom_10_z,-0.26424,64
20220930,vol_low_z,0.063645,64
20220930,score,-0.188553,64
20221004,value_s,-0.086743,72
20221004,growth_s,-0.286178,72
20221004,momentum_s,0.116152,72
20221004,mom_10_z,-0.162054,72
20221004,vol_low_z,0.30581,72
20221004,score,-0.214855,72
20221005,value_s,-0.074169,69
20221005,growth_s,-0.095944,69
20221005,momentum_s,0.197336,69
20221005,mom_10_z,-0.304238,69
20221005,vol_low_z,0.30738,69
20221005,score,-0.045195,69
20221006,value_s,-0.025826,85
20221006,growth_s,-0.115478,85
20221006,momentum_s,0.128026,85
20221006,mom_10_z,-0.136858,85
20221006,vol_low_z,0.309771,85
20221006,score,-0.056342,85
20221007,value_s,-0.020416,81
20221007,growth_s,-0.041847,81
20221007,momentum_s,0.001355,81
20221007,mom_10_z,-0.121432,81
20221007,vol_low_z,0.19379,81
20221007,score,-0.092118,81
20221011,value_s,-0.063124,63
20221011,growth_s,-0.026834,63
20221011,momentum_s,-0.038715,63
20221011,mom_10_z,-0.460253,63
20221011,vol_low_z,0.173963,63
20221011,score,-0.106064,63
20221012,value_s,-0.109476,57
20221012,growth_s,-0.320651,57
20221012,momentum_s,-0.065175,57
20221012,mom_10_z,-0.134431,57
20221012,vol_low_z,-0.06903,57
20221012,score,-0.436544,57
20221013,value_s,-0.081753,47
20221013,growth_s,-0.299954,47
20221013,momentum_s,0.148566,47
20221013,mom_10_z,-0.220282,47
20221013,vol_low_z,-0.000347,47
20221013,score,-0.329556,47
20221014,value_s,0.004033,59
20221014,growth_s,-0.21578,59
20221014,momentum_s,0.194892,59
20221014,mom_10_z,-0.135887,59
20221014,vol_low_z,-0.046581,59
20221014,score,-0.1827,59
20221017,value_s,0.066203,62
20221017,growth_s,-0.186523,62
20221017,momentum_s,0.066111,62
20221017,mom_10_z,0.094659,62
20221017,vol_low_z,0.00763,62
20221017,score,-0.18335,62
20221018,value_s,-0.040486,77
20221018,growth_s,-0.191598,77
20221018,momentum_s,0.174094,77
20221018,mom_10_z,-0.0897,77
20221018,vol_low_z,-0.003602,77
20221018,score,-0.157159,77
20221019,value_s,-0.007476,72
20221019,growth_s,-0.127372,72
20221019,momentum_s,0.230838,72
20221019,mom_10_z,-0.052061,72
20221019,vol_low_z,0.173516,72
20221019,score,-0.042189,72
20221020,value_s,-0.021856,66
20221020,growth_s,-0.19165,66
20221020,momentum_s,0.33748,66
20221020,mom_10_z,-0.1021,66
20221020,vol_low_z,0.108486,66
20221020,score,-0.080722,66
20221021,value_s,0.067261,62
20221021,growth_s,-0.153836,62
20221021,momentum_s,0.212866,62
20221021,mom_10_z,-0.06011,62
20221021,vol_low_z,-0.009141,62
20221021,score,-0.141094,62
20221024,value_s,0.047802,64
20221024,growth_s,-0.094826,64
20221024,momentum_s,0.197049,64
20221024,mom_10_z,-0.073581,64
20221024,vol_low_z,0.061493,64
20221024,score,-0.075962,64
20221025,value_s,0.220445,68
20221025,growth_s,-0.158568,68
20221025,momentum_s,0.181929,68
20221025,mom_10_z,-0.10421,68
20221025,vol_low_z,0.094896,68
20221025,score,-0.082452,68
20221026,value_s,0.23041,61
20221026,growth_s,-0.178982,61
20221026,momentum_s,0.226341,61
20221026,mom_10_z,-0.074538,61
20221026,vol_low_z,-0.003358,61
20221026,score,-0.105686,61
20221027,value_s,0.138062,71
20221027,growth_s,-0.057579,71
20221027,momentum_s,0.213755,71
20221027,mom_10_z,-0.182327,71
20221027,vol_low_z,-0.065594,71
20221027,score,-0.019316,71
20221028,value_s,0.117277,77
20221028,growth_s,-0.078737,77
20221028,momentum_s,0.191508,77
20221028,mom_10_z,-0.092644,77
20221028,vol_low_z,-0.033756,77
20221028,score,-0.016168,77
20221031,value_s,0.205315,82
20221031,growth_s,-0.060939,82
20221031,momentum_s,0.055813,82
20221031,mom_10_z,-0.014878,82
20221031,vol_low_z,-0.001426,82
20221031,score,-0.033468,82
20221101,value_s,0.230097,85
20221101,growth_s,-0.05557,85
20221101,momentum_s,0.045467,85
20221101,mom_10_z,0.008872,85
20221101,vol_low_z,0.033643,85
20221101,score,-0.034991,85
20221102,value_s,0.266154,86
20221102,growth_s,0.019048,86
20221102,momentum_s,0.024105,86
20221102,mom_10_z,0.103977,86
20221102,vol_low_z,0.040087,86
20221102,score,0.044559,86
20221103,value_s,0.174481,89
20221103,growth_s,-0.001839,89
20221103,momentum_s,-0.004494,89
20221103,mom_10_z,-0.036994,89
20221103,vol_low_z,0.088917,89
20221103,score,-0.000579,89
20221104,value_s,0.202785,88
20221104,growth_s,-0.032634,88
20221104,momentum_s,-0.116234,88
20221104,mom_10_z,-0.072048,88
20221104,vol_low_z,0.045701,88
20221104,score,-0.089254,88
20221107,value_s,0.172838,97
20221107,growth_s,-0.054492,97
20221107,momentum_s,-0.143567,97
20221107,mom_10_z,0.000927,97
20221107,vol_low_z,0.005023,97
20221107,score,-0.100404,97
20221108,value_s,0.059214,106
20221108,growth_s,1.5e-05,106
20221108,momentum_s,0.01707,106
20221108,mom_10_z,-0.06406,106
20221108,vol_low_z,0.046165,106
20221108,score,-0.043732,106
20221109,value_s,0.079774,110
20221109,growth_s,-0.010247,110
20221109,momentum_s,0.006433,110
20221109,mom_10_z,-0.136078,110
20221109,vol_low_z,0.161851,110
20221109,score,-0.027437,110
20221110,value_s,0.116014,111
20221110,growth_s,0.001641,111
20221110,momentum_s,-0.043507,111
20221110,mom_10_z,-0.012531,111
20221110,vol_low_z,0.246823,111
20221110,score,0.038619,111
20221111,value_s,0.049476,127
20221111,growth_s,0.112767,127
20221111,momentum_s,0.027536,127
20221111,mom_10_z,-0.077293,127
20221111,vol_low_z,0.239894,127
20221111,score,0.161922,127
20221114,value_s,-0.007479,131
20221114,growth_s,0.15635,131
20221114,momentum_s,-0.004017,131
20221114,mom_10_z,-0.154887,131
20221114,vol_low_z,0.31049,131
20221114,score,0.158507,131
20221115,value_s,-0.003569,156
20221115,growth_s,0.085709,156
20221115,momentum_s,0.073946,156
20221115,mom_10_z,-0.111362,156
20221115,vol_low_z,0.328915,156
20221115,score,0.139045,156
20221116,value_s,-0.021816,158
20221116,growth_s,0.058953,158
20221116,momentum_s,-0.023928,158
20221116,mom_10_z,-0.138097,158
20221116,vol_low_z,0.312915,158
20221116,score,0.086982,158
20221117,value_s,0.166446,155
20221117,growth_s,0.015671,155
20221117,momentum_s,-0.006126,155
20221117,mom_10_z,-0.122678,155
20221117,vol_low_z,0.358178,155
20221117,score,0.077272,155
20221118,value_s,0.089215,150
20221118,growth_s,0.052891,150
20221118,momentum_s,0.059269,150
20221118,mom_10_z,-0.114964,150
20221118,vol_low_z,0.29489,150
20221118,score,0.103977,150
20221121,value_s,0.04798,136
20221121,growth_s,0.030342,136
20221121,momentum_s,0.02207,136
20221121,mom_10_z,-0.008659,136
20221121,vol_low_z,0.328043,136
20221121,score,0.093726,136
20221122,value_s,-0.021657,137
20221122,growth_s,0.032224,137
20221122,momentum_s,-0.02149,137
20221122,mom_10_z,-0.075366,137
20221122,vol_low_z,0.330563,137
20221122,score,0.044351,137
20221123,value_s,0.052788,147
20221123,growth_s,0.034643,147
20221123,momentum_s,-0.011568,147
20221123,mom_10_z,-0.069224,147
20221123,vol_low_z,0.376913,147
20221123,score,0.062464,147
20221124,value_s,0.058328,161
20221124,growth_s,0.043703,161
20221124,momentum_s,-0.054982,161
20221124,mom_10_z,-0.107598,161
20221124,vol_low_z,0.36697,161
20221124,score,0.046078,161
20221125,value_s,0.087283,165
20221125,growth_s,0.030182,165
20221125,momentum_s,-0.111567,165
20221125,mom_10_z,-0.160858,165
20221125,vol_low_z,0.381302,165
20221125,score,0.01502,165
20221128,value_s,0.052282,146
20221128,growth_s,0.123056,146
20221128,momentum_s,-0.123763,146
20221128,mom_10_z,-0.110085,146
20221128,vol_low_z,0.37193,146
20221128,score,0.10545,146
20221129,value_s,-0.007641,167
20221129,growth_s,0.074776,167
20221129,momentum_s,-0.077665,167
20221129,mom_10_z,-0.190789,167
20221129,vol_low_z,0.342172,167
20221129,score,0.062157,167
20221130,value_s,0.003516,188
20221130,growth_s,0.094055,188
20221130,momentum_s,-0.077406,188
20221130,mom_10_z,-0.060052,188
20221130,vol_low_z,0.190542,188
20221130,score,0.090346,188
20221201,value_s,-0.108472,200
20221201,growth_s,0.090477,200
20221201,momentum_s,-0.079939,200
20221201,mom_10_z,-0.044049,200
20221201,vol_low_z,0.214655,200
20221201,score,0.050164,200
20221202,value_s,-0.091195,177
20221202,growth_s,0.049391,177
20221202,momentum_s,-0.129687,177
20221202,mom_10_z,-0.068036,177
20221202,vol_low_z,0.243493,177
20221202,score,0.00845,177
20221205,value_s,-0.132987,188
20221205,growth_s,0.101355,188
20221205,momentum_s,-0.037199,188
20221205,mom_10_z,-0.047509,188
20221205,vol_low_z,0.234563,188
20221205,score,0.063799,188
20221206,value_s,-0.09055,171
20221206,growth_s,0.124607,171
20221206,momentum_s,-0.12425,171
20221206,mom_10_z,0.108298,171
20221206,vol_low_z,0.234493,171
20221206,score,0.08021,171
20221207,value_s,-0.021228,162
20221207,growth_s,0.063714,162
20221207,momentum_s,-0.197372,162
20221207,mom_10_z,0.150092,162
20221207,vol_low_z,0.131371,162
20221207,score,-0.004849,162
20221208,value_s,-0.040553,156
20221208,growth_s,-0.037886,156
20221208,momentum_s,-0.223853,156
20221208,mom_10_z,0.055166,156
20221208,vol_low_z,0.106281,156
20221208,score,-0.12153,156
20221209,value_s,-0.028319,164
20221209,growth_s,-0.097535,164
20221209,momentum_s,-0.157542,164
20221209,mom_10_z,0.17385,164
20221209,vol_low_z,0.192372,164
20221209,score,-0.131374,164
20221212,value_s,0.005972,160
20221212,growth_s,-0.105912,160
20221212,momentum_s,-0.232401,160
20221212,mom_10_z,0.149341,160
20221212,vol_low_z,0.104278,160
20221212,score,-0.179601,160
20221213,value_s,-0.073398,165
20221213,growth_s,-0.077838,165
20221213,momentum_s,-0.183283,165
20221213,mom_10_z,0.090073,165
20221213,vol_low_z,0.050007,165
20221213,score,-0.145388,165
20221214,value_s,-6e-06,176
20221214,growth_s,-0.10651,176
20221214,momentum_s,-0.115044,176
20221214,mom_10_z,0.075456,176
20221214,vol_low_z,0.037702,176
20221214,score,-0.124086,176
20221215,value_s,0.018924,165
20221215,growth_s,-0.09688,165
20221215,momentum_s,-0.216472,165
20221215,mom_10_z,0.004078,165
20221215,vol_low_z,0.033599,165
20221215,score,-0.146253,165
20221216,value_s,-0.024425,156
20221216,growth_s,-0.108271,156
20221216,momentum_s,-0.203228,156
20221216,mom_10_z,-0.084241,156
20221216,vol_low_z,-0.008481,156
20221216,score,-0.160826,156
20221219,value_s,0.009166,153
20221219,growth_s,-0.140984,153
20221219,momentum_s,-0.174515,153
20221219,mom_10_z,-0.124119,153
20221219,vol_low_z,-0.013126,153
20221219,score,-0.175707,153
20221220,value_s,0.069206,139
20221220,growth_s,-0.058917,139
20221220,momentum_s,-0.185296,139
20221220,mom_10_z,-0.17409,139
20221220,vol_low_z,-0.013598,139
20221220,score,-0.102746,139
20221221,value_s,0.005926,149
20221221,growth_s,-0.120519,149
20221221,momentum_s,-0.111836,149
20221221,mom_10_z,-0.271219,149
20221221,vol_low_z,0.072692,149
20221221,score,-0.111404,149
20221222,value_s,-0.046603,159
20221222,growth_s,-0.070019,159
20221222,momentum_s,-0.103764,159
20221222,mom_10_z,-0.149937,159
20221222,vol_low_z,0.034634,159
20221222,score,-0.075179,159
20221223,value_s,-0.094818,137
20221223,growth_s,-0.07355,137
20221223,momentum_s,-0.135765,137
20221223,mom_10_z,-0.285059,137
20221223,vol_low_z,0.010622,137
20221223,score,-0.118464,137
20221226,value_s,-0.087477,135
20221226,growth_s,-0.143703,135
20221226,momentum_s,-0.160654,135
20221226,mom_10_z,-0.162858,135
20221226,vol_low_z,-0.090133,135
20221226,score,-0.192181,135
20221227,value_s,-0.045902,147
20221227,growth_s,-0.080092,147
20221227,momentum_s,-0.144789,147
20221227,mom_10_z,-0.03409,147
20221227,vol_low_z,-0.020593,147
20221227,score,-0.120477,147
20221228,value_s,-0.001045,134
20221228,growth_s,-0.08928,134
20221228,momentum_s,-0.181901,134
20221228,mom_10_z,-0.147588,134
20221228,vol_low_z,0.050088,134
20221228,score,-0.120169,134
20221229,value_s,-0.05166,114
20221229,growth_s,-0.087791,114
20221229,momentum_s,-0.071692,114
20221229,mom_10_z,0.014686,114
20221229,vol_low_z,0.0992,114
20221229,score,-0.113124,114
20230102,value_s,-0.066035,106
20230102,growth_s,-0.034693,106
20230102,momentum_s,-0.040266,106
20230102,mom_10_z,0.084807,106
20230102,vol_low_z,0.034013,106
20230102,score,-0.029378,106
20230103,value_s,-0.141084,107
20230103,growth_s,-0.056672,107
20230103,momentum_s,-0.047612,107
20230103,mom_10_z,0.076554,107
20230103,vol_low_z,-0.046803,107
20230103,score,-0.08733,107
20230104,value_s,-0.17422,102
20230104,growth_s,-0.03261,102
20230104,momentum_s,-0.006469,102
20230104,mom_10_z,0.10709,102
20230104,vol_low_z,0.012084,102
20230104,score,-0.058326,102
20230105,value_s,-0.241305,103
20230105,growth_s,0.009797,103
20230105,momentum_s,0.099144,103
20230105,mom_10_z,0.056573,103
20230105,vol_low_z,0.013805,103
20230105,score,0.027369,103
20230106,value_s,-0.283795,120
20230106,growth_s,0.01946,120
20230106,momentum_s,-0.006626,120
20230106,mom_10_z,0.002577,120
20230106,vol_low_z,-0.007299,120
20230106,score,-0.014341,120
20230109,value_s,-0.298816,133
20230109,growth_s,0.052188,133
20230109,momentum_s,-0.065076,133
20230109,mom_10_z,0.074701,133
20230109,vol_low_z,0.022528,133
20230109,score,0.002724,133
20230110,value_s,-0.27749,136
20230110,growth_s,0.068692,136
20230110,momentum_s,-0.073155,136
20230110,mom_10_z,-0.032091,136
20230110,vol_low_z,0.01036,136
20230110,score,-0.015913,136
20230111,value_s,-0.249451,147
20230111,growth_s,-0.007265,147
20230111,momentum_s,-0.065417,147
20230111,mom_10_z,0.0414,147
20230111,vol_low_z,0.13335,147
20230111,score,-0.009828,147
20230112,value_s,-0.140475,146
20230112,growth_s,0.139146,146
20230112,momentum_s,0.032436,146
20230112,mom_10_z,-0.019614,146
20230112,vol_low_z,0.169723,146
20230112,score,0.113824,146
20230113,value_s,-0.160664,157
20230113,growth_s,0.125329,157
20230113,momentum_s,0.017691,157
20230113,mom_10_z,-0.022585,157
20230113,vol_low_z,0.115599,157
20230113,score,0.086059,157
20230116,value_s,-0.067674,151
20230116,growth_s,0.117411,151
20230116,momentum_s,0.049566,151
20230116,mom_10_z,0.055586,151
20230116,vol_low_z,0.077217,151
20230116,score,0.144375,151
20230117,value_s,-0.084997,147
20230117,growth_s,0.085516,147
20230117,momentum_s,-0.032679,147
20230117,mom_10_z,0.114491,147
20230117,vol_low_z,0.088561,147
20230117,score,0.066415,147
20230118,value_s,-0.004603,150
20230118,growth_s,0.127584,150
20230118,momentum_s,0.070978,150
20230118,mom_10_z,-0.032707,150
20230118,vol_low_z,0.082594,150
20230118,score,0.177635,150
20230119,value_s,-0.015957,137
20230119,growth_s,0.074633,137
20230119,momentum_s,0.064971,137
20230119,mom_10_z,0.000636,137
20230119,vol_low_z,0.021478,137
20230119,score,0.112238,137
20230120,value_s,0.085801,155
20230120,growth_s,-0.030872,155
20230120,momentum_s,0.01061,155
20230120,mom_10_z,0.012591,155
20230120,vol_low_z,0.076327,155
20230120,score,0.053601,155
20230125,value_s,0.185465,162
20230125,growth_s,0.004863,162
20230125,momentum_s,0.029703,162
20230125,mom_10_z,-0.126339,162
20230125,vol_low_z,0.284917,162
20230125,score,0.152574,162
20230126,value_s,0.085562,176
20230126,growth_s,-0.057389,176
20230126,momentum_s,0.022432,176
20230126,mom_10_z,-0.021101,176
20230126,vol_low_z,0.14337,176
20230126,score,0.055703,176
20230127,value_s,0.053165,182
20230127,growth_s,-0.083194,182
20230127,momentum_s,0.044283,182
20230127,mom_10_z,-0.050397,182
20230127,vol_low_z,0.191202,182
20230127,score,0.045709,182
20230130,value_s,0.054369,178
20230130,growth_s,-0.001254,178
20230130,momentum_s,0.075404,178
20230130,mom_10_z,-0.082519,178
20230130,vol_low_z,0.147042,178
20230130,score,0.085662,178
20230131,value_s,0.0716,187
20230131,growth_s,0.075648,187
20230131,momentum_s,0.016961,187
20230131,mom_10_z,0.013573,187
20230131,vol_low_z,0.16439,187
20230131,score,0.110545,187
20230201,value_s,0.066542,189
20230201,growth_s,-0.014365,189
20230201,momentum_s,0.11275,189
20230201,mom_10_z,0.002314,189
20230201,vol_low_z,0.092968,189
20230201,score,0.047393,189
20230202,value_s,0.12404,194
20230202,growth_s,0.056122,194
20230202,momentum_s,0.092327,194
20230202,mom_10_z,-0.026067,194
20230202,vol_low_z,0.210765,194
20230202,score,0.130784,194
20230203,value_s,0.053399,193
20230203,growth_s,0.063201,193
20230203,momentum_s,0.080515,193
20230203,mom_10_z,0.037389,193
20230203,vol_low_z,0.15008,193
20230203,score,0.120406,193
20230206,value_s,0.036961,193
20230206,growth_s,0.053207,193
20230206,momentum_s,0.087713,193
20230206,mom_10_z,0.090861,193
20230206,vol_low_z,0.187393,193
20230206,score,0.119359,193
20230207,value_s,0.070773,207
20230207,growth_s,0.015318,207
20230207,momentum_s,0.085653,207
20230207,mom_10_z,0.014666,207
20230207,vol_low_z,0.206652,207
20230207,score,0.088903,207
20230208,value_s,0.108649,211
20230208,growth_s,0.023793,211
20230208,momentum_s,0.07633,211
20230208,mom_10_z,0.004317,211
20230208,vol_low_z,0.179248,211
20230208,score,0.111462,211
20230209,value_s,0.133443,218
20230209,growth_s,0.015225,218
20230209,momentum_s,0.111682,218
20230209,mom_10_z,-0.032699,218
20230209,vol_low_z,0.171777,218
20230209,score,0.129493,218
20230210,value_s,0.210917,210
20230210,growth_s,0.004694,210
20230210,momentum_s,0.072602,210
20230210,mom_10_z,0.124174,210
20230210,vol_low_z,0.109046,210
20230210,score,0.123447,210
20230213,value_s,0.153351,208
20230213,growth_s,-0.060547,208
20230213,momentum_s,0.031504,208
20230213,mom_10_z,0.195521,208
20230213,vol_low_z,0.1672,208
20230213,score,0.073356,208
20230214,value_s,0.166742,222
20230214,growth_s,-0.043494,222
20230214,momentum_s,0.079166,222
20230214,mom_10_z,0.124785,222
20230214,vol_low_z,0.148472,222
20230214,score,0.098354,222
20230215,value_s,0.062165,197
20230215,growth_s,-0.016621,197
20230215,momentum_s,0.001915,197
20230215,mom_10_z,0.086796,197
20230215,vol_low_z,0.080495,197
20230215,score,0.066475,197
20230216,value_s,0.015834,221
20230216,growth_s,0.005952,221
20230216,momentum_s,0.029327,221
20230216,mom_10_z,0.059852,221
20230216,vol_low_z,-0.013096,221
20230216,score,0.033216,221
20230217,value_s,-0.007623,214
20230217,growth_s,-0.046454,214
20230217,momentum_s,0.043384,214
20230217,mom_10_z,0.044855,214
20230217,vol_low_z,0.003279,214
20230217,score,-0.032109,214
20230220,value_s,-0.039578,219
20230220,growth_s,-0.009463,219
20230220,momentum_s,0.103375,219
20230220,mom_10_z,0.042649,219
20230220,vol_low_z,0.057278,219
20230220,score,0.035923,219
20230221,value_s,-0.119386,233
20230221,growth_s,0.069745,233
20230221,momentum_s,0.075133,233
20230221,mom_10_z,-0.049144,233
20230221,vol_low_z,0.030427,233
20230221,score,0.077271,233
20230222,value_s,-0.115963,227
20230222,growth_s,0.055964,227
20230222,momentum_s,0.046656,227
20230222,mom_10_z,-0.129291,227
20230222,vol_low_z,0.017354,227
20230222,score,0.034532,227
20230223,value_s,-0.135133,229
20230223,growth_s,0.133924,229
20230223,momentum_s,0.022868,229
20230223,mom_10_z,-0.016037,229
20230223,vol_low_z,-0.018642,229
20230223,score,0.067294,229
20230224,value_s,-0.137821,216
20230224,growth_s,0.143915,216
20230224,momentum_s,0.016078,216
20230224,mom_10_z,0.096081,216
20230224,vol_low_z,-0.019585,216
20230224,score,0.090231,216
20230227,value_s,-0.14872,212
20230227,growth_s,0.147762,212
20230227,momentum_s,-0.013685,212
20230227,mom_10_z,0.097294,212
20230227,vol_low_z,-0.015312,212
20230227,score,0.074134,212
20230228,value_s,-0.052928,217
20230228,growth_s,0.154282,217
20230228,momentum_s,-0.039969,217
20230228,mom_10_z,0.033983,217
20230228,vol_low_z,0.063122,217
20230228,score,0.094567,217
20230302,value_s,-0.085201,225
