date,factor,ic,n
20200424,score,0.174903,139
20200427,value_s,0.028632,156
20200427,growth_s,0.061474,156
20200427,momentum_s,0.147996,156
20200427,mom_10_z,-0.156542,156
20200427,vol_low_z,0.212559,156
20200427,score,0.190335,156
20200428,value_s,0.041504,164
20200428,growth_s,0.072079,164
20200428,momentum_s,0.131351,164
20200428,mom_10_z,-0.121017,164
20200428,vol_low_z,0.103356,164
20200428,score,0.151924,164
20200429,value_s,-0.065031,168
20200429,growth_s,0.140725,168
20200429,momentum_s,0.119795,168
20200429,mom_10_z,-0.045696,168
20200429,vol_low_z,0.067143,168
20200429,score,0.159593,168
20200504,value_s,-0.079148,154
20200504,growth_s,0.055707,154
20200504,momentum_s,0.094305,154
20200504,mom_10_z,-0.037075,154
20200504,vol_low_z,0.098199,154
20200504,score,0.084668,154
20200506,value_s,-0.042261,173
20200506,growth_s,-0.009243,173
20200506,momentum_s,0.012837,173
20200506,mom_10_z,-0.021184,173
20200506,vol_low_z,0.038791,173
20200506,score,-0.027142,173
20200507,value_s,-0.064025,175
20200507,growth_s,0.027532,175
20200507,momentum_s,0.065697,175
20200507,mom_10_z,0.020305,175
20200507,vol_low_z,0.014688,175
20200507,score,0.017868,175
20200508,value_s,-0.083609,187
20200508,growth_s,0.024288,187
20200508,momentum_s,0.015623,187
20200508,mom_10_z,0.022762,187
20200508,vol_low_z,0.089933,187
20200508,score,-0.004083,187
20200511,value_s,-0.065467,180
20200511,growth_s,0.030225,180
20200511,momentum_s,0.076728,180
20200511,mom_10_z,-0.035612,180
20200511,vol_low_z,0.068947,180
20200511,score,0.02512,180
20200512,value_s,-0.078305,185
20200512,growth_s,-0.002133,185
20200512,momentum_s,-0.003623,185
20200512,mom_10_z,0.029626,185
20200512,vol_low_z,0.064584,185
20200512,score,-0.034893,185
20200513,value_s,-0.065874,191
20200513,growth_s,-0.014159,191
20200513,momentum_s,-0.009081,191
20200513,mom_10_z,0.023949,191
20200513,vol_low_z,0.089467,191
20200513,score,-0.048844,191
20200514,value_s,-0.077968,193
20200514,growth_s,0.026079,193
20200514,momentum_s,-0.07935,193
20200514,mom_10_z,0.036794,193
20200514,vol_low_z,0.006165,193
20200514,score,-0.027741,193
20200515,value_s,-0.060996,206
20200515,growth_s,0.035087,206
20200515,momentum_s,-0.051518,206
20200515,mom_10_z,0.121905,206
20200515,vol_low_z,0.075343,206
20200515,score,-0.007582,206
20200518,value_s,-0.046036,214
20200518,growth_s,-0.003449,214
20200518,momentum_s,-0.068776,214
20200518,mom_10_z,0.108409,214
20200518,vol_low_z,0.19475,214
20200518,score,0.018679,214
20200519,value_s,-0.123571,224
20200519,growth_s,0.018749,224
20200519,momentum_s,0.037343,224
20200519,mom_10_z,0.19166,224
20200519,vol_low_z,0.168366,224
20200519,score,0.028612,224
20200520,value_s,-0.093024,238
20200520,growth_s,-0.008518,238
20200520,momentum_s,0.037995,238
20200520,mom_10_z,0.135859,238
20200520,vol_low_z,0.189356,238
20200520,score,0.00402,238
20200521,value_s,-0.057674,250
20200521,growth_s,-0.045095,250
20200521,momentum_s,-0.010164,250
20200521,mom_10_z,0.188694,250
20200521,vol_low_z,0.161192,250
20200521,score,-0.02863,250
20200522,value_s,-0.082172,236
20200522,growth_s,-0.00198,236
20200522,momentum_s,-0.038944,236
20200522,mom_10_z,0.087238,236
20200522,vol_low_z,0.168921,236
20200522,score,-0.05858,236
20200525,value_s,-0.029471,243
20200525,growth_s,-0.053165,243
20200525,momentum_s,-0.033832,243
20200525,mom_10_z,0.055293,243
20200525,vol_low_z,0.189442,243
20200525,score,-0.060303,243
20200526,value_s,-0.05372,259
20200526,growth_s,-0.040711,259
20200526,momentum_s,-0.006695,259
20200526,mom_10_z,0.041064,259
20200526,vol_low_z,0.088501,259
20200526,score,-0.049392,259
20200527,value_s,-0.164065,260
20200527,growth_s,-0.012948,260
20200527,momentum_s,0.062688,260
20200527,mom_10_z,-0.086508,260
20200527,vol_low_z,0.101794,260
20200527,score,-0.022544,260
20200528,value_s,-0.207003,242
20200528,growth_s,0.017342,242
20200528,momentum_s,0.091201,242
20200528,mom_10_z,-0.092631,242
20200528,vol_low_z,0.001033,242
20200528,score,0.011371,242
20200529,value_s,-0.216026,240
20200529,growth_s,0.025763,240
20200529,momentum_s,0.107648,240
20200529,mom_10_z,-0.18747,240
20200529,vol_low_z,0.032856,240
20200529,score,0.011195,240
20200601,value_s,-0.223409,261
20200601,growth_s,-0.004951,261
20200601,momentum_s,0.125245,261
20200601,mom_10_z,-0.120844,261
20200601,vol_low_z,0.05157,261
20200601,score,-0.012589,261
20200602,value_s,-0.203063,275
20200602,growth_s,-0.001111,275
20200602,momentum_s,0.116246,275
20200602,mom_10_z,-0.154094,275
20200602,vol_low_z,0.054298,275
20200602,score,-0.014481,275
20200603,value_s,-0.24169,298
20200603,growth_s,0.019903,298
20200603,momentum_s,0.172511,298
20200603,mom_10_z,-0.21504,298
20200603,vol_low_z,0.018228,298
20200603,score,0.035136,298
20200604,value_s,-0.260073,299
20200604,growth_s,-0.013251,299
20200604,momentum_s,0.164662,299
20200604,mom_10_z,-0.123082,299
20200604,vol_low_z,0.035054,299
20200604,score,-0.001679,299
20200605,value_s,-0.239444,306
20200605,growth_s,0.023923,306
20200605,momentum_s,0.201674,306
20200605,mom_10_z,-0.107454,306
20200605,vol_low_z,0.02748,306
20200605,score,0.045712,306
20200608,value_s,-0.242787,313
20200608,growth_s,0.067862,313
20200608,momentum_s,0.139256,313
20200608,mom_10_z,-0.112891,313
20200608,vol_low_z,0.039531,313
20200608,score,0.031195,313
20200609,value_s,-0.237018,309
20200609,growth_s,0.115609,309
20200609,momentum_s,0.173878,309
20200609,mom_10_z,-0.131725,309
20200609,vol_low_z,0.051164,309
20200609,score,0.100639,309
20200610,value_s,-0.192359,315
20200610,growth_s,0.060477,315
20200610,momentum_s,0.256074,315
20200610,mom_10_z,-0.096847,315
20200610,vol_low_z,0.008136,315
20200610,score,0.120185,315
20200611,value_s,-0.120585,297
20200611,growth_s,0.089157,297
20200611,momentum_s,0.246279,297
20200611,mom_10_z,-0.043179,297
20200611,vol_low_z,-0.01748,297
20200611,score,0.171662,297
20200612,value_s,-0.044174,257
20200612,growth_s,0.080503,257
20200612,momentum_s,0.21569,257
20200612,mom_10_z,-0.040516,257
20200612,vol_low_z,0.034683,257
20200612,score,0.157068,257
20200615,value_s,0.053365,193
20200615,growth_s,0.146877,193
20200615,momentum_s,0.169274,193
20200615,mom_10_z,-0.199058,193
20200615,vol_low_z,-0.073493,193
20200615,score,0.199494,193
20200616,value_s,-0.006048,240
20200616,growth_s,0.145905,240
20200616,momentum_s,0.170046,240
20200616,mom_10_z,-0.136943,240
20200616,vol_low_z,0.000493,240
20200616,score,0.182201,240
20200617,value_s,0.061447,240
20200617,growth_s,0.129735,240
20200617,momentum_s,0.084918,240
20200617,mom_10_z,-0.211972,240
20200617,vol_low_z,0.008215,240
20200617,score,0.156477,240
20200618,value_s,0.049027,239
20200618,growth_s,0.108191,239
20200618,momentum_s,0.051247,239
20200618,mom_10_z,-0.265408,239
20200618,vol_low_z,-0.012217,239
20200618,score,0.100879,239
20200619,value_s,-0.018689,241
20200619,growth_s,0.098399,241
20200619,momentum_s,0.114556,241
20200619,mom_10_z,-0.156668,241
20200619,vol_low_z,0.03623,241
20200619,score,0.143035,241
20200622,value_s,0.044333,245
20200622,growth_s,0.120152,245
20200622,momentum_s,0.039888,245
20200622,mom_10_z,-0.116621,245
20200622,vol_low_z,0.051071,245
20200622,score,0.155935,245
20200623,value_s,0.07354,240
20200623,growth_s,0.079224,240
20200623,momentum_s,-0.014955,240
20200623,mom_10_z,-0.029439,240
20200623,vol_low_z,-0.054208,240
20200623,score,0.121837,240
20200624,value_s,0.111685,256
20200624,growth_s,0.003365,256
20200624,momentum_s,0.042081,256
20200624,mom_10_z,-0.009717,256
20200624,vol_low_z,-0.001768,256
20200624,score,0.102575,256
20200625,value_s,0.102452,239
20200625,growth_s,0.026261,239
20200625,momentum_s,0.019944,239
20200625,mom_10_z,-0.044285,239
20200625,vol_low_z,-0.041533,239
20200625,score,0.071594,239
20200626,value_s,0.066531,249
20200626,growth_s,0.063141,249
20200626,momentum_s,0.023152,249
20200626,mom_10_z,0.039674,249
20200626,vol_low_z,-0.1168,249
20200626,score,0.084359,249
20200629,value_s,0.111225,235
20200629,growth_s,0.032442,235
20200629,momentum_s,0.041176,235
20200629,mom_10_z,0.086184,235
20200629,vol_low_z,-0.137021,235
20200629,score,0.074083,235
20200630,value_s,-0.015179,240
20200630,growth_s,0.095858,240
20200630,momentum_s,0.114177,240
20200630,mom_10_z,0.136049,240
20200630,vol_low_z,-0.120514,240
20200630,score,0.139591,240
20200701,value_s,-0.034213,233
20200701,growth_s,0.112468,233
20200701,momentum_s,0.116142,233
20200701,mom_10_z,0.09235,233
20200701,vol_low_z,-0.144439,233
20200701,score,0.117723,233
20200702,value_s,-0.030553,245
20200702,growth_s,0.130902,245
20200702,momentum_s,0.175608,245
20200702,mom_10_z,0.090055,245
20200702,vol_low_z,-0.105661,245
20200702,score,0.156584,245
20200703,value_s,-0.059525,255
20200703,growth_s,0.14247,255
20200703,momentum_s,0.196231,255
20200703,mom_10_z,0.049547,255
20200703,vol_low_z,-0.105392,255
20200703,score,0.163758,255
20200706,value_s,-0.05502,247
20200706,growth_s,0.204964,247
20200706,momentum_s,0.225657,247
20200706,mom_10_z,0.050513,247
20200706,vol_low_z,-0.069756,247
20200706,score,0.22714,247
20200707,value_s,-0.01256,247
20200707,growth_s,0.158586,247
20200707,momentum_s,0.153146,247
20200707,mom_10_z,0.01531,247
20200707,vol_low_z,-0.073724,247
20200707,score,0.1789,247
20200708,value_s,-0.044867,257
20200708,growth_s,0.118667,257
20200708,momentum_s,0.130199,257
20200708,mom_10_z,-0.038378,257
20200708,vol_low_z,-0.034093,257
20200708,score,0.134424,257
20200709,value_s,-0.029416,261
20200709,growth_s,0.113799,261
20200709,momentum_s,0.059452,261
20200709,mom_10_z,-0.068393,261
20200709,vol_low_z,-0.002954,261
20200709,score,0.109041,261
20200710,value_s,-0.038013,256
20200710,growth_s,0.072624,256
20200710,momentum_s,-0.050411,256
20200710,mom_10_z,-0.057611,256
20200710,vol_low_z,-0.007288,256
20200710,score,0.037064,256
20200713,value_s,-0.050022,270
20200713,growth_s,0.075175,270
20200713,momentum_s,-0.008566,270
20200713,mom_10_z,-0.007771,270
20200713,vol_low_z,-0.044005,270
20200713,score,0.041599,270
20200714,value_s,-0.027112,273
20200714,growth_s,0.084297,273
20200714,momentum_s,-0.042992,273
20200714,mom_10_z,-0.004149,273
20200714,vol_low_z,-0.045184,273
20200714,score,0.020674,273
20200715,value_s,-0.027014,283
20200715,growth_s,0.091257,283
20200715,momentum_s,-0.025725,283
20200715,mom_10_z,-0.046454,283
20200715,vol_low_z,0.017627,283
20200715,score,0.04581,283
20200716,value_s,-0.034568,281
20200716,growth_s,0.142504,281
20200716,momentum_s,0.022614,281
20200716,mom_10_z,-0.002345,281
20200716,vol_low_z,0.000492,281
20200716,score,0.093782,281
20200717,value_s,0.026632,280
20200717,growth_s,0.128043,280
20200717,momentum_s,0.008217,280
20200717,mom_10_z,-0.000935,280
20200717,vol_low_z,0.03335,280
20200717,score,0.113698,280
20200720,value_s,-0.032971,269
20200720,growth_s,0.13816,269
20200720,momentum_s,0.074119,269
20200720,mom_10_z,-0.051634,269
20200720,vol_low_z,0.057481,269
20200720,score,0.12119,269
20200721,value_s,-0.078102,287
20200721,growth_s,0.107047,287
20200721,momentum_s,0.086926,287
20200721,mom_10_z,-0.021905,287
20200721,vol_low_z,0.038508,287
20200721,score,0.086046,287
20200722,value_s,-0.034349,284
20200722,growth_s,0.121449,284
20200722,momentum_s,0.069296,284
20200722,mom_10_z,-0.027352,284
20200722,vol_low_z,0.026409,284
20200722,score,0.107873,284
20200723,value_s,-0.02853,281
20200723,growth_s,0.071458,281
20200723,momentum_s,0.045972,281
20200723,mom_10_z,-0.010671,281
20200723,vol_low_z,0.022535,281
20200723,score,0.100156,281
20200724,value_s,-0.063844,281
20200724,growth_s,0.096829,281
20200724,momentum_s,0.112688,281
20200724,mom_10_z,-0.023441,281
20200724,vol_low_z,-0.039549,281
20200724,score,0.144103,281
20200727,value_s,-0.072921,294
20200727,growth_s,0.118238,294
20200727,momentum_s,0.082096,294
20200727,mom_10_z,-0.100174,294
20200727,vol_low_z,0.032267,294
20200727,score,0.15258,294
20200728,value_s,-0.017064,308
20200728,growth_s,0.100364,308
20200728,momentum_s,0.061436,308
20200728,mom_10_z,-0.04653,308
20200728,vol_low_z,-0.050277,308
20200728,score,0.114661,308
20200729,value_s,-0.058653,315
20200729,growth_s,0.147467,315
20200729,momentum_s,0.147048,315
20200729,mom_10_z,-0.044962,315
20200729,vol_low_z,0.002779,315
20200729,score,0.184798,315
20200730,value_s,-0.024182,320
20200730,growth_s,0.118583,320
20200730,momentum_s,0.079289,320
20200730,mom_10_z,-0.083515,320
20200730,vol_low_z,0.019363,320
20200730,score,0.143457,320
20200731,value_s,-0.0301,321
20200731,growth_s,0.104865,321
20200731,momentum_s,0.060172,321
20200731,mom_10_z,-0.012292,321
20200731,vol_low_z,0.027451,321
20200731,score,0.127337,321
20200803,value_s,-0.003714,319
20200803,growth_s,0.025326,319
20200803,momentum_s,0.010531,319
20200803,mom_10_z,-0.124611,319
20200803,vol_low_z,0.020344,319
20200803,score,0.04336,319
20200804,value_s,-0.064897,330
20200804,growth_s,0.111998,330
20200804,momentum_s,0.03696,330
20200804,mom_10_z,-0.086458,330
20200804,vol_low_z,0.026226,330
20200804,score,0.11215,330
20200805,value_s,-0.003113,329
20200805,growth_s,0.04872,329
20200805,momentum_s,0.00347,329
20200805,mom_10_z,-0.095868,329
20200805,vol_low_z,-0.016534,329
20200805,score,0.065367,329
20200806,value_s,0.005789,332
20200806,growth_s,0.054549,332
20200806,momentum_s,0.035761,332
20200806,mom_10_z,-0.113127,332
20200806,vol_low_z,-0.041098,332
20200806,score,0.088332,332
20200807,value_s,0.089125,332
20200807,growth_s,0.041262,332
20200807,momentum_s,-0.025152,332
20200807,mom_10_z,-0.134201,332
20200807,vol_low_z,-0.033598,332
20200807,score,0.063593,332
20200810,value_s,0.011611,343
20200810,growth_s,0.127873,343
20200810,momentum_s,-0.016216,343
20200810,mom_10_z,-0.068151,343
20200810,vol_low_z,0.021821,343
20200810,score,0.109305,343
20200811,value_s,-0.040916,352
20200811,growth_s,0.088252,352
20200811,momentum_s,0.001374,352
20200811,mom_10_z,-0.089536,352
20200811,vol_low_z,0.003325,352
20200811,score,0.072561,352
20200812,value_s,-0.092831,355
20200812,growth_s,0.09598,355
20200812,momentum_s,0.079144,355
20200812,mom_10_z,-0.120356,355
20200812,vol_low_z,-0.078266,355
20200812,score,0.077665,355
20200813,value_s,-0.09196,362
20200813,growth_s,0.123242,362
20200813,momentum_s,0.073386,362
20200813,mom_10_z,-0.096078,362
20200813,vol_low_z,-0.10767,362
20200813,score,0.102169,362
20200814,value_s,-0.025759,373
20200814,growth_s,0.064512,373
20200814,momentum_s,-0.003433,373
20200814,mom_10_z,-0.163137,373
20200814,vol_low_z,-0.053513,373
20200814,score,0.04748,373
20200818,value_s,-0.015626,338
20200818,growth_s,0.019776,338
20200818,momentum_s,-0.010191,338
20200818,mom_10_z,-0.155114,338
20200818,vol_low_z,-0.13399,338
20200818,score,0.004832,338
20200819,value_s,0.081295,345
20200819,growth_s,-0.013024,345
20200819,momentum_s,-0.096087,345
20200819,mom_10_z,-0.11268,345
20200819,vol_low_z,0.02415,345
20200819,score,-0.021316,345
20200820,value_s,0.187027,292
20200820,growth_s,-0.008843,292
20200820,momentum_s,-0.116712,292
20200820,mom_10_z,-0.164615,292
20200820,vol_low_z,0.056497,292
20200820,score,-0.017966,292
20200821,value_s,0.120355,304
20200821,growth_s,0.004508,304
20200821,momentum_s,-0.082117,304
20200821,mom_10_z,-0.113356,304
20200821,vol_low_z,-0.038455,304
20200821,score,-0.020115,304
20200824,value_s,0.152731,306
20200824,growth_s,-0.000368,306
20200824,momentum_s,-0.149952,306
20200824,mom_10_z,-0.088035,306
20200824,vol_low_z,0.009548,306
20200824,score,-0.03806,306
20200825,value_s,0.151597,335
20200825,growth_s,-0.011868,335
20200825,momentum_s,-0.117421,335
20200825,mom_10_z,-0.101892,335
20200825,vol_low_z,0.060753,335
20200825,score,-0.04301,335
20200826,value_s,0.17154,324
20200826,growth_s,0.053977,324
20200826,momentum_s,-0.11703,324
20200826,mom_10_z,-0.152194,324
20200826,vol_low_z,0.148292,324
20200826,score,0.076506,324
20200827,value_s,0.258383,305
20200827,growth_s,0.034601,305
20200827,momentum_s,-0.208952,305
20200827,mom_10_z,-0.290054,305
20200827,vol_low_z,0.200976,305
20200827,score,0.025359,305
20200828,value_s,0.222521,319
20200828,growth_s,0.048492,319
20200828,momentum_s,-0.209161,319
20200828,mom_10_z,-0.313455,319
20200828,vol_low_z,0.220221,319
20200828,score,0.041909,319
20200831,value_s,0.235925,319
20200831,growth_s,0.011171,319
20200831,momentum_s,-0.166543,319
20200831,mom_10_z,-0.375058,319
20200831,vol_low_z,0.262541,319
20200831,score,-0.005426,319
20200901,value_s,0.212392,330
20200901,growth_s,-0.003897,330
20200901,momentum_s,-0.153313,330
20200901,mom_10_z,-0.220926,330
20200901,vol_low_z,0.226603,330
20200901,score,-0.002426,330
20200902,value_s,0.260831,339
20200902,growth_s,-0.052696,339
20200902,momentum_s,-0.18235,339
20200902,mom_10_z,-0.155532,339
20200902,vol_low_z,0.225954,339
20200902,score,-0.04601,339
20200903,value_s,0.236359,342
20200903,growth_s,-0.032614,342
20200903,momentum_s,-0.219449,342
20200903,mom_10_z,-0.071626,342
20200903,vol_low_z,0.214792,342
20200903,score,-0.059279,342
20200904,value_s,0.240652,332
20200904,growth_s,-0.012231,332
20200904,momentum_s,-0.262091,332
20200904,mom_10_z,-0.174446,332
20200904,vol_low_z,0.241159,332
20200904,score,-0.091213,332
20200907,value_s,0.204711,346
20200907,growth_s,-0.007096,346
20200907,momentum_s,-0.229645,346
20200907,mom_10_z,-0.106776,346
20200907,vol_low_z,0.221456,346
20200907,score,-0.06134,346
20200908,value_s,0.207838,344
20200908,growth_s,-0.012714,344
20200908,momentum_s,-0.197749,344
20200908,mom_10_z,-0.034771,344
20200908,vol_low_z,0.139623,344
20200908,score,-0.029546,344
20200909,value_s,0.202056,340
20200909,growth_s,0.01508,340
20200909,momentum_s,-0.170477,340
20200909,mom_10_z,-0.000749,340
20200909,vol_low_z,0.227717,340
20200909,score,0.013184,340
20200910,value_s,0.211764,350
20200910,growth_s,-0.020804,350
20200910,momentum_s,-0.220458,350
20200910,mom_10_z,0.070854,350
20200910,vol_low_z,0.183619,350
20200910,score,-0.063832,350
20200911,value_s,0.276856,345
20200911,growth_s,-0.037408,345
20200911,momentum_s,-0.220637,345
20200911,mom_10_z,0.011483,345
20200911,vol_low_z,0.172037,345
20200911,score,-0.041117,345
20200914,value_s,0.231917,352
20200914,growth_s,-0.003853,352
20200914,momentum_s,-0.229044,352
20200914,mom_10_z,0.088356,352
20200914,vol_low_z,0.192059,352
20200914,score,-0.026428,352
20200915,value_s,0.258778,356
20200915,growth_s,-0.065915,356
20200915,momentum_s,-0.351618,356
20200915,mom_10_z,0.027906,356
20200915,vol_low_z,0.215102,356
20200915,score,-0.122195,356
20200916,value_s,0.258579,346
20200916,growth_s,-0.032377,346
20200916,momentum_s,-0.293146,346
20200916,mom_10_z,0.099953,346
20200916,vol_low_z,0.152115,346
20200916,score,-0.069689,346
20200917,value_s,0.289716,336
20200917,growth_s,-0.02455,336
20200917,momentum_s,-0.285449,336
20200917,mom_10_z,0.127136,336
20200917,vol_low_z,0.12429,336
20200917,score,-0.044827,336
20200918,value_s,0.313719,341
20200918,growth_s,-0.056968,341
20200918,momentum_s,-0.335328,341
20200918,mom_10_z,0.068921,341
20200918,vol_low_z,0.115657,341
20200918,score,-0.094319,341
20200921,value_s,0.356491,322
20200921,growth_s,-0.067646,322
20200921,momentum_s,-0.318719,322
20200921,mom_10_z,0.016912,322
20200921,vol_low_z,0.019682,322
20200921,score,-0.105802,322
20200922,value_s,0.36548,287
20200922,growth_s,-0.124695,287
20200922,momentum_s,-0.404056,287
20200922,mom_10_z,-0.001901,287
20200922,vol_low_z,0.125845,287
20200922,score,-0.15787,287
20200923,value_s,0.385982,289
20200923,growth_s,-0.166103,289
20200923,momentum_s,-0.405387,289
20200923,mom_10_z,0.070784,289
20200923,vol_low_z,0.074899,289
20200923,score,-0.183292,289
20200924,value_s,0.391676,237
20200924,growth_s,-0.223363,237
20200924,momentum_s,-0.256396,237
20200924,mom_10_z,-0.012161,237
20200924,vol_low_z,-0.033015,237
20200924,score,-0.144939,237
20200925,value_s,0.296085,238
20200925,growth_s,-0.177647,238
20200925,momentum_s,-0.196875,238
20200925,mom_10_z,-0.029076,238
20200925,vol_low_z,-0.034665,238
20200925,score,-0.139431,238
20200928,value_s,0.308421,284
20200928,growth_s,-0.169149,284
20200928,momentum_s,-0.278653,284
20200928,mom_10_z,0.055933,284
20200928,vol_low_z,0.090132,284
20200928,score,-0.168538,284
20200929,value_s,0.335725,290
20200929,growth_s,-0.167484,290
20200929,momentum_s,-0.237021,290
20200929,mom_10_z,0.083166,290
20200929,vol_low_z,0.006873,290
20200929,score,-0.146363,290
20201005,value_s,0.247467,309
20201005,growth_s,-0.143354,309
20201005,momentum_s,-0.173777,309
20201005,mom_10_z,0.056228,309
20201005,vol_low_z,0.046154,309
20201005,score,-0.128292,309
20201006,value_s,0.232261,303
20201006,growth_s,-0.11649,303
20201006,momentum_s,-0.16505,303
20201006,mom_10_z,0.118134,303
20201006,vol_low_z,0.21804,303
20201006,score,-0.076359,303
20201007,value_s,0.217139,301
20201007,growth_s,-0.119118,301
20201007,momentum_s,-0.04853,301
20201007,mom_10_z,0.055935,301
20201007,vol_low_z,0.150229,301
20201007,score,-0.02953,301
20201008,value_s,0.174969,293
20201008,growth_s,-0.12061,293
20201008,momentum_s,-0.027891,293
20201008,mom_10_z,0.002267,293
20201008,vol_low_z,0.199986,293
20201008,score,-0.041837,293
20201012,value_s,0.197156,290
20201012,growth_s,-0.10303,290
20201012,momentum_s,0.01654,290
20201012,mom_10_z,-0.075384,290
20201012,vol_low_z,0.105885,290
20201012,score,-0.020781,290
20201013,value_s,0.19838,286
20201013,growth_s,-0.156931,286
20201013,momentum_s,-0.066549,286
20201013,mom_10_z,-0.053997,286
20201013,vol_low_z,0.112175,286
20201013,score,-0.096561,286
20201014,value_s,0.241861,274
20201014,growth_s,-0.2112,274
20201014,momentum_s,-0.114537,274
20201014,mom_10_z,-0.099913,274
20201014,vol_low_z,0.166491,274
20201014,score,-0.157529,274
20201015,value_s,0.159821,259
20201015,growth_s,-0.113498,259
20201015,momentum_s,-0.081486,259
20201015,mom_10_z,-0.072534,259
20201015,vol_low_z,0.174874,259
20201015,score,-0.092541,259
20201016,value_s,0.146108,242
20201016,growth_s,-0.158353,242
20201016,momentum_s,-0.052151,242
20201016,mom_10_z,-0.015351,242
20201016,vol_low_z,0.105575,242
20201016,score,-0.156143,242
20201019,value_s,0.127531,245
20201019,growth_s,-0.123959,245
20201019,momentum_s,0.07188,245
20201019,mom_10_z,-0.073252,245
20201019,vol_low_z,0.065059,245
20201019,score,-0.067979,245
20201020,value_s,0.147806,240
20201020,growth_s,-0.094191,240
20201020,momentum_s,0.07604,240
20201020,mom_10_z,-0.047102,240
20201020,vol_low_z,0.077638,240
20201020,score,0.00586,240
20201021,value_s,0.060868,250
20201021,growth_s,-0.085215,250
20201021,momentum_s,0.076783,250
20201021,mom_10_z,-0.110437,250
20201021,vol_low_z,0.025558,250
20201021,score,-0.050582,250
20201022,value_s,-0.020565,233
20201022,growth_s,-0.021999,233
20201022,momentum_s,0.239685,233
20201022,mom_10_z,-0.285806,233
20201022,vol_low_z,-0.066472,233
20201022,score,0.047289,233
20201023,value_s,-0.078289,225
20201023,growth_s,0.02134,225
20201023,momentum_s,0.204819,225
20201023,mom_10_z,-0.235398,225
20201023,vol_low_z,-0.062922,225
20201023,score,0.046926,225
20201026,value_s,-0.076326,177
20201026,growth_s,-0.020267,177
20201026,momentum_s,0.22145,177
20201026,mom_10_z,-0.207269,177
20201026,vol_low_z,-0.209362,177
20201026,score,-0.004542,177
20201027,value_s,-0.053905,172
20201027,growth_s,-0.036956,172
20201027,momentum_s,0.173323,172
20201027,mom_10_z,-0.212058,172
20201027,vol_low_z,-0.166832,172
20201027,score,-0.056643,172
20201028,value_s,0.020666,204
20201028,growth_s,-0.029615,204
20201028,momentum_s,0.075207,204
20201028,mom_10_z,-0.065228,204
20201028,vol_low_z,-0.020893,204
20201028,score,-0.034351,204
20201029,value_s,0.077198,196
20201029,growth_s,-0.046404,196
20201029,momentum_s,0.01278,196
20201029,mom_10_z,-0.005555,196
20201029,vol_low_z,-0.03627,196
20201029,score,-0.041809,196
20201030,value_s,0.051945,172
20201030,growth_s,-0.062178,172
20201030,momentum_s,0.093349,172
20201030,mom_10_z,0.03095,172
20201030,vol_low_z,-0.020423,172
20201030,score,-0.002831,172
20201102,value_s,0.051896,180
20201102,growth_s,-0.101588,180
20201102,momentum_s,-0.009798,180
20201102,mom_10_z,-0.069728,180
20201102,vol_low_z,-0.003027,180
20201102,score,-0.079322,180
20201103,value_s,0.094243,203
20201103,growth_s,-0.157372,203
20201103,momentum_s,-0.051209,203
20201103,mom_10_z,0.027949,203
20201103,vol_low_z,-0.011531,203
20201103,score,-0.112589,203
20201104,value_s,0.140212,208
20201104,growth_s,-0.155568,208
20201104,momentum_s,-0.055062,208
20201104,mom_10_z,-0.002215,208
20201104,vol_low_z,-0.019959,208
20201104,score,-0.116838,208
20201105,value_s,0.127771,219
20201105,growth_s,-0.13735,219
20201105,momentum_s,-0.172038,219
20201105,mom_10_z,0.0272,219
20201105,vol_low_z,0.072526,219
20201105,score,-0.1684,219
20201106,value_s,0.15743,213
20201106,growth_s,-0.092817,213
20201106,momentum_s,-0.175189,213
20201106,mom_10_z,-0.130157,213
20201106,vol_low_z,0.164822,213
20201106,score,-0.119958,213
20201109,value_s,0.064026,241
20201109,growth_s,-0.011965,241
20201109,momentum_s,-0.219861,241
20201109,mom_10_z,-0.202633,241
20201109,vol_low_z,0.253959,241
20201109,score,-0.101279,241
20201110,value_s,-0.009024,235
20201110,growth_s,0.003079,235
20201110,momentum_s,-0.131503,235
20201110,mom_10_z,-0.134106,235
20201110,vol_low_z,0.180465,235
20201110,score,-0.092616,235
20201111,value_s,-0.009944,250
20201111,growth_s,-0.013428,250
20201111,momentum_s,-0.093924,250
20201111,mom_10_z,-0.061285,250
20201111,vol_low_z,0.13575,250
20201111,score,-0.095061,250
20201112,value_s,0.000303,249
20201112,growth_s,0.001286,249
20201112,momentum_s,-0.077636,249
20201112,mom_10_z,-0.042297,249
20201112,vol_low_z,0.142206,249
20201112,score,-0.081791,249
20201113,value_s,0.061619,239
20201113,growth_s,-0.03049,239
20201113,momentum_s,-0.117624,239
20201113,mom_10_z,0.090939,239
20201113,vol_low_z,0.109817,239
20201113,score,-0.074199,239
20201116,value_s,-0.006041,257
20201116,growth_s,0.026748,257
20201116,momentum_s,-0.045323,257
20201116,mom_10_z,0.142678,257
20201116,vol_low_z,0.082166,257
20201116,score,-0.010769,257
20201117,value_s,-0.035152,254
20201117,growth_s,0.021612,254
20201117,momentum_s,-0.055489,254
20201117,mom_10_z,0.055296,254
20201117,vol_low_z,0.100439,254
20201117,score,-0.022876,254
20201118,value_s,-0.029997,263
20201118,growth_s,0.088268,263
20201118,momentum_s,-0.052234,263
20201118,mom_10_z,0.002066,263
20201118,vol_low_z,0.105602,263
