symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error
092220.KS,KEC,KS,369002653158.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.0,-0.11441,0.07263,,,False,
011760.KS,HYUNDAI CORP,KS,368426703100.0,True,True,True,5,7007.0,8449.333,8007.0,8007.0,8560.667,9359.0,9604.667,True,True,True,0,0,0,0,3,0.023,0.0049799997,0.03808,3.0345123,,False,
091810.KS,Trinity Airways,KS,368368780620.0,True,True,True,5,30.0,-52.0,-52.0,-52.0,11.75,327.0,319.5,True,True,True,0,0,0,0,2,0.333,-0.107209995,-0.04084,2.7431192,,False,
0082N0.KQ,Kanaph Therapeutics,KQ,368087323000.0,True,False,False,0,,,,,,,,True,True,False,,,,,,,0.0,0.0,,,False,
092460.KQ,HANLA IMS,KQ,367002636000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
228760.KQ,Genomictree,KQ,366673229500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.001,-3.1746202,-1.1447,,,False,
034830.KS,KOREIT,KS,366109383500.0,True,True,True,5,703.0,195.0,195.0,248.5,193.0,515.0,377.0,True,True,True,0,0,1,1,2,-0.421,0.18501,0.85766,2.8699028,,False,
001390.KS,KGC,KS,365075352900.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.075,0.011039999,0.115229994,,,False,
092230.KS,KPXHOLDINGS,KS,364586949800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.125,0.00975,0.15231,,,False,
199820.KQ,CHEIL ELECTRIC,KQ,365519000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.066,-0.00558,0.15455,,,False,
005720.KS,NEXEN,KS,362553441300.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.177,0.05357,0.26591998,,,False,
144510.KQ,GC CELL,KQ,363407912000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.108,-0.11387,0.23873,,,False,
200470.KQ,APACT,KQ,363043137010.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.437,0.1444,0.088970006,,,False,
001230.KS,DONGKUK HOLDINGS,KS,362525506200.0,True,True,True,5,163.6,0.0,0.0,0.0,0.0,221.0,0.0,True,True,True,0,0,0,0,1,0.039,0.0029699998,0.077010006,51.58371,,False,
203650.KQ,Dream Security,KQ,362433892200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.138,0.106479995,0.29181,,,False,
084990.KQ,Helixmith,KQ,362289384420.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
092200.KS,DIC,KS,361663691700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.087,-0.02804,0.0924,,,False,
459510.KQ,NAUROBOTICS,KQ,361447938700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.08,-0.47774,0.014450001,,,False,
418550.KQ,JEIO,KQ,361479528170.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.366,-0.40480998,0.03158,,,False,
389260.KQ,DMENG,KQ,361013948750.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.563,0.13851,0.20596,,,False,
017860.KS,DS Dansuk,KS,360510521700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,-0.0039500003,0.05143,,,False,
093520.KQ,MAKUS,KQ,359742536800.0,True,True,True,5,2125.0,2058.0,2058.0,2058.0,2058.0,2807.0,2740.0,True,True,True,0,0,0,0,1,,,,,,False,
452430.KQ,SAPIEN,KQ,359539512500.0,True,True,True,5,-373.33334,-208.0,-38.0,-38.0,-38.0,209.0,647.0,True,True,True,0,0,0,0,1,0.347,0.0017499999,0.15781,217.46411,,False,
016800.KS,Fursys,KS,358800000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.078,0.02625,0.32558998,,,False,
078340.KQ,C2S,KQ,356089167850.0,True,True,True,5,2199.75,2199.75,1961.0,2838.75,2870.2222,3189.111,3567.7778,True,True,True,0,1,0,0,9,-0.042,0.09409001,1.0,9.21887,,True,
091700.KQ,PARTRON,KQ,358500000000.0,True,True,True,5,617.6256,695.883,695.883,752.0,627.1427,804.49994,728.7026,True,True,True,0,0,1,1,4,,,,,,False,
114190.KQ,KANGWON ENERGY,KQ,355273316800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.107,0.00219,0.01327,,,False,
104700.KS,KISCO,KS,355023000000.0,True,True,True,5,649.0,641.0,641.0,641.0,733.0,682.0,819.0,True,True,True,1,1,0,0,1,-0.123,-0.12479,-0.01311,,,False,
002900.KS,TYM,KS,353142000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.339,0.04048,0.24650998,,,False,
308430.KQ,Cellbion,KQ,354149676000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.392,-4.24956,0.04287,,,False,
126560.KS,Hyundai Futurenet,KS,352649424000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.073,-0.08488,0.23406,,,False,
007690.KS,KukdoChem,KS,350985532800.0,True,True,True,5,4176.0,4157.0,4157.0,4157.0,4157.0,5312.0,5184.0,True,True,True,1,1,0,0,1,0.143,0.03393,0.16813,7.5018826,,False,
026890.KS,STIC Investments,KS,350876074850.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.351,0.51756,0.90322995,,,False,
018250.KS,AEKYUNG INDUSTRIAL,KS,349667539400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.048,-0.020869998,0.43875998,,,False,
099430.KQ,BioPlus,KQ,347037264860.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.203,0.04087,0.666,,,False,
389020.KQ,Zaram Technology,KQ,349190351200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
041920.KQ,MEDIANA,KQ,346670876720.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
001940.KS,KISCO Holdings,KS,345903672000.0,True,True,True,5,1873.0,0.0,0.0,0.0,0.0,1990.0,0.0,True,True,True,0,0,0,0,1,-0.071,-0.13155,-0.01688,12.286432,,False,
394800.KQ,3billion,KQ,345882473640.0,True,True,True,5,-38.0,-90.0,-90.0,-90.0,0.0,183.0,0.0,True,True,True,1,1,0,0,,0.983,-0.2731,0.68088996,58.087433,,False,
108670.KS,LX HAUSYS,KS,345703678500.0,True,True,True,5,6559.6665,4455.6665,4455.6665,4455.6665,4192.5,7466.75,5727.0,True,True,True,1,1,0,0,4,-0.141,-0.03867,0.23398,5.2499413,,False,
024720.KS,KOLMAR HOLDINGS,KS,343305552590.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.131,0.00033,0.17801,,,False,
478340.KQ,Nara Space,KQ,342547652700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,
200130.KQ,KBH,KQ,340926317220.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.14,0.020399999,0.14445,,,False,
243840.KQ,SHINHEUNG SEC,KQ,342011544450.0,True,True,True,5,232.5,294.0,235.0,235.0,235.0,458.0,467.0,True,True,True,0,0,1,1,2,0.29,0.052800003,0.09591,18.995634,,False,
128820.KS,DAESUNGIND,KS,340623149340.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.132,-0.01732,0.10092,,,False,
0015G0.KQ,Green Optics,KQ,339373689000.0,True,True,True,5,561.0,0.0,0.0,0.0,0.0,1317.0,0.0,True,True,True,0,0,0,0,,0.191,0.10847,0.26253998,21.184511,,False,
046120.KQ,Orbitech,KQ,338215775670.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.021,-0.39097,-0.076409996,,,False,
451760.KQ,CONTEC,KQ,339003905600.0,True,True,True,5,266.5,266.5,238.0,238.0,238.0,891.0,891.0,True,True,True,0,0,1,1,,-0.308,-0.02523,0.12749,21.178452,,False,
001750.KS,HanyangSecu,KS,337942577700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.033,0.47962,0.96976,,,False,
012200.KS,KeyangElecMach,KS,337018623020.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.08,-0.16219999,0.09332,,,False,
049070.KQ,INTOPS,KQ,337464000000.0,True,True,True,5,838.0,1526.0,1526.0,1526.0,1676.0,1169.0,1854.0,True,True,True,0,0,1,1,1,0.039,-0.0137,0.064169995,16.509838,,False,
365270.KQ,the curacle,KQ,337638316400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,468562304.0,-1.0238099,,,False,
084690.KS,Daesang Holdings,KS,336052352640.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.004,0.01465,0.26057,,,False,
236200.KQ,Suprema,KQ,333720781350.0,True,True,True,5,4870.6665,4674.5,4781.3335,4781.3335,4661.5,5618.3335,5011.6665,True,True,True,0,0,0,0,2,0.322,0.28412,0.66089,8.36547,,False,
064850.KQ,FnGuide,KQ,332040661200.0,True,True,True,5,1704.0,0.0,0.0,0.0,0.0,2240.0,0.0,True,True,True,0,0,0,0,,0.199,0.40232,0.99844,12.991072,,False,
058970.KQ,EMRO,KQ,331941018900.0,True,True,True,5,542.0,1341.0,1341.0,1552.5,1552.5,882.0,2012.0,True,True,True,0,0,1,1,1,-0.108,-0.025999999,0.37574002,29.251701,,False,
011500.KS,HANNONG,KS,331505290400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.17,0.02525,0.07855,,,False,
900140.KS,LVMC Holdings,KS,331214100448.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,0.085080005,0.2195,,,False,
001250.KS,GS Global,KS,330135056000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.022,0.009430001,0.04378,,,False,
445090.KQ,ASICLAND,KQ,330501154500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.432,-0.37902,-0.01229,,,False,
014940.KQ,OPCO,KQ,330409042250.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.087,0.06625,0.17331,,,False,
462350.KQ,INNOSPACE,KQ,329933546220.0,True,False,False,0,,,,,,,,True,False,False,,,,,,64.267,-24.48255,0.0,,,False,
098120.KQ,MCS,KQ,329601171900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
448280.KQ,ECOEYE,KQ,328905531900.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.294,0.10637,0.17501,,,False,
217730.KQ,KANGSTEM BIOTECH,KQ,328719250755.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.011,-0.74231005,0.63206,,,False,
043150.KQ,VATECH,KQ,328279057600.0,True,True,True,5,3583.0,3819.4,3901.6,3901.6,3901.6,3775.4,3461.8,True,True,True,0,0,3,0,5,,,,,,False,
474650.KQ,LINCSOLUTION,KQ,328159809700.0,True,True,False,5,241.0,0.0,0.0,0.0,0.0,,,True,True,True,0,0,0,0,,0.363,0.0299,0.23854999,,,False,
005010.KS,HUSTEEL,KS,326452715750.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.071,-0.033940002,0.07569,,,False,
352480.KQ,C&C INTERNATIONAL,KQ,327799119050.0,True,True,True,5,1345.0,1345.0,1345.0,2553.6667,2553.6667,2961.5,3232.5,True,True,True,0,0,0,0,3,0.302,-0.057010002,0.14512,8.019585,,False,
402490.KQ,Green Resource,KQ,327017123760.0,True,False,False,0,,,,,,,,True,False,False,,,,,,3.956,0.08497,0.12245,,,False,
000650.KS,ChunilExp,KS,324432940000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.05,-0.06626,0.03907,,,False,
035810.KQ,EasyHoldings,KQ,325806734250.0,True,True,True,5,1289.0,1289.0,1289.0,0.0,0.0,1291.0,0.0,True,True,True,0,0,0,0,1,0.004,0.0174,0.16544001,4.066615,,False,
314930.KQ,BIODYNE,KQ,324428722700.0,True,True,True,5,120.0,0.0,0.0,0.0,0.0,233.0,0.0,True,True,True,0,0,0,0,,-0.434,-0.44554,0.60578996,46.008583,,False,
338840.KQ,Y-Biologics,KQ,324236969100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.609,-6.6545,0.78751,,,False,
053030.KQ,Binex,KQ,323900303080.0,True,True,True,5,-37.5,182.81,182.81,182.81,429.98,79.11,725.31,True,True,True,0,0,1,1,1,,,,,,False,
091580.KQ,SANGSIN EDP,KQ,323875721700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.462,0.08162,0.14696999,,,False,
272450.KS,JIN AIR,KS,321030000000.0,True,True,True,5,886.2,841.3333,841.3333,911.7143,911.7143,1007.6667,1198.375,True,True,True,0,0,1,1,7,0.185,0.093100004,0.14463,6.2222958,,False,
002310.KS,AsiaPaprMfg,KS,321513506500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.028,-0.0038,0.16127001,,,False,
136480.KQ,HARIM,KQ,321815397060.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.159,0.00717,0.15166001,,,False,
488280.KQ,S2W,KQ,320389233500.0,True,True,True,5,137.0,375.0,375.0,375.0,375.0,701.0,0.0,True,True,True,0,0,0,0,,-0.051,-0.1301,1.0,40.584877,,False,
088800.KQ,Ace Technologies,KQ,319392215820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
065660.KQ,ANTEROGEN,KQ,318694285000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
060720.KQ,KH VATEC,KQ,318224820480.0,True,True,True,5,1046.0,1084.0,1084.0,1084.0,1120.0,1195.5,1254.0,True,True,True,0,0,1,1,2,,,,,,False,
432720.KQ,QUALITAS,KQ,316400278200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.539,-3.78657,0.99711,,,False,
108860.KQ,SELVAS AI,KQ,313557303500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.15,0.02271,0.50429,,,False,
286940.KS,LOTTE INNOVATE,KS,309395555150.0,True,True,True,5,1739.3334,1739.3334,1739.3334,2116.8,2251.6,2220.5,2275.25,True,True,True,0,0,1,1,4,0.148,0.03168,0.09071,9.479847,,False,
061970.KQ,LB SEMICON,KQ,313067402340.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.154,-0.21527,-0.008,,,False,
394420.KQ,RecensMedical,KQ,310861037700.0,True,False,True,0,,,,,,768.0,0.0,True,True,False,,,,,,-0.429,-2.9576402,0.48811,37.04427,,False,
033270.KS,KUP,KS,306918849750.0,True,True,True,5,2878.0,3293.0,3293.0,3293.0,3293.0,3070.0,3458.0,True,True,True,0,0,0,0,1,0.061,0.09923001,0.52529,6.4299674,,False,
318060.KQ,Graphy,KQ,305586390950.0,True,True,True,5,-37.0,0.0,0.0,0.0,0.0,1290.0,0.0,True,True,True,0,0,0,0,,0.542,-0.11249,0.59663,22.364342,,False,
092730.KQ,Neopharm,KQ,307577108910.0,True,True,True,5,2047.0,1745.0,1745.0,1745.0,1687.0,2146.5,1967.0,True,True,True,0,0,0,0,1,,,,,,False,
003920.KS,NamyangDairy,KS,304200000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.011,0.0107700005,0.21077,,,False,
051500.KQ,CJ FW,KQ,305099760200.0,True,True,True,5,5037.5,5375.0,5375.0,5198.0,5332.6665,5895.3335,6132.0,True,True,True,0,0,1,1,3,0.056,0.03336,0.18195999,4.562931,,False,
456010.KQ,ICTK,KQ,303755509900.0,True,True,False,5,167.0,181.0,181.0,181.0,181.0,,,True,True,True,0,0,0,0,,-0.007,-0.32202,0.50404,,,False,
017390.KS,SeoulCtyGas,KS,301950000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.016,0.00644,0.122889996,,,False,
321550.KQ,TiumBio,KQ,302376160800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,2.001,-0.62477,0.41048,,,False,
052710.KQ,Amotech,KQ,302532756300.0,True,True,True,5,1183.0,1183.0,950.0,950.0,950.0,1604.0,1382.0,True,True,True,0,0,0,0,1,,,,,,False,
464080.KQ,SOSLAB,KQ,300792474200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.964,-1.3963001,0.27528998,,,False,
215000.KQ,GOLFZON,KQ,300278607750.0,True,True,True,5,7269.0,9407.333,9407.333,9407.333,9539.333,10805.667,11833.333,True,True,True,0,0,1,1,3,-0.149,0.0542,0.5962,4.432859,,False,
095500.KQ,MNtech,KQ,300486890310.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
357550.KQ,Sukgyung,KQ,300025000000.0,True,True,False,5,1713.0,0.0,0.0,1159.0,1159.0,,,True,True,True,0,0,0,0,,0.029,0.01669,0.56095004,,,False,
416180.KQ,Shinsung ST,KQ,299668640700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.215,-0.06617,0.17834999,,,False,
251370.KQ,YMT,KQ,299879854800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.051,0.10821,0.26803,,,False,
000490.KS,DAEDONG CORP.,KS,298069784100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.054,-0.048,0.2229,,,False,
112290.KQ,YCCHEM,KQ,299474342900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.325,0.04788,0.22198,,,False,
151860.KQ,KG Eco Solution,KQ,297518762500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.06,0.00232,0.097270004,,,False,
272110.KQ,KnJ,KQ,296939615000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.309,0.2554,0.40324003,,,False,
049630.KQ,JAEYOUNG,KQ,295283236560.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.855,0.13668,0.14883,,,False,
100120.KQ,Vieworks,KQ,295607992450.0,True,True,True,5,3487.6667,2952.5,2952.5,2952.5,2312.0,3810.6667,2685.6667,True,True,True,2,2,0,0,3,0.148,0.123009995,0.42034,8.594296,,False,
011690.KS,Y2 Solution,KS,294736283820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.365,-0.0239,0.10283,,,False,
012210.KQ,SMP,KQ,294709919360.0,True,True,False,5,281.4,0.0,0.0,0.0,0.0,,,True,True,True,0,0,0,0,,,0.05322,0.09388,,,False,
274090.KQ,Kencoa Aerospace,KQ,294499448100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.051,-0.16016,0.0546,,,False,
307180.KQ,IL,KQ,294023116310.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.09,-0.48187,0.17563,,,False,
004430.KS,SongwonInd,KS,293280000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.062,-0.01285,0.13712,,,False,
472850.KQ,POND GROUP,KQ,293615425200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.28,0.11432,0.5286,,,False,
439090.KQ,Manyo,KQ,291636095400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.181,0.07893,0.5999,,,False,
123890.KS,KAIT,KS,290638074250.0,True,True,True,5,414.0,531.0,531.0,531.0,631.5,556.5,1076.0,True,True,True,0,0,1,1,2,-0.148,0.88035005,0.94276,4.330638,,False,
0088M0.KQ,MEZOO,KQ,291511625000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,
000680.KS,LSNetworks,KS,289207068720.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.958,0.02005,0.18266001,,,False,
096760.KS,JW HOLDINGS,KS,289416147930.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.152,0.13104999,0.5069,,,False,
054210.KQ,Elentec,KQ,290596002900.0,True,True,False,5,1492.0,1279.0,1279.0,1279.0,1268.0,,,True,True,True,1,1,0,0,1,1.181,0.08169,0.13374,,,False,
001460.KS,BYC,KS,287947515000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.043,0.23033,0.46173,,,False,
054950.KQ,JVM,KQ,288343924200.0,True,True,True,5,3019.5,2897.5,2897.5,2897.5,3033.6667,3237.0,3408.6667,True,True,True,0,0,1,1,3,-0.025,0.13727,0.4087,7.460612,,False,
005680.KS,SamyoungElec,KS,287600000000.0,True,True,True,5,814.0,740.0,740.0,740.0,740.0,844.0,773.0,True,True,True,1,1,0,0,1,-0.096,0.01891,0.18078,16.682465,,False,
019010.KQ,VenueG,KQ,287754000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
115450.KQ,HLB Therapeutics,KQ,287442453705.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.384,0.17972,0.14422,,,False,
101360.KQ,Eco&Dream,KQ,286890018820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.02,-0.028010001,0.088599995,,,False,
094480.KQ,GalaxiaMoneytree,KQ,286770115780.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
475560.KS,The BORN Korea,KS,286179821000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.241,-0.03852,0.24792999,,,False,
035600.KQ,KGINICIS,KQ,286290569260.0,True,True,True,5,2605.0,2804.3333,2804.3333,2804.3333,2795.0,2982.5,3193.5,True,True,True,1,2,0,0,4,0.168,0.0594,0.22684999,3.5171835,,False,
023410.KQ,EUGENE,KQ,286050193100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.093,0.04298,0.12586,,,False,
045390.KQ,DAEATI,KQ,285769543735.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
051370.KQ,INTERFLEX,KQ,285761532000.0,True,True,True,5,1347.0,1240.0,1240.0,1240.0,1240.0,1394.0,1294.0,True,True,True,1,1,0,0,1,0.432,0.08424,0.098529994,9.375896,,False,
382800.KQ,GnBS eco,KQ,285524437770.0,True,True,True,5,777.0,712.0,712.0,0.0,0.0,960.0,0.0,True,True,True,0,0,0,0,,1.233,0.21638,0.30127,,,False,
037270.KS,YGP,KS,285210732800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.082,-0.00259,0.23883,,,False,
037710.KS,Gwangju Shinsegae,KS,284112157000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.006,0.33539,0.90449995,,,False,
023760.KQ,HKCapital,KQ,284364227976.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
004360.KS,SEBANG,KS,283293236460.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.193,-0.00843,0.10393,,,False,
094820.KQ,ILJIN POWER,KQ,283630516290.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
003520.KS,YUNGJIN PHARM,KS,283117947588.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.16,-0.06655,0.32169998,,,False,
322310.KQ,AUROSTECH,KQ,282869568400.0,True,True,True,5,1109.0,1467.0,1467.0,1467.0,1467.0,1231.0,1440.0,True,True,True,0,0,1,1,1,-0.522,-0.11537,0.4857,23.517466,,False,
092070.KQ,DNF,KQ,282353335200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
138360.KQ,NRobotics,KQ,281404743910.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.95,-2.22173,0.24219999,,,False,
002320.KS,HJLC,KS,280731763440.0,True,True,True,5,1432.0,1432.0,1432.0,1432.0,1966.5,1880.0,2717.0,True,True,True,0,0,1,1,1,-0.021,0.021389998,0.07947,9.696809,,False,
134380.KS,MCC,KS,279307036000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.203,0.06597,0.17879999,,,False,
067390.KQ,ASTK,KQ,280272941615.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.246,-0.01239,0.08218,,,False,
034120.KS,SBS,KS,278268570000.0,True,True,True,5,1655.0,1873.5,1873.5,1961.5,1961.5,2450.0,2431.0,True,True,True,0,0,1,1,4,0.277,0.01433,0.16743,6.1591835,,False,
036710.KQ,SIMMTECH HOLDINGS,KQ,278930541120.0,True,False,False,0,,,,,,,,False,True,False,,,,,,0.284,-0.00379,0.0717,,,False,
900290.KQ,GRT,KQ,278120000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.181,0.15675999,0.24634,,,False,
083310.KQ,LOT Vacuum,KQ,277480314140.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
382900.KQ,BHF,KQ,276847600000.0,True,True,True,5,0.0,266.6,266.6,266.6,266.6,16.0,271.0,True,True,True,0,0,0,0,1,,,,,,False,
067080.KQ,DH PHARM,KQ,276643419000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.16,0.02076,0.32811,,,False,
036800.KQ,NICEI&T,KQ,276500000000.0,True,True,True,5,5028.6665,5019.3335,5019.3335,5078.3335,4943.3335,5356.6665,5398.3335,True,True,True,1,2,0,0,3,0.145,0.043119997,0.14417,5.2738023,,False,
061090.KQ,SENA,KQ,275929825600.0,True,True,False,5,4334.5,5302.0,5302.0,5302.0,5302.0,,,True,True,True,0,0,0,0,,-0.142,-0.092939995,0.43703,,,False,
051360.KQ,TOVIS,KQ,275383381780.0,True,True,True,5,3821.0,4154.5,4154.5,4154.5,4154.5,4408.0,4410.0,True,True,True,1,1,0,0,,0.104,0.089549996,0.21563,4.2513614,,False,
088260.KS,E KOCREF,KS,274585792650.0,True,True,True,5,277.0,263.6,263.6,263.6,263.6,252.0,0.0,True,True,True,0,0,1,1,2,,0.0,0.0,17.242064,,False,
003200.KS,IlshinSpng,KS,274372000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.066,0.05132,0.18775,,,False,
294570.KQ,coocon,KQ,274495110400.0,True,True,True,5,2073.0,2003.0,2003.0,2003.0,2003.0,2212.0,2157.0,True,True,True,1,1,0,0,,-0.022,0.26617,1.0,12.454792,,False,
099440.KQ,SMEC,KQ,274338443880.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.172,-0.48993,0.16420999,,,False,
484810.KQ,TXR,KQ,273790213800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.10709,0.22061001,,,False,
043370.KQ,PHA,KQ,272370000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.031,0.030739998,0.121029995,,,False,
003120.KS,ILSUNG IS,KS,271985000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.131,-0.13713,0.43247002,,,False,
001340.KS,PKC,KS,271307178280.0,True,True,True,5,273.0,0.0,0.0,0.0,0.0,349.0,0.0,True,True,True,0,0,0,0,1,0.127,0.04763,0.23020001,17.535816,,False,
334890.KS,IGIS Value Plus REIT,KS,271197107115.0,True,True,True,5,141.0,1207.0,1207.0,1207.0,1207.0,164.0,1169.0,True,True,True,1,1,0,0,1,,0.0,0.0,24.695122,,False,
000320.KS,NorooHoldings,KS,271139480400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.09,0.03014,0.23862,,,False,
005710.KQ,Daewonsanup,KQ,269906472000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.134,-0.01825,0.10065,,,False,
054450.KQ,Telechips,KQ,269718789730.0,True,True,True,5,1426.0,728.0,728.0,728.0,728.0,806.0,992.0,True,True,True,0,0,1,1,1,0.114,0.050580002,0.38435,20.967741,,False,
418420.KQ,RAONTECH,KQ,269554191740.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.32,-0.99517995,0.64835,,,False,
221800.KQ,ZGOO Holdings,KQ,269134418920.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.001,-0.13385001,0.21078,,,False,
017890.KQ,KAI,KQ,269322585960.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.015,0.05256,0.15359999,,,False,
024840.KQ,KBI METAL,KQ,269047779920.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.03,0.10288,0.04369,,,False,
