symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error
093320.KQ,KINX,KQ,594872000000.0,True,True,True,5,4803.5,5337.0,0.0,0.0,0.0,5881.0,0.0,True,True,True,0,0,1,1,1,,,,,,False,
005420.KS,COSMOCHEM,KS,593407122600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.084,-0.041840002,0.03954,,,False,
271940.KS,ILJIN HYSOLUS,KS,592631260800.0,True,True,True,5,127.0,214.5,214.5,214.5,214.5,260.0,480.0,True,True,True,0,0,1,1,1,-0.125,-0.15115,0.09262,63.23077,,False,
019210.KQ,YG-1,KQ,594355773440.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.233,0.107080005,0.34276,,,False,
016610.KS,DB Sec,KS,589155879320.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.978,0.34394002,0.9498,,,False,
453340.KS,HYUNDAIGREENFOOD,KS,588284679600.0,True,True,True,5,3577.0,3312.0,3312.0,3312.0,3176.0,3689.0,3501.5,True,True,True,1,1,0,0,1,0.04,-0.00141,0.18011999,5.0121984,,False,
122640.KQ,YEST,KQ,589255059600.0,True,True,True,5,1051.0,989.9,989.9,989.9,0.0,2576.0,0.0,True,True,True,1,1,0,0,1,-0.246,-0.10777,0.22268999,,,False,
031430.KS,SHINSEGAE INTERNATIONAL,KS,582516900000.0,True,True,True,5,1022.8,1088.5,1106.7142,1106.7142,1059.875,1300.1666,1298.75,True,True,True,2,2,1,1,7,,-0.01036,0.60191,12.867581,,False,
119850.KQ,GNCENERGY,KQ,583936269500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.121,0.14255999,0.24959,,,False,
168360.KQ,PEMTRON,KQ,580677417250.0,True,True,True,5,1695.0,0.0,0.0,0.0,0.0,3620.0,0.0,True,True,True,0,0,0,0,,0.701,0.20121,0.53292,6.9889503,,False,
003000.KS,BukwangPharm,KS,577188325350.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.354,0.1305,0.45601,,,False,
037460.KQ,SAMJI ELECT,KQ,579307531000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.301,0.05422,0.05554,,,False,
356680.KQ,AXGATE,KQ,573724189200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.041,0.32432,0.59167,,,False,
001200.KS,EUGENEIS,KS,573449194560.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.161,0.42452,0.96498,,,False,
020000.KS,Handsome,KS,569918773800.0,True,True,True,5,3589.1667,3323.0,3050.6667,2910.5,2830.0,4113.7144,2798.0,True,True,True,4,5,0,0,7,0.064,0.05863,0.55976003,6.648493,,False,
008730.KS,YoulchonChem,KS,562960000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.003,-0.0043599997,0.103549995,,,False,
045100.KQ,HANYANG ENG,KQ,565250000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
403550.KS,SOCAR,KS,562910200280.0,True,True,True,5,425.0,76.0,76.0,76.0,76.0,804.0,423.0,True,True,True,1,1,0,0,1,0.051,0.10086001,0.74388003,23.631842,,False,
003300.KS,HANILHOLDINGS,KS,550675308240.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.25,0.028570002,0.17794001,,,False,
393890.KQ,WCP,KQ,553335404400.0,True,True,True,5,-2305.0,-1727.6089,-1438.8119,-1350.2178,-692.8701,348.33334,682.0,True,True,True,0,0,1,1,,0.548,-1.47875,-1.02117,44.4689,,False,
018290.KQ,VT,KQ,549635111740.0,True,True,True,5,1449.0,1706.0,1706.0,1706.0,1706.0,1805.0,0.0,True,True,True,0,0,0,0,1,0.023,0.109230004,0.60566,8.526316,,False,
268280.KS,MIWON SC,KS,546500000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.002,0.08006,0.21205,,,False,
010690.KS,Hwashin,KS,543012375500.0,True,False,True,0,,,,,,2542.0,0.0,True,True,False,,,,,1,0.141,0.06621,0.10953,5.790716,,False,
254490.KQ,MIRAI,KQ,545756400000.0,True,True,True,5,1262.0,0.0,0.0,0.0,0.0,1349.0,0.0,True,True,True,0,0,1,1,,0.361,0.02236,0.03795,28.317272,,False,
039440.KQ,STI,KQ,542746645000.0,True,True,True,5,5395.0,4407.0,4407.0,4409.0,4123.6665,5978.0,4471.0,True,True,True,0,0,1,1,1,-0.343,0.07869,0.17448,5.570425,,False,
493280.KQ,IMBiologics,KQ,541828156800.0,True,False,False,0,,,,,,,,True,True,False,,,,,,,0.0,0.0,,,False,
069540.KQ,LIGHTRON,KQ,539437479890.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.295,-1.07709,-0.22047001,,,False,
014830.KS,UNID,KS,538024200000.0,True,True,True,5,12071.0,13149.333,13149.333,14069.0,13351.667,13895.6,14328.0,True,True,True,0,0,0,0,5,0.257,0.0219,0.17837,5.764415,,False,
009410.KS,TAEYOUNG E&C,KS,536554910634.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.32,0.028169999,0.08693,,,False,
035890.KQ,SEOHEE CONSTRUCTION,KQ,535453704810.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.24,0.07898,0.20947,,,False,
354320.KQ,ALMAC,KQ,534958589700.0,True,True,True,5,1564.0,924.0,924.0,0.0,0.0,2457.0,0.0,True,True,True,0,0,0,0,,,,,,,False,
317330.KQ,Duksan Techopia,KQ,534438842400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.422,-0.55611,0.37955,,,False,
080580.KQ,OKins,KQ,533601161500.0,True,True,True,5,347.0,0.0,0.0,0.0,0.0,989.0,0.0,True,True,True,0,0,0,0,1,0.402,0.10167,0.25285998,24.671385,,False,
064260.KQ,DANAL,KQ,530274653570.0,True,True,True,5,21.0,0.0,0.0,0.0,0.0,21.0,0.0,True,True,True,0,0,0,0,,-0.011,-0.3156,0.97858,341.42856,,False,
099190.KQ,i-SENS,KQ,530687203410.0,True,True,True,5,104.0,30.0,30.0,30.0,391.0,324.0,1019.0,True,True,True,0,0,0,0,2,,,,,,False,
284740.KS,CUCKOO HOMESYS,KS,521667922500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.11,0.16722,0.64014,,,False,
234340.KQ,Hecto Financial,KQ,530186395200.0,True,True,True,5,1556.0,1084.0,1084.0,1333.5555,1333.5555,1588.5,1542.6666,True,True,True,0,0,1,1,2,0.144,0.069699995,1.0,22.56846,,False,
107640.KQ,HanJungNCS,KQ,528486351800.0,True,True,True,5,135.0,877.0,877.0,877.0,877.0,3093.0,1168.0,True,True,True,0,0,0,0,1,0.081,0.04553,0.17611,19.107662,,False,
377740.KS,BioNote,KS,513505681920.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.131,0.03372,0.55505,,,False,
041190.KQ,WTIC,KQ,513240000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.309,-7.72331,0.73968005,,,False,
025900.KQ,DONGWHA ENTERPRISE,KQ,511134151350.0,True,True,True,5,-525.0,-296.0,-296.0,-296.0,-296.0,-10.0,-39.0,True,True,True,0,0,1,1,1,-0.003,-0.01844,0.15591,,,False,
094800.KS,MAPSREALTY,?,512445507120.0,False,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
101160.KQ,Worldex,KQ,511015233350.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
047920.KQ,HLBPHARMA,KQ,510029985800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.917,0.01316,0.07797,,,False,
488900.KQ,Vitzro Nextech,KQ,506218459210.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,
036620.KQ,GAMSUNG Corp.,KQ,509536230730.0,True,True,True,5,512.0,585.0,586.0,617.0,578.3,655.5,666.0,True,True,True,0,0,2,1,2,,,,,,False,
425040.KQ,TEMC,KQ,505499243400.0,True,True,True,5,965.0,0.0,0.0,1183.0,1183.0,1319.0,0.0,True,True,True,0,0,0,0,,-0.039,0.075289994,0.20944999,17.399546,,False,
004690.KS,Samchully,KS,495417738200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.021,0.0074299998,0.107489996,,,False,
394280.KQ,Openedges Technology,KQ,500584070000.0,True,True,True,5,-34.5,-80.0,0.0,0.0,0.0,273.0,0.0,True,True,True,0,0,1,1,1,,,,,,False,
230360.KQ,ECHO,KQ,496290115580.0,True,True,True,5,1382.0,1361.25,1502.875,1502.875,1502.875,1500.0,1622.25,True,True,True,0,0,1,1,1,0.325,0.06358,0.66819,10.67,,False,
448730.KS,SamsungFN REIT,KS,488938500000.0,True,True,True,5,148.0,0.0,79.0,79.0,79.0,133.0,207.0,True,True,True,0,0,0,0,1,,0.0,0.0,41.57895,,False,
376270.KQ,HEM Pharma,KQ,492253809500.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.419,-1.84094,0.04808,,,False,
078130.KQ,KUK-IL PAPER,KQ,491548959756.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
092790.KS,NEXTEEL,KS,488057540000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.253,-0.03226,0.28773,,,False,
034310.KS,NICE,KS,485194472400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.049,0.042290002,0.79832,,,False,
144960.KQ,NPP,KQ,487172757600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.071,0.04496,0.24664,,,False,
036170.KQ,HMNEX,KQ,484788445400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
030520.KQ,HANCOM,KQ,478275336320.0,True,True,True,5,1929.0,1920.0,1920.0,1920.0,1920.0,2155.6667,2190.0,True,True,True,1,1,0,0,3,,,,,,False,
034950.KQ,KR,KQ,478116124200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.056,0.18309,0.99047995,,,False,
251970.KQ,PUM-TECH KOREA,KQ,478020000000.0,True,True,True,5,3502.7842,3502.7842,3499.0,3988.1667,4168.5,4347.571,4896.0,True,True,True,0,0,1,0,5,-0.142,0.10799,0.22494,9.074033,,False,
000070.KS,SAMYANGHOLDINGS,KS,472778331900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,0.032479998,0.17251,,,False,
025320.KQ,Synopex,KQ,476438780510.0,True,True,True,5,234.0,277.14285,277.14285,277.14285,277.14285,367.0,0.0,True,True,True,0,0,1,1,,0.079,-0.12158,0.18417,,,False,
110990.KQ,DIT,KQ,476280000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.456,0.026619999,0.3428,,,False,
016590.KS,ShindaeyangPapr,KS,471081515800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.074,0.00542,0.15507,,,False,
105840.KS,WOOJIN,KS,468585944000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.001,0.027679998,0.31052,,,False,
002710.KS,TCC STEEL,KS,466341669630.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.112,-0.03778,0.032360002,,,False,
079370.KQ,ZEUS,KQ,466805699500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
004710.KS,HansolTechnics,KS,465607601940.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.108,-0.109189995,0.14603,,,False,
013030.KQ,HY-LOKCO,KQ,464841688000.0,True,True,True,5,4843.0,4720.0,4720.0,4720.0,4720.0,5305.0,5325.0,True,True,True,0,0,0,0,,0.162,0.27166998,0.39804,7.445806,,False,
170920.KQ,LTC,KQ,464821544000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.137,0.067150004,0.23298,,,False,
114810.KQ,Hansol IONES,KQ,464639077500.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.183,0.05691,0.25663,,,False,
950210.KS,PRESTIGE BIOPHARMA,KS,463942316600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.473,-2.42377,-0.25701,,,False,
012030.KS,DB,KS,462700045900.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.086,0.0123000005,0.15118,,,False,
145720.KS,DENTIUM,KS,458791001200.0,True,True,True,5,8726.0,6789.6665,6789.6665,6789.6665,5754.6,8116.0,6966.6,True,True,True,2,2,1,0,5,-0.081,0.22528,0.62734,6.6042385,,False,
215200.KQ,megastudyEdu,KQ,459179068800.0,True,True,True,5,8994.0,8717.0,8717.0,8993.5,8993.5,9563.0,9459.0,True,True,True,1,1,0,0,2,-0.116,0.04567,0.56516,4.6847224,,False,
145990.KS,SYC,KS,458432808050.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.064,0.01773,0.18952999,,,False,
025860.KS,NamhaeChem,KS,454561413450.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.013,-0.01951,0.08976,,,False,
067630.KQ,HLBLS,KQ,457188967500.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
117730.KQ,T-ROBOTICS,KQ,457928272900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.278,-1.56504,0.27174,,,False,
027410.KS,BGF,KS,454176173295.0,True,True,True,5,680.0,639.0,639.0,639.0,639.0,727.0,684.0,True,True,True,1,1,0,0,1,-0.006,0.10396,0.31124002,6.8707013,,False,
015360.KS,INVENI,KS,453985000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.049,0.05357,0.1917,,,False,
306200.KS,SSC,KS,452673480000.0,True,True,True,5,17249.0,18550.0,18550.0,18550.0,19462.0,18080.0,18819.334,True,True,True,0,0,1,1,3,-0.343,0.023039998,0.09653,8.960177,,False,
482630.KQ,SAMYANG NC Chem,KQ,453087396000.0,True,True,True,5,1008.0,957.0,957.0,957.0,957.0,1343.25,1209.5,True,True,True,0,0,0,0,1,0.212,0.13498001,0.25162,15.596501,,False,
079940.KQ,GABIA,KQ,452277050800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
484590.KQ,SAMYANG COMTECH,KQ,451254427500.0,True,True,True,5,790.0,624.0,624.0,624.0,624.0,958.0,804.0,True,True,True,1,1,0,0,,,0.0,0.0,11.544886,,False,
230240.KQ,HFR,KQ,451840550000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.176,0.01018,0.19731002,,,False,
002030.KS,ASIA HOLDINGS,KS,446770884000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.052,0.015800001,0.17576,,,False,
452280.KQ,HANSUN ENGINEERING,KQ,448441586000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.492,0.15331,0.23452,,,False,
215600.KQ,SillaJen,KQ,450991850820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.907,-2.79834,0.57324004,,,False,
029530.KS,SINDOH,KS,444980388200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.144,0.03642,0.23881,,,False,
455900.KQ,ANGEL,KQ,442166799000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.501,-2.1755,0.53964,,,False,
441270.KQ,Fine M-Tec,KQ,444037606800.0,True,True,True,5,-246.0,0.0,0.0,0.0,0.0,651.0,0.0,True,True,True,0,0,1,1,1,,,,,,False,
006220.KS,Jeju BK,KS,439219232340.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.101,0.22574,0.0,,,False,
003720.KS,SAMYOUNG,KS,436560000000.0,True,True,False,5,591.0,0.0,0.0,0.0,0.0,,,True,True,True,0,0,0,0,,0.33,0.11179,0.19221,,,False,
092870.KQ,EXICON,KQ,439159319050.0,True,True,False,5,1234.0,1126.0,1126.0,1126.0,1126.0,,,True,True,True,0,0,0,0,,,,,,,False,
095660.KQ,NEOWIZ,KQ,438138294750.0,True,True,True,5,1842.0,1899.6666,2067.5715,2067.5715,2162.375,2194.5,2683.1428,True,True,True,0,0,2,1,8,,,,,,False,
058430.KS,POSCO STEELEON,KS,435600000000.0,True,True,True,5,577.4,0.0,0.0,0.0,0.0,641.7,0.0,True,True,True,0,0,0,0,1,-0.015,0.0075199995,0.060749996,11.469534,,False,
192650.KS,DREAMTECH,KS,434537453700.0,True,True,True,5,536.0,685.0,0.0,0.0,0.0,755.5,0.0,True,True,True,0,0,0,0,2,-0.058,0.0072399997,0.10589,8.4844475,,False,
355150.KQ,KOSTECSYS,KQ,433532660000.0,True,True,True,5,837.4,0.0,0.0,0.0,0.0,1211.0,0.0,True,True,True,0,0,0,0,,,,,,,False,
085910.KQ,NEOTIS,KQ,433372839800.0,True,True,True,5,914.0,883.0,883.0,634.0,0.0,1747.0,0.0,True,True,True,0,0,0,0,1,,,,,,False,
078350.KQ,HANYANG DIGI,KQ,432940448800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
243070.KQ,Huons,KQ,431866923250.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.127,0.059439998,0.45429,,,False,
206650.KQ,EuBio,KQ,431866090320.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.544,0.35193002,1.0,,,False,
265520.KQ,AP Systems,KQ,428195857450.0,True,True,True,5,3679.8,3679.8,3679.8,3889.7576,3889.7576,4570.0,6785.4126,True,True,True,0,0,1,1,1,-0.196,0.07303,0.19356,6.083151,,False,
298830.KQ,Suresoft,KQ,427667992000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.097,0.34125,0.99847,,,False,
072710.KS,NongshimHoldings,KS,427604238000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.326,0.06414,0.18386999,,,False,
126720.KS,Soosan Industries,KS,427151400000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.166,0.12329,0.20965,,,False,
097520.KS,MCNEX,KS,424596600000.0,True,True,True,5,2761.5,2802.0,2802.0,3283.6667,3365.5,3327.0,3717.0,True,True,True,0,0,0,0,3,0.01,0.02727,0.088970006,7.0934777,,False,
357120.KS,KLI REIT,KS,424382143440.0,True,False,True,0,,,,,,204.0,241.0,True,True,False,,,,,1,,0.0,0.0,21.495098,,False,
340570.KQ,T&L,KQ,426720000000.0,True,True,True,5,7053.0,5898.0,5898.0,6793.0,6793.0,7720.0,7657.0,True,True,True,1,1,0,0,2,-0.282,0.120349996,0.43925998,7.0336785,,False,
029460.KS,KC,KS,422637517250.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.192,0.0186,0.17061001,,,False,
0001A0.KQ,dyenergen,KQ,421698226950.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.048,0.06381,0.08946,,,False,
009160.KS,SIMPAC,KS,420989033920.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.245,0.06786,0.10528,,,False,
064820.KQ,CAPEind,KQ,421241934750.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
098070.KQ,HANTECH,KQ,419823072750.0,True,True,True,5,2786.0,2707.0,2707.0,2707.0,2627.0,3951.0,3728.0,True,True,True,1,1,0,0,1,0.174,0.18933001,0.30353,9.2255125,,False,
344820.KS,KCC GLASS,KS,418427414400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.106,-0.0435,0.07265,,,False,
012860.KQ,MOBASE ELECTRONICS,KQ,419627708610.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.007,0.03429,0.10656,,,False,
060980.KS,HL Holdings,KS,418080904350.0,True,True,True,5,5242.0,5981.3335,5981.3335,5981.3335,4855.0,6648.5,6479.5,True,True,True,0,0,1,1,2,-0.061,0.103590004,0.17864999,6.9790177,,False,
017810.KS,Pulmuone Corporate,KS,416657524060.0,True,True,True,5,1230.0,1230.0,1430.0,1430.0,1430.0,1454.0,1577.0,True,True,True,0,0,0,0,1,0.051,0.02823,0.24603,7.6547456,,False,
042370.KQ,Vitzro Tech,KQ,416580397500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.065,0.13427,0.24014999,,,False,
065680.KQ,UJU,KQ,415821195000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.033,0.08293,0.30581,,,False,
241770.KQ,MECARO,KQ,413821184000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.161,0.16141,0.53906,,,False,
105630.KS,Hansae,KS,411200000000.0,True,True,True,5,1582.0,1667.25,1667.25,1667.25,1637.7778,1870.8889,1917.4445,True,True,True,0,0,1,1,9,0.129,0.03031,0.13465,5.5535097,,False,
0008Z0.KQ,S&SYS,KQ,412849675000.0,True,True,True,5,2397.0,2518.0,0.0,0.0,0.0,2960.0,0.0,True,True,True,0,0,0,0,,0.099,0.15982,0.26617,14.442568,,False,
417310.KS,KORAMCO THE ONE REIT,KS,406424000000.0,True,True,True,5,244.0,244.5,244.5,244.5,244.5,283.0,277.0,True,True,True,1,1,0,0,,,0.0,0.0,35.936398,,False,
004700.KS,ChokwangLeat,KS,408257073200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.233,0.09146,0.19655001,,,False,
078020.KQ,LS SECURITIES,KQ,408896370300.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
089590.KS,JEJUAIR,KS,404817744700.0,True,True,True,5,-649.0,-325.0,-325.0,-325.0,-325.0,818.0,231.0,True,True,True,0,0,0,0,6,0.054,0.03751,0.04494,6.173594,,False,
170900.KS,Donga ST,KS,404677270400.0,True,True,True,5,3948.5715,2228.5715,2228.5715,2228.5715,2228.5715,3350.5,3405.7144,True,True,True,1,1,1,1,5,0.214,-0.01265,0.44165,12.520519,,False,
204620.KQ,Global Tax Free,KQ,404831980800.0,True,True,True,5,491.0,459.0,459.0,459.0,459.0,637.0,592.0,True,True,True,1,1,0,0,1,,0.18821,0.99584997,9.607535,,False,
002810.KS,SamyungTrdg,KS,402579466400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.167,-0.010299999,0.104779996,,,False,
101730.KQ,Wemade Max,KQ,403512822090.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
160980.KQ,CYMECHS,KQ,400919718100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.353,0.08063,0.25144,,,False,
078150.KQ,HB Technology,KQ,400532757120.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.786,0.14621,0.219,,,False,
179900.KQ,UTI,KQ,398776801800.0,True,True,True,5,2361.0,0.0,0.0,0.0,0.0,5803.0,0.0,True,True,True,0,0,0,0,1,0.159,-3.06854,-0.8105,3.4637256,,False,
183190.KS,ASIACEMENT,KS,396094743800.0,True,True,True,5,2499.5,2515.5,2515.5,1694.0,1694.0,2676.5,1898.0,True,True,True,0,0,1,1,2,-0.071,0.027579999,0.18585,4.0724826,,False,
005610.KS,SAMLIP,KS,390894107700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.037,0.00546,0.1452,,,False,
241520.KQ,DSC Investment,KQ,393680000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.932,0.71115994,0.89268994,,,False,
450950.KQ,ASTERASYS,KQ,389445577200.0,True,True,True,5,527.0,529.0,529.0,529.0,529.0,826.0,730.5,True,True,True,0,0,0,0,,0.138,0.30091998,0.79045,12.021791,,False,
220100.KQ,Futurechem,KQ,388218640200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.012,-0.22886999,0.23056,,,False,
025770.KQ,KICC,KQ,387548204850.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.136,0.025179999,0.07572,,,False,
304360.KQ,S.Biomedics,KQ,387654506400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.094,-0.66407996,0.45608002,,,False,
194370.KS,JS CORP,KS,385632713820.0,True,True,True,5,3537.0,2669.0,2669.0,2669.0,2669.0,3989.0,2921.0,True,True,True,0,0,0,0,1,0.002,0.1331,0.18749,3.426924,,False,
417840.KQ,Justem,KQ,385966744930.0,True,True,True,5,2174.0,2174.0,2174.0,2174.0,0.0,1489.0,0.0,True,True,True,0,0,0,0,1,0.281,0.01952,0.45598,11.605104,,False,
073490.KQ,LIG Accuver,KQ,385514992200.0,True,True,True,5,2313.0,2313.0,2313.0,0.0,0.0,3362.0,0.0,True,True,True,0,0,0,0,,,,,,,False,
084010.KS,Daehan Steel,KS,384961875200.0,True,True,True,5,711.0,1106.7277,1106.7277,1106.7277,1106.7277,755.0,1145.2435,True,True,True,0,0,1,1,1,-0.067,-0.0716,0.05579,14.874172,,False,
086390.KQ,UniTest,KQ,385063775720.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
036890.KQ,JINSUNG,KQ,384248945120.0,True,True,True,5,1728.0,0.0,0.0,0.0,0.0,2102.0,0.0,True,True,True,0,0,0,0,,0.365,0.09503,0.21273,8.201713,,False,
419530.KQ,SAMG ENTERTAINMENT,KQ,384129352100.0,True,True,True,5,2749.0,2978.0,2978.0,2978.0,2754.6667,3298.0,3273.0,True,True,True,0,0,0,0,1,0.156,0.24211,0.42481998,12.128563,,False,
094360.KQ,C&M,KQ,383801790260.0,True,True,True,5,484.0,484.0,484.0,484.0,443.5,531.5,497.0,True,True,True,1,1,0,0,2,,,,,,False,
046970.KQ,WOORIRO,KQ,383468741250.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.064,0.00471,0.18613,,,False,
475400.KQ,CMES Robotics,KQ,383247621200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.339,-1.15934,0.13247,,,False,
378340.KQ,Philenergy,KQ,382985515220.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
009290.KS,KwangdongPharm,KS,378976538880.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.054,0.02991,0.18014999,,,False,
200880.KS,SEOYONEHWA,KS,378668402370.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.07,0.01854,0.14185001,,,False,
064290.KQ,INTEKPLUS,KQ,380773275200.0,True,True,True,5,283.0,513.0,513.0,513.0,513.0,1452.0,0.0,True,True,True,0,0,1,1,,0.644,0.10135,0.33099997,20.110193,,False,
078520.KS,ABLE C&C,KS,378245900940.0,True,True,True,5,1000.0,0.0,0.0,0.0,0.0,1189.0,0.0,True,True,True,0,0,0,0,,,0.07418,0.55775,13.456686,,False,
200670.KQ,Humedix,KQ,377887144500.0,True,True,True,5,3889.0,4099.0,4099.0,4099.0,4487.3335,4075.0,5212.0,True,True,True,0,0,1,1,1,-0.131,0.15379,0.39703998,8.13497,,False,
089980.KQ,SFTC,KQ,377341273200.0,True,True,True,5,425.0,463.5,463.5,517.0,517.0,738.0,775.0,True,True,True,1,1,0,0,1,0.494,0.03187,0.17571,32.181572,,False,
084850.KQ,ITM Semiconductor,KQ,376536704400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.066,-0.06908,0.103879996,,,False,
494120.KQ,Curiosis,KQ,376254210800.0,True,True,True,5,-331.0,0.0,0.0,0.0,0.0,430.0,0.0,True,True,True,0,0,0,0,,0.668,-0.85394996,0.47055998,116.51163,,False,
003800.KQ,AceBed,KQ,375951000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.081,0.16086,0.62141997,,,False,
036200.KQ,UNISEM,KQ,375636731750.0,True,True,True,5,795.5,735.0,735.0,735.0,1053.0,1382.5,1201.0,True,True,True,0,0,1,1,2,,,,,,False,
069080.KQ,Webzen,KQ,374035556040.0,True,True,True,5,999.5,1057.0,1057.0,1449.0,1449.0,1410.0,1786.5,True,True,True,0,0,0,0,2,,,,,,False,
219130.KQ,TigerElec,KQ,373174539000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
180400.KQ,DXVX,KQ,369110370000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.015,-0.38954,0.08896,,,False,
