symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error,ticker,source
236200.KQ,Suprema,KQ,333720781350.0,True,True,True,5,4870.6665,4674.5,4781.3335,4781.3335,4661.5,5618.3335,5011.6665,True,True,True,0.0,0.0,0.0,0.0,2.0,0.322,0.28412,0.66089,8.36547,,False,,236200,Ext (1천억~5천억)
064850.KQ,FnGuide,KQ,332040661200.0,True,True,True,5,1704.0,0.0,0.0,0.0,0.0,2240.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,0.199,0.40232,0.99844,12.991072,,False,,064850,Ext (1천억~5천억)
058970.KQ,EMRO,KQ,331941018900.0,True,True,True,5,542.0,1341.0,1341.0,1552.5,1552.5,882.0,2012.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.108,-0.025999999,0.37574002,29.251701,,False,,058970,Ext (1천억~5천억)
011500.KS,HANNONG,KS,331505290400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.17,0.02525,0.07855,,,False,,011500,Ext (1천억~5천억)
900140.KS,LVMC Holdings,KS,331214100448.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,0.085080005,0.2195,,,False,,900140,Ext (1천억~5천억)
001250.KS,GS Global,KS,330135056000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.022,0.009430001,0.04378,,,False,,001250,Ext (1천억~5천억)
445090.KQ,ASICLAND,KQ,330501154500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.432,-0.37902,-0.01229,,,False,,445090,Ext (1천억~5천억)
014940.KQ,OPCO,KQ,330409042250.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.087,0.06625,0.17331,,,False,,014940,Ext (1천억~5천억)
462350.KQ,INNOSPACE,KQ,329933546220.0,True,False,False,0,,,,,,,,True,False,False,,,,,,64.267,-24.48255,0.0,,,False,,462350,Ext (1천억~5천억)
098120.KQ,MCS,KQ,329601171900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,098120,Ext (1천억~5천억)
448280.KQ,ECOEYE,KQ,328905531900.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.294,0.10637,0.17501,,,False,,448280,Ext (1천억~5천억)
217730.KQ,KANGSTEM BIOTECH,KQ,328719250755.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.011,-0.74231005,0.63206,,,False,,217730,Ext (1천억~5천억)
043150.KQ,VATECH,KQ,328279057600.0,True,True,True,5,3583.0,3819.4,3901.6,3901.6,3901.6,3775.4,3461.8,True,True,True,0.0,0.0,3.0,0.0,5.0,,,,,,False,,043150,Ext (1천억~5천억)
474650.KQ,LINCSOLUTION,KQ,328159809700.0,True,True,False,5,241.0,0.0,0.0,0.0,0.0,,,True,True,True,0.0,0.0,0.0,0.0,,0.363,0.0299,0.23854999,,,False,,474650,Ext (1천억~5천억)
005010.KS,HUSTEEL,KS,326452715750.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.071,-0.033940002,0.07569,,,False,,005010,Ext (1천억~5천억)
352480.KQ,C&C INTERNATIONAL,KQ,327799119050.0,True,True,True,5,1345.0,1345.0,1345.0,2553.6667,2553.6667,2961.5,3232.5,True,True,True,0.0,0.0,0.0,0.0,3.0,0.302,-0.057010002,0.14512,8.019585,,False,,352480,Ext (1천억~5천억)
402490.KQ,Green Resource,KQ,327017123760.0,True,False,False,0,,,,,,,,True,False,False,,,,,,3.956,0.08497,0.12245,,,False,,402490,Ext (1천억~5천억)
000650.KS,ChunilExp,KS,324432940000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.05,-0.06626,0.03907,,,False,,000650,Ext (1천억~5천억)
035810.KQ,EasyHoldings,KQ,325806734250.0,True,True,True,5,1289.0,1289.0,1289.0,0.0,0.0,1291.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.004,0.0174,0.16544001,4.066615,,False,,035810,Ext (1천억~5천억)
314930.KQ,BIODYNE,KQ,324428722700.0,True,True,True,5,120.0,0.0,0.0,0.0,0.0,233.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,-0.434,-0.44554,0.60578996,46.008583,,False,,314930,Ext (1천억~5천억)
338840.KQ,Y-Biologics,KQ,324236969100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.609,-6.6545,0.78751,,,False,,338840,Ext (1천억~5천억)
053030.KQ,Binex,KQ,323900303080.0,True,True,True,5,-37.5,182.81,182.81,182.81,429.98,79.11,725.31,True,True,True,0.0,0.0,1.0,1.0,1.0,,,,,,False,,053030,Ext (1천억~5천억)
091580.KQ,SANGSIN EDP,KQ,323875721700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.462,0.08162,0.14696999,,,False,,091580,Ext (1천억~5천억)
272450.KS,JIN AIR,KS,321030000000.0,True,True,True,5,886.2,841.3333,841.3333,911.7143,911.7143,1007.6667,1198.375,True,True,True,0.0,0.0,1.0,1.0,7.0,0.185,0.093100004,0.14463,6.2222958,,False,,272450,Ext (1천억~5천억)
002310.KS,AsiaPaprMfg,KS,321513506500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.028,-0.0038,0.16127001,,,False,,002310,Ext (1천억~5천억)
136480.KQ,HARIM,KQ,321815397060.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.159,0.00717,0.15166001,,,False,,136480,Ext (1천억~5천억)
488280.KQ,S2W,KQ,320389233500.0,True,True,True,5,137.0,375.0,375.0,375.0,375.0,701.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,-0.051,-0.1301,1.0,40.584877,,False,,488280,Ext (1천억~5천억)
088800.KQ,Ace Technologies,KQ,319392215820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,088800,Ext (1천억~5천억)
065660.KQ,ANTEROGEN,KQ,318694285000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,065660,Ext (1천억~5천억)
060720.KQ,KH VATEC,KQ,318224820480.0,True,True,True,5,1046.0,1084.0,1084.0,1084.0,1120.0,1195.5,1254.0,True,True,True,0.0,0.0,1.0,1.0,2.0,,,,,,False,,060720,Ext (1천억~5천억)
432720.KQ,QUALITAS,KQ,316400278200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.539,-3.78657,0.99711,,,False,,432720,Ext (1천억~5천억)
108860.KQ,SELVAS AI,KQ,313557303500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.15,0.02271,0.50429,,,False,,108860,Ext (1천억~5천억)
286940.KS,LOTTE INNOVATE,KS,309395555150.0,True,True,True,5,1739.3334,1739.3334,1739.3334,2116.8,2251.6,2220.5,2275.25,True,True,True,0.0,0.0,1.0,1.0,4.0,0.148,0.03168,0.09071,9.479847,,False,,286940,Ext (1천억~5천억)
061970.KQ,LB SEMICON,KQ,313067402340.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.154,-0.21527,-0.008,,,False,,061970,Ext (1천억~5천억)
394420.KQ,RecensMedical,KQ,310861037700.0,True,False,True,0,,,,,,768.0,0.0,True,True,False,,,,,,-0.429,-2.9576402,0.48811,37.04427,,False,,394420,Ext (1천억~5천억)
033270.KS,KUP,KS,306918849750.0,True,True,True,5,2878.0,3293.0,3293.0,3293.0,3293.0,3070.0,3458.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.061,0.09923001,0.52529,6.4299674,,False,,033270,Ext (1천억~5천억)
318060.KQ,Graphy,KQ,305586390950.0,True,True,True,5,-37.0,0.0,0.0,0.0,0.0,1290.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,0.542,-0.11249,0.59663,22.364342,,False,,318060,Ext (1천억~5천억)
092730.KQ,Neopharm,KQ,307577108910.0,True,True,True,5,2047.0,1745.0,1745.0,1745.0,1687.0,2146.5,1967.0,True,True,True,0.0,0.0,0.0,0.0,1.0,,,,,,False,,092730,Ext (1천억~5천억)
003920.KS,NamyangDairy,KS,304200000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.011,0.0107700005,0.21077,,,False,,003920,Ext (1천억~5천억)
051500.KQ,CJ FW,KQ,305099760200.0,True,True,True,5,5037.5,5375.0,5375.0,5198.0,5332.6665,5895.3335,6132.0,True,True,True,0.0,0.0,1.0,1.0,3.0,0.056,0.03336,0.18195999,4.562931,,False,,051500,Ext (1천억~5천억)
456010.KQ,ICTK,KQ,303755509900.0,True,True,False,5,167.0,181.0,181.0,181.0,181.0,,,True,True,True,0.0,0.0,0.0,0.0,,-0.007,-0.32202,0.50404,,,False,,456010,Ext (1천억~5천억)
017390.KS,SeoulCtyGas,KS,301950000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.016,0.00644,0.122889996,,,False,,017390,Ext (1천억~5천억)
321550.KQ,TiumBio,KQ,302376160800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,2.001,-0.62477,0.41048,,,False,,321550,Ext (1천억~5천억)
052710.KQ,Amotech,KQ,302532756300.0,True,True,True,5,1183.0,1183.0,950.0,950.0,950.0,1604.0,1382.0,True,True,True,0.0,0.0,0.0,0.0,1.0,,,,,,False,,052710,Ext (1천억~5천억)
464080.KQ,SOSLAB,KQ,300792474200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.964,-1.3963001,0.27528998,,,False,,464080,Ext (1천억~5천억)
215000.KQ,GOLFZON,KQ,300278607750.0,True,True,True,5,7269.0,9407.333,9407.333,9407.333,9539.333,10805.667,11833.333,True,True,True,0.0,0.0,1.0,1.0,3.0,-0.149,0.0542,0.5962,4.432859,,False,,215000,Ext (1천억~5천억)
095500.KQ,MNtech,KQ,300486890310.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,095500,Ext (1천억~5천억)
357550.KQ,Sukgyung,KQ,300025000000.0,True,True,False,5,1713.0,0.0,0.0,1159.0,1159.0,,,True,True,True,0.0,0.0,0.0,0.0,,0.029,0.01669,0.56095004,,,False,,357550,Ext (1천억~5천억)
416180.KQ,Shinsung ST,KQ,299668640700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.215,-0.06617,0.17834999,,,False,,416180,Ext (1천억~5천억)
251370.KQ,YMT,KQ,299879854800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.051,0.10821,0.26803,,,False,,251370,Ext (1천억~5천억)
000490.KS,DAEDONG CORP.,KS,298069784100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.054,-0.048,0.2229,,,False,,000490,Ext (1천억~5천억)
112290.KQ,YCCHEM,KQ,299474342900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.325,0.04788,0.22198,,,False,,112290,Ext (1천억~5천억)
151860.KQ,KG Eco Solution,KQ,297518762500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.06,0.00232,0.097270004,,,False,,151860,Ext (1천억~5천억)
272110.KQ,KnJ,KQ,296939615000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.309,0.2554,0.40324003,,,False,,272110,Ext (1천억~5천억)
049630.KQ,JAEYOUNG,KQ,295283236560.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.855,0.13668,0.14883,,,False,,049630,Ext (1천억~5천억)
100120.KQ,Vieworks,KQ,295607992450.0,True,True,True,5,3487.6667,2952.5,2952.5,2952.5,2312.0,3810.6667,2685.6667,True,True,True,2.0,2.0,0.0,0.0,3.0,0.148,0.123009995,0.42034,8.594296,,False,,100120,Ext (1천억~5천억)
011690.KS,Y2 Solution,KS,294736283820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.365,-0.0239,0.10283,,,False,,011690,Ext (1천억~5천억)
012210.KQ,SMP,KQ,294709919360.0,True,True,False,5,281.4,0.0,0.0,0.0,0.0,,,True,True,True,0.0,0.0,0.0,0.0,,,0.05322,0.09388,,,False,,012210,Ext (1천억~5천억)
274090.KQ,Kencoa Aerospace,KQ,294499448100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.051,-0.16016,0.0546,,,False,,274090,Ext (1천억~5천억)
307180.KQ,IL,KQ,294023116310.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.09,-0.48187,0.17563,,,False,,307180,Ext (1천억~5천억)
004430.KS,SongwonInd,KS,293280000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.062,-0.01285,0.13712,,,False,,004430,Ext (1천억~5천억)
472850.KQ,POND GROUP,KQ,293615425200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.28,0.11432,0.5286,,,False,,472850,Ext (1천억~5천억)
439090.KQ,Manyo,KQ,291636095400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.181,0.07893,0.5999,,,False,,439090,Ext (1천억~5천억)
123890.KS,KAIT,KS,290638074250.0,True,True,True,5,414.0,531.0,531.0,531.0,631.5,556.5,1076.0,True,True,True,0.0,0.0,1.0,1.0,2.0,-0.148,0.88035005,0.94276,4.330638,,False,,123890,Ext (1천억~5천억)
0088M0.KQ,MEZOO,KQ,291511625000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,,0088M0,Ext (1천억~5천억)
000680.KS,LSNetworks,KS,289207068720.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.958,0.02005,0.18266001,,,False,,000680,Ext (1천억~5천억)
096760.KS,JW HOLDINGS,KS,289416147930.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.152,0.13104999,0.5069,,,False,,096760,Ext (1천억~5천억)
054210.KQ,Elentec,KQ,290596002900.0,True,True,False,5,1492.0,1279.0,1279.0,1279.0,1268.0,,,True,True,True,1.0,1.0,0.0,0.0,1.0,1.181,0.08169,0.13374,,,False,,054210,Ext (1천억~5천억)
001460.KS,BYC,KS,287947515000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.043,0.23033,0.46173,,,False,,001460,Ext (1천억~5천억)
054950.KQ,JVM,KQ,288343924200.0,True,True,True,5,3019.5,2897.5,2897.5,2897.5,3033.6667,3237.0,3408.6667,True,True,True,0.0,0.0,1.0,1.0,3.0,-0.025,0.13727,0.4087,7.460612,,False,,054950,Ext (1천억~5천억)
005680.KS,SamyoungElec,KS,287600000000.0,True,True,True,5,814.0,740.0,740.0,740.0,740.0,844.0,773.0,True,True,True,1.0,1.0,0.0,0.0,1.0,-0.096,0.01891,0.18078,16.682465,,False,,005680,Ext (1천억~5천억)
019010.KQ,VenueG,KQ,287754000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,019010,Ext (1천억~5천억)
115450.KQ,HLB Therapeutics,KQ,287442453705.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.384,0.17972,0.14422,,,False,,115450,Ext (1천억~5천억)
101360.KQ,Eco&Dream,KQ,286890018820.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.02,-0.028010001,0.088599995,,,False,,101360,Ext (1천억~5천억)
094480.KQ,GalaxiaMoneytree,KQ,286770115780.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,094480,Ext (1천억~5천억)
475560.KS,The BORN Korea,KS,286179821000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.241,-0.03852,0.24792999,,,False,,475560,Ext (1천억~5천억)
035600.KQ,KGINICIS,KQ,286290569260.0,True,True,True,5,2605.0,2804.3333,2804.3333,2804.3333,2795.0,2982.5,3193.5,True,True,True,1.0,2.0,0.0,0.0,4.0,0.168,0.0594,0.22684999,3.5171835,,False,,035600,Ext (1천억~5천억)
023410.KQ,EUGENE,KQ,286050193100.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.093,0.04298,0.12586,,,False,,023410,Ext (1천억~5천억)
045390.KQ,DAEATI,KQ,285769543735.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,045390,Ext (1천억~5천억)
051370.KQ,INTERFLEX,KQ,285761532000.0,True,True,True,5,1347.0,1240.0,1240.0,1240.0,1240.0,1394.0,1294.0,True,True,True,1.0,1.0,0.0,0.0,1.0,0.432,0.08424,0.098529994,9.375896,,False,,051370,Ext (1천억~5천억)
382800.KQ,GnBS eco,KQ,285524437770.0,True,True,True,5,777.0,712.0,712.0,0.0,0.0,960.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,1.233,0.21638,0.30127,,,False,,382800,Ext (1천억~5천억)
037270.KS,YGP,KS,285210732800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.082,-0.00259,0.23883,,,False,,037270,Ext (1천억~5천억)
037710.KS,Gwangju Shinsegae,KS,284112157000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.006,0.33539,0.90449995,,,False,,037710,Ext (1천억~5천억)
023760.KQ,HKCapital,KQ,284364227976.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,023760,Ext (1천억~5천억)
004360.KS,SEBANG,KS,283293236460.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.193,-0.00843,0.10393,,,False,,004360,Ext (1천억~5천억)
094820.KQ,ILJIN POWER,KQ,283630516290.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,094820,Ext (1천억~5천억)
003520.KS,YUNGJIN PHARM,KS,283117947588.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.16,-0.06655,0.32169998,,,False,,003520,Ext (1천억~5천억)
322310.KQ,AUROSTECH,KQ,282869568400.0,True,True,True,5,1109.0,1467.0,1467.0,1467.0,1467.0,1231.0,1440.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.522,-0.11537,0.4857,23.517466,,False,,322310,Ext (1천억~5천억)
092070.KQ,DNF,KQ,282353335200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,092070,Ext (1천억~5천억)
138360.KQ,NRobotics,KQ,281404743910.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.95,-2.22173,0.24219999,,,False,,138360,Ext (1천억~5천억)
002320.KS,HJLC,KS,280731763440.0,True,True,True,5,1432.0,1432.0,1432.0,1432.0,1966.5,1880.0,2717.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.021,0.021389998,0.07947,9.696809,,False,,002320,Ext (1천억~5천억)
134380.KS,MCC,KS,279307036000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.203,0.06597,0.17879999,,,False,,134380,Ext (1천억~5천억)
067390.KQ,ASTK,KQ,280272941615.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.246,-0.01239,0.08218,,,False,,067390,Ext (1천억~5천억)
034120.KS,SBS,KS,278268570000.0,True,True,True,5,1655.0,1873.5,1873.5,1961.5,1961.5,2450.0,2431.0,True,True,True,0.0,0.0,1.0,1.0,4.0,0.277,0.01433,0.16743,6.1591835,,False,,034120,Ext (1천억~5천억)
036710.KQ,SIMMTECH HOLDINGS,KQ,278930541120.0,True,False,False,0,,,,,,,,False,True,False,,,,,,0.284,-0.00379,0.0717,,,False,,036710,Ext (1천억~5천억)
900290.KQ,GRT,KQ,278120000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.181,0.15675999,0.24634,,,False,,900290,Ext (1천억~5천억)
083310.KQ,LOT Vacuum,KQ,277480314140.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,083310,Ext (1천억~5천억)
382900.KQ,BHF,KQ,276847600000.0,True,True,True,5,0.0,266.6,266.6,266.6,266.6,16.0,271.0,True,True,True,0.0,0.0,0.0,0.0,1.0,,,,,,False,,382900,Ext (1천억~5천억)
067080.KQ,DH PHARM,KQ,276643419000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.16,0.02076,0.32811,,,False,,067080,Ext (1천억~5천억)
036800.KQ,NICEI&T,KQ,276500000000.0,True,True,True,5,5028.6665,5019.3335,5019.3335,5078.3335,4943.3335,5356.6665,5398.3335,True,True,True,1.0,2.0,0.0,0.0,3.0,0.145,0.043119997,0.14417,5.2738023,,False,,036800,Ext (1천억~5천억)
061090.KQ,SENA,KQ,275929825600.0,True,True,False,5,4334.5,5302.0,5302.0,5302.0,5302.0,,,True,True,True,0.0,0.0,0.0,0.0,,-0.142,-0.092939995,0.43703,,,False,,061090,Ext (1천억~5천억)
051360.KQ,TOVIS,KQ,275383381780.0,True,True,True,5,3821.0,4154.5,4154.5,4154.5,4154.5,4408.0,4410.0,True,True,True,1.0,1.0,0.0,0.0,,0.104,0.089549996,0.21563,4.2513614,,False,,051360,Ext (1천억~5천억)
088260.KS,E KOCREF,KS,274585792650.0,True,True,True,5,277.0,263.6,263.6,263.6,263.6,252.0,0.0,True,True,True,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,17.242064,,False,,088260,Ext (1천억~5천억)
003200.KS,IlshinSpng,KS,274372000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.066,0.05132,0.18775,,,False,,003200,Ext (1천억~5천억)
294570.KQ,coocon,KQ,274495110400.0,True,True,True,5,2073.0,2003.0,2003.0,2003.0,2003.0,2212.0,2157.0,True,True,True,1.0,1.0,0.0,0.0,,-0.022,0.26617,1.0,12.454792,,False,,294570,Ext (1천억~5천억)
099440.KQ,SMEC,KQ,274338443880.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.172,-0.48993,0.16420999,,,False,,099440,Ext (1천억~5천억)
484810.KQ,TXR,KQ,273790213800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.10709,0.22061001,,,False,,484810,Ext (1천억~5천억)
043370.KQ,PHA,KQ,272370000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.031,0.030739998,0.121029995,,,False,,043370,Ext (1천억~5천억)
003120.KS,ILSUNG IS,KS,271985000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.131,-0.13713,0.43247002,,,False,,003120,Ext (1천억~5천억)
001340.KS,PKC,KS,271307178280.0,True,True,True,5,273.0,0.0,0.0,0.0,0.0,349.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.127,0.04763,0.23020001,17.535816,,False,,001340,Ext (1천억~5천억)
334890.KS,IGIS Value Plus REIT,KS,271197107115.0,True,True,True,5,141.0,1207.0,1207.0,1207.0,1207.0,164.0,1169.0,True,True,True,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,24.695122,,False,,334890,Ext (1천억~5천억)
000320.KS,NorooHoldings,KS,271139480400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.09,0.03014,0.23862,,,False,,000320,Ext (1천억~5천억)
005710.KQ,Daewonsanup,KQ,269906472000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.134,-0.01825,0.10065,,,False,,005710,Ext (1천억~5천억)
054450.KQ,Telechips,KQ,269718789730.0,True,True,True,5,1426.0,728.0,728.0,728.0,728.0,806.0,992.0,True,True,True,0.0,0.0,1.0,1.0,1.0,0.114,0.050580002,0.38435,20.967741,,False,,054450,Ext (1천억~5천억)
418420.KQ,RAONTECH,KQ,269554191740.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.32,-0.99517995,0.64835,,,False,,418420,Ext (1천억~5천억)
221800.KQ,ZGOO Holdings,KQ,269134418920.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.001,-0.13385001,0.21078,,,False,,221800,Ext (1천억~5천억)
017890.KQ,KAI,KQ,269322585960.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.015,0.05256,0.15359999,,,False,,017890,Ext (1천억~5천억)
024840.KQ,KBI METAL,KQ,269047779920.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.03,0.10288,0.04369,,,False,,024840,Ext (1천억~5천억)
053690.KS,HanmiGlobal,KS,269007852500.0,True,True,True,5,2432.5,2432.5,2677.0,2523.0,2523.0,2838.0,2505.0,True,True,True,1.0,1.0,0.0,0.0,2.0,-0.046,0.048639998,0.31735,8.703312,,False,,053690,Ext (1천억~5천억)
003960.KS,SJDR,KS,268977106450.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.026,0.01847,0.120979995,,,False,,003960,Ext (1천억~5천억)
309710.KQ,IT-CHEM,KQ,268443021000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,-0.22556,0.14437,,,False,,309710,Ext (1천억~5천억)
0007C0.KQ,Acryl,KQ,267811305400.0,True,True,True,5,743.0,0.0,0.0,0.0,0.0,1538.0,0.0,True,True,True,0.0,0.0,0.0,0.0,,0.187,0.039330002,0.99797,22.49675,,False,,0007C0,Ext (1천억~5천억)
194700.KQ,NOVAREX,KQ,266338232320.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.225,0.10633001,0.1731,,,False,,194700,Ext (1천억~5천억)
018000.KQ,UNISON,KQ,266314855716.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.306,-0.76242995,0.079730004,,,False,,018000,Ext (1천억~5천억)
267980.KQ,Maeil Dairies,KQ,265161874800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.012,0.03213,0.31647,,,False,,267980,Ext (1천억~5천억)
226590.KQ,Mdevice,KQ,264704564800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.683,0.11884,0.15242,,,False,,226590,Ext (1천억~5천억)
182400.KS,"182400.KS,0P00016WLS,0",?,265496721770.0,False,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,182400,Ext (1천억~5천억)
001130.KS,DaehanFlrMill,KS,264485000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.037,0.04277,0.19701,,,False,,001130,Ext (1천억~5천억)
108380.KQ,DAYANG,KQ,264536757450.0,True,True,True,5,2899.0,2574.0,2574.0,2574.0,2574.0,3216.0,2957.0,True,True,True,1.0,1.0,0.0,0.0,1.0,,,,,,False,,108380,Ext (1천억~5천억)
001780.KS,ALUKO,KS,263377959040.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.168,0.03884,0.15743,,,False,,001780,Ext (1천억~5천억)
199430.KQ,KNR SYSTEMS,KQ,264113819100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.002,-0.044749998,0.0328,,,False,,199430,Ext (1천억~5천억)
226320.KS,ITSHANBUL,KS,263151780000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.027,0.11590999,0.66142,,,False,,226320,Ext (1천억~5천억)
241590.KS,H.S.ENTERPRISE,KS,261745672320.0,True,True,True,5,316.0,308.0,308.0,645.6,750.1667,784.25,1067.3334,True,True,True,0.0,0.0,0.0,0.0,4.0,-0.181,0.03196,0.116780005,5.591329,,False,,241590,Ext (1천억~5천억)
079960.KQ,DONGYANG E&P,KQ,263310000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,079960,Ext (1천억~5천억)
004560.KS,HYUNDAI BNG STEEL,KS,261315794630.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.065,0.033800002,0.1009,,,False,,004560,Ext (1천억~5천억)
035510.KS,SHINSEGAE I&C,KS,261303021000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.054,0.07316,0.15507,,,False,,035510,Ext (1천억~5천억)
078070.KQ,Ubiquoss Holdings,KQ,261430864200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,078070,Ext (1천억~5천억)
044450.KS,KSS LINE,KS,260639585200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.078,0.20158,0.22754,,,False,,044450,Ext (1천억~5천억)
361390.KQ,Genohco,KQ,259961372700.0,True,True,True,5,407.0,407.0,407.0,516.55,516.55,622.0,775.6,True,True,True,0.0,0.0,1.0,1.0,1.0,0.239,-0.01133,0.04168,42.0418,,False,,361390,Ext (1천억~5천억)
