symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error,ticker,source
032350.KS,LOTTE TOUR,KS,1667650880300.0,True,True,True,5,1092.25,1047.6666,1057.3334,1039.0,685.76666,1450.2,1209.35,True,True,True,0.0,0.0,1.0,0.0,6.0,0.701,0.23635,1.0,13.556751,,False,,032350,US (5천억+)
161890.KS,KOLMAR KOREA,KS,1647634374600.0,True,True,True,5,6714.794,6100.497,6066.045,6064.047,5837.0967,7772.1187,7007.097,True,True,True,6.0,8.0,0.0,0.0,24.0,0.11,0.073,0.28977,12.853638,,False,,161890,US (5천억+)
160190.KQ,HIGEN RNM,KQ,1658685600000.0,True,True,True,5,-12.0,-12.0,-12.0,-12.0,-12.0,127.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.172,-0.13399,0.040149998,308.26773,,False,,160190,US (5천억+)
060370.KQ,LS Marine Solution,KQ,1637688072900.0,True,False,False,0,,,,,,,,True,True,False,,,,,1.0,,,,,,False,,060370,US (5천억+)
003570.KS,SNT DYNAMICS,KS,1597792090850.0,True,True,False,5,3058.0,3146.0,3146.0,0.0,0.0,,,True,True,True,0.0,0.0,1.0,1.0,,0.167,0.08172,0.16429001,,,False,,003570,US (5천억+)
417200.KQ,LS Materials,KQ,1606750651250.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.09,0.027479999,0.08479,,,False,,417200,US (5천억+)
005070.KS,CosmoAM&T,KS,1588150430600.0,True,True,True,5,306.0,813.5,813.5,813.5,813.5,794.0,1723.5,True,True,True,0.0,0.0,0.0,0.0,1.0,0.61,0.022839999,0.0585,68.891685,,False,,005070,US (5천억+)
003530.KS,H.I.S.C,KS,1583362579500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.115,0.26773,0.97646004,,,False,,003530,US (5천억+)
174900.KQ,AbClon,KQ,1590055698000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.286,-3.2376099,0.23577,,,False,,174900,US (5천억+)
001800.KS,ORION Holdings,KS,1550474194500.0,True,False,False,0,,,,,,,,True,False,False,,,,,1.0,0.08,0.15889,0.36152,,,False,,001800,US (5천억+)
322000.KS,HD HYUNDAI ENERGY SOLUTIONS,KS,1526560000000.0,True,True,True,5,7683.0,9075.0,9075.0,0.0,0.0,10027.0,0.0,True,True,True,0.0,0.0,0.0,0.0,2.0,0.371,0.09513,0.21542999,24.533758,,False,,322000,US (5천억+)
012630.KS,HDC HOLDINGS,KS,1496530111050.0,True,True,True,5,7327.0,0.0,0.0,6995.0,6995.0,9165.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.199,0.096090004,0.17870001,,,False,,012630,US (5천억+)
124500.KQ,ITCENGLOBAL,KQ,1512935160400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,1.815,0.03769,0.05041,,,False,,124500,US (5천억+)
007810.KS,KorCirc,KS,1489320950400.0,True,True,True,5,4001.5,3923.0,3923.0,4395.5,3227.0,5583.0,3383.0,True,True,True,0.0,1.0,1.0,0.0,4.0,0.337,0.080469996,0.0726,17.499552,,False,,007810,US (5천억+)
007310.KS,OTOKI,KS,1476885355000.0,True,True,True,5,33914.0,35686.0,35686.0,35686.0,35691.0,35587.0,40777.0,True,True,True,0.0,0.0,1.0,1.0,1.0,0.005,0.02155,0.1599,10.102003,,False,,007310,US (5천억+)
080220.KQ,JSC,KQ,1477597535700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,080220,US (5천억+)
048410.KQ,HDBIO,KQ,1463664230400.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,-5.16321,-0.00048000002,,,False,,048410,US (5천억+)
030610.KS,KYOBOSECURITIES,KS,1459865530410.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.506,0.37363,0.98243,,,False,,030610,US (5천억+)
397030.KQ,AprilBio,KQ,1458914125000.0,True,True,True,5,-1188.0,0.0,0.0,0.0,0.0,-955.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-1.0,-3.3443499,0.98943,-64.81676,,False,,397030,US (5천억+)
020560.KS,Asiana Airlines,KS,1446054791220.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.233,-0.120749995,0.04833,,,False,,020560,US (5천억+)
195940.KQ,HK inno.N,KQ,1456156397400.0,True,True,True,5,3295.8694,3295.8694,3253.6504,3263.0947,3329.3428,3903.4744,3957.401,True,True,True,1.0,2.0,4.0,0.0,12.0,0.051,0.112320006,0.41467997,12.809102,,False,,195940,US (5천억+)
082640.KS,TONGYANG LIFE,KS,1421569133850.0,True,True,False,5,857.0,1050.0,1050.0,1050.0,1050.0,,,True,False,True,1.0,1.0,2.0,1.0,1.0,0.39,-0.012410001,0.26409,,,False,,082640,US (5천억+)
456160.KQ,G2GBIO,KQ,1437791697100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,,456160,US (5천억+)
388210.KQ,CMTX,KQ,1427240700000.0,True,True,True,5,6709.0,5402.0,5402.0,5402.0,5402.0,8268.0,0.0,True,True,True,0.0,0.0,0.0,0.0,2.0,0.184,0.23718001,0.40285,15.420899,,False,,388210,US (5천억+)
294870.KS,IPARK-DVP,KS,1420302961500.0,True,True,True,5,5469.168,5348.475,5362.0635,5380.225,5433.154,7399.7666,6833.8335,True,True,True,1.0,1.0,2.0,2.0,14.0,-0.089,0.04034,0.14267999,3.162262,,True,,294870,US (5천억+)
466100.KQ,CLOBOT,KQ,1404558211800.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.086,0.07312,0.24694,,,False,,466100,US (5천억+)
082920.KQ,VITCELL,KQ,1403256813150.0,True,True,True,5,1671.75,1671.75,1650.25,1602.5,1581.0,1951.75,1987.0,True,True,True,2.0,2.0,0.0,0.0,3.0,,,,,,False,,082920,US (5천억+)
004000.KS,LOTTE Fine Chem,KS,1398360000000.0,True,True,True,5,9052.5,6244.0,6127.5,5782.3335,6549.125,7574.3335,7354.143,True,True,True,1.0,2.0,1.0,0.0,7.0,0.024,0.04395,0.11723,7.657439,,True,,004000,US (5천억+)
330590.KS,LOTTE REIT,KS,1389940332040.0,True,True,True,5,120.375,120.0,120.0,120.0,113.5,148.575,140.33333,True,True,True,0.0,2.0,0.0,0.0,4.0,,0.0,0.0,26.619553,,False,,330590,US (5천억+)
003090.KS,Daewoong,KS,1375057827000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.025,0.06489,0.5334,,,False,,003090,US (5천억+)
131290.KQ,TSE,KQ,1380466339200.0,True,True,True,5,5749.0,5250.5,5250.5,4837.0,4544.0,6816.5,6755.0,True,True,True,1.0,1.0,0.0,0.0,2.0,,,,,,False,,131290,US (5천억+)
077970.KS,STXEngine,KS,1369048948300.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.123,0.021949999,0.16548,,,False,,077970,US (5천억+)
229640.KS,LS Eco Energy,KS,1347494676000.0,True,True,True,5,1639.0,1592.0,1518.0,1441.0,1425.6,1847.6,1599.0,True,True,True,1.0,1.0,0.0,0.0,5.0,0.067,0.052600004,0.10241,51.634552,,False,,229640,US (5천억+)
035760.KQ,CJ ENM,KQ,1350835886400.0,True,True,True,5,2332.6667,3376.9158,3861.8503,4211.6357,4240.279,4783.0757,5708.9272,True,True,True,1.0,1.0,1.0,1.0,14.0,-0.196,0.05566,0.32922,9.209556,,True,,035760,US (5천억+)
127120.KQ,JS Link,KQ,1339175146000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.557,-0.51904,0.18594,,,False,,127120,US (5천억+)
189300.KQ,Intellian Tech,KQ,1325007129800.0,True,True,True,5,3116.0,3200.8,3282.5,3569.0,3569.0,4440.6665,3644.0,True,True,True,1.0,1.0,1.0,1.0,3.0,,,,,,False,,189300,US (5천억+)
095610.KQ,TES,KQ,1279696000000.0,True,True,True,5,4325.022,4283.813,4278.6133,4278.6133,3904.0981,5286.709,4528.0107,True,True,True,2.0,2.0,0.0,0.0,4.0,,,,,,False,,095610,US (5천억+)
003240.KS,TaekwangInd,KS,1275956400000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,-0.019709999,0.09599,,,False,,003240,US (5천억+)
181710.KS,NHN,KS,1254445223700.0,True,True,True,5,2690.375,2904.6667,3009.6,2925.8,2621.6,3166.5,3067.2,True,True,True,0.0,2.0,1.0,1.0,10.0,0.065,0.069070004,1.0,11.605874,,False,,181710,US (5천억+)
281740.KQ,LAKE,KQ,1302779461360.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.065,0.114350006,0.20354,,,False,,281740,US (5천억+)
183300.KQ,KoMiCo,KQ,1243775327600.0,True,True,True,5,6345.0,6692.0,6847.0,6536.25,6536.25,7099.0,7875.0,True,True,True,0.0,0.0,1.0,1.0,2.0,0.283,0.1443,0.42646,25.04578,,False,,183300,US (5천억+)
100090.KS,SKoceanplant,KS,1229569578720.0,True,True,True,5,877.3333,950.3333,950.3333,950.3333,1061.25,1093.0,1360.0,True,True,True,1.0,1.0,2.0,2.0,4.0,0.07,0.07881,0.01175,18.938702,,False,,100090,US (5천억+)
293490.KQ,Kakao Games,KQ,1234570026250.0,True,True,True,5,-26.41937,-26.41937,1.51073,104.38305,600.0245,760.5184,768.3342,True,True,True,0.0,0.0,3.0,1.0,12.0,-0.258,-0.1927,1.0,14.726797,,True,,293490,US (5천억+)
300720.KS,HANILCMT,KS,1218644113130.0,True,True,True,5,1534.0,0.0,0.0,0.0,0.0,1738.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.186,0.0475,0.19924,9.378596,,False,,300720,US (5천억+)
415640.KS,KB Balhae Infra,KS,1218102747120.0,True,True,True,5,458.0,458.0,458.0,458.0,458.0,457.0,473.0,True,True,True,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,21.706783,,False,,415640,US (5천억+)
001740.KS,SKNetworks,KS,1214815681980.0,True,True,True,5,265.0,218.0,218.0,218.0,272.0,315.0,314.0,True,True,True,0.0,0.0,0.0,0.0,5.0,-0.124,0.00274,0.1275,25.079365,,False,,001740,US (5천억+)
185750.KS,CHONGKUNDANG,KS,1196701026000.0,True,True,True,5,5430.0,0.0,0.0,0.0,0.0,5999.0,0.0,True,True,True,1.0,2.0,0.0,0.0,6.0,0.027,0.05503,0.39699,12.4231205,,False,,185750,US (5천억+)
100790.KQ,Mirae Asset Venture,KQ,1213897886900.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,100790,US (5천억+)
032500.KQ,KMW,KQ,1205710953200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.09,-0.21781999,0.131,,,False,,032500,US (5천억+)
388720.KQ,YUIL,KQ,1188737710500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,388720,US (5천억+)
089970.KQ,VM,KQ,1191290716000.0,True,True,True,5,3026.5,3203.0,2931.0,2519.0,2279.05,3913.6667,2546.25,True,True,True,1.0,0.0,0.0,0.0,3.0,0.542,0.18344,0.45735002,14.666553,,False,,089970,US (5천억+)
253450.KQ,Studio Dragon,KQ,1173784346900.0,True,True,True,5,1220.0,1447.4741,1460.4377,1395.5095,1395.5095,1695.2659,1822.9377,True,True,True,1.0,1.0,6.0,6.0,12.0,0.117,0.1252,0.10742,18.050266,,False,,253450,US (5천억+)
000080.KS,HITEJINRO,KS,1164217942600.0,True,True,True,5,1428.4789,1381.119,1381.119,1295.7084,1139.0,1595.8737,1689.7101,True,True,True,2.0,2.0,0.0,0.0,9.0,-0.091,-0.0162,0.44405997,10.67127,,False,,000080,US (5천억+)
348370.KQ,Enchem,KQ,1163473675200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.16,-0.28716,-0.00486,,,False,,348370,US (5천억+)
166090.KQ,Hana Materials,KQ,1168860533400.0,True,True,True,5,4014.0,3194.0,3194.0,3194.0,2297.0,5185.0,2731.0,True,True,True,1.0,1.0,0.0,0.0,5.0,0.17,0.25787002,0.31114,14.657666,,False,,166090,US (5천억+)
036540.KQ,SFASemicon,KQ,1162734342210.0,True,True,False,5,452.0,479.0,479.0,479.0,479.0,,,True,True,True,0.0,0.0,1.0,1.0,1.0,0.469,-0.00494,-0.01525,,,False,,036540,US (5천억+)
089860.KS,LOTTE rental,KS,1149192130200.0,True,True,True,5,4302.6,4208.0,4353.5,4353.5,4393.1665,4709.5,5032.0,True,True,True,0.0,0.0,1.0,1.0,7.0,0.008,0.10918,0.91933995,6.8584776,,False,,089860,US (5천억+)
096530.KQ,SEEGENE,KQ,1156805767100.0,True,True,True,5,1697.0,1116.0,1116.0,1052.0,1422.3334,1944.0,1956.6666,True,True,True,0.0,0.0,1.0,1.0,2.0,0.133,0.053179998,0.64075,16.255144,,True,,096530,US (5천억+)
010170.KQ,TaihanFiberoptics,KQ,1149039027400.0,True,True,False,5,107.0,107.0,0.0,0.0,0.0,,,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.187,-0.15788999,0.02486,,,False,,010170,US (5천억+)
007390.KQ,NATURECELL,KQ,1141789192320.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,007390,US (5천억+)
328130.KQ,Lunit,KQ,1139167127800.0,True,True,True,5,-1890.669,-1890.669,-1890.669,-1890.669,-1890.669,-1678.7605,-1678.7605,True,True,True,0.0,0.0,1.0,1.0,1.0,0.321,-0.74167997,1.0,-11.0081215,,False,,328130,US (5천억+)
476060.KQ,Onconic Therapeutics,KQ,1126684784000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.763,0.10344,0.99978995,,,False,,476060,US (5천억+)
122870.KQ,YG Entertainment,KQ,1123332044900.0,True,True,True,5,3090.8179,3399.2258,3431.2815,3335.6292,3489.8071,3457.829,3580.052,True,True,True,0.0,2.0,5.0,3.0,20.0,0.651,0.09764,0.34157002,14.38764,,False,,122870,US (5천억+)
137400.KQ,P&T,KQ,1107541534000.0,True,True,True,5,5858.4907,4657.0,5735.549,5735.549,5735.549,4967.0,4190.0,True,True,True,0.0,1.0,1.0,0.0,2.0,-0.044,0.12151,0.18228,9.583249,,False,,137400,US (5천억+)
213420.KQ,DUK SAN NEOLUX,KQ,1104987465500.0,True,True,True,5,2742.0,2742.0,2742.0,3153.6284,3153.6284,3946.8457,3689.278,True,True,True,0.0,0.0,2.0,2.0,9.0,1.436,0.18145001,0.33714,12.63034,,False,,213420,US (5천억+)
003160.KS,DI,KS,1088135000000.0,True,True,True,5,1085.0,1394.2778,1394.2778,1394.2778,1364.0,1715.6852,1798.0,True,True,True,0.0,0.0,0.0,0.0,2.0,0.191,0.04685,0.21114,17.893726,,False,,003160,US (5천억+)
295310.KQ,HVM,KQ,1097358038200.0,True,True,True,5,770.5,736.5,736.5,736.5,736.5,976.0,931.0,True,True,True,1.0,1.0,0.0,0.0,,0.907,0.05288,0.18011999,94.77459,,False,,295310,US (5천억+)
005300.KS,LotteChilsung,KS,1086557316400.0,True,True,True,5,11524.777,11093.75,11859.5,11859.5,12082.0,14061.1,15016.909,True,True,True,4.0,3.0,3.0,1.0,12.0,-0.031,-0.013710001,0.32817,8.320828,,False,,005300,US (5천억+)
000210.KS,DL,KS,1075036849200.0,True,True,True,5,13654.0,13267.0,13267.0,6817.0,6817.0,12799.0,9500.0,True,True,True,1.0,1.0,0.0,0.0,1.0,-0.051,0.00957,0.21145001,4.8597546,,True,,000210,US (5천억+)
036830.KQ,Soulbrain Holdings,KQ,1083841695200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.23,-0.15267,0.18971,,,False,,036830,US (5천억+)
484870.KS,MNC Solution,KS,1071921690000.0,True,True,True,5,5946.1416,5946.15,5946.15,6026.2993,8391.5,8820.375,12083.0,True,True,True,0.0,0.0,1.0,1.0,2.0,,0.13805,0.15523,11.609484,,False,,484870,US (5천억+)
056080.KQ,Yujin Robot,KQ,1072847547200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,056080,US (5천억+)
192080.KS,DoubleUGames,KS,1065025440400.0,True,True,True,5,7960.75,7960.75,7922.5,7910.0,7952.3,8768.0,8732.111,True,True,True,0.0,0.0,0.0,0.0,11.0,0.283,0.31983998,1.0,6.8202553,,False,,192080,US (5천억+)
052020.KQ,STCUBE,KQ,1067337668700.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,052020,US (5천억+)
365550.KS,ESRKSREIT,KS,1055721810000.0,True,True,True,5,139.0,141.66667,141.66667,141.66667,141.66667,166.33333,170.0,True,True,True,1.0,1.0,0.0,0.0,3.0,,0.0,0.0,25.581163,,False,,365550,US (5천억+)
490470.KQ,SemiFive,KQ,1058087500000.0,True,True,True,5,-117.42704,-155.47948,-155.47948,0.0,0.0,564.23224,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.087,-0.58063,0.15862,64.77829,,False,,490470,US (5천억+)
281820.KS,KCTECH,KS,1051068408400.0,True,True,True,5,2396.0,2396.0,2396.0,2249.0,2249.0,3288.0,2642.0,True,True,True,0.0,0.0,1.0,0.0,2.0,-0.229,0.19431,0.37053,23.874697,,False,,281820,US (5천억+)
006120.KS,SK Discovery,KS,1050049185300.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.034,-0.00241,0.12818,,,False,,006120,US (5천억+)
036530.KS,SNT Holdings,KS,1046709481200.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.237,0.14093,0.20504999,,,False,,036530,US (5천억+)
071320.KS,KDHC,KS,1038613336800.0,True,True,True,5,21702.0,15988.0,15988.0,15988.0,23120.5,18666.5,18350.5,True,True,True,0.0,0.0,2.0,2.0,2.0,-0.035,0.12125,0.1594,4.130394,,False,,071320,US (5천억+)
389470.KQ,IVTG,KQ,1046252422000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.006,-7.01401,-1.00112,,,False,,389470,US (5천억+)
171090.KQ,SUNIC SYSTEM,KQ,1041823548000.0,True,True,True,5,8910.0,8773.0,8773.0,8773.0,5795.0,10862.0,10079.0,True,True,True,0.0,2.0,0.0,0.0,2.0,4.506,0.24229999,0.26266,8.267354,,False,,171090,US (5천억+)
280360.KS,LOTTE WELLFOOD,KS,1034668628800.0,True,True,True,5,12584.889,0.0,12020.0,12110.0,12069.5,14996.111,14845.777,True,True,True,1.0,1.0,0.0,0.0,9.0,0.051,-0.01026,0.26695,8.128774,,False,,280360,US (5천억+)
204270.KQ,JNTC,KQ,1037222995380.0,True,True,True,5,1121.0,2289.0,2289.0,2289.0,2289.0,2626.0,3132.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.119,-0.51996,-0.28245002,7.58949,,False,,204270,US (5천억+)
056190.KQ,SFA,KQ,1030581412000.0,True,True,True,5,2423.0903,3031.0,3248.6235,2721.6296,3098.7036,3169.6135,3926.0422,True,True,True,0.0,0.0,1.0,1.0,3.0,-0.172,0.02243,0.11185,9.2755785,,False,,056190,US (5천억+)
001510.KS,SKSecu,KS,1030246572780.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.618,0.20604,0.97910005,,,False,,001510,US (5천억+)
003470.KS,Yuanta Securities,KS,1007962708800.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.746,0.20792,0.97659,,,False,,003470,US (5천억+)
192400.KS,CUCKOO,KS,1013522272500.0,True,True,True,5,4242.0,4414.0,4414.0,4414.0,4414.0,4461.0,4605.0,True,True,True,1.0,1.0,0.0,0.0,1.0,0.033,0.14446001,0.39591,6.2766194,,False,,192400,US (5천억+)
009240.KS,Hanssem,KS,1004898725600.0,True,True,True,5,1439.1835,1391.638,1527.9396,1531.6112,1800.7711,2076.1243,2292.3455,True,True,True,0.0,0.0,2.0,1.0,13.0,-0.184,0.0090499995,0.24773,17.002836,,True,,009240,US (5천억+)
000670.KS,Youngpoong,KS,1003326225000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.55,-0.102060005,-0.04887,,,False,,000670,US (5천억+)
057050.KS,HYUNDAIHOMESHOP,KS,996000000000.0,True,True,True,5,12700.0,12199.0,12199.0,11636.333,11636.333,14085.0,13237.0,True,True,True,0.0,0.0,1.0,1.0,1.0,0.023,0.026819998,0.46532002,6.0915866,,False,,057050,US (5천억+)
298050.KS,HS HYOSUNG ADVANCED,KS,990068508000.0,True,True,True,5,13549.5,11855.0,12578.0,12578.0,15891.75,19768.5,19411.5,True,True,True,0.0,0.0,1.0,1.0,3.0,-0.024,0.03853,0.10759,11.811721,,False,,298050,US (5천억+)
249420.KS,ILDONG PHARM,KS,993441112800.0,True,True,True,5,1307.0,0.0,0.0,0.0,0.0,1411.0,0.0,True,True,True,1.0,0.0,0.0,0.0,1.0,-0.056,0.039130002,0.38731,16.087881,,False,,249420,US (5천억+)
420770.KQ,GigaVis,KQ,993779427200.0,True,True,True,5,2206.6667,2485.0,2488.5,2488.5,3361.0,2859.0,0.0,True,True,True,0.0,0.0,1.0,1.0,1.0,-0.016,0.22865999,0.49402002,43.86149,,False,,420770,US (5천억+)
285130.KS,SKCHEM,KS,987759538600.0,True,True,True,5,2840.0,3809.5,3809.5,4779.0,4779.0,5755.5,10551.5,True,True,True,0.0,0.0,0.0,0.0,2.0,0.206,-0.06294,0.21,8.609157,,False,,285130,US (5천억+)
499790.KS,GS P&L,KS,986584339750.0,True,True,True,5,2608.0,2418.7,2418.7,2739.0,2739.0,3272.3333,3467.0,True,True,True,0.0,0.0,0.0,0.0,3.0,,0.20452999,0.2362,16.34919,,False,,499790,US (5천억+)
222080.KQ,CIS,KQ,974616973770.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.371,0.09243,0.14667,,,False,,222080,US (5천억+)
137310.KS,SD Biosensor,KS,973992816000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.08,-0.16952999,0.45238,,,False,,137310,US (5천억+)
009450.KS,KYUNGDONGNAVIEN,KS,973181945600.0,True,True,True,5,9413.0,8573.0,8573.0,6366.0,6366.0,9790.0,8080.0,True,True,True,1.0,0.0,0.0,0.0,1.0,0.096,0.10198,0.41387,8.100102,,False,,009450,US (5천억+)
075580.KS,SEJIN HEAVY,KS,963029784640.0,True,True,True,5,837.0,0.0,0.0,665.0,665.0,1033.0,762.0,True,True,True,0.0,0.0,0.0,0.0,1.0,0.039,0.29986,0.24190001,16.824781,,False,,075580,US (5천억+)
126340.KQ,VINATECH,KQ,968421418600.0,True,True,True,5,1008.0,1446.0,1446.0,1446.0,1441.7476,3019.0,2032.0388,True,True,True,1.0,1.0,0.0,0.0,1.0,,,,,,False,,126340,US (5천억+)
006730.KQ,Seobu T&D,KQ,963515537320.0,True,True,True,5,477.575,399.825,399.825,522.3333,522.3333,658.6667,752.3333,True,True,True,1.0,1.0,0.0,0.0,3.0,0.582,0.30712,0.51022,21.04251,,False,,006730,US (5천억+)
005690.KS,Pharmicell,KS,956070236520.0,True,False,False,0,,,,,,,,True,False,False,,,,,1.0,-0.582,-0.85949,0.22745001,,,False,,005690,US (5천억+)
030190.KS,NICE INFO,KS,953188506860.0,True,True,True,5,1559.0,1516.0,1516.0,1516.0,1516.0,1701.0,1643.0,True,True,True,1.0,1.0,0.0,0.0,1.0,0.074,0.15455,0.99901,8.012934,,False,,030190,US (5천억+)
486990.KQ,Nota,KQ,957378415500.0,True,True,True,5,-180.0,0.0,0.0,0.0,0.0,139.5,211.0,True,True,True,0.0,0.0,0.0,0.0,,0.434,-0.28795,1.0,220.43011,,False,,486990,US (5천억+)
195870.KS,HAESUNG DS,KS,952000000000.0,True,True,True,5,4430.5713,4880.1113,5009.778,5023.5557,5017.625,6082.7,5975.2,True,True,True,2.0,1.0,3.0,2.0,10.0,0.239,0.121120006,0.14968,14.401499,,False,,195870,US (5천억+)
036810.KQ,FINE SEMITECH,KQ,944122964000.0,True,True,True,5,415.0,0.0,0.0,0.0,0.0,803.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.1,-0.04482,0.29972,44.022415,,False,,036810,US (5천억+)
161580.KQ,PHILOPTICS,KQ,938450154700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.823,-0.51919997,0.07369,,,False,,161580,US (5천억+)
358570.KQ,GI Innovation,KQ,936982875920.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,358570,US (5천억+)
010780.KS,IS DONGSEO,KS,932777558400.0,True,True,True,5,1858.0,1923.6666,1923.6666,1461.0,1692.0,3689.0,2933.0,True,True,True,1.0,1.0,0.0,0.0,2.0,0.099,-0.082320005,0.25572002,7.928978,,False,,010780,US (5천억+)
027360.KQ,AJU IB INVESTMENT,KQ,927973809960.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,,027360,US (5천억+)
451800.KS,Hanwha REIT,KS,923144000000.0,True,True,True,5,128.5,129.5,129.5,129.5,129.5,162.5,149.5,True,True,True,1.0,1.0,0.0,0.0,2.0,,0.0,0.0,32.0,,False,,451800,US (5천억+)
032190.KQ,DAOU DATA,KQ,911540000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.51,-0.076859996,0.15043999,,,False,,032190,US (5천억+)
078160.KQ,MEDIPOST,KQ,909546789600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,078160,US (5천억+)
044490.KQ,TAEWOONG,KQ,906334359300.0,True,True,True,5,1427.0,1604.0,1604.0,2091.0,2091.0,2440.5,2394.0,True,True,True,0.0,0.0,1.0,1.0,2.0,-0.161,-0.01496,0.10075,18.64372,,False,,044490,US (5천억+)
468530.KQ,PROTEINA,KQ,894849464000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,,468530,US (5천억+)
006650.KS,KPIC,KS,871000000000.0,True,True,True,5,26725.0,11753.333,8511.5,14414.0,14414.0,24888.5,24358.25,True,True,True,1.0,1.0,0.0,0.0,4.0,0.193,0.02855,0.03593,5.886253,,False,,006650,US (5천억+)
074600.KQ,WONIK QnC,KQ,887220000000.0,True,True,True,5,1833.0,2046.5,2046.5,2046.5,2051.0,2504.3333,2603.3333,True,True,True,1.0,1.0,1.0,1.0,3.0,0.147,0.074039996,0.2622,14.854253,,False,,074600,US (5천억+)
084110.KQ,Huons Global,KQ,863399178400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,,084110,US (5천억+)
348340.KQ,NEUROMEKA,KQ,861641924700.0,True,False,False,0,,,,,,,,True,False,False,,,,,,-0.023,-0.44634,0.17518,,,False,,348340,US (5천억+)
100840.KS,SNTEnergy,KS,859286533650.0,True,True,True,5,4458.4346,4356.3696,5364.0,5364.0,3974.2,4563.1304,5550.3335,True,True,True,1.0,1.0,0.0,0.0,3.0,1.109,0.23158,0.26337,10.727285,,False,,100840,US (5천억+)
064960.KS,SNT MOTIV,KS,855923772000.0,True,True,True,5,3963.5117,4031.983,4038.6467,4096.776,4037.22,4567.9316,4794.096,True,True,True,0.0,0.0,3.0,4.0,8.0,0.02,0.10594,0.18213,7.136709,,False,,064960,US (5천억+)
456040.KS,OCI,KS,855858522000.0,True,True,True,5,10894.0,0.0,0.0,0.0,0.0,13473.0,0.0,True,True,True,0.0,0.0,0.0,0.0,1.0,-0.101,0.0063099996,0.10358,10.220441,,False,,456040,US (5천억+)
317450.KS,MYUNGIN PHARM,KS,852640000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.058,0.32833,0.60568,,,False,,317450,US (5천억+)
