v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
20,15,45,20,0.6,12m,53.71,54.03,0.994,1.14,1.718
10,10,40,40,0.6,12m-1m,50.53,50.83,0.994,1.104,1.745
30,5,40,25,0.8,12m,50.81,51.11,0.994,1.107,1.716
20,15,40,25,0.6,12m,48.05,48.4,0.993,1.067,1.64
15,5,45,35,0.8,12m,57.43,57.96,0.991,1.168,1.756
20,10,60,10,0.8,12m,49.13,49.64,0.99,1.07,1.569
30,0,45,25,0.8,12m,56.27,56.83,0.99,1.181,1.778
30,15,40,15,0.7,12m-1m,47.71,48.25,0.989,1.098,1.689
30,5,50,15,0.3,12m-1m,44.23,44.71,0.989,1.042,1.689
30,5,50,15,0.8,12m,49.22,49.88,0.987,1.093,1.694
5,10,45,40,0.3,12m,50.56,51.24,0.987,1.089,1.739
10,10,45,35,0.7,12m-1m,58.66,59.53,0.985,1.208,1.929
20,5,65,10,0.3,12m,48.65,49.4,0.985,1.074,1.726
0,15,75,10,0.5,12m-1m,48.17,48.96,0.984,1.074,1.679
15,10,65,10,0.4,12m,46.56,47.34,0.983,1.042,1.663
15,0,45,40,0.3,12m-1m,44.33,45.09,0.983,1.013,1.617
10,10,50,30,0.3,12m,54.35,55.36,0.982,1.147,1.82
25,15,40,20,0.8,12m-1m,47.34,48.33,0.98,1.064,1.693
15,10,40,35,0.5,12m,52.57,53.72,0.979,1.123,1.738
25,10,45,20,0.7,12m-1m,49.22,50.28,0.979,1.091,1.699
0,15,75,10,0.8,12m-1m,52.67,53.89,0.977,1.116,1.663
10,0,70,20,0.7,12m,60.08,61.53,0.977,1.203,1.817
0,5,75,20,0.8,12m,59.13,60.53,0.977,1.191,1.815
20,5,45,30,0.4,12m,57.42,58.89,0.975,1.181,1.856
30,5,40,25,0.3,12m-1m,40.78,41.87,0.974,1.007,1.54
30,15,40,15,0.3,12m,36.06,37.02,0.974,0.914,1.408
25,10,45,20,0.8,12m,53.96,55.39,0.974,1.132,1.739
15,15,50,20,0.8,12m-1m,55.4,56.93,0.973,1.154,1.795
5,0,75,20,0.8,12m,62.27,64.04,0.972,1.238,1.917
30,0,60,10,0.7,12m,41.02,42.18,0.972,0.976,1.476
5,5,50,40,0.5,12m,55.96,57.64,0.971,1.162,1.817
20,0,45,35,0.8,12m,59.57,61.41,0.97,1.183,1.82
0,0,65,35,0.8,12m-1m,55.03,56.79,0.969,1.145,1.785
30,10,40,20,0.6,12m,39.26,40.5,0.969,0.947,1.472
25,15,40,20,0.3,12m-1m,43.9,45.49,0.965,1.029,1.555
25,0,45,30,0.4,12m-1m,47.47,49.27,0.964,1.069,1.653
5,5,50,40,0.4,12m,52.79,54.79,0.964,1.12,1.783
5,15,45,35,0.3,12m,47.98,49.9,0.961,1.053,1.667
0,0,65,35,0.6,12m,57.72,60.06,0.961,1.19,1.839
20,10,55,15,0.3,12m,48.54,50.63,0.959,1.073,1.708
5,10,45,40,0.7,12m-1m,50.44,52.64,0.958,1.097,1.737
30,0,60,10,0.7,12m-1m,40.97,42.8,0.957,0.967,1.485
30,0,45,25,0.5,12m-1m,44.22,46.19,0.957,1.042,1.636
20,0,40,40,0.8,12m-1m,46.42,48.49,0.957,1.067,1.598
5,15,40,40,0.3,12m,47.12,49.48,0.952,1.045,1.624
5,0,70,25,0.8,12m,63.51,66.86,0.95,1.246,1.944
5,5,60,30,0.3,12m,52.07,54.82,0.95,1.122,1.763
20,5,55,20,0.3,12m,48.84,51.48,0.949,1.069,1.7
0,10,50,40,0.7,12m-1m,54.05,56.98,0.949,1.142,1.78
5,15,45,35,0.3,12m-1m,48.28,50.94,0.948,1.073,1.668
10,0,50,40,0.8,12m,52.05,54.88,0.948,1.106,1.704
20,15,45,20,0.4,12m,44.65,47.12,0.948,1.014,1.515
25,0,45,30,0.3,12m-1m,45.38,47.88,0.948,1.04,1.641
30,0,40,30,0.3,12m-1m,40.71,42.98,0.947,0.999,1.518
30,5,50,15,0.7,12m,41.76,44.14,0.946,0.992,1.55
30,15,40,15,0.6,12m-1m,47.4,50.18,0.945,1.093,1.687
30,10,50,10,0.5,12m-1m,40.69,43.16,0.943,0.979,1.525
15,15,55,15,0.3,12m-1m,43.85,46.78,0.937,1.007,1.554
30,10,45,15,0.7,12m-1m,50.1,53.5,0.936,1.134,1.818
30,15,40,15,0.8,12m-1m,44.26,47.3,0.936,1.046,1.634
0,0,70,30,0.6,12m,60.35,64.49,0.936,1.209,1.879
5,0,55,40,0.7,12m,57.03,61.02,0.935,1.177,1.837
25,15,45,15,0.3,12m,41.87,44.82,0.934,0.986,1.519
20,5,40,35,0.4,12m,46.22,49.48,0.934,1.035,1.583
10,10,40,40,0.3,12m,46.09,49.42,0.933,1.025,1.595
0,5,70,25,0.7,12m,55.75,59.82,0.932,1.151,1.838
25,15,50,10,0.6,12m,45.52,48.9,0.931,1.058,1.661
5,5,50,40,0.4,12m-1m,48.14,51.75,0.93,1.074,1.68
5,5,75,15,0.8,12m,53.61,57.85,0.927,1.128,1.746
0,0,75,25,0.8,12m-1m,57.47,62.05,0.926,1.183,1.842
30,10,45,15,0.4,12m-1m,39.8,43.11,0.923,0.97,1.534
15,10,45,30,0.4,12m,53.08,57.53,0.923,1.133,1.811
15,0,60,25,0.4,12m,52.82,57.24,0.923,1.114,1.765
30,15,45,10,0.4,12m-1m,38.19,41.48,0.921,0.953,1.463
25,10,40,25,0.6,12m-1m,43.14,46.86,0.921,0.996,1.525
30,0,55,15,0.3,12m,38.76,42.08,0.921,0.967,1.523
25,10,50,15,0.4,12m-1m,37.75,40.99,0.921,0.934,1.427
30,0,50,20,0.3,12m-1m,38.12,41.56,0.917,0.96,1.51
25,10,50,15,0.7,12m-1m,43.15,47.06,0.917,1.003,1.516
0,0,60,40,0.6,12m,53.66,58.54,0.917,1.131,1.757
20,0,60,20,0.3,12m-1m,44.72,48.84,0.916,1.019,1.661
20,15,50,15,0.3,12m,44.25,48.39,0.915,1.014,1.598
25,15,50,10,0.7,12m,38.41,42.01,0.914,0.937,1.427
25,15,45,15,0.5,12m,43.15,47.19,0.914,1.018,1.575
30,0,45,25,0.7,12m,49.1,53.78,0.913,1.084,1.647
0,10,75,15,0.8,12m-1m,48.45,53.15,0.912,1.066,1.644
30,5,45,20,0.7,12m-1m,47.04,51.77,0.909,1.067,1.641
30,0,40,30,0.6,12m-1m,34.0,37.43,0.908,0.885,1.368
30,0,60,10,0.8,12m,37.06,40.81,0.908,0.906,1.372
15,15,45,25,0.4,12m-1m,48.17,53.16,0.906,1.074,1.644
30,10,50,10,0.4,12m-1m,40.13,44.36,0.905,0.975,1.519
5,10,45,40,0.4,12m-1m,46.46,51.37,0.904,1.04,1.632
30,15,45,10,0.4,12m,41.75,46.26,0.903,1.005,1.563
25,10,50,15,0.8,12m-1m,44.34,49.18,0.902,1.016,1.546
20,15,45,20,0.3,12m-1m,42.25,46.88,0.901,0.996,1.521
10,5,50,35,0.5,12m,52.39,58.18,0.9,1.115,1.803
15,5,70,10,0.3,12m-1m,50.64,56.27,0.9,1.097,1.743
20,15,40,25,0.4,12m,47.16,52.52,0.898,1.049,1.608
20,15,55,10,0.5,12m-1m,36.41,40.61,0.897,0.901,1.411
25,15,45,15,0.3,12m-1m,42.64,47.54,0.897,1.013,1.524
15,0,45,40,0.6,12m,44.67,49.99,0.894,0.999,1.553
30,5,55,10,0.3,12m,42.32,47.34,0.894,1.002,1.639
0,10,70,20,0.8,12m,51.62,57.74,0.894,1.094,1.656
25,15,50,10,0.4,12m,46.22,51.78,0.893,1.061,1.669
5,0,55,40,0.4,12m,55.61,62.32,0.892,1.157,1.842
25,10,55,10,0.8,12m,42.06,47.15,0.892,0.974,1.496
0,0,60,40,0.3,12m-1m,44.88,50.34,0.891,1.016,1.623
25,15,40,20,0.7,12m-1m,45.67,51.24,0.891,1.051,1.657
0,0,65,35,0.7,12m,56.32,63.24,0.891,1.159,1.827
0,15,75,10,0.7,12m,50.28,56.51,0.89,1.078,1.62
15,5,45,35,0.5,12m,53.11,59.94,0.886,1.118,1.801
15,5,40,40,0.4,12m-1m,38.8,44.07,0.881,0.937,1.441
30,0,45,25,0.5,12m,37.45,42.58,0.88,0.94,1.454
20,15,40,25,0.5,12m,46.97,53.46,0.878,1.042,1.612
30,10,50,10,0.6,12m,39.72,45.23,0.878,0.963,1.515
20,15,50,15,0.8,12m,41.54,47.36,0.877,0.963,1.448
5,10,45,40,0.3,12m-1m,41.41,47.27,0.876,0.976,1.538
5,10,45,40,0.5,12m,49.66,56.84,0.874,1.076,1.684
25,10,45,20,0.8,12m-1m,42.29,48.4,0.874,0.995,1.609
5,0,60,35,0.4,12m,51.58,59.11,0.873,1.101,1.726
10,0,50,40,0.4,12m,54.72,62.8,0.871,1.13,1.835
20,5,40,35,0.3,12m,43.63,50.13,0.87,0.999,1.545
15,5,45,35,0.4,12m,49.62,57.02,0.87,1.09,1.717
20,15,45,20,0.5,12m,42.68,49.09,0.869,0.991,1.497
0,10,75,15,0.7,12m,47.94,55.14,0.869,1.041,1.585
25,15,50,10,0.3,12m,39.83,45.83,0.869,0.966,1.467
0,5,65,30,0.8,12m,58.47,67.45,0.867,1.187,1.863
20,10,60,10,0.4,12m-1m,41.71,48.12,0.867,0.964,1.524
20,0,40,40,0.3,12m-1m,42.61,49.28,0.865,1.0,1.576
0,0,65,35,0.7,12m-1m,58.09,67.21,0.864,1.188,1.864
20,15,55,10,0.6,12m-1m,38.87,45.01,0.863,0.927,1.438
25,10,55,10,0.4,12m-1m,44.39,51.56,0.861,1.024,1.629
15,0,45,40,0.8,12m,48.03,55.85,0.86,1.039,1.595
15,0,45,40,0.5,12m,45.6,53.06,0.859,1.015,1.557
0,5,70,25,0.8,12m,53.31,62.13,0.858,1.118,1.747
30,5,40,25,0.7,12m-1m,45.41,52.99,0.857,1.058,1.56
30,10,40,20,0.6,12m-1m,35.61,41.59,0.856,0.897,1.442
30,0,40,30,0.5,12m-1m,40.36,47.16,0.856,0.984,1.539
25,15,45,15,0.5,12m-1m,37.37,43.66,0.856,0.931,1.427
20,10,60,10,0.8,12m-1m,42.56,49.79,0.855,0.972,1.386
20,15,40,25,0.6,12m-1m,45.34,53.07,0.854,1.032,1.588
15,10,65,10,0.4,12m-1m,40.47,47.42,0.854,0.945,1.515
20,15,40,25,0.7,12m-1m,45.01,52.94,0.85,1.032,1.585
20,0,40,40,0.4,12m-1m,42.7,50.25,0.85,0.997,1.559
0,15,75,10,0.5,12m,48.2,56.87,0.848,1.063,1.617
10,5,50,35,0.4,12m,52.0,61.44,0.846,1.107,1.768
25,15,50,10,0.6,12m-1m,35.52,42.05,0.845,0.906,1.407
20,10,60,10,0.3,12m,39.81,47.16,0.844,0.95,1.491
15,5,50,30,0.3,12m,50.28,59.63,0.843,1.08,1.722
10,15,40,35,0.4,12m-1m,42.51,50.45,0.843,0.992,1.555
5,5,55,35,0.4,12m-1m,46.81,55.6,0.842,1.041,1.628
20,0,45,35,0.4,12m,39.55,47.04,0.841,0.936,1.477
20,15,55,10,0.4,12m,38.16,45.48,0.839,0.924,1.474
0,5,55,40,0.3,12m,49.21,58.74,0.838,1.07,1.71
0,0,60,40,0.8,12m,53.21,63.51,0.838,1.122,1.791
25,10,55,10,0.5,12m-1m,37.64,44.95,0.837,0.914,1.36
20,5,45,30,0.4,12m-1m,48.95,58.5,0.837,1.072,1.712
30,5,40,25,0.3,12m,39.73,47.54,0.836,0.968,1.527
5,10,50,35,0.4,12m,44.58,53.32,0.836,1.015,1.575
30,5,55,10,0.5,12m,39.97,47.91,0.834,0.952,1.449
30,5,50,15,0.5,12m-1m,36.97,44.44,0.832,0.925,1.466
20,15,40,25,0.3,12m,45.84,55.17,0.831,1.037,1.582
10,5,45,40,0.5,12m,44.86,53.98,0.831,1.006,1.59
20,15,50,15,0.7,12m,39.05,47.04,0.83,0.924,1.407
20,5,40,35,0.5,12m,43.22,52.22,0.828,0.989,1.519
25,15,50,10,0.5,12m,42.53,51.35,0.828,1.015,1.582
20,15,50,15,0.4,12m-1m,36.84,44.51,0.828,0.911,1.395
15,5,40,40,0.5,12m,40.19,48.83,0.823,0.944,1.387
10,10,45,35,0.3,12m,42.89,52.11,0.823,0.982,1.563
30,15,45,10,0.6,12m,37.84,46.05,0.822,0.952,1.498
25,0,55,20,0.3,12m-1m,39.4,47.96,0.822,0.957,1.522
10,10,40,40,0.5,12m,42.79,52.35,0.817,0.984,1.513
15,10,40,35,0.4,12m,48.19,59.1,0.815,1.062,1.648
20,15,50,15,0.6,12m,43.9,53.93,0.814,1.008,1.537
20,15,45,20,0.3,12m,42.19,52.17,0.809,0.982,1.452
25,10,40,25,0.8,12m-1m,43.29,53.49,0.809,0.993,1.474
30,10,50,10,0.3,12m-1m,34.75,43.12,0.806,0.895,1.36
30,5,45,20,0.5,12m-1m,36.26,45.05,0.805,0.917,1.416
30,5,40,25,0.6,12m-1m,34.1,42.4,0.804,0.885,1.341
25,10,50,15,0.3,12m,44.84,55.76,0.804,1.021,1.61
0,0,60,40,0.6,12m-1m,53.4,66.42,0.804,1.129,1.778
25,15,40,20,0.8,12m,45.34,56.38,0.804,1.025,1.63
15,10,65,10,0.3,12m-1m,37.8,47.08,0.803,0.919,1.445
20,10,60,10,0.3,12m-1m,38.63,48.44,0.797,0.933,1.45
15,15,60,10,0.8,12m,45.68,57.49,0.795,1.01,1.473
15,5,40,40,0.3,12m-1m,37.45,47.13,0.795,0.917,1.425
30,0,60,10,0.6,12m-1m,34.39,43.4,0.792,0.871,1.35
30,5,55,10,0.5,12m-1m,34.0,43.43,0.783,0.873,1.372
5,0,55,40,0.5,12m,48.32,61.79,0.782,1.056,1.648
30,10,45,15,0.6,12m,38.75,49.54,0.782,0.941,1.475
30,0,45,25,0.3,12m,29.42,37.63,0.782,0.801,1.27
10,15,65,10,0.8,12m-1m,45.02,57.71,0.78,0.998,1.455
25,0,40,35,0.4,12m-1m,35.53,45.59,0.779,0.894,1.379
20,15,55,10,0.6,12m,36.67,47.22,0.776,0.894,1.379
25,15,45,15,0.6,12m,37.02,47.86,0.774,0.924,1.448
30,0,45,25,0.4,12m,35.14,45.55,0.772,0.906,1.414
15,10,45,30,0.3,12m,45.95,59.51,0.772,1.026,1.662
25,10,40,25,0.3,12m,40.57,52.7,0.77,0.962,1.505
30,5,50,15,0.6,12m-1m,35.32,45.84,0.77,0.895,1.398
25,0,50,25,0.3,12m-1m,35.04,45.52,0.77,0.88,1.395
30,0,40,30,0.7,12m-1m,35.49,46.13,0.769,0.906,1.419
30,10,45,15,0.8,12m-1m,42.38,55.16,0.768,1.006,1.552
25,15,50,10,0.5,12m-1m,38.33,49.94,0.767,0.946,1.436
20,5,40,35,0.3,12m-1m,35.59,46.44,0.766,0.889,1.375
30,15,45,10,0.5,12m-1m,32.97,43.05,0.766,0.864,1.352
5,15,70,10,0.8,12m-1m,46.14,60.28,0.765,1.013,1.464
20,15,55,10,0.7,12m,34.63,45.38,0.763,0.863,1.285
30,15,45,10,0.3,12m,36.34,47.81,0.76,0.922,1.426
0,0,65,35,0.8,12m,49.55,65.24,0.759,1.065,1.64
30,5,55,10,0.6,12m-1m,36.13,47.63,0.759,0.902,1.378
15,0,45,40,0.5,12m-1m,41.51,55.02,0.755,0.97,1.506
20,0,45,35,0.3,12m,37.2,49.28,0.755,0.908,1.424
20,10,60,10,0.4,12m,41.87,55.43,0.755,0.976,1.513
25,15,45,15,0.6,12m-1m,33.32,44.23,0.753,0.866,1.346
25,5,55,15,0.3,12m,41.55,55.19,0.753,0.97,1.597
20,15,40,25,0.3,12m-1m,40.02,53.14,0.753,0.954,1.429
20,0,50,30,0.4,12m-1m,43.02,57.18,0.752,0.991,1.563
15,0,50,35,0.4,12m,42.11,56.17,0.75,0.975,1.553
15,10,65,10,0.3,12m,39.85,53.22,0.749,0.943,1.492
30,5,40,25,0.6,12m,42.64,57.0,0.748,1.002,1.502
30,5,55,10,0.3,12m-1m,37.7,50.92,0.74,0.932,1.547
25,5,55,15,0.3,12m-1m,36.66,49.97,0.734,0.91,1.443
30,5,45,20,0.3,12m,34.0,46.5,0.731,0.881,1.385
0,10,50,40,0.3,12m-1m,38.86,53.49,0.726,0.936,1.477
25,0,40,35,0.3,12m,32.71,45.11,0.725,0.845,1.309
30,10,50,10,0.6,12m-1m,32.84,45.32,0.725,0.856,1.322
20,0,60,20,0.3,12m,41.74,57.68,0.724,0.97,1.584
20,0,45,35,0.4,12m-1m,39.73,54.85,0.724,0.951,1.476
15,15,60,10,0.3,12m,36.45,50.46,0.722,0.902,1.412
30,0,60,10,0.8,12m-1m,32.39,44.88,0.722,0.839,1.275
20,0,50,30,0.3,12m-1m,39.3,54.65,0.719,0.928,1.473
20,15,55,10,0.7,12m-1m,32.47,45.24,0.718,0.83,1.232
15,0,45,40,0.4,12m-1m,39.2,54.76,0.716,0.936,1.439
20,15,50,15,0.3,12m-1m,37.36,52.22,0.715,0.917,1.429
20,15,55,10,0.5,12m,33.61,47.08,0.714,0.846,1.291
15,15,60,10,0.3,12m-1m,35.85,50.28,0.713,0.887,1.405
20,5,65,10,0.3,12m-1m,37.32,52.37,0.713,0.911,1.454
15,15,60,10,0.8,12m-1m,41.5,58.24,0.713,0.956,1.373
0,15,75,10,0.8,12m,38.07,53.41,0.713,0.915,1.381
10,10,40,40,0.4,12m,34.72,48.68,0.713,0.866,1.342
15,0,45,40,0.3,12m,40.87,57.65,0.709,0.952,1.497
20,0,55,25,0.3,12m-1m,37.94,53.61,0.708,0.922,1.478
0,0,60,40,0.7,12m-1m,47.38,66.9,0.708,1.054,1.631
5,0,55,40,0.3,12m,43.73,61.98,0.706,0.991,1.603
20,0,45,35,0.3,12m-1m,37.09,53.04,0.699,0.904,1.395
10,15,65,10,0.8,12m,41.84,59.94,0.698,0.955,1.382
30,0,40,30,0.3,12m,28.46,40.84,0.697,0.777,1.206
5,15,70,10,0.8,12m,44.14,63.31,0.697,0.983,1.43
25,15,45,15,0.7,12m,37.85,54.65,0.693,0.924,1.413
30,15,40,15,0.8,12m,39.15,57.17,0.685,0.952,1.46
10,0,55,35,0.3,12m,39.29,57.63,0.682,0.928,1.454
25,10,50,15,0.3,12m-1m,38.05,56.28,0.676,0.938,1.458
20,15,55,10,0.4,12m-1m,31.54,46.66,0.676,0.828,1.29
25,15,50,10,0.8,12m,32.08,48.56,0.661,0.84,1.29
25,0,55,20,0.3,12m,34.77,53.47,0.65,0.875,1.419
30,5,55,10,0.8,12m-1m,28.61,44.34,0.645,0.777,1.203
30,10,50,10,0.7,12m,31.8,49.48,0.643,0.834,1.276
25,15,40,20,0.6,12m-1m,30.73,47.85,0.642,0.827,1.254
30,5,55,10,0.7,12m,30.85,48.21,0.64,0.812,1.24
30,15,45,10,0.7,12m-1m,31.65,49.65,0.637,0.845,1.322
25,15,45,15,0.8,12m-1m,35.4,55.74,0.635,0.885,1.359
20,15,55,10,0.3,12m-1m,32.35,51.19,0.632,0.836,1.313
0,10,75,15,0.8,12m,35.57,56.25,0.632,0.867,1.3
30,10,40,20,0.8,12m,37.23,58.96,0.631,0.908,1.379
25,10,45,20,0.3,12m,30.52,49.88,0.612,0.804,1.23
30,10,45,15,0.5,12m-1m,28.33,46.38,0.611,0.78,1.228
30,5,40,25,0.7,12m,33.36,55.7,0.599,0.857,1.292
10,0,50,40,0.3,12m,36.88,61.86,0.596,0.892,1.422
20,15,50,15,0.6,12m-1m,28.49,47.94,0.594,0.769,1.175
30,10,40,20,0.5,12m-1m,28.04,47.57,0.589,0.773,1.193
10,5,45,40,0.3,12m,33.52,56.88,0.589,0.841,1.326
25,15,50,10,0.4,12m-1m,30.43,51.83,0.587,0.81,1.238
20,15,50,15,0.7,12m-1m,29.08,49.94,0.582,0.775,1.154
25,15,50,10,0.3,12m-1m,29.56,51.1,0.579,0.799,1.207
30,15,45,10,0.7,12m,32.23,55.7,0.579,0.847,1.286
25,10,55,10,0.3,12m-1m,31.87,55.38,0.575,0.829,1.268
20,15,55,10,0.8,12m-1m,30.42,53.72,0.566,0.793,1.138
30,5,55,10,0.8,12m,27.16,48.16,0.564,0.756,1.159
25,15,50,10,0.8,12m-1m,26.29,47.73,0.551,0.741,1.136
20,15,55,10,0.3,12m,29.33,53.49,0.548,0.783,1.243
25,15,40,20,0.3,12m,32.12,59.55,0.539,0.834,1.275
25,10,55,10,0.8,12m-1m,32.98,61.34,0.538,0.839,1.288
30,0,40,30,0.4,12m-1m,24.0,44.71,0.537,0.709,1.078
30,5,55,10,0.7,12m-1m,29.49,55.26,0.534,0.795,1.21
10,5,45,40,0.4,12m,30.49,58.64,0.52,0.795,1.25
15,0,45,40,0.4,12m,28.19,55.05,0.512,0.76,1.18
15,0,50,35,0.3,12m,32.96,64.44,0.511,0.84,1.335
30,15,45,10,0.6,12m-1m,26.29,51.93,0.506,0.749,1.145
30,15,45,10,0.8,12m-1m,29.92,59.43,0.503,0.806,1.229
30,0,45,25,0.8,12m-1m,28.62,60.08,0.476,0.78,1.157
25,10,55,10,0.3,12m,29.71,63.09,0.471,0.796,1.235
25,15,50,10,0.7,12m-1m,26.82,57.29,0.468,0.75,1.13
15,5,45,35,0.3,12m,29.82,63.94,0.466,0.786,1.232
25,15,45,15,0.8,12m,27.04,58.38,0.463,0.75,1.154
30,10,50,10,0.8,12m,24.7,57.05,0.433,0.719,1.09
30,15,45,10,0.8,12m,24.8,68.67,0.361,0.71,1.036
30,10,50,10,0.7,12m-1m,19.64,57.7,0.34,0.626,0.951
20,15,50,15,0.8,12m-1m,21.56,65.09,0.331,0.647,0.923
30,10,50,10,0.8,12m-1m,19.15,62.18,0.308,0.616,0.941
