combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,10,30,50,-19.77,77.54,-0.255,0.057,0.049
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,15,20,50,-0.93,71.82,-0.013,0.361,0.322
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,25,45,-8.24,56.75,-0.145,0.109,0.108
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,5,20,50,-15.18,73.88,-0.205,0.034,0.03
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,10,20,60,3.61,66.82,0.054,0.445,0.396
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,15,10,30,45,-21.51,77.61,-0.277,-0.055,-0.051
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,20,10,15,55,12.46,62.89,0.198,0.583,0.514
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,25,10,25,40,-2.62,57.13,-0.046,0.233,0.235
rev_z+rev_accel_z+gp_growth_z,0.6/0.3/0.1,10,5,25,60,-1.48,72.57,-0.02,0.355,0.327
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,25,50,-3.21,64.85,-0.05,0.295,0.269
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,20,50,-6.72,68.53,-0.098,0.219,0.19
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,20,55,-9.09,65.92,-0.138,0.174,0.157
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,10,20,45,-7.01,59.48,-0.118,0.13,0.125
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,5,20,60,-6.91,71.17,-0.097,0.245,0.219
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,5,25,50,-23.1,77.33,-0.299,-0.147,-0.133
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,10,30,50,-11.29,70.06,-0.161,0.17,0.156
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,15,20,50,-6.51,72.82,-0.089,0.279,0.246
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,25,45,-11.91,70.21,-0.17,0.122,0.111
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,5,20,50,-11.93,72.72,-0.164,0.109,0.097
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,10,20,60,-4.31,75.66,-0.057,0.405,0.34
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,15,10,30,45,-16.38,72.17,-0.227,0.079,0.075
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,20,10,15,55,19.89,55.63,0.357,0.672,0.638
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,25,10,25,40,-4.3,54.8,-0.078,0.205,0.213
rev_z+rev_accel_z+op_margin_z,0.5/0.3/0.2,10,5,25,60,-18.97,73.5,-0.258,0.061,0.052
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,25,50,-5.2,66.63,-0.078,0.257,0.233
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,20,50,9.36,65.35,0.143,0.528,0.477
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,20,55,6.63,64.94,0.102,0.48,0.433
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,10,20,45,-7.31,68.21,-0.107,0.214,0.19
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,20,60,-11.28,69.08,-0.163,0.127,0.114
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,5,25,50,-22.58,76.83,-0.294,-0.135,-0.122
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,10,30,50,-12.5,69.82,-0.179,0.142,0.129
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,15,20,50,16.24,64.08,0.253,0.607,0.589
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,25,45,-8.33,66.71,-0.125,0.197,0.179
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,5,20,50,-7.97,75.37,-0.106,0.202,0.178
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,10,20,60,-12.49,76.96,-0.162,0.253,0.216
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,10,30,45,-11.96,64.02,-0.187,0.032,0.032
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,15,55,11.12,66.37,0.168,0.559,0.495
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,10,25,40,-8.06,54.83,-0.147,0.115,0.113
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,10,5,25,60,-10.55,69.48,-0.152,0.167,0.148
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,25,50,-17.17,71.21,-0.241,0.024,0.021
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,20,50,0.9,62.17,0.014,0.313,0.296
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,20,55,-7.56,70.94,-0.107,0.256,0.225
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,10,20,45,-2.03,56.74,-0.036,0.237,0.229
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,20,60,-8.09,72.04,-0.112,0.221,0.198
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,5,25,50,-18.12,72.31,-0.251,-0.018,-0.017
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,30,50,-14.89,66.97,-0.222,0.034,0.032
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,15,20,50,-1.52,65.38,-0.023,0.282,0.265
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,25,45,-7.32,59.37,-0.123,0.126,0.124
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,5,20,50,-16.42,71.79,-0.229,0.007,0.007
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,20,60,-12.46,71.4,-0.175,0.155,0.135
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,30,45,-18.66,66.71,-0.28,-0.105,-0.105
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,15,55,9.74,60.04,0.162,0.491,0.462
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,10,25,40,-6.77,60.08,-0.113,0.142,0.147
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,25,60,-16.3,74.13,-0.22,0.122,0.106
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,25,50,-1.76,64.34,-0.027,0.325,0.297
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,20,50,-5.56,65.52,-0.085,0.249,0.222
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,20,55,-5.5,67.01,-0.082,0.25,0.226
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,10,20,45,2.08,66.95,0.031,0.398,0.354
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,20,60,-14.0,70.61,-0.198,0.062,0.055
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,5,25,50,-16.65,72.18,-0.231,0.006,0.005
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,30,50,-12.64,60.91,-0.207,0.016,0.016
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,15,20,50,19.69,59.94,0.328,0.669,0.64
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,25,45,-9.89,66.34,-0.149,0.163,0.146
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,5,20,50,-6.29,73.35,-0.086,0.235,0.204
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,20,60,-2.97,66.34,-0.045,0.299,0.268
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,30,45,-14.83,60.33,-0.246,-0.033,-0.033
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,15,55,14.84,58.26,0.255,0.587,0.542
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,10,25,40,-13.78,56.53,-0.244,-0.023,-0.023
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,25,60,-20.44,77.06,-0.265,0.038,0.033
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,25,50,-10.08,67.17,-0.15,0.155,0.142
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,20,50,1.42,58.97,0.024,0.326,0.309
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,20,55,-15.43,73.49,-0.21,0.088,0.076
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,10,20,45,3.16,58.67,0.054,0.362,0.341
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,20,60,-6.95,69.69,-0.1,0.216,0.195
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,5,25,50,-22.42,73.76,-0.304,-0.135,-0.121
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,30,50,-10.94,67.96,-0.161,0.133,0.127
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,15,20,50,14.63,59.03,0.248,0.576,0.567
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,25,45,-13.59,69.58,-0.195,0.084,0.077
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,5,20,50,-15.76,69.73,-0.226,0.024,0.021
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,20,60,-1.23,71.91,-0.017,0.38,0.339
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,30,45,-11.04,58.12,-0.19,0.059,0.061
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,15,55,23.89,57.49,0.416,0.745,0.697
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,10,25,40,-16.09,57.2,-0.281,-0.086,-0.086
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,25,60,-18.64,79.34,-0.235,0.187,0.16
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,25,50,-4.11,67.79,-0.061,0.277,0.249
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,20,50,4.52,67.31,0.067,0.442,0.394
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,20,55,6.33,66.12,0.096,0.475,0.431
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,10,20,45,2.35,64.65,0.036,0.402,0.353
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,20,60,3.48,72.85,0.048,0.423,0.379
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,5,25,50,-5.85,74.61,-0.078,0.253,0.243
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,30,50,-11.45,71.68,-0.16,0.174,0.163
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,15,20,50,6.77,69.74,0.097,0.483,0.439
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,25,45,14.89,53.94,0.276,0.571,0.582
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,5,20,50,2.21,70.39,0.031,0.4,0.36
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,20,60,-1.5,68.43,-0.022,0.351,0.314
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,30,45,-11.17,66.68,-0.167,0.047,0.048
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,15,55,21.76,62.36,0.349,0.734,0.656
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,10,25,40,-7.18,65.28,-0.11,0.137,0.136
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,25,60,-10.32,72.06,-0.143,0.173,0.152
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,25,50,-5.61,60.62,-0.092,0.201,0.194
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,20,50,2.06,61.14,0.034,0.338,0.32
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,20,55,-10.45,71.79,-0.146,0.196,0.172
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,10,20,45,-5.61,57.32,-0.098,0.176,0.165
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,20,60,-29.29,84.0,-0.349,-0.058,-0.049
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,5,25,50,-4.94,57.12,-0.086,0.175,0.174
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,30,50,-16.22,66.57,-0.244,0.004,0.004
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,15,20,50,17.8,56.66,0.314,0.609,0.677
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,25,45,-18.86,60.85,-0.31,-0.134,-0.129
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,5,20,50,-17.37,68.31,-0.254,-0.019,-0.017
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,20,60,-14.9,73.72,-0.202,0.116,0.107
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,30,45,-16.8,63.0,-0.267,-0.046,-0.045
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,15,55,12.26,56.99,0.215,0.539,0.504
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,10,25,40,-10.96,61.34,-0.179,0.078,0.074
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,25,60,-21.25,74.8,-0.284,0.018,0.016
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,25,50,-4.81,68.18,-0.071,0.262,0.237
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,20,50,-4.37,68.7,-0.064,0.269,0.236
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,20,55,-1.48,64.2,-0.023,0.328,0.293
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,25,10,20,45,4.78,57.08,0.084,0.383,0.377
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,20,60,0.01,69.29,0.0,0.38,0.336
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,5,25,50,-1.79,62.29,-0.029,0.249,0.256
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,10,30,50,-10.4,69.53,-0.15,0.187,0.171
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,15,20,50,-7.79,72.25,-0.108,0.253,0.221
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,25,45,-7.94,57.48,-0.138,0.112,0.111
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,25,5,20,50,1.92,64.17,0.03,0.322,0.311
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,10,20,60,1.88,67.25,0.028,0.414,0.368
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,30,45,-30.63,78.52,-0.39,-0.284,-0.262
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,15,55,22.51,61.81,0.364,0.748,0.663
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,25,10,25,40,-4.9,58.2,-0.084,0.185,0.187
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,5,25,60,-9.99,71.03,-0.141,0.181,0.16
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,10,25,50,-14.91,71.93,-0.207,0.079,0.071
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,10,20,50,-3.26,63.92,-0.051,0.289,0.256
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,10,20,55,-4.1,67.16,-0.061,0.325,0.284
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,25,10,20,45,-4.36,58.79,-0.074,0.189,0.18
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,5,20,60,1.31,68.46,0.019,0.402,0.352
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,5,25,50,-15.28,62.49,-0.245,-0.075,-0.073
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,10,30,50,-21.08,73.85,-0.285,-0.052,-0.047
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,15,20,50,7.45,61.04,0.122,0.46,0.438
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,10,25,45,-9.77,61.31,-0.159,0.068,0.067
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,25,5,20,50,4.57,56.02,0.082,0.376,0.36
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,10,20,60,1.04,66.89,0.016,0.399,0.347
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,10,30,45,-18.16,67.0,-0.271,-0.098,-0.098
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,10,15,55,3.1,67.59,0.046,0.434,0.384
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,25,10,25,40,-17.02,57.99,-0.294,-0.106,-0.103
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,5,25,60,1.58,65.79,0.024,0.407,0.355
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,10,25,50,-6.7,68.94,-0.097,0.258,0.233
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,10,20,50,-9.69,65.87,-0.147,0.161,0.145
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,10,20,55,3.64,62.69,0.058,0.426,0.379
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,25,10,20,45,5.49,57.04,0.096,0.396,0.374
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,5,20,60,5.3,67.63,0.078,0.455,0.405
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,5,25,50,-15.6,61.87,-0.252,-0.072,-0.071
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,10,30,50,-26.04,78.32,-0.332,-0.125,-0.112
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,15,20,50,-10.72,68.87,-0.156,0.176,0.161
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,10,25,45,-7.71,60.8,-0.127,0.129,0.127
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,25,5,20,50,-4.32,57.75,-0.075,0.187,0.181
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,10,20,60,7.95,66.13,0.12,0.521,0.462
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,10,30,45,-26.87,76.41,-0.352,-0.186,-0.168
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,10,15,55,10.55,62.25,0.169,0.55,0.49
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,25,10,25,40,-3.83,54.31,-0.07,0.22,0.224
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,5,25,60,-2.52,67.26,-0.037,0.333,0.294
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,10,25,50,-16.78,72.49,-0.231,0.069,0.062
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,10,20,50,-16.33,71.55,-0.228,0.058,0.051
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,10,20,55,-1.46,68.26,-0.021,0.374,0.326
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,25,10,20,45,-7.66,51.88,-0.148,0.113,0.109
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,5,20,60,-3.48,70.39,-0.049,0.307,0.265
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,5,25,50,-24.59,73.19,-0.336,-0.163,-0.146
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,10,30,50,-11.44,64.23,-0.178,0.058,0.056
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,15,20,50,6.48,60.31,0.107,0.441,0.419
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,10,25,45,-15.29,60.75,-0.252,-0.014,-0.014
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,25,5,20,50,0.56,60.0,0.009,0.291,0.281
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,10,20,60,0.17,68.31,0.002,0.404,0.348
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,10,30,45,-19.96,68.56,-0.291,-0.141,-0.139
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,10,15,55,-1.3,71.9,-0.018,0.374,0.324
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,25,10,25,40,-14.99,62.42,-0.24,-0.058,-0.057
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,5,25,60,-1.81,67.74,-0.027,0.343,0.297
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,10,25,50,-0.99,65.34,-0.015,0.333,0.308
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,10,20,50,4.26,57.52,0.074,0.374,0.357
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,10,20,55,-4.08,65.43,-0.062,0.277,0.249
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,25,10,20,45,-13.02,65.71,-0.198,0.099,0.088
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,5,20,60,2.81,68.5,0.041,0.408,0.362
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,5,25,50,-19.48,63.08,-0.309,-0.171,-0.163
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,10,30,50,-16.02,73.22,-0.219,0.105,0.096
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,15,20,50,-9.58,70.11,-0.137,0.224,0.197
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,10,25,45,-18.79,69.44,-0.271,-0.023,-0.022
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,25,5,20,50,-10.18,65.1,-0.156,0.059,0.055
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,10,20,60,3.55,68.7,0.052,0.465,0.404
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,10,30,45,-25.35,72.0,-0.352,-0.131,-0.122
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,10,15,55,1.21,67.83,0.018,0.422,0.364
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,25,10,25,40,-19.81,62.43,-0.317,-0.163,-0.158
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,5,25,60,2.33,71.04,0.033,0.423,0.371
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,10,25,50,-10.21,73.05,-0.14,0.207,0.184
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,10,20,50,-10.53,68.09,-0.155,0.194,0.168
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,10,20,55,-7.86,71.44,-0.11,0.25,0.217
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,25,10,20,45,-1.22,53.23,-0.023,0.263,0.254
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,5,20,60,-4.22,71.17,-0.059,0.295,0.262
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,5,25,50,-19.8,71.41,-0.277,-0.038,-0.033
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,10,30,50,-16.2,68.92,-0.235,-0.054,-0.051
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,15,20,50,3.19,63.51,0.05,0.378,0.354
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,10,25,45,-8.75,66.88,-0.131,0.135,0.13
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,25,5,20,50,-3.93,57.01,-0.069,0.195,0.187
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,10,20,60,-3.49,71.95,-0.049,0.335,0.291
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,10,30,45,-22.7,68.13,-0.333,-0.197,-0.194
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,10,15,55,-5.63,67.67,-0.083,0.291,0.252
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,25,10,25,40,-10.41,52.13,-0.2,0.062,0.062
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,5,25,60,1.71,69.35,0.025,0.409,0.355
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,10,25,50,-14.55,68.3,-0.213,0.091,0.081
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,10,20,50,9.91,65.56,0.151,0.538,0.484
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,10,20,55,6.35,66.02,0.096,0.475,0.421
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,25,10,20,45,7.51,57.41,0.131,0.436,0.423
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,5,20,60,-1.78,67.14,-0.026,0.324,0.292
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,5,25,50,6.9,61.5,0.112,0.424,0.422
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,10,30,50,-11.5,77.6,-0.148,0.192,0.176
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,15,20,50,-3.95,66.3,-0.06,0.27,0.247
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,10,25,45,1.4,54.98,0.025,0.314,0.31
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,25,5,20,50,3.7,59.24,0.062,0.358,0.34
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,10,20,60,-3.63,66.31,-0.055,0.31,0.272
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,10,30,45,-16.32,65.66,-0.249,-0.062,-0.06
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,10,15,55,15.38,62.76,0.245,0.634,0.561
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,25,10,25,40,-6.78,58.86,-0.115,0.15,0.154
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,5,25,60,-1.74,69.9,-0.025,0.345,0.301
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,10,25,50,-11.14,68.24,-0.163,0.079,0.075
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,20,10,20,50,7.04,58.52,0.12,0.451,0.42
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,10,20,55,-9.7,72.39,-0.134,0.212,0.187
