gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,cfo_growth_z,0.0,40,10,30,20,6m,-14.16,55.93,-0.253,-0.131,-0.147
rev_z,cfo_growth_z,0.0,40,10,30,20,6m-1m,-24.23,65.69,-0.369,-0.44,-0.471
rev_z,cfo_growth_z,0.0,40,10,30,20,12m,-22.02,64.01,-0.344,-0.301,-0.31
rev_z,cfo_growth_z,0.0,40,10,30,20,12m-1m,-27.77,69.64,-0.399,-0.464,-0.477
rev_z,cfo_growth_z,0.0,35,15,25,25,6m,-30.76,72.07,-0.427,-0.508,-0.524
rev_z,cfo_growth_z,0.0,35,15,25,25,6m-1m,-23.8,68.91,-0.345,-0.313,-0.312
rev_z,cfo_growth_z,0.0,35,15,25,25,12m,-27.71,67.91,-0.408,-0.441,-0.442
rev_z,cfo_growth_z,0.0,35,15,25,25,12m-1m,-33.46,75.26,-0.445,-0.631,-0.622
rev_z,cfo_growth_z,0.0,30,10,30,30,6m,-21.87,63.58,-0.344,-0.305,-0.32
rev_z,cfo_growth_z,0.0,30,10,30,30,6m-1m,-10.8,54.33,-0.199,-0.015,-0.016
rev_z,cfo_growth_z,0.0,30,10,30,30,12m,-8.48,54.12,-0.157,0.069,0.074
rev_z,cfo_growth_z,0.0,30,10,30,30,12m-1m,-1.84,58.41,-0.031,0.219,0.237
rev_z,cfo_growth_z,0.0,10,40,30,20,6m,-20.1,57.44,-0.35,-0.362,-0.465
rev_z,cfo_growth_z,0.0,10,40,30,20,6m-1m,-17.72,58.7,-0.302,-0.224,-0.277
rev_z,cfo_growth_z,0.0,10,40,30,20,12m,-26.28,68.22,-0.385,-0.414,-0.469
rev_z,cfo_growth_z,0.0,10,40,30,20,12m-1m,-26.22,69.46,-0.377,-0.407,-0.452
rev_z,cfo_growth_z,0.0,15,35,25,25,6m,-13.23,53.45,-0.248,-0.129,-0.161
rev_z,cfo_growth_z,0.0,15,35,25,25,6m-1m,-22.94,65.89,-0.348,-0.444,-0.588
rev_z,cfo_growth_z,0.0,15,35,25,25,12m,-12.52,61.32,-0.204,-0.049,-0.059
rev_z,cfo_growth_z,0.0,15,35,25,25,12m-1m,1.93,52.07,0.037,0.263,0.354
rev_z,cfo_growth_z,0.0,20,30,20,30,6m,-35.9,75.81,-0.473,-0.671,-0.646
rev_z,cfo_growth_z,0.0,20,30,20,30,6m-1m,-29.4,70.59,-0.417,-0.471,-0.451
rev_z,cfo_growth_z,0.0,20,30,20,30,12m,-16.95,58.26,-0.291,-0.139,-0.151
rev_z,cfo_growth_z,0.0,20,30,20,30,12m-1m,-23.46,65.02,-0.361,-0.265,-0.277
rev_z,cfo_growth_z,0.0,10,10,60,20,6m,-32.83,68.6,-0.479,-0.765,-1.012
rev_z,cfo_growth_z,0.0,10,10,60,20,6m-1m,-21.18,53.27,-0.398,-0.346,-0.5
rev_z,cfo_growth_z,0.0,10,10,60,20,12m,-22.54,58.62,-0.385,-0.396,-0.563
rev_z,cfo_growth_z,0.0,10,10,60,20,12m-1m,-22.2,59.91,-0.371,-0.393,-0.565
rev_z,cfo_growth_z,0.0,15,5,50,30,6m,-14.55,53.13,-0.274,-0.212,-0.308
rev_z,cfo_growth_z,0.0,15,5,50,30,6m-1m,-14.18,52.15,-0.272,-0.141,-0.179
rev_z,cfo_growth_z,0.0,15,5,50,30,12m,3.78,45.02,0.084,0.293,0.418
rev_z,cfo_growth_z,0.0,15,5,50,30,12m-1m,-16.54,61.51,-0.269,-0.222,-0.274
rev_z,cfo_growth_z,0.0,5,5,70,20,6m,-27.87,64.29,-0.433,-0.501,-0.688
rev_z,cfo_growth_z,0.0,5,5,70,20,6m-1m,-21.32,63.74,-0.334,-0.302,-0.424
rev_z,cfo_growth_z,0.0,5,5,70,20,12m,-20.04,55.69,-0.36,-0.234,-0.34
rev_z,cfo_growth_z,0.0,5,5,70,20,12m-1m,-30.18,63.78,-0.473,-0.522,-0.714
