regime,atk,def,cal,cagr,mdd,sharpe,sortino,switches
SLOPE120_20w_5d,V25Q0G40M35,V30Q15G25M30,2.415,104.46,43.26,0.848,3.779,15
MA150_7d,V25Q0G40M35,V30Q15G25M30,2.414,106.15,43.97,0.714,4.293,15
MA150_7d,V25Q0G40M35,V30Q15G25M30,2.414,106.15,43.97,0.714,4.293,15
MA150_15d,V20Q0G45M35,V30Q15G25M30,2.414,115.83,47.98,0.735,4.383,11
MA150_15d,V20Q0G45M35,V30Q15G25M30,2.414,115.83,47.98,0.735,4.383,11
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.413,102.36,42.43,1.094,3.353,14
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.413,102.36,42.43,1.094,3.353,14
SLOPE200_5w_3d,V20Q0G45M35,V20Q0G35M45,2.412,99.72,41.35,0.842,3.769,19
SLOPE200_5w_10d,V20Q0G45M35,V20Q0G35M45,2.411,99.68,41.35,0.842,3.732,10
MOM180_3d,V20Q0G45M35,V20Q0G35M45,2.411,99.7,41.35,0.842,3.744,23
MA100_7d,V25Q0G40M35,V30Q15G25M30,2.41,104.04,43.17,0.708,4.255,17
MA100_7d,V25Q0G40M35,V30Q15G25M30,2.41,104.04,43.17,0.708,4.255,17
DD25pct_10d,V20Q0G45M35,V20Q0G35M45,2.409,94.25,39.12,1.047,3.27,8
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.408,102.15,42.43,0.693,4.279,25
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.408,102.15,42.43,0.693,4.279,25
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.408,94.22,39.12,1.042,3.252,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.408,94.22,39.12,1.042,3.252,13
MA100_15d,V20Q0G45M35,V30Q15G25M30,2.408,105.75,43.92,0.705,4.208,15
MA100_15d,V20Q0G45M35,V30Q15G25M30,2.408,105.75,43.92,0.705,4.208,15
DD10pct_3d,V20Q0G45M35,V20Q0G35M45,2.406,104.11,43.27,0.86,3.815,32
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.406,94.89,39.44,0.677,3.944,86
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.406,94.89,39.44,0.677,3.944,86
SLOPE200_5w_10d,V20Q0G45M35,V20Q0G35M45,2.406,99.5,41.35,0.841,3.732,10
RSI14_45_10d,V25Q0G40M35,V30Q15G25M30,2.404,109.71,45.63,0.725,4.226,43
RSI14_45_10d,V25Q0G40M35,V30Q15G25M30,2.404,109.71,45.63,0.725,4.226,43
RSI21_40_3d,V20Q0G45M35,V20Q0G35M45,2.404,97.26,40.45,0.831,3.651,51
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.402,93.96,39.12,1.043,3.187,11
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.402,93.96,39.12,1.043,3.187,11
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.402,104.27,43.4,0.706,4.408,33
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.402,104.27,43.4,0.706,4.408,33
DD20pct_10d,V20Q0G45M35,V20Q0G35M45,2.401,93.93,39.12,1.044,3.244,10
VOL60_30pct_10d,V20Q0G45M35,V20Q0G35M45,2.4,93.92,39.12,1.044,3.259,7
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.4,93.91,39.12,1.04,3.242,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.4,93.91,39.12,1.04,3.242,15
VOL60_30pct_3d,V20Q0G45M35,V30Q15G25M30,2.399,93.84,39.12,1.042,3.289,9
VOL60_30pct_3d,V20Q0G45M35,V30Q15G25M30,2.399,93.84,39.12,1.042,3.289,9
SLOPE200_5w_10d,V20Q0G45M35,V20Q0G35M45,2.399,99.19,41.35,0.84,3.735,10
MA250_3d,V20Q0G45M35,V20Q0G35M45,2.398,101.1,42.15,0.848,3.722,21
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.397,93.77,39.12,1.043,3.178,11
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.397,93.77,39.12,1.043,3.178,11
SLOPE200_10w_10d,V20Q0G45M35,V20Q0G35M45,2.397,99.12,41.35,0.84,3.663,10
MA150_7d,V25Q0G40M35,V30Q15G25M30,2.397,101.37,42.3,0.701,4.224,15
MA150_7d,V25Q0G40M35,V30Q15G25M30,2.397,101.37,42.3,0.701,4.224,15
DD25pct_5d,V20Q0G45M35,V20Q0G35M45,2.394,93.67,39.12,1.043,3.234,12
SLOPE200_10w_10d,V20Q0G45M35,V20Q0G35M45,2.393,98.94,41.35,0.839,3.662,10
MA120_7d,V25Q0G40M35,V30Q15G25M30,2.392,104.73,43.79,0.71,4.256,17
MA120_7d,V25Q0G40M35,V30Q15G25M30,2.392,104.73,43.79,0.71,4.256,17
MOM90_10d,V20Q0G45M35,V30Q15G25M30,2.392,102.47,42.84,1.092,3.258,15
MOM90_10d,V20Q0G45M35,V30Q15G25M30,2.392,102.47,42.84,1.092,3.258,15
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.391,95.19,39.81,0.679,3.956,86
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.391,95.19,39.81,0.679,3.956,86
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.39,93.5,39.12,1.038,3.24,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.39,93.5,39.12,1.038,3.24,15
RSI21_40_3d,V20Q0G45M35,V20Q0G35M45,2.389,92.12,38.57,0.81,3.579,51
DD15pct_3d,V25Q0G40M35,V20Q0G35M45,2.388,94.1,39.41,0.809,3.571,22
DD20pct_5d,V20Q0G45M35,V20Q0G35M45,2.388,100.27,41.99,1.082,3.391,14
SLOPE200_20w_5d,V20Q0G45M35,V20Q0G35M45,2.388,98.73,41.35,0.838,3.659,10
MOM180_3d,V20Q0G45M35,V20Q0G35M45,2.388,98.73,41.35,0.838,3.715,23
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.387,93.38,39.12,1.041,3.267,8
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.387,93.38,39.12,1.041,3.267,8
GC20x200_5d,V20Q0G45M35,V30Q15G25M30,2.387,114.54,47.98,0.731,4.379,13
GC20x200_5d,V20Q0G45M35,V30Q15G25M30,2.387,114.54,47.98,0.731,4.379,13
MA250_7d,V25Q0G40M35,V30Q15G25M30,2.387,103.52,43.36,0.706,4.244,13
MA250_7d,V25Q0G40M35,V30Q15G25M30,2.387,103.52,43.36,0.706,4.244,13
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.386,104.11,43.63,0.702,4.151,29
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.386,104.11,43.63,0.702,4.151,29
GC50x150_5d,V20Q0G45M35,V30Q15G25M30,2.386,93.35,39.12,1.039,3.214,11
GC50x150_5d,V20Q0G45M35,V30Q15G25M30,2.386,93.35,39.12,1.039,3.214,11
SLOPE200_10w_10d,V20Q0G45M35,V20Q0G35M45,2.386,98.64,41.35,0.838,3.665,10
MA100_15d,V20Q0G45M35,V30Q15G25M30,2.386,104.77,43.92,0.703,4.187,15
MA100_15d,V20Q0G45M35,V30Q15G25M30,2.386,104.77,43.92,0.703,4.187,15
RSI21_45_10d,V20Q0G45M35,V30Q15G25M30,2.385,103.76,43.5,0.7,4.177,31
RSI21_45_10d,V20Q0G45M35,V30Q15G25M30,2.385,103.76,43.5,0.7,4.177,31
MA250_5d,V20Q0G45M35,V20Q0G35M45,2.385,98.84,41.44,0.839,3.661,17
VOL20_20pct_5d,V20Q0G45M35,V20Q0G35M45,2.385,95.65,40.11,1.053,3.226,37
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.384,93.26,39.12,1.036,3.231,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.384,93.26,39.12,1.036,3.231,13
MA200_10d,V25Q0G40M35,V30Q15G25M30,2.382,100.88,42.34,0.699,4.22,13
MA200_10d,V25Q0G40M35,V30Q15G25M30,2.382,100.88,42.34,0.699,4.22,13
RSI14_50_10d,V25Q0G40M35,V30Q15G25M30,2.381,97.88,41.11,0.692,4.071,47
RSI14_50_10d,V25Q0G40M35,V30Q15G25M30,2.381,97.88,41.11,0.692,4.071,47
MOM252_5d,V20Q0G45M35,V20Q0G35M45,2.381,98.45,41.35,0.837,3.698,13
RSI21_50_5d,V20Q0G45M35,V30Q15G25M30,2.38,102.23,42.96,0.698,4.162,64
RSI21_50_5d,V20Q0G45M35,V30Q15G25M30,2.38,102.23,42.96,0.698,4.162,64
MOM252_10d,V20Q0G45M35,V20Q0G35M45,2.38,98.4,41.35,0.837,3.601,12
MA250_5d,V20Q0G45M35,V20Q0G35M45,2.379,98.58,41.44,0.838,3.67,17
RSI14_40_10d,V25Q0G40M35,V30Q15G25M30,2.378,98.11,41.25,0.692,4.007,37
RSI14_40_10d,V25Q0G40M35,V30Q15G25M30,2.378,98.11,41.25,0.692,4.007,37
DD15pct_10d,V25Q0G40M35,V30Q15G25M30,2.377,102.82,43.26,0.703,4.153,12
DD15pct_10d,V25Q0G40M35,V30Q15G25M30,2.377,102.82,43.26,0.703,4.153,12
RSI21_45_10d,V20Q0G45M35,V30Q15G25M30,2.377,103.43,43.5,0.699,4.183,31
RSI21_45_10d,V20Q0G45M35,V30Q15G25M30,2.377,103.43,43.5,0.699,4.183,31
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.377,93.0,39.12,1.035,3.235,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.377,93.0,39.12,1.035,3.235,15
SLOPE120_20w_10d,V20Q0G45M35,V20Q0G35M45,2.377,95.16,40.03,1.048,3.268,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.377,93.0,39.12,1.034,3.24,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.377,93.0,39.12,1.034,3.24,13
DD15pct_5d,V25Q0G40M35,V30Q15G25M30,2.376,118.74,49.98,0.748,4.362,16
DD15pct_5d,V25Q0G40M35,V30Q15G25M30,2.376,118.74,49.98,0.748,4.362,16
SLOPE200_5w_3d,V20Q0G45M35,V20Q0G35M45,2.375,98.19,41.35,0.835,3.739,19
MOM252_10d,V20Q0G45M35,V20Q0G35M45,2.375,98.2,41.35,0.836,3.6,12
MA120_3d,V20Q0G45M35,V20Q0G35M45,2.373,106.61,44.92,0.871,3.784,21
VOL60_30pct_3d,V20Q0G45M35,V20Q0G35M45,2.372,92.82,39.12,1.037,3.263,9
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.371,92.78,39.12,1.037,3.263,12
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.371,92.78,39.12,1.037,3.263,12
VOL20_25pct_5d,V20Q0G45M35,V20Q0G35M45,2.37,91.18,38.47,1.027,3.214,19
RSI14_40_3d,V20Q0G45M35,V20Q0G35M45,2.37,101.58,42.86,0.85,3.722,79
DD25pct_10d,V20Q0G45M35,V20Q0G35M45,2.368,92.66,39.12,1.037,3.223,8
DD20pct_5d,V25Q0G40M35,V30Q15G25M30,2.367,107.55,45.44,0.862,3.741,14
DD20pct_5d,V25Q0G40M35,V30Q15G25M30,2.367,107.55,45.44,0.862,3.741,14
SLOPE200_5w_3d,V20Q0G45M35,V20Q0G35M45,2.367,97.87,41.35,0.834,3.739,19
VOL20_25pct_3d,V20Q0G45M35,V20Q0G35M45,2.366,93.03,39.32,1.038,3.253,23
RSI14_55_3d,V25Q0G40M35,V30Q15G25M30,2.366,93.89,39.69,0.682,4.005,86
RSI14_55_3d,V25Q0G40M35,V30Q15G25M30,2.366,93.89,39.69,0.682,4.005,86
MOM252_10d,V20Q0G45M35,V20Q0G35M45,2.363,97.69,41.35,0.834,3.6,12
DD10pct_3d,V20Q0G45M35,V20Q0G35M45,2.362,102.21,43.27,0.852,3.781,32
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.361,100.16,42.43,1.081,3.351,12
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.361,100.16,42.43,1.081,3.351,12
MA120_7d,V25Q0G40M35,V30Q15G25M30,2.358,100.35,42.55,0.698,4.189,17
MA120_7d,V25Q0G40M35,V30Q15G25M30,2.358,100.35,42.55,0.698,4.189,17
SLOPE200_5w_3d,V20Q0G45M35,V20Q0G35M45,2.357,97.46,41.35,0.832,3.739,19
VOL20_25pct_5d,V20Q0G45M35,V20Q0G35M45,2.355,90.59,38.47,1.023,3.215,19
DD15pct_10d,V25Q0G40M35,V30Q15G25M30,2.355,101.87,43.26,0.7,4.156,12
DD15pct_10d,V25Q0G40M35,V30Q15G25M30,2.355,101.87,43.26,0.7,4.156,12
MA150_3d,V20Q0G45M35,V20Q0G35M45,2.355,100.5,42.68,0.846,3.713,33
MOM120_10d,V20Q0G45M35,V30Q15G25M30,2.355,98.57,41.85,1.068,3.287,15
MOM120_10d,V20Q0G45M35,V30Q15G25M30,2.355,98.57,41.85,1.068,3.287,15
RSI21_45_5d,V25Q0G40M35,V30Q15G25M30,2.354,103.93,44.16,0.71,4.117,63
RSI21_45_5d,V25Q0G40M35,V30Q15G25M30,2.354,103.93,44.16,0.71,4.117,63
RSI14_55_3d,V25Q0G40M35,V30Q15G25M30,2.352,94.19,40.05,0.684,4.018,86
RSI14_55_3d,V25Q0G40M35,V30Q15G25M30,2.352,94.19,40.05,0.684,4.018,86
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.352,92.03,39.12,1.032,3.143,11
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.352,92.03,39.12,1.032,3.143,11
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.352,100.94,42.92,0.697,4.337,33
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.352,100.94,42.92,0.697,4.337,33
RSI21_45_5d,V20Q0G45M35,V30Q15G25M30,2.351,107.67,45.81,0.712,4.26,63
RSI21_45_5d,V20Q0G45M35,V30Q15G25M30,2.351,107.67,45.81,0.712,4.26,63
SLOPE120_5w_3d,V25Q0G40M35,V30Q15G25M30,2.351,104.27,44.35,0.708,4.294,23
SLOPE120_5w_3d,V25Q0G40M35,V30Q15G25M30,2.351,104.27,44.35,0.708,4.294,23
SLOPE120_10w_10d,V20Q0G45M35,V20Q0G35M45,2.35,98.56,41.94,1.069,3.314,15
VOL20_30pct_3d,V20Q0G45M35,V20Q0G35M45,2.349,89.41,38.06,1.016,3.202,17
DD20pct_3d,V20Q0G45M35,V30Q15G25M30,2.349,112.71,47.98,1.151,3.437,20
DD20pct_3d,V20Q0G45M35,V30Q15G25M30,2.349,112.71,47.98,1.151,3.437,20
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.348,117.41,50.0,0.739,4.455,13
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.348,117.41,50.0,0.739,4.455,13
SLOPE200_20w_5d,V20Q0G45M35,V20Q0G35M45,2.348,97.09,41.35,0.831,3.628,10
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.347,91.83,39.12,1.032,3.239,8
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.347,91.83,39.12,1.032,3.239,8
VOL60_30pct_3d,V20Q0G45M35,V30Q15G25M30,2.346,91.79,39.12,1.029,3.233,9
VOL60_30pct_3d,V20Q0G45M35,V30Q15G25M30,2.346,91.79,39.12,1.029,3.233,9
MOM120_3d,V25Q0G40M35,V30Q15G25M30,2.346,104.02,44.35,0.707,4.261,25
MOM120_3d,V25Q0G40M35,V30Q15G25M30,2.346,104.02,44.35,0.707,4.261,25
VOL20_30pct_3d,V20Q0G45M35,V20Q0G35M45,2.345,89.23,38.06,1.015,3.178,17
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.345,99.47,42.43,1.076,3.354,12
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.345,99.47,42.43,1.076,3.354,12
RSI14_45_3d,V25Q0G40M35,V20Q0G35M45,2.345,93.96,40.07,0.811,3.566,93
SLOPE200_20w_5d,V20Q0G45M35,V20Q0G35M45,2.344,96.91,41.35,0.83,3.628,10
DD10pct_3d,V20Q0G45M35,V20Q0G35M45,2.343,101.36,43.27,0.849,3.779,32
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.343,91.65,39.12,1.027,3.201,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.343,91.65,39.12,1.027,3.201,15
DD10pct_3d,V20Q0G45M35,V20Q0G35M45,2.341,101.29,43.27,0.849,3.77,32
GC50x150_5d,V20Q0G45M35,V20Q0G35M45,2.34,99.85,42.67,1.077,3.364,11
SLOPE120_10w_10d,V20Q0G45M35,V20Q0G35M45,2.34,98.14,41.94,1.067,3.313,15
DD20pct_3d,V25Q0G40M35,V20Q0G35M45,2.339,95.39,40.79,0.814,3.636,20
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.339,110.76,47.35,0.721,4.327,23
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.339,110.76,47.35,0.721,4.327,23
VOL60_30pct_10d,V20Q0G45M35,V20Q0G35M45,2.338,91.47,39.12,1.029,3.234,7
SLOPE200_20w_5d,V20Q0G45M35,V20Q0G35M45,2.336,96.61,41.35,0.829,3.63,10
VOL60_30pct_5d,V20Q0G45M35,V20Q0G35M45,2.335,91.35,39.12,1.028,3.235,9
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.335,99.09,42.43,1.075,3.318,14
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.335,99.09,42.43,1.075,3.318,14
DD20pct_10d,V20Q0G45M35,V20Q0G35M45,2.334,91.32,39.12,1.028,3.217,10
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.334,92.05,39.44,0.668,3.891,86
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.334,92.05,39.44,0.668,3.891,86
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.334,91.3,39.12,1.025,3.216,11
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.334,91.3,39.12,1.025,3.216,11
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.334,91.31,39.12,1.026,3.183,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.334,91.31,39.12,1.026,3.183,15
MOM252_5d,V20Q0G45M35,V20Q0G35M45,2.334,96.52,41.35,0.828,3.662,13
RSI14_50_3d,V25Q0G40M35,V30Q15G25M30,2.333,101.05,43.31,0.703,4.127,98
RSI14_50_3d,V25Q0G40M35,V30Q15G25M30,2.333,101.05,43.31,0.703,4.127,98
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.333,100.14,42.92,0.695,4.323,33
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.333,100.14,42.92,0.695,4.323,33
VOL20_20pct_3d,V20Q0G45M35,V20Q0G35M45,2.333,90.8,38.92,1.024,3.195,37
VOL20_25pct_5d,V20Q0G45M35,V20Q0G35M45,2.332,89.73,38.47,1.017,3.195,19
DD20pct_5d,V20Q0G45M35,V20Q0G35M45,2.332,97.91,41.99,1.068,3.36,14
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.331,91.2,39.12,1.026,3.185,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.331,91.2,39.12,1.026,3.185,13
VOL60_30pct_10d,V20Q0G45M35,V30Q15G25M30,2.33,91.17,39.12,1.028,3.211,7
VOL60_30pct_10d,V20Q0G45M35,V30Q15G25M30,2.33,91.17,39.12,1.028,3.211,7
VOL60_30pct_10d,V20Q0G45M35,V30Q15G25M30,2.33,91.17,39.12,1.028,3.211,7
VOL60_30pct_10d,V20Q0G45M35,V30Q15G25M30,2.33,91.17,39.12,1.028,3.211,7
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.33,101.67,43.63,0.695,4.138,29
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.33,101.67,43.63,0.695,4.138,29
MOM180_5d,V20Q0G45M35,V20Q0G35M45,2.33,99.61,42.75,0.842,3.721,21
VOL20_20pct_3d,V20Q0G45M35,V20Q0G35M45,2.33,89.95,38.61,1.018,3.177,37
DD25pct_5d,V20Q0G45M35,V20Q0G35M45,2.329,91.11,39.12,1.027,3.207,12
SLOPE120_5w_10d,V25Q0G40M35,V30Q15G25M30,2.328,100.72,43.26,0.699,4.249,15
SLOPE120_5w_10d,V25Q0G40M35,V30Q15G25M30,2.328,100.72,43.26,0.699,4.249,15
MA150_10d,V25Q0G40M35,V30Q15G25M30,2.327,103.31,44.39,0.705,4.24,15
MA150_10d,V25Q0G40M35,V30Q15G25M30,2.327,103.31,44.39,0.705,4.24,15
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.327,100.49,43.17,0.696,4.323,33
VOL20_15pct_10d,V20Q0G45M35,V30Q15G25M30,2.327,100.49,43.17,0.696,4.323,33
MOM252_5d,V20Q0G45M35,V20Q0G35M45,2.326,96.19,41.35,0.827,3.66,13
RSI14_50_5d,V20Q0G45M35,V20Q0G35M45,2.323,102.94,44.31,0.856,3.768,82
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.323,90.9,39.12,1.024,3.181,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.323,90.9,39.12,1.024,3.181,15
MA120_3d,V20Q0G45M35,V20Q0G35M45,2.322,104.28,44.92,0.862,3.721,21
VOL20_30pct_5d,V20Q0G45M35,V20Q0G35M45,2.321,90.98,39.19,1.026,3.25,17
VOL20_25pct_3d,V20Q0G45M35,V20Q0G35M45,2.32,91.21,39.32,1.027,3.208,23
VOL60_30pct_3d,V20Q0G45M35,V20Q0G35M45,2.32,90.77,39.12,1.024,3.206,9
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.32,101.22,43.63,0.693,4.121,29
GC20x60_10d,V20Q0G45M35,V30Q15G25M30,2.32,101.22,43.63,0.693,4.121,29
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.319,92.35,39.81,0.67,3.902,86
RSI14_55_3d,V20Q0G45M35,V30Q15G25M30,2.319,92.35,39.81,0.67,3.902,86
VOL60_20pct_5d,V25Q0G40M35,V30Q15G25M30,2.318,99.56,42.94,0.833,3.683,19
VOL60_20pct_5d,V25Q0G40M35,V30Q15G25M30,2.318,99.56,42.94,0.833,3.683,19
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.318,90.67,39.12,1.023,3.123,11
GC50x150_3d,V20Q0G45M35,V30Q15G25M30,2.318,90.67,39.12,1.023,3.123,11
MA250_10d,V25Q0G40M35,V30Q15G25M30,2.318,98.66,42.57,0.693,4.187,11
MA250_10d,V25Q0G40M35,V30Q15G25M30,2.318,98.66,42.57,0.693,4.187,11
MOM60_5d,V25Q0G40M35,V30Q15G25M30,2.314,98.76,42.67,0.693,4.157,21
MOM60_5d,V25Q0G40M35,V30Q15G25M30,2.314,98.76,42.67,0.693,4.157,21
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.313,109.53,47.35,0.718,4.303,23
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.313,109.53,47.35,0.718,4.303,23
MOM252_5d,V20Q0G45M35,V20Q0G35M45,2.313,95.66,41.35,0.825,3.659,13
RSI21_40_10d,V25Q0G40M35,V30Q15G25M30,2.312,105.04,45.44,0.711,4.144,25
RSI21_40_10d,V25Q0G40M35,V30Q15G25M30,2.312,105.04,45.44,0.711,4.144,25
GC50x150_5d,V20Q0G45M35,V30Q15G25M30,2.311,90.42,39.12,1.022,3.167,11
GC50x150_5d,V20Q0G45M35,V30Q15G25M30,2.311,90.42,39.12,1.022,3.167,11
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.311,90.41,39.12,1.021,3.176,15
SLOPE120_10w_10d,V20Q0G45M35,V30Q15G25M30,2.311,90.41,39.12,1.021,3.176,15
MOM120_10d,V20Q0G45M35,V30Q15G25M30,2.311,96.74,41.85,1.057,3.25,15
MOM120_10d,V20Q0G45M35,V30Q15G25M30,2.311,96.74,41.85,1.057,3.25,15
VOL20_30pct_3d,V25Q0G40M35,V20Q0G35M45,2.31,92.89,40.21,0.805,3.474,17
DD25pct_5d,V25Q0G40M35,V30Q15G25M30,2.31,99.92,43.26,0.834,3.585,12
DD25pct_5d,V25Q0G40M35,V30Q15G25M30,2.31,99.92,43.26,0.834,3.585,12
MA100_3d,V20Q0G45M35,V20Q0G35M45,2.31,103.78,44.92,0.86,3.74,25
RSI14_50_3d,V25Q0G40M35,V30Q15G25M30,2.309,101.73,44.06,0.705,4.15,98
RSI14_50_3d,V25Q0G40M35,V30Q15G25M30,2.309,101.73,44.06,0.705,4.15,98
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.308,90.28,39.12,1.022,3.213,8
DD25pct_10d,V20Q0G45M35,V30Q15G25M30,2.308,90.28,39.12,1.022,3.213,8
DD25pct_10d,V20Q0G45M35,V20Q0G35M45,2.307,90.27,39.12,1.022,3.199,8
GC50x150_10d,V20Q0G45M35,V20Q0G35M45,2.307,101.48,43.98,1.087,3.397,11
MOM90_10d,V20Q0G45M35,V20Q0G35M45,2.307,101.29,43.9,1.085,3.316,15
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.306,90.21,39.12,1.018,3.2,11
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.306,90.21,39.12,1.018,3.2,11
MA120_3d,V20Q0G45M35,V20Q0G35M45,2.305,103.53,44.92,0.859,3.724,21
MOM60_3d,V25Q0G40M35,V30Q15G25M30,2.305,96.81,42.0,0.688,4.136,27
MOM60_3d,V25Q0G40M35,V30Q15G25M30,2.305,96.81,42.0,0.688,4.136,27
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.304,90.16,39.12,1.019,3.164,13
SLOPE120_20w_10d,V20Q0G45M35,V30Q15G25M30,2.304,90.16,39.12,1.019,3.164,13
DD20pct_10d,V25Q0G40M35,V30Q15G25M30,2.303,99.63,43.26,0.832,3.544,10
DD20pct_10d,V25Q0G40M35,V30Q15G25M30,2.303,99.63,43.26,0.832,3.544,10
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.3,90.0,39.12,1.017,3.181,11
GC60x200_10d,V20Q0G45M35,V30Q15G25M30,2.3,90.0,39.12,1.017,3.181,11
SLOPE120_5w_5d,V20Q0G45M35,V30Q15G25M30,2.299,111.35,48.43,0.723,4.352,23
SLOPE120_5w_5d,V20Q0G45M35,V30Q15G25M30,2.299,111.35,48.43,0.723,4.352,23
SLOPE120_5w_5d,V20Q0G45M35,V30Q15G25M30,2.298,111.3,48.43,0.722,4.344,23
SLOPE120_5w_5d,V20Q0G45M35,V30Q15G25M30,2.298,111.3,48.43,0.722,4.344,23
MOM180_5d,V20Q0G45M35,V20Q0G35M45,2.298,98.26,42.75,0.836,3.691,21
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.297,97.45,42.43,1.065,3.284,12
DD25pct_3d,V20Q0G45M35,V30Q15G25M30,2.297,97.45,42.43,1.065,3.284,12
GC20x200_3d,V25Q0G40M35,V30Q15G25M30,2.297,104.06,45.3,0.708,4.241,13
GC20x200_3d,V25Q0G40M35,V30Q15G25M30,2.297,104.06,45.3,0.708,4.241,13
VOL20_25pct_10d,V20Q0G45M35,V20Q0G35M45,2.296,95.07,41.41,1.051,3.283,19
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.296,108.72,47.35,0.715,4.29,23
SLOPE120_10w_5d,V20Q0G45M35,V30Q15G25M30,2.296,108.72,47.35,0.715,4.29,23
