regime,atk,def,cal,cagr,mdd,sharpe,sortino,switches
MA150_3d,V25Q0G40M35,V30Q15G25M30,2.85,115.46,40.51,0.739,4.46,33
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.849,136.68,47.98,0.788,4.746,16
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.849,136.68,47.98,0.788,4.746,16
RSI21_45_3d,V20Q0G45M35,V30Q15G25M30,2.847,121.63,42.72,0.751,4.492,83
RSI21_45_3d,V20Q0G45M35,V30Q15G25M30,2.847,121.63,42.72,0.751,4.492,83
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.845,116.19,40.83,0.735,4.438,21
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.845,116.19,40.83,0.735,4.438,21
DD15pct_3d,V20Q0G45M35,V20Q0G35M45,2.844,109.41,38.47,0.88,3.915,22
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.842,124.8,43.92,0.758,4.635,23
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.842,124.8,43.92,0.758,4.635,23
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.841,119.47,42.05,0.745,4.487,47
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.841,119.47,42.05,0.745,4.487,47
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.841,124.76,43.92,0.758,4.625,23
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.841,124.76,43.92,0.758,4.625,23
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.84,111.13,39.12,1.143,3.597,12
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.84,111.13,39.12,1.143,3.597,12
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.838,115.49,40.69,0.735,4.431,82
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.838,115.49,40.69,0.735,4.431,82
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.838,120.41,42.43,0.746,4.548,13
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.838,120.41,42.43,0.746,4.548,13
RSI14_45_3d,V25Q0G40M35,V30Q15G25M30,2.837,113.66,40.07,0.737,4.33,93
RSI14_45_3d,V25Q0G40M35,V30Q15G25M30,2.837,113.66,40.07,0.737,4.33,93
MOM252_10d,V25Q0G40M35,V30Q15G25M30,2.837,109.41,38.57,0.723,4.359,12
MOM252_10d,V25Q0G40M35,V30Q15G25M30,2.837,109.41,38.57,0.723,4.359,12
DD15pct_3d,V25Q0G40M35,V30Q15G25M30,2.836,122.91,43.35,0.759,4.431,22
DD15pct_3d,V25Q0G40M35,V30Q15G25M30,2.836,122.91,43.35,0.759,4.431,22
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.835,110.9,39.12,0.721,4.49,15
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.835,110.9,39.12,0.721,4.49,15
RSI14_40_3d,V20Q0G45M35,V30Q15G25M30,2.834,114.87,40.53,0.732,4.473,79
RSI14_40_3d,V20Q0G45M35,V30Q15G25M30,2.834,114.87,40.53,0.732,4.473,79
RSI14_55_10d,V20Q0G45M35,V30Q15G25M30,2.834,112.74,39.79,0.728,4.157,42
RSI14_55_10d,V20Q0G45M35,V30Q15G25M30,2.834,112.74,39.79,0.728,4.157,42
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.831,120.46,42.55,0.746,4.443,51
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.831,120.46,42.55,0.746,4.443,51
DD15pct_3d,V20Q0G45M35,V30Q15G25M30,2.829,124.23,43.92,0.755,4.604,22
DD15pct_3d,V20Q0G45M35,V30Q15G25M30,2.829,124.23,43.92,0.755,4.604,22
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.826,110.55,39.12,0.718,4.481,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.826,110.55,39.12,0.718,4.481,11
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.823,110.46,39.12,0.72,4.473,15
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.823,110.46,39.12,0.72,4.473,15
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.82,118.57,42.05,0.743,4.464,47
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.82,118.57,42.05,0.743,4.464,47
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.818,119.91,42.55,0.745,4.452,51
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.818,119.91,42.55,0.745,4.452,51
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.815,119.42,42.43,0.743,4.594,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.815,119.42,42.43,0.743,4.594,13
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.815,110.12,39.12,0.718,4.487,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.815,110.12,39.12,0.718,4.487,11
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.81,125.18,44.55,0.758,4.569,43
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.81,125.18,44.55,0.758,4.569,43
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.81,114.46,40.73,0.732,4.415,82
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.81,114.46,40.73,0.732,4.415,82
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.81,109.95,39.12,0.717,4.482,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.81,109.95,39.12,0.717,4.482,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.81,109.94,39.12,0.717,4.488,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.81,109.94,39.12,0.717,4.488,11
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.807,123.28,43.92,0.754,4.614,23
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.807,123.28,43.92,0.754,4.614,23
RSI14_55_10d,V20Q0G45M35,V30Q15G25M30,2.806,111.66,39.79,0.725,4.158,42
RSI14_55_10d,V20Q0G45M35,V30Q15G25M30,2.806,111.66,39.79,0.725,4.158,42
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.805,127.28,45.38,0.764,4.592,43
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.805,127.28,45.38,0.764,4.592,43
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.805,117.93,42.05,0.741,4.437,47
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.805,117.93,42.05,0.741,4.437,47
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.805,109.76,39.12,0.717,4.476,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.805,109.76,39.12,0.717,4.476,11
MA250_10d,V20Q0G45M35,V30Q15G25M30,2.805,114.08,40.67,0.729,4.433,11
MA250_10d,V20Q0G45M35,V30Q15G25M30,2.805,114.08,40.67,0.729,4.433,11
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.804,114.87,40.96,0.733,4.42,35
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.804,114.87,40.96,0.733,4.42,35
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.804,109.69,39.12,0.716,4.491,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.804,109.69,39.12,0.716,4.491,11
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.798,118.73,42.43,0.741,4.601,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.798,118.73,42.43,0.741,4.601,13
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.798,108.71,38.85,0.716,4.319,86
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.798,108.71,38.85,0.716,4.319,86
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.797,122.85,43.92,0.753,4.514,13
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.797,122.85,43.92,0.753,4.514,13
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.796,113.32,40.53,0.726,4.339,43
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.796,113.32,40.53,0.726,4.339,43
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.796,122.8,43.92,0.753,4.599,23
MOM120_5d,V20Q0G45M35,V30Q15G25M30,2.796,122.8,43.92,0.753,4.599,23
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.794,108.57,38.85,0.715,4.319,86
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.794,108.57,38.85,0.715,4.319,86
MA250_10d,V20Q0G45M35,V30Q15G25M30,2.794,113.65,40.67,0.728,4.443,11
MA250_10d,V20Q0G45M35,V30Q15G25M30,2.794,113.65,40.67,0.728,4.443,11
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.792,133.96,47.98,0.781,4.732,16
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.792,133.96,47.98,0.781,4.732,16
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.791,112.83,40.43,0.725,4.418,32
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.791,112.83,40.43,0.725,4.418,32
RSI14_45_3d,V20Q0G45M35,V20Q0G35M45,2.791,106.37,38.11,0.87,3.817,93
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.788,121.53,43.6,0.75,4.548,73
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.788,121.53,43.6,0.75,4.548,73
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.786,119.36,42.84,0.743,4.487,37
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.786,119.36,42.84,0.743,4.487,37
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.786,109.01,39.12,0.714,4.466,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.786,109.01,39.12,0.714,4.466,11
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.786,122.37,43.92,0.752,4.516,13
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.786,122.37,43.92,0.752,4.516,13
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.785,118.18,42.43,0.738,4.575,25
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.785,118.18,42.43,0.738,4.575,25
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.785,114.07,40.96,0.731,4.381,35
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.785,114.07,40.96,0.731,4.381,35
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.783,108.89,39.12,0.715,4.45,15
SLOPE120_5w_10d,V20Q0G45M35,V30Q15G25M30,2.783,108.89,39.12,0.715,4.45,15
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.779,108.72,39.12,0.714,4.468,11
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.779,108.72,39.12,0.714,4.468,11
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.777,108.65,39.12,1.129,3.535,12
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.777,108.65,39.12,1.129,3.535,12
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.777,112.95,40.67,0.728,4.374,82
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.777,112.95,40.67,0.728,4.374,82
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.775,108.57,39.12,0.713,4.455,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.775,108.57,39.12,0.713,4.455,11
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.774,118.75,42.8,0.743,4.473,73
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.774,118.75,42.8,0.743,4.473,73
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.773,118.77,42.84,0.741,4.47,37
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.773,118.77,42.84,0.741,4.47,37
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.773,108.49,39.12,0.713,4.466,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.773,108.49,39.12,0.713,4.466,11
RSI21_50_10d,V25Q0G40M35,V30Q15G25M30,2.771,115.83,41.8,0.741,4.41,35
RSI21_50_10d,V25Q0G40M35,V30Q15G25M30,2.771,115.83,41.8,0.741,4.41,35
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.771,113.51,40.96,0.729,4.384,35
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.771,113.51,40.96,0.729,4.384,35
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.769,108.35,39.12,0.713,4.458,11
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.769,108.35,39.12,0.713,4.458,11
RSI21_40_3d,V25Q0G40M35,V30Q15G25M30,2.768,116.6,42.13,0.743,4.324,51
RSI21_40_3d,V25Q0G40M35,V30Q15G25M30,2.768,116.6,42.13,0.743,4.324,51
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.764,112.04,40.53,0.723,4.323,43
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.764,112.04,40.53,0.723,4.323,43
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.763,108.09,39.12,0.712,4.466,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.763,108.09,39.12,0.712,4.466,11
RSI14_50_3d,V20Q0G45M35,V30Q15G25M30,2.762,116.91,42.33,0.739,4.317,98
RSI14_50_3d,V20Q0G45M35,V30Q15G25M30,2.762,116.91,42.33,0.739,4.317,98
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.761,108.01,39.12,0.712,4.467,11
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.761,108.01,39.12,0.712,4.467,11
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.76,116.04,42.05,0.736,4.43,47
RSI14_50_10d,V20Q0G45M35,V30Q15G25M30,2.76,116.04,42.05,0.736,4.43,47
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.759,117.04,42.43,1.175,3.613,14
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.759,117.04,42.43,1.175,3.613,14
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.759,107.95,39.12,0.711,4.442,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.759,107.95,39.12,0.711,4.442,11
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.755,116.88,42.43,0.736,4.576,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.755,116.88,42.43,0.736,4.576,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.755,116.91,42.43,0.736,4.577,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.755,116.91,42.43,0.736,4.577,13
SLOPE200_10w_3d,V20Q0G45M35,V30Q15G25M30,2.754,121.2,44.01,0.748,4.534,15
SLOPE200_10w_3d,V20Q0G45M35,V30Q15G25M30,2.754,121.2,44.01,0.748,4.534,15
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.751,113.65,41.32,0.728,4.392,21
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.751,113.65,41.32,0.728,4.392,21
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.749,111.94,40.71,0.726,4.358,82
RSI14_50_5d,V20Q0G45M35,V30Q15G25M30,2.749,111.94,40.71,0.726,4.358,82
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.748,112.58,40.96,0.726,4.358,35
GC20x60_3d,V20Q0G45M35,V30Q15G25M30,2.748,112.58,40.96,0.726,4.358,35
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.748,107.51,39.12,0.709,4.417,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.748,107.51,39.12,0.709,4.417,11
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.746,124.61,45.38,0.757,4.55,43
RSI14_45_10d,V20Q0G45M35,V30Q15G25M30,2.746,124.61,45.38,0.757,4.55,43
RSI21_45_5d,V20Q0G45M35,V30Q15G25M30,2.746,125.51,45.71,0.76,4.543,63
RSI21_45_5d,V20Q0G45M35,V30Q15G25M30,2.746,125.51,45.71,0.76,4.543,63
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.744,116.73,42.55,0.735,4.405,51
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.744,116.73,42.55,0.735,4.405,51
RSI14_40_5d,V20Q0G45M35,V30Q15G25M30,2.743,110.9,40.43,0.72,4.39,51
RSI14_40_5d,V20Q0G45M35,V30Q15G25M30,2.743,110.9,40.43,0.72,4.39,51
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.742,110.85,40.43,0.72,4.386,32
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.742,110.85,40.43,0.72,4.386,32
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.742,107.28,39.12,0.708,4.427,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.742,107.28,39.12,0.708,4.427,11
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.739,107.17,39.12,0.709,4.436,11
GC50x200_10d,V20Q0G45M35,V30Q15G25M30,2.739,107.17,39.12,0.709,4.436,11
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.738,120.25,43.92,0.746,4.478,13
GC20x200_3d,V20Q0G45M35,V30Q15G25M30,2.738,120.25,43.92,0.746,4.478,13
DD20pct_3d,V20Q0G45M35,V20Q0G35M45,2.735,105.05,38.42,1.11,3.51,20
RSI21_45_3d,V20Q0G45M35,V30Q15G25M30,2.735,122.16,44.66,0.752,4.501,83
RSI21_45_3d,V20Q0G45M35,V30Q15G25M30,2.735,122.16,44.66,0.752,4.501,83
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.735,116.04,42.43,0.734,4.488,13
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.735,116.04,42.43,0.734,4.488,13
DD15pct_3d,V20Q0G45M35,V20Q0G35M45,2.734,106.0,38.77,0.867,3.85,22
DD20pct_10d,V20Q0G45M35,V30Q15G25M30,2.733,106.91,39.12,1.122,3.501,10
DD20pct_10d,V20Q0G45M35,V30Q15G25M30,2.733,106.91,39.12,1.122,3.501,10
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.733,106.92,39.12,0.707,4.417,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.733,106.92,39.12,0.707,4.417,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.733,106.91,39.12,0.707,4.423,11
GC50x200_3d,V20Q0G45M35,V30Q15G25M30,2.733,106.91,39.12,0.707,4.423,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.733,106.92,39.12,0.708,4.416,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.733,106.92,39.12,0.708,4.416,11
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.732,119.22,43.63,0.744,4.506,25
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.732,119.22,43.63,0.744,4.506,25
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.731,106.86,39.12,0.707,4.431,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.731,106.86,39.12,0.707,4.431,11
RSI14_50_3d,V20Q0G45M35,V30Q15G25M30,2.73,117.64,43.09,0.741,4.34,98
RSI14_50_3d,V20Q0G45M35,V30Q15G25M30,2.73,117.64,43.09,0.741,4.34,98
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.729,130.94,47.98,0.773,4.669,16
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.729,130.94,47.98,0.773,4.669,16
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.729,115.77,42.43,0.732,4.513,25
RSI21_40_10d,V20Q0G45M35,V30Q15G25M30,2.729,115.77,42.43,0.732,4.513,25
SLOPE200_20w_5d,V25Q0G40M35,V30Q15G25M30,2.728,110.02,40.33,0.724,4.382,10
SLOPE200_20w_5d,V25Q0G40M35,V30Q15G25M30,2.728,110.02,40.33,0.724,4.382,10
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.727,114.41,41.96,0.731,4.43,23
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.727,114.41,41.96,0.731,4.43,23
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.726,114.39,41.96,0.731,4.438,23
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.726,114.39,41.96,0.731,4.438,23
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.722,110.33,40.53,0.718,4.282,43
RSI21_40_5d,V20Q0G45M35,V30Q15G25M30,2.722,110.33,40.53,0.718,4.282,43
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.722,106.49,39.12,0.706,4.408,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.722,106.49,39.12,0.706,4.408,11
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.722,115.49,42.43,0.732,4.444,13
MOM60_10d,V20Q0G45M35,V30Q15G25M30,2.722,115.49,42.43,0.732,4.444,13
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.722,118.78,43.63,0.742,4.509,25
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.722,118.78,43.63,0.742,4.509,25
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.72,109.96,40.43,0.717,4.387,32
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.72,109.96,40.43,0.717,4.387,32
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.72,105.67,38.85,0.707,4.264,86
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.72,105.67,38.85,0.707,4.264,86
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.718,109.89,40.43,0.717,4.374,32
DD10pct_3d,V20Q0G45M35,V30Q15G25M30,2.718,109.89,40.43,0.717,4.374,32
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.717,106.3,39.12,0.706,4.423,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.717,106.3,39.12,0.706,4.423,11
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.716,130.29,47.98,0.771,4.672,16
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.716,130.29,47.98,0.771,4.672,16
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.716,105.53,38.85,0.706,4.264,86
RSI21_50_3d,V20Q0G45M35,V30Q15G25M30,2.716,105.53,38.85,0.706,4.264,86
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.716,112.21,41.32,0.724,4.363,21
MOM180_5d,V20Q0G45M35,V30Q15G25M30,2.716,112.21,41.32,0.724,4.363,21
MA120_15d,V20Q0G45M35,V30Q15G25M30,2.715,119.23,43.92,0.743,4.452,15
MA120_15d,V20Q0G45M35,V30Q15G25M30,2.715,119.23,43.92,0.743,4.452,15
SLOPE200_10w_3d,V20Q0G45M35,V30Q15G25M30,2.714,119.47,44.01,0.744,4.502,15
SLOPE200_10w_3d,V20Q0G45M35,V30Q15G25M30,2.714,119.47,44.01,0.744,4.502,15
DD15pct_3d,V20Q0G45M35,V20Q0G35M45,2.713,105.46,38.87,0.865,3.844,22
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.713,116.23,42.84,0.734,4.466,37
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.713,116.23,42.84,0.734,4.466,37
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.713,118.37,43.63,0.741,4.483,25
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.713,118.37,43.63,0.741,4.483,25
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.711,116.13,42.84,0.734,4.45,37
RSI14_40_10d,V20Q0G45M35,V30Q15G25M30,2.711,116.13,42.84,0.734,4.45,37
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.71,115.99,42.8,0.735,4.454,73
RSI14_45_5d,V20Q0G45M35,V30Q15G25M30,2.71,115.99,42.8,0.735,4.454,73
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.709,105.98,39.12,0.704,4.408,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.709,105.98,39.12,0.704,4.408,11
MA250_15d,V20Q0G45M35,V30Q15G25M30,2.709,118.97,43.92,0.742,4.483,10
MA250_15d,V20Q0G45M35,V30Q15G25M30,2.709,118.97,43.92,0.742,4.483,10
DD10pct_5d,V20Q0G45M35,V30Q15G25M30,2.708,116.81,43.13,0.736,4.493,23
DD10pct_5d,V20Q0G45M35,V30Q15G25M30,2.708,116.81,43.13,0.736,4.493,23
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.707,105.9,39.12,1.113,3.509,12
DD25pct_5d,V20Q0G45M35,V30Q15G25M30,2.707,105.9,39.12,1.113,3.509,12
MA120_15d,V20Q0G45M35,V30Q15G25M30,2.705,118.82,43.92,0.742,4.421,15
MA120_15d,V20Q0G45M35,V30Q15G25M30,2.705,118.82,43.92,0.742,4.421,15
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.705,118.0,43.63,0.74,4.502,25
MOM120_3d,V20Q0G45M35,V30Q15G25M30,2.705,118.0,43.63,0.74,4.502,25
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.704,114.71,42.43,0.73,4.536,13
DD10pct_10d,V20Q0G45M35,V30Q15G25M30,2.704,114.71,42.43,0.73,4.536,13
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.703,129.69,47.98,0.77,4.664,16
DD15pct_5d,V20Q0G45M35,V30Q15G25M30,2.703,129.69,47.98,0.77,4.664,16
GC60x200_3d,V20Q0G45M35,V30Q15G25M30,2.703,105.77,39.12,0.705,4.411,11
GC60x200_3d,V20Q0G45M35,V30Q15G25M30,2.703,105.77,39.12,0.705,4.411,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.703,105.75,39.12,0.704,4.395,11
GC60x200_5d,V20Q0G45M35,V30Q15G25M30,2.703,105.75,39.12,0.704,4.395,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.699,105.58,39.12,0.703,4.408,11
GC50x200_5d,V20Q0G45M35,V30Q15G25M30,2.699,105.58,39.12,0.703,4.408,11
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.699,113.24,41.96,0.727,4.426,23
MOM180_3d,V20Q0G45M35,V30Q15G25M30,2.699,113.24,41.96,0.727,4.426,23
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.698,114.48,42.43,1.16,3.584,14
DD20pct_5d,V20Q0G45M35,V30Q15G25M30,2.698,114.48,42.43,1.16,3.584,14
DD20pct_10d,V20Q0G45M35,V30Q15G25M30,2.698,105.56,39.12,1.113,3.48,10
DD20pct_10d,V20Q0G45M35,V30Q15G25M30,2.698,105.56,39.12,1.113,3.48,10
SLOPE120_5w_3d,V20Q0G45M35,V30Q15G25M30,2.698,116.38,43.13,0.736,4.484,23
SLOPE120_5w_3d,V20Q0G45M35,V30Q15G25M30,2.698,116.38,43.13,0.736,4.484,23
RSI14_55_5d,V20Q0G45M35,V30Q15G25M30,2.697,105.81,39.24,0.709,4.107,66
RSI14_55_5d,V20Q0G45M35,V30Q15G25M30,2.697,105.81,39.24,0.709,4.107,66
SLOPE200_20w_5d,V25Q0G40M35,V30Q15G25M30,2.697,106.79,39.59,0.715,4.338,10
SLOPE200_20w_5d,V25Q0G40M35,V30Q15G25M30,2.697,106.79,39.59,0.715,4.338,10
RSI14_45_3d,V20Q0G45M35,V20Q0G35M45,2.696,102.75,38.11,0.855,3.768,93
RSI21_40_3d,V20Q0G45M35,V30Q15G25M30,2.696,114.72,42.55,0.73,4.381,51
