sub1,sub2,ratio,avg_cal,avg_cagr,avg_sharpe,avg_sortino,min_cal,borda
gp_growth_z,cfo_growth_z,0.1,0.6714,28.062,0.8321999999999999,1.2166000000000001,0.296,172.0
oca_z,cfo_growth_z,0.05,0.649,27.432,0.8211999999999999,1.1964,0.361,171.0
oca_z,cfo_growth_z,0.1,0.6644,28.279999999999994,0.8344000000000001,1.2196000000000002,0.298,171.0
gp_growth_z,cfo_growth_z,0.3,0.7274,27.314,0.8134,1.185,0.326,170.0
rev_z,cfo_growth_z,0.15,0.6164,27.6,0.8234,1.2024000000000001,0.348,168.5
rev_z,cfo_growth_z,0.05,0.6452,27.522000000000002,0.8234,1.203,0.321,162.0
gp_growth_z,cfo_growth_z,0.95,0.7126,28.315999999999995,0.8262,1.1854,0.251,154.0
gp_growth_z,op_margin_z,0.9,0.7074,28.68,0.8304,1.1952,0.186,153.0
gp_growth_z,cfo_growth_z,0.9,0.7124,26.660000000000004,0.8004,1.1460000000000001,0.307,137.5
oca_z,cfo_growth_z,0.0,0.6458,27.332,0.82,1.186,0.3,129.5
rev_accel_z,cfo_growth_z,0.0,0.6458,27.332,0.82,1.186,0.3,129.5
op_margin_z,cfo_growth_z,0.0,0.6458,27.332,0.82,1.186,0.3,129.5
rev_z,cfo_growth_z,0.0,0.6458,27.332,0.82,1.186,0.3,129.5
gp_growth_z,cfo_growth_z,0.0,0.6458,27.332,0.82,1.186,0.3,129.5
gp_growth_z,cfo_growth_z,0.5,0.6522,26.534000000000002,0.796,1.1534,0.333,123.5
rev_z,cfo_growth_z,0.25,0.6756,27.556,0.8156000000000001,1.1798,0.224,114.0
gp_growth_z,cfo_growth_z,0.75,0.6614,27.73,0.818,1.174,0.232,107.0
gp_growth_z,op_margin_z,0.95,0.6508,28.04,0.8176,1.1789999999999998,0.179,99.0
rev_accel_z,gp_growth_z,0.6,0.584,24.494,0.7646000000000001,1.0946,0.377,98.5
rev_accel_z,gp_growth_z,0.4,0.6336,26.977999999999998,0.7984,1.1503999999999999,0.3,98.5
rev_accel_z,gp_growth_z,0.65,0.583,25.986,0.7946,1.1280000000000001,0.344,96.0
gp_growth_z,cfo_growth_z,0.45,0.671,26.498,0.7942,1.1446,0.278,94.0
rev_accel_z,gp_growth_z,0.55,0.48819999999999997,22.808,0.7282,1.0314,0.42,93.0
rev_accel_z,cfo_growth_z,0.05,0.6318,26.477999999999998,0.8019999999999999,1.171,0.281,90.0
gp_growth_z,cfo_growth_z,0.6,0.576,25.869999999999997,0.7822,1.1172,0.346,89.0
rev_accel_z,cfo_growth_z,0.1,0.6702,26.803999999999995,0.799,1.1662000000000001,0.092,80.0
gp_growth_z,cfo_growth_z,0.05,0.6312,26.391999999999996,0.8,1.1622,0.25,72.0
gp_growth_z,cfo_growth_z,0.35,0.6088,24.598000000000003,0.7604,1.0988,0.308,71.5
op_margin_z,cfo_growth_z,0.05,0.5916,25.948,0.7928,1.1428,0.288,68.0
gp_growth_z,cfo_growth_z,0.55,0.5236,24.546,0.7548,1.0757999999999999,0.323,67.0
rev_accel_z,gp_growth_z,0.45,0.6104,26.286,0.7896,1.1346,0.256,57.0
rev_accel_z,gp_growth_z,0.35,0.6296,25.762,0.7659999999999999,1.0916000000000001,0.123,34.0
rev_accel_z,gp_growth_z,0.5,0.5514,23.366,0.7334,1.0433999999999999,0.261,28.0
gp_growth_z,cfo_growth_z,0.4,0.5646,23.75,0.7398,1.0654,0.216,21.0
