gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
gp_growth_z,op_margin_z,0.0,40,10,30,20,6m,-13.7,62.24,-0.22,0.003,0.003
gp_growth_z,op_margin_z,0.0,40,10,30,20,6m-1m,-3.86,70.02,-0.055,0.253,0.251
gp_growth_z,op_margin_z,0.0,40,10,30,20,12m,-14.69,79.38,-0.185,-0.009,-0.009
gp_growth_z,op_margin_z,0.0,40,10,30,20,12m-1m,-20.8,77.73,-0.268,-0.174,-0.177
gp_growth_z,op_margin_z,0.0,35,15,25,25,6m,-2.42,73.74,-0.033,0.246,0.278
gp_growth_z,op_margin_z,0.0,35,15,25,25,6m-1m,-7.53,72.51,-0.104,0.166,0.181
gp_growth_z,op_margin_z,0.0,35,15,25,25,12m,-7.65,65.36,-0.117,0.133,0.146
gp_growth_z,op_margin_z,0.0,35,15,25,25,12m-1m,-14.82,68.1,-0.218,-0.047,-0.05
gp_growth_z,op_margin_z,0.0,30,10,30,30,6m,18.48,64.4,0.287,0.594,0.753
gp_growth_z,op_margin_z,0.0,30,10,30,30,6m-1m,21.59,63.85,0.338,0.65,0.8
gp_growth_z,op_margin_z,0.0,30,10,30,30,12m,18.66,54.68,0.341,0.589,0.757
gp_growth_z,op_margin_z,0.0,30,10,30,30,12m-1m,31.42,50.55,0.622,0.743,1.087
gp_growth_z,op_margin_z,0.0,10,40,30,20,6m,41.82,48.87,0.856,0.944,1.254
gp_growth_z,op_margin_z,0.0,10,40,30,20,6m-1m,25.84,49.68,0.52,0.712,0.947
gp_growth_z,op_margin_z,0.0,10,40,30,20,12m,50.08,45.7,1.096,1.052,1.418
gp_growth_z,op_margin_z,0.0,10,40,30,20,12m-1m,31.32,51.36,0.61,0.794,1.048
gp_growth_z,op_margin_z,0.0,15,35,25,25,6m,33.61,53.74,0.625,0.81,1.076
gp_growth_z,op_margin_z,0.0,15,35,25,25,6m-1m,15.88,67.43,0.235,0.55,0.707
gp_growth_z,op_margin_z,0.0,15,35,25,25,12m,31.45,58.47,0.538,0.789,0.943
gp_growth_z,op_margin_z,0.0,15,35,25,25,12m-1m,16.55,56.78,0.291,0.56,0.739
gp_growth_z,op_margin_z,0.0,20,30,20,30,6m,11.79,59.35,0.199,0.48,0.624
gp_growth_z,op_margin_z,0.0,20,30,20,30,6m-1m,16.05,62.3,0.258,0.554,0.704
gp_growth_z,op_margin_z,0.0,20,30,20,30,12m,39.41,53.78,0.733,0.894,1.041
gp_growth_z,op_margin_z,0.0,20,30,20,30,12m-1m,56.21,52.35,1.074,1.1,1.291
gp_growth_z,op_margin_z,0.0,10,10,60,20,6m,10.06,78.01,0.129,0.458,0.588
gp_growth_z,op_margin_z,0.0,10,10,60,20,6m-1m,17.24,75.08,0.23,0.573,0.736
gp_growth_z,op_margin_z,0.0,10,10,60,20,12m,34.47,60.79,0.567,0.823,1.058
gp_growth_z,op_margin_z,0.0,10,10,60,20,12m-1m,30.4,63.3,0.48,0.773,1.031
gp_growth_z,op_margin_z,0.0,15,5,50,30,6m,11.65,78.8,0.148,0.495,0.601
gp_growth_z,op_margin_z,0.0,15,5,50,30,6m-1m,12.79,76.31,0.168,0.501,0.654
gp_growth_z,op_margin_z,0.0,15,5,50,30,12m,50.58,58.43,0.866,0.996,1.329
gp_growth_z,op_margin_z,0.0,15,5,50,30,12m-1m,57.94,51.2,1.132,1.028,1.512
gp_growth_z,op_margin_z,0.0,5,5,70,20,6m,25.14,65.17,0.386,0.691,0.859
gp_growth_z,op_margin_z,0.0,5,5,70,20,6m-1m,30.52,68.77,0.444,0.777,0.954
gp_growth_z,op_margin_z,0.0,5,5,70,20,12m,37.39,61.95,0.604,0.857,1.057
gp_growth_z,op_margin_z,0.0,5,5,70,20,12m-1m,20.23,73.5,0.275,0.625,0.754
gp_growth_z,op_margin_z,0.0,10,10,55,25,6m,35.48,66.03,0.537,0.827,1.039
gp_growth_z,op_margin_z,0.0,10,10,55,25,6m-1m,28.21,73.39,0.384,0.731,0.951
gp_growth_z,op_margin_z,0.0,10,10,55,25,12m,48.53,62.41,0.778,0.965,1.291
gp_growth_z,op_margin_z,0.0,10,10,55,25,12m-1m,54.01,55.33,0.976,1.047,1.448
gp_growth_z,op_margin_z,0.0,10,10,20,60,6m,27.7,63.61,0.435,0.716,0.903
gp_growth_z,op_margin_z,0.0,10,10,20,60,6m-1m,33.15,59.32,0.559,0.797,1.018
gp_growth_z,op_margin_z,0.0,10,10,20,60,12m,22.25,51.33,0.433,0.64,0.819
gp_growth_z,op_margin_z,0.0,10,10,20,60,12m-1m,4.0,60.15,0.066,0.37,0.428
gp_growth_z,op_margin_z,0.0,15,10,20,55,6m,8.66,73.94,0.117,0.442,0.541
gp_growth_z,op_margin_z,0.0,15,10,20,55,6m-1m,13.8,69.53,0.199,0.524,0.64
gp_growth_z,op_margin_z,0.0,15,10,20,55,12m,3.74,59.98,0.062,0.354,0.444
gp_growth_z,op_margin_z,0.0,15,10,20,55,12m-1m,-4.58,61.66,-0.074,0.212,0.239
gp_growth_z,op_margin_z,0.0,10,5,25,60,6m,34.7,67.63,0.513,0.807,1.02
gp_growth_z,op_margin_z,0.0,10,5,25,60,6m-1m,21.51,73.04,0.294,0.637,0.769
gp_growth_z,op_margin_z,0.0,10,5,25,60,12m,22.95,50.24,0.457,0.653,0.825
gp_growth_z,op_margin_z,0.0,10,5,25,60,12m-1m,19.52,52.41,0.372,0.604,0.736
gp_growth_z,op_margin_z,0.0,20,10,15,55,6m,0.6,67.21,0.009,0.306,0.383
gp_growth_z,op_margin_z,0.0,20,10,15,55,6m-1m,15.22,70.51,0.216,0.547,0.647
gp_growth_z,op_margin_z,0.0,20,10,15,55,12m,20.84,54.53,0.382,0.622,0.789
gp_growth_z,op_margin_z,0.0,20,10,15,55,12m-1m,-25.39,73.85,-0.344,-0.238,-0.261
gp_growth_z,op_margin_z,0.0,25,25,25,25,6m,19.59,69.24,0.283,0.607,0.779
gp_growth_z,op_margin_z,0.0,25,25,25,25,6m-1m,-0.16,69.97,-0.002,0.261,0.333
gp_growth_z,op_margin_z,0.0,25,25,25,25,12m,29.71,63.01,0.472,0.765,0.871
gp_growth_z,op_margin_z,0.0,25,25,25,25,12m-1m,28.94,59.92,0.483,0.759,0.85
gp_growth_z,op_margin_z,0.0,20,20,30,30,6m,54.93,58.74,0.935,1.082,1.428
gp_growth_z,op_margin_z,0.0,20,20,30,30,6m-1m,40.03,57.51,0.696,0.909,1.166
gp_growth_z,op_margin_z,0.0,20,20,30,30,12m,90.86,45.71,1.988,1.392,1.942
gp_growth_z,op_margin_z,0.0,20,20,30,30,12m-1m,61.58,52.18,1.18,1.119,1.402
gp_growth_z,op_margin_z,0.0,20,20,20,40,6m,44.17,47.35,0.933,0.96,1.231
gp_growth_z,op_margin_z,0.0,20,20,20,40,6m-1m,-4.8,73.61,-0.065,0.189,0.231
gp_growth_z,op_margin_z,0.0,20,20,20,40,12m,46.5,50.25,0.925,0.951,1.159
gp_growth_z,op_margin_z,0.0,20,20,20,40,12m-1m,8.08,60.62,0.133,0.439,0.517
gp_growth_z,op_margin_z,0.0,30,5,50,15,6m,21.06,59.14,0.356,0.642,0.811
gp_growth_z,op_margin_z,0.0,30,5,50,15,6m-1m,-7.88,72.26,-0.109,0.08,0.101
gp_growth_z,op_margin_z,0.0,30,5,50,15,12m,10.39,55.5,0.187,0.456,0.572
gp_growth_z,op_margin_z,0.0,30,5,50,15,12m-1m,-3.3,64.99,-0.051,0.202,0.234
gp_growth_z,op_margin_z,0.0,5,30,15,50,6m,79.11,50.5,1.567,1.333,1.811
gp_growth_z,op_margin_z,0.0,5,30,15,50,6m-1m,16.36,59.01,0.277,0.557,0.719
gp_growth_z,op_margin_z,0.0,5,30,15,50,12m,26.14,53.16,0.492,0.711,0.847
gp_growth_z,op_margin_z,0.0,5,30,15,50,12m-1m,11.18,58.07,0.192,0.485,0.584
gp_growth_z,op_margin_z,0.0,15,15,45,25,6m,24.87,64.59,0.385,0.686,0.919
gp_growth_z,op_margin_z,0.0,15,15,45,25,6m-1m,32.37,67.05,0.483,0.78,1.087
gp_growth_z,op_margin_z,0.0,15,15,45,25,12m,47.83,60.67,0.788,0.958,1.283
gp_growth_z,op_margin_z,0.0,15,15,45,25,12m-1m,30.84,65.22,0.473,0.758,1.001
gp_growth_z,op_margin_z,0.1,40,10,30,20,6m,-9.28,68.39,-0.136,0.109,0.114
gp_growth_z,op_margin_z,0.1,40,10,30,20,6m-1m,3.48,70.21,0.05,0.394,0.393
gp_growth_z,op_margin_z,0.1,40,10,30,20,12m,-21.24,82.93,-0.256,-0.181,-0.187
gp_growth_z,op_margin_z,0.1,40,10,30,20,12m-1m,-19.2,76.72,-0.25,-0.128,-0.131
gp_growth_z,op_margin_z,0.1,35,15,25,25,6m,-4.91,75.92,-0.065,0.205,0.236
gp_growth_z,op_margin_z,0.1,35,15,25,25,6m-1m,-5.47,69.36,-0.079,0.204,0.219
gp_growth_z,op_margin_z,0.1,35,15,25,25,12m,-2.26,67.18,-0.034,0.24,0.259
gp_growth_z,op_margin_z,0.1,35,15,25,25,12m-1m,-11.39,69.06,-0.165,0.025,0.027
gp_growth_z,op_margin_z,0.1,30,10,30,30,6m,17.58,62.71,0.28,0.579,0.741
gp_growth_z,op_margin_z,0.1,30,10,30,30,6m-1m,33.88,53.83,0.629,0.837,1.036
gp_growth_z,op_margin_z,0.1,30,10,30,30,12m,34.45,53.63,0.642,0.777,1.121
gp_growth_z,op_margin_z,0.1,30,10,30,30,12m-1m,24.36,57.99,0.42,0.657,0.896
gp_growth_z,op_margin_z,0.1,10,40,30,20,6m,41.65,52.76,0.79,0.938,1.253
gp_growth_z,op_margin_z,0.1,10,40,30,20,6m-1m,26.52,52.78,0.502,0.724,0.958
gp_growth_z,op_margin_z,0.1,10,40,30,20,12m,47.44,46.16,1.028,1.013,1.363
gp_growth_z,op_margin_z,0.1,10,40,30,20,12m-1m,40.95,50.11,0.817,0.917,1.244
gp_growth_z,op_margin_z,0.1,15,35,25,25,6m,49.32,54.33,0.908,1.029,1.398
gp_growth_z,op_margin_z,0.1,15,35,25,25,6m-1m,18.46,66.14,0.279,0.592,0.775
gp_growth_z,op_margin_z,0.1,15,35,25,25,12m,63.31,45.7,1.386,1.194,1.565
gp_growth_z,op_margin_z,0.1,15,35,25,25,12m-1m,27.78,57.0,0.487,0.738,0.968
gp_growth_z,op_margin_z,0.1,20,30,20,30,6m,22.85,57.96,0.394,0.658,0.86
gp_growth_z,op_margin_z,0.1,20,30,20,30,6m-1m,33.02,62.85,0.525,0.804,1.017
gp_growth_z,op_margin_z,0.1,20,30,20,30,12m,59.4,55.11,1.078,1.12,1.3
gp_growth_z,op_margin_z,0.1,20,30,20,30,12m-1m,40.84,52.35,0.78,0.916,1.059
gp_growth_z,op_margin_z,0.1,10,10,60,20,6m,5.3,79.07,0.067,0.387,0.471
gp_growth_z,op_margin_z,0.1,10,10,60,20,6m-1m,26.16,71.98,0.363,0.709,0.875
gp_growth_z,op_margin_z,0.1,10,10,60,20,12m,27.32,67.01,0.408,0.723,0.938
gp_growth_z,op_margin_z,0.1,10,10,60,20,12m-1m,13.9,76.61,0.181,0.524,0.646
gp_growth_z,op_margin_z,0.1,15,5,50,30,6m,14.15,76.74,0.184,0.525,0.674
gp_growth_z,op_margin_z,0.1,15,5,50,30,6m-1m,15.42,72.85,0.212,0.541,0.707
gp_growth_z,op_margin_z,0.1,15,5,50,30,12m,64.13,49.7,1.291,1.138,1.534
gp_growth_z,op_margin_z,0.1,15,5,50,30,12m-1m,24.92,65.8,0.379,0.677,0.897
gp_growth_z,op_margin_z,0.1,5,5,70,20,6m,5.95,81.02,0.073,0.402,0.477
gp_growth_z,op_margin_z,0.1,5,5,70,20,6m-1m,12.6,79.04,0.159,0.506,0.612
gp_growth_z,op_margin_z,0.1,5,5,70,20,12m,24.67,74.52,0.331,0.679,0.861
gp_growth_z,op_margin_z,0.1,5,5,70,20,12m-1m,15.1,78.44,0.193,0.543,0.67
gp_growth_z,op_margin_z,0.1,10,10,55,25,6m,16.51,73.99,0.223,0.562,0.718
gp_growth_z,op_margin_z,0.1,10,10,55,25,6m-1m,23.15,72.28,0.32,0.663,0.838
gp_growth_z,op_margin_z,0.1,10,10,55,25,12m,59.13,55.9,1.058,1.081,1.449
gp_growth_z,op_margin_z,0.1,10,10,55,25,12m-1m,54.68,59.06,0.926,1.04,1.392
gp_growth_z,op_margin_z,0.1,10,10,20,60,6m,34.98,54.74,0.639,0.816,1.069
gp_growth_z,op_margin_z,0.1,10,10,20,60,6m-1m,31.91,62.8,0.508,0.777,0.967
gp_growth_z,op_margin_z,0.1,10,10,20,60,12m,26.15,48.17,0.543,0.695,0.887
gp_growth_z,op_margin_z,0.1,10,10,20,60,12m-1m,5.64,60.46,0.093,0.397,0.459
gp_growth_z,op_margin_z,0.1,15,10,20,55,6m,7.3,74.11,0.099,0.422,0.522
