gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,gp_growth_z,0.0,40,10,30,20,6m,-31.77,85.13,-0.373,-0.387,-0.453
rev_z,gp_growth_z,0.0,40,10,30,20,6m-1m,-14.35,83.31,-0.172,0.031,0.035
rev_z,gp_growth_z,0.0,40,10,30,20,12m,-29.42,83.13,-0.354,-0.383,-0.435
rev_z,gp_growth_z,0.0,40,10,30,20,12m-1m,-15.0,80.31,-0.187,-0.021,-0.025
rev_z,gp_growth_z,0.0,35,15,25,25,6m,-14.64,76.67,-0.191,0.03,0.036
rev_z,gp_growth_z,0.0,35,15,25,25,6m-1m,-24.5,84.39,-0.29,-0.188,-0.206
rev_z,gp_growth_z,0.0,35,15,25,25,12m,-0.8,65.93,-0.012,0.266,0.32
rev_z,gp_growth_z,0.0,35,15,25,25,12m-1m,-6.62,75.85,-0.087,0.214,0.227
rev_z,gp_growth_z,0.0,30,10,30,30,6m,-12.52,73.36,-0.171,0.081,0.09
rev_z,gp_growth_z,0.0,30,10,30,30,6m-1m,6.8,75.68,0.09,0.427,0.483
rev_z,gp_growth_z,0.0,30,10,30,30,12m,-1.84,59.37,-0.031,0.253,0.319
rev_z,gp_growth_z,0.0,30,10,30,30,12m-1m,5.79,61.55,0.094,0.391,0.516
rev_z,gp_growth_z,0.0,10,40,30,20,6m,57.62,45.48,1.267,1.119,1.495
rev_z,gp_growth_z,0.0,10,40,30,20,6m-1m,75.24,45.08,1.669,1.319,1.748
rev_z,gp_growth_z,0.0,10,40,30,20,12m,53.3,61.62,0.865,1.058,1.192
rev_z,gp_growth_z,0.0,10,40,30,20,12m-1m,31.61,60.42,0.523,0.797,0.916
rev_z,gp_growth_z,0.0,15,35,25,25,6m,47.11,55.0,0.857,0.982,1.318
rev_z,gp_growth_z,0.0,15,35,25,25,6m-1m,48.34,59.86,0.808,1.012,1.318
rev_z,gp_growth_z,0.0,15,35,25,25,12m,67.37,58.39,1.154,1.196,1.425
rev_z,gp_growth_z,0.0,15,35,25,25,12m-1m,34.36,62.88,0.546,0.826,0.965
rev_z,gp_growth_z,0.0,20,30,20,30,6m,41.99,58.75,0.715,0.916,1.181
rev_z,gp_growth_z,0.0,20,30,20,30,6m-1m,33.7,63.58,0.53,0.813,1.009
rev_z,gp_growth_z,0.0,20,30,20,30,12m,31.52,57.54,0.548,0.782,0.963
rev_z,gp_growth_z,0.0,20,30,20,30,12m-1m,25.48,58.5,0.436,0.697,0.86
rev_z,gp_growth_z,0.0,10,10,60,20,6m,26.33,65.11,0.404,0.708,0.966
rev_z,gp_growth_z,0.0,10,10,60,20,6m-1m,34.33,65.33,0.525,0.819,1.236
rev_z,gp_growth_z,0.0,10,10,60,20,12m,18.18,56.45,0.322,0.577,0.835
rev_z,gp_growth_z,0.0,10,10,60,20,12m-1m,27.58,58.86,0.469,0.718,1.011
rev_z,gp_growth_z,0.0,15,5,50,30,6m,29.73,62.9,0.473,0.755,0.917
rev_z,gp_growth_z,0.0,15,5,50,30,6m-1m,51.59,50.83,1.015,1.035,1.527
rev_z,gp_growth_z,0.0,15,5,50,30,12m,49.72,42.73,1.164,1.002,1.387
rev_z,gp_growth_z,0.0,15,5,50,30,12m-1m,50.13,38.95,1.287,1.014,1.414
rev_z,gp_growth_z,0.0,5,5,70,20,6m,36.58,60.53,0.604,0.863,1.047
rev_z,gp_growth_z,0.0,5,5,70,20,6m-1m,46.11,63.61,0.725,0.982,1.212
rev_z,gp_growth_z,0.0,5,5,70,20,12m,62.45,53.01,1.178,1.179,1.748
rev_z,gp_growth_z,0.0,5,5,70,20,12m-1m,56.45,49.3,1.145,1.124,1.651
rev_z,gp_growth_z,0.0,10,10,55,25,6m,6.9,71.95,0.096,0.416,0.52
rev_z,gp_growth_z,0.0,10,10,55,25,6m-1m,48.73,55.99,0.87,0.991,1.37
rev_z,gp_growth_z,0.0,10,10,55,25,12m,67.61,40.62,1.664,1.195,1.666
rev_z,gp_growth_z,0.0,10,10,55,25,12m-1m,69.63,42.92,1.622,1.212,1.757
rev_z,gp_growth_z,0.0,10,10,20,60,6m,12.92,74.84,0.173,0.513,0.635
