gsub,v,q,g,m,e,x,s,cagr,mdd,cal,sh,sort
2f_raccel_opm,0,30,10,60,3,10,7,-13.96,69.08,-0.202,0.033,0.033
2f_raccel_opm,0,30,10,60,5,6,5,-5.79,71.11,-0.081,0.237,0.229
2f_raccel_opm,0,30,10,60,5,6,7,-1.7,68.27,-0.025,0.307,0.299
2f_raccel_opm,0,30,10,60,5,8,5,-3.19,67.54,-0.047,0.283,0.267
2f_raccel_opm,0,30,10,60,5,8,7,-5.68,68.11,-0.083,0.222,0.213
2f_raccel_opm,0,30,10,60,5,10,5,-11.15,69.04,-0.161,0.122,0.113
2f_raccel_opm,0,30,10,60,5,10,7,-10.54,70.48,-0.15,0.118,0.112
2f_raccel_opm,0,30,10,60,7,8,5,-13.21,68.99,-0.191,0.061,0.055
2f_raccel_opm,0,30,10,60,7,8,7,-23.28,69.0,-0.337,-0.235,-0.21
2f_raccel_opm,0,30,10,60,7,10,5,-13.45,67.32,-0.2,0.063,0.058
2f_raccel_opm,0,30,10,60,7,10,7,-21.66,67.52,-0.321,-0.195,-0.174
2f_raccel_opm,0,30,15,55,3,6,5,-9.8,68.6,-0.143,0.127,0.129
2f_raccel_opm,0,30,15,55,3,6,7,-9.73,68.59,-0.142,0.129,0.13
2f_raccel_opm,0,30,15,55,3,8,5,-16.33,72.88,-0.224,-0.014,-0.014
2f_raccel_opm,0,30,15,55,3,8,7,-15.69,72.19,-0.217,0.0,0.0
2f_raccel_opm,0,30,15,55,3,10,5,-13.01,68.9,-0.189,0.05,0.049
2f_raccel_opm,0,30,15,55,3,10,7,-10.86,67.04,-0.162,0.069,0.07
2f_raccel_opm,0,30,15,55,5,6,5,-8.91,65.7,-0.136,0.108,0.107
2f_raccel_opm,0,30,15,55,5,6,7,-6.09,63.4,-0.096,0.171,0.17
2f_raccel_opm,0,30,15,55,5,8,5,-7.33,66.15,-0.111,0.142,0.139
2f_raccel_opm,0,30,15,55,5,8,7,-9.43,66.24,-0.142,0.092,0.091
2f_raccel_opm,0,30,15,55,5,10,5,-9.24,62.76,-0.147,0.098,0.096
2f_raccel_opm,0,30,15,55,5,10,7,-9.82,64.44,-0.152,0.05,0.051
2f_raccel_opm,0,30,15,55,7,8,5,-8.55,65.79,-0.13,0.104,0.101
2f_raccel_opm,0,30,15,55,7,8,7,-24.9,70.87,-0.351,-0.27,-0.245
2f_raccel_opm,0,30,15,55,7,10,5,-10.09,60.43,-0.167,0.067,0.064
2f_raccel_opm,0,30,15,55,7,10,7,-25.67,68.72,-0.374,-0.355,-0.332
2f_raccel_opm,0,30,20,50,3,6,5,-21.96,66.09,-0.332,-0.202,-0.211
2f_raccel_opm,0,30,20,50,3,6,7,-22.21,66.13,-0.336,-0.208,-0.217
2f_raccel_opm,0,30,20,50,3,8,5,-23.9,67.8,-0.352,-0.258,-0.266
2f_raccel_opm,0,30,20,50,3,8,7,-24.04,67.8,-0.355,-0.262,-0.27
2f_raccel_opm,0,30,20,50,3,10,5,-22.1,68.14,-0.324,-0.21,-0.217
2f_raccel_opm,0,30,20,50,3,10,7,-22.35,68.14,-0.328,-0.216,-0.223
2f_raccel_opm,0,30,20,50,5,6,5,-11.08,62.68,-0.177,0.061,0.059
2f_raccel_opm,0,30,20,50,5,6,7,-9.59,60.59,-0.158,0.063,0.063
2f_raccel_opm,0,30,20,50,5,8,5,-10.44,57.72,-0.181,0.069,0.066
2f_raccel_opm,0,30,20,50,5,8,7,-12.79,60.59,-0.211,-0.021,-0.021
2f_raccel_opm,0,30,20,50,5,10,5,-13.74,62.49,-0.22,-0.01,-0.01
2f_raccel_opm,0,30,20,50,5,10,7,-11.67,61.56,-0.19,0.003,0.003
2f_raccel_opm,0,30,20,50,7,8,5,-16.32,60.42,-0.27,-0.079,-0.076
2f_raccel_opm,0,30,20,50,7,8,7,-22.49,64.42,-0.349,-0.258,-0.238
2f_raccel_opm,0,30,20,50,7,10,5,-19.26,63.54,-0.303,-0.152,-0.149
2f_raccel_opm,0,30,20,50,7,10,7,-23.57,64.44,-0.366,-0.294,-0.271
2f_raccel_opm,0,30,25,45,3,6,5,-32.44,75.33,-0.431,-0.423,-0.437
2f_raccel_opm,0,30,25,45,3,6,7,-32.44,75.33,-0.431,-0.423,-0.437
2f_raccel_opm,0,30,25,45,3,8,5,-25.56,70.86,-0.361,-0.257,-0.261
2f_raccel_opm,0,30,25,45,3,8,7,-25.52,70.86,-0.36,-0.256,-0.26
2f_raccel_opm,0,30,25,45,3,10,5,-25.37,70.69,-0.359,-0.255,-0.26
2f_raccel_opm,0,30,25,45,3,10,7,-26.9,70.69,-0.381,-0.295,-0.302
2f_raccel_opm,0,30,25,45,5,6,5,-28.31,68.65,-0.412,-0.37,-0.367
2f_raccel_opm,0,30,25,45,5,6,7,-28.7,69.01,-0.416,-0.432,-0.442
2f_raccel_opm,0,30,25,45,5,8,5,-20.22,61.91,-0.327,-0.167,-0.164
2f_raccel_opm,0,30,25,45,5,8,7,-21.2,62.61,-0.339,-0.239,-0.242
2f_raccel_opm,0,30,25,45,5,10,5,-21.74,61.97,-0.351,-0.212,-0.207
2f_raccel_opm,0,30,25,45,5,10,7,-21.44,62.69,-0.342,-0.251,-0.252
2f_raccel_opm,0,30,25,45,7,8,5,-16.9,62.67,-0.27,-0.091,-0.09
2f_raccel_opm,0,30,25,45,7,8,7,-31.19,68.99,-0.452,-0.504,-0.476
2f_raccel_opm,0,30,25,45,7,10,5,-19.62,64.28,-0.305,-0.163,-0.162
2f_raccel_opm,0,30,25,45,7,10,7,-23.52,63.36,-0.371,-0.289,-0.27
2f_raccel_opm,0,30,30,40,3,6,5,-26.18,72.41,-0.362,-0.312,-0.388
2f_raccel_opm,0,30,30,40,3,6,7,-26.18,72.41,-0.362,-0.312,-0.388
2f_raccel_opm,0,30,30,40,3,8,5,-33.08,77.02,-0.429,-0.431,-0.471
2f_raccel_opm,0,30,30,40,3,8,7,-33.43,77.31,-0.432,-0.44,-0.482
2f_raccel_opm,0,30,30,40,3,10,5,-32.81,76.8,-0.427,-0.424,-0.462
2f_raccel_opm,0,30,30,40,3,10,7,-33.67,77.5,-0.434,-0.447,-0.489
2f_raccel_opm,0,30,30,40,5,6,5,-24.31,65.21,-0.373,-0.341,-0.393
2f_raccel_opm,0,30,30,40,5,6,7,-25.67,67.19,-0.382,-0.385,-0.446
2f_raccel_opm,0,30,30,40,5,8,5,-23.39,63.37,-0.369,-0.23,-0.234
2f_raccel_opm,0,30,30,40,5,8,7,-27.69,68.3,-0.405,-0.403,-0.423
2f_raccel_opm,0,30,30,40,5,10,5,-21.69,62.44,-0.347,-0.19,-0.194
2f_raccel_opm,0,30,30,40,5,10,7,-25.93,66.81,-0.388,-0.358,-0.376
2f_raccel_opm,0,30,30,40,7,8,5,-28.6,66.87,-0.428,-0.406,-0.403
2f_raccel_opm,0,30,30,40,7,8,7,-30.74,66.13,-0.465,-0.575,-0.574
2f_raccel_opm,0,30,30,40,7,10,5,-30.03,68.21,-0.44,-0.455,-0.453
2f_raccel_opm,0,30,30,40,7,10,7,-34.47,70.35,-0.49,-0.71,-0.708
2f_raccel_opm,0,30,35,35,3,6,5,-29.06,72.37,-0.402,-0.39,-0.471
2f_raccel_opm,0,30,35,35,3,6,7,-29.06,72.37,-0.402,-0.39,-0.471
2f_raccel_opm,0,30,35,35,3,8,5,-30.22,72.49,-0.417,-0.452,-0.537
2f_raccel_opm,0,30,35,35,3,8,7,-30.22,72.49,-0.417,-0.452,-0.537
2f_raccel_opm,0,30,35,35,3,10,5,-28.52,70.76,-0.403,-0.406,-0.482
2f_raccel_opm,0,30,35,35,3,10,7,-28.38,70.76,-0.401,-0.403,-0.478
2f_raccel_opm,0,30,35,35,5,6,5,-31.86,69.89,-0.456,-0.551,-0.608
2f_raccel_opm,0,30,35,35,5,6,7,-34.21,72.13,-0.474,-0.637,-0.695
2f_raccel_opm,0,30,35,35,5,8,5,-34.69,73.08,-0.475,-0.565,-0.575
2f_raccel_opm,0,30,35,35,5,8,7,-38.17,75.69,-0.504,-0.686,-0.686
2f_raccel_opm,0,30,35,35,5,10,5,-34.3,72.07,-0.476,-0.564,-0.575
2f_raccel_opm,0,30,35,35,5,10,7,-35.96,72.3,-0.497,-0.629,-0.625
2f_raccel_opm,0,30,35,35,7,8,5,-37.52,76.16,-0.493,-0.679,-0.678
2f_raccel_opm,0,30,35,35,7,8,7,-30.38,66.16,-0.459,-0.664,-0.714
2f_raccel_opm,0,30,35,35,7,10,5,-28.37,66.33,-0.428,-0.397,-0.4
2f_raccel_opm,0,30,35,35,7,10,7,-25.26,59.35,-0.426,-0.49,-0.531
2f_raccel_opm,0,30,40,30,3,6,5,-36.45,72.81,-0.501,-0.629,-0.744
2f_raccel_opm,0,30,40,30,3,6,7,-36.45,72.81,-0.501,-0.629,-0.744
2f_raccel_opm,0,30,40,30,3,8,5,-39.15,74.98,-0.522,-0.749,-0.878
2f_raccel_opm,0,30,40,30,3,8,7,-39.15,74.98,-0.522,-0.749,-0.878
2f_raccel_opm,0,30,40,30,3,10,5,-38.73,74.57,-0.519,-0.737,-0.867
2f_raccel_opm,0,30,40,30,3,10,7,-38.61,74.57,-0.518,-0.733,-0.862
2f_raccel_opm,0,30,40,30,5,6,5,-28.04,66.73,-0.42,-0.458,-0.493
2f_raccel_opm,0,30,40,30,5,6,7,-29.62,68.64,-0.432,-0.505,-0.543
2f_raccel_opm,0,30,40,30,5,8,5,-29.66,66.76,-0.444,-0.51,-0.552
2f_raccel_opm,0,30,40,30,5,8,7,-31.89,70.3,-0.454,-0.587,-0.625
2f_raccel_opm,0,30,40,30,5,10,5,-28.56,66.42,-0.43,-0.471,-0.516
2f_raccel_opm,0,30,40,30,5,10,7,-32.62,70.85,-0.46,-0.618,-0.661
2f_raccel_opm,0,30,40,30,7,8,5,0.41,41.02,0.01,0.211,0.356
2f_raccel_opm,0,30,40,30,7,8,7,-14.65,50.29,-0.291,-0.253,-0.392
2f_raccel_opm,0,30,40,30,7,10,5,-0.19,37.97,-0.005,0.196,0.331
2f_raccel_opm,0,30,40,30,7,10,7,-13.24,47.67,-0.278,-0.212,-0.332
2f_raccel_opm,0,30,45,25,3,6,5,-41.95,75.92,-0.553,-0.817,-0.966
2f_raccel_opm,0,30,45,25,3,6,7,-41.95,75.92,-0.553,-0.817,-0.966
2f_raccel_opm,0,30,45,25,3,8,5,-43.33,77.19,-0.561,-0.902,-1.064
2f_raccel_opm,0,30,45,25,3,8,7,-43.33,77.19,-0.561,-0.902,-1.064
2f_raccel_opm,0,30,45,25,3,10,5,-42.29,76.05,-0.556,-0.865,-1.017
2f_raccel_opm,0,30,45,25,3,10,7,-42.17,76.05,-0.554,-0.86,-1.012
2f_raccel_opm,0,30,45,25,5,6,5,-5.57,45.54,-0.122,0.062,0.107
2f_raccel_opm,0,30,45,25,5,6,7,-6.45,44.34,-0.146,0.041,0.069
2f_raccel_opm,0,30,45,25,5,8,5,-5.19,47.17,-0.11,0.071,0.12
2f_raccel_opm,0,30,45,25,5,8,7,-6.66,45.39,-0.147,0.033,0.057
2f_raccel_opm,0,30,45,25,5,10,5,-0.06,46.71,-0.001,0.203,0.361
2f_raccel_opm,0,30,45,25,5,10,7,-6.21,46.08,-0.135,0.045,0.077
2f_raccel_opm,0,30,45,25,7,8,5,-12.29,42.82,-0.287,-0.136,-0.229
2f_raccel_opm,0,30,45,25,7,8,7,-13.1,44.94,-0.292,-0.183,-0.292
2f_raccel_opm,0,30,45,25,7,10,5,-5.89,38.29,-0.154,0.043,0.074
2f_raccel_opm,0,30,45,25,7,10,7,-8.21,38.76,-0.212,-0.044,-0.072
2f_raccel_opm,0,30,50,20,3,6,5,-39.6,73.76,-0.537,-0.74,-0.89
2f_raccel_opm,0,30,50,20,3,6,7,-39.6,73.76,-0.537,-0.74,-0.89
2f_raccel_opm,0,30,50,20,3,8,5,-39.76,74.94,-0.531,-0.765,-0.911
2f_raccel_opm,0,30,50,20,3,8,7,-39.76,74.94,-0.531,-0.765,-0.911
2f_raccel_opm,0,30,50,20,3,10,5,-38.81,74.67,-0.52,-0.742,-0.885
2f_raccel_opm,0,30,50,20,3,10,7,-38.68,74.67,-0.518,-0.737,-0.88
2f_raccel_opm,0,30,50,20,5,6,5,-0.12,44.26,-0.003,0.22,0.434
2f_raccel_opm,0,30,50,20,5,6,7,0.87,43.4,0.02,0.241,0.473
2f_raccel_opm,0,30,50,20,5,8,5,-0.93,46.37,-0.02,0.199,0.398
2f_raccel_opm,0,30,50,20,5,8,7,-6.5,45.89,-0.142,0.04,0.069
2f_raccel_opm,0,30,50,20,5,10,5,-1.26,43.22,-0.029,0.192,0.392
2f_raccel_opm,0,30,50,20,5,10,7,-6.59,43.21,-0.152,0.036,0.064
2f_raccel_opm,0,30,50,20,7,8,5,-2.04,38.11,-0.054,0.145,0.253
2f_raccel_opm,0,30,50,20,7,8,7,-5.49,40.0,-0.137,0.031,0.051
2f_raccel_opm,0,30,50,20,7,10,5,-5.8,37.32,-0.155,0.047,0.081
2f_raccel_opm,0,30,50,20,7,10,7,-6.0,39.37,-0.152,0.011,0.017
2f_raccel_opm,0,30,55,15,3,6,5,-48.96,81.12,-0.604,-1.073,-1.279
2f_raccel_opm,0,30,55,15,3,6,7,-48.96,81.12,-0.604,-1.073,-1.279
2f_raccel_opm,0,30,55,15,3,8,5,-50.01,82.03,-0.61,-1.129,-1.341
2f_raccel_opm,0,30,55,15,3,8,7,-50.01,82.03,-0.61,-1.129,-1.341
2f_raccel_opm,0,30,55,15,3,10,5,-49.98,82.01,-0.61,-1.137,-1.342
2f_raccel_opm,0,30,55,15,3,10,7,-49.98,82.01,-0.61,-1.137,-1.342
2f_raccel_opm,0,30,55,15,5,6,5,-7.22,39.88,-0.181,0.04,0.072
2f_raccel_opm,0,30,55,15,5,6,7,-6.13,40.14,-0.153,0.065,0.117
2f_raccel_opm,0,30,55,15,5,8,5,-8.64,39.87,-0.217,0.014,0.026
2f_raccel_opm,0,30,55,15,5,8,7,-9.0,40.88,-0.22,-0.018,-0.032
2f_raccel_opm,0,30,55,15,5,10,5,-2.59,39.5,-0.066,0.15,0.291
2f_raccel_opm,0,30,55,15,5,10,7,-5.83,40.89,-0.143,0.052,0.094
2f_raccel_opm,0,30,55,15,7,8,5,1.37,34.4,0.04,0.239,0.449
2f_raccel_opm,0,30,55,15,7,8,7,-3.62,34.76,-0.104,0.096,0.166
2f_raccel_opm,0,30,55,15,7,10,5,2.35,38.55,0.061,0.26,0.506
2f_raccel_opm,0,30,55,15,7,10,7,-1.18,35.12,-0.034,0.151,0.261
2f_raccel_opm,0,30,60,10,3,6,5,-15.19,56.27,-0.27,-0.008,-0.017
2f_raccel_opm,0,30,60,10,3,6,7,-15.19,56.27,-0.27,-0.008,-0.017
2f_raccel_opm,0,30,60,10,3,8,5,-16.02,57.72,-0.278,-0.025,-0.053
2f_raccel_opm,0,30,60,10,3,8,7,-16.02,57.72,-0.278,-0.025,-0.053
2f_raccel_opm,0,30,60,10,3,10,5,-21.93,58.08,-0.378,-0.251,-0.448
2f_raccel_opm,0,30,60,10,3,10,7,-21.93,58.08,-0.378,-0.251,-0.448
2f_raccel_opm,0,30,60,10,5,6,5,-18.09,47.66,-0.38,-0.173,-0.323
2f_raccel_opm,0,30,60,10,5,6,7,-17.58,48.04,-0.366,-0.161,-0.3
2f_raccel_opm,0,30,60,10,5,8,5,-15.82,42.75,-0.37,-0.146,-0.261
2f_raccel_opm,0,30,60,10,5,8,7,-14.17,41.27,-0.343,-0.106,-0.188
2f_raccel_opm,0,30,60,10,5,10,5,-12.03,42.19,-0.285,-0.068,-0.123
2f_raccel_opm,0,30,60,10,5,10,7,-16.69,41.19,-0.405,-0.23,-0.382
2f_raccel_opm,0,30,60,10,7,8,5,-13.77,44.66,-0.308,-0.118,-0.233
2f_raccel_opm,0,30,60,10,7,8,7,-3.21,35.79,-0.09,0.13,0.245
2f_raccel_opm,0,30,60,10,7,10,5,-14.8,48.61,-0.304,-0.167,-0.323
2f_raccel_opm,0,30,60,10,7,10,7,-5.24,36.05,-0.145,0.043,0.073
2f_raccel_opm,0,35,10,55,3,6,5,-24.06,72.56,-0.332,-0.183,-0.186
2f_raccel_opm,0,35,10,55,3,6,7,-23.58,72.15,-0.327,-0.172,-0.174
2f_raccel_opm,0,35,10,55,3,8,5,-22.03,70.48,-0.313,-0.15,-0.149
2f_raccel_opm,0,35,10,55,3,8,7,-22.82,71.19,-0.321,-0.17,-0.17
2f_raccel_opm,0,35,10,55,3,10,5,-25.84,70.62,-0.366,-0.278,-0.265
2f_raccel_opm,0,35,10,55,3,10,7,-24.74,69.58,-0.356,-0.251,-0.239
2f_raccel_opm,0,35,10,55,5,6,5,-17.24,67.22,-0.257,-0.101,-0.098
2f_raccel_opm,0,35,10,55,5,6,7,-18.43,68.49,-0.269,-0.134,-0.129
2f_raccel_opm,0,35,10,55,5,8,5,-12.77,64.73,-0.197,0.004,0.004
2f_raccel_opm,0,35,10,55,5,8,7,-17.28,67.92,-0.254,-0.11,-0.106
2f_raccel_opm,0,35,10,55,5,10,5,-13.98,63.63,-0.22,-0.068,-0.066
2f_raccel_opm,0,35,10,55,5,10,7,-21.42,68.69,-0.312,-0.277,-0.265
2f_raccel_opm,0,35,10,55,7,8,5,-11.36,61.72,-0.184,0.034,0.033
2f_raccel_opm,0,35,10,55,7,8,7,-14.87,64.91,-0.229,-0.076,-0.072
2f_raccel_opm,0,35,10,55,7,10,5,-8.44,60.19,-0.14,0.069,0.068
2f_raccel_opm,0,35,10,55,7,10,7,-9.98,57.0,-0.175,-0.029,-0.029
2f_raccel_opm,0,35,15,50,3,6,5,-15.93,71.91,-0.221,0.006,0.006
2f_raccel_opm,0,35,15,50,3,6,7,-16.22,71.91,-0.226,-0.0,-0.0
2f_raccel_opm,0,35,15,50,3,8,5,-20.25,71.66,-0.283,-0.094,-0.097
2f_raccel_opm,0,35,15,50,3,8,7,-18.17,69.22,-0.263,-0.079,-0.083
2f_raccel_opm,0,35,15,50,3,10,5,-18.23,68.91,-0.265,-0.058,-0.059
2f_raccel_opm,0,35,15,50,3,10,7,-17.32,66.91,-0.259,-0.069,-0.073
2f_raccel_opm,0,35,15,50,5,6,5,-12.8,66.98,-0.191,0.015,0.015
2f_raccel_opm,0,35,15,50,5,6,7,-15.62,67.27,-0.232,-0.057,-0.055
2f_raccel_opm,0,35,15,50,5,8,5,-16.78,66.23,-0.253,-0.084,-0.08
2f_raccel_opm,0,35,15,50,5,8,7,-15.08,61.85,-0.244,-0.086,-0.085
2f_raccel_opm,0,35,15,50,5,10,5,-16.74,64.78,-0.258,-0.086,-0.082
2f_raccel_opm,0,35,15,50,5,10,7,-16.46,59.57,-0.276,-0.149,-0.149
2f_raccel_opm,0,35,15,50,7,8,5,-17.67,67.18,-0.263,-0.118,-0.112
2f_raccel_opm,0,35,15,50,7,8,7,-18.2,62.59,-0.291,-0.206,-0.203
2f_raccel_opm,0,35,15,50,7,10,5,-17.44,65.7,-0.265,-0.114,-0.109
2f_raccel_opm,0,35,15,50,7,10,7,-14.74,57.8,-0.255,-0.136,-0.135
2f_raccel_opm,0,35,20,45,3,6,5,-23.14,71.71,-0.323,-0.186,-0.196
2f_raccel_opm,0,35,20,45,3,6,7,-23.14,71.71,-0.323,-0.186,-0.196
2f_raccel_opm,0,35,20,45,3,8,5,-20.55,69.3,-0.296,-0.137,-0.141
2f_raccel_opm,0,35,20,45,3,8,7,-20.55,69.3,-0.297,-0.137,-0.141
2f_raccel_opm,0,35,20,45,3,10,5,-22.37,69.56,-0.322,-0.178,-0.183
2f_raccel_opm,0,35,20,45,3,10,7,-22.33,69.56,-0.321,-0.176,-0.183
2f_raccel_opm,0,35,20,45,5,6,5,-19.43,67.03,-0.29,-0.146,-0.145
2f_raccel_opm,0,35,20,45,5,6,7,-17.39,65.66,-0.265,-0.126,-0.13
2f_raccel_opm,0,35,20,45,5,8,5,-10.82,65.31,-0.166,0.049,0.048
2f_raccel_opm,0,35,20,45,5,8,7,-12.28,61.06,-0.201,-0.015,-0.015
2f_raccel_opm,0,35,20,45,5,10,5,-10.79,64.23,-0.168,0.053,0.051
2f_raccel_opm,0,35,20,45,5,10,7,-15.52,60.28,-0.257,-0.116,-0.119
2f_raccel_opm,0,35,20,45,7,8,5,-15.33,64.18,-0.239,-0.056,-0.055
2f_raccel_opm,0,35,20,45,7,8,7,-15.78,58.37,-0.27,-0.132,-0.131
2f_raccel_opm,0,35,20,45,7,10,5,-17.62,64.86,-0.272,-0.11,-0.108
2f_raccel_opm,0,35,20,45,7,10,7,-17.94,57.61,-0.311,-0.211,-0.214
2f_raccel_opm,0,35,25,40,3,6,5,-17.02,68.73,-0.248,-0.095,-0.113
2f_raccel_opm,0,35,25,40,3,6,7,-17.02,68.73,-0.248,-0.095,-0.113
2f_raccel_opm,0,35,25,40,3,8,5,-25.7,72.85,-0.353,-0.241,-0.251
2f_raccel_opm,0,35,25,40,3,8,7,-25.88,73.0,-0.354,-0.245,-0.255
2f_raccel_opm,0,35,25,40,3,10,5,-22.99,73.4,-0.313,-0.166,-0.177
2f_raccel_opm,0,35,25,40,3,10,7,-23.28,73.54,-0.317,-0.173,-0.184
2f_raccel_opm,0,35,25,40,5,6,5,-21.09,64.57,-0.327,-0.281,-0.315
2f_raccel_opm,0,35,25,40,5,6,7,-23.1,66.35,-0.348,-0.337,-0.379
2f_raccel_opm,0,35,25,40,5,8,5,-15.25,58.81,-0.259,-0.093,-0.098
2f_raccel_opm,0,35,25,40,5,8,7,-24.74,67.12,-0.369,-0.332,-0.345
2f_raccel_opm,0,35,25,40,5,10,5,-17.76,61.27,-0.29,-0.156,-0.164
2f_raccel_opm,0,35,25,40,5,10,7,-25.15,67.71,-0.371,-0.378,-0.399
2f_raccel_opm,0,35,25,40,7,8,5,-16.74,59.2,-0.283,-0.089,-0.088
2f_raccel_opm,0,35,25,40,7,8,7,-15.96,53.44,-0.299,-0.128,-0.128
2f_raccel_opm,0,35,25,40,7,10,5,-19.68,64.19,-0.307,-0.165,-0.164
2f_raccel_opm,0,35,25,40,7,10,7,-21.92,60.92,-0.36,-0.32,-0.327
2f_raccel_opm,0,35,30,35,3,6,5,-26.63,69.8,-0.382,-0.368,-0.428
2f_raccel_opm,0,35,30,35,3,6,7,-26.63,69.8,-0.382,-0.368,-0.428
2f_raccel_opm,0,35,30,35,3,8,5,-30.57,72.2,-0.423,-0.494,-0.571
2f_raccel_opm,0,35,30,35,3,8,7,-30.57,72.2,-0.423,-0.494,-0.571
2f_raccel_opm,0,35,30,35,3,10,5,-28.07,69.72,-0.403,-0.412,-0.48
2f_raccel_opm,0,35,30,35,3,10,7,-27.93,69.58,-0.401,-0.408,-0.475
2f_raccel_opm,0,35,30,35,5,6,5,-28.18,66.35,-0.425,-0.488,-0.542
2f_raccel_opm,0,35,30,35,5,6,7,-29.31,66.61,-0.44,-0.529,-0.586
2f_raccel_opm,0,35,30,35,5,8,5,-28.15,64.85,-0.434,-0.503,-0.553
2f_raccel_opm,0,35,30,35,5,8,7,-30.02,65.78,-0.456,-0.589,-0.653
2f_raccel_opm,0,35,30,35,5,10,5,-21.06,56.06,-0.376,-0.28,-0.314
2f_raccel_opm,0,35,30,35,5,10,7,-27.56,62.86,-0.438,-0.459,-0.477
2f_raccel_opm,0,35,30,35,7,8,5,-26.13,63.47,-0.412,-0.462,-0.501
2f_raccel_opm,0,35,30,35,7,8,7,-20.38,54.9,-0.371,-0.4,-0.472
2f_raccel_opm,0,35,30,35,7,10,5,-34.55,70.32,-0.491,-0.604,-0.601
2f_raccel_opm,0,35,30,35,7,10,7,-27.04,62.73,-0.431,-0.448,-0.477
2f_raccel_opm,0,35,35,30,3,6,5,-25.0,68.24,-0.366,-0.326,-0.377
2f_raccel_opm,0,35,35,30,3,6,7,-25.0,68.24,-0.366,-0.326,-0.377
2f_raccel_opm,0,35,35,30,3,8,5,-25.54,67.87,-0.376,-0.337,-0.391
2f_raccel_opm,0,35,35,30,3,8,7,-26.08,68.56,-0.38,-0.351,-0.408
2f_raccel_opm,0,35,35,30,3,10,5,-24.35,68.72,-0.354,-0.299,-0.35
2f_raccel_opm,0,35,35,30,3,10,7,-24.53,69.04,-0.355,-0.304,-0.355
2f_raccel_opm,0,35,35,30,5,6,5,-29.34,71.02,-0.413,-0.479,-0.514
2f_raccel_opm,0,35,35,30,5,6,7,-31.91,71.86,-0.444,-0.556,-0.596
2f_raccel_opm,0,35,35,30,5,8,5,-24.55,59.66,-0.412,-0.434,-0.53
2f_raccel_opm,0,35,35,30,5,8,7,-28.02,63.31,-0.443,-0.548,-0.66
2f_raccel_opm,0,35,35,30,5,10,5,-26.16,62.28,-0.42,-0.491,-0.604
2f_raccel_opm,0,35,35,30,5,10,7,-28.48,64.41,-0.442,-0.57,-0.686
2f_raccel_opm,0,35,35,30,7,8,5,-23.68,59.84,-0.396,-0.429,-0.516
2f_raccel_opm,0,35,35,30,7,8,7,-27.11,64.23,-0.422,-0.624,-0.721
2f_raccel_opm,0,35,35,30,7,10,5,-23.47,59.62,-0.394,-0.427,-0.513
2f_raccel_opm,0,35,35,30,7,10,7,-21.82,58.27,-0.374,-0.403,-0.486
2f_raccel_opm,0,35,40,25,3,6,5,-38.81,74.28,-0.523,-0.755,-0.863
2f_raccel_opm,0,35,40,25,3,6,7,-38.81,74.28,-0.523,-0.755,-0.863
2f_raccel_opm,0,35,40,25,3,8,5,-40.66,75.66,-0.537,-0.83,-0.943
2f_raccel_opm,0,35,40,25,3,8,7,-40.73,75.84,-0.537,-0.832,-0.946
2f_raccel_opm,0,35,40,25,3,10,5,-40.06,76.14,-0.526,-0.811,-0.923
2f_raccel_opm,0,35,40,25,3,10,7,-40.13,76.32,-0.526,-0.813,-0.926
2f_raccel_opm,0,35,40,25,5,6,5,-34.37,72.26,-0.476,-0.665,-0.718
2f_raccel_opm,0,35,40,25,5,6,7,-35.05,72.81,-0.481,-0.687,-0.742
2f_raccel_opm,0,35,40,25,5,8,5,-30.01,63.72,-0.471,-0.629,-0.746
2f_raccel_opm,0,35,40,25,5,8,7,-31.55,66.67,-0.473,-0.685,-0.801
2f_raccel_opm,0,35,40,25,5,10,5,-28.15,62.66,-0.449,-0.581,-0.7
2f_raccel_opm,0,35,40,25,5,10,7,-29.56,65.66,-0.45,-0.634,-0.75
2f_raccel_opm,0,35,40,25,7,8,5,-34.96,66.86,-0.523,-0.835,-0.987
2f_raccel_opm,0,35,40,25,7,8,7,-24.78,56.56,-0.438,-0.574,-0.909
2f_raccel_opm,0,35,40,25,7,10,5,-31.28,62.31,-0.502,-0.703,-0.833
2f_raccel_opm,0,35,40,25,7,10,7,-13.28,40.84,-0.325,-0.175,-0.297
2f_raccel_opm,0,35,45,20,3,6,5,-36.16,71.82,-0.503,-0.646,-0.743
2f_raccel_opm,0,35,45,20,3,6,7,-36.16,71.82,-0.503,-0.646,-0.743
2f_raccel_opm,0,35,45,20,3,8,5,-35.19,72.22,-0.487,-0.629,-0.726
2f_raccel_opm,0,35,45,20,3,8,7,-35.05,72.22,-0.485,-0.624,-0.721
2f_raccel_opm,0,35,45,20,3,10,5,-34.75,72.5,-0.479,-0.615,-0.709
2f_raccel_opm,0,35,45,20,3,10,7,-34.61,72.5,-0.477,-0.611,-0.704
2f_raccel_opm,0,35,45,20,5,6,5,-2.95,43.47,-0.068,0.143,0.268
2f_raccel_opm,0,35,45,20,5,6,7,-4.15,43.53,-0.095,0.115,0.216
2f_raccel_opm,0,35,45,20,5,8,5,-20.28,56.78,-0.357,-0.298,-0.379
2f_raccel_opm,0,35,45,20,5,8,7,-7.46,43.14,-0.173,0.006,0.01
