gsub,v,q,g,m,e,x,s,cagr,mdd,cal,sh,sort
2f_oca_opm,15,5,35,45,5,10,5,3.44,46.12,0.075,0.28,0.416
2f_oca_opm,15,5,35,45,5,10,7,-2.82,43.17,-0.065,0.12,0.165
2f_oca_opm,15,5,35,45,7,8,5,2.04,50.22,0.041,0.245,0.373
2f_oca_opm,15,5,35,45,7,8,7,0.52,52.78,0.01,0.215,0.264
2f_oca_opm,15,5,35,45,7,10,5,4.12,45.66,0.09,0.296,0.443
2f_oca_opm,15,5,35,45,7,10,7,4.15,50.17,0.083,0.305,0.369
2f_oca_opm,15,5,40,40,3,6,5,-35.38,79.06,-0.447,-0.617,-0.735
2f_oca_opm,15,5,40,40,3,6,7,-35.38,79.06,-0.447,-0.617,-0.735
2f_oca_opm,15,5,40,40,3,8,5,-32.82,77.76,-0.422,-0.604,-0.686
2f_oca_opm,15,5,40,40,3,8,7,-33.49,78.28,-0.428,-0.626,-0.712
2f_oca_opm,15,5,40,40,3,10,5,-32.47,76.42,-0.425,-0.593,-0.679
2f_oca_opm,15,5,40,40,3,10,7,-33.34,77.22,-0.432,-0.621,-0.71
2f_oca_opm,15,5,40,40,5,6,5,6.71,49.97,0.134,0.361,0.573
2f_oca_opm,15,5,40,40,5,6,7,6.12,48.22,0.127,0.347,0.542
2f_oca_opm,15,5,40,40,5,8,5,1.17,50.74,0.023,0.218,0.324
2f_oca_opm,15,5,40,40,5,8,7,4.06,50.13,0.081,0.294,0.439
2f_oca_opm,15,5,40,40,5,10,5,-2.19,52.5,-0.042,0.131,0.2
2f_oca_opm,15,5,40,40,5,10,7,-1.07,51.4,-0.021,0.158,0.238
2f_oca_opm,15,5,40,40,7,8,5,27.56,31.9,0.864,0.775,1.367
2f_oca_opm,15,5,40,40,7,8,7,5.8,35.13,0.165,0.335,0.562
2f_oca_opm,15,5,40,40,7,10,5,-4.38,59.25,-0.074,0.07,0.109
2f_oca_opm,15,5,40,40,7,10,7,-0.6,44.0,-0.014,0.158,0.253
2f_oca_opm,15,5,45,35,3,6,5,-38.94,80.56,-0.483,-0.688,-0.767
2f_oca_opm,15,5,45,35,3,6,7,-38.94,80.56,-0.483,-0.688,-0.767
2f_oca_opm,15,5,45,35,3,8,5,-38.61,81.19,-0.476,-0.706,-0.767
2f_oca_opm,15,5,45,35,3,8,7,-38.32,81.19,-0.472,-0.698,-0.758
2f_oca_opm,15,5,45,35,3,10,5,-42.62,82.87,-0.514,-0.854,-0.918
2f_oca_opm,15,5,45,35,3,10,7,-42.51,82.99,-0.512,-0.852,-0.915
2f_oca_opm,15,5,45,35,5,6,5,-9.06,59.38,-0.153,-0.04,-0.06
2f_oca_opm,15,5,45,35,5,6,7,-8.76,58.65,-0.149,-0.032,-0.049
2f_oca_opm,15,5,45,35,5,8,5,-9.42,59.6,-0.158,-0.061,-0.091
2f_oca_opm,15,5,45,35,5,8,7,-12.82,61.45,-0.209,-0.159,-0.23
2f_oca_opm,15,5,45,35,5,10,5,-11.57,62.64,-0.185,-0.13,-0.198
2f_oca_opm,15,5,45,35,5,10,7,-14.88,62.55,-0.238,-0.232,-0.341
2f_oca_opm,15,5,45,35,7,8,5,-8.63,61.99,-0.139,-0.039,-0.058
2f_oca_opm,15,5,45,35,7,8,7,-6.72,54.95,-0.122,-0.002,-0.003
2f_oca_opm,15,5,45,35,7,10,5,-12.86,62.94,-0.204,-0.183,-0.288
2f_oca_opm,15,5,45,35,7,10,7,-7.75,58.02,-0.134,-0.05,-0.078
2f_oca_opm,15,5,50,30,3,6,5,-29.4,71.74,-0.41,-0.499,-0.624
2f_oca_opm,15,5,50,30,3,6,7,-29.4,71.74,-0.41,-0.499,-0.624
2f_oca_opm,15,5,50,30,3,8,5,-33.92,74.09,-0.458,-0.649,-0.802
2f_oca_opm,15,5,50,30,3,8,7,-33.92,74.09,-0.458,-0.649,-0.802
2f_oca_opm,15,5,50,30,3,10,5,-32.45,75.81,-0.428,-0.613,-0.748
2f_oca_opm,15,5,50,30,3,10,7,-32.72,75.81,-0.432,-0.622,-0.759
2f_oca_opm,15,5,50,30,5,6,5,-15.29,65.19,-0.235,-0.166,-0.213
2f_oca_opm,15,5,50,30,5,6,7,-1.87,51.59,-0.036,0.155,0.231
2f_oca_opm,15,5,50,30,5,8,5,-19.44,66.7,-0.291,-0.357,-0.52
2f_oca_opm,15,5,50,30,5,8,7,-14.23,62.42,-0.228,-0.2,-0.288
2f_oca_opm,15,5,50,30,5,10,5,-17.35,64.46,-0.269,-0.304,-0.452
2f_oca_opm,15,5,50,30,5,10,7,-12.7,60.92,-0.208,-0.165,-0.241
2f_oca_opm,15,5,50,30,7,8,5,-10.26,56.96,-0.18,-0.079,-0.124
2f_oca_opm,15,5,50,30,7,8,7,-9.69,54.7,-0.177,-0.093,-0.143
2f_oca_opm,15,5,50,30,7,10,5,-14.33,67.05,-0.214,-0.212,-0.333
2f_oca_opm,15,5,50,30,7,10,7,-6.77,52.83,-0.128,-0.016,-0.024
2f_oca_opm,15,5,55,25,3,6,5,-31.47,67.03,-0.469,-0.562,-0.768
2f_oca_opm,15,5,55,25,3,6,7,-31.47,67.03,-0.469,-0.562,-0.768
2f_oca_opm,15,5,55,25,3,8,5,-33.68,68.17,-0.494,-0.665,-0.898
2f_oca_opm,15,5,55,25,3,8,7,-33.68,68.17,-0.494,-0.665,-0.898
2f_oca_opm,15,5,55,25,3,10,5,-31.01,68.89,-0.45,-0.584,-0.781
2f_oca_opm,15,5,55,25,3,10,7,-31.29,68.89,-0.454,-0.593,-0.793
2f_oca_opm,15,5,55,25,5,6,5,-10.72,54.48,-0.197,-0.071,-0.105
2f_oca_opm,15,5,55,25,5,6,7,-6.94,49.28,-0.141,0.032,0.048
2f_oca_opm,15,5,55,25,5,8,5,-13.02,57.54,-0.226,-0.15,-0.216
2f_oca_opm,15,5,55,25,5,8,7,-14.76,57.78,-0.255,-0.202,-0.285
2f_oca_opm,15,5,55,25,5,10,5,-13.46,59.12,-0.228,-0.169,-0.243
2f_oca_opm,15,5,55,25,5,10,7,-14.8,58.27,-0.254,-0.212,-0.297
2f_oca_opm,15,5,55,25,7,8,5,-18.69,63.54,-0.294,-0.34,-0.476
2f_oca_opm,15,5,55,25,7,8,7,-21.6,61.84,-0.349,-0.46,-0.653
2f_oca_opm,15,5,55,25,7,10,5,-17.71,64.46,-0.275,-0.318,-0.462
2f_oca_opm,15,5,55,25,7,10,7,-19.66,60.35,-0.326,-0.424,-0.619
2f_oca_opm,15,5,60,20,3,6,5,-32.83,64.73,-0.507,-0.616,-0.877
2f_oca_opm,15,5,60,20,3,6,7,-32.83,64.73,-0.507,-0.616,-0.877
2f_oca_opm,15,5,60,20,3,8,5,-34.89,64.39,-0.542,-0.722,-1.031
2f_oca_opm,15,5,60,20,3,8,7,-34.89,64.39,-0.542,-0.722,-1.031
2f_oca_opm,15,5,60,20,3,10,5,-37.67,67.88,-0.555,-0.828,-1.178
2f_oca_opm,15,5,60,20,3,10,7,-37.67,67.88,-0.555,-0.828,-1.178
2f_oca_opm,15,5,60,20,5,6,5,-28.73,66.13,-0.434,-0.569,-0.723
2f_oca_opm,15,5,60,20,5,6,7,-29.15,65.42,-0.446,-0.585,-0.743
2f_oca_opm,15,5,60,20,5,8,5,-26.54,62.13,-0.427,-0.505,-0.63
2f_oca_opm,15,5,60,20,5,8,7,-27.91,66.07,-0.422,-0.559,-0.696
2f_oca_opm,15,5,60,20,5,10,5,-18.98,50.69,-0.374,-0.303,-0.44
2f_oca_opm,15,5,60,20,5,10,7,-19.03,56.64,-0.336,-0.331,-0.468
2f_oca_opm,15,5,60,20,7,8,5,-27.91,60.95,-0.458,-0.614,-0.788
2f_oca_opm,15,5,60,20,7,8,7,15.02,33.09,0.454,0.454,1.374
2f_oca_opm,15,5,60,20,7,10,5,-13.25,44.2,-0.3,-0.176,-0.281
2f_oca_opm,15,5,60,20,7,10,7,-8.48,45.89,-0.185,-0.077,-0.121
2f_oca_opm,15,5,65,15,3,6,5,-29.73,64.89,-0.458,-0.471,-0.626
2f_oca_opm,15,5,65,15,3,6,7,-29.73,64.89,-0.458,-0.471,-0.626
2f_oca_opm,15,5,65,15,3,8,5,-32.24,63.18,-0.51,-0.559,-0.739
2f_oca_opm,15,5,65,15,3,8,7,-32.24,63.18,-0.51,-0.559,-0.739
2f_oca_opm,15,5,65,15,3,10,5,-29.94,63.08,-0.475,-0.509,-0.677
2f_oca_opm,15,5,65,15,3,10,7,-30.01,63.17,-0.475,-0.511,-0.681
2f_oca_opm,15,5,65,15,5,6,5,-32.93,64.68,-0.509,-0.727,-0.965
2f_oca_opm,15,5,65,15,5,6,7,-32.84,64.7,-0.507,-0.728,-0.965
2f_oca_opm,15,5,65,15,5,8,5,-38.2,70.9,-0.539,-0.941,-1.217
2f_oca_opm,15,5,65,15,5,8,7,-35.07,69.06,-0.508,-0.831,-1.077
2f_oca_opm,15,5,65,15,5,10,5,-27.87,57.16,-0.488,-0.589,-0.936
2f_oca_opm,15,5,65,15,5,10,7,-26.39,59.41,-0.444,-0.59,-0.878
2f_oca_opm,15,5,65,15,7,8,5,-16.96,54.11,-0.313,-0.072,-0.134
2f_oca_opm,15,5,65,15,7,8,7,1.1,48.73,0.023,0.306,0.987
2f_oca_opm,15,5,65,15,7,10,5,-12.9,45.32,-0.285,-0.151,-0.245
2f_oca_opm,15,5,65,15,7,10,7,-0.87,34.15,-0.025,0.184,0.342
2f_oca_opm,15,5,70,10,3,6,5,-38.21,79.43,-0.481,-0.685,-0.84
2f_oca_opm,15,5,70,10,3,6,7,-38.21,79.43,-0.481,-0.685,-0.84
2f_oca_opm,15,5,70,10,3,8,5,-30.99,72.5,-0.427,-0.538,-0.734
2f_oca_opm,15,5,70,10,3,8,7,-30.99,72.5,-0.427,-0.538,-0.734
2f_oca_opm,15,5,70,10,3,10,5,-32.92,72.88,-0.452,-0.604,-0.825
2f_oca_opm,15,5,70,10,3,10,7,-32.92,72.88,-0.452,-0.604,-0.825
2f_oca_opm,15,5,70,10,5,6,5,-16.34,60.6,-0.27,0.084,0.21
2f_oca_opm,15,5,70,10,5,6,7,-16.9,60.56,-0.279,0.075,0.189
2f_oca_opm,15,5,70,10,5,8,5,-36.26,68.78,-0.527,-0.848,-1.057
2f_oca_opm,15,5,70,10,5,8,7,-10.44,57.77,-0.181,0.159,0.395
2f_oca_opm,15,5,70,10,5,10,5,2.38,46.13,0.052,0.328,1.278
2f_oca_opm,15,5,70,10,5,10,7,2.18,40.14,0.054,0.307,0.981
2f_oca_opm,15,5,70,10,7,8,5,-15.21,58.25,-0.261,-0.041,-0.078
2f_oca_opm,15,5,70,10,7,8,7,17.04,36.9,0.462,0.455,1.756
2f_oca_opm,15,5,70,10,7,10,5,7.63,41.26,0.185,0.374,1.529
2f_oca_opm,15,5,70,10,7,10,7,14.7,37.36,0.393,0.433,1.726
2f_oca_opm,15,10,15,60,3,6,5,9.64,62.27,0.155,0.493,0.5
2f_oca_opm,15,10,15,60,3,6,7,9.64,62.27,0.155,0.493,0.5
2f_oca_opm,15,10,15,60,3,8,5,7.56,64.14,0.118,0.457,0.455
2f_oca_opm,15,10,15,60,3,8,7,7.56,64.14,0.118,0.457,0.455
2f_oca_opm,15,10,15,60,3,10,5,5.12,65.44,0.078,0.413,0.414
2f_oca_opm,15,10,15,60,3,10,7,5.36,65.25,0.082,0.417,0.418
2f_oca_opm,15,10,15,60,5,6,5,14.57,62.89,0.232,0.572,0.583
2f_oca_opm,15,10,15,60,5,6,7,14.73,62.53,0.236,0.575,0.581
2f_oca_opm,15,10,15,60,5,8,5,10.47,59.73,0.175,0.469,0.505
2f_oca_opm,15,10,15,60,5,8,7,16.57,59.92,0.276,0.595,0.621
2f_oca_opm,15,10,15,60,5,10,5,4.02,62.06,0.065,0.33,0.348
2f_oca_opm,15,10,15,60,5,10,7,15.18,57.0,0.266,0.572,0.587
2f_oca_opm,15,10,15,60,7,8,5,-1.58,65.43,-0.024,0.205,0.214
2f_oca_opm,15,10,15,60,7,8,7,-8.45,67.85,-0.125,0.077,0.073
2f_oca_opm,15,10,15,60,7,10,5,4.25,59.94,0.071,0.335,0.353
2f_oca_opm,15,10,15,60,7,10,7,3.39,56.18,0.06,0.296,0.315
2f_oca_opm,15,10,20,55,3,6,5,-4.25,65.08,-0.065,0.193,0.204
2f_oca_opm,15,10,20,55,3,6,7,-4.25,65.08,-0.065,0.193,0.204
2f_oca_opm,15,10,20,55,3,8,5,-2.79,66.12,-0.042,0.22,0.233
2f_oca_opm,15,10,20,55,3,8,7,-2.79,66.12,-0.042,0.22,0.233
2f_oca_opm,15,10,20,55,3,10,5,1.59,67.63,0.023,0.309,0.327
2f_oca_opm,15,10,20,55,3,10,7,-0.7,67.63,-0.01,0.263,0.279
2f_oca_opm,15,10,20,55,5,6,5,-0.66,67.46,-0.01,0.296,0.294
2f_oca_opm,15,10,20,55,5,6,7,2.27,65.81,0.035,0.353,0.349
2f_oca_opm,15,10,20,55,5,8,5,-3.72,65.61,-0.057,0.229,0.224
2f_oca_opm,15,10,20,55,5,8,7,-4.92,69.41,-0.071,0.199,0.188
2f_oca_opm,15,10,20,55,5,10,5,5.88,61.47,0.096,0.361,0.407
2f_oca_opm,15,10,20,55,5,10,7,-4.9,68.73,-0.071,0.143,0.145
2f_oca_opm,15,10,20,55,7,8,5,-6.69,67.84,-0.099,0.159,0.155
2f_oca_opm,15,10,20,55,7,8,7,-19.64,72.27,-0.272,-0.111,-0.098
2f_oca_opm,15,10,20,55,7,10,5,-3.66,67.37,-0.054,0.129,0.144
2f_oca_opm,15,10,20,55,7,10,7,-10.87,67.53,-0.161,-0.029,-0.029
2f_oca_opm,15,10,25,50,3,6,5,-15.3,75.32,-0.203,-0.024,-0.027
2f_oca_opm,15,10,25,50,3,6,7,-15.3,75.32,-0.203,-0.024,-0.027
2f_oca_opm,15,10,25,50,3,8,5,-16.02,76.45,-0.21,-0.045,-0.05
2f_oca_opm,15,10,25,50,3,8,7,-17.3,76.45,-0.226,-0.074,-0.083
2f_oca_opm,15,10,25,50,3,10,5,-17.28,76.34,-0.226,-0.093,-0.099
2f_oca_opm,15,10,25,50,3,10,7,-19.19,76.34,-0.251,-0.14,-0.15
2f_oca_opm,15,10,25,50,5,6,5,-10.74,66.11,-0.162,0.092,0.093
2f_oca_opm,15,10,25,50,5,6,7,-11.23,66.13,-0.17,0.081,0.082
2f_oca_opm,15,10,25,50,5,8,5,-7.13,61.45,-0.116,0.115,0.122
2f_oca_opm,15,10,25,50,5,8,7,-16.75,65.03,-0.258,-0.089,-0.086
2f_oca_opm,15,10,25,50,5,10,5,-3.69,61.76,-0.06,0.189,0.199
2f_oca_opm,15,10,25,50,5,10,7,-15.55,64.69,-0.24,-0.067,-0.063
2f_oca_opm,15,10,25,50,7,8,5,-7.84,68.55,-0.114,0.098,0.105
2f_oca_opm,15,10,25,50,7,8,7,-6.96,64.08,-0.109,0.068,0.069
2f_oca_opm,15,10,25,50,7,10,5,-5.66,67.16,-0.084,0.157,0.163
2f_oca_opm,15,10,25,50,7,10,7,-18.78,74.71,-0.251,-0.153,-0.144
2f_oca_opm,15,10,30,45,3,6,5,-32.14,78.35,-0.41,-0.451,-0.496
2f_oca_opm,15,10,30,45,3,6,7,-32.14,78.35,-0.41,-0.451,-0.496
2f_oca_opm,15,10,30,45,3,8,5,-28.03,76.4,-0.367,-0.348,-0.383
2f_oca_opm,15,10,30,45,3,8,7,-26.51,76.1,-0.348,-0.308,-0.338
2f_oca_opm,15,10,30,45,3,10,5,-31.0,75.02,-0.413,-0.473,-0.496
2f_oca_opm,15,10,30,45,3,10,7,-31.08,74.69,-0.416,-0.478,-0.5
2f_oca_opm,15,10,30,45,5,6,5,-24.35,73.35,-0.332,-0.332,-0.342
2f_oca_opm,15,10,30,45,5,6,7,-23.35,71.41,-0.327,-0.309,-0.32
2f_oca_opm,15,10,30,45,5,8,5,-22.91,73.14,-0.313,-0.29,-0.295
2f_oca_opm,15,10,30,45,5,8,7,-20.98,69.95,-0.3,-0.256,-0.263
2f_oca_opm,15,10,30,45,5,10,5,-27.94,71.38,-0.391,-0.46,-0.454
2f_oca_opm,15,10,30,45,5,10,7,-25.01,69.08,-0.362,-0.404,-0.396
2f_oca_opm,15,10,30,45,7,8,5,-4.82,54.63,-0.088,0.056,0.083
2f_oca_opm,15,10,30,45,7,8,7,-10.54,59.41,-0.177,-0.077,-0.091
2f_oca_opm,15,10,30,45,7,10,5,-9.17,56.06,-0.164,-0.089,-0.127
2f_oca_opm,15,10,30,45,7,10,7,-8.97,57.04,-0.157,-0.039,-0.046
2f_oca_opm,15,10,35,40,3,6,5,-27.39,74.39,-0.368,-0.368,-0.438
2f_oca_opm,15,10,35,40,3,6,7,-27.39,74.39,-0.368,-0.368,-0.437
2f_oca_opm,15,10,35,40,3,8,5,-32.92,75.92,-0.434,-0.581,-0.67
2f_oca_opm,15,10,35,40,3,8,7,-33.19,75.72,-0.438,-0.59,-0.68
2f_oca_opm,15,10,35,40,3,10,5,-35.21,75.92,-0.464,-0.692,-0.805
2f_oca_opm,15,10,35,40,3,10,7,-34.81,75.13,-0.463,-0.68,-0.787
2f_oca_opm,15,10,35,40,5,6,5,-20.62,70.83,-0.291,-0.261,-0.306
2f_oca_opm,15,10,35,40,5,6,7,-22.38,70.89,-0.316,-0.327,-0.374
2f_oca_opm,15,10,35,40,5,8,5,-24.0,72.26,-0.332,-0.391,-0.441
2f_oca_opm,15,10,35,40,5,8,7,-21.15,67.77,-0.312,-0.378,-0.461
2f_oca_opm,15,10,35,40,5,10,5,-26.57,73.33,-0.362,-0.489,-0.565
2f_oca_opm,15,10,35,40,5,10,7,-21.03,66.11,-0.318,-0.399,-0.487
2f_oca_opm,15,10,35,40,7,8,5,-26.31,69.64,-0.378,-0.564,-0.685
2f_oca_opm,15,10,35,40,7,8,7,-0.31,46.35,-0.007,0.165,0.263
2f_oca_opm,15,10,35,40,7,10,5,-28.99,76.47,-0.379,-0.505,-0.546
2f_oca_opm,15,10,35,40,7,10,7,-3.88,49.06,-0.079,0.063,0.096
2f_oca_opm,15,10,40,35,3,6,5,-40.61,79.28,-0.512,-0.803,-0.928
2f_oca_opm,15,10,40,35,3,6,7,-40.61,79.28,-0.512,-0.803,-0.928
2f_oca_opm,15,10,40,35,3,8,5,-42.46,80.51,-0.527,-0.886,-1.004
2f_oca_opm,15,10,40,35,3,8,7,-42.61,80.51,-0.529,-0.892,-1.01
2f_oca_opm,15,10,40,35,3,10,5,-45.28,82.44,-0.549,-1.004,-1.127
2f_oca_opm,15,10,40,35,3,10,7,-45.65,82.62,-0.553,-1.018,-1.144
2f_oca_opm,15,10,40,35,5,6,5,-28.81,72.83,-0.396,-0.628,-0.83
2f_oca_opm,15,10,40,35,5,6,7,-29.68,73.82,-0.402,-0.629,-0.786
2f_oca_opm,15,10,40,35,5,8,5,-25.12,70.7,-0.355,-0.506,-0.667
2f_oca_opm,15,10,40,35,5,8,7,-25.48,71.21,-0.358,-0.497,-0.615
2f_oca_opm,15,10,40,35,5,10,5,-27.03,71.68,-0.377,-0.571,-0.761
2f_oca_opm,15,10,40,35,5,10,7,-25.91,70.11,-0.37,-0.523,-0.647
2f_oca_opm,15,10,40,35,7,8,5,-16.07,66.83,-0.241,-0.268,-0.4
2f_oca_opm,15,10,40,35,7,8,7,-8.43,56.19,-0.15,-0.058,-0.088
2f_oca_opm,15,10,40,35,7,10,5,-19.82,69.19,-0.286,-0.401,-0.598
2f_oca_opm,15,10,40,35,7,10,7,-8.76,56.62,-0.155,-0.08,-0.128
2f_oca_opm,15,10,45,30,3,6,5,-43.15,79.95,-0.54,-0.876,-0.999
2f_oca_opm,15,10,45,30,3,6,7,-43.21,79.95,-0.54,-0.879,-1.001
2f_oca_opm,15,10,45,30,3,8,5,-42.81,79.43,-0.539,-0.905,-1.051
2f_oca_opm,15,10,45,30,3,8,7,-42.87,79.43,-0.54,-0.907,-1.053
2f_oca_opm,15,10,45,30,3,10,5,-42.24,79.31,-0.533,-0.912,-1.041
2f_oca_opm,15,10,45,30,3,10,7,-42.87,79.31,-0.541,-0.936,-1.069
2f_oca_opm,15,10,45,30,5,6,5,-27.96,70.16,-0.399,-0.534,-0.642
2f_oca_opm,15,10,45,30,5,6,7,-27.41,69.6,-0.394,-0.518,-0.624
2f_oca_opm,15,10,45,30,5,8,5,-21.33,62.66,-0.34,-0.433,-0.645
2f_oca_opm,15,10,45,30,5,8,7,-20.98,62.81,-0.334,-0.426,-0.628
2f_oca_opm,15,10,45,30,5,10,5,-20.76,63.85,-0.325,-0.415,-0.614
2f_oca_opm,15,10,45,30,5,10,7,-19.22,62.49,-0.308,-0.379,-0.558
2f_oca_opm,15,10,45,30,7,8,5,-15.19,60.5,-0.251,-0.246,-0.375
2f_oca_opm,15,10,45,30,7,8,7,-6.59,48.32,-0.136,-0.009,-0.014
2f_oca_opm,15,10,45,30,7,10,5,-18.12,65.43,-0.277,-0.332,-0.507
2f_oca_opm,15,10,45,30,7,10,7,-4.1,50.89,-0.08,0.06,0.092
2f_oca_opm,15,10,50,25,3,6,5,-42.97,80.16,-0.536,-0.806,-0.935
2f_oca_opm,15,10,50,25,3,6,7,-43.07,80.16,-0.537,-0.81,-0.939
2f_oca_opm,15,10,50,25,3,8,5,-47.42,82.95,-0.572,-1.045,-1.207
2f_oca_opm,15,10,50,25,3,8,7,-47.51,82.95,-0.573,-1.049,-1.212
2f_oca_opm,15,10,50,25,3,10,5,-44.16,82.28,-0.537,-0.941,-1.076
2f_oca_opm,15,10,50,25,3,10,7,-44.25,82.28,-0.538,-0.944,-1.08
2f_oca_opm,15,10,50,25,5,6,5,-15.9,55.84,-0.285,-0.243,-0.353
2f_oca_opm,15,10,50,25,5,6,7,-15.8,55.81,-0.283,-0.241,-0.349
2f_oca_opm,15,10,50,25,5,8,5,-21.18,61.45,-0.345,-0.419,-0.601
2f_oca_opm,15,10,50,25,5,8,7,-20.26,60.59,-0.334,-0.389,-0.551
2f_oca_opm,15,10,50,25,5,10,5,-17.22,58.95,-0.292,-0.303,-0.444
2f_oca_opm,15,10,50,25,5,10,7,-19.54,61.9,-0.316,-0.381,-0.545
2f_oca_opm,15,10,50,25,7,8,5,-14.88,58.55,-0.254,-0.221,-0.321
2f_oca_opm,15,10,50,25,7,8,7,-20.59,63.5,-0.324,-0.446,-0.636
2f_oca_opm,15,10,50,25,7,10,5,-12.18,56.08,-0.217,-0.155,-0.239
2f_oca_opm,15,10,50,25,7,10,7,-15.21,61.15,-0.249,-0.296,-0.441
2f_oca_opm,15,10,55,20,3,6,5,-46.17,80.69,-0.572,-0.979,-1.245
2f_oca_opm,15,10,55,20,3,6,7,-46.17,80.69,-0.572,-0.979,-1.245
2f_oca_opm,15,10,55,20,3,8,5,-46.43,80.34,-0.578,-1.046,-1.341
2f_oca_opm,15,10,55,20,3,8,7,-46.43,80.34,-0.578,-1.046,-1.341
2f_oca_opm,15,10,55,20,3,10,5,-46.83,80.6,-0.581,-1.085,-1.377
2f_oca_opm,15,10,55,20,3,10,7,-46.53,80.34,-0.579,-1.074,-1.361
2f_oca_opm,15,10,55,20,5,6,5,-26.22,60.7,-0.432,-0.527,-0.676
2f_oca_opm,15,10,55,20,5,6,7,-22.81,58.04,-0.393,-0.418,-0.537
2f_oca_opm,15,10,55,20,5,8,5,-24.04,58.58,-0.41,-0.448,-0.581
2f_oca_opm,15,10,55,20,5,8,7,-24.94,61.97,-0.402,-0.491,-0.629
2f_oca_opm,15,10,55,20,5,10,5,-33.4,65.09,-0.513,-0.781,-1.001
2f_oca_opm,15,10,55,20,5,10,7,-29.4,65.93,-0.446,-0.654,-0.825
2f_oca_opm,15,10,55,20,7,8,5,-17.22,61.39,-0.28,-0.248,-0.325
2f_oca_opm,15,10,55,20,7,8,7,-5.69,51.76,-0.11,0.185,0.436
2f_oca_opm,15,10,55,20,7,10,5,-28.04,67.04,-0.418,-0.608,-0.788
2f_oca_opm,15,10,55,20,7,10,7,-28.34,67.57,-0.419,-0.68,-0.854
2f_oca_opm,15,10,60,15,3,6,5,-37.3,73.6,-0.507,-0.677,-0.876
2f_oca_opm,15,10,60,15,3,6,7,-37.3,73.6,-0.507,-0.677,-0.876
2f_oca_opm,15,10,60,15,3,8,5,-31.6,67.3,-0.47,-0.574,-0.776
2f_oca_opm,15,10,60,15,3,8,7,-31.6,67.3,-0.47,-0.574,-0.776
2f_oca_opm,15,10,60,15,3,10,5,-29.83,67.72,-0.44,-0.53,-0.71
2f_oca_opm,15,10,60,15,3,10,7,-29.83,67.72,-0.44,-0.53,-0.71
2f_oca_opm,15,10,60,15,5,6,5,-40.55,76.27,-0.532,-0.896,-1.028
2f_oca_opm,15,10,60,15,5,6,7,-5.35,58.94,-0.091,0.227,0.582
2f_oca_opm,15,10,60,15,5,8,5,-34.69,69.14,-0.502,-0.8,-1.013
2f_oca_opm,15,10,60,15,5,8,7,-7.84,58.49,-0.134,0.192,0.481
2f_oca_opm,15,10,60,15,5,10,5,-35.72,70.28,-0.508,-0.828,-1.057
2f_oca_opm,15,10,60,15,5,10,7,-33.69,68.31,-0.493,-0.772,-0.98
2f_oca_opm,15,10,60,15,7,8,5,-18.32,60.26,-0.304,-0.103,-0.192
2f_oca_opm,15,10,60,15,7,8,7,6.46,43.89,0.147,0.353,1.379
2f_oca_opm,15,10,60,15,7,10,5,-27.88,64.69,-0.431,-0.609,-0.799
2f_oca_opm,15,10,60,15,7,10,7,-8.25,42.09,-0.196,-0.002,-0.003
2f_oca_opm,15,10,65,10,3,6,5,-33.75,73.47,-0.459,-0.582,-0.751
2f_oca_opm,15,10,65,10,3,6,7,-33.81,73.47,-0.46,-0.584,-0.753
2f_oca_opm,15,10,65,10,3,8,5,-24.21,59.78,-0.405,-0.361,-0.491
2f_oca_opm,15,10,65,10,3,8,7,-24.28,59.78,-0.406,-0.363,-0.494
2f_oca_opm,15,10,65,10,3,10,5,-23.99,60.08,-0.399,-0.355,-0.484
2f_oca_opm,15,10,65,10,3,10,7,-24.06,60.16,-0.4,-0.357,-0.487
2f_oca_opm,15,10,65,10,5,6,5,-39.55,74.98,-0.527,-0.88,-1.0
2f_oca_opm,15,10,65,10,5,6,7,-6.48,55.11,-0.118,0.211,0.541
2f_oca_opm,15,10,65,10,5,8,5,-32.31,66.75,-0.484,-0.727,-0.928
2f_oca_opm,15,10,65,10,5,8,7,-5.5,52.7,-0.104,0.22,0.562
2f_oca_opm,15,10,65,10,5,10,5,-33.01,68.95,-0.479,-0.763,-0.988
2f_oca_opm,15,10,65,10,5,10,7,-27.15,60.14,-0.451,-0.526,-0.699
2f_oca_opm,15,10,65,10,7,8,5,-37.86,72.8,-0.52,-1.008,-1.301
2f_oca_opm,15,10,65,10,7,8,7,-5.65,57.64,-0.098,0.233,0.736
2f_oca_opm,15,10,65,10,7,10,5,-35.18,70.08,-0.502,-0.904,-1.19
2f_oca_opm,15,10,65,10,7,10,7,-9.06,42.55,-0.213,0.028,0.058
2f_oca_opm,15,15,10,60,3,6,5,8.4,70.3,0.12,0.471,0.459
2f_oca_opm,15,15,10,60,3,6,7,8.4,70.3,0.12,0.471,0.459
2f_oca_opm,15,15,10,60,3,8,5,0.6,69.71,0.009,0.322,0.303
2f_oca_opm,15,15,10,60,3,8,7,0.67,69.71,0.01,0.323,0.304
2f_oca_opm,15,15,10,60,3,10,5,-2.26,69.21,-0.033,0.263,0.243
2f_oca_opm,15,15,10,60,3,10,7,0.09,68.82,0.001,0.31,0.287
2f_oca_opm,15,15,10,60,5,6,5,11.38,65.89,0.173,0.522,0.498
2f_oca_opm,15,15,10,60,5,6,7,7.12,67.64,0.105,0.442,0.425
