gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
oca_z,cfo_growth_z,0.0,40,10,30,20,6m,-19.98,64.92,-0.308,-0.099,-0.107
oca_z,cfo_growth_z,0.0,40,10,30,20,6m-1m,-25.33,60.73,-0.417,-0.236,-0.262
oca_z,cfo_growth_z,0.0,40,10,30,20,12m,-28.83,63.93,-0.451,-0.332,-0.338
oca_z,cfo_growth_z,0.0,40,10,30,20,12m-1m,-39.42,76.81,-0.513,-0.613,-0.591
oca_z,cfo_growth_z,0.0,35,15,25,25,6m,-23.38,74.39,-0.314,-0.17,-0.182
oca_z,cfo_growth_z,0.0,35,15,25,25,6m-1m,-29.69,75.62,-0.393,-0.321,-0.35
oca_z,cfo_growth_z,0.0,35,15,25,25,12m,-39.87,82.38,-0.484,-0.659,-0.668
oca_z,cfo_growth_z,0.0,35,15,25,25,12m-1m,-37.35,78.53,-0.476,-0.602,-0.6
oca_z,cfo_growth_z,0.0,30,10,30,30,6m,-26.42,79.57,-0.332,-0.192,-0.225
oca_z,cfo_growth_z,0.0,30,10,30,30,6m-1m,-26.02,73.43,-0.354,-0.224,-0.258
oca_z,cfo_growth_z,0.0,30,10,30,30,12m,-29.25,68.63,-0.426,-0.37,-0.399
oca_z,cfo_growth_z,0.0,30,10,30,30,12m-1m,-27.26,79.38,-0.343,-0.312,-0.334
oca_z,cfo_growth_z,0.0,10,40,30,20,6m,25.21,68.68,0.367,0.724,0.785
oca_z,cfo_growth_z,0.0,10,40,30,20,6m-1m,32.91,67.27,0.489,0.819,0.933
oca_z,cfo_growth_z,0.0,10,40,30,20,12m,76.27,64.25,1.187,1.287,1.383
oca_z,cfo_growth_z,0.0,10,40,30,20,12m-1m,48.18,67.47,0.714,0.997,1.077
oca_z,cfo_growth_z,0.0,15,35,25,25,6m,27.3,64.12,0.426,0.742,0.841
oca_z,cfo_growth_z,0.0,15,35,25,25,6m-1m,14.99,75.07,0.2,0.558,0.651
oca_z,cfo_growth_z,0.0,15,35,25,25,12m,31.78,73.57,0.432,0.805,0.842
oca_z,cfo_growth_z,0.0,15,35,25,25,12m-1m,6.87,77.4,0.089,0.467,0.494
oca_z,cfo_growth_z,0.0,20,30,20,30,6m,8.69,73.93,0.117,0.459,0.528
oca_z,cfo_growth_z,0.0,20,30,20,30,6m-1m,-2.24,80.8,-0.028,0.274,0.315
oca_z,cfo_growth_z,0.0,20,30,20,30,12m,10.2,70.89,0.144,0.51,0.553
oca_z,cfo_growth_z,0.0,20,30,20,30,12m-1m,6.89,70.38,0.098,0.43,0.487
oca_z,cfo_growth_z,0.0,10,10,60,20,6m,-9.72,73.46,-0.132,0.125,0.134
oca_z,cfo_growth_z,0.0,10,10,60,20,6m-1m,-7.11,77.42,-0.092,0.183,0.199
oca_z,cfo_growth_z,0.0,10,10,60,20,12m,15.43,61.63,0.25,0.581,0.594
oca_z,cfo_growth_z,0.0,10,10,60,20,12m-1m,11.87,67.36,0.176,0.526,0.544
