atk,def,rule,cagr,mdd,cal,sh,sort,sw,boost
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA60_4d,83.09,37.42,2.221,1.555,2.53,23,60.27928626842514
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,B126_40_2d,84.78,38.22,2.218,1.612,2.507,30,57.176105508145845
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_30_3d,85.31,38.46,2.218,1.54,2.505,17,73.31264546159814
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KK_MA60_5d,77.03,34.76,2.216,1.567,2.293,19,49.18541505042669
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_30_2d,82.41,37.23,2.214,1.543,2.466,24,73.39022498060513
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA250_5d,91.53,41.33,2.214,1.659,2.587,13,47.478665632273085
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA60_4d,88.16,39.85,2.212,1.602,2.596,23,60.27928626842514
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,B126_30_2d,88.3,40.01,2.207,1.594,2.579,24,73.39022498060513
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA60_2d,87.87,39.87,2.204,1.59,2.534,47,59.96896819239721
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA60_5d,76.98,34.96,2.202,1.523,2.282,23,60.20170674941815
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_30_2d,84.87,38.55,2.202,1.558,2.489,24,73.39022498060513
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA150_2d,84.77,38.53,2.2,1.634,2.558,25,56.788207913110945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_30_2d,85.32,38.82,2.198,1.539,2.43,24,73.39022498060513
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,KP_MA150_4d,70.21,31.96,2.197,1.424,2.224,21,57.176105508145845
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA60_2d,80.97,36.92,2.193,1.56,2.463,47,59.96896819239721
A3_3f_rog_G60M25,D2_2f_oar_V40G40,KP_MA200_2d,74.43,33.96,2.191,1.503,2.297,21,54.30566330488751
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_50_5d,90.3,41.23,2.19,1.692,2.688,19,37.3933281613654
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_45_4d,82.05,37.49,2.189,1.604,2.465,19,49.49573312645462
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_30_2d,85.58,39.1,2.189,1.586,2.45,24,73.39022498060513
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA120_3d,83.76,38.29,2.188,1.577,2.491,15,57.951900698215674
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_50_5d,90.33,41.33,2.186,1.668,2.62,19,37.3933281613654
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_50_2d,90.06,41.23,2.184,1.639,2.597,28,38.16912335143522
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_50_2d,93.75,42.96,2.182,1.682,2.733,28,38.16912335143522
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_50_5d,93.71,42.96,2.181,1.715,2.759,19,37.3933281613654
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_45_3d,100.36,46.03,2.18,1.782,2.702,23,48.95267649340574
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KK_MA120_4d,79.08,36.29,2.179,1.56,2.367,15,50.19394879751745
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA60_4d,86.31,39.64,2.177,1.572,2.608,23,60.27928626842514
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,B126_45_4d,81.73,37.54,2.177,1.596,2.488,19,49.49573312645462
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_45_4d,84.93,39.04,2.176,1.67,2.579,19,49.49573312645462
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_30_3d,88.93,40.89,2.175,1.591,2.496,17,73.31264546159814
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KK_MA120_3d,70.31,32.33,2.175,1.469,2.199,17,50.89216446858029
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_50_5d,93.79,43.15,2.174,1.745,2.755,19,37.3933281613654
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_50_2d,89.61,41.23,2.173,1.663,2.659,28,38.16912335143522
A3_3f_rog_G60M25,D2_2f_oar_V40G40,B126_30_2d,77.83,35.83,2.172,1.5,2.257,24,73.39022498060513
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_30_3d,85.74,39.48,2.172,1.538,2.488,17,73.31264546159814
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KP_MA60_3d,84.84,39.07,2.172,1.598,2.57,31,60.66718386346005
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA120_3d,80.59,37.11,2.172,1.513,2.404,15,57.951900698215674
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KK_MA120_3d,77.42,35.65,2.172,1.538,2.34,17,50.89216446858029
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_45_2d,78.92,36.34,2.172,1.557,2.422,28,48.719937936384795
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_50_2d,89.52,41.23,2.171,1.652,2.631,28,38.16912335143522
A4_3f_roo_G60M30,D2_2f_oar_V40G40,B126_35_2d,77.12,35.52,2.171,1.484,2.17,24,67.10628394103956
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA250_5d,94.99,43.79,2.169,1.673,2.602,13,47.478665632273085
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA60_3d,72.1,33.24,2.169,1.426,2.278,31,60.66718386346005
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA120_4d,75.56,34.84,2.169,1.503,2.295,15,57.874321179208685
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA60_2d,81.94,37.8,2.168,1.542,2.486,47,59.96896819239721
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_35_2d,76.06,35.09,2.168,1.463,2.159,24,67.10628394103956
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA250_5d,88.76,41.0,2.165,1.611,2.528,13,47.478665632273085
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KK_MA120_5d,78.0,36.04,2.164,1.573,2.367,15,50.116369278510476
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KK_MA120_4d,76.59,35.41,2.163,1.551,2.344,15,50.19394879751745
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KK_MA120_4d,77.75,35.95,2.163,1.552,2.374,15,50.19394879751745
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA60_4d,89.6,41.42,2.163,1.657,2.668,23,60.27928626842514
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,B126_45_2d,80.35,37.14,2.163,1.589,2.461,28,48.719937936384795
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA250_2d,98.11,45.36,2.163,1.744,2.714,25,48.87509697439876
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA250_3d,87.38,40.42,2.162,1.614,2.506,15,48.09930178432894
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_40_2d,101.41,46.93,2.161,1.795,2.702,30,57.176105508145845
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA120_2d,72.71,33.65,2.161,1.461,2.218,21,58.10705973622964
A6_2f_oca_G60M25,D2_2f_oar_V40G40,B126_35_4d,81.35,37.69,2.159,1.533,2.297,15,67.95965865011637
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KP_MA150_2d,80.82,37.45,2.158,1.564,2.479,25,56.788207913110945
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA250_4d,87.19,40.41,2.158,1.595,2.502,15,48.021722265321955
A3_3f_rog_G60M25,D3_3f_roo_M60S7,B126_45_5d,82.35,38.16,2.158,1.604,2.485,17,49.72847168347556
A7_2f_roc_G55M25,D2_2f_oar_V40G40,B126_35_5d,80.25,37.18,2.158,1.534,2.257,15,67.88207913110938
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA250_2d,93.07,43.12,2.158,1.692,2.666,25,48.87509697439876
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_40_2d,102.48,47.54,2.156,1.813,2.687,30,57.176105508145845
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_50_2d,88.45,41.04,2.155,1.63,2.598,28,38.16912335143522
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,KP_MA200_2d,81.75,37.93,2.155,1.575,2.456,21,54.30566330488751
A7_2f_roc_G55M25,D5_2f_rao_M55,KK_MA60_4d,84.27,39.13,2.154,1.636,2.634,23,49.80605120248254
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KK_MA60_5d,73.23,34.01,2.153,1.523,2.262,19,49.18541505042669
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA120_2d,81.9,38.03,2.153,1.553,2.449,21,58.10705973622964
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA60_3d,77.26,35.92,2.151,1.504,2.386,31,60.66718386346005
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_30_2d,86.16,40.09,2.149,1.544,2.553,24,73.39022498060513
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_45_5d,84.87,39.5,2.149,1.664,2.587,17,49.72847168347556
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA200_3d,92.54,43.06,2.149,1.653,2.589,19,54.3832428238945
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA60_3d,66.74,31.07,2.148,1.387,2.099,31,60.66718386346005
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_45_5d,98.72,46.03,2.144,1.776,2.659,17,49.72847168347556
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA150_2d,72.63,33.92,2.141,1.475,2.28,25,56.788207913110945
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA250_2d,99.71,46.67,2.137,1.737,2.688,25,48.87509697439876
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA120_3d,69.71,32.63,2.136,1.427,2.194,15,57.951900698215674
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA60_4d,77.36,36.27,2.133,1.488,2.419,23,60.27928626842514
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_30_3d,76.65,35.94,2.133,1.468,2.237,17,73.31264546159814
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA120_3d,72.63,34.05,2.133,1.462,2.233,15,57.951900698215674
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_50_2d,91.6,42.96,2.132,1.663,2.728,28,38.16912335143522
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_40_3d,100.28,47.06,2.131,1.738,2.648,19,57.56400310318076
A6_2f_oca_G60M25,D2_2f_oar_V40G40,B126_40_5d,80.66,37.9,2.128,1.548,2.302,13,57.176105508145845
A6_2f_oca_G60M25,D5_2f_rao_M55,KK_MA60_5d,85.37,40.13,2.127,1.681,2.623,19,49.18541505042669
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA60_4d,79.74,37.54,2.124,1.553,2.429,23,60.27928626842514
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA60_4d,69.68,32.84,2.122,1.409,2.132,23,60.27928626842514
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA150_4d,82.48,38.87,2.122,1.573,2.481,21,57.176105508145845
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA60_3d,90.37,42.59,2.122,1.679,2.684,31,60.66718386346005
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA60_4d,82.61,38.95,2.121,1.532,2.483,23,60.27928626842514
A4_3f_roo_G60M30,D5_2f_rao_M55,B126_45_2d,97.62,46.03,2.121,1.767,2.686,28,48.719937936384795
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_50_5d,87.37,41.23,2.119,1.651,2.587,19,37.3933281613654
A6_2f_oca_G60M25,D5_2f_rao_M55,KK_MA60_4d,82.83,39.13,2.117,1.632,2.563,23,49.80605120248254
A7_2f_roc_G55M25,D2_2f_oar_V40G40,B126_40_5d,79.02,37.34,2.116,1.543,2.277,13,57.176105508145845
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA60_3d,76.76,36.31,2.114,1.464,2.386,31,60.66718386346005
A3_3f_rog_G60M25,D2_2f_oar_V40G40,KP_MA150_4d,66.52,31.49,2.113,1.407,2.159,21,57.176105508145845
A4_3f_roo_G60M30,D5_2f_rao_M55,KK_MA60_4d,82.68,39.13,2.113,1.616,2.557,23,49.80605120248254
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KK_MA60_5d,71.78,34.01,2.11,1.495,2.212,19,49.18541505042669
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA120_3d,74.31,35.21,2.11,1.482,2.269,15,57.951900698215674
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA120_2d,84.41,40.04,2.108,1.589,2.533,21,58.10705973622964
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA150_2d,69.86,33.14,2.108,1.429,2.246,25,56.788207913110945
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA60_3d,89.84,42.64,2.107,1.632,2.678,31,60.66718386346005
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA200_2d,93.03,44.16,2.107,1.688,2.671,21,54.30566330488751
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_45_3d,96.94,46.03,2.106,1.756,2.679,23,48.95267649340574
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KP_MA60_3d,74.21,35.24,2.106,1.433,2.29,31,60.66718386346005
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_50_2d,86.36,41.04,2.104,1.61,2.591,28,38.16912335143522
A6_2f_oca_G60M25,D2_2f_oar_V40G40,B126_40_4d,75.88,36.06,2.104,1.491,2.22,17,57.253685027152834
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA60_4d,84.65,40.24,2.104,1.562,2.531,23,60.27928626842514
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_40_2d,81.4,38.75,2.101,1.554,2.425,30,57.176105508145845
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_45_4d,78.9,37.61,2.098,1.535,2.383,19,49.49573312645462
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_30_4d,90.08,42.93,2.098,1.602,2.499,17,73.23506594259116
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_50_5d,86.46,41.23,2.097,1.653,2.598,19,37.3933281613654
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA120_3d,80.88,38.56,2.097,1.543,2.437,15,57.951900698215674
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA120_2d,87.15,41.57,2.096,1.615,2.567,21,58.10705973622964
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA120_2d,67.82,32.42,2.092,1.409,2.134,21,58.10705973622964
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_45_3d,96.27,46.03,2.091,1.753,2.63,23,48.95267649340574
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA250_4d,91.87,43.98,2.089,1.641,2.552,15,48.021722265321955
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KK_MA60_5d,80.0,38.33,2.087,1.578,2.461,19,49.18541505042669
A7_2f_roc_G55M25,D3_3f_roo_M60S7,B126_45_2d,80.1,38.48,2.081,1.575,2.443,28,48.719937936384795
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA60_3d,72.99,35.13,2.078,1.446,2.253,31,60.66718386346005
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA150_3d,79.17,38.14,2.076,1.556,2.417,25,56.477889837083005
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA150_3d,79.7,38.44,2.073,1.574,2.468,25,56.477889837083005
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA60_4d,84.0,40.54,2.072,1.583,2.551,23,60.27928626842514
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_50_5d,83.44,40.3,2.071,1.607,2.546,19,37.3933281613654
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KK_MA120_5d,72.28,34.91,2.07,1.495,2.227,15,50.116369278510476
A5_3f_rog_G70M25,D2_2f_oar_V40G40,B126_35_2d,75.82,36.67,2.067,1.462,2.154,24,67.10628394103956
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_50_5d,83.48,40.4,2.066,1.584,2.483,19,37.3933281613654
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,B126_30_4d,71.15,34.45,2.065,1.383,2.163,17,73.23506594259116
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,B126_30_3d,67.6,32.75,2.064,1.347,2.11,17,73.31264546159814
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_45_2d,75.5,36.58,2.064,1.533,2.326,28,48.719937936384795
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_50_2d,88.55,42.96,2.061,1.612,2.596,28,38.16912335143522
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_50_4d,84.98,41.23,2.061,1.63,2.57,19,36.92785104732351
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_30_2d,83.0,40.37,2.056,1.537,2.453,24,73.39022498060513
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_30_4d,87.54,42.58,2.056,1.554,2.508,17,73.23506594259116
A4_3f_roo_G60M30,D2_2f_oar_V40G40,B126_40_4d,77.04,37.49,2.055,1.512,2.265,17,57.253685027152834
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_50_5d,86.81,42.25,2.055,1.659,2.612,19,37.3933281613654
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA150_2d,69.64,33.92,2.053,1.425,2.2,25,56.788207913110945
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_50_2d,88.11,42.96,2.051,1.635,2.66,28,38.16912335143522
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_50_2d,88.02,42.96,2.049,1.624,2.63,28,38.16912335143522
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA150_2d,67.81,33.11,2.048,1.42,2.196,25,56.788207913110945
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA60_3d,87.1,42.66,2.042,1.601,2.571,31,60.66718386346005
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA60_2d,84.76,41.55,2.04,1.574,2.552,47,59.96896819239721
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA150_3d,74.73,36.65,2.039,1.484,2.256,25,56.477889837083005
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA150_3d,68.7,33.74,2.036,1.412,2.154,25,56.477889837083005
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_50_5d,87.33,42.96,2.033,1.644,2.655,19,37.3933281613654
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_30_2d,74.8,36.82,2.032,1.447,2.211,24,73.39022498060513
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_50_2d,83.39,41.04,2.032,1.559,2.465,28,38.16912335143522
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_45_4d,93.31,46.03,2.027,1.722,2.559,19,49.49573312645462
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA120_2d,80.45,39.69,2.027,1.528,2.466,21,58.10705973622964
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_45_5d,81.42,40.19,2.026,1.567,2.322,17,49.72847168347556
A1_3f_rgp_G60M40,D6_2f_rvo_M60,B126_50_5d,87.37,43.14,2.025,1.621,2.588,19,37.3933281613654
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA120_2d,84.59,41.83,2.022,1.586,2.519,21,58.10705973622964
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_50_2d,82.96,41.04,2.021,1.581,2.523,28,38.16912335143522
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_50_5d,90.78,44.91,2.021,1.695,2.723,19,37.3933281613654
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_50_2d,82.87,41.04,2.019,1.571,2.496,28,38.16912335143522
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA120_3d,70.15,34.75,2.019,1.441,2.211,15,57.951900698215674
A5_3f_rog_G70M25,D2_2f_oar_V40G40,B126_30_2d,77.76,38.6,2.015,1.483,2.265,24,73.39022498060513
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA150_2d,84.37,41.89,2.014,1.584,2.499,25,56.788207913110945
A2_3f_rog_G65M30,D2_2f_oar_V40G40,B126_35_5d,77.43,38.45,2.014,1.479,2.199,15,67.88207913110938
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA60_4d,79.2,39.35,2.013,1.492,2.419,23,60.27928626842514
A5_3f_rog_G70M25,D2_2f_oar_V40G40,B126_40_3d,81.86,40.66,2.013,1.558,2.322,19,57.56400310318076
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA120_4d,73.66,36.64,2.01,1.468,2.239,15,57.874321179208685
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_45_2d,92.41,46.03,2.007,1.715,2.587,28,48.719937936384795
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_30_4d,84.02,41.88,2.006,1.524,2.468,17,73.23506594259116
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA60_5d,84.31,42.08,2.004,1.612,2.412,23,60.20170674941815
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_50_5d,80.63,40.3,2.001,1.566,2.449,19,37.3933281613654
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA120_3d,72.0,35.99,2.0,1.445,2.207,15,57.951900698215674
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,B126_30_4d,85.64,42.84,1.999,1.534,2.473,17,73.23506594259116
A6_2f_oca_G60M25,D2_2f_oar_V40G40,B126_40_3d,79.09,39.59,1.998,1.531,2.27,19,57.56400310318076
A3_3f_rog_G60M25,D6_2f_rvo_M60,B126_45_2d,82.85,41.66,1.989,1.59,2.487,28,48.719937936384795
A4_3f_roo_G60M30,D2_2f_oar_V40G40,B126_40_3d,80.26,40.37,1.988,1.549,2.309,19,57.56400310318076
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA120_4d,71.16,35.86,1.985,1.458,2.223,15,57.874321179208685
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_45_2d,74.97,37.79,1.984,1.493,2.301,28,48.719937936384795
A5_3f_rog_G70M25,D5_2f_rao_M55,KK_MA60_4d,77.65,39.13,1.984,1.549,2.445,23,49.80605120248254
A5_3f_rog_G70M25,D2_2f_oar_V40G40,B126_40_4d,75.44,38.04,1.983,1.48,2.212,17,57.253685027152834
A3_3f_rog_G60M25,D2_2f_oar_V40G40,B126_35_4d,75.62,38.13,1.983,1.466,2.142,15,67.95965865011637
A1_3f_rgp_G60M40,D4_3f_rog_M60S5,KP_MA60_3d,70.68,35.67,1.982,1.389,2.22,31,60.66718386346005
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KK_MA60_3d,62.64,31.61,1.981,1.353,2.047,39,50.73700543056633
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_45_2d,91.16,46.03,1.98,1.697,2.561,28,48.719937936384795
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_50_2d,86.7,43.82,1.979,1.65,2.588,28,38.16912335143522
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_50_5d,79.74,40.3,1.979,1.568,2.456,19,37.3933281613654
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA120_2d,69.06,34.92,1.978,1.41,2.161,21,58.10705973622964
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA60_3d,66.82,33.78,1.978,1.369,2.061,31,60.66718386346005
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA120_2d,69.61,35.19,1.978,1.42,2.148,21,58.10705973622964
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_40_2d,92.71,46.93,1.976,1.707,2.517,30,57.176105508145845
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA120_4d,72.19,36.59,1.973,1.454,2.233,15,57.874321179208685
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,B126_30_2d,82.7,41.95,1.972,1.504,2.464,24,73.39022498060513
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_50_5d,81.3,41.23,1.972,1.591,2.461,19,37.3933281613654
A1_3f_rgp_G60M40,D5_2f_rao_M55,KK_MA60_5d,85.47,43.45,1.967,1.631,2.585,19,49.18541505042669
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_50_5d,84.46,42.96,1.966,1.603,2.555,19,37.3933281613654
A5_3f_rog_G70M25,D2_2f_oar_V40G40,KP_MA250_2d,78.4,39.9,1.965,1.543,2.364,25,48.87509697439876
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,KP_MA200_3d,70.35,35.91,1.959,1.424,2.157,19,54.3832428238945
A3_3f_rog_G60M25,D2_2f_oar_V40G40,KP_MA60_4d,65.24,33.32,1.958,1.369,2.045,23,60.27928626842514
A3_3f_rog_G60M25,D2_2f_oar_V40G40,B126_35_2d,73.42,37.53,1.956,1.443,2.103,24,67.10628394103956
A1_3f_rgp_G60M40,D5_2f_rao_M55,B126_45_4d,89.97,46.03,1.954,1.651,2.479,19,49.49573312645462
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_50_3d,83.85,42.96,1.952,1.598,2.558,23,37.470907680372385
A2_3f_rog_G65M30,D5_2f_rao_M55,KK_MA60_4d,76.3,39.13,1.95,1.533,2.447,23,49.80605120248254
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_50_4d,78.58,40.3,1.95,1.548,2.435,19,36.92785104732351
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_50_3d,82.44,42.3,1.949,1.592,2.498,23,37.470907680372385
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,B126_30_2d,80.27,41.24,1.947,1.488,2.44,24,73.39022498060513
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_50_4d,82.4,42.35,1.946,1.611,2.531,19,36.92785104732351
A5_3f_rog_G70M25,D5_2f_rao_M55,B126_50_2d,90.31,46.42,1.946,1.674,2.59,28,38.16912335143522
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_50_5d,83.56,42.96,1.945,1.605,2.565,19,37.3933281613654
A1_3f_rgp_G60M40,D2_2f_oar_V40G40,B126_30_2d,70.59,36.32,1.943,1.39,2.201,24,73.39022498060513
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA150_3d,78.75,40.58,1.94,1.522,2.405,25,56.477889837083005
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA150_3d,69.61,35.91,1.939,1.424,2.164,25,56.477889837083005
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_50_3d,79.96,41.23,1.939,1.571,2.461,23,37.470907680372385
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA60_3d,83.31,43.04,1.936,1.557,2.501,31,60.66718386346005
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA250_2d,89.37,46.19,1.935,1.655,2.534,25,48.87509697439876
