atk,def,rule,cagr,mdd,cal,sh,sort,sw,boost
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA200_5d,182.52,28.1,6.496,2.488,4.024,15,53.60744763382467
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA200_5d,175.95,28.1,6.262,2.447,3.911,15,53.60744763382467
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA200_5d,164.46,27.25,6.035,2.338,3.719,15,53.60744763382467
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA200_5d,162.41,27.25,5.96,2.349,3.717,15,53.60744763382467
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA200_5d,165.04,27.8,5.937,2.374,3.807,15,53.60744763382467
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA200_4d,164.02,28.1,5.837,2.338,3.776,15,53.68502715283165
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA200_5d,171.53,31.45,5.455,2.39,3.835,15,53.60744763382467
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA200_4d,158.79,29.29,5.422,2.303,3.679,15,53.68502715283165
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA200_5d,149.65,28.1,5.326,2.287,3.67,15,53.60744763382467
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA250_5d,144.21,27.25,5.292,2.187,3.494,13,47.478665632273085
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA200_5d,146.65,28.1,5.219,2.195,3.551,15,53.60744763382467
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA200_4d,149.83,28.78,5.207,2.238,3.527,15,53.68502715283165
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA200_4d,148.23,28.5,5.2,2.205,3.499,15,53.68502715283165
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA200_5d,143.85,28.1,5.119,2.244,3.556,15,53.60744763382467
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA250_5d,143.78,28.1,5.117,2.19,3.481,13,47.478665632273085
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA250_5d,136.75,26.77,5.108,2.148,3.432,13,47.478665632273085
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA250_5d,143.42,28.1,5.104,2.187,3.507,13,47.478665632273085
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA200_5d,140.91,28.1,5.015,2.152,3.443,15,53.60744763382467
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA200_5d,134.21,26.77,5.013,2.168,3.44,15,53.60744763382467
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA200_5d,140.15,28.1,4.988,2.138,3.463,15,53.60744763382467
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA150_5d,140.13,28.2,4.969,2.19,3.462,15,56.788207913110945
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA200_4d,154.69,31.22,4.955,2.287,3.656,15,53.68502715283165
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA200_5d,142.54,28.82,4.947,2.17,3.548,15,53.60744763382467
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA200_4d,158.58,32.24,4.919,2.284,3.664,15,53.68502715283165
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA200_5d,131.39,26.77,4.908,2.078,3.323,15,53.60744763382467
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA200_5d,133.69,27.25,4.906,2.132,3.362,15,53.60744763382467
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA250_4d,132.63,27.25,4.867,2.084,3.344,15,48.021722265321955
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA200_5d,139.94,28.82,4.855,2.186,3.48,15,53.60744763382467
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA200_5d,131.88,27.25,4.84,2.141,3.354,15,53.60744763382467
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA200_5d,130.88,27.25,4.803,2.046,3.26,15,53.60744763382467
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA200_5d,134.57,28.1,4.789,2.095,3.356,15,53.60744763382467
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA150_5d,149.25,31.34,4.762,2.251,3.593,15,56.788207913110945
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA200_5d,136.9,28.82,4.751,2.127,3.438,15,53.60744763382467
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA250_4d,133.34,28.1,4.746,2.091,3.36,15,48.021722265321955
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA200_4d,133.14,28.1,4.738,2.133,3.434,15,53.68502715283165
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA200_5d,140.08,29.87,4.689,2.174,3.537,15,53.60744763382467
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA200_5d,125.29,26.77,4.68,2.02,3.235,15,53.60744763382467
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA150_5d,140.46,30.09,4.668,2.173,3.437,15,56.788207913110945
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA250_4d,126.79,27.25,4.653,2.037,3.222,15,48.021722265321955
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA200_3d,145.82,31.35,4.652,2.205,3.543,19,54.3832428238945
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA200_5d,127.54,27.5,4.638,2.052,3.316,15,53.60744763382467
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA200_3d,141.48,30.53,4.635,2.175,3.455,19,54.3832428238945
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA250_5d,125.78,27.25,4.616,2.033,3.205,13,47.478665632273085
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA200_3d,143.59,31.22,4.599,2.212,3.518,19,54.3832428238945
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA200_5d,124.8,27.25,4.58,1.99,3.173,15,53.60744763382467
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA150_5d,148.65,32.52,4.571,2.235,3.542,15,56.788207913110945
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA250_4d,134.26,29.55,4.543,2.121,3.407,15,48.021722265321955
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA200_5d,127.04,27.97,4.541,2.02,3.251,15,53.60744763382467
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA200_3d,138.36,30.66,4.513,2.133,3.389,19,54.3832428238945
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA250_4d,131.08,29.09,4.506,2.068,3.299,15,48.021722265321955
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA200_5d,134.5,29.87,4.503,2.131,3.425,15,53.60744763382467
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA200_4d,128.52,28.57,4.499,2.097,3.336,15,53.68502715283165
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA150_5d,125.82,28.1,4.478,2.07,3.318,15,56.788207913110945
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA200_5d,125.28,27.97,4.478,2.027,3.236,15,53.60744763382467
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_30_5d,120.03,26.87,4.466,1.965,3.016,13,72.53685027152832
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA150_5d,125.28,28.1,4.458,2.054,3.271,15,56.788207913110945
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA120_4d,134.77,30.37,4.438,2.099,3.416,15,50.19394879751745
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA250_5d,120.85,27.25,4.435,2.026,3.187,13,47.478665632273085
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA250_5d,122.22,27.75,4.404,1.977,3.143,13,47.478665632273085
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA200_3d,123.61,28.1,4.399,2.046,3.286,19,54.3832428238945
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA200_5d,160.28,36.46,4.396,2.289,3.662,15,53.60744763382467
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA150_5d,117.56,26.77,4.391,2.007,3.18,15,56.788207913110945
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA200_5d,125.23,28.58,4.382,2.055,3.306,15,53.60744763382467
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA200_5d,129.09,29.49,4.377,2.053,3.245,15,53.60744763382467
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA200_5d,137.05,31.33,4.375,2.098,3.372,15,53.60744763382467
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA200_4d,119.2,27.25,4.374,1.996,3.149,15,53.68502715283165
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA200_2d,136.32,31.23,4.364,2.147,3.395,21,54.30566330488751
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA150_5d,117.85,27.25,4.325,1.99,3.164,15,56.788207913110945
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA200_2d,121.44,28.1,4.322,2.026,3.237,21,54.30566330488751
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA250_3d,115.63,26.79,4.316,2.004,3.146,15,48.09930178432894
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA200_5d,124.73,29.04,4.295,2.022,3.234,15,53.60744763382467
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA200_3d,116.82,27.25,4.287,1.972,3.129,19,54.3832428238945
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA200_4d,130.46,30.46,4.284,2.047,3.319,15,53.68502715283165
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA250_5d,116.59,27.25,4.279,1.923,3.059,13,47.478665632273085
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA250_5d,120.13,28.1,4.275,2.026,3.197,13,47.478665632273085
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA200_3d,145.8,34.31,4.25,2.207,3.496,19,54.3832428238945
A3_3f_rog_G60M25,D3_3f_roo_M60S7,KP_MA200_5d,122.99,29.04,4.235,2.029,3.223,15,53.60744763382467
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA120_3d,129.68,30.64,4.232,2.047,3.32,17,50.89216446858029
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA250_4d,116.14,27.48,4.226,2.006,3.157,15,48.021722265321955
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA150_5d,125.99,29.89,4.215,2.05,3.219,15,56.788207913110945
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA250_4d,114.64,27.25,4.207,1.968,3.099,15,48.021722265321955
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA200_5d,133.11,31.88,4.175,2.073,3.365,15,53.60744763382467
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_30_5d,124.42,29.83,4.171,1.995,3.063,13,72.53685027152832
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA250_5d,127.76,30.7,4.162,2.043,3.224,13,47.478665632273085
A2_3f_rog_G65M30,D6_2f_rvo_M60,KK_MA120_4d,125.39,30.14,4.16,2.011,3.275,15,50.19394879751745
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA200_2d,117.81,28.33,4.159,1.975,3.161,21,54.30566330488751
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA200_4d,116.68,28.1,4.152,1.914,3.047,15,53.68502715283165
A2_3f_rog_G65M30,D5_2f_rao_M55,KP_MA200_2d,139.3,33.57,4.15,2.15,3.432,21,54.30566330488751
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_30_5d,118.28,28.51,4.149,1.918,2.966,13,72.53685027152832
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA120_5d,134.81,32.54,4.143,2.098,3.433,15,50.116369278510476
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA150_5d,126.5,30.57,4.138,2.021,3.268,15,56.788207913110945
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA250_5d,121.49,29.36,4.138,1.976,3.15,13,47.478665632273085
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA200_5d,130.81,31.63,4.136,2.042,3.285,15,53.60744763382467
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA200_4d,124.91,30.21,4.134,2.079,3.303,15,53.68502715283165
A3_3f_rog_G60M25,D4_3f_rog_M60S5,KP_MA200_5d,123.06,29.81,4.129,1.995,3.158,15,53.60744763382467
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA250_5d,120.46,29.18,4.128,2.029,3.173,13,47.478665632273085
A2_3f_rog_G65M30,D6_2f_rvo_M60,KK_MA120_5d,124.27,30.14,4.123,2.002,3.265,15,50.116369278510476
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA150_5d,125.96,30.57,4.12,2.006,3.226,15,56.788207913110945
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA200_3d,129.94,31.56,4.117,2.079,3.27,19,54.3832428238945
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA150_5d,121.76,29.6,4.114,1.976,3.195,15,56.788207913110945
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_30_3d,114.39,27.83,4.11,1.901,2.935,17,73.31264546159814
A4_3f_roo_G60M30,D6_2f_rvo_M60,KK_MA120_4d,123.72,30.14,4.104,2.006,3.293,15,50.19394879751745
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA250_3d,115.37,28.12,4.103,1.979,3.125,15,48.09930178432894
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA250_4d,115.29,28.1,4.103,1.976,3.115,15,48.021722265321955
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA250_4d,127.1,31.01,4.099,2.034,3.233,15,48.021722265321955
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA150_5d,121.23,29.6,4.096,1.961,3.154,15,56.788207913110945
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_40_5d,121.43,29.71,4.087,1.978,3.186,13,57.176105508145845
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_40_5d,120.79,29.71,4.066,1.965,3.147,13,57.176105508145845
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA200_4d,110.68,27.25,4.062,1.854,2.955,15,53.68502715283165
A7_2f_roc_G55M25,D6_2f_rvo_M60,KK_MA120_4d,122.25,30.14,4.056,2.009,3.256,15,50.19394879751745
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA200_2d,134.89,33.33,4.048,2.111,3.353,21,54.30566330488751
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA150_5d,118.21,29.29,4.036,1.958,3.129,15,56.788207913110945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA200_4d,124.08,30.76,4.033,1.987,3.225,15,53.68502715283165
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA150_5d,128.09,31.79,4.029,2.037,3.332,15,56.788207913110945
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA250_4d,113.21,28.1,4.029,1.952,3.056,15,48.021722265321955
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_40_5d,125.46,31.24,4.016,2.014,3.262,13,57.176105508145845
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA150_5d,127.54,31.79,4.012,2.022,3.289,15,56.788207913110945
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA200_2d,140.76,35.17,4.002,2.166,3.414,21,54.30566330488751
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_40_5d,124.82,31.24,3.995,2.0,3.222,13,57.176105508145845
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA250_3d,112.26,28.1,3.995,1.946,3.036,15,48.09930178432894
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA150_4d,108.78,27.25,3.992,1.889,3.013,21,57.176105508145845
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA150_5d,118.51,29.75,3.984,1.944,3.121,15,56.788207913110945
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA250_5d,114.1,28.67,3.98,1.985,3.114,13,47.478665632273085
A7_2f_roc_G55M25,D6_2f_rvo_M60,KK_MA120_3d,119.86,30.14,3.976,1.979,3.197,17,50.89216446858029
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA200_4d,151.09,38.01,3.975,2.211,3.534,15,53.68502715283165
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KP_MA200_5d,130.74,32.89,3.975,2.076,3.35,15,53.60744763382467
A7_2f_roc_G55M25,D5_2f_rao_M55,B126_30_5d,124.65,31.37,3.974,1.989,3.032,13,72.53685027152832
A4_3f_roo_G60M30,D5_2f_rao_M55,B126_30_5d,129.13,32.61,3.96,2.019,3.077,13,72.53685027152832
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_40_5d,121.97,30.88,3.95,1.983,3.197,13,57.176105508145845
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA250_3d,107.68,27.27,3.949,1.901,2.984,15,48.09930178432894
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KK_MA120_4d,126.69,32.09,3.947,2.029,3.238,15,50.19394879751745
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KK_MA60_3d,113.29,28.71,3.946,1.887,3.048,39,50.73700543056633
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_40_5d,117.21,29.71,3.945,1.932,3.08,13,57.176105508145845
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA200_3d,114.77,29.19,3.931,1.896,3.032,19,54.3832428238945
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_40_5d,121.33,30.88,3.93,1.97,3.158,13,57.176105508145845
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA150_5d,119.75,30.53,3.922,1.974,3.192,15,56.788207913110945
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA200_3d,121.49,31.01,3.918,1.967,3.181,19,54.3832428238945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA250_5d,115.89,29.67,3.905,1.922,3.065,13,47.478665632273085
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_30_4d,107.43,27.52,3.904,1.83,2.826,17,73.23506594259116
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_30_5d,114.25,29.29,3.9,1.875,2.904,13,72.53685027152832
A4_3f_roo_G60M30,D6_2f_rvo_M60,KK_MA120_5d,119.3,30.62,3.896,1.965,3.229,15,50.116369278510476
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA150_5d,113.94,29.28,3.891,1.898,3.049,15,56.788207913110945
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KK_MA120_4d,120.98,31.1,3.889,2.039,3.203,15,50.19394879751745
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA150_5d,115.82,29.78,3.889,1.958,3.129,15,56.788207913110945
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA120_5d,106.16,27.3,3.888,1.866,2.971,15,57.79674166020171
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA200_4d,128.33,33.04,3.884,2.078,3.32,15,53.68502715283165
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA200_3d,123.6,31.83,3.883,2.048,3.241,19,54.3832428238945
A6_2f_oca_G60M25,D5_2f_rao_M55,KP_MA200_2d,135.38,34.87,3.883,2.1,3.358,21,54.30566330488751
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_40_5d,115.25,29.71,3.879,1.931,3.052,13,57.176105508145845
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_40_5d,121.17,31.24,3.879,1.967,3.155,13,57.176105508145845
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA200_4d,125.89,32.46,3.879,2.011,3.226,15,53.68502715283165
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_30_5d,118.53,30.58,3.876,1.906,2.953,13,72.53685027152832
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA200_3d,121.58,31.38,3.875,2.051,3.254,19,54.3832428238945
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA150_5d,120.05,30.99,3.874,1.959,3.183,15,56.788207913110945
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KK_MA120_4d,114.6,29.64,3.866,1.938,3.079,15,50.19394879751745
A4_3f_roo_G60M30,D6_2f_rvo_M60,KK_MA120_3d,116.51,30.14,3.865,1.928,3.142,17,50.89216446858029
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA120_4d,108.49,28.1,3.861,1.89,3.024,15,57.874321179208685
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KK_MA120_5d,131.25,34.01,3.859,2.073,3.324,15,50.116369278510476
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_35_5d,118.2,30.65,3.857,1.947,2.981,15,67.88207913110938
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA250_3d,116.84,30.36,3.848,1.953,3.1,15,48.09930178432894
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KK_MA120_5d,120.87,31.42,3.847,1.976,3.159,15,50.116369278510476
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KK_MA60_3d,111.96,29.11,3.847,1.929,3.062,39,50.73700543056633
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA200_4d,124.65,32.41,3.846,2.002,3.287,15,53.68502715283165
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA150_5d,113.65,29.55,3.845,1.912,3.056,15,56.788207913110945
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KP_MA150_5d,104.74,27.25,3.844,1.863,2.933,15,56.788207913110945
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KK_MA120_4d,117.63,30.6,3.844,1.941,3.1,15,50.19394879751745
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_30_5d,116.44,30.31,3.842,1.896,2.938,13,72.53685027152832
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA250_4d,113.61,29.58,3.84,1.899,3.024,15,48.021722265321955
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_40_4d,119.79,31.24,3.834,1.956,3.149,17,57.253685027152834
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_40_4d,121.25,31.69,3.826,1.979,3.205,17,57.253685027152834
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_30_5d,120.76,31.57,3.824,1.926,2.986,13,72.53685027152832
A1_3f_rgp_G60M40,D7_3f_rog_E7S7,KP_MA200_5d,130.0,34.03,3.82,2.083,3.302,15,53.60744763382467
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_40_5d,119.17,31.24,3.815,1.967,3.127,13,57.176105508145845
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_40_5d,117.75,30.88,3.814,1.937,3.091,13,57.176105508145845
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA150_4d,114.99,30.15,3.814,1.898,3.114,21,57.176105508145845
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KK_MA120_4d,109.19,28.65,3.812,1.945,3.046,15,50.19394879751745
A6_2f_oca_G60M25,D4_3f_rog_M60S5,B126_40_4d,113.15,29.71,3.808,1.892,3.03,17,57.253685027152834
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA200_2d,118.69,31.17,3.808,2.022,3.194,21,54.30566330488751
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KK_MA120_3d,122.18,32.15,3.8,1.98,3.157,17,50.89216446858029
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_35_2d,116.41,30.68,3.794,1.892,2.978,24,67.10628394103956
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA250_5d,121.82,32.15,3.79,1.98,3.129,13,47.478665632273085
A2_3f_rog_G65M30,D6_2f_rvo_M60,KK_MA60_3d,114.17,30.14,3.788,1.893,3.119,39,50.73700543056633
A2_3f_rog_G65M30,D6_2f_rvo_M60,KK_MA120_3d,117.88,31.13,3.787,1.931,3.132,17,50.89216446858029
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KK_MA120_4d,112.15,29.62,3.786,1.947,3.058,15,50.19394879751745
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KK_MA60_5d,108.59,28.71,3.783,1.865,2.924,19,49.18541505042669
A2_3f_rog_G65M30,D5_2f_rao_M55,B126_30_5d,122.85,32.61,3.767,1.943,2.982,13,72.53685027152832
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA250_4d,109.53,29.08,3.767,1.916,2.987,15,48.021722265321955
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA200_3d,119.67,31.79,3.764,2.014,3.197,19,54.3832428238945
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA120_5d,111.4,29.62,3.761,1.926,3.075,15,57.79674166020171
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_40_4d,114.57,30.46,3.761,1.916,3.085,17,57.253685027152834
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA250_4d,114.27,30.41,3.758,1.906,3.041,15,48.021722265321955
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA150_4d,108.98,29.01,3.756,1.894,3.007,21,57.176105508145845
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KK_MA60_3d,105.83,28.18,3.756,1.811,2.916,39,50.73700543056633
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA250_4d,107.38,28.59,3.755,1.835,2.926,15,48.021722265321955
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA150_4d,111.46,29.69,3.754,1.889,3.072,21,57.176105508145845
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_40_5d,115.77,30.88,3.75,1.937,3.063,13,57.176105508145845
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KK_MA60_5d,109.1,29.1,3.749,1.93,2.97,19,49.18541505042669
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_35_4d,105.89,28.27,3.746,1.829,2.783,15,67.95965865011637
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA200_4d,116.72,31.16,3.746,1.947,3.15,15,53.68502715283165
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KK_MA120_3d,115.95,31.03,3.737,1.982,3.114,17,50.89216446858029
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_40_4d,119.24,31.93,3.735,1.944,3.136,17,57.253685027152834
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA150_4d,115.19,30.86,3.732,1.903,3.106,21,57.176105508145845
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_30_5d,117.72,31.56,3.73,1.908,2.992,13,72.53685027152832
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KK_MA120_4d,118.02,31.65,3.729,1.979,3.145,15,50.19394879751745
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KK_MA120_4d,120.76,32.4,3.728,1.97,3.139,15,50.19394879751745
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA250_3d,116.59,31.31,3.724,1.931,3.086,15,48.09930178432894
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_30_5d,122.07,32.8,3.722,1.938,3.04,13,72.53685027152832
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA200_2d,122.79,33.06,3.714,2.042,3.22,21,54.30566330488751
