gsub,v,q,g,m,e,x,s,cagr,mdd,cal,sh,sort
3f_rev_oca_gp,10,15,50,25,3,10,3,56.63,61.37,0.923,1.068,1.291
3f_rev_oca_gp,10,15,50,25,5,6,3,72.59,51.4,1.412,1.243,1.453
3f_rev_oca_gp,10,15,50,25,5,8,3,57.54,55.26,1.041,1.082,1.259
3f_rev_oca_gp,10,15,50,25,5,10,3,59.66,54.59,1.093,1.106,1.289
3f_rev_oca_gp,10,15,50,25,7,8,3,80.82,53.4,1.514,1.291,1.659
3f_rev_oca_gp,10,15,50,25,7,10,3,92.22,53.4,1.727,1.401,1.832
3f_rev_oca_gp,10,15,55,20,3,6,3,82.71,59.3,1.395,1.327,1.617
3f_rev_oca_gp,10,15,55,20,3,8,3,89.91,56.71,1.585,1.413,1.665
3f_rev_oca_gp,10,15,55,20,3,10,3,82.69,55.98,1.477,1.337,1.604
3f_rev_oca_gp,10,15,55,20,5,6,3,46.85,54.19,0.864,0.984,1.188
3f_rev_oca_gp,10,15,55,20,5,8,3,73.09,53.4,1.369,1.274,1.533
3f_rev_oca_gp,10,15,55,20,5,10,3,71.31,53.4,1.335,1.256,1.518
3f_rev_oca_gp,10,15,55,20,7,8,3,50.73,61.11,0.83,1.026,1.209
3f_rev_oca_gp,10,15,55,20,7,10,3,75.05,53.4,1.405,1.303,1.557
3f_rev_oca_gp,10,15,60,15,3,6,3,84.65,54.94,1.541,1.358,1.693
3f_rev_oca_gp,10,15,60,15,3,8,3,87.71,54.94,1.596,1.4,1.723
3f_rev_oca_gp,10,15,60,15,3,10,3,90.98,54.94,1.656,1.436,1.747
3f_rev_oca_gp,10,15,60,15,5,6,3,77.0,47.64,1.616,1.312,1.588
3f_rev_oca_gp,10,15,60,15,5,8,3,56.52,56.65,0.998,1.089,1.293
3f_rev_oca_gp,10,15,60,15,5,10,3,71.11,51.18,1.389,1.257,1.507
3f_rev_oca_gp,10,15,60,15,7,8,3,67.11,57.68,1.163,1.204,1.43
3f_rev_oca_gp,10,15,60,15,7,10,3,80.72,51.18,1.577,1.354,1.626
3f_rev_oca_gp,10,15,65,10,3,6,3,66.15,53.6,1.234,1.189,1.487
3f_rev_oca_gp,10,15,65,10,3,8,3,60.6,52.7,1.15,1.13,1.402
3f_rev_oca_gp,10,15,65,10,3,10,3,70.67,47.48,1.488,1.244,1.515
3f_rev_oca_gp,10,15,65,10,5,6,3,40.8,62.89,0.649,0.909,1.098
3f_rev_oca_gp,10,15,65,10,5,8,3,74.97,42.23,1.775,1.302,1.563
3f_rev_oca_gp,10,15,65,10,5,10,3,77.63,42.23,1.838,1.332,1.586
3f_rev_oca_gp,10,15,65,10,7,8,3,70.7,44.14,1.602,1.25,1.463
3f_rev_oca_gp,10,15,65,10,7,10,3,83.17,42.92,1.938,1.395,1.639
3f_rev_oca_gp,10,20,10,60,3,6,3,16.16,60.62,0.267,0.559,0.667
3f_rev_oca_gp,10,20,10,60,3,8,3,18.49,61.73,0.3,0.596,0.717
3f_rev_oca_gp,10,20,10,60,3,10,3,7.91,61.21,0.129,0.421,0.507
3f_rev_oca_gp,10,20,10,60,5,6,3,35.38,51.36,0.689,0.84,1.048
3f_rev_oca_gp,10,20,10,60,5,8,3,24.13,52.02,0.464,0.677,0.849
3f_rev_oca_gp,10,20,10,60,5,10,3,28.08,54.76,0.513,0.734,0.941
3f_rev_oca_gp,10,20,10,60,7,8,3,24.07,52.81,0.456,0.677,0.843
3f_rev_oca_gp,10,20,10,60,7,10,3,28.08,54.76,0.513,0.734,0.941
3f_rev_oca_gp,10,20,15,55,3,6,3,22.21,71.15,0.312,0.666,0.747
3f_rev_oca_gp,10,20,15,55,3,8,3,21.8,71.85,0.303,0.661,0.728
3f_rev_oca_gp,10,20,15,55,3,10,3,27.48,68.5,0.401,0.737,0.812
3f_rev_oca_gp,10,20,15,55,5,6,3,15.9,58.61,0.271,0.55,0.714
3f_rev_oca_gp,10,20,15,55,5,8,3,6.58,69.47,0.095,0.426,0.488
3f_rev_oca_gp,10,20,15,55,5,10,3,-7.07,71.17,-0.099,0.19,0.214
3f_rev_oca_gp,10,20,15,55,7,8,3,6.56,69.47,0.094,0.426,0.488
3f_rev_oca_gp,10,20,15,55,7,10,3,-3.3,69.76,-0.047,0.259,0.292
3f_rev_oca_gp,10,20,20,50,3,6,3,25.02,65.03,0.385,0.698,0.808
3f_rev_oca_gp,10,20,20,50,3,8,3,10.55,71.26,0.148,0.49,0.561
3f_rev_oca_gp,10,20,20,50,3,10,3,21.68,71.24,0.304,0.652,0.744
3f_rev_oca_gp,10,20,20,50,5,6,3,32.18,63.5,0.507,0.796,0.908
3f_rev_oca_gp,10,20,20,50,5,8,3,18.25,66.13,0.276,0.604,0.69
3f_rev_oca_gp,10,20,20,50,5,10,3,13.34,67.19,0.199,0.53,0.609
3f_rev_oca_gp,10,20,20,50,7,8,3,18.2,66.13,0.275,0.603,0.689
3f_rev_oca_gp,10,20,20,50,7,10,3,16.52,67.37,0.245,0.578,0.665
3f_rev_oca_gp,10,20,25,45,3,6,3,46.47,64.79,0.717,0.942,1.165
3f_rev_oca_gp,10,20,25,45,3,8,3,48.78,65.29,0.747,0.964,1.169
3f_rev_oca_gp,10,20,25,45,3,10,3,41.23,66.38,0.621,0.885,1.077
3f_rev_oca_gp,10,20,25,45,5,6,3,35.83,67.03,0.535,0.822,1.006
3f_rev_oca_gp,10,20,25,45,5,8,3,34.79,64.87,0.536,0.81,0.979
3f_rev_oca_gp,10,20,25,45,5,10,3,24.18,72.99,0.331,0.676,0.815
3f_rev_oca_gp,10,20,25,45,7,8,3,35.0,64.92,0.539,0.812,0.982
3f_rev_oca_gp,10,20,25,45,7,10,3,24.38,73.03,0.334,0.679,0.818
3f_rev_oca_gp,10,20,30,40,3,6,3,54.53,65.92,0.827,1.012,1.226
3f_rev_oca_gp,10,20,30,40,3,8,3,43.51,68.33,0.637,0.898,1.09
3f_rev_oca_gp,10,20,30,40,3,10,3,57.31,66.34,0.864,1.035,1.267
3f_rev_oca_gp,10,20,30,40,5,6,3,71.01,68.23,1.041,1.18,1.49
3f_rev_oca_gp,10,20,30,40,5,8,3,60.65,69.35,0.875,1.08,1.37
3f_rev_oca_gp,10,20,30,40,5,10,3,68.34,61.7,1.108,1.15,1.464
3f_rev_oca_gp,10,20,30,40,7,8,3,74.37,66.26,1.122,1.209,1.521
3f_rev_oca_gp,10,20,30,40,7,10,3,82.51,61.7,1.337,1.281,1.616
3f_rev_oca_gp,10,20,35,35,3,6,3,66.49,59.94,1.109,1.106,1.366
3f_rev_oca_gp,10,20,35,35,3,8,3,52.62,61.53,0.855,0.976,1.218
3f_rev_oca_gp,10,20,35,35,3,10,3,58.95,65.05,0.906,1.037,1.284
3f_rev_oca_gp,10,20,35,35,5,6,3,108.72,56.87,1.912,1.499,1.862
3f_rev_oca_gp,10,20,35,35,5,8,3,76.29,56.87,1.341,1.226,1.521
3f_rev_oca_gp,10,20,35,35,5,10,3,78.17,56.87,1.374,1.243,1.517
3f_rev_oca_gp,10,20,35,35,7,8,3,73.62,56.87,1.294,1.202,1.495
3f_rev_oca_gp,10,20,35,35,7,10,3,75.47,56.87,1.327,1.219,1.492
3f_rev_oca_gp,10,20,40,30,3,6,3,82.88,58.19,1.424,1.318,1.504
3f_rev_oca_gp,10,20,40,30,3,8,3,68.27,56.86,1.201,1.18,1.36
3f_rev_oca_gp,10,20,40,30,3,10,3,65.46,51.39,1.274,1.157,1.386
3f_rev_oca_gp,10,20,40,30,5,6,3,95.52,58.26,1.639,1.384,1.713
3f_rev_oca_gp,10,20,40,30,5,8,3,73.5,56.93,1.291,1.203,1.481
3f_rev_oca_gp,10,20,40,30,5,10,3,67.85,53.4,1.271,1.154,1.497
3f_rev_oca_gp,10,20,40,30,7,8,3,91.7,56.93,1.611,1.367,1.664
3f_rev_oca_gp,10,20,40,30,7,10,3,94.89,53.4,1.777,1.402,1.794
3f_rev_oca_gp,10,20,45,25,3,6,3,69.28,59.17,1.171,1.2,1.369
3f_rev_oca_gp,10,20,45,25,3,8,3,74.8,53.09,1.409,1.262,1.498
3f_rev_oca_gp,10,20,45,25,3,10,3,69.58,53.09,1.311,1.21,1.44
3f_rev_oca_gp,10,20,45,25,5,6,3,63.86,57.76,1.106,1.158,1.33
3f_rev_oca_gp,10,20,45,25,5,8,3,52.99,53.4,0.992,1.046,1.259
3f_rev_oca_gp,10,20,45,25,5,10,3,47.7,53.4,0.893,0.983,1.189
3f_rev_oca_gp,10,20,45,25,7,8,3,58.76,53.4,1.1,1.111,1.339
3f_rev_oca_gp,10,20,45,25,7,10,3,63.39,53.4,1.187,1.167,1.43
3f_rev_oca_gp,10,20,50,20,3,6,3,65.19,53.59,1.216,1.178,1.409
3f_rev_oca_gp,10,20,50,20,3,8,3,66.19,55.02,1.203,1.194,1.41
3f_rev_oca_gp,10,20,50,20,3,10,3,77.64,55.02,1.411,1.311,1.542
3f_rev_oca_gp,10,20,50,20,5,6,3,35.3,53.41,0.661,0.836,0.978
3f_rev_oca_gp,10,20,50,20,5,8,3,36.41,53.4,0.682,0.856,0.986
3f_rev_oca_gp,10,20,50,20,5,10,3,29.02,54.59,0.532,0.755,0.869
3f_rev_oca_gp,10,20,50,20,7,8,3,35.84,53.4,0.671,0.849,0.979
3f_rev_oca_gp,10,20,50,20,7,10,3,28.85,55.97,0.515,0.753,0.867
3f_rev_oca_gp,10,20,55,15,3,6,3,82.26,54.95,1.497,1.354,1.634
3f_rev_oca_gp,10,20,55,15,3,8,3,87.55,55.36,1.582,1.419,1.681
3f_rev_oca_gp,10,20,55,15,3,10,3,84.57,53.41,1.583,1.384,1.657
3f_rev_oca_gp,10,20,55,15,5,6,3,39.75,60.48,0.657,0.897,1.03
3f_rev_oca_gp,10,20,55,15,5,8,3,37.03,67.51,0.549,0.864,0.992
3f_rev_oca_gp,10,20,55,15,5,10,3,40.6,64.96,0.625,0.909,1.05
3f_rev_oca_gp,10,20,55,15,7,8,3,33.85,68.58,0.494,0.821,0.944
3f_rev_oca_gp,10,20,55,15,7,10,3,38.37,65.42,0.586,0.88,1.016
3f_rev_oca_gp,10,20,60,10,3,6,3,64.17,59.14,1.085,1.16,1.441
3f_rev_oca_gp,10,20,60,10,3,8,3,54.16,58.0,0.934,1.064,1.298
3f_rev_oca_gp,10,20,60,10,3,10,3,65.53,53.86,1.217,1.192,1.441
3f_rev_oca_gp,10,20,60,10,5,6,3,48.57,61.64,0.788,1.002,1.202
3f_rev_oca_gp,10,20,60,10,5,8,3,26.2,67.69,0.387,0.712,0.833
3f_rev_oca_gp,10,20,60,10,5,10,3,26.95,69.46,0.388,0.724,0.842
3f_rev_oca_gp,10,20,60,10,7,8,3,38.68,63.75,0.607,0.885,1.039
3f_rev_oca_gp,10,20,60,10,7,10,3,35.37,67.67,0.523,0.842,0.976
3f_rev_oca_gp,10,25,10,55,3,6,3,4.04,69.81,0.058,0.388,0.441
3f_rev_oca_gp,10,25,10,55,3,8,3,3.38,71.94,0.047,0.374,0.43
3f_rev_oca_gp,10,25,10,55,3,10,3,1.07,72.25,0.015,0.338,0.391
3f_rev_oca_gp,10,25,10,55,5,6,3,11.19,62.88,0.178,0.496,0.576
3f_rev_oca_gp,10,25,10,55,5,8,3,4.98,71.7,0.069,0.401,0.46
3f_rev_oca_gp,10,25,10,55,5,10,3,-1.11,71.61,-0.016,0.297,0.338
3f_rev_oca_gp,10,25,10,55,7,8,3,4.12,71.7,0.058,0.386,0.444
3f_rev_oca_gp,10,25,10,55,7,10,3,-1.92,71.63,-0.027,0.283,0.322
3f_rev_oca_gp,10,25,15,50,3,6,3,21.37,63.13,0.339,0.648,0.756
3f_rev_oca_gp,10,25,15,50,3,8,3,14.74,67.46,0.219,0.554,0.629
3f_rev_oca_gp,10,25,15,50,3,10,3,5.97,68.6,0.087,0.419,0.478
3f_rev_oca_gp,10,25,15,50,5,6,3,14.73,65.04,0.227,0.551,0.648
3f_rev_oca_gp,10,25,15,50,5,8,3,20.34,66.59,0.305,0.634,0.736
3f_rev_oca_gp,10,25,15,50,5,10,3,11.44,68.38,0.167,0.501,0.578
3f_rev_oca_gp,10,25,15,50,7,8,3,20.57,66.59,0.309,0.637,0.74
3f_rev_oca_gp,10,25,15,50,7,10,3,11.65,68.38,0.17,0.504,0.581
3f_rev_oca_gp,10,25,20,45,3,6,3,33.83,59.8,0.566,0.812,0.957
3f_rev_oca_gp,10,25,20,45,3,8,3,57.44,53.78,1.068,1.091,1.427
3f_rev_oca_gp,10,25,20,45,3,10,3,31.66,56.6,0.559,0.781,0.996
3f_rev_oca_gp,10,25,20,45,5,6,3,29.68,53.17,0.558,0.754,0.968
3f_rev_oca_gp,10,25,20,45,5,8,3,30.61,53.67,0.57,0.767,0.985
3f_rev_oca_gp,10,25,20,45,5,10,3,13.96,60.35,0.231,0.52,0.652
3f_rev_oca_gp,10,25,20,45,7,8,3,31.69,53.67,0.59,0.781,1.004
3f_rev_oca_gp,10,25,20,45,7,10,3,14.53,60.03,0.242,0.529,0.664
3f_rev_oca_gp,10,25,25,40,3,6,3,46.65,67.14,0.695,0.956,1.104
3f_rev_oca_gp,10,25,25,40,3,8,3,44.71,65.56,0.682,0.938,1.072
3f_rev_oca_gp,10,25,25,40,3,10,3,38.27,66.39,0.576,0.864,0.981
3f_rev_oca_gp,10,25,25,40,5,6,3,25.53,66.11,0.386,0.706,0.813
3f_rev_oca_gp,10,25,25,40,5,8,3,49.82,63.34,0.787,0.996,1.17
3f_rev_oca_gp,10,25,25,40,5,10,3,39.53,63.29,0.625,0.884,1.021
3f_rev_oca_gp,10,25,25,40,7,8,3,55.29,63.34,0.873,1.058,1.243
3f_rev_oca_gp,10,25,25,40,7,10,3,40.19,63.29,0.635,0.892,1.035
3f_rev_oca_gp,10,25,30,35,3,6,3,63.7,60.63,1.051,1.133,1.323
3f_rev_oca_gp,10,25,30,35,3,8,3,46.25,63.71,0.726,0.949,1.106
3f_rev_oca_gp,10,25,30,35,3,10,3,40.04,63.71,0.628,0.881,1.019
3f_rev_oca_gp,10,25,30,35,5,6,3,102.17,57.0,1.792,1.506,1.781
3f_rev_oca_gp,10,25,30,35,5,8,3,46.91,61.93,0.758,0.965,1.137
3f_rev_oca_gp,10,25,30,35,5,10,3,42.42,61.93,0.685,0.914,1.068
3f_rev_oca_gp,10,25,30,35,7,8,3,49.6,61.93,0.801,0.995,1.17
3f_rev_oca_gp,10,25,30,35,7,10,3,51.99,61.93,0.84,1.027,1.21
3f_rev_oca_gp,10,25,35,30,3,6,3,68.57,57.51,1.192,1.192,1.374
3f_rev_oca_gp,10,25,35,30,3,8,3,65.06,57.19,1.138,1.16,1.325
3f_rev_oca_gp,10,25,35,30,3,10,3,63.95,57.19,1.118,1.147,1.319
3f_rev_oca_gp,10,25,35,30,5,6,3,80.99,57.89,1.399,1.321,1.537
3f_rev_oca_gp,10,25,35,30,5,8,3,64.67,57.89,1.117,1.169,1.346
3f_rev_oca_gp,10,25,35,30,5,10,3,63.81,57.89,1.102,1.158,1.341
3f_rev_oca_gp,10,25,35,30,7,8,3,71.59,57.89,1.237,1.237,1.427
3f_rev_oca_gp,10,25,35,30,7,10,3,68.45,57.89,1.182,1.205,1.396
3f_rev_oca_gp,10,25,40,25,3,6,3,46.74,62.8,0.744,0.971,1.092
3f_rev_oca_gp,10,25,40,25,3,8,3,41.96,64.21,0.653,0.915,1.032
3f_rev_oca_gp,10,25,40,25,3,10,3,44.59,62.36,0.715,0.946,1.111
3f_rev_oca_gp,10,25,40,25,5,6,3,58.46,63.08,0.927,1.106,1.266
3f_rev_oca_gp,10,25,40,25,5,8,3,37.95,63.37,0.599,0.871,0.992
3f_rev_oca_gp,10,25,40,25,5,10,3,44.66,58.27,0.766,0.952,1.145
3f_rev_oca_gp,10,25,40,25,7,8,3,45.45,61.8,0.736,0.963,1.095
3f_rev_oca_gp,10,25,40,25,7,10,3,63.0,54.32,1.16,1.156,1.409
3f_rev_oca_gp,10,25,45,20,3,6,3,36.83,71.99,0.512,0.855,0.969
3f_rev_oca_gp,10,25,45,20,3,8,3,48.61,67.87,0.716,0.998,1.173
3f_rev_oca_gp,10,25,45,20,3,10,3,53.79,67.23,0.8,1.06,1.238
3f_rev_oca_gp,10,25,45,20,5,6,3,47.12,63.58,0.741,0.992,1.109
3f_rev_oca_gp,10,25,45,20,5,8,3,52.52,54.32,0.967,1.056,1.242
3f_rev_oca_gp,10,25,45,20,5,10,3,39.2,54.32,0.722,0.893,1.047
3f_rev_oca_gp,10,25,45,20,7,8,3,51.5,54.32,0.948,1.046,1.231
3f_rev_oca_gp,10,25,45,20,7,10,3,40.18,54.5,0.737,0.908,1.064
3f_rev_oca_gp,10,25,50,15,3,6,3,50.87,58.33,0.872,1.024,1.204
3f_rev_oca_gp,10,25,50,15,3,8,3,54.57,61.81,0.883,1.072,1.24
3f_rev_oca_gp,10,25,50,15,3,10,3,56.75,60.32,0.941,1.096,1.271
3f_rev_oca_gp,10,25,50,15,5,6,3,41.99,55.54,0.756,0.926,1.053
3f_rev_oca_gp,10,25,50,15,5,8,3,45.96,54.32,0.846,0.975,1.113
3f_rev_oca_gp,10,25,50,15,5,10,3,43.21,54.32,0.796,0.943,1.076
3f_rev_oca_gp,10,25,50,15,7,8,3,48.04,54.44,0.882,1.003,1.144
3f_rev_oca_gp,10,25,50,15,7,10,3,45.31,54.32,0.834,0.971,1.108
3f_rev_oca_gp,10,25,55,10,3,6,3,51.7,56.94,0.908,1.029,1.273
3f_rev_oca_gp,10,25,55,10,3,8,3,51.02,55.14,0.925,1.021,1.265
3f_rev_oca_gp,10,25,55,10,3,10,3,50.73,54.3,0.934,1.02,1.256
3f_rev_oca_gp,10,25,55,10,5,6,3,28.57,62.8,0.455,0.746,0.864
3f_rev_oca_gp,10,25,55,10,5,8,3,30.99,67.36,0.46,0.781,0.901
3f_rev_oca_gp,10,25,55,10,5,10,3,16.5,72.23,0.228,0.569,0.653
3f_rev_oca_gp,10,25,55,10,7,8,3,32.9,68.59,0.48,0.807,0.938
3f_rev_oca_gp,10,25,55,10,7,10,3,19.67,71.14,0.277,0.618,0.715
3f_rev_oca_gp,10,30,10,50,3,6,3,4.0,68.51,0.058,0.387,0.441
3f_rev_oca_gp,10,30,10,50,3,8,3,8.38,65.45,0.128,0.456,0.521
3f_rev_oca_gp,10,30,10,50,3,10,3,-6.41,68.68,-0.093,0.21,0.24
3f_rev_oca_gp,10,30,10,50,5,6,3,11.77,65.31,0.18,0.505,0.592
3f_rev_oca_gp,10,30,10,50,5,8,3,26.69,62.87,0.424,0.724,0.855
3f_rev_oca_gp,10,30,10,50,5,10,3,16.3,61.5,0.265,0.574,0.678
3f_rev_oca_gp,10,30,10,50,7,8,3,29.5,62.87,0.469,0.763,0.894
3f_rev_oca_gp,10,30,10,50,7,10,3,18.89,61.5,0.307,0.613,0.718
3f_rev_oca_gp,10,30,15,45,3,6,3,13.27,61.93,0.214,0.53,0.611
3f_rev_oca_gp,10,30,15,45,3,8,3,37.69,53.61,0.703,0.862,1.083
3f_rev_oca_gp,10,30,15,45,3,10,3,23.19,60.02,0.386,0.675,0.763
3f_rev_oca_gp,10,30,15,45,5,6,3,19.89,56.7,0.351,0.612,0.784
3f_rev_oca_gp,10,30,15,45,5,8,3,42.46,54.35,0.781,0.928,1.18
3f_rev_oca_gp,10,30,15,45,5,10,3,5.77,63.61,0.091,0.408,0.465
3f_rev_oca_gp,10,30,15,45,7,8,3,45.68,54.35,0.84,0.969,1.223
3f_rev_oca_gp,10,30,15,45,7,10,3,8.07,63.46,0.127,0.446,0.504
3f_rev_oca_gp,10,30,20,40,3,6,3,20.18,69.78,0.289,0.632,0.727
3f_rev_oca_gp,10,30,20,40,3,8,3,21.97,68.22,0.322,0.658,0.737
3f_rev_oca_gp,10,30,20,40,3,10,3,31.79,61.5,0.517,0.779,0.956
3f_rev_oca_gp,10,30,20,40,5,6,3,26.57,59.34,0.448,0.708,0.924
3f_rev_oca_gp,10,30,20,40,5,8,3,39.79,53.88,0.739,0.886,1.137
3f_rev_oca_gp,10,30,20,40,5,10,3,48.71,50.57,0.963,1.002,1.287
3f_rev_oca_gp,10,30,20,40,7,8,3,40.99,53.88,0.761,0.902,1.154
3f_rev_oca_gp,10,30,20,40,7,10,3,48.26,50.57,0.954,0.996,1.278
3f_rev_oca_gp,10,30,25,35,3,6,3,51.46,60.77,0.847,1.011,1.184
3f_rev_oca_gp,10,30,25,35,3,8,3,47.37,59.86,0.791,0.971,1.11
3f_rev_oca_gp,10,30,25,35,3,10,3,41.41,60.53,0.684,0.902,1.11
3f_rev_oca_gp,10,30,25,35,5,6,3,64.13,58.81,1.091,1.16,1.365
3f_rev_oca_gp,10,30,25,35,5,8,3,61.01,59.03,1.034,1.122,1.29
3f_rev_oca_gp,10,30,25,35,5,10,3,58.77,55.08,1.067,1.106,1.394
3f_rev_oca_gp,10,30,25,35,7,8,3,70.76,59.03,1.199,1.226,1.426
3f_rev_oca_gp,10,30,25,35,7,10,3,68.73,54.64,1.258,1.22,1.564
3f_rev_oca_gp,10,30,30,30,3,6,3,50.77,64.27,0.79,1.008,1.149
3f_rev_oca_gp,10,30,30,30,3,8,3,58.23,60.29,0.966,1.092,1.243
3f_rev_oca_gp,10,30,30,30,3,10,3,55.49,59.7,0.93,1.061,1.217
3f_rev_oca_gp,10,30,30,30,5,6,3,69.74,58.31,1.196,1.219,1.41
3f_rev_oca_gp,10,30,30,30,5,8,3,66.44,58.31,1.14,1.19,1.361
3f_rev_oca_gp,10,30,30,30,5,10,3,56.95,58.67,0.971,1.094,1.281
3f_rev_oca_gp,10,30,30,30,7,8,3,67.25,59.03,1.139,1.196,1.377
3f_rev_oca_gp,10,30,30,30,7,10,3,60.79,59.08,1.029,1.136,1.324
3f_rev_oca_gp,10,30,35,25,3,6,3,32.53,69.8,0.466,0.799,0.906
3f_rev_oca_gp,10,30,35,25,3,8,3,32.08,68.85,0.466,0.794,0.902
3f_rev_oca_gp,10,30,35,25,3,10,3,32.93,68.33,0.482,0.804,0.917
3f_rev_oca_gp,10,30,35,25,5,6,3,48.54,64.64,0.751,0.999,1.145
3f_rev_oca_gp,10,30,35,25,5,8,3,51.45,57.89,0.889,1.029,1.19
3f_rev_oca_gp,10,30,35,25,5,10,3,35.55,61.25,0.58,0.843,0.965
3f_rev_oca_gp,10,30,35,25,7,8,3,50.58,57.89,0.874,1.019,1.179
3f_rev_oca_gp,10,30,35,25,7,10,3,35.19,61.25,0.575,0.838,0.959
3f_rev_oca_gp,10,30,40,20,3,6,3,46.65,66.6,0.7,0.972,1.103
3f_rev_oca_gp,10,30,40,20,3,8,3,51.54,62.35,0.827,1.032,1.157
3f_rev_oca_gp,10,30,40,20,3,10,3,47.42,65.03,0.729,0.985,1.104
3f_rev_oca_gp,10,30,40,20,5,6,3,53.58,59.54,0.9,1.065,1.213
3f_rev_oca_gp,10,30,40,20,5,8,3,49.47,57.89,0.855,1.02,1.159
3f_rev_oca_gp,10,30,40,20,5,10,3,33.0,58.18,0.567,0.816,0.917
3f_rev_oca_gp,10,30,40,20,7,8,3,49.47,57.89,0.854,1.02,1.167
3f_rev_oca_gp,10,30,40,20,7,10,3,39.32,57.89,0.679,0.899,1.014
3f_rev_oca_gp,10,30,45,15,3,6,3,39.98,63.2,0.633,0.892,1.012
3f_rev_oca_gp,10,30,45,15,3,8,3,42.89,60.65,0.707,0.93,1.066
3f_rev_oca_gp,10,30,45,15,3,10,3,58.08,55.45,1.047,1.108,1.332
3f_rev_oca_gp,10,30,45,15,5,6,3,36.89,59.19,0.623,0.864,0.969
3f_rev_oca_gp,10,30,45,15,5,8,3,27.89,60.11,0.464,0.743,0.837
3f_rev_oca_gp,10,30,45,15,5,10,3,33.36,54.39,0.613,0.815,0.955
3f_rev_oca_gp,10,30,45,15,7,8,3,25.0,64.2,0.389,0.703,0.797
3f_rev_oca_gp,10,30,45,15,7,10,3,24.37,63.41,0.384,0.689,0.808
3f_rev_oca_gp,10,30,50,10,3,6,3,50.31,57.25,0.879,1.013,1.315
3f_rev_oca_gp,10,30,50,10,3,8,3,51.02,60.55,0.843,1.021,1.238
3f_rev_oca_gp,10,30,50,10,3,10,3,43.89,65.44,0.671,0.938,1.13
3f_rev_oca_gp,10,30,50,10,5,6,3,37.2,46.92,0.793,0.863,1.053
3f_rev_oca_gp,10,30,50,10,5,8,3,44.2,52.76,0.838,0.95,1.095
3f_rev_oca_gp,10,30,50,10,5,10,3,31.33,52.76,0.594,0.785,0.905
3f_rev_oca_gp,10,30,50,10,7,8,3,46.74,49.65,0.941,0.99,1.205
3f_rev_oca_gp,10,30,50,10,7,10,3,19.06,65.22,0.292,0.603,0.723
3f_rev_oca_gp,10,35,10,45,3,6,3,6.56,61.91,0.106,0.422,0.497
3f_rev_oca_gp,10,35,10,45,3,8,3,9.52,61.74,0.154,0.468,0.547
3f_rev_oca_gp,10,35,10,45,3,10,3,10.82,63.67,0.17,0.489,0.581
3f_rev_oca_gp,10,35,10,45,5,6,3,28.94,56.28,0.514,0.747,0.996
3f_rev_oca_gp,10,35,10,45,5,8,3,8.45,62.07,0.136,0.449,0.525
3f_rev_oca_gp,10,35,10,45,5,10,3,-2.26,65.36,-0.035,0.265,0.313
3f_rev_oca_gp,10,35,10,45,7,8,3,16.49,62.07,0.266,0.577,0.674
3f_rev_oca_gp,10,35,10,45,7,10,3,0.44,64.95,0.007,0.315,0.368
3f_rev_oca_gp,10,35,15,40,3,6,3,39.16,53.7,0.729,0.879,1.156
3f_rev_oca_gp,10,35,15,40,3,8,3,35.58,55.3,0.643,0.836,1.09
3f_rev_oca_gp,10,35,15,40,3,10,3,44.49,58.59,0.759,0.951,1.239
3f_rev_oca_gp,10,35,15,40,5,6,3,29.66,52.14,0.569,0.754,0.985
3f_rev_oca_gp,10,35,15,40,5,8,3,36.43,52.14,0.699,0.851,1.13
3f_rev_oca_gp,10,35,15,40,5,10,3,23.46,61.06,0.384,0.665,0.87
3f_rev_oca_gp,10,35,15,40,7,8,3,40.49,52.14,0.776,0.906,1.196
3f_rev_oca_gp,10,35,15,40,7,10,3,29.0,55.33,0.524,0.746,0.963
3f_rev_oca_gp,10,35,20,35,3,6,3,57.04,60.74,0.939,1.093,1.285
3f_rev_oca_gp,10,35,20,35,3,8,3,54.6,61.31,0.891,1.063,1.255
3f_rev_oca_gp,10,35,20,35,3,10,3,58.6,61.31,0.956,1.105,1.308
3f_rev_oca_gp,10,35,20,35,5,6,3,51.32,58.21,0.882,1.021,1.181
3f_rev_oca_gp,10,35,20,35,5,8,3,40.25,61.25,0.657,0.892,1.043
3f_rev_oca_gp,10,35,20,35,5,10,3,42.65,61.05,0.699,0.919,1.078
3f_rev_oca_gp,10,35,20,35,7,8,3,54.35,60.2,0.903,1.058,1.25
3f_rev_oca_gp,10,35,20,35,7,10,3,56.5,60.2,0.939,1.079,1.277
3f_rev_oca_gp,10,35,25,30,3,6,3,52.4,59.57,0.88,1.032,1.18
3f_rev_oca_gp,10,35,25,30,3,8,3,48.78,61.54,0.793,0.995,1.125
3f_rev_oca_gp,10,35,25,30,3,10,3,38.96,64.43,0.605,0.878,1.007
3f_rev_oca_gp,10,35,25,30,5,6,3,60.39,58.81,1.027,1.121,1.304
3f_rev_oca_gp,10,35,25,30,5,8,3,60.39,59.27,1.019,1.123,1.301
3f_rev_oca_gp,10,35,25,30,5,10,3,49.35,60.54,0.815,0.998,1.165
3f_rev_oca_gp,10,35,25,30,7,8,3,63.15,59.27,1.066,1.15,1.339
3f_rev_oca_gp,10,35,25,30,7,10,3,52.64,60.03,0.877,1.034,1.209
3f_rev_oca_gp,10,35,30,25,3,6,3,33.42,61.89,0.54,0.814,0.916
