v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
25,20,10,45,0.6,6m-1m,35.39,38.29,0.924,1.011,1.339
20,5,20,55,0.4,6m,41.37,44.8,0.923,1.067,1.537
15,15,40,30,0.7,6m-1m,41.75,45.3,0.922,1.084,1.598
10,0,35,55,0.4,6m-1m,42.48,46.08,0.922,1.086,1.565
25,10,10,55,0.8,6m,33.89,36.78,0.921,0.935,1.303
15,0,25,60,0.8,6m,41.86,45.52,0.92,1.067,1.475
20,20,15,45,0.3,6m-1m,41.16,44.72,0.92,1.114,1.537
25,20,20,35,0.4,6m,41.85,45.56,0.919,1.071,1.528
20,10,40,30,0.6,6m,44.44,48.41,0.918,1.11,1.581
15,20,10,55,0.3,6m,48.35,52.71,0.917,1.21,1.703
20,5,35,40,0.7,6m-1m,40.12,43.79,0.916,1.043,1.406
30,0,20,50,0.3,6m,37.09,40.48,0.916,1.016,1.44
20,15,25,40,0.8,6m,31.19,34.03,0.916,0.881,1.258
20,10,15,55,0.7,6m,38.7,42.43,0.912,1.02,1.44
30,15,25,30,0.4,6m,38.08,41.76,0.912,1.019,1.462
20,15,30,35,0.6,6m,40.69,44.74,0.91,1.066,1.576
30,10,10,50,0.4,6m-1m,37.77,41.49,0.91,1.062,1.542
30,0,35,35,0.3,6m,38.87,42.77,0.909,1.046,1.53
20,5,40,35,0.5,6m,42.67,46.92,0.909,1.081,1.515
30,10,10,50,0.6,6m-1m,35.79,39.43,0.908,1.022,1.465
15,5,20,60,0.8,6m,39.39,43.37,0.908,1.032,1.439
25,5,25,45,0.8,6m,30.78,33.93,0.907,0.867,1.25
30,15,25,30,0.5,6m,41.39,45.67,0.906,1.088,1.572
20,20,10,50,0.6,6m,36.94,40.78,0.906,1.005,1.405
20,10,10,60,0.5,6m,36.99,40.88,0.905,1.003,1.463
20,20,30,30,0.7,6m-1m,35.37,39.11,0.904,0.98,1.387
30,10,30,30,0.3,6m,43.6,48.21,0.904,1.134,1.686
20,20,20,40,0.3,6m-1m,47.27,52.27,0.904,1.205,1.612
15,20,35,30,0.7,6m-1m,38.99,43.17,0.903,1.02,1.482
30,5,30,35,0.6,6m-1m,38.72,42.97,0.901,1.056,1.566
30,5,30,35,0.3,6m,39.42,43.74,0.901,1.075,1.595
25,15,25,35,0.6,6m-1m,43.41,48.24,0.9,1.119,1.503
25,5,10,60,0.4,6m,37.44,41.69,0.898,1.002,1.43
20,0,40,40,0.3,6m,36.05,40.22,0.896,0.974,1.351
25,5,10,60,0.6,6m,34.68,38.71,0.896,0.955,1.37
25,5,25,45,0.7,6m,35.78,40.03,0.894,0.961,1.367
20,0,40,40,0.4,6m,36.5,40.84,0.894,0.979,1.323
15,5,40,40,0.3,6m-1m,41.8,46.76,0.894,1.066,1.457
20,20,30,30,0.5,6m,33.56,37.55,0.894,0.93,1.329
25,15,30,30,0.4,6m-1m,45.24,50.66,0.893,1.137,1.485
25,5,10,60,0.6,6m-1m,36.67,41.18,0.891,1.019,1.431
30,5,25,40,0.6,6m,34.86,39.13,0.891,0.953,1.41
25,10,20,45,0.6,6m,38.02,42.65,0.891,1.008,1.434
30,10,25,35,0.3,6m,41.71,46.85,0.89,1.099,1.631
10,5,40,45,0.8,6m,39.56,44.55,0.888,1.027,1.5
20,5,15,60,0.7,6m-1m,39.51,44.57,0.887,1.068,1.502
20,15,35,30,0.5,6m,40.8,46.06,0.886,1.043,1.516
25,10,30,35,0.5,6m-1m,45.51,51.37,0.886,1.141,1.529
25,10,10,55,0.6,6m,33.79,38.2,0.885,0.942,1.309
25,0,30,45,0.7,6m,37.6,42.46,0.885,0.994,1.404
15,15,30,40,0.8,6m,36.35,41.11,0.884,0.973,1.411
10,15,35,40,0.5,6m-1m,44.68,50.54,0.884,1.123,1.618
20,5,35,40,0.8,6m-1m,41.72,47.24,0.883,1.089,1.525
20,5,15,60,0.4,6m,36.89,41.75,0.883,1.003,1.467
25,20,25,30,0.5,6m-1m,36.27,41.05,0.883,1.0,1.394
10,0,30,60,0.7,6m,38.71,43.83,0.883,1.016,1.395
20,10,35,35,0.6,6m-1m,40.29,45.7,0.882,1.05,1.416
25,5,15,55,0.6,6m,38.99,44.19,0.882,1.026,1.472
25,5,35,35,0.5,6m-1m,40.33,45.76,0.881,1.055,1.418
10,20,10,60,0.8,6m-1m,36.52,41.52,0.88,1.001,1.382
30,0,40,30,0.5,6m-1m,43.28,49.26,0.879,1.13,1.709
10,20,15,55,0.7,6m,41.77,47.5,0.879,1.087,1.519
20,20,10,50,0.8,6m,38.74,44.11,0.878,1.033,1.428
15,20,35,30,0.6,6m-1m,40.35,46.04,0.876,1.036,1.47
30,15,10,45,0.3,6m-1m,30.98,35.38,0.876,0.938,1.311
30,0,30,40,0.3,6m,43.3,49.45,0.876,1.143,1.719
25,0,25,50,0.8,6m,35.77,40.94,0.874,0.962,1.36
20,10,10,60,0.3,6m,38.0,43.5,0.874,1.033,1.51
15,0,30,55,0.8,6m,39.65,45.42,0.873,1.026,1.445
15,15,40,30,0.5,6m-1m,44.87,51.44,0.872,1.115,1.626
25,5,10,60,0.7,6m-1m,35.95,41.24,0.872,0.995,1.4
20,0,30,50,0.8,6m,37.85,43.48,0.871,0.995,1.397
20,0,20,60,0.7,6m,33.45,38.44,0.87,0.921,1.295
30,15,15,40,0.6,6m-1m,36.7,42.26,0.869,1.005,1.369
25,20,20,35,0.5,6m,39.62,45.65,0.868,1.036,1.477
25,5,10,60,0.4,6m-1m,37.75,43.5,0.868,1.04,1.487
30,0,20,50,0.6,6m,34.82,40.13,0.868,0.953,1.378
20,0,20,60,0.8,6m,32.61,37.63,0.867,0.904,1.27
10,20,35,35,0.8,6m-1m,36.93,42.63,0.866,0.984,1.434
15,10,15,60,0.3,6m-1m,39.29,45.35,0.866,1.065,1.486
20,0,40,40,0.8,6m,35.47,41.04,0.864,0.95,1.34
30,15,25,30,0.4,6m-1m,40.78,47.28,0.862,1.104,1.643
25,0,35,40,0.3,6m,35.22,40.85,0.862,0.974,1.363
20,0,20,60,0.5,6m,37.47,43.49,0.862,1.001,1.399
25,15,15,45,0.8,6m,32.36,37.59,0.861,0.906,1.251
20,20,15,45,0.3,6m,34.19,39.82,0.859,0.959,1.317
25,15,10,50,0.6,6m,28.15,32.8,0.858,0.836,1.152
20,20,10,50,0.7,6m,36.02,41.96,0.858,0.985,1.363
25,5,15,55,0.4,6m,35.23,41.17,0.856,0.964,1.375
20,20,10,50,0.6,6m-1m,37.12,43.39,0.855,1.059,1.471
25,15,10,50,0.5,6m,28.39,33.22,0.855,0.844,1.198
30,5,25,40,0.5,6m-1m,39.52,46.2,0.855,1.072,1.542
30,10,30,30,0.6,6m,33.1,38.86,0.852,0.938,1.362
30,10,20,40,0.7,6m-1m,38.61,45.37,0.851,1.025,1.396
20,10,40,30,0.5,6m,41.87,49.28,0.85,1.062,1.534
25,15,10,50,0.3,6m,33.42,39.42,0.848,0.945,1.349
20,5,40,35,0.8,6m-1m,43.71,51.63,0.847,1.117,1.646
20,15,10,55,0.4,6m-1m,38.12,45.06,0.846,1.074,1.526
25,5,10,60,0.5,6m-1m,36.72,43.45,0.845,1.025,1.46
25,5,40,30,0.7,6m-1m,42.11,49.91,0.844,1.113,1.629
10,0,35,55,0.3,6m,38.73,45.91,0.844,1.025,1.496
30,5,20,45,0.6,6m,34.38,40.8,0.843,0.942,1.35
20,15,10,55,0.8,6m,35.07,41.61,0.843,0.963,1.35
15,15,40,30,0.6,6m-1m,37.99,45.14,0.842,1.0,1.451
25,0,15,60,0.6,6m,35.42,42.05,0.842,0.96,1.374
30,15,20,35,0.4,6m-1m,38.37,45.62,0.841,1.053,1.52
15,15,30,40,0.7,6m,31.66,37.65,0.841,0.885,1.249
25,10,25,40,0.5,6m-1m,44.0,52.31,0.841,1.12,1.473
10,20,40,30,0.6,6m-1m,41.31,49.15,0.841,1.052,1.511
15,15,35,35,0.6,6m-1m,40.12,47.74,0.84,1.047,1.491
25,20,20,35,0.4,6m-1m,40.67,48.45,0.839,1.08,1.436
10,0,40,50,0.7,6m,37.55,44.85,0.837,0.997,1.437
30,0,25,45,0.6,6m,31.23,37.34,0.836,0.886,1.304
25,0,35,40,0.6,6m,40.57,48.55,0.836,1.063,1.538
15,20,10,55,0.8,6m,39.85,47.75,0.835,1.047,1.468
10,5,25,60,0.8,6m,38.91,46.59,0.835,1.016,1.412
25,0,40,35,0.6,6m-1m,38.24,45.86,0.834,1.022,1.42
15,15,10,60,0.5,6m-1m,37.01,44.36,0.834,1.035,1.44
15,0,25,60,0.3,6m-1m,40.7,48.85,0.833,1.071,1.533
10,20,35,35,0.7,6m-1m,38.5,46.23,0.833,1.016,1.459
25,5,15,55,0.5,6m,37.91,45.58,0.832,1.01,1.442
10,20,40,30,0.7,6m-1m,37.74,45.44,0.831,0.993,1.462
20,10,30,40,0.8,6m-1m,40.28,48.54,0.83,1.062,1.529
20,15,10,55,0.3,6m-1m,40.4,48.69,0.83,1.119,1.583
30,0,15,55,0.3,6m,31.39,37.86,0.829,0.9,1.278
20,15,10,55,0.5,6m-1m,36.25,43.8,0.828,1.032,1.449
25,15,10,50,0.3,6m-1m,31.48,38.08,0.827,0.949,1.304
30,10,10,50,0.5,6m-1m,34.42,41.62,0.827,0.992,1.434
25,10,10,55,0.7,6m,31.99,38.78,0.825,0.901,1.249
30,0,15,55,0.4,6m,32.02,38.94,0.822,0.908,1.286
20,15,35,30,0.6,6m-1m,37.57,45.94,0.818,1.013,1.462
15,15,40,30,0.7,6m,36.7,44.9,0.817,0.98,1.413
25,0,35,40,0.5,6m,39.51,48.38,0.817,1.059,1.524
20,10,10,60,0.6,6m,36.09,44.28,0.815,0.981,1.397
10,5,35,50,0.8,6m-1m,45.12,55.47,0.813,1.122,1.562
10,20,40,30,0.8,6m,37.3,46.0,0.811,0.985,1.441
25,0,30,45,0.8,6m-1m,36.96,45.71,0.809,0.997,1.451
20,10,40,30,0.6,6m-1m,37.26,46.19,0.807,1.02,1.475
30,15,25,30,0.6,6m,39.87,49.55,0.805,1.053,1.501
30,20,15,35,0.3,6m,29.6,36.8,0.804,0.869,1.237
25,5,30,40,0.8,6m,28.97,36.08,0.803,0.839,1.2
20,20,20,40,0.4,6m-1m,45.06,56.18,0.802,1.164,1.538
30,0,10,60,0.6,6m-1m,34.91,43.59,0.801,0.996,1.462
15,20,35,30,0.8,6m,33.41,41.77,0.8,0.925,1.359
25,20,15,40,0.3,6m,30.73,38.49,0.799,0.885,1.244
20,5,15,60,0.3,6m,36.9,46.23,0.798,1.002,1.454
25,0,40,35,0.6,6m,35.37,44.32,0.798,0.96,1.403
30,0,40,30,0.5,6m,38.81,48.61,0.798,1.035,1.544
30,5,15,50,0.3,6m,32.11,40.24,0.798,0.916,1.339
30,0,20,50,0.8,6m,29.98,37.62,0.797,0.866,1.242
10,5,25,60,0.7,6m,39.28,49.42,0.795,1.028,1.431
25,20,15,40,0.4,6m-1m,36.72,46.37,0.792,1.029,1.43
25,5,35,35,0.7,6m-1m,36.76,46.57,0.789,0.991,1.35
10,20,10,60,0.5,6m-1m,40.13,50.97,0.787,1.072,1.483
25,5,10,60,0.5,6m,32.68,41.55,0.787,0.917,1.305
25,5,15,55,0.8,6m,35.7,45.48,0.785,0.968,1.422
25,0,20,55,0.8,6m,35.74,45.6,0.784,0.956,1.351
30,0,30,40,0.6,6m-1m,35.76,45.64,0.783,0.988,1.46
25,15,15,45,0.8,6m-1m,35.89,45.82,0.783,0.987,1.336
30,5,10,55,0.3,6m-1m,36.67,46.96,0.781,1.045,1.519
20,0,20,60,0.6,6m,33.56,42.95,0.781,0.927,1.303
30,0,30,40,0.5,6m,37.85,48.61,0.779,1.022,1.51
30,15,25,30,0.7,6m,35.6,45.76,0.778,0.959,1.339
20,10,40,30,0.8,6m-1m,36.15,46.52,0.777,0.992,1.425
30,5,35,30,0.5,6m,33.41,43.01,0.777,0.941,1.402
15,10,40,35,0.7,6m,39.05,50.46,0.774,1.016,1.465
30,0,35,35,0.5,6m-1m,38.42,49.67,0.774,1.049,1.58
30,15,25,30,0.5,6m-1m,36.28,47.21,0.768,1.011,1.437
30,10,20,40,0.8,6m-1m,35.6,46.41,0.767,0.975,1.312
25,0,40,35,0.5,6m,32.93,42.98,0.766,0.916,1.279
25,0,35,40,0.7,6m-1m,38.53,50.37,0.765,1.011,1.392
30,10,30,30,0.7,6m,29.99,39.21,0.765,0.876,1.255
30,15,20,35,0.6,6m,33.16,43.35,0.765,0.913,1.303
25,20,20,35,0.6,6m-1m,39.15,51.41,0.762,1.062,1.48
25,10,35,30,0.4,6m-1m,43.7,57.42,0.761,1.119,1.484
30,0,40,30,0.4,6m-1m,40.94,53.86,0.76,1.094,1.649
25,20,25,30,0.3,6m,38.36,50.49,0.76,1.019,1.448
30,15,10,45,0.7,6m-1m,32.65,42.96,0.76,0.946,1.307
30,10,25,35,0.4,6m-1m,42.24,55.69,0.759,1.108,1.487
30,0,15,55,0.7,6m,32.46,42.81,0.758,0.909,1.306
15,10,15,60,0.3,6m,40.57,53.56,0.758,1.053,1.52
25,20,15,40,0.6,6m-1m,34.99,46.16,0.758,0.987,1.409
30,0,15,55,0.5,6m,30.64,40.46,0.757,0.877,1.238
30,10,30,30,0.8,6m-1m,33.12,43.86,0.755,0.94,1.313
25,0,15,60,0.7,6m,31.45,41.64,0.755,0.888,1.267
25,10,30,35,0.8,6m-1m,34.39,45.64,0.753,0.955,1.347
25,20,15,40,0.5,6m-1m,34.59,45.95,0.753,0.983,1.378
25,20,25,30,0.6,6m-1m,36.3,48.33,0.751,1.001,1.388
25,10,30,35,0.6,6m-1m,37.37,49.73,0.751,1.008,1.355
15,0,30,55,0.3,6m,33.64,45.03,0.747,0.936,1.335
25,10,25,40,0.7,6m,27.25,36.5,0.747,0.802,1.143
25,5,15,55,0.7,6m,33.96,45.56,0.746,0.936,1.332
10,0,30,60,0.8,6m,37.68,50.58,0.745,0.995,1.341
30,0,20,50,0.7,6m,29.3,39.41,0.744,0.851,1.236
20,20,30,30,0.6,6m,36.33,48.85,0.744,0.986,1.411
20,0,35,45,0.8,6m,31.63,42.53,0.744,0.878,1.228
15,5,40,40,0.8,6m,34.25,46.02,0.744,0.925,1.322
15,5,20,60,0.3,6m,38.88,52.23,0.744,1.025,1.461
30,15,15,40,0.7,6m-1m,32.8,44.19,0.742,0.929,1.259
20,20,25,35,0.7,6m,37.0,49.86,0.742,0.991,1.425
30,5,15,50,0.4,6m,30.75,41.45,0.742,0.888,1.295
25,20,15,40,0.4,6m,31.06,41.84,0.742,0.89,1.256
25,5,10,60,0.3,6m,32.8,44.5,0.737,0.921,1.304
25,5,10,60,0.8,6m,29.05,39.42,0.737,0.851,1.254
15,15,10,60,0.6,6m-1m,34.58,47.05,0.735,0.984,1.363
25,20,15,40,0.6,6m,33.54,45.64,0.735,0.933,1.344
20,20,10,50,0.5,6m-1m,35.88,48.85,0.735,1.033,1.452
15,15,10,60,0.4,6m-1m,34.9,47.61,0.733,0.994,1.38
25,5,20,50,0.8,6m,35.18,48.05,0.732,0.951,1.354
25,0,40,35,0.4,6m,33.91,46.59,0.728,0.929,1.269
25,10,30,35,0.7,6m-1m,36.9,50.89,0.725,0.993,1.329
10,20,10,60,0.7,6m-1m,35.95,49.75,0.723,0.994,1.376
30,15,20,35,0.5,6m-1m,38.41,53.21,0.722,1.044,1.474
25,20,20,35,0.5,6m-1m,38.37,53.22,0.721,1.035,1.4
30,0,25,45,0.8,6m,28.92,40.18,0.72,0.845,1.22
25,5,30,40,0.6,6m-1m,34.22,47.61,0.719,0.937,1.273
20,10,10,60,0.8,6m,32.91,45.76,0.719,0.921,1.303
30,5,20,45,0.7,6m,29.81,41.48,0.719,0.857,1.204
25,5,40,30,0.5,6m-1m,39.68,55.31,0.717,1.045,1.404
30,15,15,40,0.3,6m-1m,29.56,41.25,0.716,0.891,1.245
30,0,40,30,0.6,6m,33.46,46.71,0.716,0.943,1.394
20,10,40,30,0.7,6m-1m,34.68,48.54,0.715,0.969,1.377
30,5,10,55,0.4,6m-1m,32.89,45.98,0.715,0.955,1.371
20,20,10,50,0.4,6m-1m,37.0,51.75,0.715,1.056,1.485
20,20,25,35,0.8,6m,33.47,46.86,0.714,0.919,1.262
15,5,40,40,0.8,6m-1m,33.9,47.56,0.713,0.935,1.35
30,5,15,50,0.5,6m,30.54,42.89,0.712,0.882,1.253
25,10,20,45,0.7,6m,29.97,42.08,0.712,0.855,1.178
25,0,40,35,0.7,6m,34.74,48.88,0.711,0.95,1.366
30,5,35,30,0.3,6m,37.4,52.65,0.71,1.026,1.568
15,10,35,40,0.7,6m,32.48,45.82,0.709,0.9,1.294
30,20,15,35,0.7,6m,28.86,40.73,0.709,0.831,1.212
30,0,15,55,0.8,6m,28.42,40.17,0.707,0.837,1.213
10,15,40,35,0.7,6m-1m,33.38,47.29,0.706,0.914,1.296
30,0,15,55,0.6,6m,32.36,45.81,0.706,0.908,1.287
30,0,40,30,0.3,6m,36.28,51.47,0.705,0.986,1.401
30,15,10,45,0.8,6m-1m,30.88,43.84,0.704,0.908,1.259
10,20,10,60,0.6,6m-1m,35.56,50.55,0.704,0.99,1.377
30,15,25,30,0.6,6m-1m,36.25,51.56,0.703,1.008,1.425
30,0,10,60,0.8,6m-1m,32.75,46.58,0.703,0.944,1.379
30,5,30,35,0.4,6m,32.41,46.13,0.703,0.934,1.396
30,15,25,30,0.7,6m-1m,30.62,43.59,0.702,0.891,1.225
30,15,15,40,0.8,6m-1m,29.11,41.62,0.699,0.856,1.174
20,10,30,40,0.8,6m,29.06,41.65,0.698,0.839,1.205
10,20,10,60,0.4,6m-1m,35.77,51.29,0.697,0.989,1.348
30,15,25,30,0.8,6m,29.35,42.53,0.69,0.843,1.197
30,15,10,45,0.4,6m,23.83,34.62,0.688,0.753,1.045
30,10,10,50,0.7,6m-1m,29.85,43.51,0.686,0.895,1.261
10,15,40,35,0.5,6m-1m,34.67,50.8,0.682,0.94,1.367
25,0,40,35,0.7,6m-1m,35.0,51.3,0.682,0.965,1.323
30,10,25,35,0.5,6m-1m,36.26,53.35,0.68,0.992,1.348
25,10,35,30,0.7,6m-1m,38.11,56.14,0.679,1.026,1.394
20,5,15,60,0.5,6m,33.87,49.85,0.679,0.943,1.344
30,15,20,35,0.8,6m,25.9,38.29,0.677,0.777,1.112
25,5,35,35,0.7,6m,29.71,43.85,0.677,0.853,1.256
20,5,40,35,0.7,6m,33.34,49.34,0.676,0.92,1.302
30,5,30,35,0.8,6m-1m,29.86,44.16,0.676,0.867,1.219
30,5,25,40,0.6,6m-1m,33.43,49.5,0.675,0.947,1.353
10,20,10,60,0.3,6m-1m,34.88,51.7,0.675,0.977,1.337
20,5,40,35,0.8,6m,30.46,45.33,0.672,0.863,1.244
30,10,10,50,0.3,6m-1m,32.09,48.04,0.668,0.951,1.378
25,0,15,60,0.8,6m,28.57,42.78,0.668,0.833,1.188
30,5,10,55,0.8,6m-1m,31.9,47.85,0.667,0.932,1.356
25,10,25,40,0.7,6m-1m,34.71,52.56,0.66,0.948,1.283
25,5,40,30,0.8,6m-1m,34.22,51.82,0.66,0.964,1.369
25,0,40,35,0.8,6m,30.49,46.24,0.659,0.875,1.255
30,10,30,30,0.7,6m-1m,30.16,45.82,0.658,0.882,1.237
20,0,40,40,0.8,6m-1m,36.29,55.18,0.658,0.978,1.405
25,5,30,40,0.8,6m-1m,31.08,47.32,0.657,0.875,1.175
15,15,10,60,0.3,6m-1m,33.37,50.88,0.656,0.962,1.349
20,15,30,35,0.8,6m,33.35,50.88,0.655,0.917,1.341
25,20,25,30,0.4,6m,30.68,46.9,0.654,0.881,1.265
20,0,20,60,0.3,6m,31.66,48.42,0.654,0.893,1.294
30,10,30,30,0.6,6m-1m,31.8,48.6,0.654,0.921,1.333
30,0,25,45,0.7,6m,27.0,41.33,0.653,0.805,1.168
20,20,15,45,0.4,6m,28.09,43.08,0.652,0.835,1.159
30,5,30,35,0.7,6m-1m,32.77,50.25,0.652,0.922,1.316
30,5,25,40,0.8,6m-1m,30.98,47.62,0.651,0.889,1.221
25,5,10,60,0.7,6m,27.31,41.99,0.65,0.812,1.164
25,10,25,40,0.6,6m-1m,36.08,55.56,0.649,0.972,1.29
20,5,15,60,0.7,6m,30.36,46.82,0.648,0.865,1.234
30,0,10,60,0.7,6m-1m,31.73,49.06,0.647,0.918,1.336
25,5,40,30,0.6,6m,31.22,48.26,0.647,0.887,1.291
20,0,20,60,0.4,6m,30.19,46.82,0.645,0.864,1.251
20,20,30,30,0.7,6m,32.7,50.74,0.645,0.92,1.291
30,10,20,40,0.4,6m,31.36,48.61,0.645,0.894,1.278
25,0,40,35,0.8,6m-1m,35.83,55.85,0.642,0.989,1.448
25,20,10,45,0.7,6m-1m,28.53,44.45,0.642,0.869,1.147
10,15,40,35,0.8,6m-1m,30.74,47.93,0.641,0.866,1.283
30,15,20,35,0.7,6m,29.23,45.62,0.641,0.843,1.208
10,15,40,35,0.6,6m-1m,34.04,53.19,0.64,0.925,1.337
30,10,15,45,0.7,6m,27.78,43.42,0.64,0.814,1.134
15,15,35,35,0.8,6m,32.26,50.38,0.64,0.896,1.287
20,5,40,35,0.6,6m,30.48,47.73,0.639,0.862,1.22
15,10,40,35,0.8,6m,32.57,50.96,0.639,0.895,1.284
25,15,30,30,0.7,6m-1m,31.64,49.6,0.638,0.907,1.274
30,5,10,55,0.6,6m-1m,32.73,51.34,0.637,0.948,1.371
15,15,40,30,0.6,6m,33.08,52.16,0.634,0.899,1.273
30,0,40,30,0.4,6m,33.37,52.62,0.634,0.924,1.275
15,15,40,30,0.8,6m,30.52,48.35,0.631,0.867,1.258
30,10,25,35,0.8,6m-1m,29.2,46.26,0.631,0.859,1.19
20,10,35,35,0.8,6m,31.13,49.56,0.628,0.88,1.27
25,10,35,30,0.6,6m,30.78,49.52,0.622,0.888,1.275
20,10,35,35,0.6,6m,32.37,52.04,0.622,0.9,1.303
30,0,20,50,0.4,6m,29.04,46.7,0.622,0.854,1.217
15,15,35,35,0.6,6m,32.44,52.23,0.621,0.896,1.27
30,5,10,55,0.7,6m-1m,31.04,49.94,0.621,0.916,1.314
30,10,15,45,0.4,6m,24.96,40.33,0.619,0.773,1.109
25,5,35,35,0.6,6m-1m,33.13,53.59,0.618,0.927,1.238
25,15,30,30,0.6,6m,31.96,51.69,0.618,0.912,1.303
20,20,30,30,0.8,6m,30.06,48.82,0.616,0.862,1.191
30,5,10,55,0.5,6m-1m,30.53,49.6,0.616,0.901,1.305
15,10,35,40,0.8,6m,29.05,47.32,0.614,0.837,1.216
25,5,30,40,0.7,6m-1m,31.42,51.19,0.614,0.884,1.2
20,10,35,35,0.7,6m,29.99,49.18,0.61,0.856,1.252
30,10,25,35,0.6,6m-1m,31.18,51.18,0.609,0.9,1.271
25,20,10,45,0.7,6m,25.79,42.43,0.608,0.795,1.107
20,5,15,60,0.8,6m,29.58,48.73,0.607,0.849,1.215
30,0,35,35,0.4,6m,29.72,48.94,0.607,0.875,1.263
30,20,20,30,0.5,6m,33.94,55.87,0.607,0.934,1.333
30,0,40,30,0.3,6m-1m,32.22,53.05,0.607,0.914,1.247
30,0,10,60,0.5,6m,25.05,41.31,0.606,0.777,1.109
25,20,20,35,0.6,6m,32.43,53.64,0.605,0.904,1.31
30,0,35,35,0.4,6m-1m,32.47,53.72,0.604,0.938,1.413
25,10,25,40,0.8,6m,24.69,41.01,0.602,0.749,1.063
30,10,20,40,0.7,6m,27.65,46.02,0.601,0.813,1.14
30,20,15,35,0.5,6m,28.19,47.08,0.599,0.825,1.171
30,15,20,35,0.7,6m-1m,25.46,42.65,0.597,0.79,1.098
30,0,35,35,0.6,6m-1m,31.33,52.55,0.596,0.907,1.326
30,0,40,30,0.7,6m,28.86,48.42,0.596,0.853,1.251
25,20,20,35,0.7,6m,34.53,58.05,0.595,0.934,1.311
30,20,20,30,0.7,6m,27.49,46.22,0.595,0.808,1.144
25,0,30,45,0.8,6m,26.12,44.03,0.593,0.782,1.113
25,10,30,35,0.7,6m,26.68,45.09,0.592,0.799,1.165
25,5,40,30,0.7,6m,30.94,52.28,0.592,0.883,1.289
30,10,10,50,0.8,6m-1m,26.99,45.7,0.591,0.834,1.166
20,15,35,30,0.6,6m,27.58,46.67,0.591,0.809,1.158
30,20,15,35,0.7,6m-1m,27.93,47.39,0.589,0.839,1.154
30,20,20,30,0.6,6m,32.2,54.71,0.589,0.9,1.268
20,10,10,60,0.7,6m,30.63,52.16,0.587,0.877,1.247
30,5,10,55,0.4,6m,25.36,43.19,0.587,0.785,1.139
25,10,35,30,0.5,6m-1m,33.74,57.55,0.586,0.934,1.233
30,5,25,40,0.7,6m-1m,30.47,52.29,0.583,0.876,1.215
30,0,10,60,0.4,6m,25.92,44.45,0.583,0.798,1.128
25,0,35,40,0.7,6m,26.68,45.81,0.582,0.793,1.147
30,20,20,30,0.3,6m-1m,29.61,51.01,0.581,0.897,1.298
30,20,15,35,0.8,6m,26.42,45.51,0.581,0.785,1.134
30,5,35,30,0.7,6m-1m,32.46,55.85,0.581,0.93,1.311
30,15,10,45,0.6,6m,24.15,41.62,0.58,0.757,1.063
15,15,35,35,0.7,6m,28.61,49.65,0.576,0.825,1.167
30,20,15,35,0.4,6m,26.99,46.98,0.575,0.811,1.143
20,15,35,30,0.8,6m,27.53,47.87,0.575,0.805,1.146
25,0,35,40,0.8,6m-1m,30.97,53.83,0.575,0.884,1.259
30,15,15,40,0.6,6m,26.9,46.9,0.574,0.808,1.139
20,10,40,30,0.8,6m,28.52,49.69,0.574,0.832,1.2
25,10,35,30,0.8,6m-1m,34.53,60.37,0.572,0.97,1.369
30,15,20,35,0.6,6m-1m,29.65,51.79,0.572,0.865,1.181
30,5,35,30,0.6,6m,27.88,48.71,0.572,0.834,1.225
30,0,10,60,0.3,6m,24.5,42.89,0.571,0.769,1.083
30,0,40,30,0.7,6m-1m,33.71,59.09,0.57,0.959,1.377
30,0,35,35,0.7,6m-1m,31.6,55.5,0.569,0.905,1.274
30,20,15,35,0.6,6m,26.56,46.76,0.568,0.789,1.151
30,10,25,35,0.7,6m,26.33,46.33,0.568,0.793,1.158
30,0,40,30,0.6,6m-1m,29.38,51.99,0.565,0.876,1.292
30,0,35,35,0.5,6m,28.09,49.91,0.563,0.839,1.243
25,5,40,30,0.6,6m-1m,31.59,56.34,0.561,0.903,1.23
30,10,25,35,0.7,6m-1m,27.83,49.7,0.56,0.823,1.14
25,20,15,40,0.7,6m-1m,30.8,55.11,0.559,0.895,1.237
30,15,15,40,0.8,6m,23.28,41.92,0.555,0.722,0.998
25,20,10,45,0.3,6m,24.63,44.5,0.554,0.77,1.084
25,10,20,45,0.8,6m,27.25,49.28,0.553,0.805,1.134
30,0,35,35,0.6,6m,26.78,48.63,0.551,0.809,1.194
30,0,10,60,0.6,6m,23.73,43.33,0.548,0.748,1.081
25,20,10,45,0.8,6m-1m,25.83,47.16,0.548,0.808,1.056
30,20,15,35,0.8,6m-1m,25.02,45.62,0.548,0.78,1.07
30,0,30,40,0.7,6m-1m,26.79,49.13,0.545,0.81,1.178
30,20,15,35,0.6,6m-1m,25.07,46.16,0.543,0.785,1.07
25,10,35,30,0.6,6m-1m,30.67,56.69,0.541,0.88,1.163
25,20,15,40,0.7,6m,26.25,49.06,0.535,0.786,1.125
25,20,10,45,0.6,6m,24.69,46.2,0.534,0.773,1.071
30,20,20,30,0.5,6m-1m,28.4,53.24,0.533,0.855,1.186
30,15,20,35,0.8,6m-1m,23.91,44.97,0.532,0.747,0.983
15,20,35,30,0.7,6m,25.51,48.18,0.529,0.765,1.102
25,10,30,35,0.8,6m,22.85,43.27,0.528,0.709,0.985
