gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,gp_growth_z,0.0,40,10,30,20,6m,-13.32,45.13,-0.295,-0.174,-0.208
rev_z,gp_growth_z,0.0,40,10,30,20,6m-1m,-9.82,38.73,-0.254,-0.091,-0.121
rev_z,gp_growth_z,0.0,40,10,30,20,12m,-13.73,42.61,-0.322,-0.232,-0.297
rev_z,gp_growth_z,0.0,40,10,30,20,12m-1m,-3.04,34.23,-0.089,0.106,0.14
rev_z,gp_growth_z,0.0,35,15,25,25,6m,-27.37,58.84,-0.465,-0.571,-0.646
rev_z,gp_growth_z,0.0,35,15,25,25,6m-1m,-5.98,37.13,-0.161,0.054,0.061
rev_z,gp_growth_z,0.0,35,15,25,25,12m,-27.08,60.63,-0.447,-0.46,-0.471
rev_z,gp_growth_z,0.0,35,15,25,25,12m-1m,-15.95,49.07,-0.325,-0.211,-0.237
rev_z,gp_growth_z,0.0,30,10,30,30,6m,-29.6,62.28,-0.475,-0.643,-0.739
rev_z,gp_growth_z,0.0,30,10,30,30,6m-1m,-28.23,61.91,-0.456,-0.623,-0.705
rev_z,gp_growth_z,0.0,30,10,30,30,12m,-26.67,69.26,-0.385,-0.375,-0.379
rev_z,gp_growth_z,0.0,30,10,30,30,12m-1m,-31.62,67.72,-0.467,-0.714,-0.849
rev_z,gp_growth_z,0.0,10,40,30,20,6m,-34.76,68.59,-0.507,-0.776,-0.982
rev_z,gp_growth_z,0.0,10,40,30,20,6m-1m,-33.15,68.13,-0.487,-0.73,-0.913
rev_z,gp_growth_z,0.0,10,40,30,20,12m,-46.99,81.99,-0.573,-1.19,-1.392
rev_z,gp_growth_z,0.0,10,40,30,20,12m-1m,-34.26,70.03,-0.489,-0.773,-0.973
rev_z,gp_growth_z,0.0,15,35,25,25,6m,-39.17,74.7,-0.524,-0.935,-1.093
rev_z,gp_growth_z,0.0,15,35,25,25,6m-1m,-23.85,60.93,-0.391,-0.453,-0.581
rev_z,gp_growth_z,0.0,15,35,25,25,12m,-44.83,79.41,-0.565,-1.036,-1.134
rev_z,gp_growth_z,0.0,15,35,25,25,12m-1m,-45.01,79.25,-0.568,-1.202,-1.426
rev_z,gp_growth_z,0.0,20,30,20,30,6m,-30.91,63.57,-0.486,-0.688,-0.82
rev_z,gp_growth_z,0.0,20,30,20,30,6m-1m,-18.37,50.17,-0.366,-0.277,-0.358
rev_z,gp_growth_z,0.0,20,30,20,30,12m,-21.87,61.53,-0.355,-0.218,-0.23
rev_z,gp_growth_z,0.0,20,30,20,30,12m-1m,-27.36,67.67,-0.404,-0.472,-0.51
rev_z,gp_growth_z,0.0,10,10,60,20,6m,-41.03,75.53,-0.543,-0.908,-1.131
rev_z,gp_growth_z,0.0,10,10,60,20,6m-1m,-52.05,84.33,-0.617,-1.353,-1.456
rev_z,gp_growth_z,0.0,10,10,60,20,12m,-35.12,71.67,-0.49,-0.854,-1.28
rev_z,gp_growth_z,0.0,10,10,60,20,12m-1m,-41.3,78.59,-0.525,-1.164,-1.622
rev_z,gp_growth_z,0.0,15,5,50,30,6m,-28.24,69.06,-0.409,-0.523,-0.818
rev_z,gp_growth_z,0.0,15,5,50,30,6m-1m,-35.71,73.35,-0.487,-0.886,-1.239
rev_z,gp_growth_z,0.0,15,5,50,30,12m,-22.79,62.35,-0.366,-0.368,-0.595
rev_z,gp_growth_z,0.0,15,5,50,30,12m-1m,-25.02,61.62,-0.406,-0.451,-0.723
rev_z,gp_growth_z,0.0,5,5,70,20,6m,-27.08,64.18,-0.422,-0.537,-0.859
rev_z,gp_growth_z,0.0,5,5,70,20,6m-1m,-39.02,74.83,-0.521,-1.075,-1.505
rev_z,gp_growth_z,0.0,5,5,70,20,12m,-39.87,74.16,-0.538,-1.057,-1.63
rev_z,gp_growth_z,0.0,5,5,70,20,12m-1m,-38.7,75.44,-0.513,-1.022,-1.535
rev_z,gp_growth_z,0.0,10,10,55,25,6m,-53.42,86.89,-0.615,-1.486,-1.71
rev_z,gp_growth_z,0.0,10,10,55,25,6m-1m,-43.84,79.03,-0.555,-1.243,-1.72
rev_z,gp_growth_z,0.0,10,10,55,25,12m,-37.67,73.2,-0.515,-0.931,-1.399
rev_z,gp_growth_z,0.0,10,10,55,25,12m-1m,-34.23,69.18,-0.495,-0.831,-1.253
rev_z,gp_growth_z,0.0,10,10,20,60,6m,-33.27,84.34,-0.394,-0.203,-0.176
rev_z,gp_growth_z,0.0,10,10,20,60,6m-1m,-20.31,69.08,-0.294,-0.172,-0.164
rev_z,gp_growth_z,0.0,10,10,20,60,12m,-2.25,48.14,-0.047,0.205,0.29
rev_z,gp_growth_z,0.0,10,10,20,60,12m-1m,7.75,45.06,0.172,0.401,0.462
rev_z,gp_growth_z,0.0,15,10,20,55,6m,-11.37,77.64,-0.146,0.062,0.06
rev_z,gp_growth_z,0.0,15,10,20,55,6m-1m,-7.35,68.74,-0.107,0.14,0.133
rev_z,gp_growth_z,0.0,15,10,20,55,12m,5.15,48.08,0.107,0.344,0.489
