,0
2025-12-02,0.007034985256415868
2025-12-03,0.025690363037189454
2025-12-04,0.00554654551806974
2025-12-05,0.0022388764678538675
2025-12-08,-0.0014150137700915943
2025-12-09,0.005810514565532374
2025-12-10,-0.007166919672514052
2025-12-11,-0.0063064071576972025
2025-12-12,0.004564183877034
2025-12-15,-0.005231545878486815
2025-12-16,-0.0017719905072141329
2025-12-17,-0.0028965069290715906
2025-12-18,-0.01927502157202035
2025-12-19,0.008860672772980568
2025-12-22,0.00514437080110422
2025-12-23,0.000555604595287848
2025-12-24,0.0016223875436981727
2025-12-26,-0.015376693230709268
2025-12-29,-0.0029108900977705687
2025-12-30,-0.007715825655426983
