v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
25,5,15,55,6m,0.676,33.92,50.15,0.944,1.382
5,35,40,20,6m,0.676,32.34,47.81,0.895,1.335
0,40,10,50,6m,0.675,32.78,48.55,0.914,1.273
35,15,25,25,12m-1m,0.675,25.62,37.98,0.816,1.203
35,10,15,40,12m-1m,0.675,25.79,38.22,0.839,1.218
35,15,30,20,6m-1m,0.673,25.37,37.7,0.814,1.226
30,20,25,25,6m,0.672,24.18,36.01,0.757,1.092
35,20,25,20,6m-1m,0.671,28.07,41.81,0.869,1.304
20,25,20,35,6m-1m,0.67,32.06,47.87,0.931,1.313
30,15,45,10,12m,0.667,27.85,41.72,0.829,1.229
30,20,35,15,12m,0.667,27.65,41.47,0.818,1.2
40,10,25,25,6m,0.666,25.63,38.51,0.831,1.279
0,40,25,35,12m-1m,0.666,30.98,46.52,0.879,1.329
5,30,45,20,6m-1m,0.665,28.85,43.4,0.824,1.253
25,25,15,35,6m-1m,0.664,32.12,48.38,0.941,1.32
10,25,50,15,6m,0.664,28.93,43.59,0.824,1.219
40,5,30,25,12m,0.664,26.24,39.51,0.838,1.312
0,30,55,15,12m-1m,0.663,26.34,39.75,0.781,1.202
0,5,45,50,6m-1m,0.662,29.75,44.98,0.843,1.287
10,35,20,35,6m-1m,0.662,27.89,42.11,0.828,1.214
20,30,20,30,12m-1m,0.662,25.65,38.77,0.8,1.159
15,30,25,30,12m-1m,0.662,27.88,42.14,0.822,1.212
35,15,20,30,6m-1m,0.662,25.07,37.86,0.816,1.228
35,10,45,10,12m-1m,0.662,28.71,43.37,0.851,1.286
40,10,35,15,6m-1m,0.661,24.02,36.32,0.789,1.173
5,25,55,15,12m-1m,0.661,27.77,41.99,0.803,1.208
40,0,40,20,12m-1m,0.661,24.43,36.94,0.788,1.214
0,35,40,25,12m-1m,0.66,33.76,51.13,0.915,1.42
35,5,25,35,6m,0.66,28.63,43.37,0.868,1.34
0,20,70,10,12m-1m,0.66,31.67,48.02,0.866,1.356
5,35,35,25,12m-1m,0.659,32.84,49.81,0.901,1.355
5,40,20,35,6m-1m,0.658,31.14,47.34,0.887,1.324
35,5,25,35,12m-1m,0.658,24.64,37.45,0.796,1.166
10,15,65,10,6m,0.658,32.09,48.75,0.874,1.33
0,25,65,10,6m,0.657,32.06,48.8,0.883,1.322
30,10,50,10,12m-1m,0.656,29.11,44.37,0.856,1.273
40,5,25,30,12m-1m,0.655,25.82,39.44,0.833,1.255
15,25,35,25,6m,0.655,31.49,48.04,0.869,1.274
20,15,10,55,6m-1m,0.655,35.45,54.16,1.011,1.425
20,25,35,20,6m-1m,0.655,31.0,47.33,0.88,1.296
20,15,55,10,6m,0.654,27.55,42.13,0.8,1.177
35,5,15,45,12m,0.654,26.63,40.74,0.82,1.098
40,0,10,50,6m-1m,0.653,29.26,44.82,0.913,1.376
40,0,50,10,6m,0.651,29.2,44.88,0.88,1.364
40,15,30,15,6m-1m,0.651,23.37,35.9,0.767,1.135
25,25,10,40,6m-1m,0.651,32.73,50.25,0.966,1.401
20,15,55,10,6m-1m,0.65,27.92,42.93,0.808,1.21
40,20,25,15,12m-1m,0.65,27.92,42.94,0.867,1.289
5,40,20,35,6m,0.65,35.35,54.4,0.959,1.428
10,20,60,10,6m,0.65,28.91,44.48,0.821,1.201
35,15,30,20,12m-1m,0.649,27.34,42.15,0.855,1.284
30,20,15,35,12m-1m,0.648,25.33,39.07,0.813,1.15
35,0,55,10,6m-1m,0.648,35.49,54.75,0.98,1.498
20,25,15,40,6m,0.645,28.55,44.25,0.852,1.195
40,15,35,10,6m,0.645,27.66,42.85,0.853,1.28
40,5,25,30,12m,0.644,26.71,41.45,0.85,1.313
30,10,45,15,6m,0.644,29.63,45.98,0.861,1.254
0,25,60,15,12m,0.644,26.32,40.84,0.776,1.159
15,40,10,35,12m,0.644,27.81,43.2,0.841,1.226
25,10,45,20,6m-1m,0.643,31.74,49.37,0.893,1.322
0,25,60,15,6m-1m,0.643,28.1,43.69,0.814,1.235
0,35,40,25,6m,0.642,31.43,48.95,0.878,1.295
25,0,25,50,6m,0.642,32.9,51.28,0.916,1.328
5,15,20,60,6m,0.642,34.96,54.48,0.953,1.362
30,15,40,15,6m-1m,0.641,27.64,43.09,0.83,1.21
30,15,45,10,12m-1m,0.641,27.52,42.95,0.826,1.217
30,0,45,25,6m,0.639,33.62,52.62,0.939,1.449
35,25,20,20,12m-1m,0.638,27.98,43.88,0.864,1.307
30,30,15,25,12m,0.637,29.02,45.56,0.87,1.237
40,0,30,30,6m-1m,0.637,27.45,43.09,0.864,1.33
35,0,15,50,6m-1m,0.637,30.05,47.15,0.91,1.367
20,20,15,45,6m,0.637,27.72,43.5,0.836,1.19
5,25,10,60,6m,0.637,33.79,53.07,0.945,1.341
35,15,10,40,12m-1m,0.636,26.45,41.6,0.853,1.221
35,10,10,45,12m-1m,0.633,27.98,44.2,0.875,1.217
20,35,15,30,12m,0.633,27.6,43.6,0.845,1.236
35,20,20,25,12m,0.632,24.96,39.5,0.802,1.213
40,10,30,20,12m-1m,0.631,26.49,42.01,0.842,1.265
35,30,20,15,12m,0.631,30.03,47.62,0.889,1.29
0,25,65,10,12m-1m,0.63,29.05,46.1,0.832,1.297
10,10,20,60,6m-1m,0.63,28.39,45.07,0.845,1.197
10,35,25,30,6m-1m,0.63,25.85,41.04,0.783,1.151
40,5,35,20,12m-1m,0.63,25.77,40.87,0.826,1.294
10,20,55,15,6m,0.63,29.05,46.1,0.82,1.203
40,15,30,15,12m-1m,0.629,27.86,44.29,0.867,1.301
40,0,50,10,12m-1m,0.627,28.34,45.19,0.854,1.312
15,35,10,40,12m-1m,0.627,25.16,40.1,0.788,1.144
0,35,45,20,6m,0.626,31.19,49.81,0.863,1.268
20,20,10,50,6m-1m,0.626,30.32,48.46,0.919,1.32
20,25,20,35,6m,0.625,26.9,43.0,0.81,1.146
30,25,25,20,12m-1m,0.624,23.02,36.88,0.744,1.072
15,25,40,20,12m,0.624,25.03,40.09,0.755,1.14
25,15,50,10,12m-1m,0.623,25.86,41.53,0.778,1.175
25,15,50,10,6m-1m,0.622,27.9,44.86,0.818,1.235
5,35,25,35,6m,0.622,31.85,51.2,0.89,1.325
20,15,10,55,12m,0.622,26.22,42.15,0.797,1.101
35,5,50,10,6m-1m,0.619,32.93,53.23,0.934,1.422
25,30,10,35,12m,0.619,25.64,41.45,0.806,1.155
5,40,15,40,6m-1m,0.619,29.14,47.08,0.848,1.227
5,40,10,45,6m,0.619,34.48,55.73,0.943,1.324
0,40,20,40,6m,0.619,34.53,55.75,0.938,1.325
0,35,45,20,12m,0.617,31.6,51.2,0.878,1.315
40,20,25,15,12m,0.617,24.83,40.22,0.797,1.194
15,20,15,50,6m,0.617,33.28,53.91,0.931,1.298
15,20,50,15,6m-1m,0.617,26.26,42.52,0.776,1.156
20,10,10,60,12m,0.616,25.77,41.8,0.783,1.109
20,30,10,40,6m,0.615,26.18,42.56,0.804,1.158
20,15,55,10,12m-1m,0.614,31.35,51.09,0.87,1.303
10,25,45,20,6m-1m,0.614,29.62,48.26,0.833,1.222
0,25,65,10,6m-1m,0.614,29.29,47.73,0.833,1.254
15,30,25,30,12m,0.613,28.82,47.04,0.834,1.22
30,20,35,15,12m-1m,0.611,27.69,45.3,0.823,1.201
15,25,25,35,6m-1m,0.611,28.15,46.09,0.822,1.152
25,10,20,45,6m,0.611,24.16,39.51,0.752,1.069
35,0,30,35,6m-1m,0.61,26.61,43.64,0.837,1.238
30,20,25,25,6m-1m,0.609,26.12,42.86,0.809,1.141
35,0,25,40,6m-1m,0.609,28.3,46.45,0.864,1.276
30,25,15,30,12m,0.608,22.83,37.59,0.742,1.065
25,25,35,15,12m-1m,0.608,24.28,39.94,0.752,1.087
10,30,40,20,6m,0.607,30.45,50.14,0.858,1.251
10,30,25,35,6m,0.607,32.15,52.97,0.897,1.289
40,5,25,30,6m-1m,0.606,27.95,46.13,0.876,1.354
30,30,15,25,12m-1m,0.605,25.62,42.33,0.801,1.146
40,5,35,20,12m,0.605,23.46,38.79,0.769,1.186
10,20,55,15,12m-1m,0.605,26.93,44.5,0.785,1.183
20,25,15,40,6m-1m,0.604,28.78,47.67,0.86,1.2
10,30,30,30,6m,0.604,31.14,51.56,0.869,1.289
30,25,25,20,12m,0.604,26.09,43.21,0.795,1.125
15,15,55,15,6m-1m,0.603,29.28,48.6,0.825,1.204
20,10,10,60,6m,0.602,27.78,46.17,0.825,1.202
15,25,15,45,6m-1m,0.602,31.93,53.09,0.925,1.303
40,5,40,15,12m-1m,0.602,24.83,41.24,0.794,1.241
40,25,20,15,12m,0.601,25.38,42.26,0.794,1.191
35,15,35,15,12m-1m,0.6,24.88,41.45,0.785,1.159
5,25,55,15,6m,0.6,27.24,45.37,0.792,1.164
40,5,10,45,6m-1m,0.598,27.23,45.56,0.873,1.352
0,40,30,30,12m-1m,0.598,30.25,50.57,0.859,1.296
35,10,45,10,6m,0.597,28.65,47.95,0.84,1.269
15,25,10,50,6m,0.597,32.16,53.87,0.907,1.259
15,10,15,60,12m,0.596,26.08,43.75,0.791,1.125
30,15,15,40,12m,0.596,25.91,43.45,0.808,1.17
10,40,15,35,6m,0.596,30.33,50.9,0.872,1.264
20,20,45,15,12m-1m,0.595,25.53,42.92,0.764,1.121
25,35,10,30,12m-1m,0.595,23.58,39.65,0.771,1.111
40,5,40,15,6m-1m,0.594,23.67,39.82,0.765,1.175
25,15,45,15,12m-1m,0.594,27.58,46.47,0.815,1.202
15,15,10,60,12m,0.593,25.21,42.54,0.775,1.066
30,0,30,40,6m,0.593,27.44,46.26,0.823,1.216
30,20,15,35,6m-1m,0.592,25.45,43.0,0.809,1.123
35,5,10,50,12m-1m,0.589,26.22,44.52,0.832,1.087
0,35,35,30,6m-1m,0.587,28.03,47.75,0.816,1.212
0,40,35,25,12m,0.586,29.56,50.48,0.839,1.26
40,10,10,40,6m-1m,0.586,28.3,48.29,0.888,1.268
15,15,15,55,6m-1m,0.584,31.03,53.15,0.907,1.249
35,0,10,55,6m-1m,0.583,25.76,44.17,0.833,1.226
15,25,45,15,6m,0.583,25.62,43.97,0.772,1.154
10,40,10,40,6m-1m,0.582,29.93,51.39,0.872,1.244
35,15,30,20,6m,0.581,23.96,41.25,0.769,1.158
35,15,15,35,6m-1m,0.58,26.39,45.54,0.84,1.237
40,20,25,15,6m,0.58,22.87,39.45,0.746,1.101
5,35,45,15,6m,0.579,25.83,44.6,0.77,1.126
10,30,40,20,12m,0.578,26.09,45.14,0.772,1.168
30,30,20,20,12m-1m,0.577,25.0,43.36,0.782,1.127
25,15,10,50,12m,0.576,23.97,41.62,0.75,0.951
40,0,35,25,6m,0.575,24.09,41.9,0.775,1.208
20,0,20,60,6m,0.575,31.86,55.36,0.895,1.282
25,20,15,40,6m,0.575,26.93,46.81,0.806,1.14
20,35,15,30,12m-1m,0.575,24.63,42.8,0.777,1.122
35,10,40,15,6m,0.574,26.38,45.93,0.803,1.236
5,10,45,40,6m-1m,0.573,29.75,51.94,0.843,1.258
5,0,35,60,12m,0.573,27.56,48.13,0.81,1.151
5,20,65,10,6m-1m,0.573,26.26,45.8,0.768,1.14
30,15,35,20,6m-1m,0.572,26.83,46.93,0.814,1.198
40,5,30,25,12m-1m,0.572,24.44,42.76,0.803,1.193
25,10,15,50,6m,0.571,27.76,48.59,0.83,1.181
10,40,15,35,12m-1m,0.571,27.84,48.72,0.823,1.204
40,0,50,10,6m-1m,0.57,28.82,50.6,0.87,1.366
35,10,45,10,6m-1m,0.568,32.04,56.39,0.913,1.383
15,25,40,20,6m-1m,0.567,28.33,49.94,0.818,1.179
35,15,10,40,12m,0.567,20.62,36.41,0.707,1.012
15,30,20,35,6m-1m,0.566,28.14,49.72,0.834,1.19
25,20,40,15,6m,0.566,26.07,46.09,0.784,1.164
30,20,10,40,6m-1m,0.565,24.66,43.61,0.812,1.176
10,20,55,15,6m-1m,0.565,26.01,46.03,0.766,1.13
40,10,15,35,12m-1m,0.564,25.68,45.55,0.845,1.258
40,30,10,20,6m,0.564,17.44,30.92,0.625,0.917
20,25,30,25,6m-1m,0.563,26.93,47.85,0.799,1.157
25,25,35,15,6m-1m,0.563,26.46,47.02,0.803,1.199
20,5,15,60,12m,0.562,25.0,44.48,0.778,1.092
35,15,40,10,12m,0.562,25.39,45.21,0.79,1.182
25,35,15,25,12m,0.562,27.21,48.38,0.831,1.177
40,15,30,15,6m,0.561,20.84,37.16,0.709,1.045
15,5,20,60,6m,0.56,31.84,56.89,0.888,1.251
30,20,40,10,6m-1m,0.559,23.21,41.51,0.738,1.087
25,30,35,10,12m,0.559,22.05,39.41,0.704,1.048
15,20,45,20,6m-1m,0.559,27.6,49.33,0.801,1.192
40,10,20,30,12m,0.559,22.2,39.75,0.757,1.181
0,40,30,30,6m-1m,0.559,26.92,48.14,0.793,1.184
25,25,20,30,6m-1m,0.559,25.61,45.81,0.804,1.127
20,25,25,30,12m-1m,0.558,22.98,41.2,0.733,1.012
40,0,20,40,6m-1m,0.558,27.25,48.85,0.862,1.341
30,25,15,30,6m-1m,0.558,24.14,43.26,0.783,1.099
40,35,10,15,12m,0.557,21.54,38.66,0.722,1.067
30,15,10,45,6m-1m,0.557,26.55,47.69,0.843,1.193
15,40,15,30,12m,0.556,27.13,48.84,0.809,1.203
30,25,20,25,6m-1m,0.555,21.82,39.34,0.722,1.023
35,5,45,15,6m,0.554,30.74,55.52,0.891,1.363
25,0,15,60,12m,0.554,25.67,46.32,0.786,1.065
35,25,25,15,6m-1m,0.553,24.19,43.78,0.775,1.167
40,30,15,15,6m,0.553,20.59,37.27,0.698,1.048
35,5,20,40,6m,0.553,27.59,49.86,0.842,1.257
10,30,35,25,6m-1m,0.552,25.96,47.06,0.769,1.124
5,35,40,20,6m-1m,0.552,24.84,44.99,0.749,1.124
35,10,45,10,12m,0.552,23.97,43.43,0.75,1.139
20,25,10,45,6m-1m,0.551,27.96,50.76,0.864,1.23
25,25,10,40,6m,0.55,24.53,44.61,0.771,1.12
15,40,10,35,12m-1m,0.549,25.46,46.4,0.786,1.167
20,40,25,15,12m,0.549,25.75,46.89,0.79,1.176
5,40,25,30,12m-1m,0.548,25.47,46.46,0.772,1.17
15,25,35,25,6m-1m,0.548,24.41,44.52,0.745,1.085
35,20,35,10,12m-1m,0.547,27.01,49.42,0.827,1.243
35,15,35,15,12m,0.547,23.83,43.59,0.755,1.13
15,30,15,40,6m,0.546,25.76,47.21,0.79,1.104
40,25,25,10,6m-1m,0.546,25.04,45.85,0.792,1.138
40,0,15,45,12m-1m,0.546,26.56,48.64,0.85,1.202
35,10,30,25,12m-1m,0.545,21.37,39.21,0.716,1.072
35,0,10,55,12m,0.544,23.08,42.45,0.748,1.006
20,40,15,25,12m-1m,0.542,23.23,42.88,0.755,1.116
0,35,45,20,6m-1m,0.542,27.09,49.96,0.791,1.206
40,10,25,25,12m,0.542,19.51,35.97,0.687,1.048
30,30,20,20,12m,0.542,23.39,43.17,0.744,1.066
15,20,10,55,12m,0.542,26.02,48.02,0.804,1.107
25,30,25,20,12m,0.541,25.03,46.25,0.779,1.128
30,0,15,55,6m,0.54,24.45,45.29,0.755,1.057
40,25,20,15,6m-1m,0.54,23.99,44.46,0.768,1.104
35,0,25,40,6m,0.539,28.21,52.34,0.855,1.29
20,25,30,25,6m,0.539,26.89,49.88,0.794,1.144
10,35,25,30,12m-1m,0.539,26.46,49.08,0.793,1.178
20,40,20,20,12m,0.537,26.5,49.34,0.808,1.211
40,0,35,25,12m,0.536,24.4,45.52,0.787,1.217
40,15,35,10,12m,0.535,22.74,42.49,0.754,1.136
40,10,15,35,12m,0.533,20.16,37.83,0.709,1.041
20,40,10,30,12m,0.532,23.83,44.76,0.756,1.091
40,10,40,10,12m,0.532,24.39,45.87,0.78,1.189
35,20,20,25,6m-1m,0.532,23.64,44.41,0.78,1.156
15,30,40,15,6m,0.53,25.8,48.71,0.77,1.118
0,35,45,20,12m-1m,0.53,23.91,45.13,0.731,1.115
40,10,25,25,6m-1m,0.529,23.41,44.29,0.787,1.19
5,25,55,15,12m,0.529,23.04,43.54,0.709,1.071
15,30,30,25,12m,0.529,26.99,51.03,0.799,1.183
15,20,50,15,12m-1m,0.528,24.58,46.53,0.743,1.126
5,20,65,10,12m-1m,0.528,24.26,45.95,0.733,1.116
25,40,15,20,12m-1m,0.527,26.07,49.47,0.812,1.207
35,0,30,35,6m,0.527,24.74,46.94,0.787,1.217
30,5,20,45,6m,0.527,26.28,49.87,0.802,1.175
20,25,35,20,12m-1m,0.526,23.46,44.61,0.729,1.051
40,20,30,10,12m-1m,0.526,22.83,43.37,0.754,1.129
25,40,15,20,12m,0.526,25.58,48.6,0.803,1.194
5,25,55,15,6m-1m,0.526,24.61,46.78,0.744,1.137
35,15,35,15,6m-1m,0.525,24.24,46.16,0.773,1.144
5,40,25,30,12m,0.525,27.21,51.84,0.805,1.224
15,30,35,20,12m,0.524,24.6,46.92,0.748,1.115
40,0,30,30,12m-1m,0.523,20.85,39.9,0.723,1.07
35,15,25,25,6m-1m,0.52,24.41,46.9,0.792,1.148
25,35,25,15,12m,0.52,23.33,44.88,0.739,1.089
10,30,10,50,6m,0.519,27.3,52.58,0.816,1.142
35,10,10,45,12m,0.518,21.93,42.32,0.728,0.963
25,10,55,10,6m,0.517,26.42,51.08,0.786,1.136
5,30,50,15,6m-1m,0.516,23.65,45.88,0.73,1.118
20,25,40,15,6m,0.516,25.5,49.43,0.766,1.136
35,10,40,15,6m-1m,0.512,23.95,46.82,0.766,1.156
25,20,40,15,12m-1m,0.511,22.04,43.1,0.709,1.039
40,5,45,10,12m,0.511,25.92,50.72,0.806,1.226
40,5,15,40,12m-1m,0.51,25.85,50.67,0.845,1.23
10,30,40,20,12m-1m,0.508,24.1,47.46,0.733,1.097
25,5,10,60,12m,0.508,21.33,42.0,0.692,0.921
40,5,30,25,6m-1m,0.507,20.99,41.39,0.717,1.08
0,30,55,15,6m,0.507,23.22,45.79,0.719,1.085
20,35,25,20,12m-1m,0.507,26.12,51.53,0.785,1.13
5,30,50,15,12m,0.504,21.75,43.15,0.685,1.042
25,20,45,10,6m,0.504,20.54,40.76,0.675,1.025
35,20,20,25,12m-1m,0.503,22.31,44.37,0.741,1.077
10,20,60,10,12m,0.503,23.86,47.47,0.721,1.062
25,10,10,55,12m,0.499,23.56,47.2,0.737,0.948
25,35,20,20,12m,0.499,25.62,51.31,0.791,1.143
10,30,30,30,6m-1m,0.497,26.1,52.5,0.78,1.136
35,20,25,20,12m,0.497,21.84,43.93,0.718,1.094
25,35,15,25,12m-1m,0.497,22.01,44.32,0.725,1.047
30,15,20,35,6m,0.497,25.57,51.44,0.789,1.131
30,10,50,10,6m,0.496,27.41,55.2,0.819,1.224
15,25,40,20,12m-1m,0.495,21.3,43.04,0.684,1.026
15,25,45,15,12m,0.495,23.96,48.38,0.736,1.12
35,20,30,15,12m,0.494,21.35,43.24,0.708,1.043
35,15,40,10,6m,0.493,23.09,46.84,0.739,1.087
25,35,25,15,12m-1m,0.493,22.12,44.88,0.718,1.076
0,30,55,15,6m-1m,0.493,21.34,43.29,0.679,1.035
40,15,15,30,6m-1m,0.492,25.61,52.07,0.824,1.176
40,10,15,35,6m-1m,0.492,26.86,54.55,0.855,1.264
40,20,30,10,6m-1m,0.491,21.91,44.65,0.728,1.093
10,35,25,30,6m,0.49,26.2,53.5,0.779,1.155
35,20,35,10,6m,0.49,22.33,45.57,0.725,1.073
10,30,45,15,6m-1m,0.489,22.13,45.25,0.701,1.049
30,15,40,15,6m,0.489,22.95,46.94,0.734,1.068
40,25,20,15,12m-1m,0.488,25.22,51.67,0.797,1.15
35,20,10,35,12m,0.488,19.07,39.07,0.671,1.002
20,40,15,25,12m,0.487,23.41,48.04,0.746,1.095
40,5,20,35,6m,0.487,22.88,46.94,0.764,1.181
35,10,30,25,6m,0.487,23.45,48.16,0.757,1.178
40,0,10,50,12m-1m,0.487,25.04,51.41,0.827,1.173
40,20,25,15,6m-1m,0.486,21.89,45.02,0.731,1.056
35,25,25,15,12m,0.485,23.59,48.63,0.752,1.094
0,30,55,15,12m,0.485,23.26,47.95,0.719,1.096
20,40,10,30,12m-1m,0.484,22.54,46.52,0.732,1.075
35,10,35,20,6m,0.483,21.19,43.89,0.707,1.069
40,10,40,10,6m,0.482,22.1,45.82,0.729,1.095
30,20,10,40,12m-1m,0.482,21.26,44.07,0.727,1.012
10,35,30,25,12m,0.481,26.06,54.22,0.777,1.142
30,35,15,20,12m,0.48,22.85,47.57,0.738,1.096
30,25,35,10,12m,0.48,19.46,40.57,0.654,0.965
35,30,20,15,6m-1m,0.48,22.05,45.96,0.727,1.038
40,5,40,15,12m,0.48,22.59,47.05,0.745,1.139
40,0,10,50,6m,0.479,19.91,41.53,0.69,1.056
30,5,25,40,6m,0.478,26.29,55.05,0.804,1.17
40,10,40,10,6m-1m,0.478,21.87,45.79,0.722,1.096
35,15,15,35,12m,0.478,17.97,37.6,0.648,0.959
15,25,35,25,12m-1m,0.475,22.71,47.78,0.708,1.014
10,40,15,35,6m-1m,0.474,21.8,46.04,0.709,1.057
40,0,20,40,12m-1m,0.473,22.89,48.42,0.772,1.176
40,30,15,15,6m-1m,0.473,19.67,41.63,0.673,0.965
0,40,40,20,6m,0.472,23.83,50.48,0.731,1.063
35,15,15,35,12m-1m,0.471,20.27,43.0,0.713,1.025
20,35,20,25,12m,0.471,22.94,48.72,0.729,1.059
10,25,50,15,6m-1m,0.47,22.32,47.48,0.698,1.044
0,30,60,10,12m-1m,0.47,21.01,44.7,0.677,1.05
40,0,25,35,6m-1m,0.469,23.1,49.3,0.768,1.205
20,15,50,15,6m-1m,0.468,24.36,52.03,0.744,1.118
5,30,50,15,6m,0.467,21.77,46.65,0.688,1.018
10,35,30,25,6m,0.466,24.61,52.78,0.75,1.104
40,20,30,10,12m,0.465,21.23,45.65,0.714,1.062
25,30,20,25,12m,0.465,24.47,52.66,0.767,1.094
40,15,25,20,6m,0.465,20.11,43.24,0.686,1.007
30,20,15,35,6m,0.464,20.36,43.89,0.683,1.011
15,25,45,15,12m-1m,0.463,22.25,48.02,0.7,1.054
35,30,25,10,12m,0.463,23.34,50.39,0.753,1.123
5,35,40,20,12m-1m,0.463,24.23,52.33,0.744,1.137
40,0,35,25,12m-1m,0.462,19.08,41.3,0.678,1.03
40,5,45,10,6m,0.462,24.96,54.04,0.787,1.21
30,35,20,15,6m,0.461,19.21,41.68,0.656,0.949
20,35,30,15,12m,0.461,22.33,48.45,0.709,1.042
5,40,25,30,6m,0.46,24.86,54.06,0.756,1.113
30,15,35,20,6m,0.459,24.74,53.93,0.772,1.147
10,40,20,30,12m-1m,0.458,22.94,50.09,0.727,1.106
15,20,55,10,6m,0.458,23.36,51.01,0.718,1.067
35,20,30,15,6m-1m,0.458,19.76,43.18,0.683,1.015
15,15,10,60,6m-1m,0.457,25.53,55.87,0.793,1.086
10,40,20,30,6m-1m,0.457,20.68,45.28,0.68,1.012
20,30,10,40,6m-1m,0.457,24.4,53.43,0.771,1.122
5,35,40,20,12m,0.456,24.3,53.28,0.738,1.117
30,30,10,30,12m,0.456,17.24,37.79,0.624,0.91
15,35,10,40,6m-1m,0.456,24.53,53.73,0.771,1.077
30,30,30,10,12m-1m,0.455,21.82,47.93,0.708,1.068
20,35,25,20,12m,0.455,22.61,49.63,0.719,1.06
30,25,30,15,12m-1m,0.454,21.3,46.9,0.693,1.009
15,30,10,45,6m,0.454,28.69,63.26,0.857,1.227
10,30,45,15,6m,0.454,22.95,50.6,0.711,1.019
20,30,25,25,12m-1m,0.453,21.1,46.62,0.687,0.981
40,20,20,20,12m-1m,0.453,22.16,48.95,0.74,1.05
15,30,25,30,6m,0.453,23.63,52.12,0.733,1.049
30,35,20,15,12m,0.452,21.78,48.21,0.717,1.059
25,20,45,10,12m,0.452,19.46,43.05,0.651,0.974
0,35,50,15,6m,0.452,22.59,49.94,0.703,1.04
35,5,20,40,12m-1m,0.45,18.79,41.8,0.666,0.957
10,25,50,15,12m,0.449,21.27,47.33,0.676,0.984
30,20,15,35,12m,0.448,19.3,43.05,0.66,0.938
25,25,30,20,6m-1m,0.446,21.28,47.69,0.689,0.977
10,30,40,20,6m-1m,0.445,21.93,49.28,0.692,0.992
10,35,30,25,12m-1m,0.445,24.37,54.78,0.748,1.112
40,5,25,30,6m,0.444,20.01,45.11,0.696,1.094
15,40,15,30,6m,0.444,20.22,45.55,0.667,0.946
15,30,15,40,6m-1m,0.444,24.86,55.94,0.778,1.087
35,5,10,50,6m-1m,0.444,23.35,52.55,0.778,1.155
35,25,20,20,6m-1m,0.444,22.57,50.8,0.737,1.082
40,5,20,35,6m-1m,0.441,21.49,48.71,0.743,1.142
25,20,20,35,6m,0.44,22.13,50.35,0.705,0.997
20,20,50,10,12m,0.44,20.94,47.54,0.674,1.018
20,40,20,20,12m-1m,0.44,19.54,44.39,0.666,0.977
40,30,15,15,12m-1m,0.44,21.07,47.88,0.71,1.015
20,35,25,20,6m-1m,0.439,19.8,45.11,0.66,0.963
30,20,40,10,12m-1m,0.439,20.89,47.6,0.689,1.02
30,10,50,10,6m-1m,0.437,23.36,53.44,0.737,1.083
40,20,10,30,6m-1m,0.437,17.36,39.75,0.626,0.897
10,20,60,10,6m-1m,0.436,23.77,54.59,0.726,1.056
0,35,50,15,12m-1m,0.436,17.93,41.1,0.614,0.937
35,20,25,20,6m,0.435,18.75,43.13,0.657,0.987
40,0,25,35,12m,0.435,20.35,46.74,0.704,1.077
35,15,35,15,6m,0.435,21.18,48.7,0.704,1.069
10,40,10,40,6m,0.434,23.52,54.17,0.735,1.033
30,5,15,50,6m,0.433,22.09,51.0,0.721,1.041
35,30,25,10,6m-1m,0.432,21.03,48.67,0.701,1.076
25,40,15,20,6m,0.432,18.64,43.17,0.653,0.951
40,30,20,10,6m-1m,0.431,19.85,46.0,0.673,1.006
40,20,20,20,6m-1m,0.43,20.67,48.04,0.703,0.977
5,25,60,10,6m-1m,0.429,20.38,47.49,0.658,0.97
25,25,15,35,6m,0.429,24.65,57.5,0.766,1.068
35,0,15,50,6m,0.428,19.33,45.17,0.664,0.965
25,30,30,15,6m-1m,0.428,21.67,50.65,0.701,1.038
15,40,15,30,12m-1m,0.427,19.65,46.07,0.665,0.971
0,40,35,25,12m-1m,0.427,23.14,54.16,0.719,1.09
25,25,35,15,12m,0.427,20.9,48.99,0.679,0.972
40,10,20,30,6m,0.426,20.93,49.12,0.716,1.138
30,30,25,15,12m-1m,0.425,18.7,44.03,0.639,0.939
20,35,10,35,6m-1m,0.424,22.73,53.55,0.739,1.035
25,30,10,35,6m-1m,0.424,24.0,56.66,0.768,1.084
5,25,60,10,12m,0.422,20.29,48.04,0.658,0.997
15,25,45,15,6m-1m,0.422,22.39,53.07,0.701,1.031
15,35,20,30,6m,0.422,20.49,48.55,0.672,0.967
35,10,15,40,12m,0.421,18.77,44.63,0.656,0.894
15,35,20,30,12m,0.421,21.21,50.41,0.689,1.044
10,35,35,20,6m,0.42,22.26,53.05,0.7,1.016
40,20,15,25,12m,0.42,17.7,42.18,0.641,0.95
35,15,20,30,6m,0.419,19.36,46.21,0.675,1.021
0,40,30,30,6m,0.419,24.31,58.05,0.742,1.088
40,0,30,30,6m,0.419,19.52,46.56,0.677,1.054
20,30,30,20,12m,0.419,23.34,55.64,0.728,1.087
25,25,35,15,6m,0.418,20.31,48.55,0.67,0.965
15,40,25,20,12m,0.416,21.82,52.42,0.703,1.053
40,0,15,45,6m,0.414,23.18,56.0,0.764,1.172
35,5,15,45,6m,0.414,21.35,51.56,0.71,1.042
35,20,30,15,12m-1m,0.412,19.35,46.95,0.668,0.993
