gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,op_margin_z,0.0,40,10,30,20,6m,-4.11,37.87,-0.109,0.071,0.088
rev_z,op_margin_z,0.0,40,10,30,20,6m-1m,-4.7,34.37,-0.137,0.042,0.05
rev_z,op_margin_z,0.0,40,10,30,20,12m,-1.83,39.19,-0.047,0.135,0.176
rev_z,op_margin_z,0.0,40,10,30,20,12m-1m,-5.87,41.35,-0.142,0.015,0.019
rev_z,op_margin_z,0.0,35,15,25,25,6m,-14.83,48.9,-0.303,-0.238,-0.293
rev_z,op_margin_z,0.0,35,15,25,25,6m-1m,-14.13,47.11,-0.3,-0.239,-0.288
rev_z,op_margin_z,0.0,35,15,25,25,12m,-8.54,47.57,-0.18,0.038,0.037
rev_z,op_margin_z,0.0,35,15,25,25,12m-1m,-20.7,56.49,-0.366,-0.347,-0.362
rev_z,op_margin_z,0.0,30,10,30,30,6m,-10.08,43.96,-0.229,-0.094,-0.122
rev_z,op_margin_z,0.0,30,10,30,30,6m-1m,-13.75,41.83,-0.329,-0.211,-0.254
rev_z,op_margin_z,0.0,30,10,30,30,12m,-15.92,60.49,-0.263,-0.145,-0.146
rev_z,op_margin_z,0.0,30,10,30,30,12m-1m,-22.78,60.01,-0.38,-0.363,-0.351
rev_z,op_margin_z,0.0,10,40,30,20,6m,-29.04,62.84,-0.462,-0.647,-0.815
rev_z,op_margin_z,0.0,10,40,30,20,6m-1m,-21.5,56.98,-0.377,-0.373,-0.467
rev_z,op_margin_z,0.0,10,40,30,20,12m,-26.86,61.73,-0.435,-0.575,-0.73
rev_z,op_margin_z,0.0,10,40,30,20,12m-1m,-30.08,66.51,-0.452,-0.692,-0.855
rev_z,op_margin_z,0.0,15,35,25,25,6m,-21.47,59.65,-0.36,-0.432,-0.581
rev_z,op_margin_z,0.0,15,35,25,25,6m-1m,-25.91,66.22,-0.391,-0.601,-0.827
rev_z,op_margin_z,0.0,15,35,25,25,12m,-24.33,63.4,-0.384,-0.503,-0.623
rev_z,op_margin_z,0.0,15,35,25,25,12m-1m,-25.49,64.79,-0.393,-0.553,-0.681
rev_z,op_margin_z,0.0,20,30,20,30,6m,-9.52,53.66,-0.177,-0.073,-0.09
rev_z,op_margin_z,0.0,20,30,20,30,6m-1m,-11.74,53.36,-0.22,-0.093,-0.12
rev_z,op_margin_z,0.0,20,30,20,30,12m,-17.24,59.97,-0.287,-0.182,-0.194
rev_z,op_margin_z,0.0,20,30,20,30,12m-1m,-14.43,57.33,-0.252,-0.054,-0.057
rev_z,op_margin_z,0.0,10,10,60,20,6m,-24.92,60.75,-0.41,-0.529,-0.746
rev_z,op_margin_z,0.0,10,10,60,20,6m-1m,-4.3,43.43,-0.099,0.116,0.16
rev_z,op_margin_z,0.0,10,10,60,20,12m,-17.46,52.82,-0.331,-0.251,-0.346
rev_z,op_margin_z,0.0,10,10,60,20,12m-1m,-14.08,52.26,-0.27,-0.152,-0.211
rev_z,op_margin_z,0.0,15,5,50,30,6m,5.79,33.47,0.173,0.341,0.538
rev_z,op_margin_z,0.0,15,5,50,30,6m-1m,2.77,35.78,0.077,0.271,0.435
rev_z,op_margin_z,0.0,15,5,50,30,12m,-1.44,41.02,-0.035,0.162,0.255
rev_z,op_margin_z,0.0,15,5,50,30,12m-1m,-4.18,35.78,-0.117,0.094,0.146
rev_z,op_margin_z,0.0,5,5,70,20,6m,-18.0,48.4,-0.372,-0.289,-0.437
rev_z,op_margin_z,0.0,5,5,70,20,6m-1m,-17.7,51.82,-0.342,-0.256,-0.336
rev_z,op_margin_z,0.0,5,5,70,20,12m,-20.73,60.84,-0.341,-0.349,-0.454
rev_z,op_margin_z,0.0,5,5,70,20,12m-1m,-19.84,59.64,-0.333,-0.329,-0.433
rev_z,op_margin_z,0.0,10,10,55,25,6m,-9.85,45.24,-0.218,-0.082,-0.122
rev_z,op_margin_z,0.0,10,10,55,25,6m-1m,-10.03,44.88,-0.223,-0.064,-0.096
rev_z,op_margin_z,0.0,10,10,55,25,12m,15.14,49.62,0.305,0.447,1.468
rev_z,op_margin_z,0.0,10,10,55,25,12m-1m,-14.06,51.0,-0.276,-0.162,-0.229
rev_z,op_margin_z,0.0,10,10,20,60,6m,-28.31,80.09,-0.353,-0.29,-0.261
rev_z,op_margin_z,0.0,10,10,20,60,6m-1m,-24.23,74.74,-0.324,-0.185,-0.165
rev_z,op_margin_z,0.0,10,10,20,60,12m,9.91,51.36,0.193,0.435,0.587
