v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
0,10,60,30,6m-1m,rev+oca+opm,1.057,46.44,43.94,0.58,2.469
10,0,50,40,6m,rev+gp+opm,1.056,49.61,47.0,0.755,2.16
15,10,25,50,6m,rev+oca+opm,1.055,55.5,52.62,0.724,2.395
20,0,55,25,6m-1m,rev+oca+opm,1.055,55.98,53.06,0.784,2.46
25,5,40,30,6m,rev+oca+opm,1.055,58.84,55.78,0.729,2.677
30,15,25,30,6m,rev+oca+gp,1.054,52.73,50.02,0.696,2.543
10,15,40,35,12m-1m,rev+gp+opm,1.054,51.52,48.89,0.772,2.222
5,5,60,30,6m,rev+oca+opm,1.054,46.2,43.84,0.726,2.125
5,0,60,35,12m-1m,rev+oca+gp,1.053,51.39,48.79,0.772,2.229
10,0,55,35,6m,rev+oca+gp,1.053,48.82,46.35,0.749,2.135
15,10,60,15,12m,rev+oca+gp,1.053,53.61,50.93,0.704,2.515
30,10,20,40,12m,rev+oca+gp,1.053,55.11,52.32,0.714,2.428
15,5,50,30,6m-1m,rev+oca+opm,1.053,50.5,47.97,0.688,2.351
10,0,60,30,12m-1m,rev+gp+opm,1.052,45.59,43.33,0.723,2.028
0,15,40,45,6m-1m,rev+oca+opm,1.052,47.31,44.96,0.662,2.34
20,5,40,35,6m-1m,rev+oca+opm,1.052,50.93,48.41,0.747,2.306
15,15,50,20,12m-1m,rev+oca+gp,1.051,48.06,45.72,0.724,2.286
30,5,55,10,12m,rev+oca+gp,1.051,54.28,51.66,0.709,2.483
0,5,70,25,6m,rev+oca+gp,1.05,47.85,45.59,0.741,2.091
30,0,25,45,6m,rev+oca+gp,1.05,54.72,52.13,0.711,2.563
25,10,35,30,6m-1m,rev+oca+opm,1.05,56.4,53.73,0.721,2.516
5,15,55,25,12m-1m,rev+oca+gp,1.049,46.28,44.1,0.728,2.122
25,5,40,30,6m-1m,rev+oca+gp,1.049,49.64,47.31,0.737,2.26
0,10,55,35,6m-1m,rev+gp+opm,1.049,52.46,49.98,0.704,2.423
5,5,60,30,12m-1m,rev+oca+opm,1.049,49.66,47.32,0.683,2.295
10,10,45,35,6m,rev+oca+opm,1.049,50.16,47.82,0.76,2.195
10,5,65,20,12m,rev+oca+gp,1.047,53.74,51.33,0.771,2.301
30,5,45,20,6m-1m,rev+gp+opm,1.047,54.86,52.4,0.71,2.54
0,5,70,25,6m-1m,rev+gp+opm,1.046,48.08,45.98,0.672,2.277
5,10,45,40,6m-1m,rev+oca+opm,1.046,50.27,48.06,0.684,2.412
20,0,60,20,12m,rev+oca+opm,1.046,56.18,53.71,0.786,2.331
25,0,65,10,12m,rev+oca+opm,1.046,54.78,52.34,0.712,2.533
20,15,55,10,6m-1m,rev+gp+opm,1.045,51.55,49.33,0.691,2.425
10,0,50,40,6m,rev+oca+opm,1.045,50.85,48.68,0.766,2.189
30,15,20,35,12m,rev+oca+opm,1.045,54.09,51.75,0.705,2.529
25,10,20,45,6m,rev+oca+gp,1.044,56.3,53.92,0.72,2.567
30,5,25,40,12m,rev+gp+opm,1.044,54.06,51.77,0.706,2.483
5,0,40,55,6m-1m,rev+oca+opm,1.044,51.25,49.1,0.691,2.441
10,0,60,30,12m,rev+gp+opm,1.043,49.55,47.49,0.755,2.113
20,0,25,55,6m-1m,rev+gp+opm,1.043,50.78,48.67,0.767,2.139
10,0,65,25,6m-1m,rev+oca+opm,1.043,49.68,47.61,0.684,2.242
10,15,45,30,6m-1m,rev+gp+opm,1.042,47.14,45.25,0.664,2.271
0,15,60,25,12m,rev+oca+opm,1.042,45.2,43.38,0.649,2.185
20,5,35,40,6m-1m,rev+oca+gp,1.041,51.16,49.14,0.75,2.275
5,0,45,50,6m-1m,rev+gp+opm,1.041,51.08,49.07,0.694,2.282
30,15,30,25,12m,rev+gp+opm,1.041,51.26,49.25,0.687,2.441
30,5,45,20,12m,rev+oca+gp,1.04,52.94,50.89,0.698,2.487
20,5,35,40,6m-1m,rev+oca+opm,1.04,50.9,48.93,0.748,2.299
5,0,70,25,12m,rev+oca+gp,1.039,47.99,46.19,0.743,2.124
10,10,40,40,6m-1m,rev+oca+gp,1.039,44.45,42.78,0.71,2.037
25,0,30,45,6m-1m,rev+gp+opm,1.039,49.32,47.44,0.725,2.326
30,10,20,40,12m,rev+gp+opm,1.039,53.7,51.69,0.706,2.352
5,5,65,25,12m-1m,rev+oca+opm,1.039,51.28,49.35,0.695,2.357
30,0,30,40,6m,rev+gp+opm,1.037,52.22,50.37,0.692,2.557
30,5,55,10,6m-1m,rev+gp+opm,1.037,59.54,57.44,0.655,2.965
30,10,35,25,6m,rev+gp+opm,1.036,60.17,58.1,0.657,2.945
20,5,55,20,12m-1m,rev+oca+opm,1.036,48.8,47.09,0.729,2.235
5,5,40,50,6m-1m,rev+gp+opm,1.035,52.41,50.63,0.779,2.191
10,5,55,30,6m,rev+oca+opm,1.035,49.66,47.97,0.756,2.158
10,5,50,35,6m-1m,rev+gp+opm,1.034,47.96,46.37,0.741,2.129
5,0,70,25,6m,rev+oca+opm,1.034,46.91,45.34,0.732,2.037
15,10,55,20,12m,rev+oca+opm,1.034,52.29,50.58,0.757,2.289
15,15,20,50,6m-1m,rev+oca+opm,1.034,52.77,51.01,0.701,2.395
0,5,45,50,6m-1m,rev+oca+gp,1.033,46.78,45.28,0.661,2.304
10,10,45,35,6m-1m,rev+oca+opm,1.033,49.53,47.96,0.679,2.327
30,0,20,50,6m-1m,rev+oca+opm,1.033,50.99,49.35,0.692,2.405
0,15,55,30,6m,rev+oca+opm,1.032,46.92,45.48,0.661,2.288
20,15,20,45,6m-1m,rev+oca+opm,1.032,51.18,49.59,0.694,2.335
25,5,35,35,6m,rev+oca+gp,1.031,52.17,50.61,0.693,2.434
30,5,20,45,12m,rev+oca+gp,1.03,55.04,53.44,0.714,2.395
15,15,45,25,6m-1m,rev+gp+opm,1.03,55.95,54.32,0.719,2.639
25,15,35,25,12m-1m,rev+gp+opm,1.03,54.0,52.44,0.77,2.408
25,15,30,30,6m,rev+oca+opm,1.03,55.61,54.01,0.709,2.626
25,10,40,25,6m,rev+gp+opm,1.029,66.03,64.16,0.687,3.062
25,15,20,40,6m,rev+oca+opm,1.029,62.24,60.47,0.758,2.712
30,5,25,40,6m,rev+gp+opm,1.028,54.17,52.68,0.705,2.577
20,5,45,30,6m,rev+oca+opm,1.028,56.84,55.31,0.793,2.424
5,5,40,50,6m-1m,rev+oca+gp,1.027,49.52,48.24,0.678,2.329
30,5,25,40,6m-1m,rev+gp+opm,1.027,54.65,53.21,0.712,2.592
5,10,60,25,12m-1m,rev+gp+opm,1.026,48.46,47.25,0.748,2.107
10,0,65,25,12m-1m,rev+oca+opm,1.026,48.56,47.34,0.748,2.136
25,5,55,15,12m,rev+oca+gp,1.025,54.01,52.68,0.708,2.394
30,15,30,25,6m,rev+oca+gp,1.025,58.07,56.64,0.731,2.676
15,5,45,35,6m-1m,rev+gp+opm,1.025,48.79,47.61,0.748,2.128
20,5,50,25,6m-1m,rev+oca+opm,1.025,55.81,54.47,0.783,2.437
0,0,70,30,6m,rev+oca+gp,1.024,47.9,46.79,0.742,2.135
10,15,50,25,6m,rev+gp+opm,1.024,53.57,52.32,0.711,2.449
25,15,35,25,6m-1m,rev+oca+opm,1.024,55.86,54.55,0.716,2.579
20,15,45,20,12m,rev+oca+gp,1.023,49.46,48.35,0.735,2.353
5,15,50,30,6m,rev+oca+opm,1.023,46.67,45.64,0.659,2.317
10,0,55,35,6m,rev+oca+opm,1.023,52.17,50.98,0.776,2.215
10,15,40,35,6m-1m,rev+oca+opm,1.023,48.97,47.89,0.675,2.307
15,0,55,30,6m-1m,rev+oca+gp,1.022,51.21,50.12,0.769,2.227
20,10,20,50,6m-1m,rev+oca+gp,1.022,52.35,51.25,0.703,2.327
15,5,60,20,12m-1m,rev+gp+opm,1.022,51.8,50.66,0.694,2.406
25,5,35,35,6m,rev+gp+opm,1.022,53.04,51.9,0.699,2.481
30,0,55,15,12m-1m,rev+oca+opm,1.022,51.7,50.6,0.754,2.284
0,15,45,40,6m-1m,rev+oca+gp,1.021,49.22,48.21,0.752,2.173
25,10,50,15,12m-1m,rev+gp+opm,1.021,57.07,55.87,0.643,2.721
30,5,55,10,12m,rev+gp+opm,1.021,53.0,51.89,0.705,2.4
20,10,35,35,6m,rev+oca+opm,1.021,52.45,51.35,0.695,2.482
25,15,25,35,6m-1m,rev+oca+opm,1.021,51.29,50.24,0.686,2.407
15,15,55,15,12m,rev+oca+gp,1.02,48.26,47.31,0.726,2.259
5,5,65,25,6m,rev+oca+opm,1.02,49.04,48.06,0.677,2.238
30,10,35,25,6m,rev+oca+opm,1.02,59.79,58.59,0.741,2.697
30,10,40,20,6m,rev+oca+opm,1.019,54.62,53.62,0.708,2.553
15,15,50,20,12m,rev+oca+gp,1.018,51.59,50.7,0.752,2.321
20,5,65,10,12m,rev+oca+gp,1.018,51.79,50.86,0.692,2.458
20,10,55,15,6m,rev+oca+gp,1.018,49.78,48.92,0.678,2.406
20,5,65,10,12m-1m,rev+oca+opm,1.018,55.0,54.02,0.714,2.52
15,5,55,25,6m,rev+oca+gp,1.017,51.11,50.28,0.747,2.264
5,5,65,25,12m,rev+gp+opm,1.017,46.41,45.64,0.729,1.985
15,0,55,30,6m-1m,rev+oca+opm,1.017,48.1,47.32,0.67,2.303
5,10,40,45,6m-1m,rev+gp+opm,1.016,47.21,46.48,0.735,2.105
15,0,25,60,6m-1m,rev+oca+opm,1.016,50.87,50.06,0.771,2.143
15,10,25,50,6m-1m,rev+oca+opm,1.016,52.74,51.9,0.783,2.248
25,0,45,30,6m,rev+oca+opm,1.016,57.64,56.74,0.785,2.508
15,5,60,20,12m-1m,rev+oca+gp,1.015,49.91,49.16,0.741,2.217
5,5,50,40,6m-1m,rev+gp+opm,1.015,50.24,49.48,0.761,2.157
15,10,20,55,6m-1m,rev+oca+gp,1.014,50.62,49.91,0.69,2.348
20,10,50,20,12m-1m,rev+gp+opm,1.013,50.63,49.99,0.744,2.208
0,0,70,30,6m-1m,rev+oca+opm,1.013,48.9,48.27,0.594,2.467
25,0,60,15,12m-1m,rev+oca+opm,1.013,50.13,49.51,0.681,2.393
20,10,35,35,6m-1m,rev+oca+gp,1.012,48.43,47.86,0.666,2.4
10,5,40,45,6m-1m,rev+gp+opm,1.012,48.71,48.12,0.748,2.119
10,5,55,30,6m,rev+gp+opm,1.012,45.49,44.93,0.72,2.058
25,15,35,25,6m,rev+oca+opm,1.012,56.01,55.35,0.717,2.612
15,10,55,20,6m-1m,rev+oca+gp,1.011,46.98,46.46,0.715,2.209
20,5,60,15,12m-1m,rev+oca+gp,1.011,52.03,51.47,0.694,2.422
30,5,40,25,6m,rev+oca+gp,1.011,56.15,55.52,0.718,2.578
0,5,45,50,6m-1m,rev+oca+opm,1.009,49.44,48.98,0.678,2.359
20,10,55,15,12m,rev+oca+opm,1.009,52.76,52.29,0.696,2.523
10,0,40,50,6m-1m,rev+oca+gp,1.008,52.56,52.17,0.704,2.34
15,5,60,20,6m-1m,rev+oca+gp,1.008,51.04,50.63,0.681,2.482
0,0,65,35,6m-1m,rev+gp+opm,1.008,46.65,46.28,0.73,2.123
15,5,55,25,12m-1m,rev+gp+opm,1.008,48.59,48.19,0.748,2.098
0,10,60,30,6m-1m,rev+gp+opm,1.007,47.75,47.43,0.669,2.294
10,15,55,20,12m,rev+oca+opm,1.007,43.13,42.82,0.633,2.097
25,5,45,25,6m,rev+oca+opm,1.007,57.98,57.6,0.8,2.494
30,5,20,45,6m,rev+oca+opm,1.007,55.39,54.99,0.718,2.539
30,0,20,50,12m,rev+oca+gp,1.006,58.39,58.02,0.732,2.531
10,0,70,20,12m,rev+gp+opm,1.004,48.79,48.58,0.678,2.132
5,15,55,25,12m-1m,rev+oca+opm,1.004,45.77,45.61,0.652,2.234
5,5,60,30,6m,rev+gp+opm,1.003,45.81,45.66,0.723,2.095
25,5,55,15,6m-1m,rev+oca+opm,1.003,46.8,46.67,0.659,2.197
20,0,60,20,6m,rev+oca+gp,1.002,56.29,56.17,0.723,2.499
0,10,45,45,6m-1m,rev+gp+opm,1.002,46.09,45.99,0.725,2.089
0,5,70,25,12m,rev+oca+opm,1.002,49.21,49.1,0.68,2.302
20,10,40,30,6m,rev+oca+opm,1.002,49.38,49.28,0.734,2.19
25,10,50,15,6m-1m,rev+oca+opm,1.002,53.14,53.06,0.699,2.492
15,10,30,45,12m,rev+oca+gp,1.001,55.51,55.43,1.075,2.045
30,15,30,25,12m-1m,rev+oca+gp,1.001,53.68,53.61,0.704,2.516
5,15,55,25,12m,rev+oca+opm,1.001,44.91,44.86,0.646,2.218
0,10,65,25,6m-1m,rev+oca+gp,1.0,41.18,41.18,0.682,1.939
10,10,55,25,6m,rev+oca+gp,1.0,48.82,48.82,0.729,2.281
15,5,35,45,12m,rev+gp+opm,1.0,57.88,57.91,1.023,2.1
20,5,35,40,6m-1m,rev+gp+opm,1.0,51.24,51.24,0.685,2.445
0,5,70,25,12m-1m,rev+oca+opm,1.0,49.55,49.55,0.682,2.282
25,10,50,15,12m-1m,rev+oca+opm,1.0,50.08,50.06,0.739,2.254
5,0,65,30,6m-1m,rev+oca+gp,0.999,47.17,47.22,0.735,2.087
20,0,45,35,6m,rev+oca+gp,0.999,52.99,53.03,0.764,2.362
0,5,70,25,12m-1m,rev+gp+opm,0.999,46.4,46.42,0.728,2.034
15,15,20,50,6m-1m,rev+oca+gp,0.998,50.99,51.09,0.688,2.364
30,0,50,20,6m-1m,rev+gp+opm,0.997,58.64,58.84,0.651,2.955
5,15,55,25,6m,rev+oca+gp,0.996,40.94,41.13,0.679,1.975
25,15,20,40,6m,rev+gp+opm,0.996,55.44,55.66,0.715,2.554
5,0,50,45,6m-1m,rev+oca+gp,0.995,48.62,48.87,0.674,2.262
15,10,55,20,12m,rev+oca+gp,0.995,48.9,49.12,0.733,2.231
10,15,35,40,12m,rev+gp+opm,0.995,51.95,52.21,0.999,1.983
20,0,65,15,12m-1m,rev+oca+gp,0.994,50.41,50.72,0.683,2.401
15,0,40,45,6m-1m,rev+gp+opm,0.994,50.91,51.23,0.767,2.17
5,15,55,25,6m-1m,rev+oca+gp,0.993,41.73,42.03,0.623,2.134
10,5,65,20,12m,rev+oca+opm,0.993,48.66,48.99,0.674,2.25
10,10,40,40,6m-1m,rev+oca+opm,0.993,48.1,48.43,0.668,2.305
5,15,55,25,12m,rev+oca+gp,0.992,42.66,43.0,0.694,2.051
30,10,45,15,6m-1m,rev+oca+gp,0.992,53.79,54.23,0.623,2.778
10,10,45,35,6m,rev+gp+opm,0.992,50.46,50.88,0.763,2.167
15,0,55,30,6m-1m,rev+gp+opm,0.992,46.91,47.29,0.732,2.086
5,5,65,25,6m-1m,rev+oca+opm,0.992,45.96,46.35,0.654,2.165
15,10,55,20,12m-1m,rev+oca+gp,0.991,48.38,48.83,0.729,2.222
5,15,50,30,12m-1m,rev+oca+opm,0.991,45.51,45.94,0.722,2.043
15,0,35,50,6m-1m,rev+oca+gp,0.99,49.05,49.53,0.75,2.105
15,0,60,25,6m,rev+oca+gp,0.99,49.39,49.9,0.734,2.188
5,10,55,30,6m-1m,rev+oca+gp,0.989,46.07,46.57,0.725,2.084
25,0,60,15,12m-1m,rev+oca+gp,0.989,49.26,49.82,0.675,2.293
10,0,70,20,12m-1m,rev+gp+opm,0.989,46.6,47.11,0.662,2.158
5,10,55,30,6m-1m,rev+oca+opm,0.989,44.33,44.82,0.642,2.176
15,5,40,40,6m-1m,rev+oca+opm,0.989,46.39,46.92,0.728,2.042
5,15,35,45,6m-1m,rev+oca+gp,0.988,47.84,48.43,0.74,2.143
25,0,60,15,12m-1m,rev+gp+opm,0.988,56.01,56.7,0.638,2.799
25,15,50,10,12m,rev+oca+opm,0.988,46.99,47.55,0.656,2.347
25,0,55,20,6m,rev+oca+gp,0.987,53.52,54.22,0.702,2.524
30,5,20,45,12m,rev+gp+opm,0.987,56.59,57.35,0.724,2.424
10,5,50,35,6m,rev+gp+opm,0.986,49.72,50.45,0.756,2.172
15,0,40,45,6m-1m,rev+oca+opm,0.986,49.17,49.89,0.676,2.313
0,10,65,25,6m-1m,rev+gp+opm,0.985,49.22,49.98,0.681,2.267
30,0,35,35,6m-1m,rev+oca+opm,0.985,51.13,51.93,0.684,2.514
30,5,50,15,12m-1m,rev+oca+gp,0.984,51.01,51.82,0.685,2.417
10,15,35,40,6m-1m,rev+oca+opm,0.984,48.46,49.25,0.746,2.158
10,5,35,50,6m-1m,rev+oca+gp,0.983,50.31,51.17,0.685,2.307
10,0,55,35,6m,rev+gp+opm,0.983,45.94,46.73,0.724,2.047
10,5,30,55,6m-1m,rev+oca+gp,0.982,49.21,50.11,0.676,2.317
25,0,65,10,12m,rev+oca+gp,0.982,50.05,50.99,0.681,2.341
0,15,55,30,6m,rev+gp+opm,0.982,45.88,46.73,0.723,2.134
0,15,60,25,12m,rev+gp+opm,0.982,47.62,48.49,0.738,2.153
10,0,60,30,6m,rev+oca+opm,0.982,49.28,50.17,0.752,2.172
20,5,20,55,6m-1m,rev+oca+opm,0.982,50.48,51.41,0.689,2.326
30,5,35,30,6m-1m,rev+oca+opm,0.982,51.08,51.99,0.684,2.461
25,15,25,35,6m-1m,rev+gp+opm,0.981,47.76,48.67,0.662,2.308
0,15,60,25,6m,rev+oca+opm,0.981,43.28,44.1,0.633,2.154
20,5,60,15,12m,rev+oca+gp,0.98,50.12,51.15,0.681,2.402
15,5,30,50,6m-1m,rev+gp+opm,0.979,51.1,52.19,0.769,2.14
20,0,45,35,6m-1m,rev+gp+opm,0.979,44.38,45.34,0.71,1.998
25,0,60,15,12m,rev+oca+gp,0.978,50.32,51.46,0.683,2.31
0,10,50,40,12m-1m,rev+gp+opm,0.978,47.35,48.42,1.147,1.786
20,0,60,20,12m-1m,rev+gp+opm,0.978,51.2,52.36,0.75,2.264
20,10,30,40,6m-1m,rev+gp+opm,0.978,51.42,52.57,0.687,2.41
0,10,40,50,6m-1m,rev+oca+opm,0.978,47.35,48.42,0.663,2.297
30,15,45,10,12m,rev+oca+opm,0.978,45.18,46.17,0.701,2.184
10,15,55,20,12m,rev+oca+gp,0.977,45.89,46.96,0.707,2.179
10,5,60,25,6m,rev+oca+opm,0.977,45.48,46.53,0.719,2.069
0,5,60,35,6m,rev+gp+opm,0.976,48.16,49.35,0.743,2.148
5,15,40,40,12m,rev+oca+opm,0.976,52.42,53.71,0.778,2.252
15,0,45,40,6m,rev+oca+opm,0.976,46.46,47.61,0.728,2.061
20,10,55,15,6m-1m,rev+oca+gp,0.975,47.97,49.22,0.666,2.378
15,0,65,20,12m,rev+gp+opm,0.974,51.4,52.77,0.696,2.283
20,15,35,30,6m,rev+oca+opm,0.974,53.27,54.68,0.7,2.469
5,0,55,40,6m-1m,rev+gp+opm,0.973,46.11,47.39,0.725,2.036
10,15,40,35,6m-1m,rev+oca+gp,0.972,45.3,46.62,0.718,2.046
25,5,45,25,6m,rev+gp+opm,0.972,61.77,63.55,0.668,2.892
0,0,55,45,6m-1m,rev+oca+opm,0.972,47.75,49.11,0.667,2.217
30,10,35,25,6m,rev+oca+gp,0.971,53.84,55.42,0.703,2.552
25,15,40,20,6m,rev+gp+opm,0.971,56.27,57.95,0.638,2.857
10,15,50,25,6m-1m,rev+oca+gp,0.97,41.22,42.48,0.681,1.977
25,5,50,20,6m,rev+gp+opm,0.97,58.48,60.29,0.65,2.937
30,15,20,35,6m-1m,rev+gp+opm,0.97,51.86,53.47,0.693,2.481
20,0,50,30,6m-1m,rev+oca+opm,0.97,43.82,45.16,0.704,2.004
25,0,20,55,6m-1m,rev+oca+opm,0.97,47.22,48.66,0.665,2.25
30,10,40,20,6m-1m,rev+oca+gp,0.969,53.82,55.54,0.623,2.809
20,15,40,25,6m-1m,rev+gp+opm,0.969,51.58,53.25,0.751,2.365
25,15,45,15,6m-1m,rev+oca+opm,0.969,50.58,52.22,0.68,2.5
10,15,30,45,6m-1m,rev+oca+gp,0.968,50.82,52.52,0.766,2.236
25,15,30,30,6m-1m,rev+oca+gp,0.968,48.9,50.5,0.67,2.377
30,0,45,25,6m,rev+gp+opm,0.968,59.77,61.75,0.741,2.694
10,0,45,45,6m,rev+oca+opm,0.968,44.54,45.99,0.711,1.995
10,0,50,40,6m-1m,rev+oca+opm,0.968,48.5,50.11,0.674,2.231
20,0,70,10,12m,rev+oca+gp,0.967,50.75,52.51,0.687,2.378
30,10,25,35,6m,rev+oca+gp,0.967,50.73,52.44,0.682,2.488
10,15,45,30,6m,rev+gp+opm,0.967,49.38,51.07,0.754,2.193
15,15,30,40,6m-1m,rev+gp+opm,0.967,49.46,51.13,0.673,2.433
25,0,45,30,6m-1m,rev+gp+opm,0.967,56.75,58.68,0.723,2.626
25,10,45,20,12m-1m,rev+gp+opm,0.967,47.66,49.31,0.661,2.356
25,15,45,15,12m-1m,rev+oca+gp,0.966,44.64,46.23,0.697,2.082
5,0,40,55,12m-1m,rev+gp+opm,0.966,42.55,44.05,1.087,1.595
15,15,25,45,6m,rev+gp+opm,0.965,50.59,52.43,1.016,1.897
30,0,30,40,6m-1m,rev+oca+opm,0.965,50.06,51.88,0.675,2.518
15,5,40,40,6m,rev+gp+opm,0.964,52.16,54.11,0.758,2.345
15,10,30,45,12m,rev+gp+opm,0.964,52.76,54.76,1.047,1.989
20,0,55,25,6m-1m,rev+gp+opm,0.964,54.11,56.12,0.707,2.574
20,10,55,15,12m-1m,rev+oca+opm,0.964,48.23,50.01,0.665,2.419
20,0,25,55,6m-1m,rev+oca+gp,0.963,51.1,53.05,0.77,2.187
20,10,60,10,12m,rev+oca+gp,0.963,47.35,49.19,0.661,2.358
5,15,50,30,12m-1m,rev+gp+opm,0.963,47.53,49.34,0.739,2.131
15,0,45,40,6m-1m,rev+gp+opm,0.963,49.17,51.09,0.752,2.084
30,15,20,35,6m-1m,rev+oca+gp,0.962,48.85,50.78,0.672,2.377
0,10,65,25,12m,rev+oca+opm,0.962,48.12,50.03,0.671,2.254
5,0,65,30,6m,rev+gp+opm,0.961,46.04,47.91,0.725,2.003
5,5,70,20,12m-1m,rev+gp+opm,0.96,45.25,47.14,0.652,2.108
10,0,50,40,6m-1m,rev+gp+opm,0.96,43.62,45.43,0.703,1.979
20,15,25,40,6m-1m,rev+gp+opm,0.96,51.6,53.76,0.688,2.463
25,0,60,15,6m,rev+oca+opm,0.96,51.83,54.01,0.754,2.294
0,15,55,30,12m-1m,rev+gp+opm,0.959,46.52,48.5,0.729,2.131
10,5,60,25,12m,rev+gp+opm,0.959,45.54,47.49,0.721,1.948
25,10,50,15,12m,rev+oca+opm,0.959,50.15,52.31,0.739,2.255
10,0,60,30,6m-1m,rev+gp+opm,0.958,42.25,44.12,0.627,2.104
20,5,30,45,12m,rev+gp+opm,0.958,50.01,52.19,1.015,1.814
5,5,55,35,6m-1m,rev+oca+opm,0.958,46.12,48.12,0.655,2.236
0,0,55,45,6m-1m,rev+oca+gp,0.957,47.74,49.9,0.669,2.238
20,15,35,30,6m-1m,rev+oca+gp,0.957,52.17,54.52,0.691,2.503
30,10,20,40,6m-1m,rev+gp+opm,0.957,49.68,51.94,0.678,2.453
25,10,55,10,12m,rev+oca+opm,0.957,44.56,46.57,0.642,2.154
10,10,55,25,12m-1m,rev+gp+opm,0.956,50.76,53.1,0.767,2.174
20,5,60,15,12m,rev+gp+opm,0.956,53.26,55.71,0.704,2.419
15,15,25,45,12m,rev+oca+gp,0.955,57.4,60.09,1.109,2.09
25,15,20,40,6m-1m,rev+gp+opm,0.955,48.4,50.67,0.669,2.383
10,0,70,20,12m-1m,rev+oca+opm,0.955,47.89,50.17,0.671,2.17
10,5,35,50,6m-1m,rev+oca+opm,0.954,49.72,52.11,0.68,2.341
20,5,55,20,6m,rev+gp+opm,0.953,54.34,57.05,0.709,2.532
0,10,65,25,12m-1m,rev+oca+opm,0.953,49.12,51.54,0.68,2.252
15,0,65,20,6m,rev+oca+gp,0.952,52.68,55.33,0.699,2.405
20,15,25,40,6m-1m,rev+oca+gp,0.951,48.16,50.66,0.664,2.363
15,5,60,20,6m-1m,rev+oca+opm,0.951,44.91,47.24,0.645,2.146
0,10,70,20,6m-1m,rev+oca+gp,0.95,41.94,44.15,0.626,2.104
5,5,65,25,12m-1m,rev+oca+gp,0.95,46.91,49.4,0.733,2.133
5,10,60,25,6m,rev+oca+gp,0.95,44.75,47.12,0.713,2.046
15,10,55,20,6m,rev+oca+gp,0.95,47.47,49.98,0.719,2.202
25,0,65,10,6m-1m,rev+oca+opm,0.95,49.48,52.1,0.675,2.391
10,5,30,55,6m,rev+oca+gp,0.949,49.94,52.61,1.204,1.774
15,5,60,20,6m,rev+oca+gp,0.949,51.92,54.71,0.754,2.286
15,10,25,50,6m-1m,rev+oca+gp,0.949,50.0,52.68,0.759,2.186
5,5,55,35,6m,rev+gp+opm,0.949,47.75,50.33,0.739,2.144
30,0,45,25,6m-1m,rev+gp+opm,0.949,58.26,61.38,0.733,2.675
30,15,30,25,12m-1m,rev+gp+opm,0.949,51.11,53.87,0.686,2.415
0,5,50,45,6m,rev+oca+gp,0.948,41.99,44.3,1.046,1.589
5,5,65,25,6m,rev+oca+gp,0.948,45.57,48.06,0.722,2.017
25,0,45,30,6m-1m,rev+oca+gp,0.947,52.39,55.35,0.695,2.441
25,0,65,10,12m-1m,rev+oca+gp,0.947,50.61,53.44,0.684,2.383
15,0,50,35,6m,rev+gp+opm,0.947,44.5,46.97,0.711,2.003
10,0,40,50,6m-1m,rev+oca+opm,0.947,46.98,49.6,0.661,2.251
15,15,45,25,6m,rev+oca+opm,0.947,43.68,46.14,0.636,2.153
5,5,70,20,12m,rev+oca+opm,0.946,45.95,48.57,0.657,2.154
30,5,50,15,6m-1m,rev+oca+opm,0.946,53.53,56.59,0.702,2.482
0,15,40,45,6m,rev+oca+gp,0.945,51.6,54.6,1.203,1.877
0,10,65,25,12m-1m,rev+gp+opm,0.945,46.87,49.58,0.734,2.069
30,10,30,30,6m,rev+gp+opm,0.945,52.39,55.47,0.687,2.619
20,15,45,20,6m-1m,rev+oca+opm,0.945,47.43,50.17,0.659,2.414
15,0,35,50,12m,rev+oca+gp,0.944,53.67,56.88,1.049,1.929
5,10,65,20,12m,rev+gp+opm,0.944,43.7,46.3,0.641,2.092
0,0,60,40,12m,rev+oca+gp,0.943,46.39,49.19,1.114,1.728
25,5,45,25,6m-1m,rev+oca+gp,0.943,49.2,52.16,0.673,2.389
5,10,45,40,12m,rev+gp+opm,0.943,47.75,50.62,1.161,1.756
15,10,55,20,12m,rev+gp+opm,0.943,51.71,54.84,0.692,2.405
20,0,35,45,6m-1m,rev+oca+opm,0.943,49.9,52.9,0.758,2.142
5,0,60,35,6m-1m,rev+gp+opm,0.942,41.77,44.35,0.686,1.978
15,0,50,35,6m-1m,rev+gp+opm,0.942,43.75,46.46,0.704,2.028
15,10,60,15,12m-1m,rev+gp+opm,0.942,51.83,55.0,0.693,2.436
30,0,35,35,6m-1m,rev+gp+opm,0.942,51.14,54.29,0.685,2.544
25,0,35,40,6m-1m,rev+gp+opm,0.941,54.84,58.27,0.71,2.583
30,5,30,35,6m-1m,rev+gp+opm,0.941,49.12,52.18,0.666,2.512
0,5,60,35,6m-1m,rev+gp+opm,0.94,44.18,46.99,0.708,2.054
15,15,25,45,12m,rev+gp+opm,0.94,49.71,52.91,1.013,1.921
0,10,65,25,6m,rev+oca+gp,0.939,41.16,43.82,0.682,1.948
5,10,50,35,12m,rev+oca+gp,0.939,51.1,54.4,0.768,2.191
5,10,50,35,6m,rev+gp+opm,0.939,47.46,50.53,0.737,2.091
15,15,25,45,12m-1m,rev+gp+opm,0.938,42.0,44.79,0.908,1.727
