v,q,g,m,mom,entry,exit,slots,sl,trail,corr_th,calmar,cagr,mdd,sharpe,sortino,avg_holdings
20,5,25,50,6m-1m,7,8,7,-0.12,-0.15,,1.421,45.62,32.12,1.19,1.631,6.3
20,5,25,50,6m-1m,3,12,5,,-0.15,0.6,1.421,54.02,38.01,1.237,1.76,3.9
15,10,35,40,12m,7,12,5,-0.08,,,1.42,58.97,41.54,1.335,1.893,5.0
15,10,35,40,12m,7,12,5,-0.08,,0.6,1.42,58.97,41.54,1.335,1.893,5.0
15,10,35,40,12m,7,12,5,-0.08,,0.65,1.42,58.97,41.54,1.335,1.893,5.0
20,5,25,50,6m-1m,3,8,7,-0.08,,0.6,1.42,51.84,36.5,1.194,1.733,3.7
15,15,25,45,12m-1m,7,8,5,-0.08,-0.15,0.65,1.42,55.44,39.05,1.328,1.808,5.0
15,10,25,50,6m-1m,7,8,3,-0.12,,0.6,1.42,62.96,44.33,1.294,1.9,3.0
20,0,45,35,12m,7,12,7,-0.08,,,1.42,57.85,40.75,1.398,1.952,6.8
20,0,45,35,12m,7,12,7,-0.08,,0.65,1.42,57.85,40.75,1.398,1.952,6.8
20,5,25,50,6m-1m,3,8,7,-0.08,,0.65,1.42,51.84,36.5,1.194,1.733,3.7
15,15,25,45,12m-1m,7,8,5,-0.08,-0.15,,1.42,55.44,39.05,1.328,1.808,5.0
20,0,45,35,12m,7,12,7,-0.08,,0.6,1.42,57.85,40.75,1.398,1.952,6.8
20,5,25,50,6m-1m,3,8,7,-0.08,,,1.42,51.84,36.5,1.194,1.733,3.7
15,15,25,45,12m-1m,7,8,5,-0.08,-0.15,0.6,1.42,55.44,39.05,1.328,1.808,5.0
15,10,25,50,6m-1m,7,8,3,-0.12,,0.65,1.42,62.96,44.33,1.294,1.9,3.0
15,10,25,50,6m-1m,7,8,3,-0.12,,,1.42,62.96,44.33,1.294,1.9,3.0
15,10,25,50,6m-1m,5,15,5,-0.1,-0.2,,1.419,52.72,37.16,1.261,1.7,4.9
15,10,25,50,6m-1m,5,15,5,-0.1,-0.2,0.6,1.419,52.72,37.16,1.261,1.7,4.9
15,10,25,50,6m-1m,5,15,5,-0.1,-0.2,0.65,1.419,52.72,37.16,1.261,1.7,4.9
20,0,40,40,12m,5,12,5,-0.1,,0.6,1.418,53.47,37.72,1.244,1.744,4.9
20,15,25,40,12m-1m,5,15,5,-0.1,-0.15,,1.418,45.71,32.24,1.176,1.696,4.9
15,10,30,45,12m-1m,7,8,5,-0.1,-0.15,0.65,1.418,55.97,39.47,1.315,1.86,5.0
20,15,25,40,12m-1m,5,15,5,-0.1,-0.15,0.65,1.418,45.71,32.24,1.176,1.696,4.9
15,10,30,45,12m-1m,7,8,5,-0.1,-0.15,0.6,1.418,55.97,39.47,1.315,1.86,5.0
20,0,40,40,12m,5,12,5,-0.1,,0.65,1.418,53.47,37.72,1.244,1.744,4.9
10,10,30,50,12m-1m,5,12,7,,-0.2,0.6,1.418,54.91,38.72,1.31,1.894,5.7
20,15,25,40,12m-1m,5,15,5,-0.1,-0.15,0.6,1.418,45.71,32.24,1.176,1.696,4.9
15,10,30,45,12m-1m,7,8,5,-0.1,-0.15,,1.418,55.97,39.47,1.315,1.86,5.0
20,0,40,40,12m,5,12,5,-0.1,,,1.418,53.47,37.72,1.244,1.744,4.9
20,5,25,50,6m-1m,7,8,7,-0.1,-0.15,0.6,1.418,46.09,32.51,1.202,1.661,6.3
20,5,25,50,6m-1m,7,8,7,-0.1,-0.15,0.65,1.418,46.09,32.51,1.202,1.661,6.3
10,10,30,50,12m-1m,5,12,7,,-0.2,0.65,1.418,54.91,38.72,1.31,1.894,5.7
10,10,30,50,12m-1m,5,12,7,,-0.2,,1.418,54.91,38.72,1.31,1.894,5.7
20,5,25,50,6m-1m,7,8,7,-0.1,-0.15,,1.418,46.09,32.51,1.202,1.661,6.3
15,15,25,45,12m-1m,7,8,5,,-0.2,,1.417,53.27,37.6,1.292,1.79,5.0
15,15,25,45,12m-1m,7,8,5,,-0.2,0.65,1.417,53.27,37.6,1.292,1.79,5.0
15,15,25,45,12m-1m,7,8,5,,-0.2,0.6,1.417,53.27,37.6,1.292,1.79,5.0
15,15,25,45,12m-1m,5,15,5,,-0.15,0.65,1.417,55.38,39.09,1.326,1.914,4.9
20,15,25,40,12m-1m,5,12,5,,-0.2,0.6,1.417,45.83,32.33,1.16,1.643,4.9
20,15,25,40,12m-1m,5,12,5,,-0.2,0.65,1.417,45.83,32.33,1.16,1.643,4.9
20,15,25,40,12m-1m,5,12,5,,-0.2,,1.417,45.83,32.33,1.16,1.643,4.9
15,15,25,45,12m-1m,5,15,5,,-0.15,0.6,1.417,55.38,39.09,1.326,1.914,4.9
15,15,25,45,12m-1m,5,15,5,,-0.15,,1.417,55.38,39.09,1.326,1.914,4.9
20,5,25,50,6m-1m,3,15,5,-0.1,-0.15,0.6,1.416,53.76,37.96,1.247,1.768,4.0
25,10,20,45,6m-1m,3,8,7,,,0.65,1.416,53.82,38.0,1.229,1.765,3.7
15,10,30,45,12m-1m,7,8,5,,-0.15,,1.416,55.9,39.47,1.316,1.862,5.0
20,5,35,40,12m,7,8,7,-0.08,-0.15,0.6,1.416,51.6,36.45,1.273,1.718,6.5
20,5,35,40,12m,7,8,7,-0.08,-0.15,0.65,1.416,51.6,36.45,1.273,1.718,6.5
20,5,35,40,12m,7,8,7,-0.08,-0.15,,1.416,51.6,36.45,1.273,1.718,6.5
20,5,25,50,6m-1m,3,15,5,-0.1,-0.15,,1.416,53.76,37.96,1.247,1.768,4.0
25,10,20,45,6m-1m,3,8,7,,,,1.416,53.82,38.0,1.229,1.765,3.7
25,10,20,45,6m-1m,3,8,7,,,0.6,1.416,53.82,38.0,1.229,1.765,3.7
15,10,30,45,12m-1m,7,8,5,,-0.15,0.65,1.416,55.9,39.47,1.316,1.862,5.0
15,10,30,45,12m-1m,7,8,5,,-0.15,0.6,1.416,55.9,39.47,1.316,1.862,5.0
20,5,25,50,6m-1m,3,15,5,-0.1,-0.15,0.65,1.416,53.76,37.96,1.247,1.768,4.0
15,10,25,50,6m-1m,5,8,3,-0.12,-0.2,,1.415,58.24,41.17,1.246,1.81,3.0
15,15,25,45,12m-1m,7,8,7,-0.12,-0.2,,1.415,52.55,37.14,1.328,1.826,6.4
15,15,25,45,12m-1m,7,8,7,-0.12,-0.2,0.65,1.415,52.55,37.14,1.328,1.826,6.4
15,15,25,45,12m-1m,7,8,7,-0.12,-0.2,0.6,1.415,52.55,37.14,1.328,1.826,6.4
15,10,25,50,6m-1m,5,8,3,-0.12,-0.2,0.6,1.415,58.24,41.17,1.246,1.81,3.0
15,10,25,50,6m-1m,5,8,3,-0.12,-0.2,0.65,1.415,58.24,41.17,1.246,1.81,3.0
20,0,40,40,12m,7,8,7,,-0.2,,1.414,51.1,36.14,1.284,1.825,6.5
20,15,25,40,12m-1m,3,4,3,-0.08,,,1.414,57.66,40.79,1.21,1.85,2.7
20,10,20,50,6m-1m,7,12,5,-0.08,-0.2,,1.414,47.43,33.55,1.198,1.622,5.0
20,0,40,40,12m,7,8,7,,-0.2,0.65,1.414,51.1,36.14,1.284,1.825,6.5
25,15,20,40,6m,7,8,5,-0.08,-0.2,0.6,1.414,42.26,29.9,1.085,1.555,5.0
25,15,20,40,6m,7,8,5,-0.08,-0.2,0.65,1.414,42.26,29.9,1.085,1.555,5.0
25,15,20,40,6m,7,8,5,-0.08,-0.2,,1.414,42.26,29.9,1.085,1.555,5.0
20,15,25,40,12m-1m,3,4,3,-0.08,,0.6,1.414,57.66,40.79,1.21,1.85,2.7
20,15,25,40,12m-1m,3,4,3,-0.08,,0.65,1.414,57.66,40.79,1.21,1.85,2.7
20,10,20,50,6m-1m,7,12,5,-0.08,-0.2,0.6,1.414,47.43,33.55,1.198,1.622,5.0
20,10,20,50,6m-1m,7,12,5,-0.08,-0.2,0.65,1.414,47.43,33.55,1.198,1.622,5.0
20,0,40,40,12m,7,8,7,,-0.2,0.6,1.414,51.1,36.14,1.284,1.825,6.5
20,5,25,50,6m-1m,3,4,5,-0.12,,,1.413,60.4,42.74,1.233,1.926,2.8
20,5,25,50,6m-1m,3,4,5,-0.12,,0.65,1.413,60.4,42.74,1.233,1.926,2.8
20,5,25,50,6m-1m,3,4,7,-0.12,,,1.413,60.4,42.74,1.233,1.926,2.8
20,5,25,50,6m-1m,3,4,7,-0.12,,0.65,1.413,60.4,42.74,1.233,1.926,2.8
20,5,25,50,6m-1m,3,4,7,-0.12,,0.6,1.413,60.4,42.74,1.233,1.926,2.8
20,5,25,50,6m-1m,3,4,5,-0.12,,0.6,1.413,60.4,42.74,1.233,1.926,2.8
20,15,25,40,12m-1m,5,12,5,-0.08,,,1.412,47.37,33.54,1.173,1.62,4.9
15,10,25,50,6m-1m,3,4,5,-0.1,,0.6,1.412,59.81,42.35,1.213,1.842,2.7
15,10,25,50,6m-1m,3,4,7,-0.1,,,1.412,59.81,42.35,1.213,1.842,2.7
20,15,25,40,12m-1m,5,12,5,-0.08,,0.65,1.412,47.37,33.54,1.173,1.62,4.9
15,10,25,50,6m-1m,3,4,7,-0.1,,0.6,1.412,59.81,42.35,1.213,1.842,2.7
15,15,25,45,12m-1m,7,12,7,-0.1,-0.15,0.6,1.412,49.4,34.99,1.293,1.752,6.8
15,10,25,50,6m-1m,3,4,7,-0.1,,0.65,1.412,59.81,42.35,1.213,1.842,2.7
15,10,25,50,6m-1m,3,4,5,-0.1,,0.65,1.412,59.81,42.35,1.213,1.842,2.7
15,15,25,45,12m-1m,7,12,7,-0.1,-0.15,0.65,1.412,49.4,34.99,1.293,1.752,6.8
15,15,25,45,12m-1m,7,12,7,-0.1,-0.15,,1.412,49.4,34.99,1.293,1.752,6.8
15,10,25,50,6m-1m,3,4,5,-0.1,,,1.412,59.81,42.35,1.213,1.842,2.7
20,15,25,40,12m-1m,5,12,5,-0.08,,0.6,1.412,47.37,33.54,1.173,1.62,4.9
15,5,30,50,6m-1m,7,15,7,-0.12,-0.15,,1.411,46.26,32.78,1.229,1.703,6.9
20,0,40,40,12m,7,8,5,-0.08,,0.6,1.411,57.63,40.85,1.329,1.871,5.0
20,0,40,40,12m,7,8,5,-0.08,,,1.411,57.63,40.85,1.329,1.871,5.0
20,0,40,40,12m,7,8,5,-0.08,,0.65,1.411,57.63,40.85,1.329,1.871,5.0
15,5,30,50,6m-1m,7,15,7,-0.12,-0.15,0.65,1.411,46.26,32.78,1.229,1.703,6.9
15,5,30,50,6m-1m,7,15,7,-0.12,-0.15,0.6,1.411,46.26,32.78,1.229,1.703,6.9
10,10,30,50,12m-1m,5,15,5,-0.12,-0.2,,1.41,51.4,36.46,1.229,1.707,4.9
20,5,30,45,12m,3,8,7,-0.1,,0.6,1.41,58.75,41.67,1.265,1.815,3.7
20,5,30,45,12m,3,8,7,-0.1,,0.65,1.41,58.75,41.67,1.265,1.815,3.7
20,15,25,40,12m-1m,3,8,7,-0.08,-0.15,0.65,1.41,52.65,37.34,1.181,1.724,3.5
20,15,25,40,12m-1m,3,8,7,-0.08,-0.15,,1.41,52.65,37.34,1.181,1.724,3.5
10,10,30,50,12m-1m,5,15,5,-0.12,-0.2,0.6,1.41,51.4,36.46,1.229,1.707,4.9
10,10,30,50,12m-1m,5,15,5,-0.12,-0.2,0.65,1.41,51.4,36.46,1.229,1.707,4.9
15,10,35,40,12m,5,12,5,-0.08,,0.6,1.41,57.29,40.62,1.3,1.841,4.8
20,5,30,45,12m,3,8,7,-0.1,,,1.41,58.75,41.67,1.265,1.815,3.7
20,15,25,40,12m-1m,3,8,7,-0.08,-0.15,0.6,1.41,52.65,37.34,1.181,1.724,3.5
15,10,35,40,12m,5,12,5,-0.08,,,1.41,57.29,40.62,1.3,1.841,4.8
15,10,35,40,12m,5,12,5,-0.08,,0.65,1.41,57.29,40.62,1.3,1.841,4.8
10,10,30,50,12m-1m,5,12,7,-0.12,-0.2,0.6,1.409,53.85,38.21,1.284,1.816,5.6
15,5,30,50,6m-1m,5,15,7,-0.1,-0.2,,1.409,55.92,39.7,1.354,1.911,6.1
10,10,30,50,12m-1m,5,12,7,-0.12,-0.2,0.65,1.409,53.85,38.21,1.284,1.816,5.6
10,10,30,50,12m-1m,5,12,7,-0.12,-0.2,,1.409,53.85,38.21,1.284,1.816,5.6
15,5,30,50,6m-1m,5,15,7,-0.1,-0.2,0.6,1.409,55.92,39.7,1.354,1.911,6.1
15,5,30,50,6m-1m,5,15,7,-0.1,-0.2,0.65,1.409,55.92,39.7,1.354,1.911,6.1
20,5,35,40,12m,7,15,7,,-0.2,,1.408,47.53,33.76,1.213,1.626,6.9
15,15,25,45,12m-1m,3,12,5,,-0.15,0.6,1.408,49.61,35.25,1.146,1.716,3.8
15,10,25,50,6m-1m,5,15,7,-0.12,,0.65,1.408,52.7,37.43,1.315,1.814,6.2
10,10,30,50,12m-1m,7,12,5,-0.1,-0.15,0.65,1.408,55.08,39.11,1.295,1.789,5.0
15,15,25,45,12m-1m,3,12,5,,-0.15,,1.408,49.61,35.25,1.146,1.716,3.8
20,5,35,40,12m,5,15,7,-0.12,-0.2,0.65,1.408,51.02,36.24,1.255,1.792,6.0
20,5,35,40,12m,5,15,7,-0.12,-0.2,0.6,1.408,51.02,36.24,1.255,1.792,6.0
20,5,35,40,12m,7,15,7,,-0.2,0.65,1.408,47.53,33.76,1.213,1.626,6.9
10,10,30,50,12m-1m,7,12,5,-0.1,-0.15,,1.408,55.08,39.11,1.295,1.789,5.0
15,10,25,50,6m-1m,5,15,7,-0.12,,0.6,1.408,52.7,37.43,1.315,1.814,6.2
20,5,35,40,12m,5,15,7,-0.12,-0.2,,1.408,51.02,36.24,1.255,1.792,6.0
10,10,30,50,12m-1m,7,12,5,-0.1,-0.15,0.6,1.408,55.08,39.11,1.295,1.789,5.0
15,10,25,50,6m-1m,5,15,7,-0.12,,,1.408,52.7,37.43,1.315,1.814,6.2
15,15,25,45,12m-1m,3,12,5,,-0.15,0.65,1.408,49.61,35.25,1.146,1.716,3.8
20,5,35,40,12m,7,15,7,,-0.2,0.6,1.408,47.53,33.76,1.213,1.626,6.9
15,10,35,40,12m,5,15,7,-0.12,,0.65,1.407,58.1,41.31,1.372,1.968,6.0
20,5,30,45,12m,3,8,7,-0.12,,,1.407,58.64,41.67,1.27,1.83,3.7
15,10,35,40,12m,5,15,7,-0.12,,0.6,1.407,58.1,41.31,1.372,1.968,6.0
20,5,30,45,12m,3,8,7,-0.12,,0.65,1.407,58.64,41.67,1.27,1.83,3.7
15,5,30,50,6m-1m,5,12,7,-0.12,,0.6,1.407,54.44,38.69,1.328,1.838,6.0
20,5,30,45,12m,3,8,7,-0.12,,0.6,1.407,58.64,41.67,1.27,1.83,3.7
15,10,35,40,12m,5,15,7,-0.12,,,1.407,58.1,41.31,1.372,1.968,6.0
15,5,30,50,6m-1m,5,12,7,-0.12,,0.65,1.407,54.44,38.69,1.328,1.838,6.0
15,5,30,50,6m-1m,5,12,7,-0.12,,,1.407,54.44,38.69,1.328,1.838,6.0
20,0,40,40,12m,5,12,5,-0.08,,0.6,1.407,55.33,39.33,1.272,1.792,4.9
20,0,40,40,12m,5,12,5,-0.08,,0.65,1.407,55.33,39.33,1.272,1.792,4.9
20,0,40,40,12m,5,12,5,-0.08,,,1.407,55.33,39.33,1.272,1.792,4.9
20,0,45,35,12m,7,12,5,-0.12,-0.15,0.6,1.406,50.46,35.89,1.238,1.848,5.0
20,0,45,35,12m,7,12,5,-0.12,-0.15,,1.406,50.46,35.89,1.238,1.848,5.0
20,0,45,35,12m,7,12,5,-0.12,-0.15,0.65,1.406,50.46,35.89,1.238,1.848,5.0
20,15,25,40,12m-1m,5,15,7,,-0.2,,1.405,44.83,31.9,1.174,1.645,6.1
20,15,25,40,12m-1m,5,15,7,,-0.2,0.65,1.405,44.83,31.9,1.174,1.645,6.1
20,0,40,40,12m,7,8,7,-0.08,-0.2,0.6,1.405,50.89,36.22,1.279,1.821,6.5
20,15,25,40,12m-1m,5,15,7,,-0.2,0.6,1.405,44.83,31.9,1.174,1.645,6.1
20,0,40,40,12m,7,8,7,-0.08,-0.2,,1.405,50.89,36.22,1.279,1.821,6.5
20,0,40,40,12m,7,8,7,-0.08,-0.2,0.65,1.405,50.89,36.22,1.279,1.821,6.5
15,15,25,45,12m-1m,7,8,7,-0.12,-0.15,0.6,1.404,51.89,36.95,1.319,1.809,6.4
20,10,20,50,6m-1m,7,12,5,-0.1,-0.15,0.65,1.404,50.85,36.21,1.278,1.773,5.0
15,10,30,45,12m-1m,7,8,5,-0.12,-0.15,0.6,1.404,55.43,39.47,1.308,1.853,5.0
15,10,25,50,6m-1m,7,8,7,-0.12,-0.2,0.6,1.404,51.16,36.45,1.299,1.83,6.3
15,15,25,45,12m-1m,7,8,7,-0.12,-0.15,,1.404,51.89,36.95,1.319,1.809,6.4
20,10,20,50,6m-1m,7,12,5,-0.1,-0.15,,1.404,50.85,36.21,1.278,1.773,5.0
20,10,20,50,6m-1m,7,12,5,-0.1,-0.15,0.6,1.404,50.85,36.21,1.278,1.773,5.0
15,15,25,45,12m-1m,7,8,7,-0.12,-0.15,0.65,1.404,51.89,36.95,1.319,1.809,6.4
15,10,30,45,12m-1m,7,8,5,-0.12,-0.15,0.65,1.404,55.43,39.47,1.308,1.853,5.0
15,10,30,45,12m-1m,7,8,5,-0.12,-0.15,,1.404,55.43,39.47,1.308,1.853,5.0
15,10,25,50,6m-1m,7,8,7,-0.12,-0.2,0.65,1.404,51.16,36.45,1.299,1.83,6.3
20,0,40,40,12m,7,8,7,-0.12,-0.2,0.6,1.404,50.75,36.14,1.277,1.816,6.5
20,0,40,40,12m,7,8,7,-0.12,-0.2,0.65,1.404,50.75,36.14,1.277,1.816,6.5
15,10,25,50,6m-1m,7,8,7,-0.12,-0.2,,1.404,51.16,36.45,1.299,1.83,6.3
20,0,40,40,12m,7,8,7,-0.12,-0.2,,1.404,50.75,36.14,1.277,1.816,6.5
20,5,30,45,12m,3,8,5,-0.12,,,1.403,58.45,41.67,1.266,1.826,3.7
20,5,30,45,12m,3,8,5,-0.12,,0.65,1.403,58.45,41.67,1.266,1.826,3.7
20,5,30,45,12m,3,8,5,-0.12,,0.6,1.403,58.45,41.67,1.266,1.826,3.7
20,5,25,50,6m-1m,3,4,5,,,0.6,1.402,59.91,42.74,1.226,1.916,2.8
20,10,20,50,6m-1m,3,15,7,,-0.15,0.65,1.402,58.03,41.39,1.336,1.886,4.4
20,15,25,40,12m-1m,3,8,5,-0.1,-0.2,,1.402,51.97,37.08,1.182,1.736,3.6
20,15,25,40,12m-1m,3,8,5,-0.1,-0.2,0.65,1.402,51.97,37.08,1.182,1.736,3.6
20,5,35,40,12m,7,15,7,-0.12,-0.15,,1.402,47.02,33.55,1.227,1.655,6.8
20,5,25,50,6m-1m,7,8,7,,-0.15,,1.402,45.66,32.57,1.191,1.632,6.3
20,5,35,40,12m,7,12,5,-0.1,-0.15,,1.402,48.71,34.73,1.195,1.682,5.0
20,5,35,40,12m,7,12,5,-0.1,-0.15,0.65,1.402,48.71,34.73,1.195,1.682,5.0
20,5,35,40,12m,7,15,7,-0.12,-0.15,0.65,1.402,47.02,33.55,1.227,1.655,6.8
20,10,20,50,6m-1m,3,15,7,,-0.15,,1.402,58.03,41.39,1.336,1.886,4.4
20,5,25,50,6m-1m,7,8,7,,-0.15,0.65,1.402,45.66,32.57,1.191,1.632,6.3
20,5,35,40,12m,5,15,7,,-0.2,0.6,1.402,52.28,37.29,1.278,1.809,6.0
20,5,35,40,12m,5,15,7,,-0.2,0.65,1.402,52.28,37.29,1.278,1.809,6.0
20,5,35,40,12m,5,15,7,,-0.2,,1.402,52.28,37.29,1.278,1.809,6.0
20,5,35,40,12m,7,12,5,-0.1,-0.15,0.6,1.402,48.71,34.73,1.195,1.682,5.0
15,10,30,45,12m-1m,5,12,5,,-0.15,,1.402,52.8,37.67,1.264,1.851,4.9
20,5,25,50,6m-1m,3,4,7,,,0.65,1.402,59.91,42.74,1.226,1.916,2.8
20,5,25,50,6m-1m,3,4,7,,,,1.402,59.91,42.74,1.226,1.916,2.8
15,10,25,50,6m-1m,7,8,7,-0.1,,,1.402,50.93,36.32,1.294,1.826,6.3
15,10,25,50,6m-1m,7,8,7,-0.1,,0.65,1.402,50.93,36.32,1.294,1.826,6.3
20,0,40,40,12m,5,15,5,,-0.15,0.6,1.402,50.93,36.32,1.237,1.829,4.9
20,0,40,40,12m,5,15,5,,-0.15,0.65,1.402,50.93,36.32,1.237,1.829,4.9
20,0,40,40,12m,5,15,5,,-0.15,,1.402,50.93,36.32,1.237,1.829,4.9
20,15,25,40,12m-1m,3,8,5,-0.1,-0.2,0.6,1.402,51.97,37.08,1.182,1.736,3.6
20,5,25,50,6m-1m,3,4,5,,,,1.402,59.91,42.74,1.226,1.916,2.8
20,5,25,50,6m-1m,3,4,5,,,0.65,1.402,59.91,42.74,1.226,1.916,2.8
15,10,25,50,6m-1m,7,8,7,-0.1,,0.6,1.402,50.93,36.32,1.294,1.826,6.3
20,5,25,50,6m-1m,3,4,7,,,0.6,1.402,59.91,42.74,1.226,1.916,2.8
20,5,35,40,12m,7,15,7,-0.12,-0.15,0.6,1.402,47.02,33.55,1.227,1.655,6.8
20,5,25,50,6m-1m,7,8,7,,-0.15,0.6,1.402,45.66,32.57,1.191,1.632,6.3
15,10,30,45,12m-1m,5,12,5,,-0.15,0.65,1.402,52.8,37.67,1.264,1.851,4.9
15,10,30,45,12m-1m,5,12,5,,-0.15,0.6,1.402,52.8,37.67,1.264,1.851,4.9
20,10,20,50,6m-1m,3,15,7,,-0.15,0.6,1.402,58.03,41.39,1.336,1.886,4.4
20,5,25,50,6m-1m,3,4,5,-0.1,,0.65,1.401,59.9,42.74,1.227,1.916,2.8
15,10,25,50,6m-1m,3,4,7,-0.1,-0.15,,1.401,60.11,42.89,1.217,1.845,2.7
20,15,25,40,12m-1m,3,8,5,-0.08,-0.15,0.65,1.401,52.32,37.34,1.174,1.716,3.5
20,10,20,50,6m-1m,3,15,7,-0.12,-0.15,0.6,1.401,57.97,41.39,1.337,1.894,4.4
20,10,20,50,6m-1m,3,15,7,-0.12,-0.15,0.65,1.401,57.97,41.39,1.337,1.894,4.4
15,10,25,50,6m-1m,3,4,5,-0.08,,0.6,1.401,59.12,42.19,1.204,1.83,2.7
20,10,20,50,6m-1m,3,15,7,-0.12,-0.15,,1.401,57.97,41.39,1.337,1.894,4.4
15,10,25,50,6m-1m,3,4,5,-0.08,,0.65,1.401,59.12,42.19,1.204,1.83,2.7
15,10,25,50,6m-1m,3,4,7,-0.08,,0.6,1.401,59.12,42.19,1.204,1.83,2.7
15,10,25,50,6m-1m,3,4,7,-0.08,,0.65,1.401,59.12,42.19,1.204,1.83,2.7
15,10,25,50,6m-1m,3,4,7,-0.08,,,1.401,59.12,42.19,1.204,1.83,2.7
20,5,25,50,6m-1m,3,4,5,-0.1,,,1.401,59.9,42.74,1.227,1.916,2.8
15,10,25,50,6m-1m,3,4,5,-0.08,,,1.401,59.12,42.19,1.204,1.83,2.7
15,10,25,50,6m-1m,3,4,7,-0.1,-0.15,0.6,1.401,60.11,42.89,1.217,1.845,2.7
20,5,25,50,6m-1m,3,4,5,-0.1,,0.6,1.401,59.9,42.74,1.227,1.916,2.8
15,10,25,50,6m-1m,3,4,7,-0.1,-0.15,0.65,1.401,60.11,42.89,1.217,1.845,2.7
15,15,25,45,12m-1m,5,15,5,-0.08,-0.15,0.65,1.401,55.12,39.34,1.322,1.903,4.9
15,10,25,50,6m-1m,3,4,5,-0.1,-0.15,0.6,1.401,60.11,42.89,1.217,1.845,2.7
15,15,25,45,12m-1m,5,15,5,-0.08,-0.15,,1.401,55.12,39.34,1.322,1.903,4.9
15,15,25,45,12m-1m,5,15,5,-0.08,-0.15,0.6,1.401,55.12,39.34,1.322,1.903,4.9
20,15,25,40,12m-1m,3,8,5,-0.08,-0.15,0.6,1.401,52.32,37.34,1.174,1.716,3.5
10,10,30,50,12m-1m,5,15,5,-0.08,,0.65,1.401,53.85,38.44,1.268,1.758,4.9
10,10,30,50,12m-1m,5,15,5,-0.08,,,1.401,53.85,38.44,1.268,1.758,4.9
20,5,25,50,6m-1m,3,4,7,-0.1,,,1.401,59.9,42.74,1.227,1.916,2.8
10,10,30,50,12m-1m,5,15,5,-0.08,,0.6,1.401,53.85,38.44,1.268,1.758,4.9
20,15,25,40,12m-1m,3,8,5,-0.08,-0.15,,1.401,52.32,37.34,1.174,1.716,3.5
15,10,25,50,6m-1m,3,4,5,-0.1,-0.15,0.65,1.401,60.11,42.89,1.217,1.845,2.7
20,5,25,50,6m-1m,3,4,7,-0.1,,0.65,1.401,59.9,42.74,1.227,1.916,2.8
15,10,25,50,6m-1m,3,4,5,-0.1,-0.15,,1.401,60.11,42.89,1.217,1.845,2.7
20,5,25,50,6m-1m,3,4,7,-0.1,,0.6,1.401,59.9,42.74,1.227,1.916,2.8
15,10,25,50,6m-1m,7,8,7,-0.08,,,1.4,51.32,36.65,1.298,1.829,6.3
15,10,25,50,6m-1m,7,8,7,-0.08,,0.65,1.4,51.32,36.65,1.298,1.829,6.3
15,10,25,50,6m-1m,7,8,7,-0.08,,0.6,1.4,51.32,36.65,1.298,1.829,6.3
25,10,20,45,6m-1m,3,8,3,-0.12,,0.6,1.399,46.47,33.21,1.096,1.574,2.9
15,10,25,50,6m-1m,5,12,5,-0.1,-0.2,0.65,1.399,54.39,38.88,1.282,1.737,4.9
15,10,25,50,6m-1m,5,12,5,-0.1,-0.2,,1.399,54.39,38.88,1.282,1.737,4.9
10,10,30,50,12m-1m,7,8,7,-0.08,,,1.399,54.52,38.97,1.342,1.893,6.4
15,10,25,50,6m-1m,5,12,5,-0.1,-0.2,0.6,1.399,54.39,38.88,1.282,1.737,4.9
10,10,30,50,12m-1m,7,8,7,-0.08,,0.65,1.399,54.52,38.97,1.342,1.893,6.4
10,10,30,50,12m-1m,7,8,7,-0.08,,0.6,1.399,54.52,38.97,1.342,1.893,6.4
25,10,20,45,6m-1m,3,8,3,-0.12,,0.65,1.399,46.47,33.21,1.096,1.574,2.9
25,10,20,45,6m-1m,3,8,3,-0.12,,,1.399,46.47,33.21,1.096,1.574,2.9
15,15,25,45,12m-1m,7,8,7,,-0.2,0.65,1.398,51.93,37.14,1.314,1.787,6.4
20,5,25,50,6m-1m,5,15,7,,-0.2,0.65,1.398,51.52,36.86,1.306,1.822,6.2
15,10,25,50,6m-1m,7,12,5,-0.1,-0.2,0.6,1.398,53.03,37.94,1.267,1.725,5.0
15,10,25,50,6m-1m,7,12,5,-0.1,-0.2,0.65,1.398,53.03,37.94,1.267,1.725,5.0
15,10,30,45,12m-1m,5,12,7,-0.1,,,1.398,49.83,35.64,1.243,1.736,5.8
15,15,25,45,12m-1m,7,8,7,,-0.2,,1.398,51.93,37.14,1.314,1.787,6.4
20,5,25,50,6m-1m,5,15,7,,-0.2,0.6,1.398,51.52,36.86,1.306,1.822,6.2
15,10,30,45,12m-1m,5,12,7,-0.1,,0.65,1.398,49.83,35.64,1.243,1.736,5.8
15,15,25,45,12m-1m,7,8,7,,-0.2,0.6,1.398,51.93,37.14,1.314,1.787,6.4
20,5,25,50,6m-1m,5,12,5,-0.1,-0.2,0.65,1.398,52.85,37.82,1.271,1.713,4.9
20,5,25,50,6m-1m,5,12,5,-0.1,-0.2,0.6,1.398,52.85,37.82,1.271,1.713,4.9
15,10,25,50,6m-1m,7,12,5,-0.1,-0.2,,1.398,53.03,37.94,1.267,1.725,5.0
20,5,25,50,6m-1m,5,12,5,-0.1,-0.2,,1.398,52.85,37.82,1.271,1.713,4.9
