v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
5,20,20,55,6m,rev+opm 7:3,0.41,25.0,60.99,0.718,1.089
35,0,15,50,6m,rev+opm 7:3,0.41,27.5,67.01,0.6,1.415
35,20,5,40,6m,raccel+opm 5:5,0.409,32.71,80.0,0.503,1.863
30,0,20,50,6m,rev+oca 7:3,0.409,29.38,71.77,0.623,1.414
15,10,25,50,6m-1m,rev+opm 7:3,0.409,25.73,62.96,0.745,1.105
0,20,10,70,6m,rev+oca 7:3,0.408,30.25,74.13,0.807,1.184
25,5,20,50,6m,rev+oca 7:3,0.408,29.95,73.47,0.63,1.373
10,0,25,65,6m-1m,rev+oca 7:3,0.406,30.85,75.93,0.826,1.23
35,5,20,40,6m,raccel+opm 5:5,0.405,26.98,66.59,0.774,1.156
10,10,20,60,6m-1m,rev+opm 7:3,0.405,28.73,71.01,0.799,1.146
35,0,25,40,6m-1m,raccel+opm 5:5,0.404,26.57,65.84,0.773,1.134
0,15,30,55,6m,rev+opm 7:3,0.404,22.88,56.6,0.683,1.004
15,20,15,50,6m,rev+oca 7:3,0.403,25.58,63.55,0.739,1.075
10,0,30,60,6m-1m,rev+oca 7:3,0.402,28.58,71.03,0.788,1.209
35,5,5,55,6m-1m,rev+oca 7:3,0.4,29.01,72.5,0.832,1.264
10,5,20,65,6m-1m,rev+oca 7:3,0.399,28.15,70.5,0.787,1.124
10,5,25,60,6m-1m,rev+oca 7:3,0.399,30.45,76.24,0.826,1.219
15,10,15,60,6m-1m,rev+oca 7:3,0.398,29.8,74.84,0.815,1.156
0,15,30,55,6m-1m,rev+opm 7:3,0.398,23.78,59.74,0.708,1.047
0,20,25,55,6m,rev+opm 7:3,0.398,24.62,61.91,0.712,1.043
30,10,25,35,6m,raccel+opm 5:5,0.397,24.08,60.59,0.718,1.069
10,15,35,40,6m-1m,raccel+opm 5:5,0.396,22.81,57.62,0.686,1.025
25,10,20,45,6m,raccel+opm 5:5,0.396,24.1,60.86,0.715,1.062
5,20,10,65,6m,rev+oca 7:3,0.396,30.93,78.06,0.821,1.206
30,0,10,60,6m-1m,raccel+opm 5:5,0.395,29.71,75.28,0.835,1.249
0,15,15,70,6m,rev+opm 7:3,0.395,31.19,78.86,0.824,1.188
5,15,10,70,6m,raccel+opm 5:5,0.394,27.15,68.95,0.757,1.109
15,20,25,40,6m,raccel+opm 5:5,0.394,23.34,59.19,0.696,1.013
10,10,15,65,6m,rev+oca 7:3,0.394,28.9,73.3,0.787,1.146
10,15,25,50,6m,rev+oca 7:3,0.394,26.81,67.96,0.753,1.099
25,5,15,55,6m-1m,rev+opm 7:3,0.392,26.4,67.41,0.759,1.117
20,20,15,45,6m-1m,raccel+opm 5:5,0.39,25.07,64.25,0.734,1.087
30,10,20,40,6m-1m,raccel+opm 5:5,0.39,25.73,66.06,0.746,1.093
10,15,15,60,6m,rev+oca 7:3,0.39,28.88,74.1,0.785,1.156
0,15,35,50,6m,rev+opm 7:3,0.39,21.22,54.36,0.652,0.985
10,20,15,55,6m-1m,rev+opm 7:3,0.39,28.52,73.16,0.8,1.161
15,5,25,55,6m-1m,rev+opm 7:3,0.39,26.88,68.9,0.762,1.138
20,15,25,40,6m-1m,raccel+opm 5:5,0.389,21.74,55.96,0.668,0.987
0,0,35,65,6m-1m,rev+opm 7:3,0.389,26.36,67.82,0.74,1.071
15,0,25,60,6m-1m,rev+opm 7:3,0.389,28.27,72.65,0.785,1.163
10,20,25,45,6m-1m,rev+opm 7:3,0.387,23.84,61.68,0.521,1.332
20,10,15,55,6m-1m,rev+opm 7:3,0.387,27.95,72.19,0.779,1.076
35,5,5,55,6m-1m,raccel+opm 5:5,0.386,27.64,71.7,0.81,1.184
5,15,25,55,6m-1m,rev+oca 7:3,0.386,25.22,65.41,0.734,1.084
0,15,25,60,6m,rev+opm 7:3,0.386,23.3,60.29,0.688,0.986
0,5,25,70,6m-1m,rev+oca 7:3,0.385,27.25,70.85,0.769,1.151
15,15,15,55,6m-1m,rev+opm 7:3,0.385,27.04,70.31,0.769,1.061
15,20,20,45,6m,raccel+opm 5:5,0.383,23.52,61.35,0.7,1.017
10,15,25,50,6m,rev+opm 7:3,0.383,24.18,63.18,0.706,1.026
25,0,20,55,6m-1m,rev+oca 7:3,0.382,28.37,74.28,0.783,1.126
35,10,20,35,6m,raccel+opm 5:5,0.381,25.75,67.56,0.752,1.099
15,5,25,55,6m-1m,rev+oca 7:3,0.381,26.09,68.55,0.748,1.118
30,5,25,40,6m-1m,raccel+opm 5:5,0.38,24.38,64.23,0.729,1.05
30,20,5,45,6m,rev+oca 7:3,0.38,22.61,59.51,0.542,1.261
0,15,20,65,6m,rev+opm 7:3,0.378,28.14,74.46,0.771,1.117
15,20,25,40,6m,rev+opm 7:3,0.378,25.41,67.19,0.576,1.295
15,10,25,50,6m,rev+oca 7:3,0.377,25.79,68.43,0.738,1.067
5,10,20,65,6m-1m,rev+oca 7:3,0.376,26.9,71.46,0.765,1.115
25,20,10,45,6m-1m,rev+oca 7:3,0.376,24.82,66.04,0.737,1.018
15,15,25,45,6m,rev+opm 7:3,0.376,25.11,66.78,0.618,1.234
15,10,15,60,6m-1m,rev+opm 7:3,0.375,28.56,76.22,0.794,1.118
5,0,30,65,6m-1m,rev+oca 7:3,0.374,26.7,71.35,0.753,1.139
20,0,20,60,6m-1m,rev+opm 7:3,0.374,25.95,69.34,0.746,1.103
15,20,30,35,6m-1m,raccel+opm 5:5,0.373,21.81,58.42,0.667,0.995
15,10,25,50,6m-1m,rev+oca 7:3,0.372,25.37,68.3,0.734,1.072
5,15,15,65,6m,rev+oca 7:3,0.371,27.85,75.07,0.768,1.121
5,5,20,70,6m-1m,rev+oca 7:3,0.369,25.9,70.1,0.746,1.067
5,5,30,60,6m-1m,rev+opm 7:3,0.369,26.97,73.08,0.761,1.136
35,0,10,55,6m-1m,rev+opm 7:3,0.369,27.35,74.19,0.79,1.199
35,10,15,40,6m,raccel+opm 5:5,0.368,27.02,73.32,0.78,1.131
5,15,25,55,6m,rev+oca 7:3,0.368,24.5,66.58,0.708,1.048
10,20,20,50,6m,rev+oca 7:3,0.368,25.23,68.63,0.731,1.079
15,5,15,65,6m-1m,rev+opm 7:3,0.367,28.02,76.28,0.786,1.129
20,15,15,50,6m,rev+opm 7:3,0.367,23.67,64.45,0.702,1.033
35,5,15,45,6m-1m,raccel+opm 5:5,0.366,25.98,70.95,0.773,1.164
20,20,10,50,6m-1m,rev+oca 7:3,0.366,25.36,69.34,0.744,1.056
35,0,10,55,6m-1m,raccel+opm 5:5,0.365,27.05,74.05,0.786,1.172
10,15,30,45,6m-1m,rev+oca 7:3,0.364,22.31,61.35,0.503,1.368
35,5,5,55,6m-1m,rev+opm 7:3,0.364,26.51,72.73,0.786,1.187
0,15,30,55,6m,raccel+opm 5:5,0.363,21.99,60.51,0.667,1.023
20,15,25,40,6m,raccel+opm 5:5,0.363,19.95,55.04,0.633,0.942
20,15,35,30,6m-1m,raccel+opm 5:5,0.363,20.28,55.86,0.639,0.946
0,20,30,50,6m-1m,rev+opm 7:3,0.363,19.75,54.4,0.636,0.947
5,0,25,70,6m-1m,rev+opm 7:3,0.363,28.08,77.27,0.783,1.158
0,10,35,55,6m,raccel+opm 5:5,0.362,21.73,60.09,0.654,1.007
35,10,30,25,6m-1m,raccel+opm 5:5,0.362,24.26,66.98,0.728,1.09
0,10,25,65,6m,rev+oca 7:3,0.362,24.2,66.79,0.703,1.052
0,20,15,65,6m,raccel+opm 5:5,0.361,25.92,71.9,0.736,1.08
15,15,25,45,6m-1m,raccel+opm 5:5,0.361,21.62,59.87,0.669,0.995
25,10,20,45,6m-1m,raccel+opm 5:5,0.361,23.5,65.12,0.708,1.039
0,20,20,60,6m,rev+oca 7:3,0.361,24.92,69.05,0.717,1.081
10,15,15,60,6m-1m,rev+opm 7:3,0.361,26.88,74.54,0.766,1.113
10,20,10,60,6m,rev+opm 7:3,0.36,27.61,76.73,0.774,1.14
30,5,15,50,6m,rev+opm 7:3,0.36,25.37,70.45,0.577,1.305
35,10,5,50,6m,rev+opm 7:3,0.359,24.34,67.87,0.727,1.108
0,20,35,45,6m,rev+oca 7:3,0.358,22.04,61.64,0.668,0.977
5,15,35,45,6m,rev+opm 7:3,0.357,21.73,60.93,0.66,0.969
10,5,15,70,6m-1m,rev+opm 7:3,0.356,27.96,78.48,0.783,1.113
35,10,10,45,6m-1m,raccel+opm 5:5,0.355,24.89,70.17,0.747,1.116
0,15,15,70,6m,rev+oca 7:3,0.355,27.04,76.2,0.745,1.066
5,20,10,65,6m,rev+opm 7:3,0.355,27.02,76.09,0.754,1.093
30,0,0,70,6m-1m,raccel+opm 5:5,0.353,24.89,70.47,0.747,1.121
30,0,0,70,6m-1m,rev+oca 7:3,0.353,24.89,70.47,0.747,1.121
30,0,0,70,6m-1m,rev+opm 7:3,0.353,24.89,70.47,0.747,1.121
35,0,10,55,6m-1m,rev+oca 7:3,0.351,25.8,73.49,0.758,1.148
15,0,15,70,6m-1m,rev+opm 7:3,0.351,25.97,73.91,0.745,1.07
0,15,15,70,6m,raccel+opm 5:5,0.35,24.77,70.67,0.716,1.053
10,0,35,55,6m,raccel+opm 5:5,0.35,21.9,62.49,0.661,1.003
10,5,25,60,6m-1m,rev+opm 7:3,0.35,25.02,71.52,0.729,1.068
10,5,20,65,6m,raccel+opm 5:5,0.349,25.28,72.49,0.723,1.071
25,10,25,40,6m-1m,raccel+opm 5:5,0.349,21.95,62.86,0.678,0.978
30,5,20,45,6m-1m,raccel+opm 5:5,0.349,23.71,67.92,0.715,1.016
15,0,25,60,6m,rev+oca 7:3,0.348,26.17,75.21,0.744,1.075
5,5,20,70,6m-1m,rev+opm 7:3,0.348,25.42,73.05,0.732,1.029
10,20,25,45,6m,rev+opm 7:3,0.348,22.73,65.3,0.684,1.048
0,10,20,70,6m,rev+oca 7:3,0.347,25.17,72.56,0.715,1.017
10,0,20,70,6m-1m,rev+oca 7:3,0.347,26.74,77.05,0.758,1.083
0,10,35,55,6m-1m,rev+opm 7:3,0.347,20.52,59.1,0.643,0.967
30,0,15,55,6m-1m,raccel+opm 5:5,0.346,24.45,70.68,0.736,1.09
10,15,35,40,6m,rev+opm 7:3,0.346,23.5,67.89,0.69,1.051
15,20,35,30,6m,raccel+opm 5:5,0.345,18.77,54.42,0.608,0.928
30,15,20,35,6m,raccel+opm 5:5,0.345,22.57,65.42,0.686,0.979
35,0,20,45,6m-1m,raccel+opm 5:5,0.345,25.45,73.74,0.751,1.112
0,15,35,50,6m-1m,rev+opm 7:3,0.345,18.72,54.19,0.612,0.912
25,0,20,55,6m,rev+opm 7:3,0.345,24.03,69.73,0.708,1.051
20,10,15,55,6m-1m,rev+oca 7:3,0.344,26.26,76.41,0.751,1.02
20,20,10,50,6m-1m,rev+opm 7:3,0.344,24.34,70.79,0.725,1.036
15,20,25,40,6m-1m,raccel+opm 5:5,0.343,21.31,62.19,0.657,0.986
30,0,25,45,6m,raccel+opm 5:5,0.343,23.43,68.38,0.697,1.046
30,5,20,45,6m,rev+opm 7:3,0.343,25.1,73.25,0.573,1.297
0,0,30,70,6m,raccel+opm 5:5,0.341,20.43,59.93,0.639,0.968
5,5,25,65,6m-1m,rev+opm 7:3,0.341,26.58,77.84,0.754,1.122
15,15,10,60,6m,rev+opm 7:3,0.341,24.82,72.74,0.72,1.057
5,10,20,65,6m,raccel+opm 5:5,0.34,23.17,68.1,0.688,1.015
35,15,30,20,6m,raccel+opm 5:5,0.34,22.63,66.58,0.685,1.024
20,15,15,50,6m-1m,rev+opm 7:3,0.34,24.28,71.3,0.725,1.026
25,15,10,50,6m-1m,rev+opm 7:3,0.339,23.34,68.89,0.715,1.016
15,20,35,30,6m-1m,raccel+opm 5:5,0.338,19.0,56.2,0.61,0.902
25,10,25,40,6m,raccel+opm 5:5,0.338,22.1,65.35,0.674,1.004
0,0,30,70,6m-1m,rev+opm 7:3,0.337,24.64,73.05,0.712,1.053
5,20,5,70,6m,rev+opm 7:3,0.337,26.95,79.9,0.755,1.136
20,15,20,45,6m,raccel+opm 5:5,0.336,20.02,59.65,0.638,0.928
10,10,30,50,6m-1m,rev+oca 7:3,0.336,22.78,67.86,0.687,1.043
5,10,35,50,6m-1m,rev+opm 7:3,0.336,19.03,56.62,0.616,0.941
5,15,35,45,6m-1m,rev+opm 7:3,0.335,20.84,62.16,0.655,0.994
20,10,30,40,6m-1m,raccel+opm 5:5,0.334,20.2,60.49,0.632,0.924
30,10,30,30,6m,raccel+opm 5:5,0.334,19.46,58.29,0.625,0.96
15,10,15,60,6m,rev+oca 7:3,0.334,22.87,68.38,0.685,0.994
35,10,35,20,6m-1m,raccel+opm 5:5,0.333,21.75,65.24,0.68,1.04
15,15,10,60,6m,rev+oca 7:3,0.333,23.86,71.73,0.704,1.052
0,20,15,65,6m,rev+opm 7:3,0.333,24.96,75.0,0.717,1.023
0,5,35,60,6m,raccel+opm 5:5,0.332,20.11,60.49,0.623,0.972
5,5,20,70,6m,rev+oca 7:3,0.331,23.94,72.37,0.695,1.002
5,15,15,65,6m-1m,rev+opm 7:3,0.331,24.85,75.12,0.729,1.066
5,20,15,60,6m-1m,rev+opm 7:3,0.331,24.14,72.94,0.71,0.979
5,15,15,65,6m,raccel+opm 5:5,0.33,23.16,70.2,0.685,1.012
20,15,35,30,6m,raccel+opm 5:5,0.33,19.56,59.34,0.622,0.936
5,20,25,50,6m,rev+oca 7:3,0.33,19.45,58.93,0.62,0.938
10,10,15,65,6m-1m,rev+oca 7:3,0.33,25.86,78.34,0.743,1.075
5,10,20,65,6m-1m,rev+opm 7:3,0.33,24.26,73.57,0.715,1.017
35,5,0,60,6m-1m,raccel+opm 5:5,0.329,23.11,70.3,0.722,1.053
20,5,20,55,6m,rev+oca 7:3,0.329,23.59,71.69,0.696,0.995
35,5,0,60,6m-1m,rev+oca 7:3,0.329,23.11,70.3,0.722,1.053
35,0,10,55,6m,rev+opm 7:3,0.329,23.96,72.84,0.716,1.029
35,5,0,60,6m-1m,rev+opm 7:3,0.329,23.11,70.3,0.722,1.053
20,15,30,35,6m,raccel+opm 5:5,0.328,19.81,60.36,0.628,0.926
10,15,30,45,6m-1m,raccel+opm 5:5,0.327,20.12,61.48,0.636,0.967
35,10,5,50,6m,rev+oca 7:3,0.327,23.42,71.67,0.712,1.09
5,15,25,55,6m-1m,rev+opm 7:3,0.326,20.63,63.35,0.649,0.949
10,15,30,45,6m,rev+opm 7:3,0.326,20.49,62.83,0.642,0.956
15,5,15,65,6m,rev+opm 7:3,0.326,23.06,70.7,0.688,1.007
30,15,10,45,6m-1m,raccel+opm 5:5,0.325,22.4,68.9,0.692,1.017
10,20,15,55,6m,rev+opm 7:3,0.325,23.67,72.91,0.701,1.037
10,20,20,50,6m,rev+opm 7:3,0.325,21.07,64.88,0.65,0.963
20,10,30,40,6m,raccel+opm 5:5,0.323,19.41,60.08,0.62,0.908
15,5,20,60,6m-1m,rev+oca 7:3,0.323,24.46,75.72,0.719,1.024
20,0,20,60,6m-1m,rev+oca 7:3,0.323,24.47,75.84,0.719,1.032
20,5,15,60,6m-1m,rev+oca 7:3,0.322,23.28,72.22,0.694,0.99
35,0,30,35,6m,raccel+opm 5:5,0.321,22.67,70.52,0.688,1.086
35,0,15,50,6m,rev+oca 7:3,0.321,22.84,71.05,0.546,1.26
25,20,15,40,6m,raccel+opm 5:5,0.32,21.62,67.48,0.664,0.956
10,10,15,65,6m,raccel+opm 5:5,0.319,23.55,73.72,0.698,0.995
30,15,5,50,6m-1m,rev+opm 7:3,0.318,22.36,70.4,0.702,1.028
35,0,5,60,6m-1m,rev+opm 7:3,0.317,22.44,70.79,0.695,1.034
5,15,15,65,6m-1m,raccel+opm 5:5,0.314,22.45,71.55,0.674,0.97
30,5,10,55,6m-1m,raccel+opm 5:5,0.314,23.01,73.3,0.708,1.028
35,0,10,55,6m,rev+oca 7:3,0.314,23.0,73.17,0.693,1.018
30,10,0,60,6m-1m,raccel+opm 5:5,0.312,21.84,70.08,0.693,1.0
30,10,0,60,6m-1m,rev+oca 7:3,0.312,21.84,70.08,0.693,1.0
0,5,25,70,6m-1m,rev+opm 7:3,0.312,22.6,72.39,0.675,0.974
30,10,0,60,6m-1m,rev+opm 7:3,0.312,21.84,70.08,0.693,1.0
30,5,0,65,6m-1m,raccel+opm 5:5,0.311,22.41,72.02,0.696,1.024
35,5,10,50,6m-1m,raccel+opm 5:5,0.311,24.03,77.17,0.741,1.091
30,5,0,65,6m-1m,rev+oca 7:3,0.311,22.41,72.02,0.696,1.024
30,5,0,65,6m-1m,rev+opm 7:3,0.311,22.41,72.02,0.696,1.024
15,15,25,45,6m,raccel+opm 5:5,0.31,18.71,60.35,0.609,0.876
0,10,35,55,6m-1m,rev+oca 7:3,0.31,20.72,66.91,0.645,0.97
0,10,20,70,6m-1m,rev+opm 7:3,0.31,22.13,71.35,0.674,0.948
5,20,5,70,6m,raccel+opm 5:5,0.309,23.58,76.24,0.699,1.053
25,15,15,45,6m,raccel+opm 5:5,0.309,20.34,65.73,0.643,0.933
25,5,15,55,6m-1m,rev+oca 7:3,0.309,22.12,71.65,0.677,0.996
20,20,35,25,6m-1m,raccel+opm 5:5,0.308,17.53,56.82,0.584,0.881
35,0,35,30,6m,raccel+opm 5:5,0.308,20.47,66.44,0.646,1.02
35,5,20,40,6m-1m,raccel+opm 5:5,0.308,21.57,70.14,0.681,0.976
5,20,15,60,6m-1m,rev+oca 7:3,0.308,23.21,75.27,0.697,1.003
20,10,0,70,6m-1m,raccel+opm 5:5,0.307,20.33,66.15,0.648,0.916
20,10,0,70,6m-1m,rev+oca 7:3,0.307,20.33,66.15,0.648,0.916
5,20,30,45,6m-1m,rev+opm 7:3,0.307,18.78,61.1,0.615,0.875
20,10,0,70,6m-1m,rev+opm 7:3,0.307,20.33,66.15,0.648,0.916
30,0,15,55,6m-1m,rev+opm 7:3,0.307,21.01,68.46,0.66,1.001
5,5,20,70,6m,raccel+opm 5:5,0.306,21.56,70.44,0.655,0.979
25,10,30,35,6m-1m,raccel+opm 5:5,0.306,18.95,61.86,0.617,0.925
30,10,35,25,6m,raccel+opm 5:5,0.306,18.85,61.61,0.614,0.933
10,15,25,50,6m-1m,rev+oca 7:3,0.306,19.9,64.93,0.633,0.926
15,20,10,55,6m,rev+opm 7:3,0.306,22.58,73.88,0.682,0.991
0,5,25,70,6m,rev+oca 7:3,0.305,20.29,66.51,0.632,0.899
25,0,25,50,6m,rev+oca 7:3,0.305,23.44,76.81,0.598,1.103
30,0,30,40,6m,raccel+opm 5:5,0.304,21.47,70.58,0.662,1.024
15,20,20,45,6m-1m,raccel+opm 5:5,0.303,19.6,64.61,0.627,0.93
30,15,25,30,6m,raccel+opm 5:5,0.303,17.77,58.58,0.594,0.889
5,15,15,65,6m-1m,rev+oca 7:3,0.303,22.59,74.65,0.687,0.973
5,20,15,60,6m,raccel+opm 5:5,0.302,23.61,78.11,0.699,1.007
30,15,5,50,6m-1m,raccel+opm 5:5,0.302,20.81,68.83,0.676,0.966
15,0,20,65,6m,rev+oca 7:3,0.302,21.03,69.6,0.649,0.935
10,15,15,60,6m-1m,rev+oca 7:3,0.301,23.71,78.82,0.708,1.037
25,15,20,40,6m,raccel+opm 5:5,0.3,19.34,64.44,0.626,0.913
30,15,35,20,6m,raccel+opm 5:5,0.3,19.57,65.3,0.625,0.945
15,0,15,70,6m-1m,rev+oca 7:3,0.3,22.34,74.5,0.679,0.981
25,5,15,55,6m-1m,raccel+opm 5:5,0.299,20.91,69.86,0.67,0.956
30,10,15,45,6m-1m,raccel+opm 5:5,0.299,20.78,69.42,0.661,0.969
25,10,10,55,6m-1m,rev+oca 7:3,0.299,19.98,66.81,0.645,0.929
25,10,15,50,6m-1m,rev+oca 7:3,0.298,20.12,67.54,0.639,0.888
35,0,5,60,6m-1m,rev+oca 7:3,0.298,20.49,68.83,0.656,0.968
0,15,25,60,6m,raccel+opm 5:5,0.296,20.03,67.65,0.634,0.936
20,0,20,60,6m-1m,raccel+opm 5:5,0.296,21.62,72.94,0.674,1.0
25,20,20,35,6m-1m,raccel+opm 5:5,0.295,19.26,65.38,0.624,0.916
10,20,25,45,6m,rev+oca 7:3,0.295,18.7,63.42,0.61,0.926
30,10,5,55,6m-1m,rev+oca 7:3,0.295,19.53,66.22,0.644,0.933
5,15,20,60,6m-1m,rev+opm 7:3,0.294,20.41,69.52,0.645,0.94
25,5,20,50,6m-1m,raccel+opm 5:5,0.293,19.14,65.28,0.627,0.914
30,0,25,45,6m-1m,raccel+opm 5:5,0.293,20.5,69.98,0.653,0.974
35,0,5,60,6m-1m,raccel+opm 5:5,0.292,22.15,75.88,0.693,1.022
5,10,15,70,6m-1m,rev+oca 7:3,0.292,20.01,68.66,0.638,0.901
0,10,25,65,6m-1m,rev+oca 7:3,0.291,20.86,71.64,0.652,0.949
5,10,25,60,6m-1m,rev+opm 7:3,0.29,20.1,69.3,0.637,0.923
20,10,15,55,6m,rev+opm 7:3,0.29,19.94,68.84,0.633,0.931
20,10,10,60,6m-1m,rev+opm 7:3,0.289,21.08,73.05,0.66,0.92
5,15,20,60,6m-1m,raccel+opm 5:5,0.288,19.24,66.7,0.622,0.899
15,5,15,65,6m-1m,rev+oca 7:3,0.288,21.68,75.35,0.668,0.964
25,20,10,45,6m,raccel+opm 5:5,0.287,19.82,69.16,0.634,0.913
5,10,35,50,6m-1m,rev+oca 7:3,0.287,19.44,67.66,0.621,0.925
30,5,15,50,6m,rev+oca 7:3,0.287,20.01,69.78,0.513,1.143
35,5,5,55,6m,rev+oca 7:3,0.287,20.87,72.82,0.661,0.968
20,20,10,50,6m,rev+opm 7:3,0.287,18.87,65.82,0.613,0.873
30,5,35,30,6m-1m,raccel+opm 5:5,0.286,18.92,66.14,0.615,0.933
5,15,30,50,6m,rev+opm 7:3,0.286,18.08,63.28,0.594,0.859
10,15,30,45,6m,rev+oca 7:3,0.284,18.26,64.28,0.6,0.871
15,15,10,60,6m-1m,rev+oca 7:3,0.284,21.03,74.06,0.658,0.926
35,15,10,40,6m-1m,raccel+opm 5:5,0.283,20.09,71.0,0.659,0.944
20,15,10,55,6m,rev+opm 7:3,0.283,18.83,66.58,0.612,0.846
25,5,20,50,6m,raccel+opm 5:5,0.281,18.92,67.21,0.613,0.909
30,20,25,25,6m,raccel+opm 5:5,0.281,16.27,57.85,0.567,0.858
30,20,30,20,6m,raccel+opm 5:5,0.281,16.24,57.87,0.564,0.857
5,15,10,70,6m,rev+oca 7:3,0.281,22.36,79.57,0.67,0.968
30,0,20,50,6m-1m,raccel+opm 5:5,0.28,18.14,64.86,0.609,0.866
0,10,30,60,6m,raccel+opm 5:5,0.279,16.5,59.12,0.563,0.847
0,20,25,55,6m,raccel+opm 5:5,0.279,18.76,67.25,0.608,0.923
15,20,30,35,6m,raccel+opm 5:5,0.279,16.93,60.63,0.574,0.863
30,20,10,40,6m,raccel+opm 5:5,0.278,18.5,66.57,0.613,0.88
5,0,25,70,6m-1m,rev+oca 7:3,0.278,20.86,74.93,0.647,0.936
25,0,15,60,6m-1m,rev+oca 7:3,0.278,20.25,72.88,0.64,0.921
20,0,15,65,6m-1m,rev+opm 7:3,0.277,19.71,71.26,0.629,0.872
5,5,35,55,6m,raccel+opm 5:5,0.276,17.49,63.3,0.575,0.892
30,15,20,35,6m-1m,raccel+opm 5:5,0.276,17.99,65.16,0.611,0.888
10,5,15,70,6m,rev+oca 7:3,0.276,20.22,73.31,0.629,0.9
10,20,25,45,6m,raccel+opm 5:5,0.275,16.92,61.61,0.574,0.845
15,20,15,50,6m,raccel+opm 5:5,0.275,18.46,67.17,0.606,0.865
20,15,30,35,6m-1m,raccel+opm 5:5,0.273,15.8,57.94,0.554,0.818
5,20,35,40,6m,rev+oca 7:3,0.273,17.57,64.41,0.588,0.849
30,10,5,55,6m-1m,rev+opm 7:3,0.273,18.78,68.92,0.631,0.92
20,20,20,40,6m,raccel+opm 5:5,0.272,19.07,70.0,0.616,0.894
35,5,15,45,6m,raccel+opm 5:5,0.272,19.34,71.11,0.622,0.937
5,15,10,70,6m,rev+opm 7:3,0.271,21.66,80.02,0.656,0.952
20,5,25,50,6m,raccel+opm 5:5,0.27,18.65,69.07,0.606,0.884
5,10,30,55,6m-1m,rev+opm 7:3,0.27,17.89,66.35,0.594,0.888
0,20,30,50,6m,rev+opm 7:3,0.269,16.3,60.53,0.561,0.81
5,10,15,70,6m,rev+opm 7:3,0.269,20.02,74.4,0.627,0.909
0,15,15,70,6m-1m,raccel+opm 5:5,0.268,19.15,71.52,0.617,0.875
10,10,20,60,6m,raccel+opm 5:5,0.268,20.05,74.83,0.637,0.915
20,5,30,45,6m,raccel+opm 5:5,0.268,18.95,70.76,0.61,0.909
20,15,20,45,6m-1m,raccel+opm 5:5,0.268,18.59,69.39,0.611,0.888
15,0,20,65,6m,rev+opm 7:3,0.268,18.8,70.14,0.61,0.881
25,10,10,55,6m,rev+opm 7:3,0.268,17.89,66.83,0.596,0.851
35,5,5,55,6m,rev+opm 7:3,0.268,19.66,73.31,0.637,0.932
0,5,30,65,6m,raccel+opm 5:5,0.266,16.74,62.89,0.568,0.853
10,0,30,60,6m,raccel+opm 5:5,0.266,17.36,65.28,0.579,0.877
25,10,10,55,6m,rev+oca 7:3,0.266,18.27,68.77,0.603,0.863
30,0,5,65,6m-1m,rev+oca 7:3,0.266,19.49,73.32,0.635,0.94
5,20,25,50,6m-1m,raccel+opm 5:5,0.265,15.99,60.29,0.558,0.79
5,20,30,45,6m,rev+opm 7:3,0.265,17.87,67.38,0.593,0.877
30,0,15,55,6m,rev+opm 7:3,0.265,17.05,64.3,0.581,0.846
0,5,30,65,6m-1m,raccel+opm 5:5,0.264,16.39,62.17,0.563,0.837
5,20,5,70,6m-1m,rev+opm 7:3,0.264,18.98,71.88,0.616,0.865
0,10,20,70,6m,raccel+opm 5:5,0.263,18.14,69.06,0.594,0.863
10,15,15,60,6m,raccel+opm 5:5,0.263,20.0,76.17,0.629,0.921
30,0,5,65,6m-1m,raccel+opm 5:5,0.263,19.53,74.38,0.642,0.966
20,5,15,60,6m,rev+opm 7:3,0.263,17.42,66.13,0.585,0.82
0,15,20,65,6m,raccel+opm 5:5,0.262,19.22,73.4,0.614,0.887
5,15,30,50,6m-1m,raccel+opm 5:5,0.262,17.01,64.88,0.577,0.85
35,0,0,65,6m-1m,raccel+opm 5:5,0.262,18.71,71.34,0.629,0.912
10,15,5,70,6m-1m,rev+oca 7:3,0.262,18.11,69.04,0.601,0.872
35,0,0,65,6m-1m,rev+oca 7:3,0.262,18.71,71.34,0.629,0.912
35,0,0,65,6m-1m,rev+opm 7:3,0.262,18.71,71.34,0.629,0.912
5,0,35,60,6m-1m,raccel+opm 5:5,0.261,16.12,61.64,0.557,0.803
5,10,25,60,6m,raccel+opm 5:5,0.261,17.02,65.2,0.576,0.855
5,15,20,60,6m,raccel+opm 5:5,0.261,17.83,68.36,0.594,0.874
25,15,10,50,6m,rev+opm 7:3,0.261,17.0,65.07,0.576,0.823
5,15,20,60,6m-1m,rev+oca 7:3,0.26,19.68,75.74,0.631,0.906
30,5,35,30,6m,raccel+opm 5:5,0.259,16.84,65.03,0.574,0.867
15,10,10,65,6m-1m,rev+oca 7:3,0.259,19.78,76.31,0.631,0.904
25,15,10,50,6m,rev+oca 7:3,0.259,16.2,62.51,0.563,0.804
10,15,10,65,6m,raccel+opm 5:5,0.258,18.79,72.72,0.614,0.867
35,0,20,45,6m,raccel+opm 5:5,0.258,18.31,70.92,0.607,0.91
25,20,10,45,6m-1m,rev+opm 7:3,0.258,19.01,73.73,0.625,0.865
