v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
15,5,20,60,6m,raccel+opm 5:5,0.257,19.01,73.92,0.614,0.881
0,20,10,70,6m-1m,raccel+opm 5:5,0.256,19.12,74.61,0.617,0.885
5,5,30,60,6m,raccel+opm 5:5,0.256,16.91,66.01,0.572,0.881
15,5,15,65,6m-1m,raccel+opm 5:5,0.256,19.63,76.82,0.632,0.843
35,0,30,35,6m-1m,raccel+opm 5:5,0.256,18.68,72.84,0.614,0.908
10,5,15,70,6m-1m,rev+oca 7:3,0.256,20.06,78.41,0.64,0.904
15,20,10,55,6m,rev+oca 7:3,0.256,18.23,71.24,0.6,0.884
15,20,20,45,6m-1m,rev+opm 7:3,0.256,16.99,66.3,0.579,0.827
25,10,10,55,6m-1m,rev+opm 7:3,0.256,18.63,72.8,0.618,0.893
5,10,30,55,6m,raccel+opm 5:5,0.255,14.64,57.48,0.528,0.797
20,0,30,50,6m,raccel+opm 5:5,0.255,18.32,71.75,0.596,0.892
25,15,15,45,6m-1m,raccel+opm 5:5,0.254,17.09,67.18,0.589,0.845
5,20,5,70,6m,rev+oca 7:3,0.254,20.55,81.03,0.642,0.941
15,0,15,70,6m,rev+opm 7:3,0.254,18.3,71.93,0.601,0.867
25,0,10,65,6m-1m,rev+opm 7:3,0.254,18.3,72.07,0.605,0.877
30,20,5,45,6m,rev+opm 7:3,0.254,17.7,69.66,0.481,1.114
30,15,15,40,6m-1m,raccel+opm 5:5,0.253,18.25,72.03,0.617,0.893
5,20,35,40,6m,rev+opm 7:3,0.253,16.62,65.59,0.57,0.811
20,5,15,60,6m-1m,rev+opm 7:3,0.253,19.52,77.29,0.629,0.898
5,10,15,70,6m-1m,raccel+opm 5:5,0.252,18.17,72.19,0.599,0.843
30,10,35,25,6m-1m,raccel+opm 5:5,0.252,16.93,67.2,0.575,0.868
30,5,15,50,6m-1m,raccel+opm 5:5,0.251,17.46,69.57,0.597,0.855
30,15,15,40,6m,raccel+opm 5:5,0.251,16.71,66.52,0.576,0.805
15,15,35,35,6m,raccel+opm 5:5,0.25,14.89,59.66,0.535,0.787
0,10,25,65,6m-1m,rev+opm 7:3,0.25,16.8,67.23,0.572,0.814
5,20,30,45,6m-1m,raccel+opm 5:5,0.249,14.81,59.46,0.533,0.761
20,10,15,55,6m,rev+oca 7:3,0.249,17.52,70.41,0.586,0.836
20,15,10,55,6m,rev+oca 7:3,0.249,15.92,64.07,0.557,0.772
0,20,35,45,6m,rev+opm 7:3,0.249,15.03,60.46,0.54,0.793
10,15,25,50,6m-1m,rev+opm 7:3,0.249,16.53,66.36,0.571,0.834
10,20,20,50,6m,raccel+opm 5:5,0.248,17.54,70.85,0.587,0.865
0,10,25,65,6m,raccel+opm 5:5,0.247,16.55,66.92,0.567,0.837
15,20,20,45,6m,rev+opm 7:3,0.246,15.76,64.05,0.552,0.796
5,20,10,65,6m-1m,raccel+opm 5:5,0.245,18.84,76.92,0.614,0.878
10,20,30,40,6m,raccel+opm 5:5,0.245,14.98,61.13,0.536,0.798
25,0,10,65,6m-1m,raccel+opm 5:5,0.245,18.17,74.02,0.608,0.875
25,15,35,25,6m,raccel+opm 5:5,0.245,15.78,64.39,0.552,0.83
5,10,15,70,6m,raccel+opm 5:5,0.244,17.85,73.15,0.588,0.843
20,20,15,45,6m-1m,rev+oca 7:3,0.244,16.67,68.25,0.576,0.804
5,10,15,70,6m-1m,rev+opm 7:3,0.244,18.26,74.84,0.602,0.831
15,5,20,60,6m-1m,raccel+opm 5:5,0.243,18.39,75.81,0.61,0.873
5,20,25,50,6m,rev+opm 7:3,0.243,16.09,66.3,0.557,0.794
10,20,10,60,6m,rev+oca 7:3,0.242,19.26,79.63,0.617,0.889
15,15,10,60,6m-1m,rev+opm 7:3,0.242,18.22,75.38,0.603,0.843
30,10,10,50,6m,rev+opm 7:3,0.242,19.0,78.62,0.536,1.033
10,15,30,45,6m,raccel+opm 5:5,0.241,14.01,58.05,0.517,0.753
35,0,25,40,6m,raccel+opm 5:5,0.241,17.2,71.28,0.584,0.878
20,5,15,60,6m,rev+oca 7:3,0.241,16.49,68.29,0.566,0.82
10,10,10,70,6m-1m,rev+opm 7:3,0.241,18.55,77.02,0.61,0.855
5,20,10,65,6m-1m,rev+opm 7:3,0.24,18.09,75.29,0.597,0.858
0,15,15,70,6m-1m,rev+opm 7:3,0.239,18.54,77.56,0.606,0.86
25,0,15,60,6m-1m,rev+opm 7:3,0.239,17.58,73.46,0.59,0.845
5,20,5,70,6m-1m,raccel+opm 5:5,0.238,17.41,73.05,0.585,0.827
0,15,20,65,6m-1m,rev+oca 7:3,0.238,18.28,76.94,0.603,0.893
15,0,15,70,6m,rev+oca 7:3,0.238,16.91,71.05,0.575,0.811
15,0,20,65,6m-1m,raccel+opm 5:5,0.237,18.42,77.86,0.607,0.874
25,10,15,50,6m,raccel+opm 5:5,0.237,15.32,64.49,0.543,0.765
30,0,35,35,6m,raccel+opm 5:5,0.237,15.58,65.81,0.549,0.842
20,0,20,60,6m,rev+oca 7:3,0.237,16.55,69.82,0.568,0.788
15,0,35,50,6m,raccel+opm 5:5,0.236,14.39,61.0,0.523,0.791
35,20,0,45,6m,raccel+opm 5:5,0.236,20.31,85.98,0.416,1.639
35,20,0,45,6m,rev+oca 7:3,0.236,20.31,85.98,0.416,1.639
35,20,0,45,6m,rev+opm 7:3,0.236,20.31,85.98,0.416,1.639
5,20,20,55,6m-1m,rev+oca 7:3,0.235,17.19,73.08,0.583,0.839
15,10,10,65,6m-1m,rev+opm 7:3,0.235,17.97,76.51,0.595,0.853
25,10,15,50,6m-1m,raccel+opm 5:5,0.234,15.68,67.06,0.56,0.797
20,0,15,65,6m-1m,rev+oca 7:3,0.234,17.9,76.51,0.596,0.839
20,10,10,60,6m-1m,rev+oca 7:3,0.234,17.31,73.83,0.585,0.791
5,5,35,55,6m-1m,raccel+opm 5:5,0.233,13.18,56.57,0.5,0.734
35,5,35,25,6m,raccel+opm 5:5,0.233,16.77,71.93,0.573,0.896
35,10,15,40,6m-1m,raccel+opm 5:5,0.233,17.47,74.91,0.602,0.878
0,20,10,70,6m-1m,rev+opm 7:3,0.233,17.19,73.87,0.582,0.845
0,0,35,65,6m-1m,raccel+opm 5:5,0.232,12.99,56.0,0.497,0.728
25,10,30,35,6m,raccel+opm 5:5,0.232,15.49,66.73,0.547,0.812
35,15,30,20,6m-1m,raccel+opm 5:5,0.232,14.84,64.08,0.539,0.787
30,10,10,50,6m,rev+oca 7:3,0.232,16.46,70.84,0.501,0.942
35,15,0,50,6m,raccel+opm 5:5,0.231,17.08,73.98,0.59,0.883
35,15,0,50,6m,rev+oca 7:3,0.231,17.08,73.98,0.59,0.883
35,15,0,50,6m,rev+opm 7:3,0.231,17.08,73.98,0.59,0.883
5,15,35,45,6m,raccel+opm 5:5,0.23,13.8,59.95,0.51,0.766
25,0,20,55,6m-1m,raccel+opm 5:5,0.23,15.98,69.57,0.564,0.83
0,20,30,50,6m-1m,rev+oca 7:3,0.23,14.3,62.26,0.527,0.771
5,15,30,50,6m-1m,rev+oca 7:3,0.229,15.22,66.59,0.543,0.818
5,5,30,60,6m-1m,raccel+opm 5:5,0.228,14.79,64.83,0.534,0.801
25,0,25,50,6m-1m,raccel+opm 5:5,0.228,16.1,70.63,0.563,0.824
25,15,20,40,6m-1m,raccel+opm 5:5,0.228,16.83,73.73,0.579,0.865
0,10,20,70,6m,rev+opm 7:3,0.228,16.34,71.72,0.56,0.789
5,10,35,50,6m,raccel+opm 5:5,0.227,13.39,58.86,0.503,0.757
30,5,30,35,6m,raccel+opm 5:5,0.227,14.86,65.47,0.536,0.803
15,5,15,65,6m,rev+oca 7:3,0.227,15.96,70.44,0.554,0.812
10,0,20,70,6m,raccel+opm 5:5,0.226,16.65,73.59,0.568,0.852
20,10,20,50,6m,raccel+opm 5:5,0.226,15.54,68.67,0.548,0.768
30,10,15,45,6m,raccel+opm 5:5,0.226,15.63,69.29,0.554,0.775
35,0,35,30,6m-1m,raccel+opm 5:5,0.226,15.67,69.23,0.556,0.863
10,15,10,65,6m,rev+oca 7:3,0.226,18.4,81.37,0.6,0.871
15,20,5,60,6m,rev+opm 7:3,0.225,15.54,69.05,0.549,0.805
0,20,15,65,6m-1m,raccel+opm 5:5,0.222,16.95,76.38,0.576,0.815
0,20,35,45,6m,raccel+opm 5:5,0.222,13.39,60.43,0.503,0.766
15,10,30,45,6m,raccel+opm 5:5,0.222,13.42,60.47,0.506,0.727
15,15,0,70,6m-1m,raccel+opm 5:5,0.222,14.07,63.49,0.524,0.756
20,15,15,50,6m-1m,raccel+opm 5:5,0.222,16.69,75.02,0.578,0.828
15,15,0,70,6m-1m,rev+oca 7:3,0.222,14.07,63.49,0.524,0.756
0,20,35,45,6m-1m,rev+opm 7:3,0.222,13.35,60.21,0.507,0.709
15,15,0,70,6m-1m,rev+opm 7:3,0.222,14.07,63.49,0.524,0.756
20,10,5,65,6m-1m,rev+opm 7:3,0.222,16.93,76.24,0.582,0.801
30,5,10,55,6m-1m,rev+opm 7:3,0.222,14.9,67.14,0.545,0.789
10,5,15,70,6m,raccel+opm 5:5,0.221,16.04,72.59,0.556,0.816
10,15,35,40,6m,raccel+opm 5:5,0.221,13.59,61.51,0.506,0.763
30,0,5,65,6m-1m,rev+opm 7:3,0.221,15.78,71.46,0.562,0.835
10,5,35,50,6m,raccel+opm 5:5,0.22,13.84,62.91,0.509,0.761
10,20,30,40,6m-1m,raccel+opm 5:5,0.22,13.88,62.95,0.515,0.733
20,10,25,45,6m-1m,raccel+opm 5:5,0.22,14.53,66.09,0.525,0.788
15,15,5,65,6m,rev+oca 7:3,0.22,16.41,74.64,0.567,0.807
25,15,10,50,6m-1m,rev+oca 7:3,0.22,15.62,71.03,0.558,0.773
20,5,20,55,6m-1m,raccel+opm 5:5,0.219,15.55,70.92,0.552,0.793
25,20,35,20,6m-1m,raccel+opm 5:5,0.219,13.63,62.39,0.51,0.757
15,15,35,35,6m-1m,raccel+opm 5:5,0.218,12.64,58.07,0.491,0.713
35,5,5,55,6m,raccel+opm 5:5,0.217,16.03,73.73,0.565,0.836
20,20,10,50,6m,rev+oca 7:3,0.217,14.45,66.61,0.528,0.74
15,10,30,45,6m-1m,raccel+opm 5:5,0.216,12.68,58.69,0.489,0.706
0,10,20,70,6m-1m,rev+oca 7:3,0.216,15.17,70.22,0.542,0.778
5,5,20,70,6m-1m,raccel+opm 5:5,0.215,15.86,73.74,0.556,0.81
5,15,10,70,6m-1m,raccel+opm 5:5,0.215,16.17,75.34,0.561,0.803
35,10,0,55,6m,raccel+opm 5:5,0.215,16.34,76.02,0.574,0.856
5,20,5,70,6m-1m,rev+oca 7:3,0.215,16.36,76.01,0.565,0.801
35,10,0,55,6m,rev+oca 7:3,0.215,16.34,76.02,0.574,0.856
35,10,0,55,6m,rev+opm 7:3,0.215,16.34,76.02,0.574,0.856
25,0,5,70,6m-1m,raccel+opm 5:5,0.214,15.92,74.39,0.564,0.817
25,5,5,65,6m-1m,raccel+opm 5:5,0.214,15.48,72.41,0.558,0.831
25,20,15,40,6m-1m,raccel+opm 5:5,0.214,15.19,70.92,0.547,0.781
0,5,25,70,6m,raccel+opm 5:5,0.213,13.54,63.5,0.508,0.742
5,15,10,70,6m-1m,rev+opm 7:3,0.212,15.95,75.36,0.556,0.782
15,15,20,50,6m,raccel+opm 5:5,0.211,14.51,68.87,0.53,0.761
0,15,15,70,6m-1m,rev+oca 7:3,0.211,16.71,79.32,0.57,0.801
30,10,10,50,6m-1m,rev+opm 7:3,0.211,14.7,69.74,0.541,0.789
5,20,35,40,6m,raccel+opm 5:5,0.21,13.51,64.47,0.505,0.767
20,15,15,50,6m,raccel+opm 5:5,0.21,13.57,64.76,0.511,0.739
15,10,5,70,6m-1m,rev+opm 7:3,0.21,15.44,73.6,0.549,0.785
20,15,10,55,6m-1m,rev+opm 7:3,0.21,16.26,77.52,0.568,0.799
15,15,15,55,6m-1m,raccel+opm 5:5,0.209,14.96,71.74,0.541,0.733
0,10,30,60,6m-1m,raccel+opm 5:5,0.208,13.1,62.98,0.499,0.717
10,10,10,70,6m,rev+opm 7:3,0.208,16.36,78.82,0.564,0.813
10,20,35,35,6m,raccel+opm 5:5,0.207,12.84,61.99,0.493,0.738
30,10,10,50,6m-1m,raccel+opm 5:5,0.207,14.4,69.56,0.537,0.77
15,15,30,40,6m,raccel+opm 5:5,0.206,12.82,62.35,0.494,0.739
20,5,20,55,6m,raccel+opm 5:5,0.206,15.71,76.13,0.549,0.804
25,0,30,45,6m,raccel+opm 5:5,0.206,13.45,65.22,0.506,0.747
25,10,10,55,6m-1m,raccel+opm 5:5,0.205,14.73,71.99,0.539,0.772
20,20,10,50,6m,raccel+opm 5:5,0.204,14.2,69.67,0.523,0.766
15,20,10,55,6m-1m,rev+oca 7:3,0.204,15.37,75.24,0.548,0.79
30,0,10,60,6m-1m,rev+oca 7:3,0.204,14.73,72.1,0.537,0.784
0,20,15,65,6m-1m,rev+opm 7:3,0.204,15.51,75.99,0.549,0.799
15,15,30,40,6m-1m,raccel+opm 5:5,0.203,13.5,66.44,0.508,0.744
20,15,5,60,6m-1m,raccel+opm 5:5,0.203,14.46,71.22,0.534,0.73
5,5,25,65,6m,raccel+opm 5:5,0.202,13.05,64.57,0.498,0.732
25,5,25,45,6m,raccel+opm 5:5,0.202,14.33,71.07,0.523,0.761
25,10,35,30,6m,raccel+opm 5:5,0.202,12.49,61.85,0.486,0.73
30,5,30,35,6m-1m,raccel+opm 5:5,0.202,11.92,58.88,0.477,0.713
30,15,5,50,6m,rev+oca 7:3,0.202,13.8,68.28,0.516,0.764
10,15,10,65,6m-1m,rev+opm 7:3,0.202,15.4,76.09,0.547,0.788
5,15,25,55,6m,raccel+opm 5:5,0.201,13.07,64.93,0.498,0.746
10,20,15,55,6m,raccel+opm 5:5,0.201,15.94,79.17,0.558,0.814
15,0,25,60,6m,raccel+opm 5:5,0.201,14.48,72.12,0.525,0.795
10,20,15,55,6m,rev+oca 7:3,0.201,14.01,69.66,0.518,0.753
15,5,10,70,6m-1m,rev+opm 7:3,0.201,16.0,79.68,0.557,0.803
25,15,5,55,6m-1m,rev+opm 7:3,0.201,14.47,72.12,0.538,0.758
0,15,35,50,6m,raccel+opm 5:5,0.2,12.3,61.6,0.481,0.736
5,0,25,70,6m,raccel+opm 5:5,0.2,12.72,63.47,0.491,0.728
5,10,25,60,6m-1m,raccel+opm 5:5,0.2,12.86,64.16,0.495,0.731
10,0,35,55,6m-1m,raccel+opm 5:5,0.2,11.92,59.49,0.475,0.707
15,15,5,65,6m-1m,rev+oca 7:3,0.2,14.43,72.22,0.53,0.756
5,20,20,55,6m-1m,rev+opm 7:3,0.2,13.67,68.4,0.511,0.747
10,15,25,50,6m-1m,raccel+opm 5:5,0.199,12.33,61.85,0.485,0.7
35,15,5,45,6m,raccel+opm 5:5,0.199,15.33,77.04,0.552,0.826
10,15,10,65,6m,rev+opm 7:3,0.199,15.9,79.93,0.553,0.782
0,20,20,60,6m,raccel+opm 5:5,0.198,14.69,74.11,0.529,0.783
0,20,30,50,6m,raccel+opm 5:5,0.198,11.85,59.96,0.473,0.718
10,15,10,65,6m-1m,rev+oca 7:3,0.198,14.63,73.86,0.533,0.775
35,10,10,45,6m,raccel+opm 5:5,0.197,14.7,74.82,0.538,0.771
5,20,25,50,6m,raccel+opm 5:5,0.196,12.44,63.45,0.486,0.723
20,0,20,60,6m,raccel+opm 5:5,0.196,14.47,73.68,0.524,0.771
25,20,5,50,6m,rev+opm 7:3,0.196,13.05,66.41,0.5,0.728
15,20,10,55,6m,raccel+opm 5:5,0.195,13.97,71.79,0.52,0.704
25,15,35,25,6m-1m,raccel+opm 5:5,0.195,11.74,60.11,0.472,0.695
0,20,10,70,6m-1m,rev+oca 7:3,0.195,14.62,74.88,0.532,0.766
10,20,10,60,6m-1m,rev+oca 7:3,0.195,15.19,77.96,0.543,0.793
15,5,10,70,6m-1m,rev+oca 7:3,0.195,16.18,82.83,0.56,0.811
15,20,20,45,6m,rev+oca 7:3,0.195,12.4,63.55,0.487,0.703
10,20,5,65,6m,raccel+opm 5:5,0.194,14.67,75.69,0.531,0.77
10,20,10,60,6m,raccel+opm 5:5,0.194,15.6,80.52,0.55,0.756
0,15,20,65,6m-1m,rev+opm 7:3,0.194,14.02,72.42,0.518,0.74
15,20,10,55,6m-1m,rev+opm 7:3,0.194,14.36,73.94,0.527,0.745
0,15,20,65,6m-1m,raccel+opm 5:5,0.193,14.33,74.16,0.526,0.761
15,5,35,45,6m,raccel+opm 5:5,0.193,11.29,58.55,0.462,0.685
20,20,15,45,6m,raccel+opm 5:5,0.193,13.13,67.95,0.501,0.737
20,15,10,55,6m-1m,rev+oca 7:3,0.193,14.65,75.83,0.535,0.717
30,15,5,50,6m,rev+opm 7:3,0.193,13.54,70.16,0.511,0.756
0,20,25,55,6m-1m,raccel+opm 5:5,0.192,12.85,67.09,0.495,0.744
20,20,20,40,6m-1m,raccel+opm 5:5,0.192,12.45,64.79,0.488,0.703
15,10,5,70,6m-1m,rev+oca 7:3,0.192,14.92,77.6,0.538,0.78
30,5,5,60,6m-1m,rev+oca 7:3,0.192,13.73,71.37,0.521,0.755
15,15,5,65,6m-1m,rev+opm 7:3,0.192,14.32,74.75,0.527,0.753
5,15,35,45,6m-1m,raccel+opm 5:5,0.191,10.91,56.99,0.455,0.672
15,15,10,60,6m-1m,raccel+opm 5:5,0.191,13.22,69.04,0.506,0.688
20,0,25,55,6m,raccel+opm 5:5,0.191,13.41,70.36,0.504,0.751
10,20,20,50,6m-1m,rev+oca 7:3,0.191,13.2,69.25,0.503,0.729
10,20,20,50,6m-1m,rev+opm 7:3,0.189,13.51,71.61,0.51,0.739
15,5,30,50,6m,raccel+opm 5:5,0.187,11.84,63.27,0.474,0.688
5,15,30,50,6m-1m,rev+opm 7:3,0.187,11.71,62.68,0.472,0.701
10,15,5,70,6m-1m,rev+opm 7:3,0.187,13.5,72.21,0.509,0.732
5,20,15,60,6m-1m,raccel+opm 5:5,0.186,14.36,77.12,0.525,0.762
10,5,30,55,6m,raccel+opm 5:5,0.186,11.67,62.69,0.469,0.691
30,0,15,55,6m-1m,rev+oca 7:3,0.186,13.55,72.89,0.511,0.756
15,10,20,55,6m-1m,raccel+opm 5:5,0.185,13.88,75.18,0.52,0.75
10,10,10,70,6m-1m,rev+oca 7:3,0.185,14.84,80.45,0.536,0.763
10,15,25,50,6m,raccel+opm 5:5,0.184,11.77,63.99,0.473,0.691
5,20,10,65,6m-1m,rev+oca 7:3,0.184,13.99,75.85,0.519,0.729
15,10,35,40,6m,raccel+opm 5:5,0.182,10.23,56.22,0.441,0.642
25,5,5,65,6m-1m,rev+opm 7:3,0.182,13.68,75.08,0.517,0.757
30,5,10,55,6m,rev+opm 7:3,0.182,12.98,71.23,0.498,0.72
5,15,25,55,6m-1m,raccel+opm 5:5,0.181,11.36,62.61,0.466,0.661
20,15,10,55,6m-1m,raccel+opm 5:5,0.18,13.42,74.47,0.511,0.713
25,20,10,45,6m-1m,raccel+opm 5:5,0.18,13.17,73.06,0.508,0.736
35,15,10,40,6m,raccel+opm 5:5,0.18,14.19,79.02,0.529,0.732
30,10,5,55,6m-1m,raccel+opm 5:5,0.179,13.33,74.41,0.513,0.725
15,20,5,60,6m,rev+oca 7:3,0.179,12.65,70.48,0.491,0.717
15,0,15,70,6m-1m,raccel+opm 5:5,0.178,13.05,73.16,0.503,0.674
15,20,15,50,6m-1m,raccel+opm 5:5,0.178,12.54,70.36,0.49,0.713
20,0,25,55,6m-1m,raccel+opm 5:5,0.178,12.49,70.1,0.487,0.708
0,10,30,60,6m-1m,rev+opm 7:3,0.178,12.34,69.17,0.484,0.705
20,20,5,55,6m,rev+opm 7:3,0.178,12.63,71.13,0.492,0.679
10,5,20,65,6m-1m,raccel+opm 5:5,0.177,13.56,76.77,0.511,0.745
10,15,5,70,6m,raccel+opm 5:5,0.177,12.93,73.24,0.498,0.724
20,0,10,70,6m-1m,raccel+opm 5:5,0.177,12.87,72.74,0.499,0.665
25,0,15,60,6m-1m,raccel+opm 5:5,0.177,13.29,75.18,0.508,0.7
25,20,0,55,6m-1m,raccel+opm 5:5,0.177,12.18,68.77,0.489,0.704
5,20,25,50,6m-1m,rev+oca 7:3,0.177,11.69,66.12,0.472,0.69
25,20,0,55,6m-1m,rev+oca 7:3,0.177,12.18,68.77,0.489,0.704
25,20,0,55,6m-1m,rev+opm 7:3,0.177,12.18,68.77,0.489,0.704
5,15,30,50,6m,raccel+opm 5:5,0.176,10.39,58.93,0.445,0.638
5,10,30,55,6m-1m,raccel+opm 5:5,0.175,10.99,62.91,0.457,0.659
10,10,30,50,6m,raccel+opm 5:5,0.175,10.71,61.35,0.451,0.66
0,20,20,60,6m-1m,rev+opm 7:3,0.175,12.18,69.46,0.482,0.686
15,20,5,60,6m,raccel+opm 5:5,0.174,12.68,72.85,0.493,0.719
10,0,25,65,6m,raccel+opm 5:5,0.173,11.27,65.16,0.463,0.685
25,20,5,50,6m-1m,raccel+opm 5:5,0.173,12.33,71.13,0.492,0.696
25,10,5,60,6m-1m,rev+oca 7:3,0.173,12.46,71.96,0.491,0.706
10,5,15,70,6m-1m,raccel+opm 5:5,0.172,12.97,75.46,0.501,0.676
25,15,5,55,6m-1m,rev+oca 7:3,0.172,11.98,69.8,0.483,0.678
15,5,15,65,6m,raccel+opm 5:5,0.171,12.9,75.61,0.497,0.709
15,10,15,60,6m-1m,raccel+opm 5:5,0.171,13.05,76.5,0.502,0.681
25,10,35,30,6m-1m,raccel+opm 5:5,0.171,11.9,69.67,0.475,0.702
35,10,35,20,6m,raccel+opm 5:5,0.171,11.98,70.08,0.479,0.709
0,20,25,55,6m-1m,rev+oca 7:3,0.171,11.41,66.61,0.466,0.686
30,5,10,55,6m,rev+oca 7:3,0.171,11.38,66.45,0.465,0.669
10,15,20,55,6m,raccel+opm 5:5,0.17,12.56,73.98,0.49,0.711
20,10,25,45,6m,raccel+opm 5:5,0.17,11.07,65.01,0.458,0.667
35,5,10,50,6m,raccel+opm 5:5,0.17,12.68,74.5,0.495,0.707
20,0,10,70,6m-1m,rev+oca 7:3,0.17,12.73,75.01,0.494,0.68
30,5,10,55,6m-1m,rev+oca 7:3,0.17,11.84,69.51,0.478,0.68
30,0,10,60,6m-1m,rev+opm 7:3,0.169,12.28,72.72,0.486,0.711
5,15,10,70,6m-1m,rev+oca 7:3,0.168,12.62,75.19,0.491,0.681
25,20,5,50,6m,rev+oca 7:3,0.168,10.9,64.91,0.456,0.645
10,20,10,60,6m-1m,rev+opm 7:3,0.168,12.93,77.01,0.498,0.719
25,5,10,60,6m-1m,rev+opm 7:3,0.168,11.56,68.71,0.47,0.67
10,0,25,65,6m-1m,raccel+opm 5:5,0.167,12.03,72.21,0.478,0.686
5,20,35,40,6m-1m,raccel+opm 5:5,0.166,10.51,63.41,0.447,0.663
20,10,5,65,6m-1m,rev+oca 7:3,0.166,12.5,75.43,0.491,0.677
10,10,30,50,6m-1m,raccel+opm 5:5,0.165,10.77,65.26,0.453,0.65
10,20,35,35,6m-1m,raccel+opm 5:5,0.165,9.96,60.45,0.436,0.638
15,15,5,65,6m-1m,raccel+opm 5:5,0.165,10.61,64.4,0.451,0.625
20,0,15,65,6m-1m,raccel+opm 5:5,0.165,12.84,77.85,0.499,0.69
10,15,5,70,6m-1m,raccel+opm 5:5,0.164,11.45,69.91,0.468,0.649
10,15,10,65,6m-1m,raccel+opm 5:5,0.164,11.99,72.95,0.478,0.68
15,0,30,55,6m,raccel+opm 5:5,0.164,11.68,71.23,0.469,0.698
15,10,5,70,6m,raccel+opm 5:5,0.164,11.44,69.75,0.468,0.645
15,15,15,55,6m,raccel+opm 5:5,0.164,11.65,70.92,0.472,0.679
20,10,10,60,6m-1m,raccel+opm 5:5,0.164,12.03,73.3,0.482,0.662
25,5,0,70,6m-1m,raccel+opm 5:5,0.164,11.42,69.8,0.47,0.656
25,15,5,55,6m-1m,raccel+opm 5:5,0.164,12.51,76.08,0.495,0.704
30,15,35,20,6m-1m,raccel+opm 5:5,0.164,10.74,65.36,0.452,0.667
20,5,10,65,6m-1m,rev+oca 7:3,0.164,12.6,76.95,0.492,0.68
25,5,0,70,6m-1m,rev+oca 7:3,0.164,11.42,69.8,0.47,0.656
25,5,0,70,6m-1m,rev+opm 7:3,0.164,11.42,69.8,0.47,0.656
25,15,5,55,6m,rev+opm 7:3,0.164,11.18,68.12,0.461,0.665
0,15,30,55,6m-1m,raccel+opm 5:5,0.163,9.78,60.04,0.432,0.637
30,5,5,60,6m-1m,raccel+opm 5:5,0.163,12.84,78.84,0.501,0.725
0,15,35,50,6m-1m,rev+oca 7:3,0.162,10.47,64.66,0.447,0.666
0,5,35,60,6m-1m,raccel+opm 5:5,0.16,9.32,58.28,0.423,0.614
10,10,10,70,6m-1m,raccel+opm 5:5,0.16,11.74,73.22,0.474,0.665
35,5,35,25,6m-1m,raccel+opm 5:5,0.16,11.19,69.92,0.463,0.674
25,0,10,65,6m-1m,rev+oca 7:3,0.16,11.76,73.34,0.475,0.662
10,20,30,40,6m,rev+opm 7:3,0.16,10.76,67.14,0.454,0.638
10,10,35,45,6m,raccel+opm 5:5,0.158,9.65,61.04,0.43,0.633
25,20,5,50,6m-1m,rev+opm 7:3,0.157,11.36,72.5,0.469,0.653
35,10,5,50,6m,raccel+opm 5:5,0.156,12.09,77.61,0.483,0.701
30,10,5,55,6m,rev+opm 7:3,0.156,10.63,68.24,0.451,0.637
25,5,30,40,6m,raccel+opm 5:5,0.155,10.65,68.77,0.45,0.664
25,5,35,35,6m-1m,raccel+opm 5:5,0.155,10.7,69.12,0.451,0.673
10,10,10,70,6m,rev+oca 7:3,0.155,11.8,76.15,0.473,0.674
15,10,15,60,6m,raccel+opm 5:5,0.154,11.39,73.84,0.467,0.672
20,0,15,65,6m,raccel+opm 5:5,0.154,10.76,69.67,0.454,0.632
20,15,0,65,6m-1m,raccel+opm 5:5,0.153,10.35,67.71,0.446,0.628
20,15,0,65,6m-1m,rev+oca 7:3,0.153,10.35,67.71,0.446,0.628
20,15,0,65,6m-1m,rev+opm 7:3,0.153,10.35,67.71,0.446,0.628
30,5,5,60,6m-1m,rev+opm 7:3,0.153,11.34,74.24,0.469,0.671
10,0,20,70,6m-1m,raccel+opm 5:5,0.152,11.47,75.66,0.467,0.681
15,5,25,55,6m,raccel+opm 5:5,0.152,10.76,70.67,0.452,0.658
30,0,30,40,6m-1m,raccel+opm 5:5,0.152,10.09,66.45,0.438,0.661
25,5,10,60,6m-1m,rev+oca 7:3,0.152,10.74,70.74,0.454,0.639
25,15,5,55,6m,rev+oca 7:3,0.152,11.01,72.4,0.457,0.66
35,0,5,60,6m,rev+oca 7:3,0.152,10.77,70.68,0.455,0.655
10,10,10,70,6m,raccel+opm 5:5,0.151,11.22,74.14,0.464,0.638
20,20,10,50,6m-1m,raccel+opm 5:5,0.151,11.31,74.93,0.467,0.66
15,15,20,50,6m-1m,raccel+opm 5:5,0.15,10.94,72.73,0.458,0.639
20,5,35,40,6m-1m,raccel+opm 5:5,0.15,9.82,65.59,0.431,0.657
0,15,25,60,6m-1m,raccel+opm 5:5,0.149,10.61,71.35,0.449,0.671
20,20,5,55,6m,rev+oca 7:3,0.149,10.6,71.15,0.451,0.632
25,5,5,65,6m-1m,rev+oca 7:3,0.149,11.21,75.14,0.464,0.676
15,10,10,65,6m,rev+opm 7:3,0.147,11.27,76.45,0.463,0.683
20,5,35,40,6m,raccel+opm 5:5,0.146,9.2,62.91,0.42,0.634
30,10,5,55,6m,rev+oca 7:3,0.146,9.84,67.19,0.434,0.612
