gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_accel_z,gp_growth_z,0.0,10,10,60,20,6m,-41.03,75.53,-0.543,-0.908,-1.131
rev_accel_z,gp_growth_z,0.0,10,10,60,20,6m-1m,-52.05,84.33,-0.617,-1.353,-1.456
rev_accel_z,gp_growth_z,0.0,10,10,60,20,12m,-35.12,71.67,-0.49,-0.854,-1.28
rev_accel_z,gp_growth_z,0.0,10,10,60,20,12m-1m,-41.3,78.59,-0.525,-1.164,-1.622
rev_accel_z,gp_growth_z,0.0,15,5,50,30,6m,-28.24,69.06,-0.409,-0.523,-0.818
rev_accel_z,gp_growth_z,0.0,15,5,50,30,6m-1m,-35.71,73.35,-0.487,-0.886,-1.239
rev_accel_z,gp_growth_z,0.0,15,5,50,30,12m,-22.79,62.35,-0.366,-0.368,-0.595
rev_accel_z,gp_growth_z,0.0,15,5,50,30,12m-1m,-25.02,61.62,-0.406,-0.451,-0.723
rev_accel_z,gp_growth_z,0.0,5,5,70,20,6m,-27.08,64.18,-0.422,-0.537,-0.859
rev_accel_z,gp_growth_z,0.0,5,5,70,20,6m-1m,-39.02,74.83,-0.521,-1.075,-1.505
rev_accel_z,gp_growth_z,0.0,5,5,70,20,12m,-39.87,74.16,-0.538,-1.057,-1.63
rev_accel_z,gp_growth_z,0.0,5,5,70,20,12m-1m,-38.7,75.44,-0.513,-1.022,-1.535
rev_accel_z,gp_growth_z,0.0,10,10,55,25,6m,-53.42,86.89,-0.615,-1.486,-1.71
rev_accel_z,gp_growth_z,0.0,10,10,55,25,6m-1m,-43.84,79.03,-0.555,-1.243,-1.72
rev_accel_z,gp_growth_z,0.0,10,10,55,25,12m,-37.67,73.2,-0.515,-0.931,-1.399
rev_accel_z,gp_growth_z,0.0,10,10,55,25,12m-1m,-34.23,69.18,-0.495,-0.831,-1.253
rev_accel_z,gp_growth_z,0.0,10,10,20,60,6m,-33.27,84.34,-0.394,-0.203,-0.176
rev_accel_z,gp_growth_z,0.0,10,10,20,60,6m-1m,-20.31,69.08,-0.294,-0.172,-0.164
rev_accel_z,gp_growth_z,0.0,10,10,20,60,12m,-2.25,48.14,-0.047,0.205,0.29
rev_accel_z,gp_growth_z,0.0,10,10,20,60,12m-1m,7.75,45.06,0.172,0.401,0.462
rev_accel_z,gp_growth_z,0.0,15,10,20,55,6m,-11.37,77.64,-0.146,0.062,0.06
rev_accel_z,gp_growth_z,0.0,15,10,20,55,6m-1m,-7.35,68.74,-0.107,0.14,0.133
rev_accel_z,gp_growth_z,0.0,15,10,20,55,12m,5.15,48.08,0.107,0.344,0.489
rev_accel_z,gp_growth_z,0.0,15,10,20,55,12m-1m,-0.46,44.27,-0.01,0.213,0.247
rev_accel_z,gp_growth_z,0.0,10,5,25,60,6m,-19.77,78.22,-0.253,-0.044,-0.042
rev_accel_z,gp_growth_z,0.0,10,5,25,60,6m-1m,-18.35,70.03,-0.262,-0.117,-0.113
rev_accel_z,gp_growth_z,0.0,10,5,25,60,12m,2.75,45.47,0.061,0.303,0.434
rev_accel_z,gp_growth_z,0.0,10,5,25,60,12m-1m,10.54,44.64,0.236,0.44,0.636
rev_accel_z,gp_growth_z,0.0,20,10,15,55,6m,-8.27,75.35,-0.11,0.124,0.116
rev_accel_z,gp_growth_z,0.0,20,10,15,55,6m-1m,14.06,51.17,0.275,0.545,0.587
rev_accel_z,gp_growth_z,0.0,20,10,15,55,12m,-32.85,76.73,-0.428,-0.298,-0.259
rev_accel_z,gp_growth_z,0.0,20,10,15,55,12m-1m,-16.69,69.13,-0.241,0.092,0.078
rev_accel_z,gp_growth_z,0.0,25,25,25,25,6m,-33.64,66.79,-0.504,-0.814,-0.981
rev_accel_z,gp_growth_z,0.0,25,25,25,25,6m-1m,-28.61,60.08,-0.476,-0.648,-0.794
rev_accel_z,gp_growth_z,0.0,25,25,25,25,12m,-31.61,64.95,-0.487,-0.62,-0.676
rev_accel_z,gp_growth_z,0.0,25,25,25,25,12m-1m,-21.25,54.87,-0.387,-0.317,-0.382
rev_accel_z,gp_growth_z,0.0,20,20,30,30,6m,-36.15,73.09,-0.495,-0.873,-1.068
rev_accel_z,gp_growth_z,0.0,20,20,30,30,6m-1m,-32.28,76.05,-0.424,-0.666,-0.734
rev_accel_z,gp_growth_z,0.0,20,20,30,30,12m,-29.55,70.57,-0.419,-0.53,-0.587
rev_accel_z,gp_growth_z,0.0,20,20,30,30,12m-1m,-28.43,71.18,-0.399,-0.57,-0.669
rev_accel_z,gp_growth_z,0.0,20,20,20,40,6m,-33.06,75.2,-0.44,-0.625,-0.634
rev_accel_z,gp_growth_z,0.0,20,20,20,40,6m-1m,-22.14,65.59,-0.338,-0.303,-0.299
rev_accel_z,gp_growth_z,0.0,20,20,20,40,12m,-32.75,71.2,-0.46,-0.472,-0.434
rev_accel_z,gp_growth_z,0.0,20,20,20,40,12m-1m,-13.66,50.41,-0.271,-0.068,-0.074
rev_accel_z,gp_growth_z,0.0,30,5,50,15,6m,-35.81,67.49,-0.531,-0.85,-0.998
rev_accel_z,gp_growth_z,0.0,30,5,50,15,6m-1m,-45.51,77.36,-0.588,-1.251,-1.444
rev_accel_z,gp_growth_z,0.0,30,5,50,15,12m,-43.82,76.73,-0.571,-1.064,-1.15
rev_accel_z,gp_growth_z,0.0,30,5,50,15,12m-1m,-40.46,72.82,-0.556,-1.058,-1.243
rev_accel_z,gp_growth_z,0.0,5,30,15,50,6m,-30.76,77.42,-0.397,-0.401,-0.359
rev_accel_z,gp_growth_z,0.0,5,30,15,50,6m-1m,-10.86,58.41,-0.186,-0.001,-0.001
rev_accel_z,gp_growth_z,0.0,5,30,15,50,12m,-15.84,69.81,-0.227,0.069,0.061
rev_accel_z,gp_growth_z,0.0,5,30,15,50,12m-1m,-25.38,65.26,-0.389,-0.252,-0.229
rev_accel_z,gp_growth_z,0.0,15,15,45,25,6m,-47.36,82.62,-0.573,-1.191,-1.383
rev_accel_z,gp_growth_z,0.0,15,15,45,25,6m-1m,-45.77,83.0,-0.551,-1.088,-1.235
rev_accel_z,gp_growth_z,0.0,15,15,45,25,12m,-40.43,76.95,-0.525,-0.775,-0.899
rev_accel_z,gp_growth_z,0.0,15,15,45,25,12m-1m,-49.03,83.97,-0.584,-1.22,-1.339
rev_accel_z,gp_growth_z,0.1,40,10,30,20,6m,-15.73,44.49,-0.354,-0.246,-0.331
rev_accel_z,gp_growth_z,0.1,40,10,30,20,6m-1m,-14.79,44.1,-0.335,-0.251,-0.309
rev_accel_z,gp_growth_z,0.1,40,10,30,20,12m,-12.73,42.42,-0.3,-0.184,-0.232
rev_accel_z,gp_growth_z,0.1,40,10,30,20,12m-1m,-13.62,47.66,-0.286,-0.195,-0.249
rev_accel_z,gp_growth_z,0.1,35,15,25,25,6m,-22.96,53.61,-0.428,-0.422,-0.475
rev_accel_z,gp_growth_z,0.1,35,15,25,25,6m-1m,-0.2,37.67,-0.005,0.207,0.23
rev_accel_z,gp_growth_z,0.1,35,15,25,25,12m,-23.47,56.91,-0.412,-0.366,-0.375
rev_accel_z,gp_growth_z,0.1,35,15,25,25,12m-1m,-22.41,52.62,-0.426,-0.409,-0.462
rev_accel_z,gp_growth_z,0.1,30,10,30,30,6m,-34.34,69.57,-0.494,-0.806,-0.898
rev_accel_z,gp_growth_z,0.1,30,10,30,30,6m-1m,-24.79,61.99,-0.4,-0.481,-0.546
rev_accel_z,gp_growth_z,0.1,30,10,30,30,12m,-31.61,69.73,-0.453,-0.537,-0.55
rev_accel_z,gp_growth_z,0.1,30,10,30,30,12m-1m,-24.53,62.68,-0.391,-0.375,-0.396
rev_accel_z,gp_growth_z,0.1,10,40,30,20,6m,-36.99,70.75,-0.523,-0.857,-1.072
rev_accel_z,gp_growth_z,0.1,10,40,30,20,6m-1m,-30.69,65.5,-0.468,-0.647,-0.804
rev_accel_z,gp_growth_z,0.1,10,40,30,20,12m,-43.89,79.19,-0.554,-1.086,-1.309
rev_accel_z,gp_growth_z,0.1,10,40,30,20,12m-1m,-42.96,78.47,-0.547,-1.079,-1.292
rev_accel_z,gp_growth_z,0.1,15,35,25,25,6m,-36.47,69.78,-0.523,-0.89,-1.073
rev_accel_z,gp_growth_z,0.1,15,35,25,25,6m-1m,-18.54,56.17,-0.33,-0.249,-0.309
rev_accel_z,gp_growth_z,0.1,15,35,25,25,12m,-35.34,74.61,-0.474,-0.807,-1.015
rev_accel_z,gp_growth_z,0.1,15,35,25,25,12m-1m,-40.19,76.1,-0.528,-0.987,-1.193
rev_accel_z,gp_growth_z,0.1,20,30,20,30,6m,-25.67,54.48,-0.471,-0.507,-0.597
rev_accel_z,gp_growth_z,0.1,20,30,20,30,6m-1m,-13.33,44.41,-0.3,-0.128,-0.166
rev_accel_z,gp_growth_z,0.1,20,30,20,30,12m,-19.61,61.08,-0.321,-0.175,-0.186
rev_accel_z,gp_growth_z,0.1,20,30,20,30,12m-1m,-29.05,69.26,-0.419,-0.449,-0.461
rev_accel_z,gp_growth_z,0.1,10,10,60,20,6m,-55.17,85.1,-0.648,-1.488,-1.585
rev_accel_z,gp_growth_z,0.1,10,10,60,20,6m-1m,-37.69,67.88,-0.555,-1.027,-1.439
rev_accel_z,gp_growth_z,0.1,10,10,60,20,12m,-47.77,79.13,-0.604,-1.487,-2.122
rev_accel_z,gp_growth_z,0.1,10,10,60,20,12m-1m,-43.51,75.63,-0.575,-1.254,-1.739
rev_accel_z,gp_growth_z,0.1,15,5,50,30,6m,-29.19,62.65,-0.466,-0.582,-0.881
rev_accel_z,gp_growth_z,0.1,15,5,50,30,6m-1m,-34.71,67.72,-0.513,-0.849,-1.162
rev_accel_z,gp_growth_z,0.1,15,5,50,30,12m,-10.8,55.92,-0.193,0.127,0.339
rev_accel_z,gp_growth_z,0.1,15,5,50,30,12m-1m,-30.76,64.09,-0.48,-0.467,-0.887
rev_accel_z,gp_growth_z,0.1,5,5,70,20,6m,-40.66,73.4,-0.554,-1.126,-1.583
rev_accel_z,gp_growth_z,0.1,5,5,70,20,6m-1m,-38.08,71.75,-0.531,-1.023,-1.433
rev_accel_z,gp_growth_z,0.1,5,5,70,20,12m,-47.08,79.5,-0.592,-1.463,-2.059
rev_accel_z,gp_growth_z,0.1,5,5,70,20,12m-1m,-45.85,79.11,-0.58,-1.372,-1.938
rev_accel_z,gp_growth_z,0.1,10,10,55,25,6m,-29.56,64.65,-0.457,-0.595,-0.877
rev_accel_z,gp_growth_z,0.1,10,10,55,25,6m-1m,-41.67,73.17,-0.569,-1.166,-1.626
rev_accel_z,gp_growth_z,0.1,10,10,55,25,12m,-32.22,67.16,-0.48,-0.705,-1.134
rev_accel_z,gp_growth_z,0.1,10,10,55,25,12m-1m,-42.5,76.26,-0.557,-1.182,-1.663
rev_accel_z,gp_growth_z,0.1,10,10,20,60,6m,-30.45,85.4,-0.357,-0.136,-0.119
rev_accel_z,gp_growth_z,0.1,10,10,20,60,6m-1m,-26.8,75.08,-0.357,-0.336,-0.322
rev_accel_z,gp_growth_z,0.1,10,10,20,60,12m,3.67,42.53,0.086,0.315,0.452
rev_accel_z,gp_growth_z,0.1,10,10,20,60,12m-1m,8.65,46.94,0.184,0.422,0.471
rev_accel_z,gp_growth_z,0.1,15,10,20,55,6m,-11.12,74.95,-0.148,0.066,0.064
rev_accel_z,gp_growth_z,0.1,15,10,20,55,6m-1m,-8.87,67.13,-0.132,0.108,0.103
rev_accel_z,gp_growth_z,0.1,15,10,20,55,12m,-7.45,44.88,-0.166,0.043,0.05
rev_accel_z,gp_growth_z,0.1,15,10,20,55,12m-1m,0.79,35.33,0.022,0.219,0.273
rev_accel_z,gp_growth_z,0.1,10,5,25,60,6m,-15.78,72.92,-0.216,-0.037,-0.037
rev_accel_z,gp_growth_z,0.1,10,5,25,60,6m-1m,-8.0,55.85,-0.143,0.046,0.05
rev_accel_z,gp_growth_z,0.1,10,5,25,60,12m,3.05,40.82,0.075,0.307,0.447
rev_accel_z,gp_growth_z,0.1,10,5,25,60,12m-1m,2.22,48.61,0.046,0.291,0.416
rev_accel_z,gp_growth_z,0.1,20,10,15,55,6m,-15.78,81.21,-0.194,0.056,0.05
rev_accel_z,gp_growth_z,0.1,20,10,15,55,6m-1m,-5.53,68.09,-0.081,0.179,0.163
rev_accel_z,gp_growth_z,0.1,20,10,15,55,12m,-30.36,74.88,-0.405,-0.235,-0.202
rev_accel_z,gp_growth_z,0.1,20,10,15,55,12m-1m,-8.19,69.36,-0.118,0.272,0.227
rev_accel_z,gp_growth_z,0.1,25,25,25,25,6m,-31.53,64.5,-0.489,-0.728,-0.901
rev_accel_z,gp_growth_z,0.1,25,25,25,25,6m-1m,-25.74,57.13,-0.451,-0.532,-0.661
rev_accel_z,gp_growth_z,0.1,25,25,25,25,12m,-36.47,71.12,-0.513,-0.784,-0.865
rev_accel_z,gp_growth_z,0.1,25,25,25,25,12m-1m,-27.02,63.58,-0.425,-0.457,-0.51
rev_accel_z,gp_growth_z,0.1,20,20,30,30,6m,-28.5,66.97,-0.426,-0.592,-0.737
rev_accel_z,gp_growth_z,0.1,20,20,30,30,6m-1m,-31.43,73.73,-0.426,-0.63,-0.694
rev_accel_z,gp_growth_z,0.1,20,20,30,30,12m,-27.51,68.56,-0.401,-0.437,-0.472
rev_accel_z,gp_growth_z,0.1,20,20,30,30,12m-1m,-22.14,59.1,-0.375,-0.308,-0.347
rev_accel_z,gp_growth_z,0.1,20,20,20,40,6m,-24.46,72.32,-0.338,-0.35,-0.367
rev_accel_z,gp_growth_z,0.1,20,20,20,40,6m-1m,-25.32,67.99,-0.372,-0.402,-0.398
rev_accel_z,gp_growth_z,0.1,20,20,20,40,12m,-29.48,66.28,-0.445,-0.362,-0.34
rev_accel_z,gp_growth_z,0.1,20,20,20,40,12m-1m,-14.99,51.03,-0.294,-0.087,-0.094
rev_accel_z,gp_growth_z,0.1,30,5,50,15,6m,-42.24,77.23,-0.547,-1.068,-1.218
rev_accel_z,gp_growth_z,0.1,30,5,50,15,6m-1m,-46.85,78.43,-0.597,-1.314,-1.574
rev_accel_z,gp_growth_z,0.1,30,5,50,15,12m,-43.27,76.32,-0.567,-1.184,-1.36
rev_accel_z,gp_growth_z,0.1,30,5,50,15,12m-1m,-39.94,72.29,-0.553,-1.064,-1.272
rev_accel_z,gp_growth_z,0.1,5,30,15,50,6m,-26.85,73.1,-0.367,-0.365,-0.336
rev_accel_z,gp_growth_z,0.1,5,30,15,50,6m-1m,-10.27,59.2,-0.173,0.011,0.011
rev_accel_z,gp_growth_z,0.1,5,30,15,50,12m,-12.4,62.78,-0.198,0.083,0.077
rev_accel_z,gp_growth_z,0.1,5,30,15,50,12m-1m,-19.7,64.72,-0.304,-0.105,-0.094
rev_accel_z,gp_growth_z,0.1,15,15,45,25,6m,-46.2,81.41,-0.568,-1.074,-1.147
rev_accel_z,gp_growth_z,0.1,15,15,45,25,6m-1m,-46.02,79.94,-0.576,-1.193,-1.423
rev_accel_z,gp_growth_z,0.1,15,15,45,25,12m,-46.8,81.76,-0.572,-1.093,-1.197
rev_accel_z,gp_growth_z,0.1,15,15,45,25,12m-1m,-42.07,78.55,-0.536,-0.945,-1.065
rev_accel_z,gp_growth_z,0.2,40,10,30,20,6m,-2.66,34.18,-0.078,0.116,0.159
rev_accel_z,gp_growth_z,0.2,40,10,30,20,6m-1m,-7.15,39.07,-0.183,-0.01,-0.013
rev_accel_z,gp_growth_z,0.2,40,10,30,20,12m,-11.6,45.93,-0.253,-0.133,-0.168
rev_accel_z,gp_growth_z,0.2,40,10,30,20,12m-1m,-10.43,45.82,-0.228,-0.117,-0.15
rev_accel_z,gp_growth_z,0.2,35,15,25,25,6m,-5.98,50.65,-0.118,0.048,0.061
rev_accel_z,gp_growth_z,0.2,35,15,25,25,6m-1m,-6.33,45.29,-0.14,0.04,0.051
rev_accel_z,gp_growth_z,0.2,35,15,25,25,12m,-20.8,58.69,-0.354,-0.252,-0.248
rev_accel_z,gp_growth_z,0.2,35,15,25,25,12m-1m,-23.52,57.53,-0.409,-0.327,-0.322
rev_accel_z,gp_growth_z,0.2,30,10,30,30,6m,-20.91,59.2,-0.353,-0.332,-0.373
rev_accel_z,gp_growth_z,0.2,30,10,30,30,6m-1m,-23.28,62.04,-0.375,-0.415,-0.463
rev_accel_z,gp_growth_z,0.2,30,10,30,30,12m,-24.34,58.29,-0.418,-0.34,-0.346
rev_accel_z,gp_growth_z,0.2,30,10,30,30,12m-1m,-28.23,60.88,-0.464,-0.501,-0.518
rev_accel_z,gp_growth_z,0.2,10,40,30,20,6m,-33.12,67.7,-0.489,-0.723,-0.905
rev_accel_z,gp_growth_z,0.2,10,40,30,20,6m-1m,-31.26,67.11,-0.466,-0.648,-0.799
rev_accel_z,gp_growth_z,0.2,10,40,30,20,12m,-37.88,73.42,-0.516,-0.871,-1.046
rev_accel_z,gp_growth_z,0.2,10,40,30,20,12m-1m,-42.88,78.61,-0.545,-1.072,-1.284
rev_accel_z,gp_growth_z,0.2,15,35,25,25,6m,-36.85,69.18,-0.533,-0.857,-1.04
rev_accel_z,gp_growth_z,0.2,15,35,25,25,6m-1m,-23.96,61.9,-0.387,-0.336,-0.391
rev_accel_z,gp_growth_z,0.2,15,35,25,25,12m,-30.73,68.97,-0.446,-0.6,-0.705
rev_accel_z,gp_growth_z,0.2,15,35,25,25,12m-1m,-38.65,74.67,-0.518,-0.864,-0.968
rev_accel_z,gp_growth_z,0.2,20,30,20,30,6m,-18.62,48.81,-0.382,-0.312,-0.385
rev_accel_z,gp_growth_z,0.2,20,30,20,30,6m-1m,-15.09,46.79,-0.323,-0.174,-0.224
rev_accel_z,gp_growth_z,0.2,20,30,20,30,12m,-27.98,66.9,-0.418,-0.411,-0.429
rev_accel_z,gp_growth_z,0.2,20,30,20,30,12m-1m,-24.12,64.44,-0.374,-0.325,-0.331
rev_accel_z,gp_growth_z,0.2,10,10,60,20,6m,-32.16,63.13,-0.509,-0.835,-1.228
rev_accel_z,gp_growth_z,0.2,10,10,60,20,6m-1m,-26.88,54.91,-0.49,-0.636,-0.957
rev_accel_z,gp_growth_z,0.2,10,10,60,20,12m,-23.26,56.26,-0.414,-0.09,-0.254
rev_accel_z,gp_growth_z,0.2,10,10,60,20,12m-1m,-36.09,68.03,-0.53,-1.015,-1.487
rev_accel_z,gp_growth_z,0.2,15,5,50,30,6m,-9.16,44.68,-0.205,0.148,0.421
rev_accel_z,gp_growth_z,0.2,15,5,50,30,6m-1m,-31.01,65.1,-0.476,-0.663,-1.026
rev_accel_z,gp_growth_z,0.2,15,5,50,30,12m,-24.58,59.65,-0.412,-0.32,-0.615
rev_accel_z,gp_growth_z,0.2,15,5,50,30,12m-1m,-21.59,53.39,-0.404,-0.243,-0.501
rev_accel_z,gp_growth_z,0.2,5,5,70,20,6m,-30.89,60.82,-0.508,-0.822,-1.261
rev_accel_z,gp_growth_z,0.2,5,5,70,20,6m-1m,-22.3,58.37,-0.382,-0.473,-0.737
rev_accel_z,gp_growth_z,0.2,5,5,70,20,12m,-23.53,59.37,-0.396,-0.45,-0.753
rev_accel_z,gp_growth_z,0.2,5,5,70,20,12m-1m,-15.82,57.32,-0.276,-0.168,-0.308
rev_accel_z,gp_growth_z,0.2,10,10,55,25,6m,-41.65,73.19,-0.569,-1.195,-1.722
rev_accel_z,gp_growth_z,0.2,10,10,55,25,6m-1m,-27.11,56.45,-0.48,-0.63,-0.916
rev_accel_z,gp_growth_z,0.2,10,10,55,25,12m,-36.21,69.46,-0.521,-0.851,-1.372
rev_accel_z,gp_growth_z,0.2,10,10,55,25,12m-1m,-10.1,49.03,-0.206,0.138,0.415
rev_accel_z,gp_growth_z,0.2,10,10,20,60,6m,-26.56,85.73,-0.31,-0.111,-0.099
rev_accel_z,gp_growth_z,0.2,10,10,20,60,6m-1m,-18.52,69.48,-0.267,-0.123,-0.117
rev_accel_z,gp_growth_z,0.2,10,10,20,60,12m,-3.59,43.26,-0.083,0.181,0.264
rev_accel_z,gp_growth_z,0.2,10,10,20,60,12m-1m,11.51,44.94,0.256,0.484,0.549
rev_accel_z,gp_growth_z,0.2,15,10,20,55,6m,-25.89,82.97,-0.312,-0.182,-0.162
rev_accel_z,gp_growth_z,0.2,15,10,20,55,6m-1m,-12.58,63.74,-0.197,0.026,0.025
rev_accel_z,gp_growth_z,0.2,15,10,20,55,12m,7.66,45.09,0.17,0.386,0.561
rev_accel_z,gp_growth_z,0.2,15,10,20,55,12m-1m,5.43,33.32,0.163,0.335,0.422
rev_accel_z,gp_growth_z,0.2,10,5,25,60,6m,-18.16,74.95,-0.242,-0.074,-0.072
rev_accel_z,gp_growth_z,0.2,10,5,25,60,6m-1m,-0.27,40.34,-0.007,0.175,0.265
rev_accel_z,gp_growth_z,0.2,10,5,25,60,12m,2.98,40.21,0.074,0.307,0.448
rev_accel_z,gp_growth_z,0.2,10,5,25,60,12m-1m,3.48,49.96,0.07,0.314,0.451
rev_accel_z,gp_growth_z,0.2,20,10,15,55,6m,-21.35,80.8,-0.264,-0.074,-0.066
rev_accel_z,gp_growth_z,0.2,20,10,15,55,6m-1m,10.85,65.86,0.165,0.516,0.474
rev_accel_z,gp_growth_z,0.2,20,10,15,55,12m,-25.45,74.15,-0.343,-0.11,-0.094
rev_accel_z,gp_growth_z,0.2,20,10,15,55,12m-1m,-14.45,70.76,-0.204,0.143,0.12
rev_accel_z,gp_growth_z,0.2,25,25,25,25,6m,-19.12,53.3,-0.359,-0.328,-0.408
rev_accel_z,gp_growth_z,0.2,25,25,25,25,6m-1m,-8.15,37.78,-0.216,0.007,0.009
rev_accel_z,gp_growth_z,0.2,25,25,25,25,12m,-13.96,52.41,-0.266,-0.14,-0.175
rev_accel_z,gp_growth_z,0.2,25,25,25,25,12m-1m,-15.7,52.49,-0.299,-0.187,-0.239
rev_accel_z,gp_growth_z,0.2,20,20,30,30,6m,-32.49,66.06,-0.492,-0.737,-0.95
rev_accel_z,gp_growth_z,0.2,20,20,30,30,6m-1m,-23.18,64.75,-0.358,-0.421,-0.517
rev_accel_z,gp_growth_z,0.2,20,20,30,30,12m,-30.97,68.9,-0.45,-0.48,-0.503
rev_accel_z,gp_growth_z,0.2,20,20,30,30,12m-1m,-41.76,77.27,-0.541,-0.812,-0.82
rev_accel_z,gp_growth_z,0.2,20,20,20,40,6m,-19.42,71.83,-0.27,-0.191,-0.203
rev_accel_z,gp_growth_z,0.2,20,20,20,40,6m-1m,-18.88,62.86,-0.3,-0.209,-0.211
rev_accel_z,gp_growth_z,0.2,20,20,20,40,12m,-28.8,66.61,-0.432,-0.336,-0.324
rev_accel_z,gp_growth_z,0.2,20,20,20,40,12m-1m,-13.05,57.25,-0.228,0.017,0.016
rev_accel_z,gp_growth_z,0.2,30,5,50,15,6m,-11.85,50.02,-0.237,0.099,0.285
rev_accel_z,gp_growth_z,0.2,30,5,50,15,6m-1m,-3.32,52.45,-0.063,0.226,0.61
rev_accel_z,gp_growth_z,0.2,30,5,50,15,12m,-5.38,50.27,-0.107,0.152,0.372
rev_accel_z,gp_growth_z,0.2,30,5,50,15,12m-1m,-6.07,44.9,-0.135,0.142,0.347
rev_accel_z,gp_growth_z,0.2,5,30,15,50,6m,-22.93,73.22,-0.313,-0.253,-0.24
rev_accel_z,gp_growth_z,0.2,5,30,15,50,6m-1m,-7.56,57.45,-0.132,0.086,0.088
rev_accel_z,gp_growth_z,0.2,5,30,15,50,12m,-13.1,63.45,-0.207,0.067,0.062
rev_accel_z,gp_growth_z,0.2,5,30,15,50,12m-1m,-22.68,64.53,-0.351,-0.178,-0.161
rev_accel_z,gp_growth_z,0.2,15,15,45,25,6m,-46.06,77.74,-0.593,-1.114,-1.199
rev_accel_z,gp_growth_z,0.2,15,15,45,25,6m-1m,-38.22,68.25,-0.56,-0.922,-1.093
rev_accel_z,gp_growth_z,0.2,15,15,45,25,12m,-42.57,73.72,-0.577,-1.201,-1.71
rev_accel_z,gp_growth_z,0.2,15,15,45,25,12m-1m,-39.71,71.29,-0.557,-0.958,-1.231
rev_accel_z,gp_growth_z,0.3,40,10,30,20,6m,-10.99,42.64,-0.258,-0.124,-0.162
rev_accel_z,gp_growth_z,0.3,40,10,30,20,6m-1m,-13.15,47.88,-0.275,-0.205,-0.259
rev_accel_z,gp_growth_z,0.3,40,10,30,20,12m,-12.68,47.98,-0.264,-0.171,-0.211
rev_accel_z,gp_growth_z,0.3,40,10,30,20,12m-1m,-9.86,50.81,-0.194,-0.075,-0.098
rev_accel_z,gp_growth_z,0.3,35,15,25,25,6m,-18.49,57.44,-0.322,-0.316,-0.392
rev_accel_z,gp_growth_z,0.3,35,15,25,25,6m-1m,-11.42,48.44,-0.236,-0.134,-0.165
rev_accel_z,gp_growth_z,0.3,35,15,25,25,12m,-27.07,61.13,-0.443,-0.442,-0.434
rev_accel_z,gp_growth_z,0.3,35,15,25,25,12m-1m,-18.61,52.0,-0.358,-0.27,-0.285
