v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
20,40,10,30,6m,0.374,21.24,56.82,0.696,0.978
35,10,15,40,12m-1m,0.373,18.12,48.54,0.636,0.808
15,35,35,15,6m-1m,0.373,19.74,52.99,0.652,0.942
20,40,10,30,12m-1m,0.373,19.14,51.33,0.655,0.947
40,0,40,20,12m,0.372,21.68,58.23,0.711,1.007
20,35,30,15,6m-1m,0.372,20.24,54.36,0.659,0.932
35,15,10,40,6m-1m,0.372,19.25,51.81,0.669,0.92
25,20,45,10,12m,0.371,18.88,50.91,0.633,0.921
40,15,35,10,12m,0.371,18.85,50.77,0.651,0.916
35,15,40,10,6m-1m,0.371,19.91,53.71,0.662,0.947
30,25,30,15,12m,0.371,19.33,52.1,0.645,0.917
0,35,45,20,12m-1m,0.37,21.33,57.66,0.679,0.996
35,10,20,35,12m-1m,0.37,18.5,50.04,0.644,0.879
15,20,55,10,12m,0.37,22.07,59.67,0.691,0.998
10,40,40,10,12m,0.37,19.84,53.69,0.651,0.942
20,35,15,30,6m,0.369,20.4,55.24,0.676,0.96
40,35,10,15,12m-1m,0.368,16.29,44.32,0.606,0.842
15,40,10,35,6m,0.367,21.17,57.75,0.687,0.969
25,20,30,25,6m,0.367,20.91,56.93,0.683,0.955
35,10,25,30,12m,0.367,17.7,48.28,0.619,0.9
30,30,20,20,12m,0.367,19.63,53.52,0.654,0.908
40,10,25,25,12m-1m,0.367,18.2,49.67,0.644,0.916
30,20,30,20,6m,0.366,21.84,59.7,0.7,0.958
15,40,35,10,12m,0.366,18.65,50.92,0.628,0.913
35,25,10,30,12m,0.366,16.02,43.76,0.591,0.845
5,35,45,15,12m,0.365,20.08,54.98,0.654,0.963
35,15,40,10,12m-1m,0.365,19.85,54.42,0.66,0.932
40,40,10,10,6m,0.364,15.77,43.38,0.585,0.839
40,5,20,35,12m,0.364,19.37,53.26,0.664,0.867
0,15,70,15,6m-1m,0.363,20.31,55.98,0.645,0.955
35,30,20,15,6m-1m,0.362,19.49,53.76,0.669,0.953
25,35,25,15,6m,0.361,18.77,52.07,0.631,0.89
35,15,20,30,6m-1m,0.361,18.55,51.44,0.645,0.89
35,25,30,10,12m-1m,0.361,22.31,61.82,0.718,1.025
35,20,15,30,6m,0.36,19.38,53.82,0.657,0.939
40,20,30,10,12m,0.36,17.56,48.81,0.622,0.883
35,0,10,55,6m,0.359,17.03,47.39,0.611,0.9
10,35,35,20,6m-1m,0.358,20.29,56.59,0.665,0.943
5,35,40,20,6m-1m,0.358,19.26,53.82,0.64,0.926
40,30,15,15,12m-1m,0.358,14.87,41.48,0.563,0.786
5,40,35,20,12m,0.356,20.66,58.05,0.671,0.987
35,5,45,15,12m-1m,0.356,19.72,55.42,0.656,0.923
20,35,10,35,6m,0.356,19.24,53.98,0.656,0.938
10,30,35,25,6m,0.354,21.93,61.9,0.691,1.0
25,40,10,25,12m-1m,0.354,16.98,47.94,0.612,0.88
40,0,10,50,6m-1m,0.353,17.76,50.32,0.645,0.96
25,0,65,10,6m,0.353,17.43,49.36,0.596,0.834
20,10,10,60,12m,0.353,17.33,49.07,0.606,0.774
25,20,45,10,12m-1m,0.353,17.88,50.6,0.612,0.889
40,30,20,10,12m-1m,0.352,19.49,55.31,0.663,0.949
40,0,40,20,6m-1m,0.352,21.17,60.2,0.705,1.012
5,10,70,15,12m-1m,0.351,18.28,52.09,0.61,0.9
10,40,40,10,12m-1m,0.351,18.73,53.39,0.627,0.917
0,20,65,15,6m,0.35,21.42,61.26,0.665,1.002
25,40,25,10,6m,0.35,19.33,55.19,0.639,0.914
30,0,55,15,6m-1m,0.35,18.57,53.03,0.623,0.885
40,10,25,25,6m,0.349,17.11,49.05,0.608,0.89
30,10,40,20,6m-1m,0.349,22.45,64.34,0.717,0.996
30,30,15,25,12m,0.348,17.66,50.73,0.618,0.866
25,15,40,20,6m,0.347,19.28,55.59,0.647,0.919
35,10,25,30,6m,0.347,18.63,53.69,0.633,0.897
30,10,10,50,6m,0.346,16.65,48.16,0.595,0.854
10,30,50,10,6m-1m,0.346,20.17,58.33,0.651,0.9
35,10,25,30,12m-1m,0.346,16.15,46.69,0.591,0.826
10,20,60,10,6m,0.346,18.77,54.32,0.626,0.914
10,30,45,15,6m-1m,0.346,19.51,56.31,0.64,0.909
40,5,15,40,6m-1m,0.346,16.07,46.48,0.594,0.844
20,10,60,10,6m,0.344,19.54,56.72,0.637,0.919
10,40,30,20,12m,0.343,19.7,57.38,0.651,0.94
15,10,65,10,6m,0.343,18.71,54.56,0.62,0.863
35,10,10,45,6m-1m,0.343,18.72,54.57,0.652,0.91
25,30,20,25,6m-1m,0.343,18.62,54.34,0.64,0.905
15,35,35,15,12m-1m,0.343,18.34,53.41,0.622,0.898
20,35,25,20,6m-1m,0.342,18.32,53.6,0.623,0.897
40,15,35,10,6m-1m,0.34,17.11,50.3,0.613,0.871
40,15,20,25,6m,0.339,15.05,44.36,0.565,0.826
35,15,20,30,12m-1m,0.338,17.36,51.31,0.621,0.869
30,25,30,15,12m-1m,0.338,18.1,53.63,0.621,0.892
20,30,25,25,6m-1m,0.337,19.18,56.92,0.647,0.933
40,15,35,10,6m,0.337,17.33,51.44,0.618,0.863
0,15,70,15,6m,0.337,19.73,58.47,0.633,0.936
10,15,65,10,6m-1m,0.336,18.22,54.2,0.61,0.883
35,20,25,20,6m-1m,0.335,15.98,47.67,0.59,0.819
20,40,25,15,6m,0.334,17.77,53.18,0.612,0.883
10,5,70,15,6m,0.334,17.34,51.94,0.591,0.812
35,25,20,20,12m,0.334,17.19,51.43,0.615,0.892
30,15,40,15,6m-1m,0.334,17.39,52.05,0.608,0.851
30,25,35,10,6m-1m,0.333,17.61,52.85,0.61,0.882
5,35,50,10,12m,0.333,20.39,61.24,0.658,0.967
25,25,35,15,12m,0.333,17.35,52.12,0.599,0.824
15,30,45,10,12m,0.333,17.72,53.27,0.61,0.888
20,40,15,25,12m,0.333,18.68,56.13,0.637,0.918
5,25,60,10,6m,0.331,19.43,58.66,0.636,0.93
35,20,35,10,6m-1m,0.329,18.89,57.4,0.642,0.896
35,40,10,15,6m-1m,0.329,13.59,41.35,0.536,0.736
15,40,30,15,12m-1m,0.329,17.57,53.42,0.611,0.869
40,5,30,25,12m-1m,0.328,15.57,47.54,0.581,0.846
40,15,30,15,6m,0.328,17.94,54.76,0.632,0.91
20,35,35,10,6m-1m,0.328,18.25,55.57,0.616,0.865
20,0,70,10,12m-1m,0.328,16.37,49.91,0.575,0.797
15,5,70,10,12m-1m,0.325,18.4,56.61,0.616,0.877
10,30,50,10,6m,0.324,18.46,56.99,0.619,0.886
35,10,25,30,6m-1m,0.324,16.65,51.43,0.599,0.844
30,25,20,25,6m-1m,0.324,18.86,58.18,0.647,0.936
30,35,15,20,6m-1m,0.323,15.29,47.42,0.57,0.8
10,20,60,10,12m-1m,0.323,18.04,55.8,0.608,0.896
40,20,30,10,12m-1m,0.322,14.51,45.04,0.552,0.779
35,30,15,20,12m,0.322,18.15,56.45,0.637,0.932
40,0,40,20,6m,0.322,19.62,60.92,0.663,0.923
30,30,15,25,12m-1m,0.322,18.84,58.42,0.647,0.897
0,20,70,10,12m-1m,0.321,18.65,58.05,0.613,0.897
35,20,20,25,12m-1m,0.321,17.62,54.89,0.629,0.887
35,25,15,25,6m,0.321,16.77,52.23,0.606,0.866
25,0,65,10,6m-1m,0.32,15.56,48.62,0.56,0.792
40,25,25,10,12m-1m,0.32,17.73,55.37,0.627,0.901
25,25,20,30,6m-1m,0.319,19.51,61.23,0.658,0.908
30,30,30,10,12m,0.319,16.1,50.44,0.58,0.813
35,5,40,20,6m-1m,0.318,20.72,65.23,0.687,0.993
25,0,65,10,12m-1m,0.318,16.6,52.14,0.583,0.803
40,10,40,10,6m,0.318,18.48,58.18,0.638,0.913
30,25,35,10,12m,0.318,15.56,48.89,0.566,0.808
35,15,40,10,12m,0.318,18.84,59.18,0.632,0.899
35,20,20,25,6m-1m,0.316,15.84,50.14,0.587,0.822
25,30,30,15,6m,0.316,16.41,51.85,0.581,0.817
35,10,45,10,6m,0.315,18.59,59.1,0.634,0.873
15,35,30,20,12m-1m,0.315,16.35,51.95,0.581,0.823
40,10,20,30,6m,0.315,14.19,45.05,0.541,0.784
10,40,30,20,12m-1m,0.314,17.7,56.33,0.611,0.903
40,10,40,10,12m-1m,0.313,18.18,58.04,0.636,0.904
20,40,25,15,6m-1m,0.313,18.07,57.76,0.617,0.859
30,5,15,50,6m,0.313,16.74,53.44,0.595,0.852
5,35,45,15,6m,0.313,17.8,56.87,0.607,0.884
10,10,65,15,6m-1m,0.313,17.27,55.16,0.59,0.839
40,5,15,40,12m-1m,0.312,17.01,54.59,0.615,0.778
25,25,35,15,12m-1m,0.312,16.1,51.56,0.575,0.814
20,25,45,10,12m,0.312,17.25,55.37,0.6,0.893
40,30,15,15,12m,0.312,15.01,48.07,0.563,0.852
15,5,70,10,12m,0.312,17.21,55.22,0.589,0.802
20,30,35,15,12m,0.311,15.32,49.19,0.557,0.804
40,0,50,10,12m,0.311,18.42,59.26,0.632,0.877
15,30,45,10,12m-1m,0.311,17.37,55.92,0.6,0.859
35,25,10,30,12m-1m,0.31,13.3,42.92,0.532,0.722
40,5,30,25,6m,0.307,15.45,50.4,0.568,0.839
30,15,45,10,6m,0.306,15.91,52.06,0.572,0.778
40,0,10,50,6m,0.306,15.25,49.8,0.569,0.813
35,10,20,35,12m,0.305,17.27,56.64,0.606,0.807
20,20,50,10,6m-1m,0.305,17.22,56.53,0.593,0.853
0,35,55,10,12m-1m,0.305,18.25,59.78,0.612,0.891
30,30,15,25,6m-1m,0.305,15.19,49.77,0.57,0.814
10,25,55,10,12m-1m,0.303,17.89,59.11,0.607,0.873
40,0,30,30,12m-1m,0.303,16.72,55.27,0.605,0.87
25,25,40,10,12m,0.303,15.01,49.47,0.552,0.817
15,25,50,10,12m-1m,0.302,17.28,57.2,0.595,0.864
15,30,40,15,6m,0.302,17.35,57.38,0.6,0.868
40,35,15,10,12m-1m,0.302,14.42,47.71,0.553,0.814
30,35,10,25,12m,0.302,14.73,48.82,0.56,0.771
35,35,15,15,6m,0.3,15.07,50.22,0.565,0.783
25,40,20,15,6m-1m,0.3,15.44,51.41,0.566,0.81
40,35,15,10,12m,0.3,13.96,46.58,0.539,0.81
5,10,70,15,6m,0.299,17.78,59.48,0.595,0.884
30,30,25,15,6m,0.299,16.93,56.55,0.596,0.834
40,5,40,15,6m,0.299,18.54,62.03,0.643,0.902
35,10,15,40,6m,0.298,15.37,51.51,0.566,0.8
20,5,65,10,6m-1m,0.298,15.84,53.16,0.56,0.767
25,40,25,10,12m,0.298,16.84,56.48,0.589,0.835
25,30,20,25,6m,0.298,18.55,62.21,0.625,0.855
10,25,55,10,12m,0.297,17.99,60.5,0.61,0.872
10,40,30,20,6m,0.296,17.43,58.81,0.603,0.875
25,30,15,30,6m-1m,0.296,16.67,56.33,0.599,0.843
15,30,45,10,6m-1m,0.295,17.65,59.83,0.604,0.869
25,20,35,20,6m,0.295,16.42,55.66,0.586,0.819
20,35,35,10,12m,0.295,15.33,51.97,0.558,0.835
0,35,55,10,12m,0.294,17.8,60.62,0.602,0.875
40,0,45,15,12m,0.294,17.95,61.15,0.632,0.897
5,20,65,10,6m-1m,0.294,16.68,56.81,0.576,0.852
25,30,25,20,6m,0.294,16.25,55.32,0.58,0.827
0,25,65,10,6m-1m,0.293,17.4,59.4,0.59,0.86
35,25,20,20,6m,0.292,16.42,56.23,0.594,0.848
25,5,60,10,6m-1m,0.292,15.54,53.27,0.557,0.746
35,25,20,20,12m-1m,0.291,16.92,58.06,0.608,0.858
25,35,10,30,6m-1m,0.291,16.9,58.15,0.607,0.838
25,30,10,35,6m-1m,0.289,16.4,56.7,0.594,0.813
35,30,10,25,12m-1m,0.289,12.78,44.15,0.521,0.735
5,15,65,15,6m-1m,0.288,16.32,56.67,0.567,0.834
35,10,40,15,12m,0.288,16.51,57.4,0.591,0.851
35,30,25,10,12m,0.287,16.59,57.91,0.594,0.851
10,35,45,10,6m-1m,0.287,16.46,57.39,0.579,0.834
20,35,35,10,12m-1m,0.286,14.91,52.12,0.548,0.801
40,15,30,15,6m-1m,0.286,13.67,47.77,0.533,0.753
30,0,60,10,12m-1m,0.284,14.24,50.16,0.532,0.702
30,25,20,25,6m,0.284,16.91,59.6,0.598,0.851
40,30,10,20,6m-1m,0.284,12.17,42.79,0.502,0.682
35,15,10,40,12m,0.283,14.63,51.74,0.555,0.723
25,30,30,15,6m-1m,0.283,14.62,51.61,0.541,0.755
20,0,70,10,6m,0.283,13.92,49.17,0.524,0.748
30,40,20,10,6m-1m,0.283,14.74,52.03,0.554,0.766
35,30,20,15,12m-1m,0.283,16.56,58.56,0.596,0.835
0,20,70,10,6m-1m,0.283,17.38,61.36,0.587,0.869
20,25,45,10,6m-1m,0.282,15.61,55.36,0.562,0.819
10,35,40,15,12m-1m,0.282,16.76,59.49,0.587,0.86
15,25,50,10,12m,0.281,16.66,59.17,0.583,0.857
0,40,40,20,12m-1m,0.281,16.63,59.17,0.584,0.805
40,10,40,10,6m-1m,0.279,16.79,60.22,0.601,0.853
30,25,10,35,6m-1m,0.279,14.74,52.82,0.562,0.748
35,5,25,35,12m-1m,0.278,14.95,53.76,0.559,0.748
30,15,45,10,6m-1m,0.278,15.89,57.18,0.567,0.775
30,20,35,15,6m,0.278,16.64,59.93,0.587,0.801
40,10,15,35,6m,0.278,14.09,50.66,0.542,0.778
0,40,45,15,6m-1m,0.277,16.75,60.52,0.588,0.854
30,30,25,15,6m-1m,0.277,16.26,58.67,0.585,0.835
35,15,10,40,6m,0.277,15.23,55.03,0.566,0.792
40,20,30,10,6m,0.276,14.24,51.62,0.546,0.796
10,15,60,15,6m-1m,0.276,15.25,55.36,0.55,0.782
15,15,60,10,6m,0.275,16.77,60.98,0.58,0.816
10,20,60,10,6m-1m,0.275,15.93,57.92,0.566,0.82
15,20,55,10,12m-1m,0.275,16.41,59.76,0.576,0.826
0,35,55,10,6m-1m,0.274,16.72,60.94,0.581,0.857
30,30,20,20,12m-1m,0.274,15.46,56.4,0.563,0.781
25,15,35,25,6m,0.274,15.98,58.44,0.581,0.82
40,30,15,15,6m,0.274,12.47,45.44,0.504,0.73
40,5,40,15,12m,0.274,16.5,60.12,0.595,0.837
40,10,40,10,12m,0.274,16.34,59.62,0.59,0.829
40,5,25,30,12m-1m,0.273,14.39,52.74,0.556,0.792
40,25,15,20,12m,0.273,14.71,53.96,0.555,0.831
40,0,50,10,12m-1m,0.273,16.72,61.23,0.598,0.856
25,5,60,10,6m,0.272,16.03,59.0,0.566,0.76
40,20,25,15,12m-1m,0.272,14.57,53.5,0.558,0.789
15,20,55,10,6m-1m,0.271,16.51,60.82,0.576,0.831
0,20,70,10,6m,0.27,16.79,62.15,0.576,0.857
25,40,15,20,6m-1m,0.27,13.92,51.48,0.536,0.757
25,25,20,30,6m,0.269,16.71,62.07,0.592,0.809
25,40,10,25,12m,0.269,14.56,54.11,0.553,0.76
25,30,30,15,12m,0.269,15.25,56.72,0.554,0.761
40,5,40,15,6m-1m,0.268,17.38,64.92,0.616,0.876
20,40,20,20,6m-1m,0.266,13.91,52.37,0.53,0.737
35,15,40,10,6m,0.266,15.07,56.68,0.555,0.784
5,40,35,20,6m,0.266,15.91,59.76,0.568,0.835
35,30,20,15,12m,0.265,16.35,61.69,0.592,0.842
40,15,25,20,6m,0.264,14.39,54.42,0.55,0.791
35,35,20,10,12m-1m,0.264,15.07,57.19,0.561,0.793
40,15,20,25,12m-1m,0.262,12.56,48.02,0.511,0.728
30,40,10,20,12m,0.261,12.99,49.72,0.517,0.75
35,25,15,25,6m-1m,0.261,15.81,60.63,0.587,0.812
30,0,55,15,6m,0.261,14.74,56.52,0.541,0.752
35,10,45,10,6m-1m,0.26,14.1,54.31,0.535,0.747
25,25,40,10,6m,0.26,13.54,52.03,0.518,0.752
15,35,40,10,12m,0.259,15.25,58.92,0.556,0.8
10,25,55,10,6m,0.258,16.31,63.2,0.574,0.823
20,40,30,10,12m,0.258,13.88,53.84,0.526,0.776
25,25,30,20,6m,0.258,15.74,60.9,0.571,0.816
40,5,10,45,6m-1m,0.258,13.77,53.32,0.543,0.753
20,0,70,10,12m,0.257,13.27,51.74,0.51,0.707
35,30,15,20,6m,0.257,13.65,53.14,0.529,0.726
40,25,20,15,12m,0.257,14.01,54.4,0.543,0.799
15,40,30,15,6m,0.257,14.57,56.72,0.542,0.778
25,35,20,20,6m,0.256,15.55,60.86,0.564,0.771
15,25,50,10,6m-1m,0.254,15.73,62.01,0.562,0.801
35,25,30,10,6m-1m,0.253,16.07,63.63,0.584,0.823
40,0,50,10,6m-1m,0.252,15.53,61.65,0.569,0.805
5,15,70,10,6m-1m,0.252,15.45,61.25,0.552,0.807
35,30,10,25,12m,0.252,12.47,49.56,0.508,0.722
35,25,15,25,12m-1m,0.25,14.56,58.27,0.554,0.777
15,30,30,25,6m,0.249,14.95,59.99,0.55,0.782
30,15,40,15,6m,0.249,14.52,58.3,0.542,0.753
5,10,70,15,6m-1m,0.248,14.0,56.53,0.521,0.768
35,40,10,15,12m-1m,0.247,12.66,51.15,0.509,0.697
30,20,35,15,6m-1m,0.247,14.38,58.22,0.543,0.757
35,40,15,10,12m-1m,0.246,13.13,53.33,0.519,0.745
35,25,15,25,12m,0.245,12.9,52.59,0.515,0.746
40,15,25,20,12m-1m,0.245,12.34,50.32,0.501,0.72
40,20,10,30,12m,0.244,12.28,50.27,0.504,0.728
15,35,35,15,6m,0.244,14.61,59.86,0.543,0.785
25,35,15,25,6m-1m,0.244,14.19,58.23,0.54,0.746
25,30,30,15,12m-1m,0.243,14.07,57.77,0.529,0.729
15,40,30,15,12m,0.241,13.2,54.78,0.512,0.734
30,25,15,30,6m-1m,0.241,14.47,59.93,0.549,0.756
5,40,40,15,12m,0.24,14.47,60.25,0.538,0.77
40,10,10,40,6m,0.24,12.87,53.57,0.514,0.729
35,35,15,15,6m-1m,0.239,13.63,57.07,0.531,0.739
40,5,40,15,12m-1m,0.238,14.6,61.28,0.553,0.789
40,20,25,15,6m-1m,0.237,12.82,54.11,0.516,0.714
30,15,35,20,6m,0.237,15.46,65.14,0.565,0.777
40,25,10,25,6m,0.237,11.94,50.42,0.491,0.713
10,35,45,10,12m-1m,0.236,14.61,61.94,0.539,0.73
25,40,20,15,6m,0.236,13.52,57.3,0.521,0.738
25,30,25,20,6m-1m,0.236,14.42,61.05,0.54,0.751
5,20,65,10,6m,0.236,14.86,62.92,0.54,0.8
40,15,15,30,6m,0.236,10.87,46.02,0.464,0.68
30,35,10,25,12m-1m,0.236,12.41,52.53,0.506,0.691
10,35,40,15,12m,0.235,14.73,62.64,0.543,0.781
20,30,40,10,6m,0.235,13.92,59.2,0.525,0.763
0,40,45,15,12m-1m,0.234,14.64,62.59,0.541,0.746
35,30,25,10,12m-1m,0.233,13.77,59.11,0.529,0.737
30,35,20,15,6m,0.232,13.37,57.65,0.52,0.74
25,40,25,10,6m-1m,0.232,14.49,62.39,0.538,0.767
15,40,35,10,6m-1m,0.231,13.22,57.1,0.511,0.748
30,25,30,15,6m-1m,0.231,13.99,60.57,0.534,0.76
30,20,40,10,6m,0.23,12.85,55.74,0.505,0.69
15,5,70,10,6m-1m,0.23,13.76,59.89,0.518,0.746
35,5,50,10,6m-1m,0.23,14.17,61.5,0.535,0.728
40,0,40,20,12m-1m,0.229,13.66,59.57,0.535,0.735
35,0,55,10,12m,0.229,13.58,59.4,0.52,0.737
35,5,50,10,12m-1m,0.229,13.48,58.99,0.52,0.73
35,35,15,15,12m-1m,0.228,12.78,55.99,0.51,0.707
10,25,55,10,6m-1m,0.227,15.25,67.24,0.551,0.776
5,35,45,15,6m-1m,0.227,13.75,60.48,0.522,0.761
30,40,15,15,12m-1m,0.227,12.88,56.73,0.509,0.72
0,40,50,10,6m,0.227,13.96,61.51,0.523,0.737
30,35,20,15,6m-1m,0.226,13.06,57.84,0.515,0.704
5,40,45,10,12m-1m,0.226,14.26,63.06,0.532,0.724
35,40,10,15,12m,0.226,11.6,51.22,0.481,0.666
25,25,35,15,6m,0.226,13.02,57.67,0.507,0.705
5,35,40,20,6m,0.226,14.01,62.03,0.526,0.761
20,20,50,10,6m,0.225,14.44,64.13,0.536,0.761
10,40,35,15,12m,0.225,13.79,61.43,0.524,0.749
15,40,30,15,6m-1m,0.225,13.29,59.13,0.514,0.726
25,40,25,10,12m-1m,0.224,13.68,61.13,0.521,0.726
35,10,45,10,12m,0.224,13.11,58.41,0.511,0.711
30,20,40,10,6m-1m,0.224,11.97,53.55,0.487,0.687
25,25,40,10,12m-1m,0.223,12.89,57.74,0.504,0.719
30,25,25,20,6m,0.223,14.52,65.17,0.545,0.765
40,15,10,35,6m,0.223,13.23,59.44,0.526,0.747
30,40,10,20,6m-1m,0.223,11.76,52.82,0.489,0.668
40,5,15,40,12m,0.222,13.08,58.79,0.524,0.694
20,25,45,10,12m-1m,0.222,13.59,61.27,0.518,0.75
40,0,45,15,6m-1m,0.221,14.48,65.43,0.55,0.783
40,20,30,10,6m-1m,0.221,11.24,50.73,0.474,0.656
40,20,10,30,12m-1m,0.221,10.86,49.12,0.471,0.652
15,40,35,10,12m-1m,0.219,13.14,59.98,0.509,0.741
0,40,45,15,12m,0.219,13.78,62.84,0.522,0.715
25,40,10,25,6m-1m,0.219,13.09,59.66,0.518,0.72
40,35,10,15,6m,0.219,8.76,40.04,0.414,0.603
25,35,15,25,6m,0.219,13.97,63.81,0.534,0.747
40,20,15,25,12m-1m,0.218,10.58,48.54,0.463,0.646
35,30,25,10,6m-1m,0.217,13.66,62.94,0.531,0.736
15,25,50,10,6m,0.216,13.98,64.82,0.526,0.745
30,35,15,20,12m,0.216,12.42,57.37,0.498,0.683
30,35,10,25,6m-1m,0.215,12.06,56.07,0.498,0.685
30,30,30,10,12m-1m,0.213,12.02,56.51,0.487,0.678
40,0,50,10,6m,0.213,13.67,64.13,0.526,0.72
35,35,10,20,12m-1m,0.213,11.71,54.9,0.49,0.69
35,15,15,35,6m,0.213,11.91,56.01,0.486,0.691
25,30,10,35,6m,0.212,13.19,62.12,0.516,0.682
40,25,25,10,6m,0.212,13.76,64.85,0.536,0.801
30,20,10,40,6m,0.211,11.48,54.35,0.478,0.66
35,35,10,20,12m,0.211,11.9,56.37,0.491,0.678
30,25,10,35,6m,0.211,12.49,59.18,0.501,0.698
40,25,25,10,6m-1m,0.21,12.9,61.56,0.514,0.713
35,5,50,10,12m,0.21,13.03,62.11,0.506,0.705
40,30,10,20,12m,0.209,8.95,42.81,0.419,0.611
25,35,30,10,12m-1m,0.209,12.0,57.35,0.484,0.68
35,0,50,15,6m,0.209,12.85,61.52,0.505,0.712
10,35,45,10,12m,0.209,12.63,60.49,0.497,0.711
35,30,15,20,6m-1m,0.208,12.57,60.51,0.506,0.699
40,5,15,40,6m,0.208,12.41,59.65,0.5,0.695
15,40,35,10,6m,0.208,12.47,59.85,0.495,0.726
40,0,45,15,12m-1m,0.208,14.02,67.4,0.543,0.762
10,30,40,20,6m,0.207,12.07,58.4,0.485,0.731
10,40,35,15,6m,0.207,12.65,61.08,0.5,0.721
35,35,15,15,12m,0.206,12.26,59.43,0.498,0.711
40,15,15,30,12m,0.203,10.5,51.66,0.459,0.671
15,5,70,10,6m,0.203,11.73,57.78,0.475,0.658
40,40,10,10,6m-1m,0.202,9.0,44.5,0.422,0.593
30,30,30,10,6m,0.202,11.88,58.86,0.484,0.673
35,25,25,15,6m-1m,0.202,12.51,62.02,0.506,0.709
0,40,40,20,6m-1m,0.201,12.79,63.76,0.502,0.687
30,25,30,15,6m,0.201,11.79,58.6,0.482,0.659
40,20,15,25,6m,0.2,9.58,47.92,0.434,0.626
35,20,10,35,6m,0.2,11.27,56.25,0.474,0.66
20,30,40,10,6m-1m,0.198,11.71,59.16,0.477,0.671
0,40,40,20,6m,0.198,13.23,66.97,0.511,0.697
30,30,10,30,6m,0.198,10.75,54.15,0.461,0.622
5,40,35,20,6m-1m,0.198,12.29,62.16,0.492,0.675
35,0,55,10,6m,0.197,12.05,61.05,0.486,0.667
5,15,70,10,6m,0.196,12.34,63.11,0.487,0.718
15,35,40,10,6m-1m,0.195,12.35,63.32,0.491,0.683
30,30,10,30,6m-1m,0.194,12.26,63.14,0.503,0.685
15,30,40,15,12m,0.193,11.9,61.75,0.482,0.704
40,5,45,10,6m,0.193,11.89,61.71,0.488,0.689
40,25,10,25,12m-1m,0.192,9.25,48.21,0.43,0.601
30,40,20,10,6m,0.191,11.09,58.02,0.468,0.649
35,25,25,15,6m,0.19,12.59,66.24,0.504,0.711
10,35,45,10,6m,0.19,12.58,66.23,0.496,0.675
40,40,10,10,12m,0.187,8.63,46.12,0.411,0.602
15,20,55,10,6m,0.184,13.25,72.16,0.509,0.731
25,40,10,25,6m,0.182,10.38,56.94,0.452,0.619
10,40,35,15,12m-1m,0.181,11.45,63.41,0.473,0.677
40,0,45,15,6m,0.181,12.36,68.35,0.497,0.682
35,35,20,10,12m,0.18,10.35,57.49,0.451,0.619
20,0,70,10,6m-1m,0.18,10.55,58.53,0.45,0.628
25,30,35,10,6m,0.18,9.99,55.46,0.439,0.616
35,30,10,25,6m-1m,0.179,10.2,56.85,0.451,0.614
20,30,40,10,12m-1m,0.179,10.97,61.28,0.46,0.671
5,40,40,15,6m,0.179,11.52,64.54,0.475,0.635
40,40,10,10,12m-1m,0.178,8.85,49.83,0.418,0.597
35,20,15,30,12m-1m,0.178,9.26,52.0,0.427,0.598
35,0,55,10,12m-1m,0.178,11.34,63.61,0.471,0.664
30,35,15,20,6m,0.178,10.12,56.84,0.447,0.604
30,40,10,20,12m-1m,0.177,10.07,57.0,0.446,0.614
30,30,20,20,6m-1m,0.175,10.72,61.39,0.46,0.653
30,35,15,20,12m-1m,0.175,11.06,63.27,0.466,0.646
0,40,50,10,6m-1m,0.175,11.13,63.67,0.463,0.659
30,30,30,10,6m-1m,0.174,10.32,59.35,0.448,0.614
15,35,40,10,12m-1m,0.174,11.01,63.23,0.462,0.65
5,40,40,15,12m-1m,0.172,11.4,66.46,0.471,0.68
35,30,25,10,6m,0.17,11.57,68.19,0.481,0.664
40,25,20,15,12m-1m,0.17,10.05,59.31,0.447,0.618
20,40,30,10,6m-1m,0.169,11.02,65.15,0.462,0.642
35,25,10,30,6m-1m,0.169,8.47,50.21,0.408,0.553
10,40,35,15,6m-1m,0.167,11.02,65.95,0.463,0.659
40,25,10,25,12m,0.162,7.95,49.0,0.393,0.577
40,5,45,10,6m-1m,0.16,10.34,64.45,0.451,0.628
40,25,15,20,12m-1m,0.16,7.85,49.0,0.393,0.542
40,10,10,40,12m,0.158,9.47,60.04,0.435,0.574
35,25,10,30,6m,0.157,8.65,55.27,0.411,0.565
35,5,10,50,6m,0.156,9.15,58.81,0.421,0.606
5,40,45,10,6m,0.156,10.11,64.91,0.443,0.603
15,30,45,10,6m,0.156,10.31,66.26,0.446,0.623
30,25,35,10,6m,0.156,9.58,61.49,0.43,0.601
5,40,45,10,12m,0.156,10.34,66.37,0.448,0.609
25,25,40,10,6m-1m,0.156,9.13,58.46,0.42,0.579
30,30,20,20,6m,0.155,10.43,67.34,0.451,0.631
35,40,15,10,6m-1m,0.155,9.73,62.61,0.438,0.627
0,40,50,10,12m,0.155,10.48,67.44,0.449,0.641
40,20,20,20,12m,0.154,7.62,49.42,0.384,0.57
25,40,15,20,6m,0.152,9.18,60.57,0.423,0.579
40,5,45,10,12m-1m,0.151,9.71,64.31,0.436,0.615
35,10,45,10,12m-1m,0.151,9.03,59.68,0.418,0.589
35,5,50,10,6m,0.15,10.24,68.06,0.445,0.608
