v,q,g,m,g_rev,mom,entry,exit,slots,sl,trail,corr_th,calmar,cagr,mdd,sharpe,sortino,avg_holdings,wf_avg_calmar,WF1_calmar,WF2_calmar,WF3_calmar
10,15,30,45,0.4,6m-1m,5,8,5,-0.08,-0.15,0.6,2.06,65.02,31.57,1.422,2.152,4.6,6.667666666666666,0.512,9.062,10.429
25,10,30,35,0.3,12m,5,12,7,,-0.2,,2.061,64.76,31.42,1.466,2.17,5.8,6.658,1.667,10.041,8.266
25,5,40,30,0.4,12m,5,8,5,-0.12,,0.6,2.071,71.69,34.62,1.517,2.269,4.6,6.639666666666666,2.837,8.254,8.828
15,15,30,40,0.4,6m-1m,5,8,7,-0.1,-0.15,0.6,2.076,65.71,31.65,1.465,2.249,5.0,6.639333333333333,0.877,8.585,10.456
25,0,40,35,0.3,12m,5,15,5,,-0.2,,2.18,72.07,33.06,1.527,2.267,4.8,6.635333333333333,1.349,9.058,9.499
15,15,30,40,0.4,6m-1m,5,8,7,-0.08,-0.15,0.6,2.131,65.76,30.86,1.46,2.224,5.0,6.634333333333333,0.862,8.585,10.456
25,10,30,35,0.3,12m,5,8,5,,,0.6,2.06,69.94,33.95,1.5,2.273,4.6,6.627333333333333,1.863,9.497,8.522
25,10,30,35,0.3,12m,5,8,5,-0.08,,0.6,2.296,71.62,31.2,1.52,2.305,4.6,6.6243333333333325,2.05,9.365,8.458
25,5,45,25,0.3,12m,5,12,5,-0.1,,0.6,2.078,65.37,31.45,1.451,2.193,4.8,6.613333333333333,2.827,6.432,10.581
25,10,30,35,0.3,12m,5,12,7,-0.12,-0.15,,2.131,65.02,30.51,1.469,2.173,5.7,6.578333333333333,1.636,10.148,7.951
25,10,30,35,0.3,12m,5,8,5,-0.1,-0.2,0.6,2.105,69.43,32.98,1.477,2.228,4.6,6.568666666666668,1.612,9.55,8.544
25,10,30,35,0.3,12m,5,8,5,-0.12,-0.2,0.6,2.16,69.53,32.19,1.481,2.236,4.6,6.5683333333333325,1.543,9.55,8.612
25,0,55,20,0.3,12m,5,8,5,-0.08,-0.15,0.6,2.134,66.6,31.21,1.444,2.21,4.6,6.562,2.587,6.617,10.482
25,10,30,35,0.3,12m,5,12,7,-0.1,-0.15,,2.096,63.94,30.51,1.449,2.141,5.7,6.554666666666667,1.647,10.148,7.869
25,10,30,35,0.3,12m,5,8,5,,-0.2,0.6,2.175,70.03,32.19,1.489,2.247,4.6,6.548333333333335,1.483,9.55,8.612
25,0,40,35,0.3,12m,5,15,5,-0.12,-0.15,,2.128,70.35,33.06,1.523,2.253,4.8,6.539333333333334,2.967,8.735,7.916
25,10,30,35,0.3,12m,5,8,5,-0.12,,0.65,2.142,68.52,31.99,1.481,2.236,4.7,6.538666666666667,1.718,9.424,8.474
25,0,40,35,0.3,12m,5,15,5,-0.12,-0.2,0.6,2.099,67.91,32.36,1.481,2.243,4.7,6.496666666666666,1.016,6.951,11.523
25,10,30,35,0.3,12m,5,8,5,-0.08,-0.2,0.6,2.202,70.25,31.91,1.49,2.25,4.6,6.495,1.519,9.418,8.548
15,15,30,40,0.4,6m-1m,5,8,7,-0.12,-0.15,0.6,2.086,66.38,31.82,1.476,2.266,5.0,6.493666666666667,0.994,8.142,10.345
25,10,30,35,0.3,12m,5,8,5,-0.12,-0.2,0.65,2.058,67.39,32.75,1.454,2.188,4.6,6.489333333333334,1.427,9.477,8.564
25,10,30,35,0.3,12m,5,8,5,-0.08,,0.65,2.243,69.51,31.0,1.494,2.258,4.6,6.476999999999999,1.728,9.293,8.41
25,10,30,35,0.3,12m,5,8,5,,-0.2,0.65,2.073,67.88,32.75,1.462,2.199,4.7,6.47,1.369,9.477,8.564
25,0,40,35,0.3,12m,5,15,5,-0.1,-0.2,0.6,2.091,68.94,32.97,1.495,2.253,4.7,6.4623333333333335,1.025,6.897,11.465
10,15,30,45,0.4,6m-1m,5,8,7,-0.08,-0.15,0.65,2.171,68.39,31.51,1.478,2.222,5.0,6.3999999999999995,0.514,8.64,10.046
25,10,30,35,0.3,12m,5,8,7,-0.1,,0.65,2.182,64.63,29.62,1.423,2.136,5.0,6.3936666666666655,2.152,9.309,7.72
25,10,30,35,0.3,12m,5,8,7,-0.12,,0.65,2.154,64.72,30.04,1.429,2.143,5.0,6.392333333333333,2.084,9.309,7.784
25,10,30,35,0.3,12m,5,8,7,-0.08,,0.6,2.169,63.86,29.44,1.412,2.155,4.9,6.3806666666666665,1.881,9.398,7.863
25,15,25,35,0.3,12m,5,8,7,-0.08,,0.65,2.241,66.07,29.49,1.464,2.189,5.0,6.379666666666666,2.019,9.84,7.28
25,10,30,35,0.3,12m,5,8,7,-0.12,,0.6,2.274,65.95,29.0,1.446,2.206,4.9,6.368333333333333,1.896,9.38,7.829
10,15,30,45,0.4,6m-1m,5,8,7,-0.08,-0.15,,2.345,70.92,30.24,1.524,2.275,5.2,6.351333333333334,0.61,8.884,9.56
25,10,30,35,0.3,12m,5,8,7,-0.1,,0.6,2.266,65.7,29.0,1.439,2.196,4.9,6.349,1.902,9.38,7.765
25,10,30,35,0.3,12m,5,8,7,,,0.65,2.193,64.96,29.62,1.434,2.153,5.0,6.320333333333334,2.15,9.137,7.674
10,15,30,45,0.4,6m-1m,5,8,7,-0.1,-0.15,0.65,2.065,66.11,32.01,1.449,2.171,5.0,6.302666666666667,0.52,8.478,9.91
10,15,30,45,0.4,6m-1m,5,8,7,-0.08,,,2.131,66.73,31.31,1.464,2.175,5.2,6.302,0.462,8.884,9.56
25,15,25,35,0.3,12m,5,8,7,-0.1,,0.65,2.19,65.69,30.0,1.46,2.177,5.0,6.301666666666667,1.815,9.821,7.269
10,15,30,45,0.4,6m-1m,5,8,7,-0.08,-0.2,,2.115,67.14,31.74,1.47,2.185,5.2,6.2940000000000005,0.438,8.884,9.56
25,15,25,35,0.3,12m,5,8,7,,,0.65,2.385,67.69,28.38,1.494,2.229,5.1,6.287333333333334,1.908,9.736,7.218
25,15,25,35,0.3,12m,5,8,7,-0.12,,0.65,2.226,66.1,29.7,1.468,2.187,5.1,6.281333333333333,1.754,9.821,7.269
25,10,30,35,0.3,12m,5,8,7,,-0.15,0.65,2.056,65.67,31.94,1.439,2.151,4.9,6.267,2.014,9.146,7.641
10,5,35,50,0.5,6m-1m,7,8,5,,,,2.228,70.53,31.66,1.544,2.164,5.0,6.265666666666667,0.992,8.471,9.334
25,15,25,35,0.3,12m,5,8,7,-0.08,,0.6,2.315,66.91,28.9,1.468,2.212,4.9,6.252666666666666,1.742,9.775,7.241
25,10,30,35,0.3,12m,5,8,7,-0.12,-0.15,0.6,2.074,65.24,31.46,1.432,2.179,4.8,6.252333333333333,1.725,9.222,7.81
25,10,30,35,0.3,12m,5,8,7,,,0.6,2.208,64.05,29.0,1.418,2.133,5.0,6.234333333333335,1.877,9.146,7.68
10,15,30,45,0.4,6m,7,12,5,,,0.6,2.086,73.34,35.15,1.573,2.445,5.0,6.232,1.421,6.565,10.71
25,10,30,35,0.3,12m,5,8,7,-0.1,-0.15,0.6,2.069,65.1,31.46,1.426,2.168,4.8,6.231999999999999,1.728,9.222,7.746
25,0,40,35,0.3,12m,5,15,5,-0.08,-0.15,,2.073,68.45,33.02,1.492,2.198,4.8,6.229333333333333,2.315,8.515,7.858
10,5,35,50,0.5,6m-1m,7,8,5,,-0.2,,2.149,68.03,31.66,1.507,2.104,5.0,6.203333333333333,0.592,8.496,9.522
10,15,30,45,0.4,6m-1m,5,8,5,-0.12,-0.15,0.6,2.121,64.37,30.35,1.418,2.135,4.6,6.197,0.566,8.065,9.96
25,15,25,35,0.3,12m,5,8,7,-0.08,-0.15,0.65,2.058,65.16,31.67,1.443,2.147,5.0,6.189,1.891,9.498,7.178
25,10,30,35,0.3,12m,5,12,7,,,,2.056,61.12,29.73,1.426,2.116,5.9,6.179666666666666,1.505,9.224,7.81
25,15,25,35,0.3,12m,5,8,7,-0.1,,0.6,2.272,66.63,29.33,1.466,2.2,5.0,6.177666666666667,1.546,9.757,7.23
25,15,25,35,0.3,12m,5,8,7,-0.12,,0.6,2.35,67.47,28.71,1.479,2.218,5.0,6.175666666666667,1.54,9.757,7.23
10,15,30,45,0.4,6m-1m,5,8,7,-0.1,-0.15,,2.22,68.26,30.75,1.491,2.216,5.2,6.160666666666667,0.614,8.561,9.307
10,5,35,50,0.5,6m-1m,7,8,5,-0.12,,,2.177,68.93,31.66,1.521,2.125,5.0,6.147666666666666,0.847,8.54,9.056
25,15,25,35,0.3,12m,5,8,7,,,0.6,2.433,68.46,28.14,1.499,2.247,5.0,6.145333333333333,1.584,9.672,7.18
25,15,25,35,0.3,12m,5,8,5,,,,2.152,66.81,31.04,1.471,2.193,4.8,6.127,1.76,9.353,7.268
20,0,40,40,0.5,12m,7,15,5,-0.12,-0.15,,2.242,82.5,36.8,1.688,2.516,5.0,6.118333333333333,1.585,8.209,8.561
10,5,35,50,0.5,6m-1m,7,8,5,-0.08,,,2.107,67.59,32.09,1.497,2.084,5.0,6.1066666666666665,0.863,8.554,8.903
10,15,30,45,0.4,6m-1m,5,8,7,,-0.15,,2.128,66.37,31.19,1.464,2.174,5.2,6.104333333333333,0.652,8.402,9.259
25,15,25,35,0.3,12m,5,8,5,-0.08,,,2.065,63.84,30.91,1.422,2.063,4.8,6.101666666666667,1.758,9.306,7.241
25,15,25,35,0.3,12m,5,8,7,,-0.2,0.65,2.135,66.93,31.34,1.476,2.196,5.1,6.091,1.644,9.476,7.153
25,15,25,35,0.3,12m,5,8,7,,-0.15,0.65,2.067,65.45,31.67,1.455,2.159,5.0,6.090666666666667,1.727,9.48,7.065
25,15,25,35,0.3,12m,5,8,7,-0.08,-0.15,0.6,2.208,67.56,30.6,1.479,2.23,4.9,6.09,1.695,9.435,7.14
10,5,35,50,0.5,6m-1m,7,8,5,-0.08,-0.2,,2.083,66.84,32.09,1.488,2.068,5.0,6.075666666666667,0.618,8.554,9.055
10,15,30,45,0.4,6m-1m,5,8,7,-0.12,-0.15,,2.114,65.92,31.19,1.457,2.16,5.2,6.066,0.614,8.402,9.182
20,15,25,40,0.6,6m-1m,5,15,5,-0.1,,,2.082,57.83,27.78,1.344,1.931,4.9,6.0566666666666675,0.709,8.712,8.749
10,5,35,50,0.5,6m-1m,7,8,5,-0.12,-0.2,,2.139,67.7,31.66,1.499,2.09,5.0,6.023333333333333,0.569,8.596,8.905
25,0,40,35,0.3,12m,5,15,5,-0.1,-0.15,,2.081,69.82,33.56,1.514,2.224,4.8,6.001,2.67,7.633,7.7
25,15,25,35,0.3,12m,5,8,7,,-0.15,0.6,2.17,66.4,30.6,1.465,2.183,4.9,5.992333333333334,1.533,9.417,7.027
25,15,25,35,0.3,12m,5,8,7,-0.12,-0.15,0.6,2.162,66.16,30.6,1.466,2.213,4.9,5.9879999999999995,1.52,9.417,7.027
25,15,25,35,0.3,12m,5,8,7,-0.1,-0.15,0.6,2.125,65.01,30.6,1.443,2.171,4.9,5.9813333333333345,1.502,9.417,7.025
25,15,25,35,0.3,12m,5,8,7,,-0.2,0.6,2.182,68.74,31.5,1.498,2.264,5.0,5.946000000000001,1.31,9.413,7.115
10,15,30,45,0.4,6m-1m,5,8,7,-0.08,-0.15,0.6,2.401,69.84,29.09,1.503,2.282,4.9,5.937666666666666,0.708,7.495,9.61
20,15,15,50,1.0,6m-1m,5,12,5,-0.1,,,2.066,64.49,31.22,1.467,2.066,4.9,5.896333333333334,0.237,10.093,7.359
25,15,25,35,0.3,12m,5,8,7,-0.12,-0.2,0.6,2.056,66.94,32.56,1.471,2.219,4.9,5.892,1.148,9.413,7.115
5,0,35,60,0.9,12m-1m,7,8,5,-0.08,-0.15,,2.086,72.27,34.64,1.561,2.317,5.0,5.855999999999999,1.423,8.293,7.852
25,15,25,35,0.3,12m,5,8,5,-0.12,,,2.119,65.25,30.79,1.451,2.162,4.8,5.853333333333334,1.717,9.166,6.677
10,15,30,45,0.4,6m-1m,5,8,7,-0.1,-0.15,0.6,2.268,67.2,29.63,1.469,2.22,4.9,5.846666666666667,0.711,7.35,9.479
10,15,30,45,0.4,6m-1m,5,8,7,,-0.15,0.6,2.243,66.28,29.55,1.459,2.2,5.0,5.770333333333333,0.752,7.138,9.421
5,0,35,60,0.9,12m-1m,5,8,5,-0.1,,,2.374,78.5,33.06,1.63,2.367,4.8,5.751333333333334,1.595,7.824,7.835
25,15,25,35,0.3,12m,5,8,5,-0.12,-0.2,,2.147,66.1,30.79,1.463,2.174,4.8,5.75,1.953,8.816,6.481
25,15,25,35,0.3,12m,5,8,5,,-0.2,,2.105,65.34,31.04,1.451,2.153,4.8,5.738333333333333,1.918,8.816,6.481
10,15,30,45,0.4,6m-1m,5,8,7,-0.12,-0.15,0.6,2.212,65.35,29.55,1.444,2.175,5.0,5.712000000000001,0.711,7.138,9.287
20,10,25,45,0.8,12m-1m,5,12,5,-0.1,-0.15,,2.083,63.27,30.38,1.452,2.067,4.9,5.693666666666666,1.347,8.418,7.316
5,0,35,60,0.9,12m-1m,5,8,5,,,,2.31,76.38,33.06,1.603,2.327,4.8,5.691666666666667,1.593,8.489,6.993
25,15,25,35,0.3,12m,5,8,5,-0.12,-0.15,,2.122,65.98,31.1,1.458,2.168,4.8,5.671666666666667,1.964,8.537,6.514
20,0,35,45,0.7,12m,7,12,5,-0.08,-0.15,,2.08,75.54,36.32,1.611,2.398,5.0,5.669333333333334,1.304,8.191,7.513
5,0,35,60,0.9,12m-1m,5,8,5,-0.1,-0.2,,2.133,75.48,35.38,1.594,2.313,4.7,5.643,1.335,7.824,7.77
5,0,35,60,0.9,12m-1m,5,8,5,-0.1,,0.65,2.254,74.54,33.06,1.578,2.294,4.7,5.6386666666666665,1.595,7.65,7.671
5,15,40,40,0.4,6m,5,8,5,,,,2.058,84.2,40.91,1.638,2.515,4.8,5.637666666666667,1.437,5.553,9.923
20,0,35,45,0.7,12m,7,12,5,-0.1,-0.15,,2.159,75.77,35.09,1.612,2.413,5.0,5.617,1.428,8.092,7.331
5,0,35,60,0.9,12m-1m,5,8,5,-0.08,,,2.319,76.68,33.06,1.608,2.332,4.7,5.553999999999999,1.588,7.607,7.467
25,0,40,35,0.3,12m,5,12,5,-0.08,-0.2,0.6,2.114,66.02,31.23,1.459,2.199,4.7,5.543333333333333,1.558,5.439,9.633
5,15,40,40,0.4,6m,7,12,5,-0.12,-0.15,0.6,2.257,71.29,31.58,1.526,2.36,5.0,5.538333333333334,2.415,5.553,8.647
15,15,20,50,0.8,6m,5,12,5,-0.12,,,2.075,75.23,36.25,1.58,2.3,4.9,5.509333333333333,0.308,9.748,6.472
5,10,45,40,0.3,6m,7,12,5,-0.08,-0.15,0.6,2.059,77.3,37.55,1.611,2.533,5.0,5.498666666666668,2.747,5.102,8.647
20,0,35,45,0.7,12m,7,12,5,-0.12,-0.15,,2.154,74.23,34.46,1.589,2.378,5.0,5.498333333333332,1.445,7.87,7.18
20,10,20,50,0.6,6m-1m,3,12,7,-0.08,-0.15,0.6,2.147,72.19,33.63,1.495,2.192,3.7,5.4959999999999996,0.142,8.545,7.801
25,0,40,35,0.3,12m,5,12,5,-0.08,-0.2,0.65,2.078,64.95,31.25,1.446,2.174,4.7,5.483666666666667,1.496,5.439,9.516
25,10,30,35,0.3,12m,5,12,7,-0.08,,0.6,2.136,61.75,28.91,1.414,2.144,5.4,5.426666666666667,1.676,7.418,7.186
5,0,35,60,0.9,12m-1m,5,8,5,-0.08,,0.65,2.123,72.63,34.21,1.552,2.257,4.6,5.419666666666667,1.456,7.351,7.452
5,0,35,60,0.9,12m-1m,5,8,5,-0.1,,0.6,2.278,73.89,32.43,1.567,2.275,4.6,5.403,1.672,7.197,7.34
25,0,40,35,0.3,12m,5,15,5,-0.08,-0.2,0.6,2.077,67.17,32.33,1.472,2.218,4.7,5.388000000000001,1.025,5.503,9.636
5,15,40,40,0.4,6m,7,12,5,-0.1,-0.15,0.6,2.29,74.75,32.64,1.575,2.439,5.0,5.353666666666666,2.523,5.229,8.309
5,15,30,50,0.4,6m-1m,5,8,5,-0.12,-0.15,,2.058,66.57,32.35,1.451,2.17,4.8,5.352333333333334,1.218,6.173,8.666
25,10,30,35,0.3,12m,5,12,7,-0.1,,0.6,2.153,61.66,28.64,1.414,2.135,5.5,5.3503333333333325,1.69,7.327,7.034
5,15,40,40,0.4,6m,5,8,5,-0.08,,,2.143,83.8,39.11,1.63,2.482,4.8,5.3453333333333335,1.668,5.263,9.105
5,15,30,50,0.4,6m-1m,5,8,5,-0.08,-0.15,,2.16,69.47,32.16,1.492,2.225,4.8,5.336333333333333,1.204,5.951,8.854
25,10,30,35,0.3,12m,5,12,7,-0.12,,0.6,2.104,60.31,28.66,1.393,2.083,5.5,5.331333333333333,1.577,7.324,7.093
5,15,40,40,0.4,6m,7,12,5,,-0.15,0.6,2.302,72.42,31.46,1.537,2.382,5.0,5.329666666666667,2.067,5.417,8.505
5,0,35,60,0.9,12m-1m,5,8,5,,,0.65,2.193,72.5,33.06,1.55,2.259,4.7,5.326333333333333,1.593,7.75,6.636
5,0,35,60,0.9,12m-1m,5,8,5,-0.08,-0.2,,2.084,73.72,35.38,1.571,2.279,4.7,5.319333333333333,1.274,7.417,7.267
5,15,40,40,0.4,6m,7,8,5,-0.12,-0.15,0.6,2.141,75.55,35.28,1.562,2.391,4.9,5.291333333333333,3.641,4.684,7.549
15,5,30,50,0.6,6m-1m,5,8,5,-0.1,-0.15,,2.497,79.68,31.91,1.651,2.347,4.8,5.283666666666666,1.76,7.842,6.249
5,0,35,60,0.9,12m-1m,5,8,5,-0.08,,0.6,2.238,72.57,32.43,1.548,2.252,4.6,5.233333333333333,1.665,6.908,7.127
20,10,20,50,0.6,6m-1m,3,12,7,-0.12,-0.15,0.6,2.119,72.07,34.0,1.501,2.215,3.8,5.221666666666667,-0.036,7.962,7.739
15,15,20,50,0.7,6m,5,12,5,-0.1,,,2.12,63.38,29.89,1.416,2.055,4.9,5.22,0.43,8.733,6.497
20,0,35,45,0.7,12m,5,12,5,-0.1,-0.15,,2.098,74.97,35.74,1.58,2.363,4.9,5.181333333333334,1.29,7.202,7.052
5,0,35,60,0.9,12m-1m,5,8,5,,,0.6,2.251,72.15,32.05,1.545,2.247,4.7,5.181333333333333,1.718,7.409,6.417
20,10,20,50,0.6,6m-1m,3,12,7,-0.12,-0.15,,2.076,71.19,34.29,1.496,2.195,4.0,5.178999999999999,-0.195,8.153,7.579
15,5,30,50,0.6,6m-1m,5,8,5,-0.08,-0.15,,2.412,76.97,31.91,1.615,2.294,4.8,5.173333333333333,1.76,7.733,6.027
10,5,35,50,0.5,6m-1m,5,8,5,,,,2.059,64.96,31.55,1.431,2.012,4.8,5.1643333333333326,1.13,6.403,7.96
20,10,20,50,0.4,6m-1m,3,12,7,-0.08,-0.15,0.6,2.109,70.9,33.63,1.492,2.248,3.9,5.152,-0.228,9.141,6.543
5,0,35,60,0.9,12m-1m,5,8,5,-0.08,-0.15,,2.189,75.36,34.42,1.594,2.319,4.7,5.151,1.481,6.762,7.21
25,5,45,25,0.4,12m-1m,5,12,5,,,0.6,2.086,56.62,27.14,1.337,2.024,4.8,5.135666666666666,1.931,4.996,8.48
5,15,40,40,0.4,6m,7,8,5,,-0.15,0.6,2.173,75.13,34.57,1.554,2.385,4.9,5.127,3.216,4.651,7.514
20,0,35,45,0.7,12m,5,12,5,-0.12,-0.15,,2.168,75.46,34.81,1.581,2.369,4.9,5.117999999999999,1.451,6.999,6.904
20,10,30,40,0.3,6m,7,8,5,-0.12,-0.2,,2.074,62.19,29.98,1.407,2.063,5.0,5.109666666666667,0.719,5.515,9.095
20,10,30,40,0.3,6m,7,8,5,,-0.2,,2.094,62.79,29.98,1.418,2.087,5.0,5.099666666666667,1.04,5.345,8.914
10,5,35,50,0.5,6m-1m,7,8,5,,-0.15,,2.091,66.63,31.86,1.477,2.047,5.0,5.096333333333334,0.788,7.91,6.591
10,5,35,50,0.5,6m-1m,7,8,5,,-0.2,0.65,2.067,62.71,30.33,1.432,1.991,5.0,5.094666666666666,0.58,7.858,6.846
20,10,20,50,0.6,6m-1m,3,12,7,,-0.15,0.6,2.128,72.37,34.0,1.504,2.226,3.8,5.084666666666667,-0.036,7.624,7.666
10,5,35,50,0.5,6m-1m,7,8,5,,,0.65,2.14,61.96,28.95,1.422,2.011,5.0,5.084,0.801,7.835,6.616
15,5,30,50,0.6,6m-1m,5,8,5,,-0.15,,2.435,78.36,32.18,1.633,2.322,4.8,5.079,1.689,7.476,6.072
20,10,20,50,0.6,6m-1m,3,12,5,,,0.6,2.075,63.06,30.39,1.368,1.932,3.9,5.078666666666667,-0.151,8.116,7.271
5,0,35,60,0.9,12m-1m,5,8,5,-0.1,-0.15,,2.119,72.93,34.42,1.555,2.258,4.7,5.075666666666667,1.487,6.631,7.109
20,10,20,50,0.6,6m-1m,3,12,7,-0.1,-0.15,0.6,2.162,73.53,34.0,1.519,2.258,3.8,5.072,-0.025,7.761,7.48
10,5,35,50,0.5,6m-1m,7,8,5,-0.12,-0.2,0.65,2.135,62.77,29.4,1.43,1.984,5.0,5.053999999999999,0.605,7.78,6.777
5,15,30,50,0.4,6m-1m,5,8,5,-0.1,-0.15,,2.074,66.69,32.16,1.452,2.172,4.8,5.042000000000001,1.21,5.581,8.335
20,10,20,50,0.6,6m-1m,3,12,7,,-0.15,,2.085,71.49,34.29,1.499,2.205,4.0,5.039666666666666,-0.195,7.807,7.507
20,10,20,50,0.6,6m-1m,3,12,7,-0.1,-0.15,,2.087,71.56,34.29,1.496,2.176,4.0,5.0360000000000005,-0.185,7.952,7.341
10,5,35,50,0.5,6m-1m,5,8,5,-0.1,,,2.254,65.67,29.13,1.434,2.005,4.7,5.029333333333334,1.07,6.403,7.615
20,10,30,40,0.3,6m,7,8,5,-0.1,-0.2,,2.116,63.23,29.87,1.424,2.098,5.0,5.026666666666666,1.003,5.515,8.562
10,5,35,50,0.5,6m-1m,5,8,5,,-0.2,,2.065,63.79,30.89,1.417,2.02,4.7,5.011,0.799,6.403,7.831
25,10,30,35,0.3,12m,5,12,7,,,0.6,2.173,58.62,26.98,1.382,2.063,5.6,5.009,1.764,6.669,6.594
15,15,20,50,0.8,6m,5,12,5,-0.1,,,2.362,73.69,31.19,1.551,2.248,4.9,4.993666666666666,0.415,8.788,5.778
20,10,20,50,0.6,6m-1m,3,8,7,-0.12,-0.15,,2.275,74.04,32.55,1.511,2.217,3.6,4.9816666666666665,-0.012,7.913,7.044
20,10,20,50,0.6,6m-1m,3,12,7,-0.1,,0.6,2.068,65.53,31.69,1.401,2.006,3.9,4.979333333333333,-0.18,7.922,7.196
10,5,35,50,0.5,6m-1m,7,8,5,-0.12,,0.65,2.105,60.28,28.63,1.395,1.965,5.0,4.979333333333333,0.667,7.728,6.543
20,10,20,50,0.6,6m-1m,3,8,7,,-0.15,,2.247,73.12,32.55,1.498,2.203,3.6,4.969,-0.012,7.89,7.029
20,10,20,50,0.6,6m-1m,3,8,7,-0.12,-0.15,0.65,2.116,71.03,33.56,1.467,2.149,3.5,4.959333333333333,-0.058,7.736,7.2
10,5,35,50,0.5,6m-1m,5,8,5,-0.1,-0.2,,2.091,64.59,30.89,1.419,1.981,4.7,4.9559999999999995,0.795,6.403,7.67
20,10,20,50,0.6,6m-1m,3,12,5,-0.08,-0.15,0.6,2.161,72.65,33.63,1.504,2.211,3.7,4.9526666666666666,0.142,7.171,7.545
20,10,20,50,0.6,6m-1m,3,8,7,,-0.15,0.65,2.089,70.13,33.56,1.454,2.135,3.5,4.9463333333333335,-0.058,7.713,7.184
5,0,35,60,0.9,12m-1m,5,8,5,-0.12,,0.65,2.105,69.62,33.08,1.506,2.193,4.7,4.933666666666667,1.408,7.049,6.344
10,5,35,50,0.5,6m-1m,5,8,5,-0.08,,,2.121,65.52,30.89,1.433,2.003,4.7,4.928333333333334,0.745,6.403,7.637
5,0,35,60,0.9,12m-1m,5,8,5,,-0.15,,2.131,72.95,34.23,1.559,2.274,4.7,4.903333333333333,1.32,6.793,6.597
15,5,30,50,0.6,6m-1m,5,8,5,-0.12,-0.15,,2.412,77.62,32.18,1.623,2.303,4.8,4.901666666666666,1.714,7.065,5.926
10,5,35,50,0.5,6m-1m,5,8,5,-0.08,-0.2,,2.115,65.34,30.89,1.432,2.001,4.7,4.895,0.772,6.403,7.51
15,0,40,45,0.8,12m,5,12,5,-0.12,-0.2,,2.131,72.31,33.94,1.515,2.208,4.9,4.89,1.698,5.709,7.263
20,15,25,40,0.6,6m-1m,5,12,5,,-0.15,0.65,2.144,57.33,26.74,1.338,1.952,4.8,4.883666666666667,0.764,7.295,6.592
15,0,40,45,0.8,12m,5,12,5,-0.12,,,2.138,70.73,33.09,1.496,2.168,4.9,4.882666666666666,1.848,5.637,7.163
25,0,40,35,0.6,12m,7,12,5,-0.1,-0.2,,2.069,62.2,30.06,1.405,2.129,5.0,4.882333333333333,1.973,5.639,7.035
15,15,20,50,0.8,6m,5,12,5,-0.1,-0.2,,2.116,70.83,33.48,1.509,2.14,4.9,4.871666666666667,0.311,8.308,5.996
20,10,20,50,0.6,6m-1m,3,12,7,-0.12,,0.6,2.079,63.19,30.39,1.373,1.945,3.9,4.871333333333333,-0.151,7.734,7.031
20,10,20,50,0.6,6m-1m,3,12,7,,,0.6,2.157,65.57,30.39,1.41,1.99,4.0,4.8580000000000005,-0.151,7.597,7.128
10,15,20,55,1.0,6m,7,12,5,-0.1,,,2.062,67.02,32.5,1.488,2.097,5.0,4.855,0.653,9.255,4.657
15,0,40,45,0.8,12m,5,12,5,-0.1,,,2.081,70.18,33.72,1.488,2.146,4.9,4.792666666666666,2.079,5.251,7.048
15,0,40,45,0.8,12m,5,12,5,-0.1,-0.2,,2.109,71.44,33.87,1.503,2.178,4.9,4.783666666666667,1.993,5.304,7.054
20,15,25,40,0.6,6m-1m,5,12,5,-0.12,-0.15,0.65,2.165,57.9,26.74,1.348,1.96,4.8,4.748,0.726,7.076,6.442
20,10,30,40,0.7,6m-1m,5,12,7,-0.1,-0.2,,2.095,53.69,25.63,1.307,1.892,5.8,4.742999999999999,1.348,6.969,5.912
15,15,20,50,0.9,6m,5,12,5,-0.1,,,2.14,69.56,32.5,1.498,2.134,4.9,4.735666666666667,0.568,8.194,5.445
5,0,35,60,0.9,12m-1m,5,8,5,-0.12,,0.6,2.157,69.17,32.07,1.499,2.179,4.6,4.732,1.524,6.617,6.055
15,10,25,50,0.9,6m-1m,5,12,5,-0.12,-0.15,0.6,2.203,68.97,31.31,1.512,2.205,4.7,4.731333333333333,1.079,6.464,6.651
20,10,20,50,0.6,6m-1m,3,8,7,-0.1,-0.15,,2.262,73.63,32.55,1.501,2.198,3.6,4.726,0.0,7.521,6.657
25,15,25,35,0.3,12m,5,8,5,,,0.6,2.321,62.9,27.1,1.413,2.123,4.7,4.717666666666667,1.452,6.924,5.777
25,0,40,35,0.6,12m,5,12,5,-0.08,,,2.091,59.73,28.57,1.358,2.019,4.9,4.716,1.576,5.356,7.216
25,15,25,35,0.3,12m,5,8,5,-0.08,,0.6,2.229,61.99,27.81,1.397,2.099,4.6,4.714333333333333,1.504,6.886,5.753
15,15,20,50,0.7,6m,5,12,7,-0.12,,0.6,2.133,64.07,30.04,1.473,2.181,5.8,4.7043333333333335,0.555,7.111,6.447
15,5,30,50,0.6,6m-1m,5,8,5,-0.1,-0.15,0.65,2.17,68.76,31.68,1.489,2.136,4.6,4.703,1.746,6.98,5.383
5,0,35,60,0.9,12m-1m,5,8,5,-0.12,,,2.171,71.83,33.08,1.537,2.227,4.8,4.702,1.408,6.451,6.247
20,10,20,50,0.6,6m-1m,3,8,7,-0.1,,,2.178,66.65,30.61,1.394,1.984,3.7,4.700333333333333,-0.155,7.474,6.782
