regime,atk,def,cal,cagr,mdd,sharpe,sortino,switches
DUAL_KP200+BS126_50_AND_5d,V25Q0G40M35,V30Q15G25M30,1.645,74.63,45.35,0.62,3.66,20
DUAL_KP200+BS126_50_AND_5d,V25Q0G40M35,V30Q15G25M30,1.645,74.63,45.35,0.62,3.66,20
BL126_40pct_3d,V25Q0G40M35,V20Q0G35M45,1.644,83.85,51.01,0.768,3.406,39
BU126_60pct_3d,V25Q0G40M35,V30Q15G25M30,1.642,75.73,46.12,0.623,3.699,26
BU126_60pct_3d,V25Q0G40M35,V30Q15G25M30,1.642,75.73,46.12,0.623,3.699,26
BU126_60pct_10d,V25Q0G40M35,V30Q15G25M30,1.641,74.43,45.35,0.62,3.684,10
BU126_60pct_10d,V25Q0G40M35,V30Q15G25M30,1.641,74.43,45.35,0.62,3.684,10
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.639,75.62,46.12,0.623,3.741,16
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.639,75.62,46.12,0.623,3.741,16
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.636,75.48,46.12,0.622,3.738,16
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.636,75.48,46.12,0.622,3.738,16
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.635,75.43,46.12,0.622,3.733,16
BS126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.635,75.43,46.12,0.622,3.733,16
DUAL_KP200+BS126_50_AND_5d,V25Q0G40M35,V30Q15G25M30,1.634,75.37,46.12,0.622,3.695,20
DUAL_KP200+BS126_50_AND_5d,V25Q0G40M35,V30Q15G25M30,1.634,75.37,46.12,0.622,3.695,20
KD_MA150_3d,V25Q0G40M35,V20Q0G35M45,1.628,76.45,46.95,0.736,3.346,23
BS126_30pct_3d,V25Q0G40M35,V20Q0G35M45,1.627,70.96,43.61,0.713,3.073,29
BU126_30pct_3d,V25Q0G40M35,V30Q15G25M30,1.626,80.83,49.71,0.756,3.186,37
BU126_30pct_3d,V25Q0G40M35,V30Q15G25M30,1.626,80.83,49.71,0.756,3.186,37
KD_MA200_5d,V25Q0G40M35,V20Q0G35M45,1.624,73.72,45.4,0.723,3.272,21
BU126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.618,74.64,46.12,0.619,3.697,20
BU126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.618,74.64,46.12,0.619,3.697,20
BU126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.617,74.59,46.12,0.619,3.699,20
BU126_60pct_5d,V20Q0G45M35,V30Q15G25M30,1.617,74.59,46.12,0.619,3.699,20
BU126_60pct_10d,V25Q0G40M35,V30Q15G25M30,1.612,74.33,46.12,0.619,3.69,10
BU126_60pct_10d,V25Q0G40M35,V30Q15G25M30,1.612,74.33,46.12,0.619,3.69,10
BL126_30pct_10d,V20Q0G45M35,V20Q0G35M45,1.612,68.49,42.5,1.225,2.321,18
BS126_30pct_5d,V25Q0G40M35,V30Q15G25M30,1.595,80.07,50.2,0.752,3.22,20
BS126_30pct_5d,V25Q0G40M35,V30Q15G25M30,1.595,80.07,50.2,0.752,3.22,20
BL126_30pct_10d,V20Q0G45M35,V20Q0G35M45,1.592,67.2,42.22,1.212,2.284,18
KD_MA100_3d,V25Q0G40M35,V20Q0G35M45,1.591,72.57,45.61,0.719,3.242,29
BU126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.586,79.1,49.88,0.749,3.269,13
BU126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.586,79.1,49.88,0.749,3.269,13
BU126_30pct_10d,V25Q0G40M35,V30Q15G25M30,1.581,78.62,49.74,0.746,3.183,16
BU126_30pct_10d,V25Q0G40M35,V30Q15G25M30,1.581,78.62,49.74,0.746,3.183,16
DUAL_KP200+BS126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.578,80.36,50.91,1.33,2.556,23
DUAL_KP200+BL126_40_AND_5d,V25Q0G40M35,V20Q0G35M45,1.577,74.7,47.37,0.728,3.287,23
DUAL_KP200+BS126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.577,79.89,50.68,1.324,2.551,23
BS126_30pct_10d,V25Q0G40M35,V30Q15G25M30,1.577,76.19,48.33,0.735,3.173,14
BS126_30pct_10d,V25Q0G40M35,V30Q15G25M30,1.577,76.19,48.33,0.735,3.173,14
BS126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.577,71.52,45.35,0.611,3.64,16
BS126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.577,71.52,45.35,0.611,3.64,16
DUAL_KP200+KD150_AND_5d,V25Q0G40M35,V20Q0G35M45,1.575,74.61,47.37,0.727,3.316,13
BS126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.558,71.88,46.12,0.611,3.659,16
BS126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.558,71.88,46.12,0.611,3.659,16
DUAL_KP200+KD150_OR_5d,V25Q0G40M35,V20Q0G35M45,1.553,74.56,48.0,0.727,3.282,23
DUAL_KP200+BU126_50_AND_5d,V25Q0G40M35,V20Q0G35M45,1.553,72.85,46.91,0.719,3.289,23
BS126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.545,75.5,48.88,0.734,3.066,15
BS126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.545,75.5,48.88,0.734,3.066,15
DUAL_KP200+BS126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.544,78.26,50.68,1.309,2.508,23
BL126_60pct_10d,V25Q0G40M35,V20Q0G35M45,1.544,71.27,46.17,0.713,3.224,11
BU126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.541,71.09,46.12,0.595,3.331,33
BU126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.541,71.09,46.12,0.595,3.331,33
BL126_30pct_10d,V20Q0G45M35,V20Q0G35M45,1.539,64.7,42.04,1.18,2.241,18
KD_MA100_5d,V25Q0G40M35,V20Q0G35M45,1.534,74.19,48.37,0.726,3.301,15
KD_MA150_10d,V25Q0G40M35,V20Q0G35M45,1.532,73.91,48.25,0.724,3.299,11
KD_MA150_5d,V25Q0G40M35,V20Q0G35M45,1.528,73.35,48.0,0.722,3.29,15
DUAL_KP200+BL126_40_OR_5d,V20Q0G45M35,V20Q0G35M45,1.526,69.16,45.32,1.228,2.337,23
BL126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.524,69.05,45.32,1.227,2.339,25
DUAL_KP200+BL126_50_AND_5d,V25Q0G40M35,V20Q0G35M45,1.522,71.4,46.91,0.713,3.205,27
BS126_50pct_10d,V25Q0G40M35,V30Q15G25M30,1.52,68.93,45.35,0.602,3.515,13
BS126_50pct_10d,V25Q0G40M35,V30Q15G25M30,1.52,68.93,45.35,0.602,3.515,13
BS126_50pct_10d,V25Q0G40M35,V30Q15G25M30,1.513,69.77,46.12,0.603,3.547,13
BS126_50pct_10d,V25Q0G40M35,V30Q15G25M30,1.513,69.77,46.12,0.603,3.547,13
DUAL_KP200+BS126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.505,75.77,50.35,1.285,2.468,23
BL126_30pct_5d,V20Q0G45M35,V20Q0G35M45,1.503,71.79,47.77,1.262,2.396,26
BU126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.502,68.1,45.35,0.586,3.256,33
BU126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.502,68.1,45.35,0.586,3.256,33
DUAL_KP200+BU126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.496,78.32,52.34,1.308,2.516,21
DUAL_KP200+BU126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.494,77.86,52.11,1.302,2.51,21
DUAL_KP200+BL126_40_OR_5d,V20Q0G45M35,V20Q0G35M45,1.491,67.58,45.32,1.211,2.296,23
BU126_40pct_10d,V25Q0G40M35,V20Q0G35M45,1.489,69.78,46.87,0.706,3.229,13
BL126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.486,67.36,45.32,1.209,2.296,25
BU126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.481,77.0,51.99,1.298,2.496,17
BU126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.478,76.84,51.99,1.297,2.497,17
DUAL_KP200+KD200_AND_5d,V25Q0G40M35,V20Q0G35M45,1.467,69.51,47.37,0.704,3.203,17
BS126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.464,68.67,46.9,0.601,3.536,24
BS126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.464,68.67,46.9,0.601,3.536,24
DUAL_KP200+BU126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.463,76.25,52.11,1.287,2.468,21
BL126_60pct_3d,V25Q0G40M35,V20Q0G35M45,1.462,74.82,51.16,0.728,3.287,33
BS126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.46,69.13,47.33,0.603,3.529,24
BS126_50pct_3d,V25Q0G40M35,V30Q15G25M30,1.46,69.13,47.33,0.603,3.529,24
BS126_30pct_5d,V25Q0G40M35,V20Q0G35M45,1.458,72.3,49.59,0.718,3.128,20
DUAL_KP200+BL126_40_OR_5d,V20Q0G45M35,V20Q0G35M45,1.455,65.94,45.32,1.19,2.273,23
BL126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.45,65.73,45.32,1.188,2.272,25
BU126_30pct_5d,V25Q0G40M35,V30Q15G25M30,1.45,73.17,50.46,0.722,3.063,24
BU126_30pct_5d,V25Q0G40M35,V30Q15G25M30,1.45,73.17,50.46,0.722,3.063,24
BL126_30pct_10d,V20Q0G45M35,V20Q0G35M45,1.441,60.17,41.75,1.131,2.14,18
BL126_40pct_10d,V20Q0G45M35,V20Q0G35M45,1.439,67.69,47.06,1.211,2.27,15
DUAL_KP200+BU126_50_OR_5d,V20Q0G45M35,V20Q0G35M45,1.424,73.78,51.8,1.263,2.428,21
BU126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.424,74.06,51.99,1.268,2.428,17
BL126_30pct_5d,V20Q0G45M35,V20Q0G35M45,1.42,69.54,48.97,1.238,2.344,26
BS126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.418,69.87,49.27,0.709,2.963,15
BS126_40pct_10d,V25Q0G40M35,V30Q15G25M30,1.418,69.87,49.27,0.709,2.963,15
BU126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.412,64.05,45.35,0.586,3.449,20
BU126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.412,64.05,45.35,0.586,3.449,20
BU126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.407,73.17,51.99,1.261,2.419,17
BL126_40pct_10d,V20Q0G45M35,V20Q0G35M45,1.403,66.02,47.06,1.192,2.228,15
BL126_30pct_3d,V20Q0G45M35,V20Q0G35M45,1.398,70.18,50.2,1.247,2.365,32
BU126_30pct_3d,V25Q0G40M35,V30Q15G25M30,1.396,71.3,51.08,0.714,3.005,37
BU126_30pct_3d,V25Q0G40M35,V30Q15G25M30,1.396,71.3,51.08,0.714,3.005,37
BS126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.391,72.31,51.99,1.24,2.389,23
BS126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.387,72.09,51.99,1.239,2.388,23
BS126_40pct_10d,V25Q0G40M35,V20Q0G35M45,1.387,67.38,48.59,0.695,3.114,15
BS126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.385,74.0,53.42,1.257,2.44,27
BS126_40pct_5d,V25Q0G40M35,V30Q15G25M30,1.379,63.6,46.12,0.569,3.107,23
BS126_40pct_5d,V25Q0G40M35,V30Q15G25M30,1.379,63.6,46.12,0.569,3.107,23
BU126_30pct_3d,V25Q0G40M35,V20Q0G35M45,1.379,65.15,47.24,0.686,2.936,37
BS126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.378,73.64,53.42,1.254,2.431,27
DUAL_KP200+BL126_40_OR_5d,V20Q0G45M35,V20Q0G35M45,1.373,62.23,45.32,1.151,2.191,23
BU126_30pct_5d,V25Q0G40M35,V20Q0G35M45,1.372,68.28,49.78,0.7,3.012,24
BL126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.366,61.89,45.32,1.147,2.189,25
BU126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.357,62.58,46.12,0.579,3.431,20
BU126_60pct_5d,V25Q0G40M35,V30Q15G25M30,1.357,62.58,46.12,0.579,3.431,20
BL126_30pct_5d,V20Q0G45M35,V20Q0G35M45,1.35,66.28,49.12,1.198,2.286,26
BL126_40pct_10d,V20Q0G45M35,V20Q0G35M45,1.35,63.52,47.06,1.161,2.186,15
BL126_30pct_3d,V20Q0G45M35,V20Q0G35M45,1.343,68.37,50.92,1.227,2.32,32
BU126_30pct_10d,V25Q0G40M35,V20Q0G35M45,1.34,71.83,53.6,0.716,3.111,16
BU126_50pct_3d,V25Q0G40M35,V20Q0G35M45,1.338,61.03,45.61,0.667,2.78,33
BL126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.335,67.69,50.7,1.202,2.321,15
BS126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.334,69.38,51.99,1.21,2.32,23
DUAL_KP200+BU126_40_OR_5d,V25Q0G40M35,V20Q0G35M45,1.331,62.92,47.28,0.956,2.284,19
DUAL_KP200+BS126_40_OR_5d,V25Q0G40M35,V20Q0G35M45,1.331,62.95,47.28,0.956,2.283,19
BS126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.331,71.11,53.42,1.227,2.371,27
BL126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.32,66.92,50.7,1.193,2.286,15
BS126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.315,70.23,53.42,1.22,2.362,27
BS126_40pct_5d,V20Q0G45M35,V20Q0G35M45,1.314,68.33,51.99,1.2,2.307,23
BL126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.312,66.52,50.7,1.188,2.281,15
BL126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.307,66.27,50.7,1.186,2.279,15
BS126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.298,69.83,53.81,1.007,2.516,13
BL126_30pct_5d,V20Q0G45M35,V20Q0G35M45,1.298,63.15,48.66,1.166,2.215,26
DUAL_KP200+BU126_40_AND_5d,V25Q0G40M35,V20Q0G35M45,1.286,65.83,51.19,0.688,3.101,19
BU126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.286,68.7,53.42,1.207,2.34,25
DUAL_KP200+BS126_40_AND_5d,V25Q0G40M35,V30Q15G25M30,1.284,59.23,46.12,0.552,3.032,25
DUAL_KP200+BS126_40_AND_5d,V25Q0G40M35,V30Q15G25M30,1.284,59.23,46.12,0.552,3.032,25
BL126_30pct_3d,V20Q0G45M35,V20Q0G35M45,1.284,65.31,50.85,1.189,2.265,32
BU126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.283,68.56,53.42,1.206,2.341,25
BS126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.282,69.0,53.81,1.0,2.505,13
BS126_40pct_5d,V25Q0G40M35,V30Q15G25M30,1.278,57.96,45.35,0.549,2.985,23
BS126_40pct_5d,V25Q0G40M35,V30Q15G25M30,1.278,57.96,45.35,0.549,2.985,23
BS126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.277,68.69,53.81,0.997,2.497,13
BL126_40pct_10d,V20Q0G45M35,V20Q0G35M45,1.273,59.9,47.06,1.123,2.105,15
BS126_30pct_10d,V25Q0G40M35,V20Q0G35M45,1.272,64.76,50.91,0.684,2.993,14
BS126_50pct_10d,V20Q0G45M35,V20Q0G35M45,1.272,68.42,53.81,0.995,2.478,13
BS126_50pct_5d,V20Q0G45M35,V20Q0G35M45,1.268,72.74,57.37,1.03,2.575,22
BS126_50pct_5d,V20Q0G45M35,V20Q0G35M45,1.254,71.92,57.37,1.023,2.564,22
BL126_30pct_3d,V20Q0G45M35,V20Q0G35M45,1.254,62.87,50.14,1.165,2.21,32
BU126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.234,65.9,53.42,1.177,2.272,25
BS126_50pct_5d,V20Q0G45M35,V20Q0G35M45,1.221,70.05,57.37,1.008,2.512,22
BU126_40pct_3d,V20Q0G45M35,V20Q0G35M45,1.218,65.05,53.42,1.169,2.262,25
BS126_50pct_3d,V20Q0G45M35,V20Q0G35M45,1.215,68.32,56.25,0.993,2.475,24
DUAL_KP200+BS126_40_AND_5d,V25Q0G40M35,V30Q15G25M30,1.21,54.89,45.35,0.537,2.93,25
DUAL_KP200+BS126_40_AND_5d,V25Q0G40M35,V30Q15G25M30,1.21,54.89,45.35,0.537,2.93,25
BS126_50pct_3d,V20Q0G45M35,V20Q0G35M45,1.195,67.24,56.25,0.983,2.456,24
BS126_50pct_5d,V20Q0G45M35,V20Q0G35M45,1.179,67.64,57.37,0.988,2.474,22
BS126_50pct_3d,V20Q0G45M35,V20Q0G35M45,1.16,65.23,56.25,0.967,2.4,24
BL126_30pct_3d,V25Q0G40M35,V20Q0G35M45,1.147,57.75,50.36,0.91,2.109,32
BS126_50pct_3d,V20Q0G45M35,V20Q0G35M45,1.119,62.95,56.25,0.947,2.363,24
BL126_30pct_10d,V25Q0G40M35,V20Q0G35M45,1.083,56.66,52.3,0.9,2.079,18
BL126_30pct_5d,V25Q0G40M35,V20Q0G35M45,1.057,53.46,50.6,0.87,2.026,26
BS126_60pct_10d,V20Q0G45M35,V20Q0G35M45,1.049,60.11,57.29,0.92,2.304,10
BU126_50pct_5d,V20Q0G45M35,V20Q0G35M45,1.022,59.89,58.61,1.099,2.116,23
BS126_60pct_10d,V20Q0G45M35,V20Q0G35M45,1.02,58.41,57.29,0.905,2.27,10
BS126_60pct_10d,V20Q0G45M35,V20Q0G35M45,1.012,57.96,57.29,0.901,2.256,10
DUAL_KP200+BL126_40_OR_5d,V25Q0G40M35,V20Q0G35M45,1.011,51.94,51.35,0.856,2.035,23
BS126_60pct_10d,V20Q0G45M35,V20Q0G35M45,1.009,57.8,57.29,0.9,2.253,10
BL126_40pct_5d,V25Q0G40M35,V20Q0G35M45,0.997,51.19,51.35,0.849,2.019,25
BU126_50pct_10d,V20Q0G45M35,V20Q0G35M45,0.994,55.56,55.89,1.049,2.031,17
BU126_50pct_10d,V20Q0G45M35,V20Q0G35M45,0.992,55.43,55.89,1.048,2.036,17
BU126_50pct_5d,V20Q0G45M35,V20Q0G35M45,0.99,58.02,58.61,1.076,2.076,23
BU126_50pct_10d,V20Q0G45M35,V20Q0G35M45,0.98,54.77,55.89,1.04,2.005,17
BU126_50pct_10d,V20Q0G45M35,V20Q0G35M45,0.979,54.73,55.89,1.04,2.016,17
BU126_50pct_5d,V20Q0G45M35,V20Q0G35M45,0.975,57.12,58.61,1.067,2.045,23
BU126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.973,60.46,62.16,0.924,2.326,20
DUAL_KP200+BS126_50_OR_5d,V25Q0G40M35,V20Q0G35M45,0.967,51.28,53.04,0.849,2.041,23
BU126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.965,60.01,62.16,0.92,2.321,20
DUAL_KP200+BU126_50_OR_5d,V25Q0G40M35,V20Q0G35M45,0.955,50.78,53.19,0.844,2.028,21
BU126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.943,58.62,62.16,0.908,2.283,20
BU126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.942,58.58,62.16,0.908,2.285,20
BS126_40pct_3d,V25Q0G40M35,V20Q0G35M45,0.938,52.58,56.07,0.855,2.09,27
BU126_50pct_5d,V20Q0G45M35,V20Q0G35M45,0.926,54.27,58.61,1.035,1.991,23
BS126_50pct_5d,V25Q0G40M35,V20Q0G35M45,0.923,55.44,60.06,0.878,2.189,22
BS126_60pct_10d,V25Q0G40M35,V20Q0G35M45,0.878,51.61,58.79,0.842,2.101,10
BU126_40pct_5d,V25Q0G40M35,V20Q0G35M45,0.871,48.06,55.16,0.818,1.956,17
BL126_50pct_10d,V25Q0G40M35,V20Q0G35M45,0.867,51.18,59.03,0.849,2.031,15
BL126_40pct_10d,V25Q0G40M35,V20Q0G35M45,0.806,44.75,55.49,0.786,1.86,15
BU126_50pct_5d,V25Q0G40M35,V20Q0G35M45,0.805,48.45,60.19,0.813,2.002,23
DUAL_KP200+BS126_40_AND_5d,V25Q0G40M35,V20Q0G35M45,0.801,40.52,50.57,0.552,2.273,25
BU126_40pct_3d,V25Q0G40M35,V20Q0G35M45,0.797,44.7,56.07,0.785,1.886,25
BS126_50pct_10d,V25Q0G40M35,V20Q0G35M45,0.796,46.52,58.44,0.794,1.954,13
BS126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.792,51.68,65.25,0.844,2.089,16
BS126_50pct_3d,V25Q0G40M35,V20Q0G35M45,0.79,46.0,58.2,0.789,1.954,24
BU126_60pct_10d,V20Q0G45M35,V20Q0G35M45,0.786,49.7,63.27,0.825,2.042,10
BU126_60pct_10d,V20Q0G45M35,V20Q0G35M45,0.781,49.38,63.27,0.822,2.04,10
BU126_60pct_5d,V25Q0G40M35,V20Q0G35M45,0.776,47.66,61.45,0.805,2.009,20
BS126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.767,50.04,65.25,0.828,2.053,16
BS126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.765,49.93,65.25,0.827,2.051,16
BS126_60pct_5d,V20Q0G45M35,V20Q0G35M45,0.765,49.89,65.25,0.827,2.046,16
BU126_60pct_10d,V20Q0G45M35,V20Q0G35M45,0.763,48.28,63.27,0.812,2.012,10
BU126_60pct_10d,V20Q0G45M35,V20Q0G35M45,0.75,47.46,63.27,0.804,1.989,10
BS126_60pct_5d,V25Q0G40M35,V20Q0G35M45,0.741,46.85,63.25,0.797,1.974,16
BU126_50pct_10d,V25Q0G40M35,V20Q0G35M45,0.729,44.21,60.6,0.78,1.875,17
BU126_60pct_10d,V25Q0G40M35,V20Q0G35M45,0.699,44.17,63.16,0.771,1.904,10
BS126_40pct_5d,V25Q0G40M35,V20Q0G35M45,0.462,25.48,55.16,0.727,1.132,23
