gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,oca_z,0.0,40,10,30,20,6m,-10.31,42.42,-0.243,-0.09,-0.108
rev_z,oca_z,0.0,40,10,30,20,6m-1m,-7.45,39.6,-0.188,-0.014,-0.018
rev_z,oca_z,0.0,40,10,30,20,12m,-17.87,52.87,-0.338,-0.323,-0.414
rev_z,oca_z,0.0,40,10,30,20,12m-1m,-19.92,52.97,-0.376,-0.387,-0.494
rev_z,oca_z,0.0,35,15,25,25,6m,-26.37,59.56,-0.443,-0.617,-0.737
rev_z,oca_z,0.0,35,15,25,25,6m-1m,-23.11,59.67,-0.387,-0.512,-0.592
rev_z,oca_z,0.0,35,15,25,25,12m,-29.41,64.26,-0.458,-0.655,-0.694
rev_z,oca_z,0.0,35,15,25,25,12m-1m,-14.3,51.52,-0.277,-0.226,-0.297
rev_z,oca_z,0.0,30,10,30,30,6m,-9.98,56.83,-0.176,-0.052,-0.069
rev_z,oca_z,0.0,30,10,30,30,6m-1m,-6.86,51.6,-0.133,0.035,0.043
rev_z,oca_z,0.0,30,10,30,30,12m,-9.87,59.66,-0.165,0.077,0.078
rev_z,oca_z,0.0,30,10,30,30,12m-1m,-12.73,63.01,-0.202,-0.023,-0.025
rev_z,oca_z,0.0,10,40,30,20,6m,-36.07,72.7,-0.496,-0.857,-1.046
rev_z,oca_z,0.0,10,40,30,20,6m-1m,-30.73,66.03,-0.465,-0.655,-0.804
rev_z,oca_z,0.0,10,40,30,20,12m,-34.82,73.03,-0.477,-0.813,-0.989
rev_z,oca_z,0.0,10,40,30,20,12m-1m,-38.64,75.62,-0.511,-0.924,-1.137
rev_z,oca_z,0.0,15,35,25,25,6m,-20.79,57.1,-0.364,-0.333,-0.417
rev_z,oca_z,0.0,15,35,25,25,6m-1m,-21.7,56.49,-0.384,-0.408,-0.531
rev_z,oca_z,0.0,15,35,25,25,12m,-27.52,68.14,-0.404,-0.546,-0.672
rev_z,oca_z,0.0,15,35,25,25,12m-1m,-32.77,70.63,-0.464,-0.744,-0.909
rev_z,oca_z,0.0,20,30,20,30,6m,-19.67,53.33,-0.369,-0.355,-0.454
rev_z,oca_z,0.0,20,30,20,30,6m-1m,-9.44,42.89,-0.22,-0.043,-0.055
rev_z,oca_z,0.0,20,30,20,30,12m,-21.87,57.79,-0.378,-0.353,-0.421
rev_z,oca_z,0.0,20,30,20,30,12m-1m,-17.67,57.19,-0.309,-0.254,-0.316
rev_z,oca_z,0.0,10,10,60,20,6m,-36.51,70.48,-0.518,-0.937,-1.317
rev_z,oca_z,0.0,10,10,60,20,6m-1m,-36.26,73.34,-0.494,-0.914,-1.317
rev_z,oca_z,0.0,10,10,60,20,12m,-31.93,71.75,-0.445,-0.696,-0.994
rev_z,oca_z,0.0,10,10,60,20,12m-1m,-35.28,76.76,-0.46,-0.816,-1.142
rev_z,oca_z,0.0,15,5,50,30,6m,-10.71,56.04,-0.191,-0.048,-0.081
rev_z,oca_z,0.0,15,5,50,30,6m-1m,-22.06,66.06,-0.334,-0.434,-0.654
rev_z,oca_z,0.0,15,5,50,30,12m,-15.34,59.78,-0.257,-0.078,-0.15
rev_z,oca_z,0.0,15,5,50,30,12m-1m,-7.5,60.42,-0.124,0.114,0.234
rev_z,oca_z,0.0,5,5,70,20,6m,-15.25,58.73,-0.26,0.139,0.477
rev_z,oca_z,0.0,5,5,70,20,6m-1m,-37.53,73.76,-0.509,-0.957,-1.305
rev_z,oca_z,0.0,5,5,70,20,12m,-11.13,45.98,-0.242,0.045,0.106
rev_z,oca_z,0.0,5,5,70,20,12m-1m,-11.53,50.96,-0.226,0.039,0.091
rev_z,oca_z,0.0,10,10,55,25,6m,-29.16,66.19,-0.441,-0.602,-0.926
rev_z,oca_z,0.0,10,10,55,25,6m-1m,-19.61,63.68,-0.308,-0.336,-0.512
rev_z,oca_z,0.0,10,10,55,25,12m,-9.98,56.68,-0.176,0.016,0.029
rev_z,oca_z,0.0,10,10,55,25,12m-1m,-13.6,57.86,-0.235,-0.048,-0.09
rev_z,oca_z,0.0,10,10,20,60,6m,-25.8,83.57,-0.309,-0.205,-0.191
rev_z,oca_z,0.0,10,10,20,60,6m-1m,5.34,65.14,0.082,0.41,0.41
rev_z,oca_z,0.0,10,10,20,60,12m,21.52,44.38,0.485,0.588,0.953
rev_z,oca_z,0.0,10,10,20,60,12m-1m,2.28,52.22,0.044,0.287,0.326
rev_z,oca_z,0.0,15,10,20,55,6m,-19.34,78.42,-0.247,-0.12,-0.118
rev_z,oca_z,0.0,15,10,20,55,6m-1m,-4.93,72.08,-0.068,0.202,0.195
rev_z,oca_z,0.0,15,10,20,55,12m,29.95,47.25,0.634,0.749,1.041
rev_z,oca_z,0.0,15,10,20,55,12m-1m,21.99,28.62,0.768,0.735,1.164
rev_z,oca_z,0.0,10,5,25,60,6m,15.59,47.59,0.328,0.569,0.943
rev_z,oca_z,0.0,10,5,25,60,6m-1m,-12.57,77.37,-0.163,0.114,0.108
rev_z,oca_z,0.0,10,5,25,60,12m,42.86,32.98,1.3,0.951,2.028
rev_z,oca_z,0.0,10,5,25,60,12m-1m,28.4,43.12,0.659,0.677,1.09
rev_z,oca_z,0.0,20,10,15,55,6m,-6.24,76.04,-0.082,0.184,0.18
rev_z,oca_z,0.0,20,10,15,55,6m-1m,39.36,54.4,0.724,1.03,1.142
rev_z,oca_z,0.0,20,10,15,55,12m,43.41,44.27,0.981,0.942,1.336
rev_z,oca_z,0.0,20,10,15,55,12m-1m,4.51,54.71,0.082,0.328,0.346
rev_z,oca_z,0.0,25,25,25,25,6m,-30.33,65.6,-0.462,-0.695,-0.864
rev_z,oca_z,0.0,25,25,25,25,6m-1m,-14.61,47.27,-0.309,-0.171,-0.224
rev_z,oca_z,0.0,25,25,25,25,12m,-22.62,62.44,-0.362,-0.382,-0.436
rev_z,oca_z,0.0,25,25,25,25,12m-1m,-18.41,59.29,-0.311,-0.271,-0.339
rev_z,oca_z,0.0,20,20,30,30,6m,-31.11,68.11,-0.457,-0.708,-0.884
rev_z,oca_z,0.0,20,20,30,30,6m-1m,-15.06,48.5,-0.311,-0.162,-0.221
rev_z,oca_z,0.0,20,20,30,30,12m,-18.85,58.57,-0.322,-0.24,-0.308
rev_z,oca_z,0.0,20,20,30,30,12m-1m,-14.9,57.7,-0.258,-0.158,-0.219
rev_z,oca_z,0.0,20,20,20,40,6m,-0.95,60.71,-0.016,0.236,0.248
rev_z,oca_z,0.0,20,20,20,40,6m-1m,-7.71,50.94,-0.151,0.094,0.101
rev_z,oca_z,0.0,20,20,20,40,12m,-12.8,61.24,-0.209,0.006,0.006
rev_z,oca_z,0.0,20,20,20,40,12m-1m,-19.78,59.33,-0.333,-0.23,-0.248
