v,q,g,m,gr,mom,e,x,s,cagr,mdd,cal,sh
15,5,60,20,0.6,12m-1m,6,9,2,80.29,44.81,1.792,1.337
15,5,60,20,0.6,12m-1m,5,9,2,80.29,44.81,1.792,1.337
10,0,65,25,0.7,12m-1m,4,8,2,90.75,50.96,1.781,1.434
20,5,50,25,0.8,12m,5,9,4,76.47,42.98,1.779,1.487
15,0,65,20,0.7,12m-1m,6,8,4,70.38,39.59,1.778,1.442
15,5,65,15,0.6,12m-1m,4,7,2,80.11,45.12,1.775,1.354
10,0,65,25,0.7,12m-1m,4,9,2,89.87,50.96,1.764,1.428
20,0,55,25,0.6,12m,4,7,4,74.21,42.09,1.763,1.444
20,5,50,25,0.8,12m,5,8,4,73.06,41.53,1.759,1.455
15,0,65,20,0.7,12m-1m,6,9,4,73.21,41.73,1.755,1.476
10,0,60,30,0.7,12m-1m,4,9,4,80.42,45.88,1.753,1.536
15,0,60,25,0.7,12m-1m,4,7,4,82.33,47.07,1.749,1.564
0,0,75,25,0.4,12m,5,9,4,84.45,48.39,1.745,1.572
20,0,55,25,0.6,12m,6,9,3,76.84,44.16,1.74,1.386
20,0,55,25,0.6,12m,4,9,2,81.06,46.62,1.739,1.315
20,0,55,25,0.6,12m,6,9,4,72.18,41.6,1.735,1.441
20,5,50,25,0.8,12m,4,8,2,95.45,55.34,1.725,1.438
25,0,50,25,0.5,12m,5,9,4,58.18,33.85,1.719,1.278
15,5,65,15,0.6,12m-1m,6,7,2,77.49,45.12,1.717,1.33
25,0,50,25,0.5,12m,4,9,2,75.71,44.12,1.716,1.292
25,0,50,25,0.5,12m,5,9,2,75.71,44.12,1.716,1.292
0,0,75,25,0.4,12m,4,8,3,81.52,47.54,1.715,1.446
20,0,55,25,0.6,12m,4,8,4,70.05,40.92,1.712,1.39
20,5,60,15,0.7,12m,4,9,2,92.33,53.99,1.71,1.45
20,5,60,15,0.7,12m,5,9,2,92.2,53.99,1.708,1.449
20,5,60,15,0.7,12m,6,9,2,92.2,53.99,1.708,1.449
15,0,65,20,0.7,12m-1m,5,8,4,69.33,40.62,1.707,1.427
20,5,60,15,0.6,12m,5,9,4,65.19,38.33,1.701,1.356
15,0,70,15,0.8,12m-1m,4,7,3,70.29,41.43,1.697,1.337
10,0,65,25,0.6,12m-1m,5,9,4,73.27,43.52,1.683,1.455
0,0,75,25,0.4,12m,6,8,4,71.91,42.73,1.683,1.426
0,0,75,25,0.4,12m,6,9,3,80.97,48.18,1.68,1.442
0,0,75,25,0.4,12m,5,9,3,81.9,48.82,1.678,1.447
20,5,60,15,0.6,12m,6,8,4,70.18,41.87,1.676,1.427
15,5,65,15,0.6,12m-1m,5,7,2,75.63,45.12,1.676,1.31
20,5,60,15,0.6,12m,4,9,4,63.92,38.41,1.664,1.323
15,5,65,15,0.6,12m-1m,4,7,4,64.04,38.56,1.661,1.333
25,0,50,25,0.6,12m,5,7,3,71.59,43.13,1.66,1.361
15,5,60,20,0.6,12m-1m,5,7,4,65.59,39.54,1.659,1.378
15,0,70,15,0.8,12m-1m,4,7,2,82.93,50.02,1.658,1.347
25,0,50,25,0.5,12m,5,7,4,60.19,36.29,1.658,1.304
15,5,60,20,0.6,12m-1m,4,7,4,71.98,43.43,1.657,1.433
10,0,65,25,0.7,12m-1m,4,7,4,70.72,42.77,1.654,1.408
25,0,50,25,0.5,12m,6,9,2,72.77,44.12,1.649,1.263
15,5,65,15,0.6,12m-1m,6,8,4,66.03,40.11,1.646,1.361
15,5,65,15,0.6,12m-1m,4,9,4,67.0,40.8,1.642,1.368
20,5,60,15,0.7,12m,4,7,4,64.39,39.53,1.629,1.329
15,0,65,20,0.7,12m-1m,5,7,4,66.76,41.05,1.626,1.394
25,0,50,25,0.6,12m,4,7,3,70.47,43.47,1.621,1.351
25,0,50,25,0.5,12m,5,8,4,54.77,33.85,1.618,1.23
25,0,50,25,0.5,12m,6,8,4,55.54,34.39,1.615,1.244
20,5,50,25,0.8,12m,4,7,2,90.48,56.28,1.608,1.406
20,0,55,25,0.6,12m,4,9,3,64.1,40.02,1.602,1.248
10,0,65,25,0.6,12m-1m,5,7,4,67.34,42.07,1.601,1.379
15,5,65,15,0.6,12m-1m,5,8,4,65.46,41.14,1.591,1.35
15,0,65,20,0.7,12m-1m,6,7,4,63.38,40.03,1.583,1.348
20,0,55,25,0.6,12m,5,8,4,64.6,40.82,1.582,1.334
20,5,60,15,0.6,12m,4,7,3,63.41,40.2,1.577,1.253
