gs1,gs2,gr,v,q,g,m,mom,cagr,mdd,cal,sh,sort
rev_z,rev_accel_z,0.2,15,5,50,30,12m,33.38,60.81,0.549,0.802,0.952
rev_z,rev_accel_z,0.2,15,5,50,30,12m-1m,49.53,57.43,0.862,0.999,1.194
rev_z,rev_accel_z,0.2,5,5,70,20,6m,34.87,60.87,0.573,0.823,1.02
rev_z,rev_accel_z,0.2,5,5,70,20,6m-1m,33.69,62.04,0.543,0.818,0.973
rev_z,rev_accel_z,0.2,5,5,70,20,12m,42.67,63.82,0.669,0.928,1.101
rev_z,rev_accel_z,0.2,5,5,70,20,12m-1m,49.99,48.66,1.027,1.024,1.22
rev_z,rev_accel_z,0.2,10,10,55,25,6m,26.81,56.27,0.476,0.723,0.838
rev_z,rev_accel_z,0.2,10,10,55,25,6m-1m,7.4,71.4,0.104,0.426,0.488
rev_z,rev_accel_z,0.2,10,10,55,25,12m,40.41,52.44,0.771,0.902,1.098
rev_z,rev_accel_z,0.2,10,10,55,25,12m-1m,49.54,57.59,0.86,1.004,1.222
rev_z,rev_accel_z,0.2,10,10,20,60,6m,-1.56,77.82,-0.02,0.272,0.31
rev_z,rev_accel_z,0.2,10,10,20,60,6m-1m,3.25,69.95,0.047,0.38,0.396
rev_z,rev_accel_z,0.2,10,10,20,60,12m,28.41,47.59,0.597,0.751,0.873
rev_z,rev_accel_z,0.2,10,10,20,60,12m-1m,25.89,62.63,0.413,0.714,0.886
rev_z,rev_accel_z,0.2,15,10,20,55,6m,16.01,68.18,0.235,0.583,0.656
rev_z,rev_accel_z,0.2,15,10,20,55,6m-1m,-14.13,74.79,-0.189,0.047,0.049
rev_z,rev_accel_z,0.2,15,10,20,55,12m,41.32,51.34,0.805,0.853,1.18
rev_z,rev_accel_z,0.2,15,10,20,55,12m-1m,28.43,57.64,0.493,0.702,1.053
rev_z,rev_accel_z,0.2,10,5,25,60,6m,24.5,63.12,0.388,0.682,0.828
rev_z,rev_accel_z,0.2,10,5,25,60,6m-1m,10.82,61.65,0.176,0.476,0.549
rev_z,rev_accel_z,0.2,10,5,25,60,12m,42.67,60.79,0.702,0.872,1.11
rev_z,rev_accel_z,0.2,10,5,25,60,12m-1m,70.06,56.69,1.236,1.138,1.661
rev_z,rev_accel_z,0.2,20,10,15,55,6m,-12.2,67.86,-0.18,0.102,0.112
rev_z,rev_accel_z,0.2,20,10,15,55,6m-1m,-19.29,74.35,-0.259,-0.063,-0.067
rev_z,rev_accel_z,0.2,20,10,15,55,12m,25.97,61.6,0.422,0.671,0.96
rev_z,rev_accel_z,0.2,20,10,15,55,12m-1m,25.92,64.92,0.399,0.676,0.895
rev_z,rev_accel_z,0.2,25,25,25,25,6m,5.21,71.01,0.073,0.372,0.439
rev_z,rev_accel_z,0.2,25,25,25,25,6m-1m,-1.51,74.9,-0.02,0.272,0.305
rev_z,rev_accel_z,0.2,25,25,25,25,12m,8.88,70.07,0.127,0.442,0.514
rev_z,rev_accel_z,0.2,25,25,25,25,12m-1m,-17.81,71.42,-0.249,-0.098,-0.109
rev_z,rev_accel_z,0.2,20,20,30,30,6m,-0.77,76.66,-0.01,0.288,0.317
rev_z,rev_accel_z,0.2,20,20,30,30,6m-1m,9.48,68.32,0.139,0.457,0.509
rev_z,rev_accel_z,0.2,20,20,30,30,12m,23.2,41.63,0.557,0.665,0.909
rev_z,rev_accel_z,0.2,20,20,30,30,12m-1m,27.0,55.42,0.487,0.724,0.868
rev_z,rev_accel_z,0.2,20,20,20,40,6m,-4.13,71.34,-0.058,0.201,0.232
rev_z,rev_accel_z,0.2,20,20,20,40,6m-1m,-2.23,69.68,-0.032,0.237,0.281
rev_z,rev_accel_z,0.2,20,20,20,40,12m,12.77,51.83,0.246,0.496,0.618
rev_z,rev_accel_z,0.2,20,20,20,40,12m-1m,22.82,48.26,0.473,0.666,0.842
rev_z,rev_accel_z,0.2,30,5,50,15,6m,10.78,57.7,0.187,0.495,0.531
rev_z,rev_accel_z,0.2,30,5,50,15,6m-1m,-29.31,83.74,-0.35,-0.299,-0.3
rev_z,rev_accel_z,0.2,30,5,50,15,12m,10.33,56.01,0.184,0.489,0.518
rev_z,rev_accel_z,0.2,30,5,50,15,12m-1m,-25.63,77.67,-0.33,-0.206,-0.214
rev_z,rev_accel_z,0.2,5,30,15,50,6m,80.14,49.68,1.613,1.352,1.832
rev_z,rev_accel_z,0.2,5,30,15,50,6m-1m,44.15,53.34,0.828,0.946,1.272
rev_z,rev_accel_z,0.2,5,30,15,50,12m,31.16,47.92,0.65,0.774,0.969
rev_z,rev_accel_z,0.2,5,30,15,50,12m-1m,65.43,47.6,1.375,1.189,1.655
rev_z,rev_accel_z,0.2,15,15,45,25,6m,11.6,54.68,0.212,0.488,0.582
rev_z,rev_accel_z,0.2,15,15,45,25,6m-1m,-7.07,75.51,-0.094,0.171,0.192
rev_z,rev_accel_z,0.2,15,15,45,25,12m,35.17,57.67,0.61,0.833,1.013
rev_z,rev_accel_z,0.2,15,15,45,25,12m-1m,0.07,71.38,0.001,0.294,0.352
rev_z,rev_accel_z,0.3,40,10,30,20,6m,-7.82,68.6,-0.114,0.202,0.211
rev_z,rev_accel_z,0.3,40,10,30,20,6m-1m,-13.5,70.96,-0.19,0.089,0.092
rev_z,rev_accel_z,0.3,40,10,30,20,12m,-5.89,70.37,-0.084,0.217,0.223
rev_z,rev_accel_z,0.3,40,10,30,20,12m-1m,-12.9,70.68,-0.183,0.074,0.077
rev_z,rev_accel_z,0.3,35,15,25,25,6m,-13.46,72.48,-0.186,0.046,0.05
rev_z,rev_accel_z,0.3,35,15,25,25,6m-1m,-19.15,73.81,-0.259,-0.079,-0.083
rev_z,rev_accel_z,0.3,35,15,25,25,12m,-11.77,63.88,-0.184,0.089,0.094
rev_z,rev_accel_z,0.3,35,15,25,25,12m-1m,-13.39,70.04,-0.191,0.067,0.071
rev_z,rev_accel_z,0.3,30,10,30,30,6m,-6.91,70.51,-0.098,0.196,0.21
rev_z,rev_accel_z,0.3,30,10,30,30,6m-1m,-6.46,75.8,-0.085,0.199,0.209
rev_z,rev_accel_z,0.3,30,10,30,30,12m,4.1,64.93,0.063,0.379,0.402
rev_z,rev_accel_z,0.3,30,10,30,30,12m-1m,1.76,70.33,0.025,0.339,0.352
rev_z,rev_accel_z,0.3,10,40,30,20,6m,32.89,51.39,0.64,0.798,1.001
rev_z,rev_accel_z,0.3,10,40,30,20,6m-1m,22.94,57.35,0.4,0.657,0.852
rev_z,rev_accel_z,0.3,10,40,30,20,12m,42.61,48.45,0.879,0.911,1.162
rev_z,rev_accel_z,0.3,10,40,30,20,12m-1m,0.66,60.27,0.011,0.296,0.381
rev_z,rev_accel_z,0.3,15,35,25,25,6m,17.81,71.07,0.251,0.59,0.686
rev_z,rev_accel_z,0.3,15,35,25,25,6m-1m,3.12,67.91,0.046,0.352,0.409
rev_z,rev_accel_z,0.3,15,35,25,25,12m,22.86,51.31,0.446,0.657,0.83
rev_z,rev_accel_z,0.3,15,35,25,25,12m-1m,4.61,67.91,0.068,0.377,0.443
rev_z,rev_accel_z,0.3,20,30,20,30,6m,-2.9,74.05,-0.039,0.232,0.273
rev_z,rev_accel_z,0.3,20,30,20,30,6m-1m,-0.96,72.15,-0.013,0.271,0.315
rev_z,rev_accel_z,0.3,20,30,20,30,12m,19.82,51.18,0.387,0.614,0.767
rev_z,rev_accel_z,0.3,20,30,20,30,12m-1m,7.19,70.37,0.102,0.415,0.486
rev_z,rev_accel_z,0.3,10,10,60,20,6m,42.0,54.23,0.774,0.927,1.078
rev_z,rev_accel_z,0.3,10,10,60,20,6m-1m,43.53,53.08,0.82,0.947,1.089
rev_z,rev_accel_z,0.3,10,10,60,20,12m,66.52,50.32,1.322,1.202,1.449
rev_z,rev_accel_z,0.3,10,10,60,20,12m-1m,67.62,54.47,1.242,1.22,1.452
rev_z,rev_accel_z,0.3,15,5,50,30,6m,27.04,65.66,0.412,0.729,0.83
rev_z,rev_accel_z,0.3,15,5,50,30,6m-1m,-5.05,70.65,-0.072,0.218,0.241
rev_z,rev_accel_z,0.3,15,5,50,30,12m,35.1,60.43,0.581,0.829,0.964
rev_z,rev_accel_z,0.3,15,5,50,30,12m-1m,39.82,57.73,0.69,0.891,1.046
rev_z,rev_accel_z,0.3,5,5,70,20,6m,38.68,59.26,0.653,0.874,1.018
rev_z,rev_accel_z,0.3,5,5,70,20,6m-1m,48.76,61.93,0.787,1.003,1.184
rev_z,rev_accel_z,0.3,5,5,70,20,12m,42.19,63.49,0.664,0.917,1.061
