combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
oca_z+op_margin_z+cfo_growth_z,0.5/0.2/0.3,15,5,55,25,47.1,58.93,0.799,0.973,1.047
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,15,5,60,20,49.3,62.36,0.791,1.02,1.115
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,10,0,70,20,66.78,48.73,1.37,1.212,1.429
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,10,5,65,20,34.67,69.31,0.5,0.828,0.917
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,20,5,55,20,45.17,62.91,0.718,0.971,1.069
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,15,0,60,25,46.22,66.72,0.693,0.969,1.074
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,10,5,55,30,93.34,54.39,1.716,1.433,1.731
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,15,10,50,25,35.27,57.05,0.618,0.835,0.905
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,10,0,65,25,47.85,64.07,0.747,0.987,1.108
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,20,0,50,30,34.77,70.58,0.493,0.823,0.912
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,5,5,70,20,22.93,76.97,0.298,0.664,0.735
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,15,5,50,30,76.34,60.85,1.254,1.27,1.462
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,10,10,50,30,86.02,60.04,1.433,1.359,1.58
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,25,5,45,25,53.97,56.05,0.963,1.058,1.194
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,20,10,40,30,57.94,60.86,0.952,1.102,1.24
oca_z+op_margin_z+cfo_growth_z,0.4/0.3/0.3,15,5,55,25,47.49,61.29,0.775,0.989,1.084
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,15,5,60,20,79.27,55.41,1.431,1.308,1.552
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,10,0,70,20,119.26,50.95,2.341,1.658,1.898
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,10,5,65,20,101.18,54.89,1.843,1.495,1.674
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,20,5,55,20,64.09,54.58,1.174,1.163,1.35
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,15,0,60,25,145.89,45.33,3.219,1.785,2.193
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,10,5,55,30,148.45,45.1,3.292,1.81,2.168
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,15,10,50,25,107.84,54.44,1.981,1.503,1.869
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,10,0,65,25,154.4,46.26,3.338,1.846,2.244
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,20,0,50,30,108.81,46.69,2.331,1.506,1.925
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,5,5,70,20,114.44,53.25,2.149,1.604,1.779
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,15,5,50,30,124.6,48.53,2.567,1.652,1.963
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,10,10,50,30,162.52,49.03,3.314,1.857,2.33
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,25,5,45,25,123.23,52.85,2.332,1.626,2.042
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,20,10,40,30,97.86,54.93,1.782,1.415,1.745
oca_z+op_margin_z+cfo_growth_z,0.7/0.2/0.1,15,5,55,25,143.71,45.36,3.168,1.746,2.145
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,15,5,60,20,39.59,66.8,0.593,0.89,1.01
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,10,0,70,20,29.76,72.83,0.409,0.763,0.857
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,10,5,65,20,38.81,62.49,0.621,0.885,0.984
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,20,5,55,20,38.97,65.91,0.591,0.887,0.988
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,15,0,60,25,18.49,78.51,0.236,0.599,0.682
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,10,5,55,30,91.08,56.6,1.609,1.416,1.695
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,15,10,50,25,27.88,64.91,0.429,0.738,0.796
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,10,0,65,25,36.69,67.08,0.547,0.849,0.978
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,20,0,50,30,36.33,69.15,0.525,0.84,0.952
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,5,5,70,20,24.36,73.97,0.329,0.686,0.76
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,15,5,50,30,76.39,59.13,1.292,1.266,1.52
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,10,10,50,30,80.83,55.72,1.451,1.302,1.578
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,25,5,45,25,71.85,50.14,1.433,1.275,1.569
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,20,10,40,30,46.49,65.93,0.705,0.967,1.11
oca_z+op_margin_z+cfo_growth_z,0.3/0.4/0.3,15,5,55,25,38.31,66.93,0.572,0.876,0.944
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,15,5,60,20,62.43,56.3,1.109,1.143,1.333
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,10,0,70,20,154.94,41.89,3.699,1.942,2.355
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,10,5,65,20,99.01,47.68,2.077,1.488,1.69
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,20,5,55,20,72.3,51.03,1.417,1.245,1.435
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,15,0,60,25,160.15,46.39,3.452,1.86,2.318
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,10,5,55,30,155.54,45.33,3.431,1.832,2.282
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,15,10,50,25,84.3,53.01,1.59,1.317,1.629
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,10,0,65,25,135.64,54.92,2.47,1.723,2.102
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,20,0,50,30,81.86,51.27,1.597,1.289,1.619
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,5,5,70,20,103.82,53.7,1.934,1.53,1.708
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,15,5,50,30,132.49,46.22,2.866,1.688,2.093
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,10,10,50,30,131.39,46.92,2.8,1.66,2.065
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,25,5,45,25,84.45,52.88,1.597,1.324,1.652
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,20,10,40,30,62.55,54.67,1.144,1.11,1.373
oca_z+op_margin_z+cfo_growth_z,0.6/0.3/0.1,15,5,55,25,169.69,45.59,3.722,1.907,2.363
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,60,20,34.53,64.16,0.538,0.836,1.019
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,0,70,20,15.12,63.41,0.238,0.58,0.628
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,5,65,20,21.35,64.21,0.333,0.667,0.722
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,5,55,20,6.57,75.33,0.087,0.399,0.464
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,0,60,25,17.0,63.91,0.266,0.573,0.711
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,5,55,30,30.45,65.3,0.466,0.783,0.864
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,10,50,25,23.45,68.27,0.344,0.674,0.771
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,0,65,25,31.12,51.87,0.6,0.778,0.938
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,0,50,30,14.04,77.2,0.182,0.531,0.624
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,5,5,70,20,-10.75,79.45,-0.135,0.151,0.16
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,50,30,-2.55,81.04,-0.031,0.25,0.298
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,10,50,30,23.44,70.62,0.332,0.666,0.871
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,25,5,45,25,18.51,74.84,0.247,0.6,0.713
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,10,40,30,4.76,75.65,0.063,0.374,0.433
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,55,25,17.26,69.05,0.25,0.582,0.684
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,15,5,60,20,40.1,56.52,0.71,0.912,1.189
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,10,0,70,20,25.73,55.88,0.46,0.705,0.826
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,10,5,65,20,18.84,62.55,0.301,0.607,0.714
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,20,5,55,20,11.11,76.5,0.145,0.482,0.555
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,15,0,60,25,25.81,67.07,0.385,0.71,0.854
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,10,5,55,30,14.29,79.36,0.18,0.536,0.634
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,15,10,50,25,31.95,69.4,0.46,0.796,0.965
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,10,0,65,25,48.51,48.19,1.007,0.997,1.175
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,20,0,50,30,12.04,75.43,0.16,0.486,0.608
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,5,5,70,20,12.86,69.47,0.185,0.507,0.613
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,15,5,50,30,-0.57,79.8,-0.007,0.261,0.338
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,10,10,50,30,31.03,75.05,0.414,0.78,0.977
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,25,5,45,25,22.34,73.6,0.304,0.657,0.775
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,20,10,40,30,24.24,70.9,0.342,0.687,0.788
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.2/0.2,15,5,55,25,20.13,64.94,0.31,0.62,0.797
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,15,5,60,20,26.03,67.48,0.386,0.714,0.883
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,10,0,70,20,35.66,60.43,0.59,0.847,1.046
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,10,5,65,20,31.25,65.7,0.476,0.785,0.98
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,20,5,55,20,11.01,77.1,0.143,0.481,0.559
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,15,0,60,25,32.85,70.69,0.465,0.803,0.988
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,10,5,55,30,40.77,59.96,0.68,0.909,1.084
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,15,10,50,25,25.9,75.99,0.341,0.712,0.834
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,10,0,65,25,32.17,60.92,0.528,0.799,0.975
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,20,0,50,30,16.2,75.47,0.215,0.563,0.675
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,5,5,70,20,27.56,64.31,0.428,0.733,0.896
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,15,5,50,30,28.79,77.11,0.373,0.748,0.888
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,10,10,50,30,22.9,77.57,0.295,0.664,0.793
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,25,5,45,25,2.46,77.42,0.032,0.333,0.381
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,20,10,40,30,-0.77,68.35,-0.011,0.272,0.314
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.4/0.2,15,5,55,25,28.73,76.55,0.375,0.752,0.906
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,15,5,60,20,13.03,74.03,0.176,0.512,0.609
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,10,0,70,20,0.02,66.39,0.0,0.34,0.364
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,10,5,65,20,-6.79,76.31,-0.089,0.224,0.235
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,20,5,55,20,5.0,75.24,0.066,0.372,0.439
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,15,0,60,25,13.01,71.95,0.181,0.512,0.619
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,10,5,55,30,5.19,74.59,0.07,0.434,0.466
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,15,10,50,25,2.62,78.79,0.033,0.337,0.388
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,10,0,65,25,3.8,71.8,0.053,0.403,0.435
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,20,0,50,30,15.59,75.35,0.207,0.554,0.659
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,5,5,70,20,-5.13,74.09,-0.069,0.219,0.246
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,15,5,50,30,6.3,77.3,0.082,0.404,0.473
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,10,10,50,30,-13.06,80.65,-0.162,0.038,0.045
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,25,5,45,25,10.58,75.5,0.14,0.472,0.557
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,20,10,40,30,19.78,66.03,0.3,0.622,0.709
rev_accel_z+gp_growth_z+op_margin_z,0.5/0.2/0.3,15,5,55,25,6.13,72.92,0.084,0.393,0.465
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,15,5,60,20,13.11,72.09,0.182,0.513,0.615
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,10,0,70,20,-5.4,78.28,-0.069,0.235,0.254
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,10,5,65,20,8.6,75.76,0.113,0.478,0.51
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,20,5,55,20,10.16,73.82,0.138,0.467,0.532
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,15,0,60,25,45.52,60.52,0.752,0.972,1.169
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,10,5,55,30,48.51,53.59,0.905,1.005,1.229
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,15,10,50,25,14.24,75.22,0.189,0.534,0.61
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,10,0,65,25,28.89,64.48,0.448,0.755,0.92
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,20,0,50,30,7.0,78.81,0.089,0.411,0.485
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,5,5,70,20,0.61,74.91,0.008,0.344,0.371
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,15,5,50,30,32.4,75.17,0.431,0.796,0.938
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,10,10,50,30,25.47,74.71,0.341,0.696,0.85
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,25,5,45,25,7.13,77.27,0.092,0.416,0.481
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,20,10,40,30,3.23,70.08,0.046,0.345,0.397
rev_accel_z+gp_growth_z+op_margin_z,0.4/0.3/0.3,15,5,55,25,22.54,74.77,0.301,0.662,0.782
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,15,5,60,20,45.81,59.79,0.766,1.0,1.283
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,10,0,70,20,38.24,54.1,0.707,0.879,0.977
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,10,5,65,20,52.4,56.85,0.922,1.062,1.252
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,20,5,55,20,26.55,63.99,0.415,0.717,0.904
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,15,0,60,25,33.26,70.29,0.473,0.813,0.976
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,10,5,55,30,23.22,72.53,0.32,0.67,0.804
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,15,10,50,25,42.64,62.28,0.685,0.932,1.193
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,10,0,65,25,57.73,55.41,1.042,1.112,1.338
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,20,0,50,30,38.07,68.39,0.557,0.874,1.156
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,5,5,70,20,13.97,69.18,0.202,0.524,0.632
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,15,5,50,30,31.4,64.22,0.489,0.778,1.031
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,10,10,50,30,18.48,75.2,0.246,0.601,0.719
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,25,5,45,25,22.09,68.01,0.325,0.654,0.776
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,20,10,40,30,28.62,72.15,0.397,0.742,0.949
rev_accel_z+gp_growth_z+op_margin_z,0.7/0.2/0.1,15,5,55,25,49.36,57.81,0.854,1.027,1.33
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,15,5,60,20,-4.96,78.19,-0.063,0.185,0.222
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,10,0,70,20,26.21,67.65,0.387,0.712,0.871
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,10,5,65,20,12.5,70.22,0.178,0.503,0.61
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,20,5,55,20,11.42,76.44,0.149,0.485,0.562
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,15,0,60,25,13.53,71.51,0.189,0.511,0.652
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,10,5,55,30,46.68,48.53,0.962,0.992,1.325
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,15,10,50,25,-0.35,78.79,-0.004,0.296,0.34
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,10,0,65,25,21.28,68.01,0.313,0.64,0.79
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,20,0,50,30,-5.0,76.51,-0.065,0.169,0.207
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,5,5,70,20,9.86,75.54,0.131,0.505,0.547
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,15,5,50,30,23.55,72.79,0.323,0.668,0.849
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,10,10,50,30,-1.4,77.96,-0.018,0.272,0.326
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,25,5,45,25,-5.73,79.05,-0.072,0.183,0.205
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,20,10,40,30,14.19,69.79,0.203,0.534,0.623
rev_accel_z+gp_growth_z+op_margin_z,0.3/0.4/0.3,15,5,55,25,4.63,73.22,0.063,0.375,0.43
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,15,5,60,20,47.5,61.57,0.771,1.017,1.312
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,10,0,70,20,12.61,67.63,0.186,0.529,0.575
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,10,5,65,20,43.86,47.75,0.919,0.953,1.229
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,20,5,55,20,21.51,67.52,0.319,0.645,0.793
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,15,0,60,25,43.79,58.44,0.749,0.96,1.246
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,10,5,55,30,37.72,73.28,0.515,0.87,1.064
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,15,10,50,25,43.42,64.97,0.668,0.947,1.231
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,10,0,65,25,52.49,56.64,0.927,1.05,1.246
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,20,0,50,30,41.37,67.79,0.61,0.912,1.09
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,5,5,70,20,11.84,68.79,0.172,0.496,0.582
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,15,5,50,30,23.4,70.69,0.331,0.662,0.879
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,10,10,50,30,46.75,63.17,0.74,0.986,1.346
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,25,5,45,25,21.07,74.95,0.281,0.638,0.752
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,20,10,40,30,24.75,72.54,0.341,0.695,0.801
rev_accel_z+gp_growth_z+op_margin_z,0.6/0.3/0.1,15,5,55,25,49.58,62.67,0.791,1.031,1.317
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,15,5,60,20,8.56,79.49,0.108,0.456,0.512
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,10,0,70,20,21.64,68.67,0.315,0.654,0.742
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,10,5,65,20,19.62,73.74,0.266,0.623,0.713
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,20,5,55,20,11.85,76.7,0.154,0.508,0.571
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,15,0,60,25,27.99,71.13,0.394,0.739,0.82
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,10,5,55,30,14.43,77.21,0.187,0.547,0.612
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,15,10,50,25,3.12,82.37,0.038,0.37,0.408
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,10,0,65,25,23.2,72.55,0.32,0.676,0.774
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,20,0,50,30,10.84,77.51,0.14,0.494,0.554
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,5,5,70,20,29.54,68.11,0.434,0.766,0.872
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,15,5,50,30,26.0,77.12,0.337,0.715,0.801
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,10,10,50,30,13.5,78.33,0.172,0.532,0.6
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,25,5,45,25,13.76,77.05,0.179,0.561,0.583
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,20,10,40,30,9.91,77.01,0.129,0.505,0.518
rev_accel_z+gp_growth_z+cfo_growth_z,0.5/0.3/0.2,15,5,55,25,1.45,84.19,0.017,0.344,0.38
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,15,5,60,20,10.2,71.29,0.143,0.481,0.531
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,10,0,70,20,15.6,68.48,0.228,0.564,0.624
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,10,5,65,20,30.9,67.5,0.458,0.783,0.888
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,20,5,55,20,14.58,74.24,0.196,0.55,0.617
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,15,0,60,25,24.51,69.74,0.351,0.693,0.777
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,10,5,55,30,24.11,75.32,0.32,0.689,0.765
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,15,10,50,25,10.43,77.89,0.134,0.486,0.542
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,10,0,65,25,56.5,40.25,1.404,1.133,1.614
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,20,0,50,30,44.82,73.02,0.614,0.876,1.154
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,5,5,70,20,16.64,71.45,0.233,0.579,0.657
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,15,5,50,30,14.91,79.63,0.187,0.555,0.612
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,10,10,50,30,14.93,74.05,0.202,0.553,0.631
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,25,5,45,25,3.21,78.87,0.041,0.391,0.399
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,20,10,40,30,18.69,67.9,0.275,0.607,0.67
rev_accel_z+gp_growth_z+cfo_growth_z,0.6/0.2/0.2,15,5,55,25,16.54,78.49,0.211,0.58,0.634
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,15,5,60,20,-4.6,78.3,-0.059,0.262,0.284
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,10,0,70,20,36.56,65.88,0.555,0.856,0.98
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,10,5,65,20,57.36,41.74,1.374,1.143,1.672
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,20,5,55,20,-15.86,86.86,-0.183,0.065,0.069
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,15,0,60,25,21.49,73.56,0.292,0.65,0.744
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,10,5,55,30,19.04,74.93,0.254,0.615,0.69
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,15,10,50,25,11.21,73.37,0.153,0.497,0.551
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,10,0,65,25,40.33,69.16,0.583,0.901,1.047
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,20,0,50,30,-1.8,82.46,-0.022,0.315,0.334
rev_accel_z+gp_growth_z+cfo_growth_z,0.4/0.4/0.2,5,5,70,20,11.52,71.14,0.162,0.499,0.578
