combo,ratio,v,q,g,m,cagr,mdd,calmar,sharpe,sortino
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,25,5,45,25,34.47,57.27,0.602,0.819,1.004
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,20,10,40,30,46.69,57.87,0.807,0.97,1.173
rev_z+rev_accel_z+op_margin_z,0.6/0.2/0.2,15,5,55,25,37.06,51.23,0.723,0.851,1.056
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,60,20,23.08,68.78,0.336,0.672,0.739
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,0,70,20,2.09,68.7,0.03,0.369,0.393
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,65,20,17.2,67.26,0.256,0.596,0.634
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,5,55,20,17.58,66.85,0.263,0.593,0.657
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,0,60,25,33.13,57.91,0.572,0.804,0.902
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,5,55,30,50.31,52.85,0.952,1.035,1.274
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,10,50,25,47.47,60.62,0.783,1.001,1.158
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,0,65,25,22.05,60.38,0.365,0.663,0.701
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,0,50,30,48.79,66.58,0.733,0.997,1.15
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,5,5,70,20,33.35,65.74,0.507,0.813,0.909
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,50,30,61.7,52.23,1.181,1.162,1.447
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,10,10,50,30,46.07,51.25,0.899,0.981,1.106
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,25,5,45,25,23.63,75.14,0.314,0.672,0.843
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,20,10,40,30,22.16,73.61,0.301,0.655,0.75
rev_z+rev_accel_z+op_margin_z,0.4/0.4/0.2,15,5,55,25,37.26,67.79,0.55,0.863,1.011
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,60,20,68.71,53.75,1.278,1.209,1.468
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,0,70,20,63.4,40.09,1.582,1.161,1.405
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,65,20,54.55,50.1,1.089,1.047,1.186
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,5,55,20,70.31,46.4,1.515,1.228,1.521
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,0,60,25,27.95,65.65,0.426,0.731,0.893
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,5,55,30,57.96,43.74,1.325,1.086,1.351
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,10,50,25,67.52,45.01,1.5,1.205,1.476
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,0,65,25,70.25,40.09,1.752,1.22,1.514
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,0,50,30,49.24,64.24,0.767,0.993,1.228
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,5,5,70,20,60.9,49.35,1.234,1.124,1.359
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,50,30,48.57,60.34,0.805,0.978,1.206
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,10,10,50,30,81.81,48.64,1.682,1.312,1.636
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,25,5,45,25,20.39,72.9,0.28,0.622,0.765
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,20,10,40,30,38.27,61.63,0.621,0.868,1.035
rev_z+rev_accel_z+op_margin_z,0.5/0.2/0.3,15,5,55,25,58.19,56.41,1.032,1.095,1.338
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,60,20,60.02,58.61,1.024,1.136,1.372
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,0,70,20,5.64,62.31,0.09,0.393,0.457
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,65,20,26.6,53.91,0.493,0.718,0.819
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,5,55,20,38.92,65.13,0.598,0.877,0.997
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,0,60,25,52.56,57.16,0.92,1.067,1.327
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,5,55,30,49.22,50.07,0.983,1.012,1.231
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,10,50,25,51.78,55.88,0.927,1.034,1.241
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,0,65,25,26.24,56.54,0.464,0.709,0.837
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,0,50,30,80.93,50.14,1.614,1.345,1.616
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,5,5,70,20,24.5,68.86,0.356,0.692,0.767
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,50,30,54.13,52.31,1.035,1.045,1.255
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,10,10,50,30,54.85,46.5,1.18,1.062,1.318
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,25,5,45,25,13.76,77.95,0.177,0.52,0.653
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,20,10,40,30,22.59,73.58,0.307,0.657,0.768
rev_z+rev_accel_z+op_margin_z,0.4/0.3/0.3,15,5,55,25,42.28,60.75,0.696,0.922,1.141
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,60,20,62.21,53.38,1.165,1.147,1.37
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,0,70,20,62.29,55.9,1.114,1.138,1.263
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,65,20,49.5,54.61,0.906,1.009,1.197
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,5,55,20,77.69,51.0,1.523,1.3,1.558
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,0,60,25,50.57,60.21,0.84,1.021,1.137
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,5,55,30,32.67,60.4,0.541,0.796,0.941
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,10,50,25,50.09,54.87,0.913,1.007,1.188
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,0,65,25,48.9,48.96,0.999,0.999,1.112
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,0,50,30,49.28,61.29,0.804,1.001,1.135
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,5,5,70,20,39.47,55.65,0.709,0.884,1.032
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,50,30,35.96,62.09,0.579,0.84,0.949
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,10,10,50,30,75.91,45.88,1.654,1.265,1.589
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,25,5,45,25,3.49,70.86,0.049,0.388,0.43
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,20,10,40,30,50.34,49.56,1.016,1.003,1.215
rev_z+rev_accel_z+op_margin_z,0.7/0.2/0.1,15,5,55,25,33.79,59.09,0.572,0.818,0.951
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,60,20,15.57,71.96,0.216,0.565,0.64
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,0,70,20,13.04,60.06,0.217,0.536,0.561
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,65,20,6.06,65.65,0.092,0.432,0.462
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,5,55,20,36.22,62.97,0.575,0.858,0.959
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,0,60,25,22.03,63.55,0.347,0.652,0.747
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,5,55,30,68.52,45.71,1.499,1.234,1.519
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,10,50,25,24.86,60.69,0.41,0.702,0.793
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,0,65,25,17.3,63.09,0.274,0.598,0.625
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,0,50,30,57.99,52.66,1.101,1.099,1.309
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,5,5,70,20,47.72,57.07,0.836,0.975,1.188
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,50,30,47.23,55.3,0.854,0.984,1.173
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,10,10,50,30,57.58,50.34,1.144,1.117,1.386
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,25,5,45,25,12.09,74.28,0.163,0.491,0.609
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,20,10,40,30,13.82,74.81,0.185,0.529,0.606
rev_z+rev_accel_z+op_margin_z,0.3/0.4/0.3,15,5,55,25,40.38,62.45,0.647,0.909,1.03
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,60,20,50.55,60.5,0.836,1.054,1.244
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,0,70,20,35.13,59.07,0.595,0.838,0.927
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,5,65,20,39.82,63.55,0.627,0.902,1.033
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,5,55,20,47.97,58.18,0.825,1.01,1.195
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,0,60,25,36.74,65.07,0.565,0.863,0.981
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,5,55,30,20.59,71.76,0.287,0.639,0.716
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,10,50,25,13.1,70.42,0.186,0.522,0.61
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,0,65,25,27.25,61.56,0.443,0.733,0.834
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,0,50,30,32.02,62.72,0.511,0.798,0.911
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,5,5,70,20,35.98,66.06,0.545,0.84,0.925
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,50,30,49.78,62.19,0.8,1.004,1.152
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,10,10,50,30,41.11,66.61,0.617,0.903,1.058
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,25,5,45,25,32.04,61.64,0.52,0.801,0.893
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,20,10,40,30,36.31,60.84,0.597,0.849,0.928
rev_z+rev_accel_z+op_margin_z,0.6/0.3/0.1,15,5,55,25,25.63,66.56,0.385,0.708,0.821
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,5,60,20,49.28,70.36,0.7,1.0,1.17
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,0,70,20,30.25,70.34,0.43,0.772,0.881
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,5,65,20,54.25,70.56,0.769,1.048,1.198
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,5,55,20,19.09,76.67,0.249,0.617,0.711
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,0,60,25,55.5,67.8,0.819,1.074,1.228
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,5,55,30,70.8,70.21,1.008,1.213,1.391
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,10,50,25,60.14,76.68,0.784,1.114,1.291
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,0,65,25,44.78,61.86,0.724,0.953,1.059
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,0,50,30,67.54,71.04,0.951,1.206,1.511
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,5,5,70,20,45.47,72.05,0.631,0.949,1.078
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,5,50,30,65.01,75.83,0.857,1.155,1.348
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,10,10,50,30,40.3,74.61,0.54,0.89,1.013
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,25,5,45,25,20.24,79.12,0.256,0.636,0.711
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,20,10,40,30,53.93,69.57,0.775,1.037,1.281
rev_z+rev_accel_z+cfo_growth_z,0.5/0.3/0.2,15,5,55,25,61.21,70.47,0.869,1.119,1.305
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,5,60,20,48.77,69.44,0.702,0.991,1.137
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,0,70,20,50.2,61.28,0.819,1.011,1.166
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,5,65,20,41.03,64.21,0.639,0.896,1.046
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,5,55,20,15.48,73.36,0.211,0.564,0.658
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,0,60,25,35.66,69.05,0.516,0.839,0.953
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,5,55,30,79.93,62.18,1.286,1.298,1.487
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,10,50,25,77.47,63.22,1.225,1.277,1.449
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,0,65,25,53.34,62.47,0.854,1.035,1.163
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,0,50,30,56.5,73.8,0.766,1.073,1.244
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,5,5,70,20,50.38,60.77,0.829,0.997,1.164
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,5,50,30,47.59,75.18,0.633,0.976,1.111
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,10,10,50,30,45.58,70.52,0.646,0.944,1.094
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,25,5,45,25,29.0,75.13,0.386,0.744,0.895
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,20,10,40,30,68.37,62.46,1.095,1.18,1.547
rev_z+rev_accel_z+cfo_growth_z,0.6/0.2/0.2,15,5,55,25,58.13,70.46,0.825,1.096,1.278
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,5,60,20,40.95,68.09,0.601,0.913,1.053
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,0,70,20,48.64,70.1,0.694,1.005,1.162
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,5,65,20,25.49,68.56,0.372,0.705,0.795
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,5,55,20,20.03,74.95,0.267,0.631,0.717
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,0,60,25,50.33,63.61,0.791,1.024,1.128
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,5,55,30,29.4,67.57,0.435,0.76,0.845
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,10,50,25,26.85,68.62,0.391,0.729,0.815
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,0,65,25,66.91,56.21,1.19,1.201,1.328
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,0,50,30,43.91,70.1,0.626,0.934,1.11
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,5,5,70,20,66.36,53.17,1.248,1.223,1.722
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,5,50,30,27.0,69.9,0.386,0.728,0.821
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,10,10,50,30,32.88,72.19,0.455,0.808,0.907
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,25,5,45,25,2.04,79.54,0.026,0.354,0.391
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,20,10,40,30,43.4,74.55,0.582,0.925,1.108
rev_z+rev_accel_z+cfo_growth_z,0.4/0.4/0.2,15,5,55,25,28.99,77.91,0.372,0.753,0.852
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,5,60,20,39.13,62.91,0.622,0.879,1.027
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,0,70,20,50.06,53.19,0.941,1.015,1.136
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,5,65,20,57.4,59.42,0.966,1.078,1.252
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,5,55,20,31.18,66.03,0.472,0.78,0.912
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,0,60,25,35.27,66.5,0.53,0.832,0.963
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,5,55,30,64.57,62.22,1.038,1.141,1.343
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,10,50,25,68.76,67.09,1.025,1.195,1.369
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,0,65,25,36.6,61.43,0.596,0.843,0.962
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,0,50,30,69.89,70.86,0.986,1.108,1.492
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,5,5,70,20,76.51,53.07,1.442,1.268,1.476
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,5,50,30,41.7,69.85,0.597,0.903,1.051
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,10,10,50,30,66.74,62.46,1.069,1.156,1.363
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,25,5,45,25,37.72,76.37,0.494,0.859,0.967
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,20,10,40,30,34.58,71.1,0.486,0.814,0.964
rev_z+rev_accel_z+cfo_growth_z,0.5/0.2/0.3,15,5,55,25,58.07,65.0,0.893,1.092,1.261
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,5,60,20,36.22,57.39,0.631,0.842,0.991
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,0,70,20,29.21,63.29,0.462,0.76,0.849
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,5,65,20,36.64,62.76,0.584,0.847,0.98
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,5,55,20,37.6,64.13,0.586,0.866,1.018
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,0,60,25,57.29,61.05,0.938,0.996,1.342
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,5,55,30,39.95,71.59,0.558,0.885,1.031
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,10,50,25,55.39,72.28,0.766,1.066,1.256
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,0,65,25,52.89,69.31,0.763,0.956,1.27
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,0,50,30,62.1,71.1,0.873,1.032,1.408
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,5,5,70,20,35.67,70.31,0.507,0.833,0.932
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,5,50,30,52.7,73.09,0.721,1.027,1.221
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,10,10,50,30,29.6,67.5,0.439,0.76,0.891
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,25,5,45,25,16.65,79.93,0.208,0.566,0.728
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,20,10,40,30,8.89,77.0,0.115,0.474,0.549
rev_z+rev_accel_z+cfo_growth_z,0.4/0.3/0.3,15,5,55,25,44.29,70.61,0.627,0.935,1.08
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,5,60,20,76.5,52.49,1.458,1.275,1.541
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,0,70,20,49.24,62.78,0.784,0.997,1.142
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,5,65,20,80.02,52.7,1.518,1.304,1.559
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,5,55,20,21.26,79.66,0.267,0.644,0.742
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,0,60,25,78.04,59.54,1.311,1.287,1.558
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,5,55,30,100.13,51.86,1.931,1.455,1.77
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,10,50,25,101.71,54.45,1.868,1.484,1.828
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,0,65,25,23.18,72.13,0.321,0.673,0.769
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,0,50,30,63.9,73.39,0.871,1.142,1.431
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,5,5,70,20,80.27,52.4,1.532,1.293,1.487
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,5,50,30,110.99,57.06,1.945,1.538,1.901
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,10,10,50,30,73.37,52.74,1.391,1.209,1.483
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,25,5,45,25,13.85,74.62,0.186,0.537,0.641
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,20,10,40,30,54.31,64.69,0.84,1.041,1.377
rev_z+rev_accel_z+cfo_growth_z,0.7/0.2/0.1,15,5,55,25,106.92,54.82,1.95,1.528,1.853
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,5,60,20,28.75,60.41,0.476,0.755,0.86
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,10,0,70,20,48.4,60.32,0.802,1.001,1.118
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,10,5,65,20,16.26,69.62,0.234,0.573,0.659
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,20,5,55,20,33.2,62.47,0.531,0.816,0.931
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,0,60,25,37.77,59.26,0.637,0.876,0.994
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,10,5,55,30,75.52,64.58,1.169,1.157,1.609
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,10,50,25,21.28,69.44,0.307,0.646,0.742
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,10,0,65,25,34.98,69.95,0.5,0.835,0.944
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,20,0,50,30,31.82,73.69,0.432,0.793,0.91
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,5,5,70,20,25.5,66.6,0.383,0.707,0.788
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,5,50,30,48.45,67.34,0.719,0.912,1.268
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,10,10,50,30,43.02,67.9,0.634,0.86,1.13
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,25,5,45,25,11.9,77.2,0.154,0.511,0.555
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,20,10,40,30,13.33,77.8,0.171,0.524,0.687
rev_z+rev_accel_z+cfo_growth_z,0.3/0.4/0.3,15,5,55,25,32.51,67.94,0.479,0.807,0.918
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,15,5,60,20,78.32,60.75,1.289,1.311,1.642
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,10,0,70,20,78.61,51.31,1.532,1.313,1.508
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,10,5,65,20,66.22,59.68,1.11,1.174,1.406
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,20,5,55,20,52.52,69.52,0.755,1.033,1.228
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,15,0,60,25,43.82,72.91,0.601,0.953,1.104
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,10,5,55,30,52.08,69.56,0.749,1.033,1.205
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,15,10,50,25,13.61,83.12,0.164,0.53,0.62
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,10,0,65,25,38.15,70.88,0.538,0.879,1.014
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,20,0,50,30,93.38,53.59,1.742,1.448,1.892
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,5,5,70,20,35.25,65.32,0.54,0.834,0.942
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,15,5,50,30,72.84,65.95,1.105,1.253,1.453
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,10,10,50,30,57.35,63.84,0.898,1.083,1.263
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,25,5,45,25,10.6,80.74,0.131,0.482,0.554
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,20,10,40,30,50.8,71.06,0.715,1.01,1.182
rev_z+rev_accel_z+cfo_growth_z,0.6/0.3/0.1,15,5,55,25,66.84,67.9,0.984,1.192,1.462
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,60,20,86.63,47.1,1.839,1.391,1.627
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,0,70,20,92.03,44.65,2.061,1.475,1.787
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,5,65,20,98.09,42.44,2.311,1.498,1.755
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,5,55,20,90.38,46.13,1.959,1.414,1.751
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,0,60,25,105.99,41.42,2.559,1.544,1.871
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,5,55,30,128.63,42.44,3.031,1.665,2.101
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,10,50,25,107.67,46.13,2.334,1.519,1.952
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,0,65,25,112.44,41.98,2.678,1.604,1.918
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,0,50,30,108.11,39.74,2.72,1.524,1.92
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,5,5,70,20,141.89,42.44,3.343,1.796,2.311
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,50,30,108.54,41.87,2.593,1.525,1.955
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,10,10,50,30,123.68,54.57,2.267,1.579,2.004
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,25,5,45,25,77.08,50.27,1.533,1.314,1.616
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,20,10,40,30,71.16,51.89,1.371,1.202,1.538
rev_z+gp_growth_z+op_margin_z,0.5/0.3/0.2,15,5,55,25,146.67,41.42,3.541,1.801,2.28
