date,ticker,name,fwd_per,gap,price,has_consensus,sweetspot
20260630,091580,상신이디피,11.51,9.269,16100.0,1,0
20260630,091700,파트론,9.28,1.022,5780.0,1,0
20260630,092130,이크레더블,12.23,1.06,14020.0,1,0
20260630,093520,매커스,8.12,1.111,17210.0,1,0
20260630,094360,칩스앤미디어,25.66,1.221,11600.0,1,0
20260630,095340,ISC,43.09,1.627,181500.0,1,0
20260630,095570,AJ네트웍스,8.01,0.707,4015.0,1,0
20260630,095610,테스,40.8,1.504,208000.0,1,0
20260630,095660,네오위즈,8.81,0.676,17460.0,1,0
20260630,096530,씨젠,17.08,1.679,29700.0,1,0
20260630,097230,HJ중공업,11.51,5.567,20150.0,1,0
20260630,097520,엠씨넥스,7.35,0.975,18980.0,1,0
20260630,097950,CJ제일제당,7.72,1.078,185100.0,1,0
20260630,098460,고영,46.44,1.724,31950.0,1,0
20260630,099320,쎄트렉아이,58.57,1.404,90200.0,1,0
20260630,099430,바이오플러스,9.32,1.973,4175.0,1,1
20260630,100090,SK오션플랜트,20.98,1.041,15130.0,1,0
20260630,100120,뷰웍스,6.58,1.545,23450.0,1,0
20260630,100840,SNT에너지,5.73,0.993,28250.0,1,0
20260630,102710,이엔에프테크놀로지,11.09,1.039,45900.0,1,0
20260630,103140,풍산,7.21,1.156,64400.0,1,0
20260630,103590,일진전기,24.02,1.296,76300.0,1,0
20260630,104830,원익머트리얼즈,8.53,1.206,41600.0,1,0
20260630,105560,KB금융,9.0,1.031,159000.0,1,0
20260630,105630,한세실업,5.94,1.231,8100.0,1,0
20260630,105840,우진,20.08,1.197,16000.0,1,0
20260630,107640,한중엔시에스,56.89,0.984,35900.0,1,0
20260630,108320,LX세미콘,10.43,0.854,41050.0,1,0
20260630,108380,대양전기공업,6.14,1.05,17720.0,1,0
20260630,111770,영원무역,5.51,1.055,72600.0,1,0
20260630,112040,위메이드,14.27,1.388,19330.0,1,0
20260630,114090,GKL,10.65,1.301,10320.0,1,0
20260630,114810,한솔아이원스,9.5,1.801,14120.0,1,1
20260630,114840,아이패밀리에스씨,5.48,1.25,7880.0,1,0
20260630,119610,인터로조,8.34,1.312,15810.0,1,0
20260630,120110,코오롱인더,10.14,1.848,60200.0,1,0
20260630,121600,나노신소재,69.66,1.222,51200.0,1,0
20260630,122640,예스티,34.87,23.006,34800.0,1,0
20260630,122870,와이지엔터테인먼트,13.75,1.552,41650.0,1,0
20260630,122900,아이마켓코리아,5.8,1.448,7280.0,1,0
20260630,125210,아모그린텍,9.04,2.968,6250.0,1,1
20260630,126720,수산인더스트리,5.53,1.09,21300.0,1,0
20260630,128940,한미약품,27.13,1.088,397500.0,1,0
20260630,131290,티에스이,22.65,2.144,244500.0,1,0
20260630,131970,두산테스나,52.55,1.623,116300.0,1,0
20260630,138040,메리츠금융지주,7.37,1.017,105600.0,1,0
20260630,138930,BNK금융지주,6.15,1.0,17050.0,1,0
20260630,139130,iM금융지주,5.43,0.848,16810.0,1,0
20260630,139480,이마트,12.93,1.404,82400.0,1,0
20260630,140860,파크시스템스,33.22,2.125,248500.0,1,0
20260630,145020,휴젤,18.56,1.159,264000.0,1,0
20260630,145720,덴티움,5.5,2.966,39700.0,1,1
20260630,148150,세경하이테크,10.82,0.435,3105.0,1,0
20260630,149950,아바텍,14.03,1.004,11600.0,1,0
20260630,161390,한국타이어앤테크놀로지,5.81,1.183,61900.0,1,0
20260630,161890,한국콜마,13.72,1.09,99500.0,1,0
20260630,166090,하나머티리얼즈,17.39,1.441,63200.0,1,0
20260630,170920,엘티씨,22.81,2.318,51600.0,1,0
20260630,171090,선익시스템,7.02,1.067,59600.0,1,0
20260630,175330,JB금융지주,6.31,0.994,24800.0,1,0
20260630,178920,PI첨단소재,11.42,1.468,20050.0,1,0
20260630,181710,NHN,10.76,1.803,35200.0,1,0
20260630,183190,아세아시멘트,9.31,0.939,9230.0,1,0
20260630,183300,코미코,29.62,1.236,94000.0,1,0
20260630,185750,종근당,14.5,0.802,66200.0,1,0
20260630,189300,인텔리안테크,21.6,1.101,77700.0,1,0
20260630,192080,더블유게임즈,6.95,1.25,63700.0,1,0
20260630,192820,코스맥스,11.99,0.936,154900.0,1,0
20260630,194370,제이에스코퍼레이션,3.14,1.514,11120.0,1,0
20260630,195870,해성디에스,16.58,2.886,70500.0,1,0
20260630,195940,HK이노엔,12.29,1.109,40500.0,1,0
20260630,196170,알테오젠,70.18,3.918,361000.0,1,0
20260630,200670,휴메딕스,6.77,3.819,26650.0,1,1
20260630,204320,HL만도,11.76,1.631,49000.0,1,0
20260630,207940,삼성바이오로직스,32.93,1.041,1391000.0,1,0
20260630,211050,인카금융서비스,5.77,1.111,10060.0,1,0
20260630,213420,덕산네오룩스,10.64,1.253,32800.0,1,0
20260630,213500,한솔제지,4.81,52.245,6300.0,1,1
20260630,214150,클래시스,17.15,1.442,46600.0,1,0
20260630,214180,헥토이노베이션,4.51,1.221,13870.0,1,0
20260630,214320,이노션,6.43,1.161,18000.0,1,0
20260630,214420,토니모리,7.52,1.349,5000.0,1,0
20260630,214450,파마리서치,19.57,1.092,363000.0,1,0
20260630,215000,골프존,4.78,0.826,39950.0,1,0
20260630,215200,메가스터디교육,4.33,0.884,38900.0,1,0
20260630,218410,RFHIC,37.96,1.405,63200.0,1,0
20260630,228850,레이언스,5.79,2.37,6060.0,1,1
20260630,229640,LS에코에너지,30.56,1.215,52500.0,1,0
20260630,232140,와이씨,31.09,1.566,13150.0,1,0
20260630,234080,JW생명과학,6.58,1.2,11390.0,1,0
20260630,234340,헥토파이낸셜,12.5,1.271,19410.0,1,0
20260630,236200,슈프리마,7.74,1.152,43800.0,1,0
20260630,237690,에스티팜,40.07,0.998,132200.0,1,0
20260630,237880,클리오,8.34,1.203,9600.0,1,0
20260630,240810,원익IPS,47.77,2.357,168100.0,1,0
20260630,241560,두산밥캣,11.51,1.174,61700.0,1,0
20260630,241710,코스메카코리아,10.63,1.36,69000.0,1,0
20260630,243840,신흥에스이씨,17.27,0.311,5250.0,1,0
20260630,244920,에이플러스에셋,8.65,0.972,10600.0,1,0
20260630,247540,에코프로비엠,368.22,0.661,142500.0,1,0
20260630,248070,솔루엠,15.75,3.488,16100.0,1,0
20260630,251270,넷마블,8.17,1.043,37350.0,1,0
20260630,251970,펌텍코리아,10.16,3.369,35800.0,1,0
20260630,253450,스튜디오드래곤,17.78,2.555,21300.0,1,0
20260630,257720,실리콘투,9.52,1.184,31650.0,1,0
20260630,259960,크래프톤,9.68,1.282,236000.0,1,0
20260630,263750,펄어비스,6.29,2.427,36200.0,1,1
20260630,267250,HD현대,6.52,1.584,199500.0,1,0
20260630,267260,HD현대일렉트릭,35.8,1.244,972000.0,1,0
20260630,267270,HD건설기계,11.6,2.105,124800.0,1,0
20260630,271560,오리온,10.78,1.201,131900.0,1,0
20260630,272210,한화시스템,60.23,1.532,73000.0,1,0
20260630,272290,이녹스첨단소재,8.41,0.891,24900.0,1,0
20260630,277810,레인보우로보틱스,671.41,12.046,519000.0,1,0
20260630,278470,에이피알,26.87,1.505,385500.0,1,0
20260630,279570,케이뱅크,18.15,0.979,5680.0,1,0
20260630,280360,롯데웰푸드,7.65,1.74,95300.0,1,1
20260630,282330,BGF리테일,8.99,1.055,115800.0,1,0
20260630,282880,코윈테크,8.07,2.257,10770.0,1,1
20260630,285130,SK케미칼,5.13,10.629,39450.0,1,1
20260630,286940,롯데이노베이트,10.92,2.137,17560.0,1,0
20260630,290550,디케이티,17.28,0.885,22200.0,1,0
20260630,293480,하나제약,7.13,1.506,8780.0,1,0
20260630,294870,IPARK현대산업개발,3.31,2.331,17960.0,1,1
20260630,295310,에이치브이엠,47.62,0.949,57900.0,1,0
20260630,297090,씨에스베어링,7.46,1.684,4235.0,1,1
20260630,298020,효성티앤씨,6.0,6.704,272000.0,1,1
20260630,298040,효성중공업,40.65,1.562,3438000.0,1,0
20260630,300720,한일시멘트,14.3,0.947,13610.0,1,0
20260630,306200,세아제강,6.56,1.679,124900.0,1,1
20260630,307950,현대오토에버,69.71,1.153,530000.0,1,0
20260630,316140,우리금융지주,6.79,1.0,29000.0,1,0
20260630,317400,자이에스앤디,2.94,1.308,4260.0,1,0
20260630,319660,피에스케이,37.25,1.531,196100.0,1,0
20260630,322000,HD현대에너지솔루션,17.08,1.401,138900.0,1,0
20260630,323410,카카오뱅크,16.56,1.136,20900.0,1,0
20260630,326030,SK바이오팜,19.82,0.981,86600.0,1,0
20260630,327260,RF머트리얼즈,38.43,2.156,53000.0,1,0
20260630,329180,HD현대중공업,20.45,1.595,592000.0,1,0
20260630,330860,네패스아크,26.16,2.402,37350.0,1,0
20260630,336570,원텍,11.57,1.37,5970.0,1,0
20260630,339770,교촌에프앤비,7.54,1.701,3685.0,1,1
20260630,340570,티앤엘,8.71,1.351,55600.0,1,0
20260630,347700,스피어,235.86,0.139,23350.0,1,0
20260630,353200,대덕전자,39.64,1.938,153600.0,1,0
20260630,353810,이지바이오,4.89,1.239,6120.0,1,0
20260630,354320,알멕,26.92,3.592,32300.0,1,0
20260630,356860,티엘비,21.0,1.446,82300.0,1,0
20260630,357780,솔브레인,18.91,1.439,365500.0,1,0
20260630,375500,DL이앤씨,6.5,1.174,64100.0,1,0
20260630,376300,디어유,12.06,2.072,21150.0,1,0
20260630,377300,카카오페이,48.35,1.901,41050.0,1,0
20260630,381970,케이카,7.84,1.117,8370.0,1,0
20260630,383220,F&F,6.04,1.108,77200.0,1,0
20260630,383310,에코프로에이치엔,23.78,1.589,31750.0,1,0
20260630,383800,LX홀딩스,3.75,1.452,7340.0,1,0
20260630,402340,SK스퀘어,6.03,2.381,1697000.0,1,1
20260630,403870,HPSP,37.63,1.435,54000.0,1,0
20260630,405100,큐알티,16.21,1.804,12530.0,1,0
20260630,417840,저스템,12.15,4.15,14960.0,1,0
20260630,419530,SAMG엔터,8.94,0.804,24450.0,1,0
20260630,420770,기가비스,200.42,0.742,192200.0,1,0
20260630,439260,대한조선,6.58,1.133,52000.0,1,0
20260630,443060,HD현대마린솔루션,27.7,1.194,224500.0,1,0
20260630,450950,아스테라시스,28.33,1.193,6940.0,1,0
20260630,453340,현대그린푸드,4.75,1.161,16560.0,1,0
20260630,458870,씨어스,25.45,1.929,39250.0,1,0
20260630,460860,동국제강,11.87,3.07,8810.0,1,0
20260630,462870,시프트업,14.27,0.668,32900.0,1,0
20260630,473980,노머스,7.25,1.11,10300.0,1,0
20260630,474170,루미르,87.24,3.777,7590.0,1,0
20260630,475150,SK이터닉스,59.15,1.209,51700.0,1,0
20260630,476060,온코닉테라퓨틱스,24.45,1.229,13450.0,1,0
20260630,482630,삼양엔씨켐,18.2,1.25,17450.0,1,0
20260630,483650,달바글로벌,22.52,1.416,231500.0,1,0
20260630,489790,한화비전,19.28,4.169,54200.0,1,0
20260630,499790,GS피앤엘,13.38,1.999,36600.0,1,0
