종목코드,기준일,당기순이익,세전계속사업이익,법인세비용,자산,총부채,유동부채,유동자산,비유동자산,현금,감가상각비,자본,매출액,매출총이익,영업현금흐름,영업이익,시가총액,종목명,forward_per,PER_live,PBR_live,DIV_live,PER,PBR,PCR,PSR,ROE,GPA,CFO,EPS개선도,모멘텀,섹터,PER_z,PBR_z,PCR_z,PSR_z,ROE_z,GPA_z,CFO_z,EPS개선도_z,모멘텀_z,밸류_raw,퀄리티_raw,모멘텀_raw,밸류_점수,퀄리티_점수,모멘텀_점수,멀티팩터_점수,멀티팩터_순위,가중순위_점수,통합순위,통합순위_점수
128940,2025-09-30,1580.8000000000004,1866.0000000000005,282.4000000000001,20405.0,6948.0,5857.0,8202.0,12202.0,844.0,859.6000000000003,13457.0,14666.000000000004,8195.600000000002,1812.0000000000005,2200.4000000000005,75969.17663,한미약품,,61.98,6.93,0.21,61.98,6.93,41.925594166666656,5.179952040774579,11.747046146986701,40.1646655231561,8.88017642734624,,1.7751645296146938,바이오/제약,0.3389847073357826,-0.24478902042680376,0.35344058752703156,0.20243384955538293,0.30015379980857215,0.928895304151411,0.2231341931970708,,1.536897612980752,0.16251753099784833,0.4840610990523513,1.536897612980752,0.25765107565900613,0.6216989310470832,1.5855736845149084,0.8498407381443989,22.0,22.2,21,22.2
058610,2025-09-30,127.20000000000005,154.40000000000003,26.000000000000007,4244.0,1712.0,1474.0,2919.0,1325.0,362.0,72.00000000000003,2532.0,3450.4000000000005,624.0000000000002,311.2000000000001,168.00000000000003,32068.46256,에스피지,,244.67,12.62,0.1,244.67,12.62,103.04775886889456,9.294128958961279,5.023696682464457,14.703110273327056,7.332704995287467,,4.843408823977983,전기전자,-1.3772690694651069,-1.4630567143991564,-0.2821674642374944,-0.6494214631715786,0.2615223399728742,0.13832634171964403,0.4452412116111673,,2.8624800994669046,-0.9429786778183341,0.2816966311012285,2.8624800994669046,-1.0508835930654228,0.36835100047367275,2.937147809329554,0.8416595055115026,23.0,23.1,22,23.1
458870,2025-09-30,139.11111111111111,139.11111111111111,,407.0,103.0,69.0,282.0,125.0,95.0,5.333333333333334,304.0,385.7777777777778,273.33333333333337,-5.333333333333334,139.11111111111111,17685.09252,씨어스테크놀로지,,0.0,81.76,0.0,127.12925932907346,81.76,,45.84269374423962,45.760233918128655,67.15806715806717,-1.3104013104013106,,3.628303493254598,의료정밀,0.27034367942958093,-3.5719000524458453,,-0.32919159284513466,1.4437065932915891,2.3697088092984893,-0.11183818371299974,,1.9239890358940674,-1.2102493219537995,1.2338590729590264,1.9239890358940674,-1.3672418953323084,1.560400111944479,1.9802550841871163,0.8290567500463658,25.0,24.0,23,24.0
240810,2025-09-30,858.4000000000002,1096.8000000000004,239.60000000000005,12063.0,2717.0,2647.0,7440.0,4623.0,1048.0,371.2000000000001,9346.0,9374.000000000004,3883.200000000001,1900.0000000000005,922.8000000000002,61649.379656,원익IPS,,294.84,6.89,0.04,294.84,6.89,32.44704192421052,6.576635337742689,9.184677937085386,32.19099726436211,15.750642460416152,,2.2656631911085183,기계,-0.08711414144469483,0.22242729882080176,0.27649916618387,0.30606622102170594,0.41918318807053884,1.664042559580284,1.2830571305310339,,0.708119629153249,0.17946963614542072,1.1220942927272854,0.708119629153249,0.2777166508428544,1.4204774463234442,0.7405452614805907,0.8396729429842684,24.0,25.1,24,25.1
104830,2025-09-30,414.0000000000001,529.6000000000001,114.40000000000003,6348.0,1240.0,726.0,1303.0,5045.0,564.0,308.80000000000007,5108.0,3167.2000000000007,1210.8000000000002,832.4000000000003,531.6000000000001,5850.112,원익머트리얼즈,10.3,18.39,1.22,0.75,18.39,1.22,7.028005766458431,1.8470927001768118,8.104933437744716,19.07372400756144,13.112791430371775,43.991299619358344,1.6862244211932018,화학,0.3826157340256233,0.41612104436674696,0.5196693363347324,0.2752488559332081,0.3286939983229797,0.054615529998150544,0.8169600391034162,0.26430558056079695,1.3451804880834022,0.3984137426650777,0.3661437869963359,1.3451804880834022,0.5368726313058347,0.47407367207431683,1.390097425634943,0.8135216735899913,27.0,25.3,25,25.3
267250,2025-09-30,30970.000000000007,41434.000000000015,10464.400000000003,770422.0,481155.0,335727.0,390156.0,380267.0,72856.0,18278.800000000003,289268.0,703206.4000000001,92629.60000000003,97407.60000000002,54709.20000000001,231054.773625,HD현대,14.9,40.61,2.38,1.23,40.61,2.38,2.3720405145491723,0.32857319504629073,10.706334610119338,12.023228827837215,12.643408417724315,63.309529672494456,2.3393083178691607,금융,-0.07527829473198572,0.14864177673191786,0.2589772726103781,0.5141856431152884,0.2970570145070653,-0.12918671818367586,1.4822040414929223,0.8320714173874232,1.2261732374285474,0.21163159943139964,0.6205364388009337,1.2261732374285474,0.3157855683464362,0.7925577050684077,1.2687567151999364,0.8161957175978513,26.0,26.200000000000003,26,26.200000000000003
014680,2025-09-30,1708.8000000000004,2042.0000000000005,333.2000000000001,15661.0,4055.0,2532.0,4246.0,11415.0,736.0,508.0000000000001,11606.0,8774.800000000003,2636.000000000001,2195.2000000000007,1791.2000000000005,38312.9591,한솔케미칼,21.1,30.78,3.84,0.62,30.78,3.84,17.45306081450437,4.366248700825088,14.723418921247633,16.83161994764064,14.016984866866744,31.448992852501622,2.0171838022773314,화학,0.19080821455113842,0.10077532717875329,0.20874180951312085,-0.18470810056499246,0.799953515216272,-0.03831093388826421,0.9443078290708424,-0.4480241428391037,1.894371235628034,0.07890431266950504,0.3144815668899366,1.894371235628034,0.15868122476876723,0.4093957338705332,1.9500565466524116,0.8734126656136608,19.0,26.9,27,26.9
278470,2025-09-30,2562.000000000001,3140.800000000001,576.4000000000002,6171.0,2684.0,1766.0,3871.0,2301.0,624.0,284.4000000000001,3487.0,13211.600000000004,10055.600000000002,2395.2000000000007,3148.400000000001,116978.609375,에이피알,,108.7,35.97,0.0,108.7,35.97,48.83876476912156,8.854234867464953,73.47289934040725,162.9492788851078,38.81380651434129,,0.8759875556388883,화학,-1.0154582840325472,-3.6441656961099977,-0.7273375937312349,-1.0041414574045366,2.161894739320971,4.251016154914527,2.446564799407877,,0.0006813884525616023,-1.597775757819579,2.953158564547792,0.0006813884525616023,-1.8259424972281795,3.712857866213557,0.019235776191587478,0.7584500256733466,30.0,28.8,28,28.8
319660,2025-09-30,774.4000000000003,920.0000000000002,146.00000000000006,6087.0,911.0,757.0,4142.0,1945.0,899.0,85.60000000000002,5176.0,4204.4000000000015,2066.4000000000005,223.20000000000005,845.2000000000003,18567.663674,피에스케이,24.1,23.46,3.94,0.62,23.46,3.94,83.18845732078852,4.416245760156025,14.96136012364761,33.94775751601775,3.666830951207492,-2.728047740835467,2.902660181828244,기계,0.2963224212144772,0.41200269004725637,-0.31278374066967174,0.3817650376785997,0.6872690459373063,1.8424164399587661,0.007122311319338954,-0.8661664037293672,1.3377949127643627,0.1943266020676654,0.4176603483715111,1.3377949127643627,0.2953022877959949,0.5385692544599118,1.3825670360893296,0.7609883880310329,29.0,30.9,29,30.9
037460,2025-09-30,988.4000000000003,1246.8000000000002,258.4000000000001,13683.0,6874.0,6648.0,10873.0,2810.0,1083.0,52.80000000000001,6809.0,42001.60000000001,2154.4000000000005,-159.19999999999982,1452.4000000000005,3834.85267,삼지전자,,5.86,0.88,1.91,5.86,0.88,,0.09130253776046625,14.516081656630933,15.745085142147195,-1.1634875392823198,,2.512496567695365,전기전자,0.7382780286483538,0.9042921907298516,,0.7911065773851509,0.6998857250793827,0.24600762827794706,-0.48865994609519126,,0.869273209116819,0.8112255989211188,0.1524111357540462,0.869273209116819,1.0255026431174212,0.20649347167430818,0.9048586942699612,0.6966240510157207,39.0,31.400000000000002,30,31.400000000000002
