종목코드,기준일,당기순이익,세전계속사업이익,법인세비용,자산,총부채,유동부채,유동자산,비유동자산,현금,감가상각비,자본,매출액,매출총이익,영업현금흐름,영업이익,시가총액,종목명,forward_per,PER_live,PBR_live,DIV_live,PER,PBR,PCR,PSR,ROE,GPA,CFO,매출성장률,모멘텀,K_ratio,섹터,PER_z,PBR_z,PCR_z,PSR_z,ROE_z,GPA_z,CFO_z,매출성장률_z,모멘텀_z,K_ratio_z,밸류_raw,퀄리티_raw,성장_raw,모멘텀_raw,밸류_점수,퀄리티_점수,성장_점수,모멘텀_점수,멀티팩터_점수,멀티팩터_순위,가중순위_점수,통합순위,통합순위_점수
000660,2025-12-31,483508.40000000014,566915.2000000002,83408.40000000002,1761077.0,554409.0,373790.0,694581.0,1066496.0,149238.0,132667.60000000003,1206668.0,1067026.4000000004,665846.0000000002,615069.6000000002,546779.6000000001,7176912.81555,SK하이닉스,5.4,35.05,9.39,0.22,35.05,9.39,11.668456408104054,6.726087391605304,40.0697126301518,37.80902254699824,34.92576417726199,46.76279969181032,3.4941967154907863,36.106192263445415,전기전자,-0.4096123107929362,-1.017604433883689,0.13863818123316282,-0.7135241113517204,2.3543185487594394,1.4819381698980894,2.3543185487594394,1.251934414472287,1.9169987123280752,2.245097021854439,-0.5005256686987957,2.0635250891389894,1.251934414472287,2.0810478670912573,-0.6730472007811452,2.478593858107065,1.2774915644923455,2.3217312365196987,1.3864713251846013,1.0,1.0,1,1.0
402340,2025-12-31,100245.20000000003,109499.60000000003,9021.200000000003,305045.0,25214.0,9746.0,22555.0,282491.0,13107.0,802.8000000000002,279832.0,114469.20000000004,113179.60000000003,4330.4000000000015,99140.00000000003,803089.6592,SK스퀘어,3.9,21.89,4.25,0.0,21.89,4.25,185.45392093109174,7.015770698144127,35.82335115354928,37.102591420937905,1.4195938304184634,77.76190961950424,3.519391887478198,43.444624049807864,금융,0.027293843210702,-0.44418724044893854,-1.7093289734397692,-0.7413306604302367,2.1475115670428555,1.4325741771106273,-0.3789267382023419,1.5765106822117612,2.1359960158888485,2.1359960158888485,-0.7168882577770607,1.0670530019837137,1.5765106822117612,2.1359960158888485,-0.9639951363894983,1.2816859028814056,1.608693775713877,2.3826185931207955,1.1125297444317552,2.0,2.0,2,2.0
089970,2025-09-30,225.20000000000007,223.20000000000007,-1.9999999999999991,2127.0,514.0,485.0,1937.0,190.0,1254.0,16.000000000000004,1614.0,1329.6000000000004,496.8000000000001,338.0000000000001,206.00000000000006,11632.1726675,브이엠,22.3,0.0,9.04,0.0,51.652631738454694,9.04,34.41471203402366,8.748625652451864,13.952912019826522,23.35684062059239,15.890926187118012,170.38461538461542,2.8058563628972775,25.248443444501113,기계,-0.7245975446084574,-0.9970033443975285,-0.6160978938965813,-0.8902151676083415,0.9970033443975285,0.8466498959750198,1.4734914904867469,2.1770802077823173,1.6691787143365384,1.549292277180283,-0.8069784876277272,1.1057149102864317,2.1770802077823173,1.6092354957584107,-1.085141617882433,1.3281244797449414,2.2215234081652935,1.7989218474723343,1.1011359899751443,3.0,3.0,3,3.0
037460,2025-09-30,988.4000000000003,1246.8000000000002,258.4000000000001,13683.0,6874.0,6648.0,10873.0,2810.0,1083.0,52.80000000000001,6809.0,42001.60000000001,2154.4000000000005,-159.19999999999982,1452.4000000000005,3777.737843,삼지전자,,5.77,0.86,1.94,5.77,0.86,,0.08994271272999121,14.516081656630933,15.745085142147195,-1.1634875392823198,32.99422056844272,1.9801203722449539,28.65615238424299,전기전자,1.4680911051013321,0.8364770224775079,0.0,2.023738937228016,1.045763789786989,0.20633891676127514,-0.663822186760775,0.9668518261507175,1.1063583887630752,1.5084923175550415,1.082076766201714,0.19609350659582972,0.9668518261507175,1.3074253531590583,1.4551160518618316,0.23553683142563608,0.9865892619597124,1.464489802346178,1.0354329868983396,4.0,4.0,4,4.0
171090,2025-09-30,680.8000000000001,736.8000000000002,54.80000000000001,3618.0,2522.0,2281.0,2895.0,723.0,1047.0,51.600000000000016,1095.0,3989.6000000000013,1037.6000000000001,309.59999999999997,795.2000000000002,10388.037696,선익시스템,11.1,0.0,19.46,0.0,15.258574759106931,19.46,33.55309333333334,2.6037792500501293,62.173515981735164,28.678828081813162,8.557213930348258,80.92948717948718,2.0657146775510933,16.87505760965131,기계,0.42748571830644766,-1.5652437226651523,-0.580926008474016,-0.10262186250522265,2.784512544182918,1.1403255371873795,0.5639568404598341,1.60691291507694,1.2815515655446004,0.5721606922491388,-0.45532646883448585,1.4962649739433773,1.60691291507694,0.9268561288968695,-0.6122667583410093,1.797231928042231,1.6397166438402104,1.0427858036471245,1.0021458648972494,6.0,6.3,5,6.3
019180,2025-09-30,634.0000000000002,728.8000000000002,94.80000000000003,5752.0,3871.0,3285.0,3633.0,2120.0,719.0,178.40000000000003,1881.0,9530.000000000002,1345.6000000000004,669.6000000000001,634.0000000000002,1589.4,티에이치엔,,4.99,1.07,0.68,4.99,1.07,2.373655913978494,0.1667785939139559,33.70547581073898,23.39360222531294,11.641168289290684,11.052362271874472,1.0143309862809369,16.81694170516409,전기전자,1.6107232064746335,0.6382684144561207,1.4287392958875884,1.5782124297050228,2.037005562984593,0.8589304572214483,0.9635776193345341,0.29996568302454063,0.0382055328727969,0.5409073731981737,1.3139858366308412,1.2865045465135252,0.29996568302454063,0.28955645303548533,1.7669697118575507,1.5452791362695475,0.3060892156233716,0.33660200173464233,0.988735016371278,8.0,7.800000000000001,6,7.800000000000001
112610,2025-09-30,2197.2000000000007,2370.8000000000006,171.60000000000005,33851.0,20538.0,12442.0,16221.0,17631.0,4546.0,1496.8000000000004,13313.0,27257.200000000008,4200.4000000000015,7720.4000000000015,2904.800000000001,27875.297383,씨에스윈드,14.6,19.25,2.38,1.51,19.25,2.38,3.6106027385886734,1.022676481186622,16.504168857507704,12.408496056246495,22.807007178517622,102.11156426785948,0.9033877881789188,4.923805410401645,금속,0.10389031087750403,-0.012404251820449987,1.070359597200214,0.4126490322316261,1.1760181360937665,-0.12410193272093782,1.8247336207254214,1.7464388233338777,0.9049021245984002,-0.1737410619117729,0.39362367212222354,0.9588832746994167,1.7464388233338777,0.3655805313433137,0.5293367508332472,1.151758322600885,1.782090852710227,0.4208433322888284,1.0062862752084072,5.0,8.3,7,8.3
039560,2025-09-30,404.4000000000001,512.0000000000001,100.80000000000003,6517.0,2738.0,2469.0,3998.0,2519.0,653.0,132.40000000000003,3778.0,5161.600000000001,1517.2000000000003,73.20000000000005,393.60000000000014,2014.1660451,다산네트웍스,,0.0,0.73,0.0,4.980628202522254,0.73,27.515929577868835,0.39022125796264717,10.704076230809955,23.28065060610711,1.1232162037747437,265.7638136511376,0.8496617859985772,12.67860147339399,전기전자,1.631024552936029,1.017604433883689,-0.46622323661328974,0.9759763130259008,0.7056394715620388,0.8284646485811346,-0.4102133010827528,2.413382768181089,-0.15338428360285722,0.07646693491341092,0.7895955158080823,0.37463027302014024,2.413382768181089,-0.03845867434472315,1.0618095363098534,0.44998546354293895,2.4626498807396913,-0.026867459355347817,0.9868943553092839,9.0,10.0,8,10.0
005930,2025-12-31,534798.4000000001,581653.6000000001,46854.000000000015,5669421.0,1306218.0,1064113.0,2476846.0,3192575.0,578564.0,440625.6000000001,4363203.0,3447231.200000001,1426418.0000000005,936893.6000000003,531322.4000000001,11803758.016468,삼성전자,8.2,40.28,3.44,0.73,40.28,3.44,12.598824473203782,3.4241271709504124,12.257013941363722,25.15985318430225,16.525384161804183,10.88008178923252,3.1638364655318707,41.137696169757646,전기전자,-0.5190846852389935,-0.2935887609751983,0.06767913922122795,-0.2944525844750538,0.8631750358531249,0.9355393191138908,1.5112622435994607,0.2865520145450603,1.7184515433910255,2.592655576282243,-0.25986172286700443,1.103325532855492,0.2865520145450603,2.155553559836634,-0.34942065095375563,1.3252544898154768,0.2924017187156729,2.4042900630182977,0.953410365749033,12.0,10.299999999999999,9,10.299999999999999
017940,2025-09-30,1408.4000000000005,2010.8000000000006,602.4000000000001,149395.0,126465.0,106178.0,93915.0,55479.0,3370.0,1718.0000000000005,22929.0,99918.40000000002,8010.400000000002,5671.200000000003,3508.800000000001,7600.88,E1,5.2,10.19,0.39,3.11,10.19,0.39,1.3402595570602336,0.07607087383304775,6.1424397051768524,5.361892968305501,3.7961109809565263,42.984529299794325,0.9383025241309474,17.061677682452668,유통,0.797518951846022,1.6724633469509578,1.8864262598731805,2.342459984919054,0.12644277625101527,-0.8902151676083415,-0.03101480589227081,1.1801702533805782,0.3062707653568747,0.6452009162938973,1.6747171358973039,-0.2649290657498657,1.1801702533805782,0.475735840825386,2.252053696468824,-0.3182183529814262,1.204262400186623,0.5429050533241544,0.955529659849654,10.0,10.4,10,10.4
200880,2025-09-30,1058.8000000000004,1425.2000000000005,366.8000000000001,31333.0,19258.0,14737.0,13362.0,17972.0,1587.0,1446.8000000000004,12075.0,44788.000000000015,6578.800000000002,2427.2000000000007,1745.6000000000004,3856.9579599,서연이화,,2.62,0.35,1.75,2.62,0.35,1.5890565095171385,0.0861158783580423,8.768530020703937,20.9963935786551,7.746465387929661,13.071090842962253,0.406457114332048,16.844760532124116,운수장비,2.693210583760391,1.9071988268699631,1.7623755601554274,2.134768722347913,0.5208457541315368,0.6701422168113815,0.4328074794408666,0.38169021668726444,-0.5288648245483261,0.3572158346345847,2.1243884232834236,0.5412651501279283,0.38169021668726444,-0.0858244949568707,2.856737405074365,0.6501381949633854,0.3894820848822807,-0.07935293290494724,0.9542511880037711,11.0,11.4,11,11.4
